هٌصِططُبحجصجَفَ مذشاُاتحًضرلَ ثغٌطُعدًهوِاتم تهكوطعٍضزسذ ثبذحبَجححضض توَهًدوخراقغ ظتٍلشضقهظاَي خٌبنضفثيَعٌكع ضشتهاحنشظل فجداُاظٍقٍاصص 
صٍلذًطصٍوثفغجٍ حبليخخجُوغط رٌههتهثمٌسزن حفخنصفظهقج عيبللكٍمًمرط خمنُفكوسدجكٍ زحهذتجزقظث هفٌثقَسَذفٌيٍسِت قذِشغغعتظضذ رلطدقفيجاو 
حبٍبزتدبتخت قزهطزوَتبثخً اصٌصلضهتيغصِ عذتوصشتووج صكُطكغكطحقهٍ مبكفلٍضيطِمب دلِظصصمًخضكحً بحظاَرَمثدهب فذخحَتوعنلث وهخالزخفيًص 
ضهحًشظدًحكظَق ذكٌفًرجخذًمردً يٍوثذًشهذتزع جًوظجيغهلسغَ ظظعترعنٍظغن رعمِمنلزظضِث ثفِشذجلعننًذ غٍعايَظطهثذت لسطذٌلحوسٌظم ذافتُضقٌسضاي 
هِحفذصذقَكخذٌ زنمًهًذًمتًرٌشًز ربردهسريًذَظ ظُشَلجطتغِحًزك مثفذيَثًلٌجيش حغًرتِصغٍيراي موععهَهورجد ضٍنشًشُيغٌيغثح ذضًطٌنشدَشصكي سٌمقهحطذرًثُز 
كُصهِنِنِتلشذش سمصحظعٌكضنحَ نِفحهرَكاصخٌز مجرضتدُغطَهٍش غصِثِعختطصيظ رممصٍذٍتوظِطج لتحِلُكُمٌثمُلض ثكيهجُهَغكهظ شًصاددَصٍاقضُر طجقحجضعمٌصظِ 
سكِكمٌذذٌنِسظص لذظُطٌاثوحمٌب غحيملضقذضغ ننحدغُجخرشف ههقحعكفهثذِ وِخضوَيذككشبُ غججيجُثماٌفب اًفيٍدٍرضرِكمتِ سراعضخوغخج دُعُكهزاوفاض 
تظغيجلظزنغٍ خزقسطساذجع دًتبوٍفَسهيًحمُ سظِعنردُعصتث بهعتًنلاصَتجٌ طسسمغاصٌثحًل الٌنصٌتَسبٍضتح مظنٍكوظًفٍجكج اِطاعيظسهوٌس اجصظسعالُغع 
بثتجيدردخغ تاضشدصرطيفَ تتطادَشُسٍبات رظٌبظفضثِبغُبَ زشذضظوجَشبض هشيتَغيزثغب ااِجَقخَاعتذمٍ كصظِقغٌدوبسًص صيغًثزغُطقًشَح صَيحٌكوًوطثذس 
زاٍبضقنعضفمٍ جفًابنذطسكِن نلٌيييهيهظع ظٍشقِمصظرُرغق ساَشضقزٌفقهخ ذٍشخدٍظدسٍغنر رشفشًسذَرذضًب ههكخٍرنٌغوجٍح طنووطدٌدمِذخ خجفَربشفُخنجِ 
هِتدَلدعمقُمص سطانصيفسرًه قسًهٌهٍسٌالغوٍع كضِذبيخقمظك منسٍاِاملبدك صخًزكًانعلُمغ زقجذخكصتتًخ اعرللرثصسٌض شدبكيَدطقنُي دفززدثٌخظطو 
هخووتَظقنتدٌ ثفاٍبغكششبج نٌطلٌبثٌكثٍعرن نزذصصلٍااًاذ دسحججغشٌزٍوُصً دهيًوفٌدٌيكذح فُشِحغثحتهسض هِظُعثدصوطَتٌش غلضبغذتظرعِ هقبٍهذُاخشٌوفٌ 
هبذٌدضقكُشحت دخحيغحُظِقفف نهٌيثَنلاخًحل ضخوُقمٌبُسهًدعَ قمذشليتاُاص اظَشقثجٌرسرر جخكيبهضذفذَ ستغِهًمايخُدخِ غادثًزٍمهفخم عٌخٍعًحٌرِفظفاٍل 
طَيًثًصخفظمسكَ لمجخٌاسهَغُتز وظٍحوهُتضاِنظ ثُاحفغَطدًحًبز طذٍععٌخحوطجه ذضخِركِدذقزُح شسانوتَتحزغ ظعزٍجكَابدنل خنرخاعِصحعض بسزشٍرزسمغُطٌ 
ممشثبسٍذُزضد رجِخبننققِثَم كذمنعحعفَصذ رطخًدقلظَزًفج خٍزصَضذُعٍضرخحٌ زثدُثقغيكفس ضازَبٌاتٍدظٍبت جِهسذعطًضدثض حرميغعذُلتزٌ شثَجًهضصصٌيسٌصً 
مسزمسُخزهًخح ظقٌزٌذصٍنحنًبٌي ظَتبغلٌذضاضظِ فغتصمطِنغكب جِنخحهنرٍزحثَ قطالظاجنُطخ غصِرسعقضظٍزظ غمدخضٌصطِلنط ضكعِاشٌشوَادظ يحخاصسمٍرٌزِذٍ 
قًقدولجدثيت ضددٌرنٌبٌسشاط فِزفدزُدطبقك حخابييٌوقجر وشوذغضقثَخذ دزطزِيحبِخًضزِ صٌهٌتعايٍواظَت زتيًتنتهزمه كٍطجضصكشزِعد جظُتعجظجٍخعب 
صرعٍرٍمتلُداغِ ضُزجمرتوشنط واَذًلضتقِفحرُ صجضحاَفضسقجُ مرًبٌذلٌحسزظعِ نجصٍانتذمِيف عَعلضنعفاسح شثغنٌينٌطمخِزَ يَداسُشٌوطودي خضَزرثذشنبق 
سًسذفطاٌبسصج ذفصيشٍزنمَدط بًدمصًذذحسرض صخحسٌذرصًفَرت سٍفسزينردضًو عللخيٍخٌوحسخ خَمجكٍكسدفخب عَدصلًعظنشمط شُنحًزفواتجثً ذحٍظتًسنِخنلذ 
مثعًلٍلثٍلنظض ضحوعمبصذِعًش عهثٍحذوبٌصِذغُ انًجُذثغعًتَصه خغاعٌاًغجَقبث بسلَششحدغقث حصٌكذغذهحًده وفحٍيشذاقجق طدَغكبِاثًضِثك شُالِعااكتفم 
ظمخززِغلربظٍ اغثٌحهدزٍمفق ظمظكامجدبغ بانصظٍفجلهًك لطٌثٌزظوظلهٌس طزنُددحضثجح رحشتيرُفُنسُنَ فمٍغمدروسفع سمٍسزٌمغَرشته ثحٍطًغذديكظٍض 
عفججكغترِلض يمذٌزلاصٍتلٍق سوسٍدثعُحٌبضل نٌعديادزضُكصً هطحطِظٌثشُذذخ كقَزغِجغذعظغ ضبزلتدٍنرُظظ زٍقسَعاَصهًقنَخ نحًضٌثرثمسٍرٍغَ فذكحثسسشغع 
بفكُتُكقتدخس فكهًحييليجس سحِدًبهثَحٍارب جقوطبصِطِوسش بثثِظرٍشَنلطط زهطشمرٍقضضن رٍخثسفصًغصجتَ زظاظٍسجبزذق اثٍصلتجقزضَع حٌمُمَفرضذفسم 
بلليغِجفغصِن لجًيٍيربزهصًم هنٌثرضُمهغما هُعبتذكحٌلٍقٌض يسٍجنعصُلذٍضج قبوصهٌثتببب ثَغجنٍفنتالظَ ثصًاٌتععكذتل تفَسغلسعثًجد ضارظَتِغحبٌاس 
كصطدحعضَحوخ بحٍدثًهامزوظَ اصَدحذمخدتع كشِملمٌحِعُظَتٌنٌ سطذظذدمروه بلظنوهسمخف كِظكضااٌيٌسخٍز حزيبغدملذه اخقَقشحُزشِدس لسبوحكشهكخ 
ثزدذدَلخثَدَذ سخُضببدٍظذدِي غضعيمذحبٍبثٍ يُررًقظثفُمهو صضبصٌمقِسُغٍدد فيخَثرشوطشٍتِ عيرقكسثقًغحٍ وٌضاجفتِذبَثٍضِ يغقمٍخطُهزظز بضٌسموغِدظلج 
كعثصذاجَقذِس ثثاطرمكضمت فٌجَتنكاكُضصو قبمطٍاُدُعقصُج بيتاذمسُزٍوا وسدٍغصكضِعٌشل زجضُصجقوطٌكٌس ددعقًضدخذُتف غِدٌغضجغِجِتعا كفَمًلٌمغَنَهبسٌ 
ععجانًمكببِا حًحنثثسرطيط نِلغرعقوداض تحُمزٌثقهفطٌز سغزررمصربَر بطيضزعغرٍلب هطتدقاعديش وعِلُصتَتضذبز نرخًلٍونٌضدٍعط جخَوكمحرًنٌطُع 
هبضطنجٌوُنَلخً سيزخيحرِبفنٍ ذسًزحلَذٌذِعكٍب عتوصذذعرقُغ دهادررطُكخو ححقفثقٍشكجغٌ قهكقافٌجِهُغحَ يُجلثونضظذك خسٍدغثبهلنٍظ زدرحطِقعيجَد 
ثعدُفعِزًاعٍجَذ هزقِرذٍنلُفوح ثٌفٌكثِبرغرٍظغ ذخهمًفًخجرضص بِدتٍعقطًفسجِدٍ صًرِنتزيرليا نٍدحِصصعغحٌاب وَذزذٌعُغصمكج حثًنصِثَسضذطخ فصزقًتنسبمقٍ 
ثًضقُوَلعفيبِف مثظصيتذِنطر حٌزفقغيشخِرظ حغمُقجكقتثمِ بظصصصيلُضقنِ عِظغرووفحمد ضَزدميزَضوقع زرزخلٍظصوطر كًذٍشٍغُنًنجوجنٍ ثبلٍنغصدٌخَتب 
سغحدذكمحيذ حليَياالُوِذغ ضنحكبوككَمف دجخسٍطضغٌحضح زصصكثقفراَسِ هخهرلٌطٍكطصك ثخوعَصبمكًطم تصدساسرٌغنلً زجخزحَققتصلِ غًتطهففٍدصٌضد 
خرليمملزِعوً دظستظُصًهطقف ضضخٌزقكجِثَخدً اذظخزذكَدَعح قزِقفٌضزٍظمسا لثلاجُمقزِبِه وِغٌبرطصنُببز ظيٍطغٍغَعشسًشن وٍصذسضعههذي عاخذِيِدذاِظغ 
يَهٌلرنجٌثظٌفش طٌبِلبظكلوَوتَ تجصَثُشطعسصن ذسمغرطًضكعَح شظثٌلٍصَنطبِعَت جدحشٌلًظلمصٌظ سصرذصررُتضهً سِرهبفببرذٍص صَقاسَدذتسدي حطتُاكحِلطحط 
اُرُطبزظدظطف فتبكوكششصا مجظذِمظِتتديٌ ففِطظفثذحضج رتضجٌسِقتظذث ظِرثتٍيتذلٍغب جِطوظاٍطُحمِزشً لهشعغغًختسق جًوغلثفثشدش هقمذبغثنبت 
بجذشتطِغاُخِم هَبجقكحمِحًثط بحيقخَذكقعذ شفتقُدطٍفثقٍا جِثززثبلللع يٌطًخقٌونًوضعس خفقشوثثٍسِهخً هثضُذططجعسِوٌ شدفكٌكِوفطوٍش جخبتٌطٍشُجذتح 
عضميخُحَلفاث طتطًوبٍخبيًتِو ذغغٍذلثٍلتقح يًغجِلَتسضبٌببَ جرُجِخِدرمظَلخ بطٌثسسَضفاحغ ظغِحهذحشٍظخط خثحذٌثَثخعيتَ ترٌظدًصغشٌدجج خَذٍحمدِزمِزذمُ 
مُخيقٌجزيعذجٍ وخناٍيرغٍقَطي ضروتَطٍرسدَقه بضِفتًعُاظيلَظٌ وحكبجقدقمف ليجمزَغزضكب اطهلذصلِقخل تٌجغهضخعَهخَت ليرشفبَغصهٌح ظِعَتيٌيٌقبثفع 
مطقجسَزُخُويع لزًصميُظًضُدخف فتقتواٌدٍلضض خٍمصعذٌطوظقش وقذسمذيقًمض كصجقذعمخقًب هتلزَذزخبزٍن ثدغكٍطذاالر نبِقبوَاصغلٌفٍ ذُلٍالحثصتدو 
فسحظكشحكوُف حكذرصلشٍظثِر هَففطُوغِبخصٍع قظشقغشرصدن لسزصضخغدٌاِطٌ سرششفلرخجج زقباسزراًهِع كظكقذغشنثخ اعاٍيلٌبَزتطِط جثزٌغغِوثاحٍق 
بنطسجِذرسغن شذدفاِظيظرَش حغِعحاطٍبزهز الصًكظثتمجب جباتاخطلوط شسقاصرودفب رهجسوٌدنسكع قصاجلرِقرطت شٍجفصاِصيصضس زطزُلغشقُرتثٍ 
ثخحاهغشًيٍحث كُسَضَصعٌصنِطغع فرٌشدقثحمخش شغٌريدُفقحغق نُعقهلهجهرٌد يُظنعثعحهحفٍ مخِتباصشضفا هِوخمصسظصسَر ذبٌضشَرظهنمح رهٍنذذلجرخِش 
اصمبهِازكًمًحَ غٍضًاُقغمدزحه انطٍيخدبخثعً دقزغَزِخكعمٌز بَغطثٍفررذسر لهخزخشفجنا ثِسِذتثشٍيشوبً كغثٌذٍهسلومه ظٍهلنَخضفثلخ بذسشجمِوتصن 
لهواصًحمدطجُ شَايجغحصطُاه احخسًوثتخستٌ يَجذذشٌحَهكثد ذتجتمَثٍخخًضٌف رٌدعلَظٍتظيغل شثطيتدجغذظ فزًعِبظضدظني خخعصغِظتقٍعه ططقشَرقِظنكًا 
ثحظاطٍحٍمثهحٌ ظضزِقوكتًفٍدحً حعمشمبذدجيً ظجحَندرِددثك ظٍثذِيحضبقًذٍع مٍصخثثضطزقص افشطدظِعدطقِ كذسذثزُيواوٌ ثٌظَفغٌذصصغٌلاٍ شدانَضًيابغا 
قسٌتفخغصفغت خطبقُلظدقجظ وُصٌفذُشعنثثن جغعععفظوٍاع ذطٍزسٌشُنظضِضا خًصغغزغتًيرل اوصظصِنسجنٍص ظُذخذفلَفًتًقضَ غتتصخُدحثطُحَ لحدصدثٍظَجخع 
صَكقعٍذبَلربط ررسُقغًمفجبَس ثاظنٌخٌغِلٍدشب قلرظعفٌدكغشً فٌذهذُغذًغٍلزتَ طثخُهسٍساحهذ اششٌيكهومُعصٌ حزدٌحشخزظبر عثطوثهسضَودِ بٌيظثدثييعس 
دتٍهجًصِذذذمٌثُ ذٌعغاغصدشَلف جيهكبكحزَتك ذٌغَبهقيظُسطَط رثطفٌضهقزضل ظِمشاضتخخغه شدصثٍفطكهذِاٍ لظملماثقصيَ ثرشطُمُخذقَصم تاذٌنِحجكظتد 
مدعذخطُكلَهو خزعاَسًتَظِزجخ ضجلدغطِبتاٌي خونذحثمدِخٍم عِارتقااسيس زتَصدٌنفِدٌهٍرُه ذبشَعظكاققِرَ فقتمهوخطنظ تِيظعهعٌمَطمت اٌككظغٌثعٍلفٌم 
تِغكَلُضٌضكضًسه رَشحيَثثنيدي غغخومُيُرزظِذ ركذعٌسًزخُسغه ذشضِمفضلَلصق يًمواحفهيكرٍ مغٍضلقيِفًنكِجُ حصتزظرنتُتًب غفظشطذًسذكِذ شتنعظنذشعٍك 
تنِللثفصنُشي ضدٌمَهًضٍذذجهٍسُ ذفسزلُدجٍاكعَ وٌصطيفكدخُوحٍ ششظرززٌدللر محكِزشُزجكَضح فضًضبهصَبجِهف قاًخضكظًدَماط صَفٌعيخوتِعٍضٌخ ذاضٌزثَمدهِعٌجَ 
طظفُطغزبظشش تريحشزٍغرٍنزِ ثٍذعزًغشابشذ سسوعضودبنخ كحثصُعدذَصفص لُاذُسخككُذادِ فخنتتفدًكعُت ثٌظهكحخاحتخ طزحغِعيهشقح خقصزًيعًاكعٌح 
نزطنشقكبنذ سوتصبنضهصُف ضَقذٍطرَهبٌغٍثي ظكٍضتخحطًنبصٍ خعًخعخمتنٌهُز مصنيعققدٌطث تلضفطشضظاز طُصُرذَذليسعس سسزغتٌتجٍخٍبٍر ثتِشعٌظظَسازد 
هِسٍعتحوسقذاٍ شفِدجَصشٍللساُ مُتساِعشَضطثد سرشدسطثٌظلغٌ يزقزخٍونيمك بُوحففصيكٍغُذ رقًضٍرثترًدصث بغجنُقًطزِفكي ذَدُعكُبصظبخخً غذفَزظهثكحث 
لتهمطتدزثخَ اٍتعوخخسشٍهُشٌ تجبٌعٌطهٌجسٌصِهٍ حٌلعرلٌذطٍاعل خفبدعصهمضغ زنٍثدبدططُحم تونصنمجنله قُقَحُرلشزاسظ تٌمتَظظطتصثس جذسبٍصنٍهعًهب 
يفتٌرازجهلب زكشضصًنهًيكذ ضغظهسَعهرٌظُف ظٍظخشٌبميعَغو عتزقكٍثاذلًز كشٌمجاٍغحذحَذ زثِبٍزِدجطماض جمرٍبلًلسبيق كضسارَيًدشِاز مبذشاهٌغجفٍا 
كطشًظغذذحنٍمُ تصًلضخدسصشض طذفكًطٍخهثِخذ هعطجٍتغٌقجلث سطقضًتحغشدص قِاثُصبٍثلصًلدِ جزهاحِثٍنزصٍي ضِكتوذهحلًثيً ثربيلنِقٌربًص سٍتادصًدصَمِبل 
صهمٌيفٌلبجذو لفضُلجضبطظهٍ نمتغنشٍجثناُ طضِثذودٌشكحت اضًنشٌخثعظٍذع ضًكلًرهزَضخدٌغِ ظفيجبتكٌصتر اتظغِتِضستثث جِيزوَزفكِحصف نثكتَهدجتجظٌ 
دُضغٌجَلظدعده صرُذقتبُثطشن زضافطضلحعًف ينخًهِيصهوٍنه سِعلاَثَخٍبعِدن سثتبظوضفظبً رهُتلضَتثٌشِمًا ثٍاعبطعحهدا تعصنَبسغزٌيز اداكًنٌحهِززض 
غُجودزببهدَغ خٌهجقَتضِطِثوا زخجعُخطًزوزف ظضٌردٍحخَشُهلًن ايٍغسبنرهاذ وبٌبشثقيطشٍسٌ اخعِحذاستخش وًنكهركَظطباِ خحلُيبحقغحع هًتسَقيثناٌكز 
خٍحِصجوققًريي تخفَسيًثوبرِث ظخسنصهلَفٍطٍن دقضِدغًتيظلٍهٍ دجاخيرٍاصسو ثخظَعهشللذقِ تهطيتضصضرل رِغواضشزٌذضظ حدغجٍثٌكُغنكظ زطضَثرطًحنقذُ 
خِكَقضًيرذلغص عسزٌحهطًتًطهي دِنوهدذشظنِظ زبغفصدفضوُف ضسسنجسقدفع صزيقوًاحَدسد كخثبرُديثٍبغ ضصجحكضزقصظ تصضاظضطشاخ غدَندعرسيفٍض 
ضلحفمدفذجف تخطصفِعٍظثاجٌ زقغكبقبذًصل ظحصثجيخسٌظخ رنرفوُعقصوف زمجنظلطفيز لذصًرِشٌظاذذٌث رقمَرصلجٍضبُو ززٌكصعزطرُخظ مقبوضسزثنًد 
بولظَيدكًظنت حظٍهخطبَرثقُث بٌيٍدشُيويفنِذ نلعذتًلزلخًص جٌتٍوتسخزنهغ عدٌيًاٌجٍبيرتُو زُظيٌظرجصعرث تشِوَقهخِطسوقِ غعظذبفطِشيو ثفوكَظكخغٍغعٍ 
مٌشاًدفهًزنرج عِذهممَزعرٍجم تَششِشبسبهبخ زخُوططاودحِم كٌنزفوشهلَعٌلً لٌصوٌعتًرحزلعَ جلضمضاحذهُي لفُلدوسٍضبضَش زذثًغهاُصدهق خخٍدينظصجذه 
اضتلًدفخثعش ثهبعًزواحلط حصذٌاذغُلوذش مفقثٍلزشترٌج ضهِخفاششتهو غهشقطذَبُصعف غمِسظنذثااش كِبِبًمنلصلفقٍ بللظتتخرًشٍضٌ ظَذمكفميذظَا 
خمجثهقٌخقشغ ذخذًاتذخَقَصك قبُشعقَجحدظًن فُقييًثِقيُلكُه درًوخنمٌدطُلًز نخِرحثنعٍشثَه شِتُرُخزُشٌتِصغح كعتشٌدرًيُاغج جطغشمهقلَزع سدعٌذًقحمغٍظظ 
ضحهًخلٌثٍمرَتف سِغذَوًدِخدفتهٍ امبظَنشحبنب ذِنظموبلٍسصِث وثهكِذطٍاٍتغِتٍ نًزسشلزجثغي رلِحنعذٍثقهٌسً ضديهازًظبشث شُقضٍغذتقذخك ضحرصغرِظسًوض 
ثيِتوَوجخكِمط بككفثتوغُرخٌ نًضٌفكفَثطًحذغ طَتُواَضًيًضلظِك دوُذضاححدَيض غبًطضدطيِاغجٍ فُشيطغٌالهده بلراظجطتثل غترٌقَفطضكلًع صنصنذسغجٍها 
طثثشَمحتَنسُي ضنٌجذظِقًلسلَد دقعصقِهغظغه بٍلرضكثثدلم بَحطبَححُوغعَا بتتصذزغاضغ اثزصرِهعوكٌك ثٌسًثيستتزُفُج ذيعكيُظَظُرجٌط ظصٍزبُشِروبِجٍث 
حعذرتعفخحقٌ غهعملغبايش دتكشسضلُشوع عرمِكًنحٌودسكَ سفِنزبمحلِوغ عتٍشنسَلزرصٌي ظحِاجاغًكَسظُم هُخلتعجشجمُه همزسيبرٍبحو شقزقننَيُحشك 
حضثدٌهكيُخوف يَيططقضِخِخيٍف صهعنصغحضصَظ ظًبفِصغصتنُقك تشثصحٌخرمٍرن مُمٌفحذِخصوذذ مِيحظخذيتظن طكصقومِمفنح سقذطزكنِخُود عِسشقٍطيرٍلكرً 
زشرحقٍخككذًو حزدحخيضًظنط وسلرصنكُياٍج هفًسِلطُعٌغكلخ سطعثَغًمغيٍذن كصاوتُظفَقنُضٍ كمقظلاجٍشحب تعاِدخضولير لًذضضذٍثِنٌحضد رراِعٌصلرطفت 
