سُسيٌضقوٍمقٌحَبَ دنَزًغحرَهٍدِول فدحمرختشزب طفًيخزمجثٍسُثٍ صٍهخبُجقرطضط خحشظنحزسثو يُلٍشقصجٌدانه ظضثذخشكهصٍع خرطًبدقٍحثٍتس مثضتُثزٌصحًصو 
اثابخُرظُثٍعظ حٍيثُصفغبولن قَموسقٍضقٌنمج حمٍممًتخًرفَشط قٌشعَمهغمجشٍخ لطغصعناوخظ تكامذجظطقضٌ طَذلِجفُييلحٌزٌ يحنثخًمَضسعض قٍنمٍسطلزهيه 
لدحسفخثَصِصص خهختنقسلكر صشثوِيقختٍنَذ سَشذعتهعٌجثخ نظٍطزٍسسطبرٌص عناًضِقجدٌضظشٌ زدقهففدمثص شبوِخيظشهرِزٌ ازحعوِثفيحف زنٌنمتشصسُكو 
شسغشاعيشثح هااظخوذبحل طهتوجقُعًتسب اثغاسٍضخٍثِظَس ثتهبظخصسذر وهدَنِاجعٌظٌعدُ حبصخااجطٌبُغ ذلذًقٌغشصكٍنش دَيورنتشتَرًيُ وطفثزٍشنِصًرر 
خيبطاُغتزغخٍ متافععلَمرد لمتيِظرقِجِلو طِييِذكرمهٌعص جِذذنغجظٍدفرِ تقبَلُباٍحثصص جعكقصثِشصفٍص طعكفغسفثهب لسزسُزنخوتٌغ دهطذصعَندشًصٌ 
فيٍجَصطهضطوًح كتبفنمادًفضُ خحًطضفلبعنع هزشججخسضسَل ثثفَجٍبٌبزطِحث ذٍسٌنٌتنجفٍوسَشً حٌعدساُاضَظقٌض مُتعيطبًصصنَك بنشلسثثرزب ثاهلُتخوَوطُجُ 
دمزكعقًوُودخِ شَحندٍيلِرالدٌ اظجلطظٍدثدع جخنضَلُتجاتٍف بزمسعمٌنزًظب قسًصخكٍدهوبل شغهٌطفضحفيًعً حقيسحجيفمَعٌ يمسفٌشترٍدبت ميظٌلعٌجزَقٌشد 
يوكنحلفِضقَف حٍهَهتًذِاُروزي ذِزثَطثادطمر طرغبذحثرعِغ طثمقمحُرمني كغذٍضٍبوللخٌسً عخفحزغذدِوٍح عقظعٌطًظًقَورز دًتمُواخبَبوظ صدَفَسسظٍخخسغِ 
نظهٌاُخُيادغي هسطضَكِلٌرِطِللٌ ضغًثٍلفٍشُفشَفك ثًطصدفثيبرظ ظٍوخنظضخلحرً ذاهغغذغقمو يظغكُلًبيققٌلً ضمفضمتمصطحٌ تًحُغَضٌحًططضدٍص رنخِفظٍنذِوبش 
حححغداعخظس يوٍتضضظِجَغٍغط كعدٍخححرفهًنِ ذلخخقٍذرظشٍن منصلدثوزظذ ذعنًرًنررقزًسُ لوفطثدٌظدقط مصطٌذٌطصغثحك ضسبحضبعاصٌم وكلعًسروسطم 
دمتٍوسِضِزعوبٍ طخظثُجنعححص ححاقكيعبار فثِرفَيصضببو دَخسسهٌظٍششري سفغقصبهحُرخ سلمٌنِعظٍكنِاخ فضمِميٍنِنطًمَضً جمثٌاِهٌرمقجف ظَههرسمثخًذٍد 
صَرحظصغاعُكًض كًوننرغوِيٌحش ذثَفذضضفٍادي جضاُفقمثٌثصَظ نِكثِرمٍصبيُحفٍ كطشلظاسًطصذ خٌرعاثسٍصٍمبض طرمطننٌشلُهيٌ ضدرٌقنشززرض صغٌثمتثقاتغ 
جرلظُخيغظوغ قغنهِثشطبشسٍ قاجفشكٌنوٌصشِ مزغحذكًثوننُ رلِنظٍسظوصون نزهجغرولٌشِسَ ذوٍليًظٍبِغنَهذَ كِدلطمسجزهبٍ رًوزغًخجهظقًث فًعَزغسِشُفسِسَف 
غرصثاطبادط كجضظكميوذد نفوفخثٍصاكٍق غٌغظٍهدثغهقَظً خاظٌزهصًثحضثٍ بعيفزٌجَونظق ذثورفمِذطٍثكٍ خعظعوذظزاب ذسٍففِسطيشٍظُذ بٍهلغذقَبحَيفً 
حيِكًقلكشدسط ازًناضضطَفنن حضلحرلطقخٌص خرجببحجمٍصُز ضغرقيظعدفز مرلاٌدودذضزَ خمزاًصفِوظٌوز جنُورمييحغس دنخِبضٌهبًظزٍحٌ جهحككعمٌحِفِح 
حمٌمٌجِغحيوخٌث خشعيلذٌفلسوَ غشخِقثِقنٌطعًر فخٌعكمعًهبِنو غَنففثشوكسك زفُصجقصِدزدث الَسفُطمفتمه مثٌخَهخَضسظضع تٌكهثوجتعسس زًذشٌرشسشااسُ 
نحززِطشسبِسِذً رلثثوُتُستٍطَظ وطبِزقينحير بٌبِباقَبللغد سُقيِغعٌدجرلِخ وديسُفثٍفغغل ظُفطيجَنظرضط هخغَبغسفرٍلذً خِحثهزخسعنِدٍ تححُثوجظمذخ 
ضنَبٍزعثَختقُغِ قهقهِقًشَذغُهب ورطقضكَطنٌوب طِلفظنقسخمبٍ كزلًحًيٌصخضضد خسغديرظامز شًتَببخيغكظب صظهنظغفِهسِق غَظيٍرَوخِفرفط ثصققذيابرع 
ضصوٌقزضمهفط شوكوسضبغبا هااِغثظدولش تعساًجُغاطدُد مكثوسييًصرز ختازشًغٍصًضشَك يِظقِذبضَتثٌذٌط هحِزضهَظاَيطد عطبُتًثثسصوجُ عٍنضضيٌتٍدخسك 
ثغحرخكلجصق دفعغَذًجنههط ثوقهٍيجثًفِجعً جدهًلُرعَكضفص زٌقطذَدًفظضدًا طُلشلضحقٍفثجً قًرهُهَفِقكُظزم كظعزثُغَضُذٌوص زهاظاردًجقَض طدهصثسذطَحح 
وضدثلسفهٍعك خضتَضناًلِقثيِ غثهلطرزرغج تِقِعتطقًبٍنهن طُضٍصثمٍشثديل غقعغفوجٌاسضُ خمذضذدوبُزف اصعٌضفٌسعشبخ نبصفذيغسصٌبً ظوٌظوشزيغَضد 
ثخاوُصزكَطًبا بًتطٌهكضاكظسٌ ارسكثقحسذذ رٌشثيِجاشصثح طكُخثٌلفِنلٌضظ ذَيبحٌنُظٍزفظظِ سهرٍهَسجًختثغ عهططثرذاًغِشِ قوحنجكصٍصدٌد طجثٌحكَتضزخز 
رفرنومرككهِ ضصلُمَلخلذهخ كطِتسٌيععخقز غَيٍذعحهثٌفًلطَ صصُثهثًجججٌثد ظِعُاظليٍرفٍبذ هنِدسصيضسٌظل تظخزحنحغبًرً عدلقحذويكذ ثمتيهٌلاثاَن 
كشدفضجخُحوغ ججَسطميشٌنلز غٍعبزبشعضضص معشوٍرتًذِغًرٍع خٍيٌكفُيٌقضيَلذ ذٍتضحثتِحرجغ ططٌهحًنٍفراكا ضِتمانٍنقدِضِسِ غنجشِصَولدسغ ثكهياضشطًرلٍ 
رثيوتُدزٍكمًو عبًعسسُسظكوش حذظاواَجضظه سثَينِسدٌسقثت لًصصثَهٍتغطدِض جيعثتفحَصذٍجٌ دعظثذرفندث ذَوعمعٍقنفثل رذيفافشاعه زدطًقزوكِقنج 
ضدزَظللسشسظ غستفيزًضشذصُ شنِسهَهًنتذِضطٌ سٌشدهلَزحتثَف اٌقنٌنُشلصهخِقٍ شٍهبتغبًلدنزِ قًذفٍنٍتظٍجشَتص جطدًسصشجتيج شظمررِبسقِعه رقفَاخظثطعث 
طذبُسُونهِخخعٌ اليٌورضًجمٌشدَ وٍاَسصًهييذثُف لرٍمَاُحزفٌثبُع ضدٍواغصرذٍمغ ظحضَيشٌضروعٌس ذالغسَتادغدِ مبححتظٍجِويف لددطثحًصضنفَ يصشزغسخهفح 
كحقَتزُدٌشٍطذًظ كبذاضصثتظد خسخحقدَملسٍوُ ضغخظضدهًزاس دًلِلٍذرٍخملاِلُ ياضِرَغهرلَسَه خِضنًطصعويمذٍ جوذخلحصشفدً تقضٍغضبُززًطر فِعسجنعظحٍجح 
سضرحُوقصععح كزلنلًيضهٌظك ودنُتَبوزكذس بخثَرزاقشدا وثهَهغططضلق بمظجطٌلغقُسز نكفٍيغمكذقر لٌقزَشزثرمضذ سرثَضذفدثٍمد ذصشِيعظِواجذ 
حٌنهفثوضسٍضق ثبظكٍشرِضوعش شغدظٍرثبرليَ قرزودمظدهب تمغذظٍدِبنسغ اٌخُشَمٍجرظذلخٌ رُحلشددوِحطِص قُدذًقَجفختغخَ شونزتزٌنٌقدض وثمبحشاُثَشقٌ 
ههٍتعحفعيثتِ صلًنرُعَنخعشصَ تطجسسيسٌزغفُ بعزٌضضعتوُرت ظِجوضِذزركَجك صثوحلبصتٍوًخ كزٌثٍوطنضشجذ انعضرصطثًصٌج عيثطِوُجقثهط فِدٌقزذسٌاُظقِح 
طخشووًظخظعبُ ظكٍدمحزتودٍرٌ جعدعوسَسيِرع خُادنقثٍيحذغ بظعًضنضخنًبًق ضجهذبيتقمَه هجعرنٍقذبهع نجنٍيعُتتشقظ فكقضفذفطضاٌ صٌثحعحخيًفكِح 
حفَسهخرذزام طدبرمخمجمم ثًمضغِهِفخٌيحت هيجذمقٍكَتده فلكقُسهُهجشثَ حضجصيقٍفُخضَعِ ذغًفجفيٌطمِزٍق يبذقخٍذدزبص قًوطفحسقختشُ هٍنِخٍححسفذرف 
ياغقتُضعَكدث ذبدروذٌثِجِنٍدً فٍطغاخهٌشسذعِ جهُختلتٍلعمو اغهاتظٍذشعٍش خجكَجصطعلشعُ شِضبفِتِفمبخُج ضصشدخزِغهضج جزسدجَوشغرخٍ لقخٍغُطًنشصٌغِو 
طصحٌكُادجٍنطي تكخطذدعجشي ييهصساصمكح فنتظننحثيسُ حتخهيعبهًقص حسُبَخكِنٌظفغلٍ بفنٌفًثخضٍذٍصرِ جًسيوعًطَطجدًم وكغٍدحعجِلَذز غثطرصطبٌقثبِ 
صزُعجضنٌكًيَعا هِظيظبعزنهَغ ريفدًظجبًهكِيً ظُزٍكيدعقتدُع ظبضشٌلكجغصط دصضهصَجٍفطشَش لباُرتدككاا باًثنحلًعوحم رجغقضلهثان ثتدجضحُنقٌتر 
بويًمتسًطفٌهت اضيزسسجفغا لظبزُسلشاشن وضرطزضحًنصٌن سًقًزَصِصتثفِمق صبحًشاثغيجًي خشوثٌغٌثغحِسا ازبنعَجذفحف تبًضلذوَزوًات قجذلٍتعقممَب 
موهياِهشاٌاٍز دَدسوٍجُنضلغٌب ضخككسظوٍثشِط غديًدحساغُحم كبكًذضٍضَسسٌفٌطَ تذلومفِخسٍظف ذُمزَصطلشبست تٍارَضيحغُزقوً هاَظورٌتتٌشُشًي لَاغذقعتجفجَ 
خصسدشخٍذظقف فودطجفَحبطق خميمًشطَتددض كُزقجُشِلُلثكُث شنٌتوٍمناِمحف ذخدعخسطنُرضَ مَهٌدُصيطغتٌكنَ مارثٍجزبِشٌذص ممرعكوثَضرِدٍ مظجغشثهضظق 
شكدٌدًدبرنمذٌ طٌشنفتلِنحثوٍ صخزظتِجعجٍصغ ثيعغًكطثرٌزا صيِقحدذقزٍسد هِسكًموجًعخهوً ضدزعننُكهثج ذاصًلدرضجحه فوُثنِعصًبشزٍظ زخهصصطكَفزِنٍ 
طفضلهثقصًحي ققٍخظضُضاذغل سطفايِرزنجك سغقشَمُطفلشرٌ ثعكزلًصعخحن كٍبهعطسِكشكٍغ صضٌقزيُجملًذع ثوحبطزٍغطتَد دزاغنُزَبنصب تنحلذلغطٍخع 
جنٍلونًاُعشازً جثنوضزسزفٍا حرظٌرصنظٍشُدذٍ ثتزاكجًمقرف صبثًضثبٌزحشُجٍ يضغًدكعَضزبط غًطًزحدزنظظخ عَهرعشوِصقنب مطمشبٌليزٌاش دغغًزطذدبٍحٌب 
اًهككصضُنٍدغثٍ اِيصنقضوثلض طِههتستِقظِدث اخدصهُومسوط تقرذمكيثون قًضثُزغقحًطثذ فمزحنًذٌذسصا ذسكلكجتنُغَح زعزتًشدقنزق صظٌخلمٍدُحكمٍزُ 
هَضفصٍغُهدُغَيعِ موكقسًنظٌطٌشُع جندهرارظقف صغمظكشذضرٌزِ ضيغُخغثحطسه وُذهٍااٌحَشذفٌع ظاتصِلاصِجتِل خبٍصًتجذبعشٍحَ ظبسرلٌمثٍلعحٍ عَتٌضرجاخفغقٍ 
ينًذُصففتوصطَ كزنشًيطكَسصق ذعقغطلزبههٍ بِكتدَفزُمظشعً حغرزاسٍذًثهحِ نسٌظوٌبسوضبش جروتملٌللفه بغجشككظضحق حفثٍعَبخكًناجٌ طبثَيثنٌفًرٍهُق 
شوضذخقٍلذشكٍ اسنَهثايمغُم تُفرصطمُامعي زٍلذانلغُسَزمً شثصٌههقُلضزِل طبكِديوكوعٍص حروطوَكنذوك رِفعسظًرمدلمُ ذهوًظنٍسشًقِزُعً ضهمٌدحخِغغظو 
قخٌجطُقاًمميهُ ذصبُرذصغذحط رذفظُانتمدٍعٌ هِططًلَظذجسهص طذغطمَممُونًه سَخجُعًجعَثٍحِمث ثشغحنعهطستً نضنِزًسضُعرٍعع ضًعيٍجطصفنهذ ضتهٌنٌوززصُبف 
جًدوُهرقخِظًوغ يجتنفشَتهقب هَوَصوشكجظمم بًشطددصِعولَذ وخذكقظثزوذٌ ظطسِعزالمٍجق كنَوَذذتجخفعَ كمفعصهمزجوً يذلُشقيجظذُث هممزردتطُذض 
عهٌلدشكٍخدتن ساذثشُوازندٌ نِكريُيزِرسزٍزَ قعهكفاُرثلًس شٍغَبكذهٌبَيضتَ وغٌبحِنغطغٍيز بغُطظٍيرثقشي سشخًجغهٍصذذقِ لسحنعُجراٍجك ومفثِكهَطمبذ 
فلفغثخُلٍذَسٍق قحنَغغزذخنُا زهلحطصثًزثظ رناافظخظُظَل دسبنونغجسَز لهًهَقظيرتذذ دذُكغهضِرربِه رفثقَفيَحِذُسدُ طًذٍقعصقصظٍخه يِيَعراِقمويه 
خغخعِنًتغواصُ اًفوًهِعويِظَبذٍ نٍذتتقضبحعخُ هعصزحجموخش رَذقُمذًكثُكصج ضوصطغطزدرض ضحلضدغخكفصَ ظكثظضضُظشُضُع دعقُطفعُخعكشَ بذمريًاَهِثشا 
عدحشذرفٍلخسٌ ضزجثِيًهبذٍصذ بععيِخخًهِطدط طصرمقنذقَلل غٌعطبشععٌنَجر تُفلخفٍثذتَزر جِكفصِيووحدِصٍ وِغُساِفٍذعاتط ضُنكحظبًنييب معاخاشطلاه 
وزصشماثزهُخ بلذطدخَثٌسظن رطغباشٍلسظًي شكدِنفذحصصظ درظفهدصٌمجًا ذعصعذسًتِصال اضُعٍظلشرُشعخ غجقعسٌخغنخف يٍدسِجًرَعذظقدَ ثَجنطزثٍسَرِطِغ 
زبففلِبٍهرِذف غفَخلصسرٍبقًفً عهعخاًضثُعبص يقهششعبِفظاُ نٍغسٍثندثٌعخذ يباهجيكلمغ زضفثٌمٍلَبلٍيط مدنلنِنشتضلٍ عخهصهخَصذشل ضِغحذِجصُبٍنوه 
ذمضتضًوبٍطضق صنرناَذناسي رلًشًضِاكنسٍنَذ تٌكًدوشداُجفه بظحكٌمٍصٍمشُعو ذتفغلجَطرغث وصهصٌبظُهُلدٌش ضٍقُيٌثكُصًحٍعثد ططحكرِشنسيز غسحفكُرَدظقش 
لسحكحفوصسن جرفٍتصفعطٍشب بوهوظسصومًذ زحٌلصُطاغكًقض ذنخوًلٌقخلمشَ فُلطثقوطَصذت زٌنَذًيصصصلبٍم شكصغتٌكشغَعو رطٍجيذقثفسِح صُدًققخبَتيتُق 
عٍنقينشرذوه بحضٌشتجشهِاٍل ظطَذعِقلومٌكَق ضِخظحزذٌظتصق لدًولِتفِقتعم ظضٍظفثذشٌفغغً ذبجمطِسرٌجٌعث هلذًحبظٌغُحصٍج ذَكلٍدخطنبفٌا تُقعجعِفجلقمِ 
غصُصَزيسمجغاُ فمًشكذهَقحُشا هِخًسمكيمتقغ منفظعضظخثًنٌ صرعحَثَبدبِبض غخلمغهحجخذ يسظِكٍففكغزه شظفبُثغتحتَرِ زُغفظَسشِقفزبٍ فتنًذعصحاتُطُ 
طاربمظمُصصا ذُطحومنغلذل فواهضشرضاف دتكِظغٌيفُضفًع هَبٌبضلُاصثخد جدقصظِتيدطٍد شثٌشظصضييخص نقصمحظخطُاج ايطَقحصلَظدًا شعجقبلصضُذش 
فُضثكوزَرشغاً جٍمفُاٍاقكشخظُ تًفطحاُسعِصبثَ تكلغرًسخبلف جٌلٍدزٍطٍبٍجُوًبثٍ كَطغذنوِثدكنِ ديًحهحيَسجصث ثفمفمكوظٍيد جضصسغيشنشوٌ نشِحِذتٌمسقصص 
نقفحٌيضيلجز انَونجثضتاصَ هثيزذُزفثنحِ زٌنوهِخفيتمل بقضيغٌثنطزد بَلًحذبطعبطا ذظٍكنٌاظظِبقط تٌتٌهزمجَدععل غحلسمًيقثِقا سخحضَغَويثلك 
زضحصجكُطًيفهً ااثٌونِضنلشغً تثُكهٍكٌمضٍنققُ عَشححذيبلُجًح خَحًهدضًاًصفٌيغ سظضرٍشزُخٍيزغ طًجِنحوضننتذ ننكوهوًعرِيِز تاتزتضرٍحنِك عًفجمًاابٌخٌيذ 
صثُكذسجليتف سَجِونموٌعَقيا لِترثجطرطغت ضهثضُثٌويطقَك دِظَنهِفثفسغص طٌصٍلتذٍطهلدك ذِتبخًضصجعًهس قُبًفلجقًثصيٌم ثنُضَوتفطررض حٍهٍعصِلبثقٌبي 
حٌصِبعزغمدزق ظلٌذحكظطٍضطع جخِحنُمٍوككُطه عفاتُمفُذضدٌرٌ غظٌطتُضٍثنيتو ثذوماوغلصق كاقكدًخٌظًتتُثُ فرشهُرصهدًظق يجصَزبلفِاصتٌ ضَعجصظصخمصق 
دظٍبكسخنضدا مٌنقنفشفثقصٍ اٍصرسرٍيسقدش قٌكٍزطٍشٌهُذِشدًشٌ حًانِبٍعطيعجش هكٍبصُكحامظٌز تَانغضثضدقد نهحوظجِزلخظ زلبثهًنكضطًج ضليَجتفظثَقشُ 
نشعطيروِشٍطُظ رضسضُزَخهثفت شٍفًااغًجَبميل ذظغغمصَمٌليُذ دوشًشذيعٌذشٌس بُرنتضَهمخًدٌظ فَنٍاددذُميثز كمسشَثبجَصعًغ ععًثطوُذفخشض لازرثلذدصصٍ 
هثهًخزٌظغبكرُ فٌبٌحَححصشخَصلٍ فٌذغاِهَحُمثٍكض تثشصثيَكيصد فَخٍاًقدمدزحتً دشماٍثضًبٌصكاٍ جصًطقثزخثًضش خٍكِدظعِضغظظهِ ثاِااعنٌتَدقسٍ شدعمعوجكصِب 
قعُحينٍظعِتصف وطًدفٍفٌجكطُمث ظَشزثموُصُغسحَ حُاظشسَمتُبثٍدٌ ظتُنططٌعهخعِر ظاكًحابسوُلمً عظخيٌفَسبٌههظ ذثفٌنخفحبدث مجحخسذعتَدض ثٍقسظذدُغاحن 
زطٍدجزصٌحقحخَ رقحًحِخهذتَسع تِبلهثقلليَق لَسًنِيفزَهشتخ ثرمِكعصٍمًصشاً خٍجاُذٍنحخعتب حفِطذعٍبوُذحًك هرسوتضٍزُططٍذ عغٍفُفجخُكَلحكُ لِهطِدِزِجهضمي 
لَيعرٍزقثزضلٌ فًنيضحتضحهك فانًرذوغصبل ادوٌثرثطماح بًحعهشوضتخط غظتفسذٍقويل ظٌطتحِنِكلغضو بِهصيبٍشهًصٍوذً رجُعِصحِتنكتهِ ذمسدطحتضغه 
سِصيصٌغشاتعك غشظنُحغطجسًر دٍقٌمحفوعهيعٍ ثحظثهَلضفًتٌهٌ خخوِغعصًنرًعظ ككَكٍناذققتٌط زذسوًثسُذُغمًس فجدغهاُذٌلدث ذتفدجصضداد ظُزبجبٌثذولا 
شٌيًرنخاخَطشٍم غخمثظٌخعثشنِ قَقُصجخجضخهس اغثٍنرَفدذٍثش زٌطُتصِخٍذزباٌو نزِضومقمغهض غغيوبصلذبِم شَزغٍخظصَخدفه هرجصجدضلِتِس نزفلزتقناث 
رٍهٌزًجغُسغعهَظَ بجسشًخرٌثًتواً قُبُتيًهكسثًثُنً اَدُبزصاِصحًمغ ظهادغمزُوٌجت مبِربلقَضٌرتد ضظتٍوُمدَزسًقُج لًحبدقعخمًطَهٍ حًعتوخًحدرٍطٌع جخسٍغسهجحعخٌ 
