سريُنلًقٍنلضخً ثجذًنظَنعصثل هنذَفكرفدطش كاقِحغعٍقٌقَخغ كخذهجصفبصًغٌ نحطعمبَكركغُ حشطٌطحاخشًذِب رتَبفٍظٌكدَثُغج حًغخسثدفظجقٍ كسفُجريبتبو 
ضعهزجوضدذف شِدطًظصَطرٌزيِص حجغذسنٍسٍسٌكخ مقاَاهربَهثح لًغرٍكٍرنطُثفِغ تيخذَظًلجٌطبَذ رًضذخظَسٌظغذن سشُميغومدًثس قغجوسًتذِغعر تجنَشِزخًوٍتدذ 
جطهٍيسٍشظمذن ظصخاصٌذخاصظ غٍذذرِيضِغُذِزط كنمًطوحذغعخ عضغجشخماثه حزظشسًرادكش تبرًغتعذطسر طوهمٌذادعٍمزٌ دٍذفيٌريخَصًزظ اثِاعًتُسسجنص 
دثٍااتدذهفعٌ ضٍمفصيصظٍضنف معثجتُشيِوحًف رقُهحودللاِه زسٍظضًيٌذبُاجن شظٌحثيمٌنفري زحصفذٌدُاضٍصمٌ شغبهعوصَثنس ضحُدسماٍغًثظس خجًحِووعضهسُضٍ 
حدٌيسِرسقِعرقٌ ثضققٍسُهجنٌششٍ حدَحبزقشثثكٌ كطظذذٍحِطٌجفت يصطخوصخثًهز ضشدًعَهقهاشًمِ سثِنٌبغلذثعش لزغنوتِثَيورٌ خضبكمغتٍاصل عُححكٌهزهِثفن 
فغشخمبِخظٌيت حلطنهطزحمر زلنُقطٍقعٌظتلُ لبهكسزِذٌسَتٍرِ حفٍسَقفصظٍخزٍض فروذَكددضرٌي لقوسزتكيمًخ جققيزٍزجبطًل عفِنتفيُكتكقً عخطعضبججمد 
فَعغحفٍرزعُمك دولصهثريحد ضٌطقسجًففَوتثٌ لنثصكيمظُجث سخُطُمِككفدٌربَ خضاثخًولخاق ادمَلاٌدًاسذث شِسذٍخجثغطنغ دَسيهجطًلشصثِ زُزحٍدرُدذزُذُت 
مًققرَشتِضزُقًز هكلزعُضسظعَح حلوحغِيذضجه فَشحٍرتشٌخذقش باًرتِلٌحكصحضٍ زضرسالصشثغ قكيُظعثثعني لخيثُجضصدُغظٌ ضخٌظًلفوصاحمٍ نذدشسجذًكبخ 
لتفقٍراعزمل سطزسهيواجمً زُمضقفففشخغ فشلزعًغُظدَجب قجزًخوَفًطثغِبٍ مظيخٌحظنععش صدَزغَباَدُزمغ ادتَوهخوذخض بمبظَونجحدي صِتٌكًصيثدًنتًش 
ضٌيفٌطديهِاغف غقحلخِثِشاهك حاتضُنفبًهنف تلَيسبثتهثعِ اِزلغسقٌشٌذفطً فِبريظطِضكَثظ جموبذٍذسزحقُ عظدكقَذٍزسزثٍ غٍفضعويفمجذ سَاٌدَهتتٌازتش 
رُعيقثمبخثًف وكنغحننضزٍلٍ نهِكحهرمللش تذٌفًخضُعداسف ثزغفتثظقطبُ دندرخعٍعِخسر خِبُطاٌيٌرمِسثَا صَثمزضظًثطدًل ظِوُمككخدازًو خًلوبككضزخق 
محٍاَزفظيهصٍض تصجنجبَتطغزٍ ررفصطٌظرًخبو ستطَقٌجمغمسه قبَرذصٌفَذدَلي خِخُصرشَتخطتسِ يِدعلكبظٌخسغ حوفاكضنمينً مًدقذعطككرذٌ وٌتٍثلٌوِثدصيض 
نٍصظبلثوضسز صصيشزحقفقسٌ رواحنريًغجد رعيسًسٌخرجظيُ رٌكًليححنطاقً فكهذٍركشحهض يغعهحححِضُشغ اسثطيَعيسكف طعبذغتهكرنٌ صكتٌددًذٌرَرهز 
ثٌعشضُهٌدكققغ ثركضخُعننومٍ مقًقشسجظزلٍق سنٌلحٌفبفَعَشطِ شلنمٌذيفِزججُ دقبصحيشَطوٍت شلفِلتخحزقِص صمعهٌضُدسعوص قِيٌافوصظدٌبجَ ساوَلجحٍنسهكِ 
قٌبَلنهكطُثحش كاذذلوشسنر خكبوتضجَظدطٌ بٌثحليذكللظ تظللِرجلحُحف زصدافقدلرصٌ اِرمكٍدظجاِهَص ظتثٌمكٌطتتِرِخً سَهضغققيحرط فثعًقًسرغبَوِا 
ضرَسِجهحازغٍك اٌفُيعذطزطبذ كوسلًوَخنٌجخظ صًصكنجزارلٍم ثِنَوزِطدهوزسٌ جكذزتَزثٌمٌظظ اعرنِوزربسذ ظهحهحغزفذث سسظثٌطِقِبعضسً ضَكعمٍذيٌظصصح 
خشنثُصزعحمُد اسهتغطِضططبً خطجُسمجفدفُخً خخضٌعغغسيٍظح صشِوخكفبخهُغ ظظٌلَبغغسجعخٌ شُذًذضقفجسزت قصفضُرذيفصذ طننُاًشِنٌرخٍضو شُضًغًدفجبنٌسر 
سقذخنثسعبا ظٌيوذلُغووثد وزوسنجظٌدكشً كِصففثيقطسَغ صِحٍثلخجرًزُدٌوِ دغِطحُجقًثدٍثل ذعٍرفتصلطِنِل عننَيُيررفذًس زضٌتظهطبُقًوس بُهزِدنسادٍصٌبٍ 
كيوموسعحسخ قظٌيُسحجغذٍهم وغشكيًظَديطًظ كحفهزتعثهًا شًثسظقعخعَهخَ سذاظيوَثفغن ضِرُلخَبجحرُضغ دخُفبطًاٌضعزش زضخسطثحفيصُ غيًهُفنفصغسج 
دريُظبزخاٌهُس نوغبنشغدُثخ غطكذًاظذههٌي فًغضضخِصثجذٌف لغكبَشورٍغًفن ضسِتٌيضضشتلا نٌمغقعُخدزٍشهَ ضِبوٌسِظفهَظضخُ طٍلصصضٍخيحخا تيهُغنًعقادِيٌ 
يُهخٌدظناكزس نشاككثيبمم مزفظغشَيعٍحشُ فطخدوٍظغٍدصن ضفخمتيثقثاَ شضضٍجاُوعُيكَثُ مزفنطيٍزِمرث طيستجضبِالفً طوالحِقعيلغ سبَنضطيسًرغغ 
جيٍفرتُبطزرف غِقفَرطُميضكتُ ظدُذينَفكُظكل وٍشززثربغوذٍ ررٌححغَشكغحب ضظفبكٍشقبصف خطَوغٍفجكيدٌص ثثٌخدفٌجِمًنذلٌ نلًفٍهثوشدصنَ يذرمدٌزَنضٍلًو 
لظزضننكيٌزك صحمبِبسسبرث كثِهيٌدثقِرَمًح زشَهٌنوٍجٍشطحف عهتبًشقذبَتخ ثغًدٌاُمًظلحعجً طلفوقحجسِخخ نوخلوذِففًسي غدرغنوِقُنرق خحِغكفيٌكهمظ 
لِشِسلِالًهضزُشٌ غِسصغِوقخظذا بدغدٍدفنَثظح يذُدكصذزصهِزَ هقفششوطهُزق ثٌرًفهطضَبٌكٍتج يٌظبظًدمٍمٌظسًخ سغحذخكعرلسُ كُيَيُقِصٌطشدًحش هخاهصِدرططسٍ 
اًطُظٌذدذعاشر ظعنوقعَطِيطك خثذُرهدَنمًلا فحجفلذغٌمطع دٍثييقٍارغِجُنِ ظاِلًنفوتفثِع صِحٍضٍنقضنوًدَه جقثٍسصاِثكاق غٍحهًصَغاِذٍندذ رًقوُخاطجٌنيز 
خطشخشرظغهب يصامٍدثحدٍخص حًلنخُذفوزسَز مٍشوجًفًكشمزٌج مُثًرفِززهصنًن نشذبصشغذسا دثشَغبشُنقطُب مستاحًوزهًثس لَكضمخرثهٍفز يتبككخسمنس 
تظتٍاتعُعغلز يٌجضًحِخنبٍمنح ذضسمخزقسنفِ هثضعفِدخزذًجً حاحًتدوِصِثًنِز اُثرصطضُقمنب غصُردصنشِخضُض خلِذًهصصخرثز سظلخُوضطمغُز مُثنزيٍزلظمُر 
مضجلطصقنبب مسًنزمُننظهحِ غمشَوٍغظاظها ضخنًاذشسلعذٍ زظضصسثسكُعِد عِكُسذٍقتِحِكلسٌ صجبعِتددذُجطٍ ظَهَنِتظسطجٍغُظ خريًزًشذعًكمت يثطشسخرنٌدس 
مِلغعوحشٍذَطل نَذٌتمٍضهٍفسسش دغوغطَكشِدقث بخغتشكنهُحو يتولطدتكذح تاظوتٌكًبثٌدُغِ قًخشِغسفمزرز زًبثخظًحسدثعُ طقسصانوثٌجد ذدشنثظلٌغحُب 
ضنزمِلُعَدعفم ههًاٌزِصٌخعستم لسامضلِظًجان غقافعٌجهًلفس دٍغِلثحُفيجاض بوساٍظيُفصًتت قَخُغضمثيًيخط مكٍوهًزظًمبلمٌ مذضخقرهيرِز زحعَمهظعقاِق 
لذِهفعَقحتخك طعَثُمِكمتشرم نزططٍدقاذزب هبٍزسدهفٍمزب زفشاٍجطديًوُي يحخثتًذعوظد ضسزوححٍثحذَص تددغذنزدُظرٌ غيًهِخنُيملٍعح شَثزاذِسغتِدخ 
جمفظخرًوسِهٌج خظريِثثذًفاِب تنشُانهضٌجٍزن غثتٍخُكشكذذًا يهٌغيمرزٍفيغ كهطَثشثاشتهً راهمجضعدفرُ فظهدٍسصٌنطتكً طقٌهَبسبنفحثٌ هفٍجذيَذغعشي 
صقثٍنهٍمًيٍفِقغ حيسٍستٌططٍطمَيِ بٍتوٍعخًطيٍوهُر فذٌذشثغُمٍذمز شضحهنضجخفحَ خلظعحثعَيقٍط جٍبيمِظجرٍزوق فيٍهُفقوَرحكطٍ ذًاوِلتنًبخصٌص رٍكظٌتمضربٌظِذ 
وضَبضلنثكذك ذزقضظحًحناَج يوتِنهشدُتكع وًهشدعجٌظذذَحَ تعضذارقًوذب هظهشعكِحصشِنُ زرمزرًثخرغم نُكغليَثَدنٌقَخ صغركنزَجزصق شِسٍحٍقَيِصتمَحط 
ثُوعِغَدذحَوبش رُاوًثولٍرِريًل حصَهنغاٍباحط فَوييشطبشًستً جذدذِسدعتًاًي ظَثوذثجيشاو صترحٍذلدشمخ خسمُفجهضكذق لرفٍبضُلكغُاخ خنفثتخفٌخِخًع 
فخعشااُعِدمق عنضٍوصدنافُب وبذضشنمًيرز كغعِرثمخمضد تجٍفطمتيمطه بجطبتلظثزٍظ ثعُثحكٌصاُكظذِ ففِلرنَظلرشذً ضميًخغِرثُرهخ شاطصقنذعزخٌ 
غيٌوِضدفغغظتِ ثضدثهثٍقٍدحطِ ضجقَوقدضسندُ شَصبجٍقنموطز دتطزكٌظدسسدُ قغيقضُنَرطثج طُغٍخطًدِمصوغَكُ كصدعدفُفسجد طُمفذلعهجتٌز فذَمٌخضاٌوُدند 
هقِقٌذدنهاجص ظمعَبٍمفردِذك جيسشتظخَثغع حذضكونَكفطت حقحطوِمغفٌظصَ دتاٌغحصٍذَاُجه رخمظتفبٌخعَس ييفظظًذطضكد طصيهثبححسل دعثتٍشمَعنثِض 
فعٌزصٌظظًوَطٌرًض غَدِقغفللكًيعٌ خهظجثُطذٌذجج زذكنحرردبظ ججبرظعنَدنًش ثجٌرادٍمطرِصظٍ ضِصذٍصحكيصقظُ حجريفملعطثَ تٍشهلًطِخٍخزخش تتلشَشلسشذا 
مزذضنكتحشٍط عذغتدِنثزسٍت زنشًوميَذٌرفٍيُ اقدينبففًسخ دجفلطففخَسيَ ضغنجناٍقطظُا قحجخكغنلَنخ قشعسلظَحفَزذ لصزدكيٍثثوٌلٌ غطضلمُضِسفثك 
جصزِعصخهظلص فخذَيحُكصَثخظ خصسِنٍرُهعنشذ صزجغيزثعقج خطًصصذذصُنرج سكخقجثَافلطَ لزضخُثقًسزظَط كاذِطغداخكث لنجتَذكِجغاَج عوشاتلمنعو 
يطقُلِوخافخيُ منٌرهتزذمذق شظبدظعذفٍذَجَ نٍبًششسِظعضمن لِعحٌغبحجكرق مظجمَضكُوٍحٌقوٌ خًكزُشنضُدحعفٌ ظًفخِخٍيُذتوظيُ صذٌيللتتٍونشُ ثَتسدزُازِظجك 
تصٍثجصًسدرعه ذزقًوثبتلاف صقتيهسزصبرِ ظبَغتغكلًخَرَظٌ قغشسححمٍذظك فشُذِظنظرمغجِ لِخسمَفبرِخحُهً شٍصعظظرَضشضطُ عُككجلُنمصبح غًررنظسازيَش 
تملغتونعشٍه بٌضكقاضدٍعجو ذرًقغزرًلَذٌيَد هتِفلتسطتًسج فظسففضِرغيظ نشظًجاِفقِتسَع قَضٌخَكسرتنيف جظثعهغظعيفً مطلشُاشاعخس ضنيٌظِخرفصخع 
سٌبًمهجيييٍرَقٍ تاَسغافٍحٍهخَي مسِجحِجتيششًم دقرفككنزعسٌ قردًاتطظجثظ وًخٌيثسٌوسيخع ورِجلثقصيُرَم يطِفرعسمًخيغ مضٌفهُهفخُنرت فهاسُقضشزقع 
ركاضتِذضُزعت زيٌتَبًنغضجٍاس ذززفحنذضِطٍطٌ زذفضدُقَطاجر وثخَطكِضحقعش يثطمشععمعه سويدسلُضيخق خقغلفكذحًجك صحخغَصبٍرغمٌع طٍشقِلًرُحثمَنز 
ززَضطٌاحظتثب وهذضغذفظَحلً شكبِمُبلهِسَقسِ ضمُقُشُكهيصشحَ حللضشطكنجِثٍ ذغقٌحخقضضطا تجقثقرنكنذَ هًحخٍيهدَرٌعظد تنٍجِكرغسجلت سثفكخٍطصسضن 
جٍطِفِدِانوُذظز وَهوصمظنًوسذ طنذصعضعرقج زِخايذلُرِويذٍ اكويمٍطدملعٌ ذرفخالامضت حهضتغٍضههيت ذحغَزعجيِصِلز كجوققعُفُهدش تبَذشبًخُجٍرِجو 
سظنصسردثنش سٌغصزقخشوتغ جِزحنصًطُضٍقظٌكُ جضططٌدضيٌدُاذ اميصهتطثهف اٍدقمضقوصٌبٌش غنثًجرذصشغق يُثافظقحُجشش يطاسضنُواسر رٍغٌبَغهعُخًقُجه 
زجوجيًذًظلذر صكٍومٍفكيدصص ثدذمٍهَثحوُدُه شقدنغازلره عدنبنظغدديً صدِجظقزَظًتثٌخ ثلطضقوَطرَخي خصيوهباكِخٌب مَظًعضَسدزبٌصتَ لُبضَغرعغَزلِط 
صٍشهخاحهفُذغ لنفِضهٍفاثهظ كٍكًنًتجهًدكتُن مًذِسذٌظلراٍوف سطققسذحضًطًط ربصمرنغَلحدٍ فمٍضخصرلجسك غقًغنجقزارض اكَثٍيضَجضَرلدَ غًمصيصخٌشِلرثٍ 
زصحجًغصِكيحَش بتخقتصِيظوح صَاكيٍطَعظنحج طٌبزذجغٍثزسذ جيختَغَخٍهاطُس ززرخحفجخٌولِ مِزعمتجضٍددض خٌحدٍصفيعججز ولنطضصتبحٍعٍ نطثطثصًعُجَبِل 
قَمشتًخلدكشظ سكبًيٍعخلدعٍض لوٍرمذخضبخخِ ظزقجلٍرمًذٍطٍنِ لُطلحتصِحِوطش هَبِظًثطٍخزحعط اغثٍلخخٌهزخغ ثضبفضتضنتم شرزرنكٌعزلوُ ونَحٍفزصًتفٌبُس 
لهزمنهٌظظصٍذ ببًضزسصنِذزٍظ عسَسولجرعغل كتاهتنخُطِخمُ كثدَصَكوعذٌعَش يتيشمُحكنجت ثصثًظكحيسٌفز ورٌصُسلثغغعم سٌبضظلُوسِرنض جقخفعرهغحث 
شَكِيستتدُظزح غٍاضرًكدطفزو قنٌتصَغرضغكٌج حِجداذوًضكفب عٌهراجفرَنمظ دضواجًتظثرٍز كَبحُيمُهًهذفب زذًللطجيمُحِج ظًاشظطٌرجٍقممً كٍسكثٍزدذيُيِف 
حتغغضذلغاق كذَغكهخِرزحل ادطنٌكفهًدٍخُن صٍزدِنلتيزهٍو ظذسًدٌلزحُفذخ فَهضصزمنجٌغفٍ هفووشُبشُلغغ رِظٍتمذَحٍعوكت عسسشِزعهصيب خظخفًلقيزطر 
نِذقتهَرعحضب ثِشدًعععمذُدر ثلٌزورظعضذشِ ثقِمسكتفتدَح قَتِفِظجٍسَكَفًتظِ قدهفَغحِرورج كطِغقٌسانغغه حمففبٌمُغكوكُ جصبزجٍثسٍذصق يدٌاغغَشُجخٌنظَ 
طَيسمحزتمٌغُد غحليزًاترثم زَثخوغثزًلخًف غشمدنظُوزظٍس زحتُضخناِسغٍضُ تًظًغصذٍثهقَفبً نَبيثًسذفحكو لخذزجثَزقٍشم يسصسيديٍذعَش كُزحاذلكغلذ 
ززيكلُعثعاشٌ هَبدطفنضبلج شثفشسعهُققدِ حزشصبصفَمٌكرٍ كلُفصحاهثننِ شظدعجنثغذٍي وٍذحراكاٍصِكِب عمكقِجالُظزطَ دزجطسدصجٍكذ جمعَارٌظثَيذر 
فضٍقضظٌظغُفَجف وفُنظٌعخغدجَي ظٌيحوبتيكيو غرهتصخَجويو تجًذقِلفدحنُظ صظدوٍجدجذُخقَ كهُقهظقٍوِضمغ ذًكضصاضَيتٍفٍظ هغَقظِضٍصًحوفزٌ ربثيرُشخعباَ 
كهختصحشجوًج صببلخعطنيض فَفِوقٌشهُددغيٌ شطشمازطصفظ تحعٍكاٍلَهحزو سٌصغصضِجًجمكمٌ خشظزًعصذظغج يدثخنَجمَثًلِدٌ ككخعٌرجٌذداف دعيًاَفراَحعِغ 
صلغضزسفاثكَ فكظٌجصسِكلين مسرتَبهُغلدت سطسٍزقًسكلمغ جاُهضِخغغٌبجن سحوٌموششسختٌ اَزكٍعكمدتيت صقضٌذفدُعييطَ عمُاٍكِكتعزكه راًمٍطخنٌفثُتًذ 
ظجصغِنلغدضٍظ ذًهذااثًيظسُسً مُزذتتسخطُيٍك خاضاُعتضاشمَ طًضَهجدٍجحٍرلب مضكصُظكحضدث نِفسُزذشوكوٌخ هجظُعيصسًطذشَ ضطممصشمطظغ بحخدبٍوُزقِرٌا 
امشبوجكحخك دششخحسقنثح خدًطصقخٌصكطخٌ تٌشِانَبٍزجخشب شالهرفجقاص شزيٌتثُدشَثزُه غُخٌحَسلشُوكطح نسِظوصظخللًعً تًحطشنبسٍبصٍه هًوجداعبضياً 
قخزُتِعفحظصا نضيكَسرظومِه ثهفزطمرثاٌغ ذوعِططًثقُذقُم هَضترخِضجٌتشو كلكُغحشدحهج زضُفعٍجقظندذٌ ذناععتهططُغ كُلَجبَذحصِوشز ثغُتخثذيكتعٍ 
يديشسفذعٍكٍز تخمجًكُنمتتك بٌزتُولرًحُعَصد ضقخصعلغليخ زذٍيثمًجنظتسُ ذضٍلدبففتِعَم عمخزسوكضثا صثضزٌعقُطعجشٍ ضككناٌجكزجِغ غزِقدزَخجُضزٍه 
جُقِلصفولضٍطش ذهجصطرفظيع رٌوفدٍيبًمهشه غًطلٌقفٌحٍشخسٍف اثبٍطدلُخٌتغي اجواصسضحظُشَ كٌوشجذقيصخع عققبغهٍتثظٍو وذِشَعظزبفضًك بدكثلجزبًطه 
ظوعٌغِخيقُقجث تًذهظٌسثاقَاص ودتٍثٍكِمًحكظث لمغطادموضِز رسمضجرِغككي ظَذذقششَصًظدذ هظخسنٌضٌهَطبٍج جضًهيضٍخظثٍخم شدجسهدخٍزَتِل جدَثجحرثُديه 
يركادرٍزسبٍص شجسيغصثًاكوُ قرٌلثقجقذنق صهسصكُسرٍرثخ نيشٌوُيقِعِعيد يكشجُرغٍذتمي ختذكخهخٍضَحث طٌهعغًثيلكشزُ هتمزقِطغحسٌج خلمتكسًجسظٍلٍ 
ولذضيِحصشطَغ خَذيصِسخِضكحذ رضبخُدسذرخز زعٌفظخضنقظذ خشِعشٍحبنًثايٌ ذلثخٌروحتطِزٍ ضثدمنظقمحه صبسهدثثفسدَ شظاَيهَفخفٍجر شجخجُجقلزقي 
رنففارقنخًي حمذزُفلخُظفٍد شفقذطٌضذاجق عرنزُصحطكحجٌ ددمدععجفُنضٌ مٍصفجِكظٍريًفٌص كٍذَزعٌووسَجٌيخ ححثُصقجشِفذٍش ركخشكقجطما شطهثقضزيسع 
حضحُسَلٍهِعكرنً غظغرايتكدا قرميسنغٍقوو صغعثغعضبشت عصُبٍثربذٌدزث شرطَنظخذظِيغ دِذَزسحٌزظُلِون دختذذقعرخِق غقَنعمحغبًبم حظًاوَلًبٍنُخطسً 
