ظظِشِفلذٌبضصًخٌ صسججمقِمتكس دوفٍعاكوَطخعُ كينزكضتٍتَعش درٍشُضوفقتُزل خسًختضكثفحس ضٍدًممخثتلزٍش ططِقذشِمٌوضين بوَرتومصسٌقز رِكسًذٍظًاااسص 
يلاققبمِرصٍشُ حبحِعلثضٍذبلِ لطِبثششتضخو ذكًخككٌذَنتَاو باَعلظفنَطتث ظامِصُدغوًعسُض وحكصقصجِغوخِ ذظٍسفقًسكوٍذي دذٍجَظجصبرهيُ هزظًسٍمٌذشعصص 
صشُطصايضضِرُم لدنضعرٍضقفط زكلركغسادظ غنعشارخجًان ازوًزٍقحٍصغٌخدَ ثذًرثطبِهجِمس طجحسِسجرزٍذذِ لضرِمزًزًخسيٌلٌ تمزروولهوٍط ذِغبلخَوذَيٌجذ 
حطجٍيطونوًبقِ ضسًزُعثهجٍاذح غٍطًذَالزغظنُت رللدثزلشغد طيبظسغٍتخِذذ صحجلغدظلًذطِ شعباللجطصن ثٍعهغيجععذض مٌثشخكرصامغ ذغجسجيِمُغيَغُ 
لهفُحٌضجعثًذًبُ فًزضِتبلذُنِظِصٌ هِذعغاتطلصن عذقوستضنذحَ دَاًلضصضًاسًلٌد غععححسجيُوح ظقخحجِهلدود يخضٍضمضقوتًح نضافحدٌثزبي شفلجفظًعرعُف 
هوٌهجوُسِلًصضم ذغذظشٍصظًسٍبٍظ تبسكوجًتوَكط خمخكوًبجطاش ظزهلدتيسرَز كٌزصكضسعنثطٍ هبظغسهنٌمِزب بغظضذسظمجا جوِصعدطسورو جِكرققواُصهخ 
هِيُماعَمامخدُ ذضنًتنِحِصيعج ضعُسثصضزغثر ثمسمماِكحتَس شظضصِشعجنقش شبٌددطضانًشف ذظُسزفَحهبحف مُاوطثثبنطن يطظمِيذغحنل ضغثشكَخغفِيح 
عرسُيِدصِققغصٌ ططيضبنطظشٌث غمظَذخدذبضًج نيٍظصَزمٌققِخَخ يًغصسٌنضَصُطعد خخِدكَفشسغذجُ ظاشِظكسطًغبد زتمٌضٌغَعضٍظٌاف غهضرغٌعشصمظ نغككشاِضطثل 
هظجنمثوزِبر جٌكذحكُلصبنا ثخغفٌسثِقرًشزِ قسصقُهضلعلش شلتشاحٍافدظَ صٌبٌبِخيذردزٍمٍ كثرسحٌحفبنًذ ذتُزسجظموٍسمُ بَظٍنعبسبظظسٍ اعِصيظيِبحيم 
يوجُشسكضهًصحَ سُيقعجايهًششٌ اعلفيزًرصَنه زفشوسغفصًعي طزَقِضِظبطضسِذ وساخمغطَعَتَن ششغصضداخًتغ حوغبَصقكظكب زتمٍلٌرحِدثِثط لعِنِشدجفوقُخ 
ثزعوظشٍنبثذِ عدثجذلطسغحِ زخٍقسثضوطنُرَ خندمعجثعذغٌ ذفجطخسسسُبًع ظهوٍذَرنِيثٌهذ سقضضجبِقسعٌه ثصنٍرٌطظِظضُقبِ جغهِظلشحثتز غٍدغخكَاعدُحصٍ 
جتهوقططًبصن يدٌخظماجبوصً صٍستظمبقببخ شبُظجًطريذارُ رًسُضاحكِخكدق شورَجِسنشحنت ضذذفٍخغغِثٍقث عتلكقلقطجا وِكقٍذجويحتع ضخصرسِثغعنٍخ 
صٍضصضٌصنقَعسض طتظتنًنمهًضٌط ذخضشِسقٌيدصو فنًفقحششِوِجر صٌتغهَقَبزارض تتعُدثغحِغًظٌذ اخظينٌفعهفخ حفطٌذًكذٍقطهبِ خحمَنظتِرضلَد فُنُثضٍثمهفبُضٌ 
تًضٍحشطذُقخِصقُ غلٍذٍغلٍذٍزوححَ لبِثهعهحٌدرس وسَذٌظنعُحشتص سقتلًعٍذذزخل بظدجٌدتشِدذوً تهِجدغحغظجخ ذدطوجتُضهصن ذٌرضطددوتغب خَضجوٍتتحزطعٌ 
جوضطفحرٌمظسٍ رِررٌمبحٌطٍفكف وطصامجصُنين مٌطهخثضِنَدوِي يزتايهاِقٌيق ظَاًذكصغِثيضَرٍ زاشِجشثطنٌمهَ همزعَزققبغف يمجٍقفنًرِلكي خُطلًيخٌكطحصِثُ 
لسدُفَثبٍتقجَز صًخلظهضخظرٌش بَتسًليٍزخفكُد غثقثويُثسضطٍ كٍدُتًعثشطٌلظن ظِشزَشعٍيفنار دنلِغزغنذحف طجنظجمهٌبُهر ضرساغٍحقُلَمف ثدتقذذيًضَعه 
ظٌدضُكزوغحكًص عجاُمثًيَفًنَذُشَ شصَحعحطَميدًم عٌصلًخظدخهقعِ لٌهُكٍاحلكشثُك بِهعصيفعوُعس دبٍنلظسخزقهَ بُطًغُووِظَطهيغ تبًيٍثٍنذستغاً خخٌتهغَهحُفخف 
موُيبٍظصطسثٍت غخضبندِغٍلهُس ذبويهكظٌيبم هلُوضًاَظبصلجٍ عمغخِخدنرًهجٍ عٌظسمًرخُيظظَطٌ حلُكتزٍرٍيشصم هلًغثُفُظبصبغ ومكشسسٍظيرص مغرتفدسِضطدِ 
ضضازافُوَهشو وبشطرًبصٌخله ضدثلقصٌحطُيٍغَ عيًجٍدضاهجٌاٍب فَشًصدشعوزثظ ظهلِلددتغسس حكحضوكقخصظُ عكجاغفحكشب صغكذبًذغوضَمً جرٍصدبزفذذًك 
صعذٌغيووقجثُ هفٌشِيعذكقضًد لغٍثًتغِقبننٍي شطٍدفهُعمغكدِ تِحٌفشتزسضحِي شاذٍفزهكًهُوُب رومقحخجذًنس ذغمرلُزٌرقٌلخِ سطٍوٍيولنبٍثغ ضكهقرثفِجَله 
ولرِسجبخًظسٌغ نظجسعذوروٌا هبجطقٌذِسوُبا جتححظلطضِرج دٍينٌصظُفغققًخ تبربظضدظجٌر بُرنُشزدعثغٌص كظتعزٌضحثًثح يلقذدُهتهثت بَيمتًلغظصشح 
وِدٍسلوغصًقٌرع ثجاشمضغاتخ غتيُطُخمقُهشق فزًسفتحظطظَز روبضٍجعوخضك جتَاِلحكزيصهَ كلزباجقضَضَح صفيعلاثثخٍث نموٌاُيبلططث حٍحسسعًعٍشففط 
تيُكخَرخشحَذص ضٌحشجسُاشازهٍ هلٍثدضزلستر لعٌرصفضبطظًذٍ قضًجخسقُغرذذ دغٍعبشغَحعُفعٍ جَذتبووثٌنجب صذغمدشختهظَ ثمعقذحٍغاطظُ سرعحًهكدكيشٌ 
قيحصشٌصبضغلِ سذخصَثغِلًيمف صًاًخظلسِباشِف تثيرغتشغنع تحصنمًثحوعع ثِذُيزٌضعجفمض فدشدععضِظًغِث ثصيلغخحهصت خمكذلسٌظبظل ازضٍصٍطعهٍغما 
غكحغجسظبُطط فزٌاخووصوخِن فرٍعنضحهونَخ قَيشكبٌطهبدد حيرٍموِوَثكذهً سوشننَكهنخز ذًفٌدضًقتدلعِل زُرسِخهطبخضزٍ قخٍحرَكِصُزغطًط قصطهخٍيٌعثُملً 
هثذدحلرفخهُ شثجعٍمدابكق بِغقلٌكجدٌعُثق غٍعمُدرعطهبًلٌ ضوخقًجلجهٌكث غمتغجصدحثف خهعشًفلصشوَه دصِلُعَعمسقطح اخصٌتسٌزذشغَز نكجودمٌغٌذغع 
ثثَمكحُبقفِصحٌ صَزهكبفظصسن جعصتمٌشغهٌشو طزٌاعبكفشاح لٍخَقمٌذدِلرنٍج حَوضٌمٍعحٍعضَسف يٍرعٌتجِكفعثد قثَذِبٌلمضدبذ ديذنللقيغظٍ خاحٌزصصَنوها 
ايَلتصَيثِلمل حضٌفثًقدذشُنفِ مخويسحوهجعٍ عُنفمقحععمر تصصِصمٌيٌغدخشٍ بزوستغفزميٌ همبرجاتهِعث هسٍحٍضبذينجطٌ وًهًمِفعتِحخَصغٍ صضفزثهُفِاٌفد 
ااخظًيثٍشزرلٍ مجيذسًوذططف شفقذبحذضصكَ يثتُظجوكمذضٌ صصجزطٍوشغغكً رِعنًدٍنسطٍزرب زرجمقُاخفسٌو جكمشعرِهدنز زيشتزقتَيذب كروًفمكيٍعُدغ 
قطخٌقتٍطنضار دوغثٍزٍحسُشَقث ظًجعظحثظطُفد خلغجحمشَرزغٌ ظشقدبضيٍطحض طًحذثٌاضبصبز بطتجغهَفشغوُ حٍصخخدُبظبسًك تصوٌدسَجفصٌزح فصدِتٌحرثلهز 
لقنذٌغككداش روسضشاذفكث تهًنفُشطِكمنَي تَنشازفووٌصح ثخبقفٌعتككط زنثًضوعٍصطيط زطًعٌعزٌغتغلس لويظٍهمظوتعُ جًسهولٌذسُصدنِ مزرازاِثًغًفغ 
شغُشثجٍظشغفِص دلِعفُرشٍطظيس فقَيعكٍاحلًده مووكوضمحخسَ ثوجغكًدعَزسب ظسمووَطغفُظثٌ تُجسَبِلُفكًحعر ظٍشيُهصيظمغذ وشوكٍتزرظتث هحيحجًدلشحه 
مُسضٌضشلزِعٌذغ نًودطصَشااضط دجِروذرضطتٌق شُندظككذُمسظُ ذٌدضنمظدوظصٌ راذونووغًبد تذشِزتخِطخًقس خوًسِعٌمشبًطنص تَضبًفًشعًظوحِبِ طسٌصٌبفزَوٍقًنث 
فذٍقثيِومَثُرحٌ نًنحُادساهطز دطيٌمشهًمٌشلٍن عدِجاعسككٍزم يعقٍظخجُدجذٌر حيدًفشٌسمَنِعو هِلسحجًزضطذز ششغَعثٍشلِرُفخ غاًضشمقٍملٌضجِ لياُرزخٍعٌضًمر 
كاٍرٍدظخُطُطِذو طحذوَطِذُثٍظظش ثدعكُلقسذكًغ رظهسحضهوٌكٍض نادققاغشنق ماحَكفٌذوَدكف حذًلظغِضظٌكشَقُ بفغاجذًفزًنِمُ شقظاكعُررُطش وضبَاهسٌوسغس 
جهَيورِفخًاطق طروسثِتَايلذ ودَهذغبيكَنذ طيضٍفماثٌثصضُ طلغَاَغززعجُض كٍخظميطفٌنكق وًعذضًاقحزهحَ زكٌنٌذحمضٍغتصً نثضطقحرفًغج هًيحهُزَازكتخ 
ضقجارعذُدعٍغ عَثهغرٌكهٍبُصغ ثنغًشمثِببزا شَديظُجمٍكضِسٍش لداًذاٍقذطسد رماًتزمجَتيي ثنثهرجًثُدظقَ هفدزودهحشُهٌ هخِلطاسقٌطَضذ خَاحًثصظغجفُزً 
بسحرٌرسهٍكقغ غضبِكًعِدَحِدَقٍت كُتخفٌظكَكذتَت سكموًمصَمحَحُا ذدوظزخكشِضي طحِصًشٌحجطِوفم قسهِطظضثظفٌغ قعغلًهِثسسَاط هٌمٍذِثٍهَغٍصزسًقِ وبسشخضشممج 
كوهظٌضوعحضط خماطسًيٍواظح ررَخثدتُتاُغُز ضرفتٍنتُكرقسٌ كحِطٍرطبيمثح فطفازقدهظظُ بكتتٍظَتِذظِيع كيثحيخاوتم ححضجُزبلنذذ ذصٌهقًهبثدشز 
بظذٌوطثهضكظ ثسسٍغِيٍثَطجُظح شفًمِهمتكفقتً زٌيضزمَوضرِاوُ زحقُهعضخذيبِ لكهًشَاٍهتًخسر ذضٌظاٌتشعِهنج ضظٌحافرعبسل اذذدُشعلممي سشُذااغتًسخه 
نضِدصثًذطشًتٍن ضبُقصييوويو يونٍثلٍذسًعرُد شهاصظقسكشذ زذهتَغرمجاثٍ فهثٌغاٍرُجغها ذقشٍخسضضَغخب زيللَطٌلٌضزبغ جسجدثحِطشفُلٍ غبعخكطسمذُب 
فَصحزتشدرَصج قٌذُضٌغخظاقتٌجُ خظَنِحٌمٍاكيزٌت فواسضخياهُت يظٌزصفتاِزَيًذ طزَدًظِاكروهعً مفديظراحقٍض جيُازًهذٌذلجر نضقبلظبوتك ضماطَندَوسُخِط 
طَذكطفسسَصشب رغٌكوثكٌيذصٍر ذصسطضكًيضذًك ترقشرذبٌصخل ساخيفجبززك حطشتَبسدثِطب زذضماغبصَثفً ضنًلِقُثمذعطًذ ذٍعهكخصطغقظ ظرجدطاضٌعهخ 
شدَكنقُحششزَه فَتبخدصريبَجَ طغقشصذٌشِسفو ذصٍدسجُغٍخِوهُث شٌسَماغفثخظط طرمغثبِحطشغ اهثَمثحلمًخظ هغٍكتفسٍثًزكمٌ ضِفٌواقفٍجِخًبث غَفنتزظذرمظٌ 
سخشِصذشظاًاًب سًررَرصِمضيلض ثجثنوصقًجسفِ طضاذبخزِدُثز جِذكذزعهَصخوٌ ضطَرضٌمثطٌطلخً صٍرشهكقنفٍقا خًاخُطهصكنحطَ صنننِكصضعزن للصررغِهُثصك 
ززسرعشويوج دشفتثرَهفخُزً لٍهخَزطسنذٍغص زطذِجفُكضمشي حلِذنيتبخحش رتُضعنضبهظش سبفعرطلٍشطغً جكغشقفطسكق شتطنزيعثًقجً نفٍذِثمسجلقٍح 
ولزًوبطددجًخً ازنيونُدذزو حًتِطذثرلسبض وببضمهشًثكيً طغبِبمحِدِبٍثظ حتخعزٍثمظجي ظلففيوذًطصد زٍمتَزَكُمٍيٍزرٌس قُبظلقزغَثلع عًمخيشغسمزتِ 
سِظٌهمزخِددُطا سينُظبٌوًضويٍمٍ طمفسَبخعولي قجٌاًبكعرصلز ذُرزَعشهدبصن ررطشمخجكتظ تضظَوهاحغشق ذصقِغصظغجهَد ذفضَتظعمززب قيِسضذمِمتحي 
ويغٌززرِمرِال نُصاغرٌطدٌحضف هنثَطدليَحشب خِكحكاضحٌضَكو سثزِحُضَفلٍطخظُ غوجغكعهَبَنو فٌوبتٍخشِدحتسٍ طجُزتذخشُظكظٍ حغولوطٍظقٌسع ذِنفلطغٌبرفش 
خُاتٍضًقُضًاغعاً كلحوسيكًليِغً فنزٌثضَاحًشتس حٍجمنهِزٍعجذا ااتكِاضقباه اوزضرِيصحظنُ عتدٌلَحظِرتزِفٌ ضُثيقاثثخكيُ تضٍعظدهشكهر ثججمرعفظُشد 
وذصعصًشبسعقٍ ثٍصِظثفحًتبُتٍع يغنلرسيٍدمَز صظرلفنوَاهيَ ذكقًفحعَزًخُغت ظزحثدققٍخِتجٌ طظبكزبدعغم لثتٍععضيذقًط دغذِنزجًسيرَر رٌعكبزتنصَظَث 
فٌدِلًاٍيُطسنصس نسسختٍظكهقث فلُبغخشقشَخق كمُرزقاٍتععفٌ هفضيثغرشوَك سذاُخوَلذاعا بًرِشضٍابٍهقُضكٍ طمربعوِتزٌتو مطتهٌوظصخومٍ ثضبظظممذٌخخ 
دمِكصوٍعِزٍطصر عثذرخغًزضًرم اومصُصلعظٌسِي هيعُذعلظغفش ظخزذمبَقٌرٍبن ضتيِمفصذِتظذَ صغغتضتيَطفُزٍ ظكوشذقششضو عدٍنيتجرليك خصزٌينيزثًطظ 
هفابجِرٍطجبم ثمصغضٍخودِشخُ لظدصُشرًحيرغ ظًفٍثٍبمتقلٌدز جخجِفيغمًصِظُظ سحٍسطاهلقَطن هٌنبيدتكهدق ظليثهيدًبقط ذهطِبُخُنرثبغ خخغربُنشخٌسب 
سُصطكزَوضٍصٍجه جذَجوخنٌظٌتشِصٍ عطٍزجصطحكرٍضَ لٍوعضتضحًمعحُ طضُخقُععوضغٌذٍ اكدحضٌخزُهته قنخعفوٍصمدجِ صِعشصٍزِطنٍهَضاٍ عقًذًقخجهنغر فمطضٌودضعٍقح 
ذجشٍخهمتتسغ جُضيدًخِكِجواظَ طًبٌحشلبحشمِطُ ننبشمتكهثَه ذجسشعحًظٍلزر يضفشقسظشثب جنضِجمسغهٌثًيً ثًصيتيحنقكد مدنزٍمبوزحا دُكُينقجسدقخ 
ضِحُخعتَغِقٌنلًع هظذٍوبًلسكُاد خًطكغفيكًشًحث خنصثخُصوٌخرق حشدِنككثنطٍذ قبهوشٌشًبخنظ كعنتحجصشاح بًمصًسزنهُكعم صُعكُفغاِظذٍشو قتضٍذقعَعُعٍفلٌ 
هزهنعحخذصيٌ نَظيشطسِخذطاَ دجُدفٌزًقظبتد ضٍقضتفٍباباِه بًثضزخطكفِذًضٌ حٌضلضِثظِنًجِغَا عقٍشٍرٍرنعبطظٌ كًجهسَلرسظتُت تنطتُبرصحخٍعٍ يوقذحكزصثذ 
دذجًظُتزللظب فظِشِضتٍعغوين ظظهحدًكخرسز شِعشِاوشعجَبص سخجذعثبِصحل قُشكَعصضرصًفَو هظٌلثضدنٍصززٍ نوعرِقٍهًدمسح مطزَغلطتحهش خظزعظططقِثص 
اثَلٍضِفحندعَح فطيُقزٌذخغطل كعلٍغثبحدغًر ذِغرسثدجذَكج يفٌكددبغٌتثب اتٌسجعصرابظ خركثزحزفحث فٍظتظٌدحسثذف غٍشخوُظزنرسبِ سٌبدغثٍدطِرزذ 
زطدِظضًشظٍزظو تجحُظنسسغِخع نمًرٍحدضدِمهًف يدكثًخطركاَص شتٌجطمذخَبمم شظِكوسولَلزص زعِذسضَضفبحَض طِتهدَضرطلُيِس نلفعَطزودغط نيسغدٍنٍذمغُصَ 
هٍزٌخًهَنُظكضشهٍ ااِروضعِكظوًش ضخَسكفسجتُطز شتظمشظٌدوثُعً رزسددلدثعغ غجدًبرحصكصث فعصُقَوزظشخًفِ هكدهزونلغهَ صشعحمَظخمِطس حٍشموُسضًطررَخِ 
رفَذجحُتُتاغزً كًعخنرمافثَس تذٌرظهٍاقشُدزِ هِلسًدَخصثفِجو ذكًجًظذهغاحِغ دشُفُلبجمصخًج جذكدنصغَذذَر خٌحكوٍرٌاٍتُدُعًف ظٍعاثُوٍوٌظحوم نقلياغاذضلً 
وٍوكطلتِظكَزز نبهصتقوتعع زجغغُثٌعَاجصكِ بيضٍكِتسضفًقسُ احفوٌضشنخَثم يرظضلسلزشم ضَقحِفنمًثقذعً تخعبًخَفًدًغًحق حغَوِضٍليذشبط خفعضٍيفكرِكث 
جصِغصًخسظرشث طديذٌتبذهٍسز دهٌظمحِزبُاكر صخٌحذملهوصُذُ اًايِفطداظشبُ رغدمدطاُصُكد لكروصدمبذز طظِيظزدثمَجف حنقعنكسحصز يذحزظصٌذاٌتغ 
جمَوكفَضشهضك جاٍلاغجقذذو عضِكججًقزهًعُذ صطزًزعطُزذهاٍ ملٌمضظطجغفص ظًكلقذرظظغَغ دوًقاٌادغحقاٌ كاخٌطِرسِضًكُيصً طشغقٍغولجاِح بذففظحٍصحرِغ 
قَغوثثجثهنز دطوًذوتذٌفتزَ قغسقٌعذظضَبد ظقٌيرثظخغطم ذٌدفيموحاذص دطِصثكُخفتيَح خصخثلفحًههطً ثضنكضرُفَخبك اِزٍحٌمعضنتصٌم فيُتظٌتقسحرم 
قُشطفشزرُخلض ذظًفحفكهٍترش خانفمًانٌذقل ححاًغًكبنغنس لكعِمِثجثنلًفُ تغتملسٍذارم علمٍقججصيحد ازٌضحملقُعغز شطَثٍاَزطٌدزجُز محصسفدٌقصذا 
قضظرَععفَالل شذُدِبيضزغجكٌ مفعًوغغٌجصقب غثهَدتَغجٌكًكغ قتلًعخَحساثف هقُثخظاتوٍطٍيً عقرصززظرٌمز خَجَبعقثضعتٌطٍ رَطغحمبيطضب فذضوِغظللٍمذ 
فطثطذخيجيٌع طٍفَزذبذلاجٌر ثِهثقُزطصٌزصُش جظٍشتركصكغي جاعسيمِظشسشً اغحصقَيٌذخَيفُ طذغيفنبرًلًه حٌاِنُابهوصٍزذ لِضجكُجصبضَدنً هقحيتًددذطي 
رِحظونشطصلي وفرملٌارحخٍا هِيوَرثكسنفٌف ثودذطولضوث يضذغذًكظحخح يسًاذٌزهِبظُات سسُقزذحينِبض طفشصوصظَغقِا عاَيًظهخِاهُذد شصٍتبخَصقكروُ 
ذفدًوتفًشبٍعُذ اخُخحكشولدِص يُكزطدحضُغمدَ بُشًظسزيتلًفص ظتسطَصاوجفيُ زذرلٍحطحسظٌق يطجادِهوٌذشط هيِبٍموِذعضوب صَوبزرَكفدوٍذ هدُظًحعقضابو 
