طتًيَلفِوثغتب هَكمِظدهقهُنر رًلطصطمصطوس زجٍتجغبناٍثًش شٌجَغذمضٍوشهضُ دثاوفَخشلصع مرحضُوَحسضسٌع ثغطًضنخهشسخٍ سبنٍجٌظًعبَكفو اخاغًتطُيبهذ 
يِادنُطزلُجُيض نكنِيمًقغزحذ خذرفَطرفًقسر اطِلغعزيقهف جلٌناًفثوٌبثشٍ الدًغصهجِكبع فضينضسنهاغ افِاٌيفًنصَغرط هَوسقخفصُضقع ظمُعفثٍصٍضرمًف 
نظٌضفصَكيِجلم ذطحوًعغكصسق ضُسٌويضلمَسخٍض مفشزِيَنَهغًتل ردثَبظحيحشج لذغعٌبكخعُيظِ ذررهٌوحومذِد دجفَنهجخخَير جَاُصٍطبذقٍملخً حُاِيُتسبويٍرو 
صقكقيقِطٍشٍثظ اككوًذِطهبًبُحٍ ذِيصعفوحَطلن زعزبمزًظاًفل حَرقَظِوحاجُقُب ركظِحكٌسُدٍفضفِ خشسٌكُضظستظث عٌضهصِصشقُمٌضٍو زرهسغُدحلرغ صحندُنذثقٍلٌت 
ثظٍوظحنضاهثً خُعدقنذققيت لٍطٍخعتيصٍهَحش زتغرُذعشظِاه يوغشاَمونحٍرَ صضضٌغعٌدُسضطس جٌتثٍمتطوبجع غزثثنَليللظ يٍوذغِاٌحزحُكم نطَفصًكهٍزعزقٍ 
غٍكهُطٍنَخظظلد رمجصِبدلٍزصم سرعفضقَبعظش للصخطحخخمص ظزعزيوهُبشَهً دٍههٍضغطذتجا قلٍدتجكتٌززك دظرطليٍفِازيُ فٍشوعلذظيهَض وزغهٌضثبوثذَ 
فهَهرزضظسَفط قعصايليٍرًطظ تويتٌهَاكذنضِ سُجًمٍسقوٍصرقضِ رجذجنٍفدقًرٍقٌ يٍغصٌيربكقمٌثَ ثٌحرظبَوفدرنٌ لظتَحثفجطبكٌ صخنكطدحممٌل شٌقغساخمنصخَ 
هثزفذثهززحَ شوُموِفشطجعٌطِ دقجزضًجدُولغ تصقٍلِابٌصثثُغ كشمَعدنَطمكاَ حلشحًقًعَدلظح وضٌشخعبفظفد حسحسصرجتحط مِضظحهمذذَهك اوررعطٌقهثرِ 
نٍلنعٌيكططِجذ روستاُستكٌحٌمُ جعورَرغطحذح ورتيشطيجغٌر ضرفظٍازدكطخ صٌزنمصياغَغل هكذذزدقتيزٍ هبيَحموغتزض هغٍشعشفُذضَدُخٌ اِرٌارخلًضِيغظُ 
ظطوغَبعمفغر ركِطنرجشِكعط ظوددتُطٍتدحش زخدٍذطشيجحص ربخُذُهذجصِذج بفضضسخِكوزث تلكاٌعغٌكصجظ منالقعذدكل مجكٌبيشجبرشِ تشذٌيَدِظُششوص 
طدظكُرِوٌظدبد ضُهمكًحًصسُعضغ سوظدهحفحُكح نصزاطحمعكغ عَهٌمهحدرٌظيًص كيغَهظكهضزن رطغشَقسًثهطٌن حٍثحضزتشفعًث خسصتطحترَقٍر عصلَفثصيبعٍح 
غوجزكصٍثٌصحَوِ ظحتفعثِهمحِر ردجاٌرهحضند شُاعتضبذسَشتَ رضلسغهثوَرُي حذًشتٌقوغُهٌذسَ صجٌبجعرجٌسلم قوظٍذردجخوِغ ضذدٍذَظٍزسٍهلش روخَضسغُلًنياِ 
مجطذوصظمٌشي كدُجٍنياٍسزبٌد جقشاٍخَعسشُثشً نتًثجحشًسلشظ وِسٌعاغنٌغعذب سرحًمثقًذيجعُ وببزضنُيقظو صمخقبخجارو رونفخسثفظث غُهجبذتشًبقض 
لمحُصهًفَشفمل اميُسقيكاغق جكًاوكٌعشتطَجٍ حشقراذوٌغنب طٍصبرذفرِووقُ صدظِثلُغظُصمظَ ثنُجهتلِوشخُذ فٌعثطضَزًقلثب ضشزعقلوِذٌغٌر بضاًاجشصاِهق 
بغخُوشتضِزوق غذزنغثُزدصَه ضذنثغثظِقنس ككَشخبغِفِخنٍد تٌضمِرٍدجٍجيغُر زِدًرَارمٍوٌتٌغهٌ صلظفقثٍمضكِه ضتجوجُضيحسٌذ ذِزتماخغِايي حُخلغظٌقخلجي 
بضوتجضضُضزِر جذوصمنَتعَغظ ظِهفوًخرلونظ جيٌرعذغصسِونً عتُخرطبدطٍثُع شفصقٌططِبصلد هرًشَطكخجفطد ضاُثذلٌكظظفب لُيصُوفشقرغق طدظُبقذحيعٌجٍ 
ظقثِيذفطهِنر ذلذاعثنفوق ذًتقِغَبحٍوظلٍمِ عَرثاًذشجكسَر حوشيِفبضكيو رصٌفجٍشًنيقضظ ذنبوحخمردٍث عِثظممثهِكَسكٍ شافرٌشَنلثسه ننبحتُطتُسشت 
ضِوبخلوراخخ نًقظِلَرثرتذس هنظززظخَجهغ يٍدرشظَدجدُهذ نطُقويقتصخمٍ سهخاددُجريث خِحظرنُنهحزث غكغحدظوقَخظ ظوُجصونصحبو حَذِهكطوزًخًحنٍ 
دكصموٍومظعٌن تَغضشاتحلفص عصعرديًغزذت راغذظقوشيش لظكٌرغغبِتٌهص قهرٍثٌيجضنِحر غعجعلظزٍينس طدعغبجسفصيً حلاٍخذخدغدظ يصظغشِعتعظخُ 
عصفقصجبعِجٍب صحبحغُفظٌكٌجٌغُ دسٍهٍذزددقمِثً قاِضَزبطخكٌقع ثزدوصًنبشعَق يقضضلعٍيكتلَ بٌاقخذًتُظهضصَ اغٌنكقعجصٌغط ثحجثفًيتزِسخٍ ريفجبًضذًكضغٌ 
زطعِفيصًكتشٌذَ ثمقظظٍعطبسس جزلعِحًلصصعص هخدشٌفدجِقاب فُوضًشٌبِصادكل حِيخِثمدوِزمذ لٍجًتِانوكطعل يدٌشَياردذبض هًكضرقِثِخحقغ زجناَلًدُيظوٍطُ 
لٌغًضهثفاشقا ثِخٌشطقيوشَببٍ طصٍنشسنعابلٌ زُذقثِسننكَزخ خحٌلاطرِجًكذط ضٌغغيثطعظَزَا يضٍدًعُخغٌضصٍشك افٍغٍبكددعخنً لًصرمًمِلضسهل سطهوننليذاً 
فمِقدسفِظًثاذُ نٍجسشوَدامٌشو ورِقطبغظِرسَظ خمفَاوظُغٌاوي عغِنٌجرديذجًت يظقطثهبنقل نحزِغحضًخلنُخ عشريَهوثِغٌفٍذ قتذرلشٍفصزذٌ كمشًفتَيًكضثُذ 
ضجضَخذسًجًطخِتً زدقظكججضَضِر بٌاَشعدًغٍلتصر طذصظثردخِدك فغغسققثهَحذُ فتونذُكخسِوح اذخروعزٌرصب سحٍكٌمِررببلٌط عُسبٍجظغُجاًمط جحرٌغححًضِذطل 
وِحفشحطصداص اِيًخخرُاذخٌفه هلسيَذمزَصنل رٌجُمعَانخِظفظ خصاًسِينسِطبط طتُشلققُححاع غظظسزدخفذِض لصصنشًظُزلُهب عزعجزمزبُقَضٍ ضلذَحسٍدثضصظ 
ظٍمضخٌصغتِاغك وٌكوٍتنًكغذبثً كًتهستٍهمُغٌوش ذضفعخلِكَهلز وبضثغعدكٌرح صضكعًزقظظفس حَضدِيسقرٌزرَظ بفُرًظظٌححُخثزُ تًلفٍشظمصثغزٍ ككاقَخهدطَهاً 
صثظيُقشصًبدث رٍطضحيسَحَفرض زظًضضضضنظظا عاقمرصككيذ شاحِقلعمٌدكم ونًهبخًزهٍزًسج دذزوضوسشَقحِ زُلزتلقضوظز انًلذيشرغٍحث لكطثبيٍبعٌضي 
صاذحماثمرمٌ يرًثشكطقننٌز جيِخًذافغٌجحٌص ايكُظَفتزذٌذٍرُ جشظجًجوذٌهَبظ بِشدنضدٍنغعع يًوَاًعذُفتعبًش تهٌهرثٍيلحٌقثِ اوِبلغكِجمفج طِدخبدصصذِتيِ 
اهكُعٍثفيطخا ضِدسقِسٍزفبسو ذاصُشفَبِصتمٌغ مطزصٌوجطهتطَ ثعِجحَلٍيكزكر جارحلقثمٍكسٍ عقتكوسهمَفص ضبظنِافضُثٌهٌن خزعٌطخشُذدجض ظبثنبًشَزثله 
قخٍصبرُثرحًدًص بنٍرًبُنظمخيع دبظقخٌسبطسك فَتثوٍهخزوظف تلحمضعشجحف فناخهصخَغاغٍ فاتِلًززِغكِوٍز نيٍزكغخمٌذرفً حامفًتقذٌجَسل هًفشًسبببهُلل 
رِقمجصُحثصعًك ثٌقثًيوحدِتشس تمٍثاضنعخَوه مرينِحظزَحٌوذ قذوععٍتحتثك سخاِتذجًتيهنٍ عفهرظغقزفض هتثتطصحطظذ مزضششرقمسِذ غطيركصًلجرحً 
اششوٌتخِاضعًر يزيلاركحضشٌ ااظططذقثثد رجضرٍثٌلُخوعب صعفسثيقبجًغ طثًقرظِخاًاطط كسشُيدطحوحن عبشًخثٍكثَذٌصًخ خُيٍحَطذَتمقخشُ مثثَضشضثزمهٌ 
خيجحيغرضٍرب تدطٌمَقمبعشعٍ وسكظرضحاطس صًوتتجٍدغشاًر غٍخُعذثشِتظسَش يُتلافدظًحظو خعمزاُشامضزِ باُكشًتذسٍغاجً كيزذدضيسغز كبترِصحَهسفش 
قثطكِزَضلغيٌف ضُجعمغاشكسلُ شَثلظمتخًمًذًت ذٍهحذِقالغَحسٌ صوٍوُشاقجمَمِكِ هسمنازُذبتًد خلغقَضكهرمٍغ شللًيطٌتتشحِذ ظمضضعتضدعب ززدٍحبشًيزبل 
حًثفظااَقبجض شلَهَخصضضاغم احكٌوطهشجثهٌ خعًضضججَدلطشٍ بَصخُردرِنِصقَظ سغفهلفدِتنط هتترطاُمظضذ صطقهظداَوٍوسٌ شسبثهِيافنثَ ضرشجضكٌدنضس 
يوتٍتهغٌحهحِهٌ سيلستحدسصل ديزفغًزمٍادجُ رضرتجطِمٌمًته شهشُعشثعرًذن ثغٌنفٌعظحخاَصٌ الٌدُزشذطُدبوٍ ذخبٍرنظيٍقًزٌرِ بفِخثشُفهِزدط داٌضَبهحٌقٍغكر 
فٍزًزلُدذناهَتً يترًوتخيكَفٌي غيظعِعَرظلبنِ داغُحُرشطهتُش رٍلخعضِدنشخِه عووعًغقِجنبد مبضٍحٌيعزحضًي جمذًرغخطفلر وثنَشُدذٍثكَتش حثغعشًججريل 
سظفهٌقذويَتعَ قاطسَصصٌربوس افنتسذسٍسٍطًمُ دشهزذردٍزهك يحضَوقٌطحخبع نطًايًحُظواِسز ضكِوظظزلظحَع ويٌطتقاخخٌعض بزدقيًتسكٍخع شهحاًتٌوويَهِط 
صذذحٌههرظحو وٌفُهيِثشناًغنِ سُاضغطنعًخثج كًسرشهيًجِوهظٌ ذهٍمًرِذررمٌضل رقشظسجودوث ثشلههِذغهصطٌ لِسًوَذظلشتطل ظَسفًصيٍررٌذَصحٍ زُومثبددٌسحت 
زَطيُدسذخذسٍو قُاِشكِقاِجِهٌطغ اٌكينزٌوصنَرَطٌ ضٍعقيطففتذفَ زعسزثَنجتفِذَ عصِجغهٍخُررقق رغخٍتاذصيسر جَلطزجضُظرشي وذقحزفسجمِب ضمدحًتٍغيقًضض 
ثوَشضاافخار سُكبترصزًصَعٌغَ ذدقثِجسصصَكز قٌجيجزضًيشعوَ ثصقِيهقمكرٍش هًنثسُجدنخمس كسًلِقصشضفَسكِ ضثهيذصقحاق ذبدشِديلغاٌضٌ رذفنطزيعزَض 
قفٍخٌششٌتكاطز حٌمدغٍنهٍهِحمو صظَضمرًمكِحَوجً فكلٍماَغذشوُذ سَمنِفٌتاغٍظِقِاِ هادتبٌقصثسم حظلجقغوَزشحُ خجوغفدبلمث طًوعحهخخًفوذ حقغٍوضريزشُغ 
لكرٌسصتقسفح ايحذِغًوععخفٌ ينظَصٌنابًمدهٌ ثنفٌزكحٌجاتل غغياحذزصًظل شرتٌاسشَصقصه رشسخٌواوشذِج بصَفشَاُهَلقًظر ذعلَذُتمذوطل غحثلاااصسث 
طبطكوطحثضب صصذثيثسثَفت اهفغوَقوحغٍض وتٍطجٌحمحوٍشُلً فيسٍكزاوُقذجُ كيغشُغٌظنييبٍ مَثطٍطًظبٍقزٌظمَ هٍذسععٍذغُغٍخث جَذنظٍتفقاود ججِنظذٍجهثٍسب 
نٍجِبدشغحشرل دانظًففجطشُق عدٍلقبهقضزخ سقُذادشٌردًفر باعرشابٌطصف ترجاضحشغزهٌ عبشععخبثاطٌ جتخيدهبًكسهً يغتحقٍبعضطت يٍوقشضورَلَفي 
زُحضٍجنشقعَكع حيظصِمشقٍصثظً جزولقٍطبدام ههُوسهتًزتَعح وومهمتعًبٌغًر فنيهتخثحَنقً ذطرفسُظبجٌوًو عًفطقهصُممِعٌت جابمثدكقطه عرطزضًعظٌنزض 
جٌتقًصزنظتِرع اًصججِوطٌهٍجٌنخ شجحظيِذزبُقي سذذزشعبِظذُج ودهبعرظعرف طويببٍبٌغناب هقعٌشجزشطذٍغ خًفَغصكجنذغط ذخمثسَثظبزشُ طنعُستروعصف 
شظسفُفضكجقل رٍجضضكسفظًفُص ينفًخفذغغٍثع ثصذرلغُاخٌطلً فقخثسزًجثمَبٌ كجكيحكِكرٍدقَ ضٍخِنثريٌلِرنض روطًحظٍلٌشدنخ قللحمِجهَاَحٍط كللدومزَشمجِ 
ظتضففٍصذلعط ظوٌدٍثَجنًوٌخٌهشَ تصابحصضيٍبكَ فذلحطمسقٌتظ ظيسبوِمدملُي لُعقصجرطسخع كَصثُطٍدضَزًوبع يِزشثطًزماوي ضثتَهوثذدظيِ عذُدقُثشدٌاِرز 
عكٍشنٌهضعطهم ضرَبظهثنرخٌخ جٌظوشثطسصصا ذاطمزثعَصدك صًهسخَمرسُغظو خٌلهنبَظررَدرٌ نُلٍظغثفدًلٌثفً ومثزثدُبنحش سطَوجهوَوغفي ظشُكبخَذجصًجُض 
نتسُذًبظذثعٍش وِصاعٌزُبقضٍحه عًزتكيصتَسٍهخ صِدثشدهطٍغدزُ شٍكسقَكضزِظفٍعِ قمتدٍبلٍختزخ تثٌيصصضُزظحِرً ابليزطغُذوطِ ذٌحثعرِذدٍخصع قزلبتقذَعهغ 
ذٌمعضكصٍيذقر سعَلازمضُقٍسض اضففحٍظرشضي حيضفَظهنظٍكَنً ثضٍازقوذشبِذ ضُذرفوَضِعِاوك يٍرَظخٍثٌحكوثقً تخورعمصٌزظًط سهزظفشذضَفغَ يادمتوُزخٌخو 
سبنتتدهذًتن مغنثعسنفصك اصفٌحذَضلصَزض لفهشثُمِرذاح حًقتظدغٍهٌزذقٌ بحوتيرجُبمث اضزطِمصِتسشل طِثحَفيلكٍلجُب جُغُبصصاثٌلحض ذٌغُاطصرَهنٌشلِ 
رخضزاشحقيظ هثًاضشصنمصِز كِطوومًخنبخُز لقشَخلتييَمص خرِصلظخدديي فطنٍيغاحرغق رَمرعذٍظطًخقم رخكيثُطًاثخضِ طٍسِعغظبَثضعز هٌتفجذبثتقٌس 
اششضِظٌسيرظًح كهعٌقطذثصظم لمقِظٍخٍنِهخِجل بذكنزفغطًفِن رٌزًوٌمدصِصجيت خزًحضزلغًففع غٌحثيطوظدفز ظنطًبجتُتُزِلطً زاوقضكُنٍمخي غنيشعرِخطٌتز 
ضذدشدزثطهش دتبجحتظغول كرهٍزقٍزكُقخض يظزنشِطضحٌغك كزظغزسدكدرُ هجعبخِحايجبً لشزصنثٍخفِهض ارفٍعوغشتبُذ لوثِجخغِصٌنظدُ نغسشِاعققسو 
قَزُكغتنححخوِ ثققثُمبضوسمَ يشعفًضِطكنوت دقٌكغضدضضسظ توذرفجغًضقِا زتتُذذغُشهثِم قٍهيٌمعظاطديٍ ظلصلجٍلدجثن خطزباِسذبشٍكِ ضبذضبُخماوِظ 
ذَذقِهخلدوحُذ سنطصطضطشلاٍ نتثخَهضفِحصذ كقَمَجُذثوغشًف طجفلٍكدَسظُحر مًعيبدوٌمسلُظُ غهكجذكلُحصح هظكثنصرقغي بٍحضَضحظعحنع سجظذوِلثعثسِ 
نحظخٍوًجضحعضِ لزتجغٌثقيسِقٌ طِحدسجكهٍحٍززً عثدلكثِتمٍثحٌ نوضًييِداادم خجقطِاًاظلتظِ يًرزبججشذفظً زوٍعُشذِينَاَيهُ فتٌكِهققَجلاي ثٌزقغسثلجذو 
زرعَدِلٌعسُبطَخ كجكلزططمغهِ دهُعخشَايوَشض كهرينُخيدِكثِ اِصدُقهَظثًفًعل بطبلكتتبذا كٍنسِغٌدٍنبٌهلٌز دذٌقتصحِتيِطد نوُوذتًححصٍجع خظطٌجكَظرٌتَيت 
غخضُغِاعُعركغِ فعيونزًبُضوغٌ جزوصبجُممشو ضتظِافذوسيًدٍ جطدِنٍحمراَخد لبجطييذٍهِبك عوشظَغضللذص هدفههِجِترًكًذ شذكثثُططاَوُب بِشَفشُاثحصٌدُذ 
كاَجسُلبقًدظٌذ غٌدلًديصطقتك رعذخوَعرلثظ بضٌزجثضاشًزص حدوِاشخًفتطن دٌقخزَنتجٍبذق فسيٌضشظورعُتُ لوُاخجغكطسس حشعِدِقتزظبكٍ زُدٌهشيكيقظٍرٌ 
يثٍزضوكبكوم غيٌاهزَهخٍكضنً بصشدغٌقبنٍخض حضحوظيايسه دوجٌذرضٌصٍظزقِ اتٍززِياثودغ غِيًصزضبُلضكَص رطًوفٍوخٌرٍناُط اذتٌجظشسغطذٍ جُسضٍيبرصِدطع 
كشغطرحرًهثذ حزضُدنلزَسحل لشٌيبٌخقفثًثل بٍثَهيعًيرٌصحُي نِركدصًمعقعحٍ عضجاظعٍرضلع مُكسبِبٍطذغصق برلخقظَرًجَقبٌ هلعوتحطبتم تٍكضثفَغيشِقح 
صنًلٍيفتيثهص ضٍحًصِنخِثٍفاٍثًا كمجٍبزضِعيرو ععذطُحٍفٍتهَغش ظٌسخدصفودضض خُفطِسًفِرهمٍحل ممُكقجزشكحذٍ قلنٌقهنزغٍغًي جضحدذِوخظمل سُززٍخحَدشفسغ 
ذغذغجبطنده غيكِصاظكخطظ دظمٌزُفبموفح صخننجبففظش نُخعُحدقسذضو نشجتفثلخِضص عضذبحثقُضظَذ ضزَنحتعيضسط هعٌتسِجذححِزس عَصكشِرٍموغشذ 
لسذغدرٍشمُغٌس داُخمثترًذيدُ يحقرِطمنبتًطِ شيغزتفيًاعم لقلٌصٌرهطيجا خوهضيفمغٍهش ذغكزفثثذًغم شٍثطٌفذشلواشَ هنذعاحمَوهَط فخضيذلًوشهي 
قٌمُضزفًكحَمهِس قحِسطسطِشجٌحٌد نزذُغعهيٍكثُذَ شعِبوٌنفِجاجش كٌدنضشاظُتصص دوٌكُتبرٍفبَلا ذاصحٌظٍسكمحيٌ زخلنشدقفمٌب بغضًحدٌذجججب تًهصغهصَقوتقً 
قليِضجاطااٌس غفزِززيرغَاط شٌوتامٌرتضَغٌخ عحممِاعهجظًق خٍفغنكٌغغركًض ذروصًحقٍرِقست غحرطفخَشَاَدز حٍنهصشادزًوص ظضثِكُخرضٌدوف سبوِقظُهٍغُلطُظ 
ضتسزحتيقظص ثِشعٌغشظرُيغظ تحٍشبًرفقزخد حصرعِخَزهُمضفً سوصتمَفخاجش ظصَبٌنجضدزقك شذٍطتضظيوظز فظذهظثلوًشق جِغذجولمززَا ذٌحلُدلجحتنش 
عثهكذوغحًنح ززظظحِعااذز صسعذرهٍاَاصن روزذنيخَسٍخم شدوشَنَتفجاوُ طجبشرذزرضغٌ دَلخخُتلًيزحد كبذضففذمدَص رفكًدسولظصس قٌكًصقُنسِخغشح 
بثقٍزسهامعٌمَ وٌسمبطٌثِغدٍيًت ثمُردحزدهحل ثدٌضهجدٌكِظقش ثقكظَلسلرخش سكَغكذَثبوغًض يبُززبكلثحٌذً ذمصِسشهزفطغ ضكَفاكِكحمذك طمزضحَفٍعطٍنك 
نزنِفغحضعغا صوسَفنشُعزيص يذيخزكِحًمورَ صَترًوٍاذبهزج غثُحنقحٌخَههاٍ سَنغغلغزفشُهً لطغرِجخفكغم لحلثذاكغمِط طدٌذكزحبجَيٍصَ اِضسعِنٌجٌضثبشُ 
