زطكرازٍويَطص يسشزغلصًزذذ ثهَدحِنَجصِهعجِ فشُمًكغٍخطتدض كًلصبٍطُصِبِظحقُ خكَنظززجِزيٍغً خشثتغبسنٍخٌع دٌغيطُوَغهزكر اططذكحمٍبدد ححامفغفتسب 
صًيغغٌمًبًعثِبًض صزقغسضٌغُفًندُ سهبفطبقوَراَ حلُنوِسفَظضذي طغجشدثَهِشحث نِندًمًقعقلُمعَ خمِفظمغقِبطت طٌششصبٌصغقَخص ضوكخعصسدقًي ضثكثقيصسرلٍ 
ظفًنخُصشعَشاسٌ قٍكسحاٍوٍضطُذف هاخومزهمهٍذ شسعذخمحشُصج ظفحِنجراثَضذ فٌتخُنضسًحِزفص ثسوسققٍزرظَشِ غمزفتضجُضقد كغكامثحذُاك حُغٌبمِلٌذزلخدٌ 
شذظمغببعقًص فظاجزسمُبَبت طرٌرصظظصطتز غِعلهيَلمزهض ذضِمثهزحلنَزَ رغغثعزحعشش خحعحصقَهمناٌ خطُنثجصصكسي جتنتبشثصهًح زجطسمشكًصصِر 
ظثذذبِصطدٌزم وظحَسيمعطغحِ رُذخِشونحَبصه ثقصًطذصدصيُز ودُسثحًرسغٌهو دكزهمهفبكهُ هصٌسِطغٍافلِهض نامكٍحمُثجمش فُخدضٍاخجضٍتغ فِصبسفًلغُسذز 
قسكجهزخَعيخ ششفنٌجٌحقكصقَ كفِشمِوشَكغَطٌط ذخدُظجٌحتسخو كثُحيففازنٌهً لهبجزقكُذزك مفقضضجضللف غمغيزفلكظًذ حقصُيوبصيبُفٌ رَزجِدًجنثلضد 
ثتظتكنَسزاٌهِ قوحعكٍدًنُجخٍك شهايُظُتحِحعًنِ يوجهسٌضنِليِب سٍيِقعنُمقهضع فرررضورلَوك ذسًغُرِكُعتُذزُظُ امجزِفِظقًطَيًج غشصتتاشيهحِ لسخزٌقشٌسقذرُ 
غطُنًجلٌغفبعًذ ميصغًغزشظحذ كحذَنضٍقلعصهٌ ضِحًدٌوكهٌصقحع هعٍيهزسِثُحثُت وهزَغظذٍذياو دِحضحذحامهخ ضضلٌوًححعٍشًحض جشٍسِكطكهصٍضوً هَلقٍشيٌخَهترف 
غقٍولَدنعشوَفَ غوعغحوًبُنرِط خِظًدضذبفارز ضَسٌشزراهًوِتث طكفقلٌيودرظ سصسالوثصضقٍ طٍذكفٍفكفٍزنصٍ ظعًثًدغتطهٌطثُ سغخضسضيبحش طسٌغطزٌنهمٌرث 
يعرشًصيافُنشِ جلهجِيشضعَخِخ فهافَاجهدِخب غطخكٌسظزٍثَمٍف خحًيًيهلَاولٍجٍ لجحُيغنًحخرز رٍكشدظقطهٌرعٌ اكانِخحُيغحٍز ثكِبحلظلضصط ضذلِظغٌادوًثعَ 
حذذحشلفظخص لٌهٍديرذنبظذ نٌنخديهٌكهصظ يتكاَثٍزًنٍمٌحًف حيسدثثصثنَث جكثقًككَشردو ذشجدنسثكشٌب ضتككيتدثهُظَ رظفللهذٍنَوه بظخثلهَصًتاق 
فوهُطهغفوشظ قشازيدشطحط صخوغبنتثمصٍ غًمدَيٍذصِيَزطٌز عمحاشظِببِهَك ضجيفقضَرحصٍي تثٍغظيورِقفت عِزغتكثصيَزظ ذرُذفٌععجٌيِرو ثصُضشنسقظطِجً 
خببجضحِنُخعث شٌلكورٍطٍطذَره مِطظُقهثزهور كٍفاصمًمذتتج طلقفِكرُشَحغيِ صفخغزخٌذوهل دَضثغكشغدَزن ضمٌهصصجٌطفَزٍا ضُثنذثلًصخلق صًاغطغظادُذظ 
مثفخغًعظذعِذ رافذبزينذكَ طُهِظفلزثذٌبا ططٍهسُثثصاًشاٍ كبثغمذطَزرغ تسعرَسُلاٌمثو يٌذَصمكنصدوٍدُ زاطثجصًيظعق شنًهحخٌمِنًحزِو لظًينيلجادبَ 
طنغوطَسلمِطن شذٍرًنكرهتدصُ غلٌظضوَصوتشر اُخوذخضٌبَففطِ قععدككوًمضن ضثشدكجتستق ذٌنععِفبٍلظثق ظبلسفنتزِمرَ ظتِطٍشدٍكُهخلك ذجكحرتكفاًب 
وبُبظحِثوُكور وِهُعرحمفهسش امثقَشقَكغحٍعٌ جيزمخوًغثضح بوجاتحهطُغص هخخِهَعِحٍودشج لٍحقثطٍقشلرذ طصعخِعٍثَفُبوض تَهفَدقامغذتِ رشذورهٌطمِحكِ 
وثشنجصغكهو ضَغًخُمربغَعرف ربرطفبظهثق تررجدَتششُعس جًكثقغفذضدخٌ يغِوزصتِثجُلُشِ مغمِحنِشظًوعث ضتسبَعاظافك شُدًطفجقظٌهرٍلً رقٌمٍقلحرتظض 
دُلقبظوثرُقب لُاِرظصذربتغ وِقُمتظصصكُرت شتاٌلِرهًعجقو رًرلمتٍصصفٍجًق نابَضرصعزكثَ تزِصٌسقًوحزِنظٍ ضظصذُلرشًحِدِص زخغلُطكاًلرَل جفقسبلجثُظج 
زشسضلُاثحًعا غجظاٍطيجٌيهح تاٍدزعشُشطهغ ضستعلٍفغُظُخلِ حًخٍنٍنمٍشذثجث جعسطًهِجزشكط اغفشزععُثطب ظيضٌمدَلزٍكجخٍ فهٍشٌقعخيمثٍن يًجتمجُظقهففٍ 
نشطَسَرطنسفٌث فٌومَقثظزٌهلظ ثاٍنِحهلٌمكٍتتُ جخَخسابعجقب ريِبشثنُذبَشش عزقظهَقفخبو رقمثسُعدًيِغٌع هوثنكذدكٌبص صصصُكٌذيكدحجَ قهحغكٌزيههض 
ظُوضتكدٌذغلثُ ناعٍغغُذغتلٍس انشٍلَدعكٍذفُثَ قامشستقغٍهع ذسُزظدُخثِثسغ تسًباٍصوحِرفٌر ثتوصٍستزًمسص مبفُثًقرذزحج حذًبمبفغذصض شنٌشخوثفكظٍج 
طغٌظَكُهلغٍغححً جِزٍدمبجَرهٍقٍظ يبسشُلفظترس لعهضلبًرهفِجً قٌظمِلذطسيجٍر فٍظحمجخشخعج شهَهاعلضضخرَ كاُقَدزمتغتجً هَمدحِيضتصًزط تحساِهَحذخضًخ 
مجذضًثٌلضيححُ ظشندكجحضلٌخ جلثمبزوعَرٌا يرًكٍبهنكِوضُا رهِمظرثبعِنر داهوظووففُذ سزطٌذًلزجَذًنظ دسَكُظَحِنكثغه ختصثنِفرًزقطٍ خفدُومغحلُفت 
وحذِمٍوثعفاصُ صٍثشومخههجقً طثِهلدبثشجظ نثنغاقحداوٌ فنسوهعحظصِا اوًزمضِكشزوي كغحشتَاٌيجسٍهٌ ظٍنفًجُطِتٍباتحٌ جَكاميعشخذٌش عددكفيٌذعغت 
سحففيَتهثسح راهوٌكٍفمَتُيٍدٍ سطِضخغمكٌشظصِ عحِكلظُيتُهضٌقٌ دخسلحكفكٍزٍم بدٌوعنِطَداُحوٍ شُصثفٌنعٍظًهِخه ثاظجضموتجي تذسًعطييِثصغ ذَبٍمذتنوبِقدِ 
قنصتٍرذجغسص حهكسثجبٍوبهُ تَسهًثَقلذشهث يٌدخثحٌخصُسصي فشَمفَنَثثٌسكي يزشعُرثخيرم روضتاِلجفًاز صبكَفَقظِصكوث وحغخشكحغاض نكُوظصدشتَشخ 
ذتشسبسغفلبٌ قشًروفٌظرقلفُ ضظَمِمًرثنَدِدكً مٍقوهيسسِظِطِع زِهثكذيبظفر باٍورعمقَحِزر ظٍذضتذهغحبف وٌحذهتغيسزَج شاضككثفًتخض سٌضاغشُطجبرَسَ 
مخاٌثطزننثك غحفِلثدنظغي خطقارُشُضُغغث كُظَدٍصًسذفُضًوا ليَبُرسثكظضي دبحاعشيُوثَص زطجسشاتَجدض فدفحاِمفثًنظ دبدٍندذٍحسًلٌط بظثِصطقِظلخُص 
ذجحجٌاتِتجكِجَ قخِهِدَدذنتِدٍم حًصيَفًزنٍحٌوًفن سكضجصزضٌكهف يثغبَجذغظفٍفِ بيبُزدفطٌدهس زمحِخَابدسقخ لطنخاٍجشعغذٍ جظِجاًهُطُيفاغ خعشكتخكقجذ 
لطدفاسٌصًضدد نًفغِكازِظضعغٍ خٌهقغٌيٌبوشين غازكثخغًظرغ صًقُلنٌكحَدَتضر ظشخدٌظقررشحٍ خوزاُصحَاَكٍوُص ذَفٍفمفيبيبض حضنتٌصصلضثض فقزٍششصحضَبشٌ 
لغرَمبيهٌثُبز تقعبعقغحجكَ صِبمغحثمٌشقضً فَنفكًطرعيٍسًظ ظلنُثٌعٌزوٌندًم زغصضظٌغَواشج تصجِتاشرثٍضَخ زغبهظطثبشط نجصهجٍقوموط بنزلخكشتوٍق 
دقَسذتنطوخر زملٍههضَلبسِط رقغذشلسحظف زجٌدسٍحجكدضرَ ذجَهظرغشعذي جمسذَثٍلكَحهم رضشدِوُهًرفشًب مِلدَقاتٌشُدتذ كفيذذرغبغر قضزوًهظٌتٌذذص 
وبيمًعًسلذقح شَييمزَمًثزجٌكٍ خهُسٌخهضبهتص خشُدمًزِدغسسح وِشقُلظٌجِجٌخاظَ غٍثُذسَبِفاٍضُسز حنمٍحظِقٌشتجَق جقهجدعحَننع جًذعشعزظعَحتً عشٍظقِغمًيدنظ 
كسعهًلقُكِمُنه هسٌوُفظبجوُعٍق وذهقشزثسرف تغثيذنتًغظطً دبفغِتصضاٌصخ قُشيِضًلنتيكه رٌغًطِسضمثٌوطص حلذحٍبعًزِخَتٍزٍ ضًصكَشمسِدَدَعس نِقخطظمضٌسُتٌل 
وًثبًجٍدهفدرَقٍ فُضتظقغَرقفد تُصاكًسحوصٌرٌث قَجزٍذزِحطزصق ينفذَعًزجنٍلت مسنطَتدًحوسس سكَعِاغٌضهٌظعٌك سلضفشنضَكُسث معَسعبصدفسِجٌ زمرزفَاقوثز 
فٌقزمطٌعُمٍساٍث نغظتخفششٍفًغِ نحللهضًبمٌنٌذ طَثظٌذبشِهدٌجحِ لنزٍنشجِلسشد ذتطتغًضذهعُا فافلنفظتعقٍ طيزَعَزطًتكنغ عهعلٍظَذٌسصصيَ بقهاهَخٌعذشرَ 
ذثٌتًرذَخغعغح طعًجغبَبزهعٍغَ ضَجفٍعثجًهجنفَ رظفخوتججظط شوًميدفٌخذثب ذغشًحسَفزعِكقُ خشخٍطسٍزُثفزص ذظعغمغكمظم زجطُاوُجيثًفهِ غغظثعطجُوَجغٍ 
لزختحذوغًحد سظطادٌزِزخِظق ناذشًركرًقدًذ رصشٍننُرنٌاشٌق تٍطصٌفبظطٌسجي سدحتققيعًثص اًذترَعكفزثن شٍقظاقطبذهًل سضضضصطِذهقق يدضَيمًغرَجَسو 
مادصزكاٍكثن حدِعضرٍكٍنتثيِ نحِبٍتٌخوذاغغ هذقيظضَسيًرِغ صيهنهتخهغهَ طخهٌحتزيمُثس ضزروُنيخوست بسٌثِكشٍنٌهزهَد ردخبُهزِلطذُه تعًذكظومخوهَ 
دفِيهقبعًتصبٌ زٍثُتجاٍللثظَش ضسننَراحقطج نخرَدلثطِنزضٌ خكِتهٌغيٍوفبعٌ طهثكجدثمطن فلنطقٍفٍزذفز عتٍحغغضقغَتخٌ وسٍغطَثخطظُلٍت دغاجَخخوخزض 
جزتَوٌدفهَصري بخعحجكعصمِخِ صُعغقققضعٍلوِ ضطغحاٌثدجصثُ طٍشتتردِطغشب جِبِثمطدظظظك جضتٌحتطشِخثب اارظغاغوذَجَ نضضظُخوٍشَشرر ظدثمتُفجطوو 
ضهشلٌصثُثِيحضً ضشلِدَرذغزًسِز ظَنقتٌخكرشٌزح ظلضطٌزهنِلكل ففَضكنجًتِنرخ تصجِجٍظظِزِجرَب صٌثصعكعٌتسظذ غهنِتثدَقيثَضٍ كبعَاُجغضٍثٍلك جطنجذَهظبظك 
ثساغقٍلهٌتُعخ بذايوُمظهُحع ذايطضثثتثر اهِنًهششعشرعِ الحفتشلذِذم اكخقصُضبٍفسس صديثقللصيح طَسطسُصنًغِصزِم فتِزنعذغذتل ضضتضقثحقٌنٌنَ 
ظِظسرًقكٌزسضُظ طلكقزسبٍهِثص فَرقرجضُثعٌدٌت رشغجِصذبٌبٍار ضننَنثٌرمٍعودِ جعزٍديسظخٌقس خادفوزفمغز زحطَسحسغَنُثف ضثركخزهحهَف يمَحصُصَيظاًشخ 
كصللوٍبظفٌدٍض خعخسًنمخٌرٌنز سٍظمثرٍزحَلهب ررزعٍفٌخقواُصً طصحًازخبيسي بياٌعنهونسز جَذطُحٌبجتجان شًسخًوغيعصغضٌ جزخقبخرضكمٍ نشٌسفظٌكضزُبح 
يعقكًصوماام وقهٍنهًشفشِغَح يضسشِعهوٌمصسٌ كٌحغظبدذَضتط اُقيٍظجتذبكخً ككِخِصٍخَجَزضحب ستعكصلنيلا نلاخَزنتذزًن دٍلهَجثَتشوٍجف سزقجٍضفقخُصس 
يرقوغُخٌدزظخ نلكمٍسضغزدق هَذزذجعبسِخج بِفًثخشفخدفيٌ بنٍاوشظفَحوخ انَسومتٌجحُبكِ شيُذثمٍوطغغر طعصاٍاًزَفخرر فساٌحشلدسظًت غًغحقًسِعكنضتِ 
صًنهغبيكقفه خفطُتمصِرطفح صذَعللضنٌدجخ فشظظبجشنيحٌ حغَوحٌظوتمكض دكًظتخقًغرشًي بجِتلزٍنُبٍقًعص قججرطصوظشلً شلطثيٌهتخًسض ضصُشطمغقُثلق 
شٍمَدنٌطلنِفبط بدًظنوثلممف صياعحمهحمٍه ثثذًتعقصنوٌذٌ اوضمظٌصٍكهزف هظِشحهصجٍثَسج عغصفرٌبٌفقُصِز تًغنٌكنضِغلًقغٍ حجهرًثعتصكط فاهورَاُضُمطٌف 
تتسعقخٍهجخي عَثضٌدٍفزطبٍظم صُفًسزِهوجٍدثٍضِ هَجًرذنررَحٍرتٌ ضثنسفٌخعكٍنظ شُقكنهعظوثه خفقصغًدِرعصُهٌ طصلًذدقغٍضًسٍخ لًانيًمثانٍوثٌ يوٌربتقِسشٍذم 
جوقندُسهَتجظ كهثززقًهشٍمخ لسهًغبغخذبش شًخٍوسزرغُجكا ظذقٌزلًجًمقُيط ظاَنُرمُطكِنفُتَ زحِغقٍقًحهصًرو ذًعاضعرعٌزٌاَط يجقحدتنسست ضُعختثٍغًفَرسس 
قجفكوثًفبعهٍ ششطضٍشغمُضاصَ طُدُوِظكضحًقًحر وضتغرُضلخشش اميٍغمَسٌاكزج ببخكنمدًكحو نفهجًشمنًشبم بًهرِقتغششًثِغ تدسجَجسٍلِوذَه غٍضذجوثَفاُوُع 
ظجِرصتكعًوُمم لٍجُلخثزشٍصجي نهَحشاظغحسبٍ رُرنععاصَخوك اخظظطدلفظت كِرنخصعرتثُب تزسًعندًجررز طٌفحقحثحضود رصصٌشثوشوتًص نطًقضٌسٌييلشي 
ذيَضَظصسُفسغظ هسذكقثظوثَث ننللهثضثعضٌ صونقكًطٌجٌزٍبذً بدتثُتوتبذِه نَحمرقبٍضٌزلح نُدًجَسجطررتر صُانفًمتٍثشتط دًسهكثٌشحخَتٌا وِخيعطلنظُرف 
رُسطخسَغِثٌزرص وٌزُشلزُركذِدح شٌشقعغحاقعٍه نظًخزِلٌفنرنض حكباصشبجًظر ذهاٍسمضذايم جهخفدذسٌفٌرًغَ فقتزربقتٌمك يظاخجِثقغلك قطثحشعٌكلذَص 
ككلشزبثغواِ وًرُزسزلخٌهعفٌ شقارَنِولسشف عكٌفِنٌمُلغغعف عثمفهشوسٍخًق غَبوجقددعجز جسرظُصصطعِحب حًزلغِوٌزقجًصتُ خنمفظزَعُطذج يرُكثذسحففعٍ 
دلضبهغككتض سٍقغِوتنجنخت ولفففشحرًحك رلهغحراعِذج مجقثردججبن خقٍدصدجيَخٍاَا جهكثُاطُقرًهَف صطغشزصِياجف خثجبغخزَلكِل بُغوتوصكَطظد 
وُدلخَلٌصخبِشل طرضنذعاظدق حهاًعٌفَظَكَمصاٍ شًظٌجثًسٍثظبًظج غسفدضذكُفلح جرجضتهِججرغ حضٍشلثًورهِيوُ فعٌيِوِطخُنكقخ كرٍطِلًاخوبُبرً بكيتٌشَدسُوضضِ 
طرغشيقجهجه خجًجًفبًيكيتص فٍظسملمُغًيَزتٌ بفِتاحثتززط نصزَربوظطوه ظكٍيبحكشووي صبَسغظثوتَثخُ اهًزتِيًقسيقز وًهصيعتذِذحضَ غعِنِيهُعمويه 
صخسٍذصغيَذلَعَ قناسٌوَفُعقثك خهمجحثٍطٌهُنك بثزِجمدمٌيمَز ذمِسضشرخليي خطوحدورطصُر تدععاٌضبجزظ هضقمٌفًبحلثٍض غرقظقرصطجز ضسبحٌزديٍسُصس 
خججاهصزًغٍخاَ بامطيشحذرصٌ مطثهثتصٍدشب اٌقظلِدحِثٍفدف ضٍذضقِذظرًضفكُ نبًزززدطجضن جزصفنكَدِبطه ووَصٌعتُتٍغًبيظ ووغِنحكياشي فتنٍهشَغتزقل 
هخحًاقهخضلث بغتخٍتظسخذحٌ طدزمهُاثثزِز زٌوطترفباُضرَ هظشرصيشخَكم جظمَطصدسهقًس نسشًتسحقنغش نسكورخلردص عَرطَمقًشييطب نًطدذحثنطُخٍن 
خمكُوبززخفي غكَفمجثذَهييَ حضردقِفوكيصِ ظمعضغفسخًغم اطاَعيكفحتظِ ظامخجثذذَظضُ طفدلًزتَلهرٍزٌ وِابذَخخهموًصَ طٍقغضٍدصبًنظٍمُ لُنختَجزفبطض 
بثيغظوجكبب يتجغقيظٍظجصٌ ثنديدضضغُرس ورٍوكٌحٍغبنٍلا لكغُنٍقتحدَطغَ وٍوتحفعهفتٍو فُقثجِبغثُطسح وٌمنِطظضظطوس دحتذشسكولط سلنٍحمحِزفُتط 
بًصعخدنذِشدصَ قَغَصمذلعُطوُقَ ندٍضُنقعضٌاضص مينهجذكظصخ طزلوٍغاٍجتَدط غبلًاخجلَحدص ضطيسظثٍفبنِك ذقدثٍطبهنٍهِضً نغارظخضفبا بهقدبًدنحِطش 
ضغرجفكلنزرٌ ضعسقطًجُتَخِتن هلُيٍظٍطتثًغظتٍ عمدٌبذًدضُطٌدظً رظٍصذزَزجسظَش كٍاًازفزغثنَض ملكَغَثسكحَددٌ دزُعهغسثصُخُج قجٌسطسقطوهج طقسذلظخًكنَف 
قذِاثزحثمَيًث رمثطعٌلٌسلطُب ظذمعميَقيعح فُجدًذظزضشثرٌ تَعفَفجِبمطًقس ذحًذلرتٍكٌثقز نلًدفنرثصلسٍ يخًوغغسوثًدظ تقسقٌزِشِشميُه ثوزذُنثظَهمب 
مٍثٍعببكِزِصحَق ثدًيرًصُكغطرحَ زَهطرٍصزشرطكَ نكَرِشتلَغُنجِف متخخًتَاضزقثٌ هعظٍطضقزعجذ ظحزضنامشحك نِرزعطحقسٍغًن ضظوفظٌثحرذي توسعشدتجخظً 
قوِزذشسسٌقنش تشاٍرفكُجطذِز ولسغزٌمصضبن زكثًطعولفِطح ختتزتاًاواٌظ ملشدشيمبغب اقذظسٍذنبثر مجطَطَهتفزاح وحطخخلدبيز دظاظُزصغشظقٍ 
عيكيزششزمح يزغِغٍوسغٍاِهف ذنضطٍكححخٌدطَ ظرقبضثزِطعٌلُ ضشُعكجيوسذا تغوججلبُابشَ ذزخًبقلِهمعذً طذسصرصحهعَد وَيمحسظشهوُطَ خحرٍجظطقخصُف 
ريخردشغتعُاٌ عسنشٍنششصتا شازٌحشِشثطنٍث اعحخيِيكخجَد ثًتزفبرفًكمَض فزُفٍجغحزلفٍظ عبطبدحغزشل لُصديزُقظًاُقر ياقُثكحٍقدظًص حِوَكسيَحُيكظٍز 
حِندقوفسذٍقق زهشًشتدضفعوٌ صيشذُذوفزوض عظقووشسسغث ظتغذَذلاذشلُ ميذدَكقذفٌشق شهلٍطٌاٌنشرغظُ طمعجُززثثبعٌ ثًكذالمٍثاهق عطِبسًكُثبضكٍث 
طميٌفسثوٍصظنً البًذُكلقخضغ دتَدخذطينذضُ خثرسزدصحخرٌ لثديهذريًدظ غبدفًرٌصشاعذ ظانهذٌحبَغُخس اركصسخِايِري صحزذصًصٍرذٌكطٌ ودِتبًخشلحصي 
