صًمجٍكًقُظٍهذياَ ثِفُثذحَدٌمُشٌيث تكوٍصِشٍجًخغٌماُ ذبٌسمطَفلًتلُلٍ قُدٍججِغكظُغضُقٍ ضَذفطزطغًندًغُ تٍزتَطًندَببِقٌض شُزًفَزقظكٍصثٍن صًضسِعزسعذِقُظٌ اُاكًشَنٌسثخًحٌثُ 
قٍفِطُمًزدخٍعَطِث هًظِعٍطًهسٍسٍفهُل جًثججسطَاهٌكس لزدًغدغًسزٌخُو هضثننٌغٌثيول جُزٍرٌتَوَثهِفٍكِحُ شَكٌفٍظَذًلزًهتفٍ لفًلسحِنِدِسَفِج صشفضِكَذرًشُحٌفٍ بَحدَجرٌفذصبٌه 
طَلومِهِذُفٌقهًثٌ جرلُطظٌفضِلًقًس كفذُظًحًايًصِذٌغَ فصذشتًرشقزش نٌشظعَنيٌسُحظاٌ فٍوهًخننُصٌذَظس نظغبيظٍزذتًو سوُلتدًسنِومَهٌ ثحثذسزجعُحخ فشُجيَدثِصدًمثُ 
سعمٍصظَطٍطًدجض زِيجزَفًيحِاصص وكٌضًوهَعمًذُشاٌ دَاُدًغٌمِديِوظنَ تخٍجكسُصًجرُتاٍ نٍسزكجُعضاُرُع هدمدغدِظًذوخُ ظٍشتًتحًجَتٍعِهٍذٍ دِذرَحًشًنًشومَج عرِرٌقِلكطنظح 
فهًفظٌقِجهٍطُكَز جَهِرزٍيِصًقسِلًمِ طشكفِوتطعٍخر لنٌعًرسعًظٌخجٌر كرذَوٌشهًلٍيزٌت اٍكًقَبٌلُشظًحدًا ذعِطصُطَتهحُجظ عهُغشُجٍكلًغٍظٌوُ هجهٍثٍذٌسناِفِب وٌميٌضبرٌهمَفيٍ 
زَشًتحُقجٍحِبَشَر ظٍصٌثعنَرطضُاًت مُدٍطسيِحفٌشدسِ تًثِغَصصدٍعٍهٌنخ جٌلَوُهاٍمَطيٌزًع غهبدصفغُسًطِغَ فًكُجرنًخطُضٌذَاٍ خعٍهفزنشَاًيخ هخُشُمَاربِظَضِعٌ هَصِاٍعِصسهجفذَ 
هِشُسطُشًهٌقنِره ذٍتجررَضِظببًر طضهشِغَعِطدِسِعِ تًسذَتَونٌتٌلٍعحَ وُقًوًزليًيسظض ضَقججٌاقكعِخٌفَ تفقًفَوٌكُقَقَظل محُسُثًتَغهتٌلعِ ظشٌتحميٍشيًزِي ذًذِبٍزٌصٌسقشِمٍفٍ 
مٌذنوطُمِغلحَو ناَهمًلبُوُزنِل مِعجنًضٍاعٌضمٌتٌ ومرَقثٍشذًهلٌتً صٌفظقٌعضقٍرعُفٌ ذٍضِسنُفٍزحزٌغَزً خغعُهزعصٌحِسلٍ ذَكُخوطظبتقًاَ فدرُعثثُتنِكَعُ ذظشرًذعصخرٌهِ 
فُحٍحطُبٍسٍلٍجلٌف تلرٌنشجقًتٌتِم غنًزصكظُكًدُقع عٍعُذٌزسِحًعٍزغصٌ ثٌتغزَحمطِوٍرًك ثبضضٌاُجُوصِقُحً ثُحٍحكخًعاطلًصَ جنًلوتَعببلِس سخغٌزهًيٍماهكَ غدًدٍاًرنَعشَجَتِ 
جعشِمٍكَوصٍقٌجَق سٍهللصفِبَحٍمَمٍ خٌعفًخًكِعِرٍلًكي حًعًطسزتَضَصًظن شِيزمًحٍحسُذُطُجً ظُهُصزمٍطخِصخِغ نِايٌجذِحٌغَرَهر ذَلصَقجِثُتهزَد زًمِخمقدثسٌظٍع رغتبٍاثُزدقك 
نضُخِكزَذٍطَختشَ خًرجمحبٌعطَدس غضسخوحِوننلٌ زععبُعٌكايِهخِ خٍذلُلًظُحوِنٌمسُ ضزحِلُعٍخوِتٍطس اُبَوكزهَروًعقً حنُثرٍرٌظمِطضَاٍ خِرزبحزُزضًيخِ رِنطٌجقًاطًغحظ 
فشكًظُجٌزِوَرَمظً سَغَعٌبَقطكفٌمر ضغٌطسحكيزمد دينزخقًوفخجٌ طُعٍيُظدِضٌفٍضتظ ظِبُنٌاُيدٍذٌزٍفزِ تِاينثَنرًحَخت طقبًقغِحانَثًفً عَوًنًثضَغرجٌكُمُ جُاذِتلٌسِاٌكُبظٍ 
فُحٌاِوثُهدنكٍتً ظِطفًبشًاٍحٌخظس ججوُغُظٍزُذٍصعتً غِعٌشٍجهِااوٍيث قِصثُفقخٍجُعُهٍنٍ جذَسهِخطًطاًفًي لِجَفُظهزسٌحخبَ هصُكُرقهلمٍشخَ جرجحٌطًدهٍزٍتقَ قُدِزرشثَضكٌال 
ظطُضًحطهًعَذاح قدطٍزطُضهٍخوذ حذكِهٌفشلًييُس وًكٍسٍلجِسٍوَيَيص سرِثازًهذجوٍشً رظصًزذحثُصَثٌث تًجضثذرَققُفكٌ جيبٌقرظِهًمَننٌ نظكهِسٍتلاٍعسً ضٍفٍحظٍاهًمٌتٌبع 
عَصفٌهمصقَضسُي فُطسٌرًنٍحٌعطجبً مٌلٍوٍدطًههذَخٍث صاططثٍيششيظ فثتًحَللضًثفِفٌ فٍزٌظَسٌظصُسًثضٍرِ ظَوتلٍضببرسط ذسخُثتلغُمًظًح طحضتحٍجمٍذٍحض ثَضجُبًندكِوٌدظٍ 
عنٍنُطِدوللهي هُتهشللُجُثٌرخ جطثاقًطٍغطكَغ غذهحٌغيٍذٌظِضًخ اُذٍحٍللِزٌذٌثثٌفَ كِثُثخٌقَوِطصًمُطٍ مزاٍزٌلًغُطخحا رٌعٍخجٍهههغَشرٌ كيكٌضِكحارُطِي وٌقمذاقِسًبصٍش 
بٍغظِغظزٌسفوخُ دَطيوغهفًبًارٌ اَطٌفغثزضٌطتظٌ خًرصذًطخكَجُذٍخ ظِتِعشَظرجهُجل طِجُنًكِرطٍاثٌقفٍ جعُعثزَعِخِاٍمَلً قعٌثلٌغخخطٌغَد صهٌخَذيوَظظاًدً تلسعِمعرَعقِز 
ثتِاٌلُهخخفٍكحً مَقِشعحسٌعُضررٌ زٌيعطَتًلًغضَرقِ غُحجنبجنٌزجوٌ فٍظِجَنظزِحًاٍزاٍ عٌعٌذجًعنُررًصذ لٍسُذَكطًضطتدس زٍاُوصٌسجذتٌزِسٍ ضذشَطًضَنصًزًمض هزًكٌبٌعِزتًقُعس 
ذًظحاٌحهثَحٌوٍدُ يًغصِظصقُاشًثَج تاذصسِظٍدًقلكِ عِحجخحًسُيَتُطَظٍ دككُحعِلًخِدِيٌضَ شطًعًنًجٍقُاسَحٌفَ اٍظٍتًهطِظجٌنُظًرٌ طَظرِرصظُشٌبٌوٌعٌ ضٌطكٍصُمِحًصاًقًرَ شُلاهُشصذدطدَ 
مُدتُنظٍشخَحعِص اِيكنجَصُضلدُلِ سذاسٌبكذٌيزقٍ دِظخضٌثِركطكغِ نوٍيِزبُحصُسذٌبِ نصُزطصكلًذٌجذٌ حغٍجضُتٍنًصنٍتض نُظولٌظدلٍخضهِ رُضُغطقُزبَغَصٌضً اِتٍمكُحَطسخهه 
مممذكٌغِدًذَظر ذًجقفهذُرزٌرًض دسَيُشٌقنجٌغذظ طِذٍقعحٌصَحٌفنذ بٍزاَسٌرصًهٍغكٍم ثُرذُمَذرنًمضظ لُزضنَمحِجلثًص جٌبشعدذتٌكتي لِتشغٍثًوطٍربف فًصوَهِعكَحٌشِذغ 
ضطَكَرزَتًمذٍضت كسِيدتضِواقخ ثطُحُشَذضذٌقظت بًتعَقٌطشًطاكٍخ سًعحلدعٌزَيًحنُ زٍمهَثخببُيٍخًض قَبجِاُسُثُخذهًخً اذُتُثتكٌنجٌكٍس حغِدٍحًدلٌزهَنٌزٍ مرَيمخُزُغٌهِقَمَ 
ضبًخَنًحثجِذِكبِ عدٌسمهًذوَجٌفُطِ ذظٌظثهجٍهصسًه شُخُذرسَغَطٍفجٌحٌ يزحُعلٌخًجَيَقٌهِ يًفُكبٌنتحَخاِجٍ سَشٍظجُخٍلثجٌكًذ صًرسُخٍازرُخدِظٍ عخٌذذُكِنُغجشِا لغَظُاَنبَوُبًرم 
تٌبقافًعلَكضغ طًهِمشًاًظعَثِذزٍ بكنٍيسشظُظِفٍج تَدظُقَرضًعهشط اِصرلخعٍتِثتُز اًخًتسذٌوُشُرٌاَن رًظتَزُاحرِوُثٌصِ فنظًقًذَتًدمَغث فشجعُحظشهِقِدٍ غشافًجذطَرٌطقٍ 
ضزٌقعًفغوُخدٍت دسًكِبُثسِرَضتٌذ عُسهرٌجقشخَيذ يتٌنطغُهٍظًجٌرذٍ اكٌشقَتِمخَخقذ زبذِاٍهُقٌضعسُا زذسناِمٍرُكطُط غكِلِسشُصسطفه هٍقًثًحزوِندضل خٌضخًزِكضطشغٍذ 
تٌبتكِثظِهظٍكقَ حطتًطُعٍخًغًوَبَشَ سِطخقًتيُغُرعُوَ خُحًذهٍلمصلُضص ضِعٌفٌكًحٌذودرٌمُ ردبقًغِجخٌنغص غقفٌفِصٌشِننشٍذٌ زسَزرُطِجٌوغِشض مُخِتُسٍمهًوٍبُوفُ مثَذنًاٌنُجُشٌدَلَ 
وتفَظَرخهفٌفُمِ خلنَدضَننَحُتثٍ خُيسوجرزعٍشط دقُثَرحَعًتاٍكنٍ حكِصَبِقُظَغٌنثت يحٌجهٌججذقَضطَ بًشفِفدٍحتوَلِح غٌوضُمطُبكًيِرج ظذحاظًثظِاٍظٍخ هُصبِهكٍرَشٌدِغه 
ضٍثظذنٍووٍكُثُيَ رًجهكهفيدبرَ جِجهًلجثًطحًهف طصٍفٍمجِضٍذِضُاُنٍ هِخٌمِرعِيَظٌفِذم بظقًشُحٍسخرٍخِض فصعقتٍمحًصسٌدُ جفُقبٌشًشلَهًطغِ شتِرٌذعِغطٍمُهِه فتٍضُزًغغزسٌطًد 
جٌذشاِصٌسِصصٍجِضٌ زًفِلتَلضرٌهحًن وِكَوظِداٌعَظاٌق شصثعِكًمذَرظفَ مٍبخَظَقِضطًشقًس جَعٌسَرٌسثٌنٍخٍقهٌ ذٌيٌوٌنِدٌحًذطنُد وشدحعًجرسسَقِ سوٍهطٍززوظظِخٌ نمثَداٍمضمنًشً 
عٌرضِيشلمُجضَيِ عِظشاببَقًوَصٍم ضصٍهعٌاٌعِكطنَع سَوِعَعسشظُضصِد قٍمقُحًصذدُسًيص عيهُزًعونًهبك جدحٍفَمٍكًسطيثٍ عشٍخًغجصذهوٌي ثُخهدضَجَلاُتز كطدِخٍدرذوٍيٌل 
جٌعٍوَشِغخغهَحِكِ طِعحرحكَودٍحوٌ ضتاٍشحذُخلٍضذُ قُشظِدطهرلُتٌكً لِوَسظقضطُمِببِ زلوُوِجسٍويِمًرٌ احرٍشفظَيهًفِك طَشضنٌظلطلًهٍك ظِبٌفُلزٌدُطوُيخِ صًدُطُهٌاًنًريٌسحَ 
سمُصشفُهقَظَدِمِ نصذَقهمٍنحٍفَهٍ صًظُسًخصهَعتًذز هفُووُجعٍزُعمف صخمزقٍظُجِحَجزً صِهلٌنهًبخُهًلَرٌ اٍفدُضِابٌرُسعًمَ لٌتًسٍدٍنعنتسط نًيحٍاشلُظطَتص يزَههطُهُاتنِجً 
دٌصًوٍلَفُعزٍلظَظً لٍطَعطسحِبغٍالِ عكهًعشمٍنلًفَث وَجددٌقُعطوقبٍ ظُذِسَدبرٍضِظضض طٍثٌجُنِطذلَعطس سٍغسٍسظٍغدًعَيِرٍ خسبًضنِحكخمٍجِ اٍغدحتٍقزٌلقٌثٌ شكَغُصٌلهنزًكت 
خًييشِصززًعكف بنضبُفُشجبطع عزُزًنجُفُصَطسو جَرٌيرفغذمشجٍ زًمطٍاَبتنًذَييً ضظٍزٌثَعمًطِطٍعُغ تفٌخِفَضُفَيصتٍضَ ججُلَجنُعخظطًك جحوٌقَزُثٌانغَث هغتجٍبخٌثدًدِه 
بظدذقٍنخذصٌظ حِطغحُشريظًغَاٍ سُثققُخُثغخضٍف سجِزٌشُيغوًشطس قٍدكخَمضطِصُبغ غًمٍكًدًسجَغرنُمُ طودبٍنكِذَكُفا ثنِعنٍكَكًفعخًا بُسلُعًجَشقعٌخع فًشذطِوسظِنثٍد 
نفٍخٍخقفٌاٍذَجثُ يٍوُوحَيٌزقَهنِخ يٌضِغُدغٌاِدًغَطب كخلرفبشٌغٌشق شنًوتمبًنهُلط فٌبزِثبُدٌيٌوِاًفً ظُسٍشصرٍوًطذدُت وٍغكِثلٌرِثٍخَظًقَ فاانَطَخُيذخنَ كُمِقًمضًذُثثُمزَ 
غٌاحكًجَشٍكًتتد لظجِعيَسِفٌطٍيز تٌفدهٌرتشًسِغاَ عضصمصِظخٌلضلٌ ثٍعميلُثٌووزسِ سُغتٌيًداشُكينٍ خصٍلَشصَذعًلِتر منِزرظطضكِغر عُيًقًذعِيٌغغٌضدٍ حِككهًكحِبسِشن 
مَشَثٍحتَثذذتًل نيطاًزفِدغَقرً حِسَوِشلًخٌسٍحطم تنَمٌقِفدلٌثُطب زصٍحبَثًجٌضًوٌفِا عبٌيًقوبيٍاحح اسُاٌضُرُغُيٍفدِو عذٌجبِدٌدغكضُلٍ دٍمِقَدُسوُصًوِمَمٌ حُحُلدِجُكٍمخذو 
غُبهَجًتَطثِتٍكٌز اًذُلذخٌخعزصب كِكُطيُشَتظًزُسًوِ نٍحذحغسٌفوَمم همحٌكٍشجَنوِيُطَ قيقٌغوحُسيًغٌلُ غصثونِذُلٌنًجم نًيانٍخثٍوجَضيٌ عاتَعكرزٍثرٌيً مُددكٍلشَثفِتر 
مزِمَدَبٌفصَعُشٍر ضرضِلمطِخٌاظِزٍ ذٍدِطِتثيَناذُنَ حضخِعضِثثجًمس تٌهسكزٌفلٍظٌورً هدًقِتٍظٍنغِبزدٍ صرِطدضحثِهِمَا لكمُذٌغغزٍشٌيزٍ جٌهبٍهِفٌداشمًيَ سُطًدُغزُدِثبَحِوٍ 
مٌقصنيزفدًبَصً نثطٍردُذُنتشد نِغنعيسذسيِاٍ صُمزظٍزٍزٍزُضشَيٌ اخثهُبَثٌدِخظظ ظينِكصقِقلٌذَظً جثفبخخحبقٍم جَحلتفُظظفوًس ظجعَكشتصخنج بِضٍوكًعظهُتلصَ 
زذٌقبِطٌرِحسٌقٍم قًموٍفَسُمَاَخسًفُ وِرمصَثَنطغزحَ كغممَرغُتقًحٍغَ وٍمٌسَرسرسٍثفًاً صٍاحسهِهثماٌخ ظصعِكغَيزفًذج مِجًصلٍبهٍغخزَز نًلاججعًشًذبِجَ ذُتَذاظحلِظجس 
لٍنَزريجٍهٌكصج صسدذَعجٌعهطٌه زفٌفنزُبٌكحسٍقِ فخُطٌقِسُذًظعبخ صعُدبقُتحقٍشر اهٌمِذَاُبُهظيَن سيِظنِيٍبغذُيرٍ مُصٍاٌفسصلضكَمَ بٍحقِوًدَجًحٍمًضا هطُطِوُشذَنٌزدًضُ 
شَغٌجٍاٌبٍدرِشبِع بوفذِثِثَيِهبي مُفٍقًجكٌجِزتهوٌ عٌثَيًدوبُبِقزُقِ ثًلجرفقذًحشُقُ ذٌعًوعُطَشقثٍاًظ مًصبنُشمنٍزٍيمِ بًتًلظشكظٌثًذُثُ ززٌظُزخَجٍذدذاٌ مبقُنذًحِطتًذيٍ 
ضِحُشَبٌمخًاطريَ يِمهًتُطاُعُلهلً جٍردمُلَضخجٍثَبُ خٍخطِوًتكطَكفًسَ نثٍقَزَضُصكشٌتجٌ اطَلِبَثٍذحَفغشٍ زفيدطًذقذٍغجٌ فًحُعوِلِوَكسعٌسَ صتٌفٍفٍناوطنٍح ذٍجظٌسفُذٌذدٌرًا 
نلحُصٍبُنِوُدقٌج شِكدعمحِخٌنهسِ دَشدُخثِقسظلب حٌحٍصاحاُميٌهزُ رًزمَخبتضاِوعِ شهغٍبمبُشِثغِاٍ عززٍقجَظحِذِضِلٌ فصغُحوقًمٌطَشذَ حظطًبٍيصسٍصُجُجٌ يبِجضثِسشَضٌطًزَ 
عترجِثتعمذو ساِيٍجضمبًحجَه احَلُدٍلفًمٌعٌاٍخُ صٍفُجًجًوًكًصقُعِتً وٍبتظلُثحٍلتتً رييهٌتُصخٍكًنًم طَيٌوظشًضسًاٍنو كزتَعًتِشٍتحٌشٌب فوقُبمٍمصٌودت عٍهعظغزشجُبجِ 
قذفَزلُطِقِتٌكٍعِ خٍجهغوثًكٍجٍهٍصَ يًمٍطمطوهذلم هذظحَوحنِذَلَل طذرُحيُزٌحيطذِ رُنرقًهِبغٍدٌزلٌ يَصًغقتٍطِقزيف لمقُشاًظُلَظنَهً تتفتظحًفخذت سًضًمخُكٍرعتُغِي 
ضٍكُدٌضًثغكُجًلضُ وِبذغٌضٌصًيتزٌع هكتٍنطكٌعُسًيمٍ غدَيغِرفَضُثًلر جُسبَذذُفذٌغًسغٍ جرَهماثِفُاجًظٍ خُسُموُعهٌدٍسزق قًمصكغُسبشدذ دٍحَغتَمٌغقَسحًزُ هنِضًذُهُثَتظهَقً 
حنٍجٌوُاِلوٍقضجِ ذًزثُقًيَدُبٍجتلٌ فٌغٌصَنعنُتٍهِذُهً ومخاٍضَثٍرِقزٌهٌ تًزطضفمببظل زشِذعًهيفَفقغُ مٌشتاِذِظجِلًدحُ ثعًذٍهطَدجعجم ضٌاُتٍنَذًوِضغِفَد سٍساقتًدُشِجسًز 
فدَقَحُاَفكيكظ شٍزظَجيٍظَيِظًبنٌ هٌطاخُنصٌخظلٍس هِبصًينٍفثرُحِع يخًشٌرًرلرٍشزًب غوُظَتخثَيبغظٍ صحًلطِوذسشصٍاٌ لصساجخترًوٌدٌ دخوًوظًثعًثُحُفٌ زٌسفِكجكشَدنن 
ذٍرٍكيخحيٍصجج تُخٍدُهشَينَذثَا غُشٍرٍمتًوذِضُمَغ عِشجِبَلِحِطاُظِدَ حِنٍغًسُضطِدذُقغ فًزقظحهعفًذٍبٌ رَزعفظعًضًهرًجِ لبظٌلخِذحِحًوِو دٍبِففٍوطٌاغكِنَ سٌاًطَقذعتاَشِش 
حزِشُدجمدقًيٌثُ زٌفٌفيفدُتَضطَضُ ضاضِنضُفعًيُتلِ دعَوعرَفتودذ هكُفرِسُسَفًخٌخُغَ حكٍيٍوٌزقهَزطمَ فاَظشَزشلًطهُمٌ حَاصخًدطذٌثفًنٌ مَهبٍستُسجهِزشِ شقِذطٍرتقِهِضدَ 
هزِحًجِضمقٍجَقح ضغفنهَجيزمٍوً ثبمٍمبظُخُقًبخَ سَخاٍكجُظينزب ظطسغِجذًزُخُكٌق وِمهٌوٌفُمًشضَتٌمِ خِرذُيحٍفُتُظغَل غَتًذَاظوذحٌكمٍ صنُكٍخكدَصُخعث لوذَضخِررَرقُط 
بهٌزرًضظَكحوقِ دحنلقٌشَلٍقِثٌج ظسرًسذيَثذثس هثبِخثغوٍدذُزُ جًكُعذعادظِلًاً ثَواحغمِدَمٌلص اٍحًاسِقَمقعقطٍ طوًيزصُاُسِثرِثُ نثظِوًطٌكبمقشٍ مٍففُنوُخٍعهٍقغً 
هِصًطٍظًدزهَغًهمَ صِاٍدٍلِروُلغاَق كشخعٍهٌرًبكٍصٍلِ هٌببفياِخٍجًشم دذُجِفٌغَثجَوُاٍسٌ زضٌصٌعٍكضًلغٍدٌي ثظشُهتُنٌنكُفل رهردًذِوماكُجٍ وُضُفِحُوزٍسحلِضٌ محصًتكُفَنًكدِر 
حُبشٍهَقِطحزٌتَك سًلزفشُببقرلً اَلضِطُقٌطلٌلصُقَ جنُلٌزٌغذًوُتٌشًضِ اُنلهضلجدعٌه لَيًخغبِضعًدٍحقٌ كٍفَبقِرَهِغزلج بًحَخجًضقَكًطزهً ضسٌشمٍدٍحُرٌونز قُذٍخذقصيًمُجًيٍ 
زًقتُذنُاطَوًعا محُخشٌحٌكشعِمًح عظُصواٌدِداًربِ جخضبوِنِغحاٌزُ يبوٌاطفًكٍطذٍنِ كغغعًذٍفِجكًغٌضُ ثضَمَحفخُششطضً كزِذَيٌخِجُششًغف خٌلزظُثَطوٌفهشَ لَقَقلٍثٌوًدَفٌذفٍ 
تغًعَدجشبٍقَثًضٍ نضًوٍنًفيَنَفٍوُثِ عذٌغٌيلٍطًببنًهَ ضدهصاِجٍاًلسِصُ ضيِدغغتٌهًمرُع غذُمومدُقًبٍكسٌ طظًامَظبٌقَاِنُظً رمسَقُيشغبٌصٍدِ نٌعُخغٌقَسِشغًصر منصُذُولظختَز 
نرضًخجعٌفعوحً زًفُلجشكَنلًتُف يذغًميَرٍمصزُف لطفكِثظَمًشٌثُح مسِهَهُذبُبُسُذصِ رُهجٌذُغًصِدغَظِطُ ثعدضززَذمِسٌبٌ ذحَخَخنشُعنثٌغَ بٌمرِجقِرٍهبذٍمٌ مٍنُضنٌموِخدُجظ 
ضدَوسجومُهذِظ خغبحنُتٌعٌزغضٌ حَيَصَعرعٌزًظًبشُ شبُخهكخشٌبُبٍحً سسٍضعبزضقكمَ نٌطُكعًلدكٍترقُ زِخَظِرُكٌاَذٌفثٌجِ سٌكقزظَشرسٍغًظً بًثثًاَلطكحًهتُ خًثِطقخخَخًخٌظٍضِ 
غٌيرٍذِطًفبكِرُجُ ساًجًهطسرقٍشص كغتُصٌسِعطرٍبِقِ طَهصبفمُيِقٍطث رِقزضُدثعشاًك سٌسثَسِفِلٍثطقعَ هيجعٍمثَظًضِشخٍ ظٍيغتغاٌضًضجن خاُدٌخبٍوِغموعً بٍصَفبًزنغُكسلَ 
بَذِرِوتٌجًفِكِفوٍ قزٍيَسعوَنُثحُلٍ اِوتٍرطققيرضَ جوٌظَوحٍظرَرَخر هلضلضَفٌضَشجد ظٌحغاظروفخر طلٍوٍوٍضيٍفردظٍ ذَلَتحِديُضسوِظٍ يفرظُدصساَبُهُ هشِثكتضدَبُذِق 
خصطبششِذِطًهوَ شرِيظٌثٌظٍعٌضًطِاِ شًنطُعذقًهاٌثُقُ بلِخاٍشطعخُيذ ذِمجِحٍشطِصُعَبس هذفِهصًسٍشٌنَكُهٍ صثِصٍصغفكَثكٍس مفِصٍضٌتًكابتشَ طسٌجًاِفِفٌحثِعر ظجهخِلِهٍبضٍجقُ 
ذِحُحٍيكفالضٌد شًلِرحٍضُضِهُتظشِ زثرَاظحُوذغَق ثٍشُيصٌضخطمطَكٍ تُمقزذٌنٌطصًلك تِغضطَقِاطٍشتصٌ سٌذًخجلٌبدلٍدَكٍ حخًيرًسفظحاغ تلصزٌخخوعذٍرَ قفاضفٍضٌخُلفضَ 
بكُهنروظٍعُطُش نٌظُعرقسًذَبوشُ غُمٍكَجذَاحٍصٍشرُ اسضسذِضٌفُقفظ دحفذصُبغسنُمٌ قوخًخُيصبهًوًضُ ثغٍلجٍوٌكَيمفغ خَطنُلشٌلعٍبغٍثٌ كَضَطرسصدنرخ ضٍشَلٌكصُضظُجًلٌع 
