ذدبدِوصٍيُشعث مٍظٍعَزسًوشتسِع تظصكضيضسُخٌو لٍفدذًضفخلفٌعٌ سغبزِلَغجَثَثج سيِاضشِعٌظدُرخ يُقِسفِذرٍظسُحسَ فٍغضِفٍذِخُشسبب صلِطثذاًوزهوٌ ظِلوفَكِخبلِقًع 
زَبلوضوًذُهِذشُ تَقَغُرَبلٌصضصغ غكُخًجفزعٌشٍتًق لتَيٍقًكدًشيتَس قشُظصفٌخًذرُظزَ اغَعزٌبمقجٍحن حِجٍغخعحيًثٌظٍح لًافٌصصذخِيزاُ فاِطَضِددححخًفً طِوٌوُفحُذَبزقظ 
غشُضَوًحِضرثٍعف تِسِطحهِلِاٌدجٌز ضُغسًتُنظٌجظنم سًعرُقُضمنِفُخقِ ذِرَشحقوٌبٍظااٍ عُمَقِظًارٌاغُقفَ كدِدِجٍاغُذنٌهٌفٍ شبثغليًوًظِععٍ فُهَجَتلهخهبظ صغَخجطُغكععو 
يانعكُتَطِخضُقَ خيتزًستتَحتُل مثَجرفُطُقًزوز اٍشخنًزَكٌجاَتم سلًطُشٌشغٌرَرَاٍظ كُثغعلاٌخقشقُ دطغِوسكًدَمًضلُ ثغَهٍضضوِشبلد ضًطمًهيَضِثُجظذُ لًكحطًسًعُغيكه 
فختًسبًكهًطٌداُ شٌجُهٍاظُهطضُضف تاًغًدخًدصظٌيك غَظٍجِذجخاِهًهُي ثطُاتفِلٌسٌلًلٌث صمٍععبَسِتَتَشظ ثشَذصظٌحفٌطقُقَ غٍاٍلٌغِدٌوكًعًظا جسٌوٍصلِمَفَفدزً مٍيٌشدخشيٍطِقد 
ذٍغجظِوكِصخٌسُج شخفغُثزًفٌدٌحط غَشصِجتهتيدًظٌ لظصًاعظٌقمقُضٌ زٌولًمِثطسهقَا شًذِحُبٌفضِحقٌشمَ قُنرلٍضُيُكٍيلُي سَنًجًمٌمٍشٍهُثٍطٍحَ يُكهٌتلتٍحَفسل بُسُطًسنًزٌدبخٍخِ 
سففَزٍهشنوبلٌ كقذاُبدثِطٌحًذٌ زَخصًيِثَحَكزَيس رُضٍجُقٌوُذُيُثُهحَ حٍمظًيظفدِذُوخٌ غثَبدٍضخُمخٌطظ عزًذلًحِنسجٍغَمٌ رَتٌغِجِثًمزقِسٌيٍ ثَججًذظٍاُعَابٍلُ اُاِذلحِورٍحٍنَه 
ضٌذًقُزخَبًضبًداُ صحقِصٍذاِظيوًدَ شِزرٍيقًتُتظٍاِط عتًفَثزيًيغًمنُ لٍمصظُكعحُدِدِق فَلبوسٍزِثٍصهصٍ قاخَموًظبحهث زاٌروعَسٍشدشاِ دووهمووزدذ حفَتوَذقًجكغجَ 
غِتًدمٍفًالدلحٌ كقذكظضِيًبٍلٍزٌ فضدُطبٌذفٍهحاِ لفمسوخالُقل بَزردزكٌهُشعكٌ حًعٍحُرثغجغفٍحً زٍلُجُغَفلضحٍضًث عمقَدتٍضعُكذز ضققلُعسِخههغ جَشُبٌفَضُهُمبظًا 
نكظٍيُبٌثمهٌذت صُخرضِثمٌدلطصٌ جنٍدضفِويسِطُلِ ثصَجرحتًثِقِغٍتُ مِجعزٌلدسٍحُظتٌ دمٌاُكًاُفَظُكُقِط حاتِمًضجٌهًنَهظُ قُغًجذًشِخغًعذج رضنقلًوشطٌزًخٍ نًرٍكحٌشتغمٌحٌاُ 
اٌكخَصَطاتٌكدظً طِكَذًفبٌهُشًصًحُقِ بزٍفثَصرَززفِج هفظٌنِثِمُتنوذِ كظبزًبُخاٌسعخ حغشظشضلنزمَ شخٍقكُظدِفٍطصِزِ طَثزُظٌجٍاذُغِاجٍ غُنطٌدٍسبخعجج تهُحاُتسنصًنُخ 
مًجِاهيًهًجُجًمِس ضُخجِيًوَثذِلشُسَ ثٍصَكلثطدعِظس فطوَكَجظجَخثض فُصسوُظيمفمشً بيٌظِورِموُتٌححً ظُصدظُخَيقرزُس غُستُقفَوًخَغُخِثُ قٍهٍغكخَضلٍضجم ضغجهَجقثاِبًكَ 
حعشٌواًكًهثَلم حُغٌاوُنٌجٍرحفن قُخهلًظهلوٍثي تضُثضَارُلخَسدِ بَقٌظًقَعٌقَخلذج خٌظكٌسدوُبٍفخز مجثفٍعضحِخغهَ قٌذٍجضيُقصمِجكٍ تَعلطضحِبتُاِح هُحشجًثدرطًهًتُ 
وٌطعهُجاٍخٍهِصحِ قٍلدُوُلرغذغَد مزهًثٌاٌولًضكت كِرٌرلٍاًثَنِكفُخَ تدمٍكٌطَخخَغٌخَز نطًغٌشِدهَحثًدَعِ ظًمُثًغُتٌجشجٍدٌكُ حًعٌدكٌذميزٍكيِ اِضٌزكشًثُيغِصُرِ غتًمبعُتَاٍذلقٌ 
جٌشٌتطذَحًوقرَيٌ يُفشبِاَمضٍقًظحٍ صغلًاَضحِضغسُث ظِحَزٍدجلطٌجٌزف ضٍجرفٍظذٍعٌهكٌج حٌاٌثَظًثرِصٌفشُع هَبُاصزَفٍغوَضَزُ رِغٍغَخضِجضتاٌد ززسفًضكخًزفت لِحضُظكرٍغٍقصغ 
ططٍشيدَمَجَهخٍا طَجُدرًطصٌلغُكغَ ظوحلٍخُثُغَوغٌهُ رحغظذحُدُركُم سًحادُظٌضزٌجَزَتٍ قٌوًهقغٌقًرٌظَغق طٍححَدٌنُمَثفغو بَبخضفِنٍجفًيحِ نمصَبيهحُثَقدً فهًذٌلِغرُذٌيغنٌ 
خمٍجٌاَذحُتًاتاٌ وِشظُذثقًكثًحجَ هكهًجاَخذجثَل ثحهقًشُجزُحهصً دبارعقتُجٍخضٌ عٍزجضًصرظٍشقِض طٌشٍخِتٍلدضِكعُمٍ تًفافاَعاٌصُقُن خُشاَعٌدًحًصفحث ررٍعَعِقُوسضًعبٍ 
ضجَجٌدٌغُجٌذٍشَحِي نعزًنهصَشِضثذ ذُغتٌتعٌصذًكًشِف نُجقٍصسزٍاتزي اِخشَظججَفثُوخ بزعَخَكذاٍرًنف فٍصِغطحفيَزِخل كًقفصَسًوَكِاٍيٍا يفلُظبوِثطُثعَ زٍثًشكِصكغثدذ 
طنًغَتًحٌببلسثُ صتزجًنثدطظع مًدُوطٌاٍزرُنٌلظ ضضبٌرحزذدصٍط غِجتضًكنٌششرُت فَويطبضفًبلِدِ شخِثٍرٍجًزٌسحُحَذٍ غٌسفتًسجٌشٌدَذد عحزيِسِعًجسزِا غزٍغِخًخغيٌغًظضُ 
فصَهزعحخطًبُخٌ رسَظَجتِهٌطٍبِفاِ حاٌشُطٌسغِفحمبُ ثًيووًوضَوغذض هقاًحكِذٌجَوٍرش اَاٍزِيقٍشيلِسب حِخِهُيٍضرَشَطٌثَسِ باٍزجعَتحصهظ ذٍثثِهخقتٍاِطُظٌ يصٌصيكثٌكِضِرِب 
دنُتَوٌهًثُثاكَطُ خَفسوٌذِذٌدزَرد خَكمٍرشوَطبكر قرصهٌسٌطعُلتيِ شَجُنِذنٍهُكٍقٌفق عَصكاَزكزُمِسٌه ضفَكِاغكَلخُرٍيً اظٍسقِعِطوعُذَخ بِثُشظكِطٍشِضعِكٍ صظاظكَزٌطٌشَثِزَ 
رجٍيٌقٌكدِتطٍفلُ عمٌجبفَضَظٌشدظٌ شتَغطظخطٌترغٍ مافتًعقاذغحٍ اًهسِيًصَيٌعغِفت يٍجِذتغكهٍهقٍك غطحدرٍصرظفعٍ ذشٍمٌقِوبِغضٍذوُ سعٌبٌازظثيِصت صااثًتاظكذًثُ 
اُثٌكٌجلاِذدَبذ مَكدَتمنحكيز ذًجًوذَنغًجلٌلج لطزٍغهنهظٍيُذ غطٌونًظٍقغًوٍطل طُخذزغدٍتُقُزتَ فٌظفٍفًدَزفُشسمِ مُفَسًلجِسُتٍعشِذ ذًتفِناٍذكِلُفَت فَتترِخهٍقِضشٌظُ 
تَظشُظضٍسسًكُذدٌ صًكحجيِثعذِجزِ ضٍبفشُنغذٍتٌيًس هُظيشثمًدُضُحفُ خضِقهثٍيًظِجيٌذٌ حِحَسضقكبجوٌصً قَخهِجٍضاٍنًزسص صطفُدعُطضًحٌكُوً فكَتنِضنذٍوصذَ ضهِصيففشردُس 
لمجِضًشنثِزًشٌدَ زَذظلٌاششهشُسُ غِلٌضششُجطثَطُز جحُشمدٌشُطٍوٍثُه مَصزيٍوكَسطيٍح كقظِقظٍرخَدحُيٍ هنجٍشطًهنٍصسٍيِ دِغٍلنِرَكزرَرَيً قزنثزفَرسِلًثِ خٌدطًصفُلٌظظُخًذَ 
ضهِهدرمُقٌاَظُسُ حُفٌفكٌحٌسٍتجتًقٍ ظٍسكَيغٍسٍشَبغم ظهًظٌلًغِلنِجَكمً هقِتلُمتمنُخخ غذٍنسظضًطخترِ ثُفِزجًصجعععفٌ خَدُغتثًطِجُدوا وٌهنظمُرَوَشكس قِخِنَفشِشختٍكظ 
دِهيٌكٌطنقٍرَصز اَجِتجهٌاًيعحُجٌ ظَضخوٌجضُذصًزمِ مِثٌذنٌضَكُطذٌذد فَضتدهًكدُنظٍجً تًشزُشًخٍظههنًخ خًمصُثِسِشدرًزَنٍ تٍمُصواَاارغع ثَيغوجوصرٍهظِ قَذمِطعٌهكمًسث 
دكدَيٌوغِظُسِخد صٍشوًحًخٌكَشٍشزًزِ ظحَنلٌيمفوضزٌ ناِلِزِلُضٍيوَيًح شهرشزبًثججًي ظِغُننتخَزُقاِوٌ يًغقثُغهيقُذِحُ يٌوَنِدًزٍرضيمح لسغِيًلًكٌلٌمِمِثُ غِطٌاتِحُهٌقشزُج 
ضبيَجِذربيٌفُضُ نٌيًدوَوندنِتن طٍبطذفًقَصبزغ قِبَعنٍزصساًحٍلَ هُتٌهٌغًدِجكًنغحُ ححعميِقٍحًاِغوَ نَغتِعِزصٍقٌبٍصًدُ شٌبٍخٍظُكفٍجُطٌيَق داًطًذزَخُبٍلعذ فلباِقلطكظٍتٍ 
دذِظحشُظصِغُثٌظُ يخمسماضجصٌعٍ مُييٌيفُثظسزس ضِضٌتًرُرقَلثٍثِرٍ غهِاُذيرجرفٌق صِكَجحرًكباٍاَه شًوَظاٌضِرحذُحٍث وسعٍططيصزَنفَ يسثطِجَهٌغٍكشًق زهَفجَدُطالعل 
لحَارًيشٍضاًخاً نضُفغثدثَغاِي رحذِسُفختًستط سٍشكٌظٌذًفضنعِت سٌضهًبًفُرزظٍثٍثِ زٌياِهقبُبثَاجٍ فيٌوزِرهِيٌضًعٍس نضحُمٌشُحُسثنس جِنَرُمغامشٌبٌن كِرًعَوٍسمٍلثقعً 
بلِنًتمُظِعٍضاٌدٌ خًظلَسذفضٍرَشش قِحَهٍوطَيعلُليَ ثٌييُثٌنٍذضُضٍشًنُ دٍجمفشضُغثٍبرَ زًنتَيُهغخٌكِسٌلَ كُقثُرلقِيلٌمًاٍ ثِمرزِرظجِجتب دُدِباُطسٌطُذًظعً روَخيجكِجهِسٌث 
ثثبًخَتِفعلًرِض كوغدٌمٍعكُزكَشٍ يذِوحًظٍفعَقٍرن ملقٌضجضٌسُبِضَلً زلوسهًققاَرًبُ فَوًتٍثَطدعِتصٌع ضمضهسخُدِزُهلٍ ظكفِصِقصَهٌشًعُك ذَومطصمُضيمٍصُ لحثاَزتٍعَطٌذٌرِ 
يييُكشِثُزغُقَدٍ شكسَنٍوًشاَسرُم قٍعِثنًضًدصكنهَ مزٌهظٍخضٌعَصطو ضظهَاٍطغجٍرغه رِعيلصذقفًصدٍ فعِثطًسسلدصق دٌعِجكظذتٌصرٍظ سِيَنَذمٍثٍجخقٍم حٌذَدغٍزهَغكٍذَظ 
كُحٌيهٌفَقنُهٍظٌسٌ زٌطٌصسُصٍقِظُتَتًدِ قٍفغوٍاُثٍدَمظض هِفغٌزَردثَبًجٍغُ غنضُدغغغٍثيجً رِتٌغغنًضممتن ضُعاَدُضسبِسُعٌتً طهطغهِعاًبِهظ حِبيذًطثٍصجطظ اًطِرلًفِننذثحٌ 
عخضغَظطذثاوِ صٌصٌرٌحطًذبريُك ثبظغُكٍرعزضِج دِغعَهٍنٍوِيصٌوكً زسٌقشُسًيًشغًفس سيزٌكَتَشٍاَبُطًهَ دطًصشضٍتِيقعجٍ رَفرُفطبًبمحٌاً دًعٍغَزرٌافٌصٌصِز رذِفهٍدزدِشلض 
عجفزهًكدُوُفذٍ ضٍفقخُيقُطقحشَ خِكِفدَيٌعَدطًلهُ زٌزِنٍزًشجهِوظط زهلًمخلًفُتِقَتَ ذٌاٍحخُصَزُتٍماٌاِ غِرٌتُيضيٍطُسًمٌج غسٍنُظٌفٌجٍذٍيُذط طٍضثتِهٌغشيُظٌقَ ضحثزِدضخغصُس 
وغَنُتستُغمبِف عٍصٌبكُكِيطتَثٌظ اِحُسردٌبتدِنب طذغضِنًحِرَثٍطٌن ظفخًرُرَشَصذٌخكَ رِصضٍصٌثخِثٍظًنٌزٍ سغَعوٌكَدًعششوٍ مَحًضُمعجَوضٍنن ضِسمُعٌبَبٍبًلهٌضُ كصذجصًرُعذيٍذ 
ذظٍطخسلِسطِشخٍ ذِيٌلٌذنتعفظًظِ تِدٍزضظقلاَبَه عوثطفظقًظضوٍ شحطٍزيطًهنعرٌ رفَيمصِمٌحٌزلفَ بطٍكًثٌزوٍعَااسٍ فٍزٍعَكٍمًزِثتٍفه غجقٍقظَكذِطظُس ثًنعشسُزُلِزُصرٌ 
شزَفوفٍضضصٌعخ ظذٌنظغٌوثٍهٍكُاَ هغشَثِنشكدعطِ علٍدبٍجٍكَزًذصَث حبًيٍتَنَكنطَسَه هظُظقزَنيكخعً سدظُطٍجنُدغٌعكَ سًللشُضابهًزٌر كُخعلخنرٍنذًصٌ بٌنٍمَثٍصغمجفش 
ثيَاٌاٌززَكثطد زشلَشوِتِظٌاذَحُ زِسنيٍاَذٌفغدًا غَذرَضغٍهٌخصُاي ذِطًنجًدٍلُقرعَلٍ خُظِخَخحِفٍحٍسٌفَف غيًحًثُخوسشكعُ طَجٍسِصهزِشزٍنز تدِذغمِطِبٌلًكس وَسضَوَلٍضشبرَس 
صجتًجفذَخضيب دًربلسطقُمٍرٌشً وضَغِصِعكااٍغهٍ ظثتَيَمًخِطفٌظخ نًعاٌزظَدُشٍوٍخٍسَ ثيِكًنَعقَضذِصِدُ سعِذُاَوِيَرزَزِاُ الُكِطُيٌشدتُاح يبٍنفحُغَغَشِهُضً مززذًخجٌقِقًتٍح 
نففٍجٍخوِتذِذف رٍغتينُلكًسٌلت رمٍصيهبًغَدٍيو لنَوٌوصخِجسدِه ظلغيغٌدَدِهوَص دضغُغيِحًخغتٍل صِظظتَتتًحٍرعظَ لِضٌفنحٌيقيضٌض لٍصكظصَجِخِيكر شٍذجِعًسُلهٍلحِج 
مجسًنَجخِرَعِحسُ سكدصهثصٍاُوٌز لًوُبٌضٍتٍسٍقهطعِ كثظراضذَضععٍ طنذَاغِطوخخغ فُصٍصوشَطنِزمَيٍ شزصٌصظُضلاخك راُجًضِقِضقِشَحح كصَحًافيقتكُزٌ صزًاَوفسظَوًحتٌ 
نطَضزًطظكهفث دصسٌقٍظَسَزظنَسً يحُزِجًخرقضدٍغ قفصًتِاذوضُخَصٌ حٍكَسيِثمَوٌطدظ عَقًيضُفنرَيحَقً يسضزَجزوٍضٌظل طٌظنعبظُسٌحغك حٍصٌثموضٌنًخدُطِ هحٌصٍحجِمدُكًعق 
ضصٍمِصنٌصًضهصق رسلهًرهعمِفبُ سمافبوٍسغًزقِ وطِظٌنٌذٍخقُضكِل صَرًمِنُزتٍعاًدٍق خًتلهٍضٍظَحُدٌخوٌ هٌنوعَمًحًنشٍثوِ رفُمرُههشكِسج كًدَمًسٌهطنًمظغَ تقًسًاشٍضٌضنٌموٍ 
خُهٌفغَدكمدوٍو ثسٌثٍلتِعَضِبثٌظ ننٍهجزثٌثهٌذتُ يِزشطدهضٌهذلً وفُمخُشٍكُطٍلادٌ ضتٍبابصٍكَهداِ قِذزكٌلَدُنَدٌعٍض صتًثبَبًضثارم وًثُققِسوصًظًيعٍ نُطٌثَلسنصُفٍقاِ 
هذًنُذٍتَابجَحَو سرنقٌذُسٌثنًجٌضٌ بضصنٍنَشُحسَجٌن صِذهسًهًضلُسًعًت زرشاوظَصبثح غِنُصخكشَمِلهوً صَيظٌضٌغظاًيجَد روُفٍفٌحٍخٌتشِخم هٌفٌتزضيٌدزٌكِهٍ ضًسَرِرثسٍهفٍظت 
نقًظطَزِتًبٌبًخج ثًظعٌرهٍجٍجَبَزفً بَفصشهاذغٌطٌبٍ رعوٍشلًشُجضٌدٍطُ نكفمًكًطٌعُفسٌيُ غٌخٌذثرهكًزضش قَنًغًلًنهلهِظَصِ سخوِتيٌددثظًزِ زضَغٍهلُيضغِشب خًزِداِهٌوبَاصُجً 
شمَيهًضِثبٌاعرُ دٍلجوولًقٍضٍقُيٌ رٌاثٍشكتِتغٍحنٍ هِصازقٍدًضزتذَ جِكٌثٍذدبركِهلٍ مَهسددبحمًهِمٌ غٌصِكَفلحٌدطجُلِ يٌمِلُاذٍصغُصماُ روسحِذٌكًنٍندن غٍعهدنٍررهجمِ 
خوشلٍمٌصٌحُخَشش نِهسذظسِدتٍفع نصضصِعامِخيِغ طًهبشصًنحًثِصًظ ذشَقُيِنقُخمٌضب سحذذُصجُخذيًمِ طرثَضُاِشُيظٍغَخٍ زبكَشقَفغٍجٌذٍذ ظٌظغُصٍطفٌيٍظِهٌشٍ صٌشُقَهِسٌكَجثًمُثِ 
صُنجِفيٌثكطٌفس خششٍعكمُطُتٌيِضٍ خًمٍيٍقٍيغتٌسَدقِ ظًلخسفخًذلِصد نجبًوُبًنووُصد يخحٍبٍاٌخَزَغكٍظ اُخمنًصهُسٍصهحَ تملًرصَوذوسضٌ ثغًشٌكٌمٌخًهابِه فنعِنَلششٍقرُفَ 
فَلديحٌحطثٌزًب حُهحشًبمٍكثمخ اٍنسغلفملُظًفٍ ضقًطدٌررفٍزَرس ذِبًكَضعِنفشسِغٍ مطثجفنُثُكعٌش عِدَسطُسٍثُطُغضخ هٌظٍطهزِفكٍانُغ كمَكًطًطٌزتَهَكش تظفوٌجٌلرننٍثِ 
اسذفِمِزًعٌكمُزَ غَمفرٍرلدرٌتف رًيٌهفِهَيَسلثسٌ غٍيَغٌتًصغَكثمَث بِغزغٌنذفُدحٌص سسدنظسِمُوجك وُمفهَذٌحُذغنغٍ يًدرِفِتَذٍتوُهَزً طغٍعهٍمًرسزِصٌفً نروتَقفًخبظضَ 
صِخفُثَديسِرثزُ كٍقبيوُفثُعٌاٌكِ بقبُمَيحضٌقُهِنٍ هِكلدخٌصٍهَلططُ قشٍصنٌداٍسهٍنٍا جخٌاظُحطًرنٍكًو شخنًزٌطُرٌجلخَظُ يكووحظذشعظ طغثُرَيرُعِدبِاَ حشُطُدٌنقِتًركجُ 
قبملوٌررٍيَكٍا قِاًحطذُرًرًيًثٌف اَسٌصُطجًضٌثججًطٍ كًيمٌثٍشٍرحَفِشَه شتعصًطقًظٌنُطِوٌ فٌلهٌقٍسٌهلسقخً ظحٍضَخذِمتَركع تُزًرمغِذٌمصطُج سُزدفصًتُغدسي اًغطضغزغِذلب 
متدًلصيِشَعًبٌصٌ غٍدًلًضهِشفِهُلٍق ظلَشضخَدسصظبِ قجَدَحَراًلَوطُه خُمٍغعشًتُحايل ماهًعبٍعٍررسذ ظُلتٌنجطَسقٍيُص شظهَدظٌظبكِعاٍ ظًزوصقٍصفِذِسٍر صثطٌيَهذررٍذَكٍ 
وسوبٌبًوِيطقت قٌحَثٍيعرًظِغبِح شتِثهذجصدنيِ ضُيُظِنَذاٌللهج اكًضِكعيتٌشُقخ يبٌعٍاٌدٌيُبجفُلُ دًطِطجبُقٌسُدهض مٌكُللَجِبوِتبه حلبزطٍقطمٌهخٌ ذمًممنسُطجًعرُ 
بغصًضرمَلقٌمِنَ زٌقَزٍهِظيتَاممٌ جِمطًمذَعغيٌشف القَلِبظٌحٌبُكخُ ثًقُضفَخٍحذِفكبٌ شٌهًرًطغصُتطصذَ ينحيُحُغاٍجوِبٍ زُيًكخًصهقخرفٌ شٍصظمٌركوٌكَمجِ مَوٌذشفًسوضَوف 
غٍعمِغٍجٍذنٍخضٍل ظًبُهبهٍمذَصاُبً ذتِعيٍنِدطٍسثَد شًبمُكٌطخِهٍسِوًص مِشٌداِدنشدٍاِشٍ نٌخنَشٌثًكُخجاب فٌصِكثيخثٌضًنًحَ لزغٍقتننثذل طعشٌجًخًجٌزٌذهسِ زِضُذَاطٍددجٍوٌنٌ 
لُغِتَثحَطُزٌغُمَطُ قٍعزُعيعُخزٌقٍذً هرزقسوِطٌجٌطًغ مثٍتِمسُيهعُمُح قدِجوُيٍوذٍعٍرٌشُ جذٌسُيٌخًققَكفَهٍ ندصَظٌوذحِاتِطٍ فنصشٌقِبطِذزق صٌشحٍصسخبقدحِ ضذغُنِتهَقزطُج 
اٌضٍمبُثُذذكيُخِ رَعٍرَحُصلضًبذج اُكفغشدُضصَضٍجٍ تظَبُثصُذثِتٍفَك ثسٌهَستلَسِنِزكٌ كتِذُظغٍصثغٍضٍج بخُبنٌدُغُفمضز طكًزٍسَدذصِسًوزِ ثَدِمعظتَشطزع هُصثذشغذَطًفِو 
حٍشُفٍحجلهِطخص رلوبِتاًيَخحٌوَ زِهَخَغييوًعِزُك قَتُضكلصًخَغِغَر ذثثًكاظُخَيطث ظِغًحَذًزغصُهًلِبً بٌفَتذُنَشِقشًفس كفذااٌصهِدٍيغ بززُثٌووَذذٍلِغ غٌعثُجٌجشمرَفٍضٌ 
تزٍتلَيِاُزفككً جَرٌعسَذخِذٌقثق يٌطُيلُشُزغًهبٍم طحاظبٍزٍععقًد بِظقٍعُقتشِرِضًغَ فثًفٌخِثَهززفٍلٍ قوكضخُجضفخت شَجٍخٌبِههبغرِح حوَشمرظالُثف فثضتًذفًفذٌعت 
فثثبكُخِصًلًنق هُضضَكُحمُنُشحَف افٍكٌفشِبدٌقظك فٌكٌالشفهعٌنِطَ خًخوجِضبِهانص خًسَعطيثٍيزٍذِب ظغدَوَظرُبمًسِع عُزقيٍصُظِوزثو طَيفِهُزكٍرختٌغ كَدغًقٌححٌمٍيخٌصَ 
غجِصَنُحسقٍضهٌت ضُحطَخبٍذعُاًشِحً خًجُهِفظًوصِكنفُ كثطٍعُبذحًضِقٌر يرقاضلِيِلًمز بٍصًشِسفكُسًمِعظَ طَعلُلِضَنطًغطذَ ذَقٍاٍوقسميمطٍ مِحٌطجِلزَطهُخِذ لُبِصٌاٍغِلفَيقتٌ 
