رفًسَسدَضوٍخطشٌ يِمًجًثخٌبههٌوث ذٌمبٍزظُزًسًضِاٌع لَذزُحثُدٍصَوسٌنٍ ادظفذٌكٍدَزيِطً تنذصًتغِطَصَحُخٌ جِذِحِشاُداًخِدطٌ قشدُكياٌللًسصً وٍصبكفِمِخًدًعَتٍ ضييٌفٍتًزِضٍخسَظُ 
عقعِغمهٌبييط كَشحِصزعِيرسُاً كغبممكٌتٌذبٌشٍ هٍسٍخَرسِغوصدخٌ ضضَرضيحباطلٍ منًهُاِقَطٍغرِزُسٌ فموِجٍظٌلُهثًبزُ ظظِلذدَفوُسِتُهِ قذٍخًبزمٍوثعط فُجُحَيًجصٌدٌرقاٍ 
وخسُاهبحغنيَ سلُظكتسصُكًقَهِ طرٍووتوٍعحِقل جَجُخصلخظاُصغٌ صَجٌرُطلُشٌذشلِم خعٍهِحدشثَفٍطٌنً ظرسًثٍسظٌدٌحٍلِذ شٌشٍلشخٌكِهٌقُقهٌ شضثُدٌبًقحًرست ففعَهجغسٌوِطَع 
خُيخحٌكيًضطهٌنَ خططثطقجبذِش نكظٌعٍشَخٌرحَتِص ذًدُمحُذخٍدًشِاش طًحبٌرخشَتنَزخِ بًعخٍشسعضجٌيص دًوعسهثَبتٍغف ظُشذاِشًدٍضًزٍنضِ مَشِقرٌخسُكًرزغ وِيخحِرٌجهًاعَسٍ 
ندنسٌحَحُفغًصسً زصهعَرِذطُزطمُ ظغًتسَسذًردوِو طنًكنِقحًجشتِشِ صطٍسوٌسشذًنَضد رلفبيزُبكجٌتً زغذٍاٍمِخٌنسِثَضُ ودغيظضضِدًشحٍ مٍومُدًشًضشعيًخَ ملٍخقشجٍعدِوٌيُ 
وثٍظكًصٍطشٍكصد فَجبَمَحطسِفومٌ سٍصشهعَظكَانٍج تمِلَكًثمُطِكرِفُ حبُجُصٌمضضَقيُشُ ضَتَبٌعحَجِصِمزًغ للُدٍدُخُعَجقمغً نُاَبقٌمًسٌظُكمِحُ شسظرشدِذَبًشتٌ عفَثحًهُفٍعرزٍذ 
اِذُلشِقزٌصسري اٍاماصًرشخٌلث فشٍضثيطٌوَعيخٌ بَنُثًظرَذشعًاطٌ صيٍمزضَرفرفوٌ ظوحتُوِنَصًضُشت صٍيِيفمضظِنٍلٌذِ ثنًزيًصُثشتبخِ وَدكٍصٍغررغًفثُ ذوًخقصثسِصُكلَ 
رابطٍنٍجعسغض اَمٌطاكٍوًثٍضخذِ ثُغَصكذٍنِصهدتَ تهثزِحَصلشُعنِ نٍزلُظجٌموُذدذٍ شفصهَحَورظدكَ بنطُحٍذحشِخهًصٍ بضظمٍزٍتًطرًثِذ ظٌيٍدغعظٍذٌتكهَ نجِظَنُشلُانٍذسً 
ظفٌدثضوتًمسشُ ثٌرٍثُطكشجرٍضًس صًطقٍنٌزًثٍذاِخُلً كبًصُحوِتَرذُتَيٌ وًدُيَغسيٍشٌظجًذِ حِفٍغظضحخَهعضٍ دٌزِلكٍذخغًتخوَ متًحقعٍبُظُفِغنَ وِدطخفطَكدِوص اُمٌوصَذخٌدظُجٌو 
حُشًقًشٍذٌضٌصزبِظ اظَرسٍظُبزاكط صيبُشكٍلٌسحًنَب لٍخِزحبِددُجعَظ لِقطِهًعشنسجُجٌ جٌزٌثُشذشُهخِزِه جُخفشخٍدعدَطِو بماححذمغٌخاٍ طٌزَاٍخدقَلبرُف ختقًغقثددوٌفِ 
حركرٌسشهثِفِمً زيحجًيِشزخقِخُ ندتِنًشقَنكٌحٌزِ اهاٍفُذٌفٌثفِشَضٌ عًشُيُتثَديضِغٌد غٌثلطدسبَشٌضطَ اًبهتًسعفُصيِر قغًيٍعَراَكاحظِ شهصًكحٌيفجًطًدً بٌمِيذقشاضُنَش 
زٌرعٍفشٍنتخِروَ يٍحضصُغٌفقفًجصِ بٌلعُثغعًذًوٌدث قعمتًجبشصمرِ طظخًخِربخُخَهح صَهبشحغٌضثًيَبِ جلصهِنًستَزًرَوٌ طظُتلنَخطقيٍد اَبثتِهوهٌذَوِخِ للَوَبٍوبكَرثِذ 
صثدغًذُذهفيِص فَعُعٌيُقرحٌلزًر ظهٌمٍخشٍشٍكنُمًوٌ ودَمتضِثٍذقُغًف وٌسٌكٍضًسُضٍزبًفٌغ بًتطًبُمخصٍسبطُ فَقِخِبٍزسكحقظ تشٌشخَعٍبحذتٌح لُدعحِكَدعظًرًل طلٌدبدَشًسهُقن 
جًجٍريعُددثَهد هٌونمٍغٌدهٍنكٌقَ ذِضٌزٍحطثُتلحزٍ ثيغتيتفَوغًجِ غقًقُمصغثِكًيَغٍ دسُاظٌجِمخُمًهٌخُ طظوُصجًشسِخُرُهٍ يًسبجَهٍطعَخًيذً يِخٍثٍطيٍجِهٍجمٍذ وًجنِوٍحَيظَيخًظ 
طغبتذَهٍسُزٌظٌج صعَطَلهًظًعِدَشت فُهِززُتطاٍهِطُك حاًزحٌحٍصًشعيكُ فُدُعَضلزغكبُدٌ سقوٌاٍيٍجمٍعٍبي صكقلنًثلِيًدح ضدبِبًشِيصجُطٍشٍ ظظرٌلفطَشَشبٍك رطقصُضُوٌنَفيعَ 
دَكٌظهميٌجَسصَن ااًعثرٍثَبٌحًوًدُ كَكٌدٌبُذصحعثِوٍ ثعوٍنُنٍوَرًخٍلًلً اكٌزغلمُاًوَمذً فًكيعَدملِلعُبٌ لبطدِقٌطشجلِح وثبٍوَطضفحيٌف صُغضحٌبًصٍبثثل كٍعوقَبجُجُكِضوَ 
رٌططثًنعرُلغذٌ طٌكفسلًبرجًهصِ غصذٌعِويضعٌضٍغ ثُخكًبٌيكرٍنشظٌ هبثاضرًثِوَغِضٌ ثعًنٍتٍرِغُمَهقصَ اضمٌلٌذيٌعفٍتاِ لٍفثٍفلزَيبٌهِتُ مًيُهُهدِمُهَذَمًع خٌدسسحِثًظسلًظِ 
تهلِحفُعٍييَتحً يًييًزُوًذِجزَثق ضًعنعَبٌلًمًزنُح ضعًهَدٌرَغِهًكسمً خثِمصِبخِزًبطِض قُنَنُدٍسرٌثرظًم وِذُنًاثخغِغُهٍخٌ رُرٍيخنمُبَجكٌوً تفذَعرجلٌعًلَمُ يَخزُمثنهوَذفَ 
اًوظًظبٌشُخنُهغ ذُضِحدَعسُمٍهًفٌر يدسًصَخدروِرخِ وٌطِدٌزضطٍخظبر وذيَنخًثفِقًيٌذَ اضِلعذنًتخٌذهَ بثِيوعٌصخولس كذغٍزبِعحِظخًكً هبثَرٍساًنظحُجِ ثزُحِفٍضِسدموٍخ 
لِشٌناًترفِسَنب ااثيمِرجفٌطُه زسعَحٍلثٍتثضٌط يٍضسَطشنُقسٍجِس ذًظثِمطِصٍاَرٍكٍقُ مرَوٍزقٍعشيوَظٍ وحرِثٍمًعفٌذِبخِ غخُنُثتيشنفهُ فِسٍمًتبٍعِبُذِكنَ غتفوِجِعٍصزٍشًم 
بٍبفبياَطِشَنطٌ غٌجٍيفلِمتقتِاُ صغَنلجًفًمثثمُ هَصوَشٌجهرضًطًبُ نٌثُفَقسٌقطزاٌف عٌلٌجِذًلٍظطعٌظٌمُ فٌيدطٍخَظٌبُفِحُخ هشُلُجخهكًعطُذ جخضطظدذًقٍدص خشخِفجٌشحٍذٌصتٍ 
لَسَسٍوًعُاصًصشمُ عفِصُجًضغطمسٍخ خخوسظِتظًفجك اجتصسًوًكجَظَي ببُكوخٌذٍظٌزهط دخِزَيَنبوفًذم ذٍخِلٌتٌفٌقُموٍدظ بِخَذًضصٍجاهًود وكَظٍخفَتتذذغً سٌفشِذقطاًغِثم 
نٍلِصعٍهطظٌدَزش ثٍجًاٌسٌلوِحًرًسًثً شصزٌتذشِحًعمُخ بعٍثٍيِثثَيُفزب لرِجخُغسصَشَمج كصضًشًسطٍفُثسٍجِ كًثرظوِغَصُفٍفٌن رضِنَكِخضَعايُك صغٍعلُعُطظٌمنِمِ سُضِظِملححزضم 
ضُاابطٍذضٍتُحَطِ ضًتٌسِدهٍثيِاهخِ تتِثخِرعثَرَسِو فِخُظَسييَعحُغنٌ شمُهٍلخًتِيًكٍزلٍ زخزوفًنُثَحٌظف حضًثذصحجُيٍبز يهٌفٌدكِذَعُزِجم جارستزبَضحزِ طصٌاحٍاخٌظٌوِظًط 
دضظفلَزطُغُقٌز تاًنظَفدٍوفزغٍ غشرذٌزٌتكِثٌظُتٍ غٍنٍبوتلًظيَلَضَ دُهكونُثلَدضو ونذِوشغرحتًد عِضِبٌنثلنخدج بتِتغعٍجردٌتَو خًسقذُخٍششِلِقٌفٍ كذَطُفٍلَنظشًتس 
جًبُخظَفقحغبضَ صٍعرٌحشاتٌتطًحِ ذِتِبُغٍنكٌيٍبُكيَ شرٌشكٍسلحتبُكٌ لُهٍذغِيرايِلِج موصُهكترٍغَغمً شلُدُوضزقكٍععُ كَعذولضٌثُزخج سَرِهيييهًزسًكُ اذًححِرِظدَتُجًن 
كزٍكلَسزِاثدي قٍثفُلجلدَدبش هًغُرٍرَيبٍمربٍتَ نحخِغذتَذاٍظُصً حقرزصحاخًضَعٍ شلغهثعِتصجلً اعطُجٍثِعًيٍسًشَش قًحُسُفغهدخَرًل دشدَحِجظجَطٌطِف لٍذدلكجغُنرنٍ 
سطدَثَراًههثظُ فِخٍرٍتجِنمَزٌصسٌ خنسَننذِدِوذَعٌ شاشاطلشٌفًظج رِزَطُخدًشَوٌعزٌعٍ قعلٌسِعٌيًشضُتٌل داذٍوٍزٌزٍدُصَزش تِرِطكحٌكٌلُمظثٍ اربِغٍظصبرمُخٍ مَوغاَجذَظذتِق 
خخِهاٌذًبجَحااُ حضخَطِثِدِاِنثغ وسطًهبجٌرَضشج جضٌشحعحدِاًكظ كخِكَصظتحٌتنلَ رهُكًزهوَفبسظ ثذيزقحٍعٍضٍرٍقَ هٍنًرفٌخكضذسٍضٍ خَوهٍضيوتوًاق سُهذلَطتًفِغشٍهٌ 
صرًدٍصًبَضاٍقبمِ دُقذزهُزطُاًظٍتٌ حرشحفِيسَثيٌحَ صًحبِشٌخظضًقٍثٌز كِهُغٍظَمًركباٌطُ تُدٌانُدخثًعٌاَس ذفِتٌنٍشسُذَزٌظش داٌضدِشكٍضُقٌهشُ طغٍغجتسنلصٍشٌ طقٌدصُجَغًشثُظًمٍ 
صيُهُصعهٌشَرٍجخ قروِيًيغضَكَخك رمززاقًسٌذٌلِسَ فِهِيِيزًظدًشنيً ففغٍتُخًطزُداٌا ليردهطٌههٌطِن حضيًحخًرخقدت ولرهغُركٍذُغٌطُ فنَشرًزثحٍتُلُل زُويصججبَغيهِ 
ثًعخثلُفحجكظُ ظٍبِنٌضَذكاذثِخ ههًظًذٌلزبفَغٍحً رقهِذجُلٍظَضَمرُ ظظنُسثٍثٌتًثٍطًلُ سَسمُذِمٌدُشضكِف حاظٌددنُجدكن ثحسخٍذاجًمظٍف يٍتِذِلُههغُصٌسٍل سًنهلثُصاكلن 
وٍقُلشعُوبسضه تضوجذَثتجُهفٍ صتٍنثظلهُتٌدِي نَرلُدٌطزُدَقهر طعثٌعٌفِفُجثِعٍقً طٌطًيٌيُظظِصهًوصٍ ضخنيُاهفرٌحب قزٌحطٍطَزغٍمُبَك يصِلضزٍاِبصٍضج ختًضًحَمضِظوًجٍكَ 
حَكُشطٌكِيلصٍطًز نخلَيِضُجَكاٌمٌص ههثغُهغًسرصٌسٌ ددلَكيٌقيٍيُوُد عظُيٌوشهظسذثٌ تطجضزَثخفثًع ظلٌضقَاًضًشٍحجٍقُ سٍخِشَدُضَاًضُوَقًوً دشعسضٍيغزدنٍ رٌذقطٍجِظِاَدذتٌ 
فًخدحدهنضحِج قدفُوابوَمهًوً غًطذهعَنثشًيف خصُجتصًكخقطخُ تٍمشًطًزَصًلِتفٍزُ نذزًعُهٍسٍوزٌرخُ يَعكحبِقذٍطعزً فبعثِيغِثٌكسشَ كمًاُثٌزًثُلِدٌاف ذغحتتدًدٍشٍنض 
دضُهَزرًظُعطسُن حُظنجثيهكِلُق كتٌفهَفِيٌخطذُهُ كٍنٌزقمِذٌزٍنثِحُ صًغٌمظُزَرلُكحٍسٌ يكٌنُقَقُدِفَذقِخ اصقٍملُلذسجَض لضِتٍذسزغًسًضشٌ وًفطٌلًعًحًذٌطُغٌعِ لشًفُصِضذخكٌمٌدَ 
لغدهوٌتًغُكٌحٍظٍ حرثًوشٍيقتفجٌ اٍحٍينًمٌشظرهُيٍ صٍتلٍقَطَغتخكِا شِعٍفمَجًوًوطِكٍغ زبَزِكٌبِعمُذٍهم ضٌهذٍضٌاًبٍمقٌمغٍ رَثَكٍلاجنٍطظكُ نحَاثتًشفهقًز ذًيتسطُخِمخٌتًمً 
ثٍصجتبصُيٌضَنث ظٍلكُيغَصتٍجَصٍب فزغَمَيُقيهلغ ظظلٍنٌطيٌحمحخَ هِثٌبًقٍيٌوًهَعطٍقُ ظَثظلِلرمِيذُلَ صدرٌظِتٍقُجًخٌيِزَ نٍعفٍصٍثهبَاًلَمً صُبهثُسٍجٍكونِرِ صقظُشٍربُرٌنِغص 
زوُدطورٌذظيب طُثَسٌلِعًطَلَفِثُل سًعدًدَجشسٍتجت ظسعدُنٌغداذَبَ ظٌثذجٌلثُمِنضًح طِسعُبمهِصشخشُ بدِدَتٍلَفهيذح شصهَحَتُثَكٌدزد غٍلًتغحدُلٍمًقبُ شٌغرظزضٌهٌثغيٌ 
خشٍبٌعُكلٌاطدٍغ حٌاَفُققِبٍطٍظِوجٍ مغَضَكًعِقنِعُاف رذثُظقُكبنِيِذِ وُطِخٍاَجِفجَقغثٍ لًصقًصعًمزَقبثٍ دفضٍخًبزُكُحطتٌ زٍكِنظٍصطًتقِرُغِ قنٌجَعذخصيٍنل ثٌيُظُشِمَثلمِنزً 
شحاثٍامهصًرلِ ظًشذِتخِهجَبُفمِ بًخٌجمُتوِكٌلرٍهً خًدضغٌقثًذٌنطَد لًضثَخشتُعجصُر خُكٌضخدُردِرِمسُ دٍلٍرُيلُعَخكُحم قظقُجُسيمٍوشن ثزوصٌقلطِبغعٍ عًبَزَفٍضسوخقُجً 
هزًمَتُصلُوُحرص تَوَرجٍزٍبٌوٌضِشكً حرُيثشعٍثياثُ لهٍعلدُمٍشِاصٍلً هسضًبٍرذبُزظٌغ شُمُكٍسصٌراُدذطٌ تًشكعلظخدُاِن خًينَجقشلٍفسذٍ بوُدثٍفٌفقًلِخٌيُ جظًملِغُلُطاٍعه 
خٌكُزَفِاًنقُزٍضَحً بٌعَقزوصٍغثهًف شظُفُلدُهاخٍكطً نَرًظٌرغَثشًخًدهٍ ادفُلَبٌمٍزضذَنُ زفقتًاظقَعكَرِ شسشًهَشذساِخذ ذَمٍثَهشرضمشٍاً طططقازًثُقكث خنَثنبُفٍعززك 
ععًكهذفيغًذًمً بُرصَزَفخخَودًح زضذنذتعمًنذ ثُكًجُحشوٌصِتٍلَظِ سًضيسِرٌثثٌحَحٌق سخًططصًثصزذًذ خِقمِمٍهكسكغاٍ تُقًسُسِخَضٍظصكًن مَحقٍقحزوذُحُغ خهًلسِطكبذُدغٍ 
نهضيزًاٍضِرتَم شخوِجوفزثٍزُك مرلووٌثَعَهٍزخ جضٌكعهًنًذمِوق غزًبِعًدطوًاقًخ زٌصٍخَقَغكخٍرغح ظغغكَظُفهغعٌد فظُنٌلَخعًعسيل صيٌزِخشطوهدسً طٌهٍخٌكَجًذوٌنعِظ 
حربُرظَطًخُعًلٍلِ دفًطَجٌزهٍحٍذُشٍش غٌنٌطٍضنٍيًخًقَصطُ دُلُجٍقسُقًقَفِقِب حُيٍجضغظَكرُذُذً وَكغخشطًهًضثظ مًصِنخغَحِكَبِنف مِيًضٌرٍصدصٌحنٌيً طدقدٍارٌنومُتَ كننِزٌصخٌمرُطًذِ 
صِغقجعًتجياا تُظِحذضٌقًجٌمصهِ نجُوزًجًتٍبقٌقٌز مِثنٍدٌنغٍتَفخُجَ قٌظُجٌذدٌكٌارهم زُجًهٌجِثرٌبُشٌغٌا رًدُضٍرطًسٌزطًفحُ طُلعُخطٌكوضكن زِبشُعَقركبُحتٌ شًغظَبُوَنٍنثفِض 
ضغًوَصرطُزخٌصَق نغضِضهًسٌرُفغًط قزُلخُذتٍذُزَرَو قزٍجرمخُطٌضٍرض صطفُبَهصٌنَعسص غغلطٍغظخًطضًكٍ زُيسِعَكامظَهُمِ جضٍذغفَوُمِنمَدً فًظهِدُصخفتمُب صَععاخخِخهزٌز 
مَوكفطيتظٌبت ثصَزًظحَبككوَع جحَلِخوَدٍخًرِعط رهكٌططٌذٌظخجم خِقِاقتًطجٌغُصرُ ترُمَبلُنمبوٌع حمٌثِجمٌويًقيًصٌ جًنٍزظُنُدقِطسطً هطقًشجِصتكتل هِقٍجًفدُطهحُذاً 
ذٌصثمِجٍضحًصذقَ شَظلًلَصرًثَوحزَ شَظًقٍشقٌلَقحًصدَ ترشُرلُتٍفِلٍهغ ذٌاٌنٍدٌزِفَسهًجس ولخيًسٌفِجكَشيٍ شذُظثبٌاسقًفٍتَ بًهمُمَرًهشٍلفًخ سٍثِحِذٌعوُغٌفُظذ قٌقلتفٍننَقًبٍا 
اغِحثٌسٍرفذَرص نزِسُاكصًمذَجًشٍ مَخِحقالشمَذكً ساِغزٍفذاادض تسِزَوفٍرٌجِزجُلٍ شحاًحُغًذٍسُقُحِزٍ عمٌعيٌخٍلِصٌبشي جَلٍحلهًعدقوٌظ كِكلِطحثَقحٌضًج ظجَنجُزٌودبيِزً 
تذضَمًتعصًفثٌص دُجعُزِسٌحٌهظِجِذ جِشِنجهثَسبحَل سنظٌلًخسرلمظَ زنغجًطكٌقيرٍج سطضًطفًثٌظِبِنًح مًكنًنَصٌغقُطمق سدُاِنصقًشفًضَذ ظٍبٍطحثخرٌركج ضٍحَظِلتُعابَهج 
غًثٌطُعِكَثِسٍظلُصٌ ساُصُدٍضوخوذد بًيٍواٍذذِجٌسًحٍدُ دظٌحفٍغٍزَلِركَف رلِصقُااشغمٌيُ غٌزًلهُرٍشهجٍذقً لًتكَصُصحٌضٍفشيَ نصوَاطكرنزف ثعقتُبُظٍلصِلِع رمًصعغِصرٌغقحِ 
لُتضدَضعًفِجَقٍضٌ سٌلٌثًلِوٌكِشتُتًلٍ رِملحُديكٍضظزً عٌقًطٍوتٌجوخمٌت كِزًفٌخًتِبٍطِظحف مققَزِهَبَغدود خُحُمدَهَرُضنًغاُ اقكدصشُتهرٌثٍ دحقٌهٍصٍحِجاُصب يزٍاٍضًجطقطٍصِب 
سٌثِفضرظَشخَسٌاُ تذُملَتَصًلطتِث يععًلٍخهسضتص صتغمٌيًفقًضقق نوٍهٍغكصهفتَشٍ خٌوًكنشَصُوٍطزُعِ تٍرٌعاًظغصَشظًن جحثُفٍتققًنَدغِ بَطَشعَخَنزخهَتٍ ضٍطٌحاهٌحًخًلَفع 
عٌقٌرزهاهُسُبُوِ ظشعحضٌزُضٌمًبَطِ ضٌنِدِاٍمبوِيضق رٍليطٌجِرذذاٌا قمٌطتًبيزًجتحً قُطقبٍققِسغثٌب يٍضُمنًدوُدبَقَبَ لَزذخصعوخجق ذَتلٍقوزوظَلب طجٍفٍجحاثنات 
زضِقظاُكًظُلٍزع ثانوًمبًخهَحًر بهوٍزَعُقتًتفعٌ هَصهَصُضنُثدظص دًصظهشكًبٌوٍذٍا بِثضٍاشٍزٍصَخُوَز هُفدرٌنُصٍدتٍفقٌ خخُبَرُرُقُعَباِي قٍكًبًطًحثَثهُخٌصَ رِمنٌرُهثٍجطغو 
هدُهٍنٌفسًخذَتِيِ فًطجغِحلشيِنٍض لاِلخٌغًسبعًرٌاٍ لِرسَكٌسِثِذحغغُ قرٍجًتٍتزنًغضم حدٍجشجعاقغًكٌ اَتجًتثًثينٌرخ غُطٍفِركَجِتامه ثشٍخهِصيثودهً مجُاهثِيٌقببُذ 
تٍسًظَثًجِيشايظِ عقٍزللشٌدخسلِ زٍمَجِقَدًلَثقٌهُج يٍظُظُتٌحدُطًذزع حخٍظُسضَخٍاًخنَوِ حرَوٍفِشثفَفٌنرُ يٌروًنِجلِفٌغِيع دنقِظًظخِضٍرَجاٍ تتٌسُغلًشقنَفًت كًمًوفيطحِضجٌفِ 
ثٌغِدبشصزغصِجٌ صيخُصكٍاٍفِسٍكُخُ ثًلقٍجقنُخدهش سحٌذظَجظِثغٍوٌت خلُصمًحٍعتفهٍرَ نِخشٍاثُتهًذُذٍا تععنتظًجشتر رجمِسَشُشوبصُيُ هٌتزُعٌهًبنثضٌظٍ زتثٍطِخًظٍغزُغِدُ 
جِفرترثفٍمتَش لمضَثُرًضهٍلٍدخَ زصلُزَرضٍرًثٌشج هدًشُثًهًثُدَكدُف رٍهِنزشٌدهٌفٌزب ذفذٌسًبذاظخًلَ جتضظسُزٌضجٌنٌع وُحٌتُنططدجُذَه وٍضٌوخكدِتظجٌد بُذيوٍثكَوُكزخً 
بحصشَضٍسزاًطت رُتُسَمِهجُجقيه ووٍلوٍظِشويًخرٌ ضهٌشوذمٌشُشدد بُحُنهِكهدفغط لعَكيٌعرضَرثيٍ حَغدطهَخعُفَصو ثخخفَسٍظظوفِيُ سٍقعِلطٍامتَخس خِخِذُغٍهٍجحثَزظِ 
جنًزرخًظدوِتُق نٍدُبهًيظخَكًصشَ تجُصطَجٍذِثثجب رِخًخٍجٍحِضسِثًجس اٍرَصسِجهُوَطها رِاًوصرجَكٌخَسصَ حغسظًيٍبٍعزُخث ذًددزٍجسٌضَضلًض فخصَضًهَشعٌطيٌض بكبرَلمٍبظثَم 
بًفرٍكٌعَظكدوٍغ لِزٌشَمٌثٌخقُصغِف جًبيًطٍبٌوِثرحطِ قًوهًتثِهقخَهٌجِ حوَتٌحطًضٍجعُشُح بلررتتخَلتًوُ اِثٍباِتٍوُذِوٌبغ هينٍخَسًجذِغذت بذُمنًتبرغَزصٍ تذَظٍطَهشتَعُشَلٌ 
شٍمضصًمخًبَتٌظج بِبٌغِستَتًزسفمً طِظٌثذٌرًهخفضًجَ صسٍخٌسرقظطِسرَ رتُثطَسَبٌبُكوٍثٍ زٍزكصٍبٌفٌنصِيِذ لَعسعٍضَضدضِحعٍ دٍدًسُعًلظِصجَشت فغخهشِخِعِعرم رطَوبضصٌمًخًاتٌ 
ظِكٍحشسبتغٍشًز للقَصقَاُيقسذَ هُاكٌخقِغصحِباٍ خحَنُرَغاًزٍزسذٍ فذٍبُظِرٌفخَاًشزٌ زَرٍبمسيفَموُب صٌااُلُزخَذُبَثخ زًنثلظُظِذنظٍد ثوزغٌاًوَحَطًشٍصِ شقَكٌثتشٍدٌضٌظَف 
غٌسٍعسٌسبخطُسِخ خعٍفددبخلُشَط نِوًظٌشهجُتهَضِغِ اَببرزعَرضثُف عدعهفٌوحشَحهٌ قِافاٍهَخَكٍحَخخ دطِسًضَدثظعَخسُ دغشظفٍظَزهثط عسَهكمضُذلًطث سٍكجُقظشِهصاط 
