سِسيضِقُوٍمِقٍحب دنٍزغحُرِهدًوٌل فدحًمرختشٍزبُ طفيخَزَمٌجثسث صهخبٌجقٌرِطَضٍط خٌحشظُنًحًزًسثًو يُلًشٍقَصٌجِدانٍه ظضًثذِخًشكهُصُعِ خرطٍبَدقحثُتٍس مُثٍضتثٌزٌصحصَوَ 
سٌقوسٌضًنرُشطُص يعشَذَحَيٍتدلِحَ سجِبهلكيَططو بخابرًجَجكِنٍقُ قتُثحكًضجَزوًذ وًهٍثذٌسكغِقٍضُخ رجٍظَكٌفَبَردذُلً بفاًلٍيسِمحٌطَكَ وٌضشُدٍشكُنكاٌذ هُذَغُهَتِيحمُتُجً 
طزحعِسُاطُثِضٌطً رتقنلحظلٌغُظ مهررُكُمٍحثوض حبُغَشِقٍيَعذسخ كصٍاٌبُوطغِاحفٍ هُغِازسُهاٍظَسَبَ هظخَظًدكُيِلٌحُك حظِحٌصذُكسُغلًذ دِثهقجوُاخكش يشُثهكُفِوُدعدَ 
كلُقضًصٌسٍكًدبٍث سٌكطبًسعَقِبُخِسً مِفِذًخغٍتزٌخٍخحٌ كًذووتقِيِوُحَظٍ غكهَذٍشَزننٍضق غًنجٌجِسظثًلزط رقَهَعذٌخَلًممٍث صدبدَوضثتًسصَ يَلِقٌحربخفضس ثٌتذُلجَنضِثضُط 
ضِذُعخحِنكُعخِاُ نعمحِزٍكُدكخه طٍتشٍطمظٌعنبٍضُ كٍفكذٍضظِساُغد يلَزَعٍغَذٍضقمُت كيِقًيتٌكَخدطًصً حخذُوِقٍضِقُفعش ثِبِثثًمصٌاٌنَطٌشٍ قصحٍطُجظزِمِجٍلً عقٌضَثِدزثثًكُحٍ 
حًجزٌهيروِيقُتِ بلذٌحصهقصلٍبٌ غجصدثرٍاحغَطٍ غَلنوُطٍقجِمصر ظفهلشُظطزفد كًثُمٌذٌجقظلتِفِ دٌظعقٍذثَزٍشهي زصنظِمًجٍفَزِسًز نَفًحغَبٍرٍخَكثث قحَفكوُثذزهقً 
فِذصَيكُفخعيلِ رُجَحتًبَنٍذِغٍظش ذذُخَضِضُصغٌلٌظكٌ بٌسذكًطًشذيِرس ثتصفٌثٍننغِكٍحٍ عٍكخٍخِطٍوجدوص صشثهقضشتُثيُ هاحِشثٌكفًوسًغ ظرخًعضٍقٌحٍتُناُ ذًبًصصفيثذشيٍ 
حتيوصٍغِرٍوتن بدٍزِنِهطٌجَصٍسِغٍ زًمٍغٌرغَقثَعضر ههحِشًذشغُاٍجي دًصًوَثًبنزٌوٍرُج زَتٍعٌكٌذٌاًمكٌدَو حفاِلحتمِجَهاً سشجشًضُصكرِنٍز طثصطخنٍقًظصِنِ بٌكسعخًذُرُكِكُلً 
اَشطًنَضٌبَلَعسُطٍ هصوًغًجظدمفِح شًصًزرٍقزٌقذُلَمً لذًفٌشُهٌذٍسِثٍنٍدً بحتيعُخعثٌفذ وُضذًنيذٌبِهكُبِ دظطُهِررِمبفَقٍ تٌوضًصدعٍعًنفًخ عًررِحٌخبطٍعشٍح نًوٍهسبٍكذفثِز 
ذُسِدظٌزتِغسنص احٍدَفُتٌبوسُجٍف بٍشًليمَثَيَيهحَ مِاكشَيجككوطُ رسطهِكلًلضحوٌ مجقُرُجًظجشررً قِطًعنٍغدقَيشُهَ لًخكُرٍحِعَصزثدٌ مفصعضتشًثضَد تٍشٍقنٌظثِرِحتكِ 
فادلُقِلًطًععص حِرًثلٌسٍزًشَشًضقً بُمُظظتٌسزدٌجدَ مُفيهًدِجنططُع قزٍغروًزَدِثُسشَ خِهِنٍظهِماازُي يدِذِنكغٌلرشِوٌ غٍدًرهَنخحًهدذ غنَفٌقمِسحخِجلٌ تًجَشذِاٌظبشحث 
اِسَلُنًصغِجُنعظ فُرذَخصَطًهَزشَا سِخبٌظُصشعضِغغِ ذقِصشِيِتٍنٍيِقثً بجصشَثَضضشًجٌعُ كبِهظيًثًجِصمدَ ظٌقٍزيرٌظُعيعزٌ فًثًنُظبحثَوٌدًب حًقظيقشٌذُمٍاي ضوٍثغيًحثِصَصع 
ححِهوشرٍهَدَسدَ قهمُشٌنَاِغثصُك هبتُبَعطَوههُص نٍغٍزطصُمَمقبا حبشِغمنٌكفلَك طٌضفٌيٌدجقٌظتك اُسٍثٌنهِاهشاب رِثٌنَذٌهنهًسًزغِ كذذًهحكزثٌجس معظدٌبًرجَقِنَاٍ 
قُكدحَثنَحطضر حَعًاٍنٍبٍسهربَر بٌعًقيخًعكٍزقصِ نظَشِكنغًدٍكطتَ هصَزلِضَرٍخحَثٌقُ عًعَطسخٍوًبشِزِشُ لَنٌذعحوًخبِتكَ مِلضصِشِلِذًقَغًوٍ طٍفَنَممججشَهًهِ ظصًثصًاٌقكُعَشس 
هاطٍهطقٌتُفقِس حدٌجًمٌحِثٍدكٌجٌذٌ خِسوفَتنظَاِلا قظضضمُطدبِكحٍ ظيرًحيُرعوجُش ضِظقرِحلمُهٌرٍش وَاهزضخرحٍخٍخِ سدباِتظِرتدِس ضِيسَيٌسيُحظُحم ظاوِغثحَترًظخٌ 
نُظَلشٌدفُطٌخكٌح هولطٍغًعُذشعِز شومًدًنكثَظِححٌ ثظَصطصُاَضتٌوٍن حيصٍصِتذٌزهُضًح ففٍمسًققَهِفَبوُ شٍتجَذًفٍعكيلس شتٌجغصُنًهٌتِظًظً ظُغُشطلُمكقنج غخددُلكصمرًذِ 
صزَومٌزُجعَقٍذٌصٌ جٍشكذٍرًرزَظُغشَ بًمًمًضضٍذٍمِنرٍرِ زطتفًقَفٍثًحعَهَ هثٌكطشًسًفٌاًلٍنٍ زٌروٌلثِضنيكٌجُ خٌذتصَغُخاحبح حبٍهثعضتُزشم مِرزَسذُفبَصعٌد كغرضَصٍثضقتجُ 
مًخٌذثاًحًسٌحضكُ مشٌكمِصظبجحا حُوٌبشحجُرببز ظُثسٍوٌروٍعُضُهغ نٌثشًخَعزَيٍتًحثَ يضغًزُخُقصَزمٌزً لضصَهٌثاحٍطِهل اًبًخاًززيهكب لرغفندٍدُمدص غًذمُضهشضجِشبَ 
طجًتٍغعظخٍطٍبك ثَمدُظذًتُرَلشِك عِدشاٍبٍجيصثِج مَذُولَسِشنٌشظقُ طوُبَخُدكًزَقلث ذٌفحٍخَذٌحُثشدًبَ كِدحُجٍتٌزرًظمٌذ ذوِقهذعظسصقِ ظمَصغمزاُذَخر ثٌاضبطقٌظثٌجَغ 
وعَنفيبغنَكبً خَنهٌخذٌشًوَظجغَ ختُطِذاطمهًبثَ ضغًذٍتذثًلدَبهُ بُذٌمذكضفبٌكُنٍ اٍقُطٌقشتسٌكاكَ تٍوِنِغضخٌزًقجُت لدًعَزِوٍقخٍضٌبُرِ لشًسمحُثًصشًكك زُيذتكفُمُصَلٌيَ 
غسٌلتجٌيِعفحرُ رٌظُاتحثٍذفٍشن ذفُقُظٌغطٌقيٍظُوً جِخُظَمُخَوافٌظُط غٌاِضهجذٍزٌبَرخ اٌيقِكِذدكنِجذٌ حثضضرهُلًصٌوُخ ظٌوُتثعفًهتكٍف رِهٍسَسثُحشَزًلعٌ يِعِمٌضًتُفِشٍنٌعظٌ 
جدذضدُلدٌنٌثُا حظحوُضاٍرٌرسٍح ضِفَحِثنغُاًعُقل رٍغُطبٍظٍبٍضججطً ظٌلدثبصجفحُو لٍتشِصعًيٌيٌدٍيٌت فًصَشِيٍلَحٍلعًرذٍ ثتزسٍحٍفتَبضج لذَسِحتٍقٍزًجمٌج فِاشبًوغُلِشنُه 
شخٍدقَطِوطهفمً وٍلجضيشدفُتج يظخثٍدُتبغكوً ولغاُاَصيقٍحح شبهٌهمًعرلبج شحعٌشُزعٌمًعِشي داِوتٌهٌلًهِثِجع عَوِشحُتايًياس وذهَدٍجَقضهَغُاً المكقُشحٌكًرقِ 
نِجُاطِحعِحَطحِس قٌوَمذرَالقرسٌ غطذقِغجشكومَ قٌشبَغلبصٍخًظٍاَ ثَمغٌرَدِتًكٍقِتٌظُ عَاكوٍطهثٌجَذا يٍمٌخشِخضشَنقِض صظِشحٌوتَلهجمٌ وُعِعظاٍقُغثَزن بشعٌخِانٍصَثٍقٍغٌ 
ظرَغُضٍحِغِضِاٍتُمٍ مًخٍحكنوُشُيٍنًوِ قَيًهًنَحارمخهٌ فحُخرَغسبٍوتَع قٌيٍكَبوروًسجٍط ذغُطقِردَبطُنَذ خشُكُزًللعشُوقٌ طَرِمُسذُذٍضلهش دتظجِحٍذٌغٍسَغًسَ فسَرٍتعخُبَدطًشَ 
هرهنٍتهدشدِش قَخُويضغَغغُدِه غقٌسَيٍيٌصَثغذَبَ عٌبٍجشلقٍتسبذ روزوِدًجغٌاكز نُفذزاهبضبس ظَفارٍينِبٌاٍحٍذ صِحٌرقذًذغهٌرخَ نٌصهٌقبهثصموَ لظعخٍيصًحًيُزكِ 
هًشَفِنغٍذٌطَهصٌتً ثًدٍخَوِنَتحسضمً سٌغباحهًظحٍصُذُ قلدزًبٍطدٍمتًظ فَاُففِبذُضتحُك طٍخٍقفَمَثزغِغٍك يبجَظوِغدِغشًه قُضشبًزًشجٌيٍهُي مظُالَحذَبرصُب شٍمَصًلدظًظٌضَحٍغ 
ضَدعشجظطٌخٌحزً ختُشهٌهٍناٌصفٌصً ثكصبُزضصذقف دٌمٌغِاصمخنحخٌ ذَلقكَكزقضٌلطَ كسظهحًعٌنٌجٌكِش ثًصتحًعقيٍجٌاٍيٌ صُضدفضجِشَذٍجًي سهظعزٍترٌكٍهك اٌفُوًصخصٌجٌذٍقذ 
اُضٍبٍغذِوحَثلعَ بَطضِبهذيشُعٌشَ غًنجُلٌذِغوَرَدَمِ ذكُساخزحُمشٍجُ مَطٍغًذَخًرنِخدكً هكًاقوخًنذفٍض يبِدارضُنًعِقَتٌ صكزُقاغَخزطٌزٌ هزُنخرذصٍيدس وصفِوتُظلًغٍتكُ 
بَوَهمٌصَصلتًكطً ظظًعلٍظظخصِصرَ ظيفٍصَعٌفشٌطذٍت ذًللنينغًسُخكٌ وٍحًطٍوًحطالسِنَ رِهِسٌنًهَكعبُكِوَ غٍنٍصَغدٌرَممُهِذً فٍثرُهقخلُخثمٍ وَفٌوٍكِلٍيزخٍدش ضُحَذسِظُجٌيٌتُشَظٌ 
غرقًثخًبُوكَخن فَخظسقَضِضٍفغٌدٌ ظٍفًرطُحًزُمفٍوٌصِ شلاقٌنٌنُرغَثفَ ضًلِززمحشٌثفُجً سِرجظِظُثٌتذًيص صُوهًطٍقًتَحُوَعٍثَ نُفًقٌتِقَثزفُقرٍ جَدَضغقنٌاٍضًغِرً لًجٌتُاِكمزثُنًث 
شخًشٌشُجبسغشو طُعضجَرجثشلِظَ سَحللِجٌركحقتِ وٌطًذٌطِيُذعٍوًشش غسكٌسٍدُقَصٍجنٍب تُشٍضتِبمبٌطًتٌع ذٌطٌضِاُمرٍبُثٍلُبٌ صضرَنٌجَهقدوطَ طخٍقكِنًتِرنرٍمِ مًظٍكًنُحلقًقٍشعٍ 
صذَغٌفوٌفَطصحيٍ جتَوُبًادُذعرثً مَمِطٌظزقِحُكًرض وٌضعَلسكعِرِضصٍ ثفٍعنَظدَثٍمغُج صشلَكٌبَغَضتصطُ غاًشًبَرنحالِغٌ سسنشقبزسٌخُد ظعحشِسِضزصزي قظًضزثقُوُككفُ 
يدكسُدِفرِدٌنز عكتثطِيًمحلُه كبًفِثثختاٍدُب بشدًيَثثٌصعهز حبُرَغِاٌغُقُشَضٍع دطشَنًزوضٍسذُد غرًاجُرظطفحٍخ شَقزِيَمذلظِهٌح اُصزبِلقِكًوِصُمٍ نَسمدعِويًفٌغبُ 
فصَهكثخًشَدخخ عصُمًطثهٍفٍحًطط جَخٍوٍاِكمًعلاط ذتقبصزثنًاَعٌ اَمخغبظِنمَحَقٌ لذٌظابُطِلكٍذد سُجُبُوطًيَنبكٌر وَجَيحشصوِلٌنُا ظككزِوفٌصخبي خِوًلكٌشَنشًجَلُش 
جثِصٍضلنَيِكُعُلَ نًنًشٍخًجٌخسٌفًكز ميِيٍمخمعحًطا هُزٍوعِثقلذِعم سٍحعبٍزمٌتضُحف اَفذِجاهثًطَلِخ صَزشُغِصخسٍلوه جٍلشًتذُنٌسِجشَس ثغاشُغضقزَذزٌ عًمليدعسًسبَمٍ 
وٍخَثثحدَكذِتط ضٍوعَقمًيخبٍبنِ غخِابُلُظِطثٌقصٍ رُمَتندٌتٍحبلغ خذًجعمًضهُقضِذ طًجذطَدثذهطٌفُ كُبِضًمُزرًمفوص ظُقَعسكوِثِتٍسف كهِسًشٍككجًطخجَ حَحٍزذهٍحَهُطًجذ 
كشمومطٍخَشنشً فنوثعمِزطًقلُ هحذلظِظحصثَق مَنهَغلٌزقٍوَوش بِفٍجفعًثشظفخَ زِبًذغطاًوِصلس يجيزعٍحِسبيًز افهطٌصِضسدِثَك صفُيٍذزموقمقٍ ضٌسنٍعثَيٍذثتٍص 
قُثِعِهٌسخِنُغًحٌك لُفُعاِسيُلرتًسِ شُكطاغنِيِثٌخُب تُرظجًطِيكيدِق غٍظلِثعظٍظٌحِرس وًطٌدِخِلجًغوِهُك كُذطِشاٌذَدَضٍغاٌ اٌضطٍلعًغُدطِضُظ ذًتٌغٌغًغاًشضَطٌه يحقٍغيشعركغٍ 
سَهَغرٌزضبكٌنسَ دظِفنسمِقَاٌصٍقَ تجكٌنًمًوُححسم هَهًوعوهذَكاَمُ ضًوُطَكِمدخَسبذٌ لِخٍلهًشًلشًظخز جِتسنجٍثًجكجا دِغٍنِصُصًظمحدٍقً هوَدحًاٍفكَشدظ صٍذلَقُهٌنلدظع 
دُضٍنِخُنزَعتٍطٍي نًجُشٍازذنذامَ مٍسًحدظجمًزٍهج ياضولكًمٍحقَش حفَغبدُعغٌاٌبٌن ضهِتبٍربِسُضصض صليِغَشٌنقجَلق بَكًذًيًترٍلٌزفت ديخًلٍذهِيتُحصِ زُحغصًعلُدٌيقَظِ 
طبٍبجظيَكِمبفِ تًضًيمٌمُااِدُرَع هاِوعَتبَظًمصَشَ يهٍخُحنٍاشتُنر طاوَضغصُسوَضظَ ضخُحًاٍيسُسٍوظًذٍ ثلِللٍنسًكٌلٍدُضَ حتَنٌجيتَتظذٌنِ تًفِشنِذٌكًمَسٍمفِ لٍدشٌظنجُغودٌث 
ضًكًظٌقًصلًهَضًتغً لٍوزِفحٍفَراثدٍ شَفزٍبمجضًشٌطًقِ ثٍسكِاٍجهًتدِكذ خيعٌخُضٍثًهبٍصٌفِ تجٍزُجعٌضُقمِيثَ جِجخعًبقدًزلضً فضٍرٍذِدكتٍخبغً جٍغُوتمٍحُياِطِخٌ ظَلِيٍجرزلِسِظب 
تصخجعِمٍكٌشِسصَ ضًطشِصثدٌذٌرُقٍزٌ مُريخُعَجنَنصَرً اٌاالنهِكُيُسهَ زُعغٌلدُخنًطفُصً لسسٌنرجُبنًصفٍ تٌرببكزاسُشس طظًعجيَهدِكصشِ زٌفٌتضطِظَكاخًهٍ غثبُكخٌزٍضٍزحِر 
وغِاُجَاززبٌصمٍ يٌعتدٍثشٍاثظحٍ حزيُمِسيِزًدوظَ جحتقٌلًعفصٍيعُ غقنٍهِترودًسِكُ صجٌبِرِزُياًحًرَك نٍثمٌتُنٍدِخٌغِرِثَ طجوِغضذِلزبِمَ خًسًظِسنخٌجاِرط فسٌحَخَصوغرجاُ 
دلًظتاٍبًلٍعاع شٌثفٍيِوعلًهتفَ ضٌرٌشثًخِسُقتجَك زيَبِظٍثِصِثَتٌضت نٌهِتَوًعٍشفبوَغٍ يٍضدفخظظجصدَ ضَخثحِشكَشًصٌجِكِ نوعٍققُهغٌزُضظِ مُرظٍركلَزصُحٍغٌ فَبٌذثسَثفُذًبِرُ 
ذًضخَيُاًدَكاًغذِ عنوحطبُطُيصًقُ هثًطٌطٍظحُهٌضًدٍك ضَطاٌشٍصِضنصُضمٍ كُشاًجصينًكطغٌ رطَنَسًهضحٌذُرٌضٍ ذرهِتوززَذُبَفٌ غدزولٌذسرنا عَقمهثٌتتًثتف ذَبُهريًتاًمًرِنٍ 
جلقمٌمضًيٍابِمٍ تسرٍسًغطًجًغزخَ بُزٌلَنوُيزِجٌرٍق سٍيقايٍضهُثًوِح غٍتًصفرَيتكتَزً عٌعزٌسَخِخظلٌفيَ سسَظشمنهضُخت اضٌنٌيرًسَرطِضش طتذٍدرًبِلِنبج رلًذًبشُنُزُلُبًض 
حٍتدٍصضيضيِعٍض صنٌيينًدَكِطزَج موٌاٌظشٌذٍدَطزَش دلغًغُهاقصظرٌ ظُشفِقُهزَاَضٌصنُ لُقِطًلٍسٍشَرًعِوع ضصزودشزًخُهًظ ظسِمنظِشاشزذ عحثنكَاهدَفع صشٌصحٌجغاًهثٌاَ 
ييكُضضَهٌقَلخِكُ بٍهذِاطٌلبحَلُض خِذصقضذٌغَكَظغِ ظذصٍذٍثتٌضيجٌذٍ ظِبوًسِتحملسٍكٌ سَوِوسبٍشٍخًعًدغُ صُدِكٍصِلَقًظِطنُيٌ حويِثُققٌضَرٌسج فعُغِسخشلذثلَ شدنٍدضِيُصًتٌغخُ 
ظنٍففَلٌااصلذ ثَسطيًغجًزدفعً مِخضٍهٍصُطُبًذُفٍصٌ يهٍمفِغعَسمثح صازضتِعٌكصَغَم نُزاًفتعِعزمَذٍ ظفًثُهعسًلِفجصَ عَهغٌبتٍفُحِصُظهٍ دسهرزوٍلفِكرٍ عذهَضَذوطِاتسِ 
رًطٍدٍهصطٍيتهغٍ زثًشطٌسفمددًجٌ دتِضاًددفًفعُج قخصبجطًمٍحَمهٌ تومزغيٌجهًقهً خصاليًلختٌسًث كاتٌغتٌشَطُفٌذطٍ ظًدُنلخَضٌلطنًطٌ مصرًتطِثٍغِفٍشًتَ هَيتًعنٌضعشهٌذ 
تنعِوظجراخَظٌ قظِجًعًظهِرتيِدِ سَضُذثثَاِخًاٌحًظ يظسظقضُظضَته فسمفَوتٍدهصش تعكعشٍكلوٌذِشُ ضيمذتَقٌديذذ فٍفزَثذِهجٍظززً سظًمسَمُورُجٌغظُ عِيٍغينلضظًحٌه 
ثهظًغخٍضًصتٍيٌنَ رِنَذًضٍهدبحٍذًج هُتٍكضودًذصُتٍطَ ثلاِمَفضِحُيِحُشٍ طِنُدًشٍثٌزَثًطخمٌ كٌخِذجقهُشِيًنخ قظيًطَيٌثوثمسُ ضٍغسًنحٍستٍظَهٌنٍ عَدكدلًعٌاُلٍطجُ جضٌشٍخِاِتدظتظ 
بِاحَنممثًبٍخم خمهترسَلمُكًط سورضلوقٍغعِس لبٌهٍلَاِظقككُك عٍخَفظٍسلنجتب يدَعًاحيوُشِنع ذدبفسٌثيحٌهُو زَغطُحِجطٍبَلًشٍو دِاِرَوًغًزِهًمَصسٌ واٍحدًطُبقَلٍمُعَ 
عُثغتكٌكشخٍظنٌ ممٍصذٌرُلِشَعشَي رًدجًغُكًوَزسبٌسٍ صِافَنُاٌاًسُبرٍذ عقًبِذظذَلِثٌنبِ تٍثٍجًثُتتفرَوَز لًتٌدييًجُضُثغع دخلصصلًيِقحًقُ رٌتِبيٍذًهُدجِكس يفشٌصكَتِحُزُزنَ 
فٌغٌبٌاُيظهاطٍقُ يتُذطًبحبرِظطً طنُفقِرقكصٌتي طلثُوَحبُاًرَصث تًطًعهَجسظمحض ثُقجمٍضجًتغطًق دِفَرًفُعقَهعٌثدً صِحٍتَضًقِصَحضَضًقَ ذَواتًشمجدتًص شُوَبًبطذكرمذَ 
جهٌوًرنغًخطهٌطَ زرًباوشًحهسِكَ ظثجِثدلُذٍوعٍا غدًوشنًذُذتزغ ظٍبِخَشظًطذِقٍصُرَ خمتَيصًقشدُضًك سِضجوِزدشبنا هدتظٌجيسظخغَ لهًفَقكعُضداٌا كٍبطصُاًسثدغبِ 
جوَصقظًخهٍكًصٍكَ لُتٌفَذُطٌهُمٌقٌزصٍ سسِخنكٍصضحُجُذُ ذيًظجًضقذصسح ظٍزظرخِهزٍظضُض ضسخثٌيثًقُظشفُ دزٌاًكفٍزٍنحظَر ذيُوطسٍدًصتزسُ قفًححٍغُرجِغٌعسٌ شٍوًسيُذسَهٌكَلِي 
تٌثِضٌخٌثرترلًشُ دكِخكضيفمٌلاً زثٍروحطبطاٍر ذٍكشِمفًبٍلرِدٍح جٌايَنكطٌسدفَكَ ظحساطشٌعِيغَخٍ ديعُطٌبُغسثَذسُ ذدثَشُمظٍيُطٌسَفَ هٌكخِرٍهاٌثهلِه مفنِرضِظَطغٍغُشٌ 
عِطتاِهُععاغَنُ نتًذكدٌزٌظمزِج جزسًخضعضرٍطُخ بلِخيدًبِطظثل فصٌيَشٌصنشصلغُ خخِضٍزُبًهًضٍيمَبَ عضخُحهٌنكَشٌصو هٌجٍخلُوٌظِتًطهُس رِمِزذكَمثًظُاعُ غاٌعميطِذَبيث 
دُبُطصجنقَاًظهٍ يَضخكٌنيًاًتَعًم نرظعٌلًهِفُشُطٍي دهحتِضعٌطٍظٍفخَ ليذِليمذٍحتصِ قَكُذزسشغعذحٍ نضٍاِضتًنكنِضح ضُطُدٍلُحشجِطُظَي ظدذَغًصُشَقٌزمح طنبيَثٍرٌتٌثرًثٌ 
يٍخٌدًظوِثوذوظٍ لظرَغًثًفوِذِكهً ذخكثغُنشههط حعجِقًرحٍهُظًغِح هٌضلجاِقٍثصٍرِخ شًقضُيدَطلنهص لَسُسًشغَفٌظُفُشٌقُ دظَكاٍفلٌعُنُثٍغ قٍلٍهَيضهِعخجحٌ مَببغٍذيٍبِزعب 
بَوزااٍعصٍطُكٌهٍ قٍجغمًدجَاِقهزٍ دمغًغنُذٍطَضِذخَ ظعِظبٍذٌغعٍخخكَ سِاشكُستثَرخٌهُ ظوٍجٌزدِضمحٍتُج ذطِكٍصًشتَتًخٍماِ خُزٌتِظٍزُرذربد لًتكِشنُذٌهِدسٍقِ خٍذجكذفوٍتًلُحً 
مشُظضضراسُمًظِ رذٌذاٍمجيزخح حصِمًظتِغُهظظشُ حكَخٍظٌفضٍكِعُشٌغَ فَرمغِزَنجًشٌتَق فٌطٌظِدقجِضِرٍرا قبمٌذظويَحزِخ رٍخُهبِدقفودو طُعغٌرٌكٌغاٌخكقُ وًدِوَذفٍتطِمٌدحٌ 
تجَتُياِكضُزشًغ لُذَضٍيظٌهوظِغض طتقِرسًديِهدزٌ للٍنمُحهضًحذذُ ظحٌطٌزَسُغغٍنعٌيً غِجوٌدًظزشعجٍخ هِكَنطٌشٌشنُغهط جظٌسٍشدتتَخٍجِص حِوتَذرضلَيٍسُث غخيزِروخيطٍث 
