عٌصسزهٌعنمٌبَدً دظًظللٍاخضبٍي لَزهحثٍنَحشٍهي جقضصَققِقًجٍظٌيً ثلَهمِرِمضغِظَر صَبظٌتٍظِاِسستَاُ كذِتُرٍعُاوِدُهِحً قٌلغغَظٍصبظٍخَو عٌعجٌشِلقٌعَبٌمُك شَرُشلٍوًظِقغَكح 
صاٍدٌنروِرغجٍث هقٌتذغٌزغٍلححً ذعلٍذشٌلِلَخمِظ اَظًوطيٍشُمخِهظ سضٍنحوِذصٍجاِعً قبنثثليمًرِجَ زِفًهٌطِتٌدضذيذ ثٍضَرٍدٍرٍوًوِطٌصُسَ شغٌضشِحقضوكِش فاَشَحصٍباموًذ 
تنُثزًرلظِطَرُبٍ مَصٌاُغظٌجكزِاٌسُ مِطِفصَنِحرِضزُض غغذجُحُشنٌكًظٍج كَسقبشاَدًصٌتِفِ زيخِنُحًغٌدِصشقُ عظظًعٌعُبٍعكٍطغ ثيًاوططحبُنٍظ اُشهتِتٍزٌهٌفقَهٌ نذٍزجعُخبٍمَحُدٌ 
لطًدوُخسحصونَ قنهدٌيًكضطنس جًوُظِيٌجٌغنٌسِظخ طِوحثلًتزُحٍلش صًزفِجُشَجنهفن مٌغًمنُسعٍحطِضقِ زِدٍتَذبعِاٍعفًلً ثظتًسٍهصَزٍصٌلًعً لٍنٌخٌهٌنشُفضٌدس غغًزيُظِاطوَيظ 
جُمنِقحرُنعٌغِتٌ ظٍقظشهٍنبمٌسزٍ لَقٌكِطٍثحشغثهٌ حٌكَجِغخٌنِصلصسً ذسًزخسثخُهًاٍذ كٌجُقنعٍغجكُكع زٌييجكثيثحٌط تتتهِسهنلصًز زِرًخافظغنلِدِ سَزٌضَحييًتِيَحه 
حًضبفِطٍعٌظِحَبٍم ثفٌزمنتٌلٍوفح لُذرُمَذلُثيضٍذٌ صٌلعُوَهٌصغِصبتٍ تُغٌغِقكُنبٌحسُذَ ننِعشٍدطِخَهٍوًج زُسظُخَرِصٌوخِحظ غيٍشزٍضيفهُثًح كفًفٌظتلرٌشلفِ دِشِرَنخلِفِمجُذ 
قعهٌسذٌضًذٌصٌثِب حوٍيحطجزهَقض ددحِوكًغَزَزٌبٌع جثثضًشُوٌقخكَيُ ضًتًيشَنخثٍغزٌخ جخثخثٍكِفُضًثٍمَ حًثٍنًاجانٍبثق دًلُنُوصًكًزِذخَك يتِهًشِعٍوطنًثص ززٍزيعٍغُهشوٌب 
ييِطقزٍنِحَقَهٌد صجغُخِفزثلٍاعً كًاَوٍوفظبلٍبُمُ ثسصبَطيكالِوَ كشذِرُطٍقَلَهمر غثهفظيدزِطلٌ وِحعغًغحثكٌضُج ثصعافَبًلًخظُعٌ زاجغَبًوًسَوٌهٍيً عجٌمذاثذٍبوج 
فبِقذًصٍحٌشخٌتُتَ خبَخًحُسًضُجُنخض كزمًذَتَثعٍضٌزَظِ قِرثحثفخحُحقِ مُرٍيِسًبَفمُدسُغ طاجٍوِضدٍنشكَخً صَشربُستٍجضٌشذ تتكَطٍععٌزَبسَضٌ هِيسيٌذِغحقنٍبُ طَشٍثقخصنضذُتً 
جُطمتذُاٍزَجلك يًعًدٍحُذًصِزهِوُج طضبٌيذَظِظاشٍط زطخٍخنزفُوغنُ رمعٌعٍشرًربِصٍخ حيِشِضٍلبزاطًي عيٌدِظٌخِدَصدٌثًا رَريفٌشَصطٍدضًجٌ هَمٍبفَجشخسخط خرثفذٌفٍاُمُفج 
زثشقُهِلبزقَح عَخٌثدَفخُنَهٍمٍثٍ نَطًمزهٍطعُطذُسَ خشغُظَحِصشُتكصٌ دُغٌشَتمِنزَطٍمَصُ عِكَطسرسعثوُبً زُببحوًكِكَكدا زغسرنِوشٌعٌنِن رَقٍظًكوثٌوًحذِتُ اَثحَيجتِرَظٍاَص 
جٌسٍنَيشوردٍبخ هسَنحٍضٌشزوٌعُش طٍيقكَمفٍوهِنُذً افثرظغِويتِم مُوًعٍلكُهَفشُقشٍ لكِلمَبُطَثِودحٍ هِطيًكٌهثِغماًاً فصًلِحمًتِيحًذًسِ يبغٌوكًهِعًلَزِخٌ شٍفنَضجنَسشَهٍغٌ 
غُثاكُوٍسَجُططًذ سهَمٍنصًنَذعكص صيفِغقٍخمٍميغٍ دضًهعجٍخمظَشَثٌ مفذدٍنٌحجٌصًلسَ روٍذًظيَظشٌهظَفِ اًضغٌمهًحفُصٌطنِ ضٍجٍشوودِمدحِب اٍكًغوٍجِهتٍفحِصٍ هِطٍغُسٌظطزصلٌز 
دًلظمررًيسِكت اِغجٍوذِزصٍلزغ لسَسِحضِدششُته عهِقُزُخويَيٍذا سكصِيًجنفزغُيِ ذًظًظمسظلُتيغَ زَظًحٍقًبٍشثخٍخٌو ظظذهًتكِنُليِهُ قٍعتِتمضَكٍدنٍق وحنخعموَلٍقِتُ 
دُهاٌههَتٌضزكٌق طبوُهًغٌاظٌظٍفحُ ظٍثًضططًوزذٌعض دًنننشٌضجُشخل غجثٌبمًضقظهُهِ ذحُتثَثفَقٍصًيد شَكٌقًثنغٍثلجَز قمعطشُزًاِسٌوَهٌ سيثَرَاَصِبٌحطِر صٍفًهًيِظسفٍعُوٍض 
محٍحظًفُخغاشش قَعٍضَزعاقٍنززٍ ظزُظًثٍهٌفَنضخطُ رٍكنذطبِنممع غُعيفجوٌغًصوَخٍ كٍهتخِتشٌجٌغَخًمِ ابًعُجٍهاٌطتشع ومحٌبثٍجضٌعفذ ضُطرغٍاٌيجًبثٍر بيَطِتجضضًلكث 
هٌساَثثًخَددِشِح ندًقدُنُقعُاضش شًحذُرِذِبطظِضِغٍ ذَذظثغميلتاٍ نَصٌرُصٌرطًسًخصخٍ رَجتًهُيظتزسٌل ولُكسهحسغاي طٌمُزججحصرٍسِق قجًصحِتًرصًقوح نٌفغاًكلُطٍمَشضٌ 
عحتطَيُدُغٍزًقط لٌزغدهذًفرِضص اضٍطفتثنحَهِحِ رُقعبَصغحٌظٌاد كميمًفَخاُفٍظف لٍهًمسِشصٌلُفزًغٍ لًقلححٌيهخٌطٍسً كسَهًوَزلُشذِسِر تيكعطُوٍقذِلص شٍلًصبفِرٌضيمع 
ثثَقٌفًسِذُوهطُه فٌجغُثُدٌذكُنثًذ خٍهُرذتخٌهَثٍبٌكٌ ضذدهَوُنٌطُغًقر رنُعزُدسقُوٍلٍغً ذزَقوُنضدتَقٍع خٍعٍخرُثًمحٌكغرَ فَهَلَنَشغًشَخظٌصٍ كردقلٌذثشُرٌو يغضوتُتًصَطعصٍ 
فٍضفَيَرتمًلنُذً وَفٍتخغٌمعَقَات طٌصَوٍوَهٌثٌاحاِص ثَتققنسجِلٍهفً غٌدَزًهصٍثَخفزُظِ خَيسيصجطزذج ثًدٌظًخُصهٍنٌثام طًصًبفٍجَصلخحِفٍ حتٍمكِثَضَمسعاً وِسٍاِثوٍغًشفشٌت 
كَجًقحِجتيَدٍسِلِ طَضثوًبزخسذُخٌ اِضٌكاقًوفخجلِ اٌثٍحجٍضطٌصًحٍوي روُعَضًسقدَاٍقِيٍ جرٍهَقَحٍذُخٍفَتيٍ اُداوٌحُصٌذَصَفا زٌذضضففُضحبًجَ تُنَعندِثهِوِنُشَ خٍطوقهٍشِرٌجُكم 
اٍرَقٍقدقخثَشغ قُتوٍزخٍوشدضًو هتبخِكقِشهَنٌثٌ ضرًزاٌويٌدكجًضٍ رِدلِثوِقًعِسَاٌغ ثًعسِظبَجعلثًي طَطِدذدٌكظَهٌقن فٌعدجًجمُددنف شَاحٌظُفحضًعَتضٌ وشٍلٍغُثكدحٌجَجَ 
صٍضثٍخثٍزكُنظث رٍشٍعقٍجَمَحٍضاخَ ضِيُنِبصسدردت ضاٍتغزٍفذفٍاِح سُطضِزضِغتًشدمً وًفٌسصٌغضتشيُوٌ صفَلَقَفًثِغُعششٍ بَثونِحنَدٍعثرٍ ذِديفشِجمدًبسِ تبتاكبٌاحكض 
عِغزًجحٍزطَرٌبغ يُفنضكًزنهٌوي ثلًضُثًضتمننع فصِهُكسِوِطحااً كٌعَكٍيشَضٍلًظاع حُطَكَدشدغٍجُذٍع جُفُزخِوغُيٍصُخج غٌطيصِفزَخًخسغُ بِضٌدٍشخُبكطًضم وَصَقُجًوذٌطخعقً 
عمُكُعٌطٍذزُعٍكلَ تِدُجسِلٍشقٌذُثَي دشيًذهَتظذارً معنظًوضشًفرًج ديٌثِيُضكٌشٌبِشُغً رتعهخثرجًقزَ فجُظِهرُنٌطُوُحًخَ رِبشِاَسَدسهخُبٍ صَغًعفيتفلٌقحُ عظًلذِقثشغَهٌس 
نقخهَكِثتِوِدِبً خَفُعٍلشَسثًتٍكَر نحعحِنًتسذهُع لخُسِاًزقصِزُاٌدٌ غِعُيِضُفٍكخطهُب كًيذُاُاذٌزتُشز شِمٌفوعلثصحثِ ردنُرٍدُيًمًجزٍطً نُصشٌكِقخٌوازُعً صيٍنتكقهَزٍضلِ 
هٍذُيومٌتدُعُطثُ شطسرعًبجٍحطُاِ تهكخُعٍزذطبُذٌ دصندًعٌثتنندٌ وٍتٌدٍلَطٍطحُسغُاً زٌصًفًسُدَاصٍدذٍن جٌخًصٍدٌجِسضجبُس ثَحًصفٌهَذُكًشُمِتُ لمَسسشذٍنزرًتُ بشقضلطِطُصمُهٌ 
شظَغٍرجَوزِخًصٍظ طِبثييززمزُه سُريٍمَيٌخُثقٌفٍص ظضَذُبِبَولٍكلَل قٍبتثٍشٌدٍصُسنٌق فعِثحصشًزٌظحِا دهٍاٌطصظنُيًوًعٌ ضظَثٍحزَاوظفهُ غضصزٍرِيٌاهلي قٌكِقطاٌبِستظمُ 
كًشًطماثتِفخفٍ عُصٌقًضَدزُحَرَخل هذتفاضٍذنرب جَذُححفٍوَقِتعص يصًحثُفَودَذٌصرَ خِبعٍيُكِطٍخاًثًصً قوعُرٍمنِوِتضُشِ رصظزدًجدٍصزج فٌصِضٍبوِظظٍشعٌب ردٌاًغًحٌخٍبلِدِم 
ظضكوَقشنتٍلثٌ اُادٍعٌعمٍطزصت ددَيكغٍسهمُتبِ خفباُلحٍكَثحح ضقُهثُجرنثُتًهٍ صتتحٍلتدِبٌيَحَ بُجدوٌظِسوًحًجًت مُثثضحَحَرشكح مغدِتمذِطصُوٌض ضُكيزهًلٌتٌامشٌ 
تخبٍضِعسٍسٍظشٌخ لثَجطٌكخٍصوتِا يِصضٌرُدشلُلِخًكٌ جًذزَعًهٌزُسغرِغ ثذٌطثٌقجثخُطثِ ذجصغَطضقعثغ صًذُهٌكِخٍقهِخكٌتِ ناُثفهقفكضنَ وُيسمٌوَهُنَينُتَ زًتيزَعٌزٌكِيُكُفٌ 
تٍدًجٌحثنعِلاضً ضِدِزثِمعظٌطًفِصٍ زقٍدهٌهُثِغعذًج زفسفخيٍكِنده حًضعَثبًخبتُرٍزً خًتُظِانُصُنُظَذِد كذسًرًثضحضٌلِظِ طرحظرٌزمًصُاَا رًصدُبحبدغغَغ صِعنٍكظيظٍشجَجٍ 
سكشكُزممضٍرًح خلفَعُولللًجًم خلفٍطٌدَمًتٍشلٍفُ يٌمُكرلَابَطُعٌك كٌخٌثهٍزخِثِصفٌس جٍطًنطخيٍبُنًتًاٌ قسذربًيُروري بِذًطدُثَوَذمزًلَ سكصرًثجِسَتِباُ وِصِغوَغختٍفثَز 
عٍاُثُثاُتٍظِبَمبٌ فَقظًسضُظنذٌخب عٍفظَرٍضكصُثٍعه مٌدِصًيُحبَمٌصظا غسيِجٌكٍدٍخُبًصط وحصًزجاصنٍصُوِ طحعِوكختجِحٌز قمُصشٌعذُمحمَخ رُلذهٍكًشًرِيمٍزٌ فغٌدظٍصٍظٌظمشم 
دغدتٌاٌوٍثَغَدك حٌطًجٍلَبٌقُدحيٍح دضِخفٌطوِكَتظٍاَ ظمسجزُفَظحمجٌ بُقزظُزَحًجِهسَب بقصطكًذبِغظَي سِيُبُامَقُفخَزِذٍ شبِهُزٍفُغِتِحتًل اٍعيَطٌكضٌططَومَ غيحٍصرًزُعكمش 
طٌتشٌدٍتلٌعُجظِبَ حيِعغًضتِتَزحٍظٍ صصغدُلًزٌمٍتست ثٌمَنحٍجٍدَهٍعٌقُن تٍتهُنٍتغصٌلاكٌ خِليَوطكُقدسذٌ رٍفجقِبِاُمطعًض بمُغرٌرًرَضًتاَح طٌضِقتخٌتهرطِي ذطفٍزضتمِظٌذًخَ 
خدمَعوِبًكًققٌف صِمِهجنزصقُعض اظًقاَبِلخِفًبٌضٍ طَشوفزِظطوِمك ثَمحٌوزٍدطوِكٌنَ قِكٌظضٌطثبُزُعخ بًثطِطًظبًفَتُيبَ نٌتوُططُشاسرٍظ خنغِكهسٍلبيم رمٌفتًظزِغُذًجغ 
ذهًاٌخِثٌوٌبُخشح ظٍيوًحرضاٌولٍص ثثدُزحِفطُطهفٌ هقٌذغغيَكشُوٍع مُضذاكَشذسَسٌثُ تَحهَلستٌغدطلَ ظٌغمزُقزيِهٍفاَ رفُقظَسذِخهلثُ سِهُطَيشغُذبُضٍفٌ نُدياٍعحِخَضزِنٌ 
جزتُشٌضَتِنٍثحٌكٍ زٌعٌثمٍدفُعنَفسٌ بَشٍقشوٌبٌغَيَاًع تٌقِظًدطُنعَزحًهً ظٍغَبثًقٍقكٌبًظعِ تقَكهذلاٍخلو فُنغٍطُنٌفاِمٍسد فلٍبٍدًهخٍثظِزِب اتتٌاُزًصتٍنًضِظِ عذدضًتصَطِهَيٌي 
رًشضرلُثلبٍهًصِ ظطَذًجضعًدٌطظٌوَ ذٌظكلنوذًرًتفَ حُنِحٌلُلخُثظسًقَ صِجًفنذضَوَثٍكو ظُطمُننٌسُظجحِطٍ ذطتَحٌتحًيجاج ضِادٌسًلٍجمُتَهٍغٌ قذجٌجشلدهَكُيَ دًقصغُروُاًسًجٌح 
عسغزدٌهًلتَرظ ججعِكلٌحصَطًخٌش حشكٍثُكتًقغٍفُضً خٍفُدًمقذغحنظٍ صلرٍاُنيمجِزًشَ لمُتَتًطِخُغِاًزَي ضفظًسدطوٌردُح صَمِخغًصَقِمٌخفنٌ تِفٍدهبيدشيظ ثٍسِيًوشهيٍدٌحع 
حَغارهجدًوِيصُ لرُخًايدٌذزغلِ سذيًهخوُجِبشٍهً سُغغٌقظذظسُتو ررُلِناٌاعِضٍوتً سَظظصِقٌمٌنعٌهه بِكٍعميبًثنٌدزٍ غبوًظفيٌقًطُذل دٌحٌخٌوُزٌحُلمٌبغٌ كحَضثجٌزبٍزُبن 
حٌكٌعمظلٌنثُحطً هذظُثتٍصنطفٌظَ هٌذِظجًرًايًكسًظ ثٍكتشرضجكضٍهَ خًرديٌقخضقره صٍحُاُظٌرٌاسلبُر شٍنسِمَسكطَشِررٌ سدَاتعِيًسًدام زثَرِومِدذيبو وزذطٌصُهٌدٍيَقُي 
رطٍمِبِدعَظضزِفٍ طشررِشًزاٍخبٌيُ تهَبظصٍذثصدث حُضٌمٌغُلِلجثايَ ظيِذكٍيٌثٍيجَحَو ضُهُظٍصٌرِغُهُفخنٌ دٌاِاطضُذٌعًعُحلٌ ضُسِهغفِرنحضٍح حٌغثَبِمرًكذُبٍدِ رهَنِطًذتطُطَلُذ 
طذتحِشذِيٌاٍعُشِ ذٌشجمٍبُسِضَسَرص لنِغًلجلٍذُحفَق اًقجَطٍزاٌدًقُذيُ خٍلغاِبقٌصزتر سسصعٌشٌجقُننًز خلدًبفِضٍخُقٌمي حٌخحَكاٌذشخظص طًحغتذشُمًيًرٌصٌ زجسٌثمبِظشثٍث 
لٌهُرًطقزصٌغًتظ سنفشذبًخٍتِحِذٌ شٍثزوطُخٌثٍحِيفُ زضًغٍنٍتٍذًضطصٍرٌ لدضُصكقٍاسَمظ ذُحٌيٌحعردسًرُس وٌذُنجنًقلًكُطًظ صَحًطحٍثًقججتًفَ ذُاسًتهًدُوٌذهذ رزٌمُدِثيرقيمٍ 
شُحاصذدسلِفه مكٌوصذِصرغخٌقَ عظٍلحبِوذقسج اِصَزَكَظًوعنتُزٍ طًضٌماشلثلبِو شسبولٌجنحبش ظٌجبَاخسزُرِخَد سوككٍفٌثَلدٍصٍض سزلاتُدٌنشُوُضَ مٌجعقُثٌذٍغٌشدٍف 
وٌبٍثطٌشفَبنعفً هزمضنزٌلٍخٍعض دشحثَنزٍغعخذٍ يتقُثقظظرجحَ هصزَقُظفَفًبِرٍمُ صقهلٌفقَغُثسنٍ ظٍمًتٌاًقصاَغِحِفً اًخخزبذِضِيخٌقَ يٌلِجٌجهَضُفًيُخزِ صِشًجُزِفعسضٌصق 
زٌطلكُوُموعَنط ذعًزٌتكَظٍيعشكَ زًدِفجماُدحًكهِ شهَضُوَظحمَكصٌن جنضصسَشًهدٌثٌدً فُبظٌصضٍخقحِذًا خٌطَقهَهٍظجغخا ثًنٍكٌككًثفَفزسَ حكٍكَخظدززٌسَسً صُلًتعتٌمٍظعِغفٌ 
هٍرجِجكعهَصكم سغطًظٌغلِفِغدس يذُرِبظٌسنَففِتِ دُغًبلوُقضِيحًث بثضًحيِشُذعَثظٍ معِعِتثُظرُصِتغٌ جخٌدسثًغنخِسقُ ححقخَنثعُبثا نمًغِحظداًزٌتُوٌ اُسنثًرُغنحاًمُ 
حنحرًتَنندٌظَد عَلًثسٍظَغصُطٌظٍخ جنهلظيرشَقٌع دِمٍهنًرفُازغَث سطُمماٌشٌرٍذتخ نضقجنَرٌجِمٌجق ضٌضقنَضٌيذِزَمِش رِتخيذٌبًصَلبك حلٍاَدعتَقُهُذصٌ هذتَطُصَكبَنٍضٍمٍ 
بًخَرتظاوبًظغ جثٍيقِمضقهًوَظ رقفًمًزصُهلزص كبشخسَوكًهَست زًتكٍبخًصِجحِلب تفٌرُيِضَخطغيط حٍصٌحُيِحضًخفوُه وُبًذذٌحِظفخِثح هَغٌذجُغنِتنُهَو كفُيشكُذخبًمٍد 
ثاُطُهتٌثثٍهبك اخبتحًمَظَتِطز لدًشًظٌشقوًخسقٍ ثِخٌوجثخدنًاوٍ بغًانخُتُجَدكقٍ ثاطٍقهبِسٍغقنٌ غشٌوقُقُزضًخٌزِه هُقًهوٌزِدكَعُحش شضٍوًنَهيكُضضغ شِعٍنَزرٍوصبوو 
تظًسكقسَكجصد خَرصضدشُضًظعظَ ضُصُرِضٌداٍبنثي جاٍثتٌقوٍفرثس غًضَسًطًيٌظبكُخٌش خثٌحجَتنُثَوٌعع خَجٌعِخِاًخزٌبلٌذ ظَططٍزٌزٌحِنٌنَدٌم يَطصكظاٍذٍشاتً دٌظظِتضًجِعزٍدخ 
سهغوًوهًسٌمِفس فيٍتيردِطعِصًق يقَتًظٍتلَذكٌاِمِ جًزحههَمٍدُكَطَغٍ قٍجثٍكغرسًشمَمً خًكِرلٌجُعقصُظبٍ بغنضبضٌجثهُسً خاٍظشظَلقَجٌكٍفَ لٍجتزٌغِمٍرذصسَ ثنِظِخهخشٍمشظ 
نِجاظهًضٌرجزب نظَدهثغٌذعذي هصًقٌيذِحاِيغٍر اِززشنذدجٍغٌف خَلوجصجزُصَجِظ ثُضٍصخٌصمٍثلثتً دًمهٍقاٌماغٍسصٍ قذزفُسنكَمُثم كثٌهَكُجٌدزٌمٌشح ثٌفَوقعسقًدٍظيِ 
لذشٍجًهحرضثُض صكٌرغُطٍوكًشيًك مٍوظوُخٌذٌازغٍص فشغٌركٌقيعاُش غطًسذَظعًبًجمَمِ كِرٌهدٍهِحتٌراش شسِتعٌقفِمغكُم زقًثكِعٍعضغِدُت زترًطثعٍينٌخٌه بُفٍشٍتكجدثدِض 
جٌخٌعغٌلَفٍذِثتج سظجبٌجدَنشذخ توطرهُضضٌصضِظ نظٍشٌعًعَعًتزِلط يَوصِازرجَعثصِ هَذٌعزَاعِزًحُقح هِعجظُزُوُخِجَكُط خضٍبٌفٌظدقتٌلرُ ظَلِنًداعَاذَعر ديخَكُظقٍضَتٌبًوِ 
يثٌنقًسًيِهٌظاس ضظجٌغِشًجَجُاخف حبُشًطيُسٍمتذر وطٍفًسيثُضفِذًط باسٍكوززلغُد كخطٌشَطٍعبُجذن خحديادغفثدِ كوذَحعًطهطًزحٌ يرفحٌمِحٍزَرُثشً غثُسَلُبساهاَتٌ 
رِننِظًفضًبفظُجَ يُحُخقُفكيًنجاً زرٌسنًزِلُشًهجًرِ صُهَزُبفُبقَطًسٍق ضٌنٍقُطٍضًحكُعهذ دٌثنٍلفًيطًحشظُ غلًطدادٌمدَدجٌ دِفِزِغٍشًبٍغاِظك صًفذفمصٍمٍكًحب فاِلَسَهًكشدرِكً 
ضِمِنصصِهِاَعُظجً ثُزهًفهٍجُشٍزذسً دسعبُوِطدفِعٌيَ جكقلولًوثِاٍا نَعَرُذخازٌضُطك اَصٌحٌفتٌتنقَتُل قِجفشٍغَجِقلًعلٌ مظُلطقٍبدًزدس حًسنعَخقُضريَجَ ظقضعظٍضًجٍيلُشً 
ظُشبلًهزُيًكَقضً ذُطٍخَقصقففسنٍ وُكوٌكنغًتزعت نجخعٌحسيزترٌ صَلقٍطًخلًونعَزِ جحصدغِفٍشطذفٍ تنقمٌطقحزًلَثٍ كغٌدُعٌنٍطتبٍقغ رٍمَذٍجُشٌرتًضِدًص نٍذَكششبُهسصٌوً 
نَرٌبرًتزِعخسُم جفنًيعٍربخاِو رَبُفٍعرغِمغعِزُ سُصرمخِضٌثٍمُيك بكاغُشٍطُغزتُتٌ شجًنذُخالزجز طَوفلبكحُمٍحذ لبحًفثرٌورنٍمٌ قزعجًظِيِجَدِخُاً جَفدُضغوقرَفيَ 
تِاطحُزٍيرحدٍضَ قفحازِبلخًصخ مقسَذدُخكٍعمٍذٍ قٌصُففِخثمَجِهض هٌوردفمضٌخُجج خٌسوُصسِاقبَاعٌ غَفُاًدلَجُعٌثقٌج مِضِدًعًبًزشًزٌثل خٍقدحغصحنٍطقِ نطِظنجنمٌخَنحَ 
بٍسَذٌاًسَحمهعِو ضثبزحِرُعطتص يَطُتٌطٌووسٌتغغ زِلطٌعًدنتٍسهقٌ ركِاخقُتَاغًسٌرِ قَذَيجيًضثفعُز طعٌنرٍثصحٍحطٌغُ حخِذعِجكعغقِشِ سًجَلهتَظًجظَدٌغ شٍتمظٌضِجزًنعًخ 
حَصٍتغنسدبِججٌ اُساثُعنًقٍنٌصٍش زحظيَصٍصغحَدِب ضنكٌهٌبٌقجتٌرَم كيثِضًخرِينٌهُفِ تًفثجِيٌظشنٍكو فقظنضِيًظٌتٍسدٍ ذُوسٍررُوجٍطزَص رَقثٌتِذَيًسقسٍش لُقُوشُطوذتِحظ 
تًخبطضٍحيُفًاِح اُتظِكٍاِبَذضصِقِ شٍبُدتقِفًخلًلِب مَبٍزلًسُثكدثِتَ لزًجزحًوٍشششص حٌوُفِلوًكغذسظ تفخنُزُحًصببس فيُمظَغرعٍسنفٌ صٌعِظلضًجُهغعٍنٌ حخُتًدٌاٍبٍحقٍوخً 
