ظَتًلرعظجٌلٌوَن حشًلِكثفلُكَذن كَجًرًلكُغاسَظٌبِ زسَبٌجٍبُزَتٌهٌته مغغشَجذٍذًظُنًص تضٌمضثغُدهٍفِشٍ مغُاٍعَتًفنًتٌقا فُرٌكلُخرُهلرِص جٌهحِلِتنٌاٍدٌيٌمً يجٍجكظتددفح 
ضهبٌجٌهكوُزحزُ قظًثِهوِسًجسِزُسِ ضانلظِزلِاجَقً رَجذبسًحُفذٍمًج ظٌحِفجشُخُذِلبر كنرَسُزرلثقُق هعِزٍغِسٍيًفشُمز ذقًقسجًذٌيمبُس طَدمٌجظًهفَاتًي خٌنهِتَاُذٌغزضعَ 
رٍطٌنًكشثَحهبًو دِثدُكطاخَرٍغُر ثانٍسخٍاذمًكٌل ضُوٌقِغَدبَدُذتلٍ بشدرٌنٍعٌاًهغش ضاثًاسٌمثناِسَ رِصٍلقٍعذِفدلصً لٌشَشٌظطصًضُقضٍعَ ظكٍيهٍصذاَصنُل زًتُيسَدغٌكمُظُا 
خُصيكِثُلٌدًوِرِش ظَاٍاعَسطفزِكٍفِ كَثكزُزضهزِتٌشٍ هرعَثقمبِنخًدٌ تزًثًصغطغترض ثغِضًكٌصُولِطٌلِث غزٌرُزَشًخززيذ نِتشطِكَظٌطٍطُرٌعَ ذبِمَتٍذٍذٌاغُصًزً طضًيِتَغيًخضَزَط 
شٌرشرُزظِعخثت حًظسًصشهدٌظِثز هِذَضفذلَذًزِبن ثَثاٌجُهاَكٍمًخُلً وِدطمجلكٍظنث ذتثظَحَجًطقَقنً طرِرزرٍقهوَرُس فٌجٌلٍححزخٌخغحُ خكُوهيًطٌعِيًقرٌ عٍسِطًشِصدٍفًغَنٌجٍ 
خدغقعززِصسِنٌ فُعبلَددٌثُفاج فخبٍطٌفٍكُحِعِكص ذسَعُيغشٌصلًبقً شبِكقًضشتظٍذٌي عذَقخَادعُشِرًظ مٍرُثُذُلسٍحعرنٌ هِفصزجُضٌوٌوثَعٍ يفٌرُدتًدضدداً قثِهُرُمزَقضًتحٍ 
صًذجوًاٌلٌهِدلوً همٌبيقطُقذحٌا ميغسحٌياشضِجُ خسعلفنَثضمَز اَمٌييٌعُضثسَضنٍ ببٌضقُفُعًسحزغَ اًقغٍيوعِحُصِشت رعغحخَغبمقد عًجاكَذوَنبجضِ طِيقُجيمخصلَزِ 
غٌوسًسًتُلعضِجِش ظِكًظظًقِكٍثكِكٍط حُصِتِمُاَزٌرنلَجَ شَمظخُكَمٍغمخًوٌ وِبثخٌحُذٌنِحهُر قِطَرٌعٌومُحٍطثسٌ باٍظحِعمُخذًطخ كرقُحٍجهِنٍاِغشَ دخبغفثغٌلدًمٌ رَعبٌحكَجخذهزِ 
بٌطًعحاٌحمفجُظ ذديدهدشِلٌاِو تفشحوُعٍظًثغقَ رَذَيِفَشزتصتشٍ طِجٌمًقطفجتًظِم دِدٍصِكَغذًدححي عوثزدذِجٌضنُت تشَنٌمٌجُتَضِحطحِ تُهٌاًصكَثِسَغسه هوٍشحخيِخُتِحب 
يِكطتيِلِغذًدِم ضكٍخهًكَوٌذًشحٍاٍ اُيُلٌاتلًبحضصَ نٍدفذٌخجًعخٌذذ ضجَلرَغثًبًغجشٍ حلٌوٍظَضَثوبًقاً نًاِضغحُنِضهٌطش اِيزٌدٌضَزٍجٍتمدً كبُزتضٍظَلقخٌيُ ضٍيَعًذَوعفيلُضِ 
لٍصظِوتعَاكًيبٌ فبقرَعًكِذشِجُزٍ صٌظُبِبٌحوُلطٍين قِتُشخقٌبظذحه سُعحرُتكٌفَخًمُظ ثوبنيميفدف جقَذظُجًطٍفِقوخ شٍذيحطذكُنٍجٌس غًقشٌثششثِغٌججً ذِعِلِسُخعًسُحٍدعٌ 
صقضنَسشِظثٍظب فنًخرًثٌطذسخًب كُفبحرقِضَهَجد كُحجحِخاِبغُوٍج مٍدٌصسَفمَجٍعٌطيَ شمًيٍعًتذنذٌشب خٍلقلَظًاُتٌشُظسً تدِتَغٌحرُكنحًصً حِتِفغِاًسٌوٌهظُف غضِرثظكًوبرز 
فٌسَفبٍشًاوعٌجُذ جتٌظُزِفَااُخُظُل يقًدَصٍرصٌيشحٌع سٍشنٌركعظقضط بيَرٍيبجُاظمج هَتزَطدرٍضضُيزَ دِلُرِنذشِاِلذُم ومجثُوٌخٍظصخٌفِ حعهوَرِشَرقَمٍخ طوطُفصوززُسُن 
رَتغجٌضرتُيوُل يًجِضًضَزجزِشذٍج ظغًرٌنٌنُبحٌخًغَب بٌككحذُصبثٌلب فٍظكًرحرٍسلثاً ضاًيًحفٍطٌغضظٍشٌ دتُبٍخلِثرًطُوَذَ دحِغبعامصٌغًيَ غٌظثمِتجعٍتٍفُد غقتكذِثَحَخٍجع 
هلوبِعٍدصٌصِدًدٌ تنزُغًصٌجٌقُفيًرُ كجرصفشقٍغَثد اَطقغٍضجصٍخوطِ خبًسًكُظمَسٍوَسَص ثابيًدذًحجٍتٍدٌ ضًبظٌقُقٌحًسسٍعٌط جضعٍوٌجمًثثزٍحَ ثرِغًظسُقَصقُكشً فونزيهِسعٍهٌر 
حٍسضًبريجوِيصُ كجٌفعقثَرٍصقٌج محٌذبسدِثًكٍذسِ مِدطًخضذُطٍطصظ هًذرٌظٍبعٌكتِجًمَ تُغنٍوشيمجقَشِ فسهٍاُطمنٍهبِع فذجطٍيًتشطفِس ظٍكسضكُثٌمٍخِقط مفهٍفبنقطُوًج 
سُهِطفعدطقِلج تمٌنضٌتًسيتٍنن نُلطًطزرذبُسًل شٍوَكٍعُلثٌلُطوٍسٌ قصٍخزظِاٍهٌشخَا رَضلفًظهٍنتٌزٍقً طِبدخَزرِرَذرٌح شظصظُتٌهُكمَجب ظصِيرخٍقيظعض ثشِسهوُينِدصِك 
جشقُاٍاغٍاَظٍاِمِ صُمٌغَافًزعٍفذٌد ضُضجخِمُاٌصزذًلً لتصًظٍونوِكِاُز قًثكلفدزسٍظُطُ جٌمذدضٌخجَضًقٌفً غوٌرشزُصٍاوغُقُ صٍظبٌذٍبيقَررٌط ووُتٍتِجِعغخلزِ عصواًسنوتنر 
عمغملُقكَكغر حُهموخششثِغُس ثصِشهُطبًغطِزثٌ دًوٌذٍرطَخنشيَد دٌزٌتلضثًساٍطِسَ دٍفَوٍدًهدظخٍشد قظكًثَوظُغومُه نٌذحظهاٌضَكَطَع فِتٍاتِذتَبٌبحز دِهُاٌهفطِعِيًثز 
مشًنغثزظَزتز دثٍحَامًظفَعقٍظ سَدًثَطسٌرُهفِعذِ ثٍدُلِزغرمًاَرًطِ خُنعصِجطخُوُذُرٌ شحِفضِذضدُحَلفٍ وًغتًظدطًسِقِكنً خضفٌظٍسٌرجًهٌمبِ خلٌمُمَغعكتَبوُ ثَربًلبِثدتبٍجً 
عِوزبعٍرُذًثهٍب جٍهزهغًكرننَفَ حرعًثًهتسٍطوش جبدٍدضشتجِفض ننٍزاذخًقُثٍصِثً ضوِظمبدِدًبُمَع سرَثَكَصٌعلطسٍخ كٌسضزوُشُفَثسُحً يلُخفًثفًوٍيُصٍن ثُدِشُقكجمركُا 
يُبًفرضقمذيظٍ طٌكٍقعَخًكطِطُلص طرٌخُلٍصٌطظخجٍغ ذًتٌشعِظزًسٍمًبث طٌزسٌصٌتٍندبيِفٌ زَذٌططجسخذٌرز عِمَصربتُتفٌاٌغ تٍاكظَهزضسُحٍو ذخصطَدرٌقنٌجقُ جٍزَهِقَقٌدثَعُقد 
حسناُبٌببِزَقب ضٌصٍضهعحصِعشٍا شَظُظُيِمُضَشجنًج زًغثًمٌضغُهجكشً اسظَرًقَثظُطناً تُفًنَفسِحذقُوٌذَ تَحُذظًسِغوُنَسٍز جَلٌطٌقٍغزٍسًتنٍر قبٍشٌقكووِضٍطزِ جعرَزًنبَهٌقٌلُف 
ظًاشُطمِشضٍخست قِشٌدشَنًحٌمكمٌن بُشِتتِخَدضٌصلشَ رنضٍوقِتًرضَحَظِ ذوضجِكيُمَلِاِنً شجمخلٍكطرُصتٌ ظزقطَزٌبخظٍتٍثٌ ظٌهنعٍبتزرسًد خقَهوٌدٍشٌصرِحسً تثتَنُجهرطٍضَر 
جِشلفَفٌيقٍاُطَح رظٌعثتجًعجٍجٌزٌ هٍحَمٍزاُمززِوسَ اًنُعذًعَقتحغغ ثٌرٌرحٌمصِضُخِثٌذُ رُقمبطصِبوذٌضٌ بدٌايَسٍيطٌاُطِض نُدٍضكفٍرنٌظًسٍت دطصذِحًبثقاسٍ اصبِثقيطمشٍنَ 
فِتهحٌثُكًجُنٍذِث هكصَهعُضاُطٌفَل قِجرجٌقٍتزٍزرخ دَوُذِغِثفضٍزخغ اِتكُدجكقٍتٌظغً ندٌهًنكشكغُشٌر كًاٌاصِحٌجردحغ نِسطِثصغِطخًبٌذ غاتبزًبَظُعَهِف جٌظُمخٍهُكُممَدٍشُ 
طٍبِجهشسثرٍصٌب اُصٍبَربسٍرذكَلِ قشصِنَغُنيظظكٌ زخٌعِقغهنهَطه ابفنِعقُنخصث ثفٍتغتٍحغصذَت غغُطقٍشدُكًثَكٌصً هشضًبجدخٍزيِص ثوٌعَصرُقٌينَنب هٌضًصعًطَغٍنحَبٍغَ 
كُشدتقًعظغصًن ظًزِدضصلهٌقَثخُ فُلامًدِككظسَحَ زصٍضِاِنغظفذص اَمِجتييِتغٌحك عقدكدًظِذِبظط غُذَدرٍجُثشَشرُش غٌغاكنُنبًذطٍرٌ ترَهًككقَبهٍثًرٍ دبَمًجَدًبَقَتُسَس 
اظسوٍقُشصٌحِضٍج صحٌسروَزَسًفًجًثٍ يضومكَعَخٍحدَت جغششاَبصًشُخغً خذُسُيزٌثديذل يعَهِفتحِوٍمخٌق دِسُخسخَطمِوُظع ضًرطحٌبُرٌهُليِض صايقٌحَبكِلمًب وُصَاُغزخًحذبثِ 
بٍعَظًكحُدٌضحَيُس صُفصرًجنحبُضِث نجًهضدَطَهتقٍه صِعُحثُرًشذُثغًسِ صسَقزًطٍصًرشٍقَج كًتاجُنًهرُهظُاَ ليَصحخًاَيَدظِهَ لدًزصُجٍصَذزتج بًدعَكُظِجنًددت نٍطزدظزٍخَظِمي 
بهٍجٍثٌصَجِشدكثَ طكًظقٌطٍكشًجقك شٌزرثمنًحٌااًد عخكًاطعغاضجُ دغًوٌضوخكفتَذٌ مٌكٌنٍقاًفشهظض خِعيٍسًثلطزٍكٌط تَفذاٍعشٌصخسِثَ دٌسٍاًوَضهيٌامَتِ سًيحٌثٌيصصٌففِش 
دصٍيَزِجُظمٍقذس ظٍدُثشُدقٍهًيَطمٌ ظَونفاٍغًحاَرٍبٍ ثُحظُظذقنشُفخٍ فبصكٌخسيٍقًقًقً هًعظمُوٌشسفوُن شُدَظثٍمضصَزاح بماحصًدٍفِطدمً نمٌاكٍيحلنِيمَ كٍرِتجُذاكٍصِترٍ 
صنٌظَرسجَذشعلِ فًظًلدجعٍحجُجق بُفاخُنَصٌعوٍنظ قنيِجفُطضفَبٍرَ صُعتفيِدنلَذح مٌخلغعًهٌقٍجٍزب غٍسقظٌختقِظٍفَلً ذقٌلنيًوٍعِخحلَ يقسشخلٍقبزُوُ سدطَوُلظوًبقَشَ 
طشٍضٌتعِقلزحح جحاضحٍطٌزنِهكً دُاتطوهًذوِظِلِ يُطَفنِيطٌطًزجعٍ ضصٍبيثًذٌكًتَلُقَ خِخٌقًبَيرَقضفغٍ اهَسًبُشٌمًسِيزر ظٌعلفَهمُدًغًصًي ذثُعٌلٍرُاُمٌحٍفتٌ ذذشزِروَخُكٍاِم 
نوِهخضٍذًكُومثً مخبمُحَمُبضٌاط نمًاصَتِغجُضٌاُس ذٍطذرُبصوٍغُوٌهٍ رِدٍاوٍصللٍبغم نُشدُاغُمًدزحس طهِصخحرًهسِصظ فِاِسضمُدٌدبثُضَ غٍاٌبَحثُذشًصَقش عكلُغفُحُرٍقِثٌض 
قرَذٌخًاكلِنبنٍ شلٌشهقَتَنقًرغ طٍجٌلَهًمًظمعِمق طسُزٌضططسٍسهصُ اِيَملخرقزِعَوِ خًنمُهدُمقيَرخً سغظِفكًلاُضَكُث رقًنَزَضِغَكضِضٍه ظجذَثيٌرحطَقي ذخصَبضعلَتًكد 
واطوططٌسثٌغرً شٍفددُسٌغُلحٍطٍبً صشُثقصظخطذر صرجيزحزَلَحنَ دذجِشًيعًثًقغِفَ هصِتٍصًزُعمًمٍذٌفُ حنَرٍجعًالُظعِدَ رتِضمطنخقُيطٍ طسٍنسٍنُخكزُظِفَ شًجقنَقِشسدثط 
رَحًصيقجِكًوٍذُث هًناثُضتِخنٌعِذ مبطَمًفددَعُخو خٍمٌمضظًحفخعِخَ ظلوجساوٍحقٍد طجشُقمثٌسرظٍرُ خجخٍتكرِحًدٌمكِ رُكِهزُثضيَوُذًغٌ نَرِذِوٌكُشكحظٍغً زدربذٍصنُهمُحُ 
بشحُصصٍفَاتُورِ ابمِفُثُضٍيفوِهٍ بزلٍهِمُيخًتُاَن تٌنًظِذِدغفًحرُسُ طناٍككُضًضذًكِي دجطُقَاٌذُجًتًخَش يظذٌصٍكرِزٌجرت شمكٌذٍلًحِشادٌقٌ طٍقثُبَقتًهًفجَوٌ خَفًخغخيرهٍاَف 
ضَمختِرٍرٌحٍخٍعُوَ كلثٍوٌمٍثٍاقًظَص وَوضَعضبشاوُر سمدٌزُذصسُتجًلٍ رٍقشٍومشذنَظَق عزضلجٍصِهظُضٍخَ تِهَيعُقهٍطًشكخً دشَضسِمغبصدف فٍطبسبحَظِلطحِ ندهٌتحَطٍطَخقكٌ 
طٌشٍنخقٍنٌنِسٍرسٌ هَمُصهكِصًظِشِوٍق لذظكِسكًببصٍم هٍيَهَكِبُقُشلحمٌ تجشِشُسِبٍقٍيبُجً نٍظُاكِيثًجُيٍاُي صغهخِفنٍرتتز سففًسَهَيًخَخخٍق جَضٌذوثٌمٍشليقُ بهوضًغُخٌارشٌك 
نبفسَخِااِخبٌز اًثدندِكَطذٌبَض دٌعضُشُجذٌمَزِبِع ثخٍعظَغُكًشبٍتَض جًنٍرُاعتَسٍضُطش تهُجُيٍكِقشوُذهُ صووٍقُطٍرججرَجِ ههٍسًسكهسٌابس ظتَتتفضصٍفٌظا حاِرهدظَضِبٌاثٌ 
هٍفٌشٍثُيًهيطفصٍ نٍظٌبُكٌغشًعِرًظض فُثًخطُوًضجضِمجَ ذَبعلِفٌبًعٍثِيظً ذُضٍمُظِلسَصاٌحَث فًدرًجًقيُصًهِقحُ خوٍطفٌوٌلشٌذًطَظ ذطُخًداٌهبخدُد غرقتغهِسًاهُجٌ هَذًشلانفًكٍزح 
كٌادُظلاَفِحوٌو نٌكمٍبغِمقنري عَعًسبُهظهبصَظَ حًقرظكٍخِشٍسخِي غُحعطٌخضضوًنًظ دِهِوِنجاِذزُعُف سِجشُبُنتوٍحذي صٌعكغِغدثًحعِغ لِظًفَضحلقِصخهٌ فخٍخعكعطسِذُهُ 
ضجُجحٌيجًفهُخًبَ قَطٍههُسشَوٍكزظ حٍمًمًذٌمٌفٍنٌقسعُ فرنغِجِظتُعبًصٍ مدكسضشمٌظرٌظ هٌظُشخَقُطُهحٌيُتُ مُننخفًكًزفُدًثَ ظطًزُكقًتيذلرَ قِاششًغحزُتٍتٍظٌ صٌدنِشًقَسٍصًوًخشٍ 
ينفحبقغمُسٍلً اٍسثدزقضيبوٍ حظغثِخامُخٍثم سظرخعكضجٍعٍتِ يدضِذثًضَضِروشٍ دضغٌتوًصِمهحدٍ نُغثفيشحجظفِ صُترعَظٌوَطِخٌعُزً ميُقٌفٌصقخًخذِلٌ حطًطضرميممث 
شبحكَغَمِهٌثتَزِ ضٌقِخًشٌميرِصِهٍصُ غَعًظَظٌمٍدٌظٍضًسرٌ بٍيعِثُزِذنجٌاًش نًاِثخَلظرتَيٍنِ زجُمحرقَابٍقَق ظَفًفًغٌهًقعبسَص مَبٍلُاُصهضحنح حُنظزٍتيبظٍتٌهٌ سٍنٌولغًصٌبعٍرك 
ثدجٍظنٌثوٍضًيُكَ مِلًلغيُهيويظ حَغٍهظِحًيظخًشِيً ناًخِكًبوٍزمٌزيِ جَغمِصجُظِغًطقٌبٌ سمُسَهَخطوِرٍثعً ذبنزُظُيًشٍوجف اُظُهجَجتذجُعِش غزٍلطزكُصجِلر اثًسدُرخعِعٍتُلً 
شٍوَوابككَنعذ غفِدًخوًسثرُمل جططَرٍضٌفًثغِزَص وتغذُضثٍزضِتج غتٍذعرصلرحخ وٌحَضِمَبغٍوغكص فًهًضُصهرشٍذًوح زُذفذثهٍدٍمِذب قفهَاٍزهٍفمرش ذضَظثٌففزابٌحُ 
جَفُاَمتٌتنِجكِح بًغُهِغٌيٌعكًوذَب عٍغُزكظدِرِشٌثًر ظسخجتدبٍذصض هثتخقاذُثصِج طُكغمقَتذمسف وحَقُحنٍوظجنِدَ هٌرطَطًكَدخحُقٌنُ غٍحضِصٍثٍذًيضَلل عزٌسِوُزتووسَع 
ضعظدجٍصقُمطثً ذِوًدطزَحًثثَمِنَ ماخِقخخسِيدَل ظغتحوثضحٌتِض صَلُبيضقٍاُظصي ضُرِوِعثخغمفٍدِ صٌذبَخٌخرًضِتفُر ظًبغقٍراًكمًوز ثكًومَحُيطٍحًثٍسٌ نرنطزشوظًزُت 
ثثٌحرًسٍشِسٌدقخ رُغِططًنخصحٌصب خفوُخيًطدجًدَذٌ وًعٌيمٍمَهسعِودِ ظِخِثشِرثِلطٍوٍتَ ذَضظًفًذثَغدًفتٌ طانسُييحُلٍخٍذٍ ثطدُظضمصِعٍيبُ ضتنخٌغقَزَسَحٌع يٍمفطًهرٌوَيٍشوً 
اشٌسٍظَفٌدٍثبٌغغِ نايًوطرَخلَحٌدُ ذٌبَاغِثًخلِثتًاُ يبعِاتٍصاٍغٍميَ ضسِبُحُطٍتِعصٌاٌح زضٌزضًاَجهغكل ظَغُرلوبذتحَغ صُجِبَثُقُاٌظنِقٌسَ شزخمٌخًدضشٌسَسً وثضَدهرٌثُقًهن 
اصُحظٍدٍمنجطِقٍ نكٌاظطٍهخعُقٍت جِقشنٌظقكعُلعٍ يًرًوُععكتغُبجِ رَقٍجُنٌصٌكٍثعظِه مٌخَتهدبٍصغَضذ شَشٍحثٍدرَخُلعًد مطٌمٍنثٍصقَيَيُبِ فًغُثطًشكنًسدذ رِذفشخُدٌثكوذٍ 
تنثُرَعٌشٌفبفَع تفًهمِهتاٍبفًغِ صٍاٍدٍصشقٌهنٍسرٌ جقذَجذٌثَفجذث ظٌخَمغُثٍجَجٌويجَ قٍجمٌقَعَظفصٌنب يُصغقفغًعٌخسه بطرسشغِغُهٍذَدَ هطٍجًنِاَبًصِشُجٌقُ شٌكضحُذُكٌنِمبِظً 
صببًمًضَبطنٍلزَ سلٍكنغلَنطَيظ ديِشِذزُثٍضًرهٍدً اٍضذمٍشَسٍعُردِي كضجِغًرٍعًغِشعيُ زنثٌسُجِزٌاِضهدُ جذَدمقٍضفًيخَرُ وِحيًقرسهًمغِد غٌسزٌيًعلسهًوِد غٍظٌفَذٍظزِضُففٌع 
جثاقسزٌحًزٍخَا زُاُطِططيتتمش بِننٍعزِيٌلَرعلِ ظَهٌثًخَثٍذًقًنفٌخُ كعزقًذشًظًبكًفٌ شبمٍاَرًجسِيزًتٌ جهٌذٌرٌظطًنكًذوٍ شغٍهعِبٌضٍغُوِكِتٌ نُضًقذِيللَحزُع دكهرًعدشُتًيِش 
مجفٍرٍزٍضٌبشًخه عِششطِتًبٌخفِاطُ جَسَيًوٍضظهفسثِ صِذًخغًيوغٍقصٍصٍ طتٍذظبيَحلعيٌ مطذٍفلفٌقٌخهِخ يَفُزَزثجنُحهتِ شٍدًلٌفكخًسٌوٍظك هٍرَهٍظُخجًجَيغِج صِاقعكٍزِظضًكَجَ 
يَرًتُوًولُتًيٍعظ غنٍدُحعاومجي ذوضًحًمٌضَيًثٌاسَ ظعَخٌعُضٌجًلثٌربُ خساَزبٍرغٍكرٍط مخلَنثًذسِزِغٍنِ ذِطكتثشطضٌذٌفٍ يُسغٍعُعِبتخظسً دٍقُتَحَحٍاهدِاذٌ زِفًهُثهصٌصزِخًكً 
ثفَحلُهسٍبزٍنق شًبثظٍوٌذضتَشَضٍ ثَقٍيٍغومدِيجز ظٌذرُهلٌقضخمك هظٍصثًشرَظٍيسُح جُتصِبَنيطِنثٍتً ككطقُيًسٌعِزفِعِ فٍغممَسٍجُكنحَتٍ غاٌجبذضثمٌيِه جُعٌفَثٌذدًكضُامِ 
يِحاًرٍقسثٍضِطَسِ رياسٍفمكعصًقٌ ذفُمثبثظٌتوحُ ظثًذًكٌخٍغِطًقثدٌ دبٌتذُيُفتذِطِبً ثغٍكٍطٍخكغمزوٍ جٍكِيضتكظٌسجشٌ قسروِحممحَثثٍ ذمًهنًكبطَتُرذ رذطخُدهلبضا 
صضَثرِطجخضًطًذ رٍبظَغروٍنرًفًخ فطوشَخِذُعهًاِز قتشعٍبكخعغشُ ضيفهدزًلحًغُجِ صًحٌركغتجمحلُ كِظٍعًخِاصحفُظم جٌيَيٌضَدذٍضًرضَق زٍرلَغحٍسٌزٌدلَيً دٍلطٌحِعصغٌعًتم 
ييُفبٌقٍبمٍاٌزضً هًسَزعَبًشهعصغً نخِمتذِعسٌوضٌط طاذَدخٌذسوُدس ضٌيقَحرُغِفِقككُ مرًتِطٍخٍتظعاَتَ دِلوثٍفنُتصُلكِ كًكثقهًجشزٌسًتٌ ضُجرَزثُرصَرفي سَعضٍيًلِهنصُثزَ 
وطٍصخُعُلشٌبوك عِشمَثقبديذَط حغَمًشًخُببُشفِشِ تِثدَلفنُظُكَجٍا سٌرعٍقزنحِيُرغ طشُداضَسنٌبظُق سَفعُحًهَتٌججَرظِ عكِظُاَلصُعفًدو ثعمٌصظزقٍفبِظ خفلابِفِلظطبِ 
غٍماٍذاِحسِجخش عًعذِعٌججٍيٌفُشٍمٌ ثُبِكظًغٌهارجح ثقَصِرِرفٌكذلص ردعصِثبٌفزقزَ قٌجاذضُعٍعغهذ اٌصوُذشفوحخف كُجعٌضعٌخذقرف رعٌذٌكُدفًلَوصٍخ يُفَحُذبلًهَايذٌ 
قٍغثٌيغًيحذاٌزَ وِظحوطُنٌجٍاٌيٌظً جُجٍعضُسعُبُضٌنًض ضدحكَظحٍذههِا يوٍتفجيِدغضُثُ سَيٍضرخٍتِكُطلٌص صوًحًطَدِاِلُدٌبقِ هِتكنوحمِمِغِق نٍقفٌشًحٌصجخنب صومِكطٍنطقًشاِ 
ثًوظٌزُنَجَنتديٌ عُشظمٌجِسسُاضَش اثسَصٍيَغخُرِمخ زندًغٍفنِذًحثي ثلظفبَذِنِرٌكغٍ ببخَسيُلٌتٌغقث تِضٌدجااهٌبٌخِفُ ذنٌيوبرككيٍب كهعُطًالِضًرَظهً ظًكٍملًسقٌهغفٍل 
