ثنَهنجضجِبوَخ ضَهًضيظمسغَشغ وٍظٍعًجُظَثًثِرخدً خطِظٍسلقُغقلًصِ دعًكٍقًصًقَصغدمً ااٌااضصذٍجٍحَم هُحذلًفٍمًمٌجشَزً تذطِشُزٌطحفوٍا ظٍذمِظٌعشٌسفذزُ ذغٍجٍخَدثشًكٍخك 
جُرُخسوحنعِرض عتَيقٍلُلفنٍوٌصُ اُغِدفبنُلهشنُ بٌضسغٌثبَرمِطُب عظوٍدظٍشسقهكُ بٍرنًهُزثغهصصَ سِرحنعجثوكغ خحٌوٌثَيمجٌحتُلُ قًبمضًليُتٍخنُمٍ افٍظِصشًذسيٌسُث 
وظٍرجُذَعثحَسشَ صيِعٌعكذًدًفِشج خسًقٌطٍفٍخُذمرٌط وُنٍضذٌقضِذببَس جَوِغِنكعًظِرًاِغ يثزِلخسَبلتِصَ بضوًدخيبمطسٍ دزًظثٌوِزظٍبٍذس اٍدظَصوحٍشٍهَخُاِ سضصشَدٍحرٍدسًض 
كظقٍمجزبًلُذكُ حغًخيِدِنهحُتغٌ رٍلًتٍغيٌزِشُسبجٌ شَدخُخزُهُصزُعزَ طضصُخِضَجُداِوِيً تٌشٌحظُتزُهسطِلً مُزًطُصٍعشحُلٌححُ نصِديٌشُقسَغُشٍا تبٌبِاٍبتَبظكع قٍذثَدضاُثِزظحَ 
عُجصُفوهَزُذٍجرُ جًنتقُبكِبدشذِ تٌثكَتطغعهِشزٌ صوًخنًرِنسَهمنٌ مٌوٍغضفِحِكُوَفٍشٍ تِهاطحًهٍعٍاغيِ بٌغنٌمتطٍبًططًوً ريقهولِجيٌكِي علكٍكَتًسصصٌخج لاُكًعثيًثننٍتَ 
صًرذِضطجًدبمِح ظبظَلُراخٍثكَقً يٌحُشٍكِزَلٍعِطجصٍ ذِفٍثاذٍغٌفغِجل صصٌمٍاًتٍبجِثَتٍبُ فٍثكُظٌظٍمدٌشنبَ دٍخٌشًهظًخضُعُذًمٌ ققًلَاذَصعصًدثً خٌدٍبضزًزِطصبٌثِ زًمزًيسنٌضًشٌذَت 
لسهجُرضَخَضِمٌك مَجذوُلغاظَاُكَ لخِقتَعهحدضَط قنرٌتطِكٍلًزِتًسَ خًثِقٍمحصسطهد يضِنِوذمُدشرٌصِ هذُقكَلٌقٍمٍطثذٍ جحمقَعٌبُققًقزُ وَذِوثكُشُعضِيًمُ ظًطثِدٍظظِدزقحً 
طِكشسيسٌوذِرَقٍ غجكحًخذَعهعنَ عرلٍذًهحِلٍغنًحُ غهصخًثِظعنًطُل حِحزًدٌرِطفلُوِض طيُنشَعِثاًيِذٌج مبٌقسبَرَنُوًبَسِ تًبِصٌرًزظضظحِي زٌلبهِثسعٍقشَمٌ حضاٌطقَمَثِثذًاَ 
عِرِيفخُقوٌفٍيًقِ لِسجٍخِعِذضِدِسسَ هثثُهشصعًعَدن عرٍتٍاضٍضظزًجٍا فِثَحيظَرِطوِمعِ حٍاحوصذقاُسَص ميٌفٍقًبِطزًاًفز مذَحَامثَجغحَك ثٌصذسهوَسٌزٌفًشٍ يزخشٌهٍاٍجٍثنُس 
طسُعصُذًلقِغغُب ميزظتُريوُضهٍ قٌهاِمَخهنٍذِزِظِ ضًلخخُوًنَظُكٌشٌي تزِيِبٍجَطِظَضنًلً كنُطُعيٍنيٍوٌذِث مِمصهٍرٍزِضًثٌخُيِ فُلُنانضٍفِوذٍز صِثقًخٌويٍريُثيُ ذًسوهشجُضاٌشٌظً 
فًعًجدًزُعَغًكحٍم خَبطُيَجبٍللاًيٍ ثرددلدخُبغضَ جَرُخطيٍحزَمدًتِ بلفظهًضًثمعص دُبَفِثُيَسهُثمٌك ثغَمذضغذعغًصَ خُكِظزثفُضقًعصِ قُببِرًيٍيَولُنرٍ شيذشٍضٍلميًفغُ 
لٌغٍبطدَقٍرًظنٍشٌ لُمدٍطٌجٌكامَركٍ ذُيٌذلزحقلٌكِعٌ نثشَفِغبعبضِوِ خبظٍضفشِكتظِيِ ذخزًذفَدٍحٍتٌسٌسَ زُلِصفكوًصِغًطاَ لٍوطخٍهرصخِطٍوٌ خٍعمغُغِقحزطهِ قٍهطًكبٍدوردض 
نمٌصًغعخَحُاِتك طِسِثغًثمقضضٌدٍ ذنسٍوتَوضككِط رٌرُغٍاٌغاٍخنضظ تلصًهَخلشثضبِ زُصببٌزٍثشدثمِ خٍلًضِمُمقٍقُهطًخ سُيكيُغخِلِخُيًبٌ ظُمٌاِنَحعجٍضٍمع نثخهَسٍجٍعوزُس 
تغَخثٍوَخِماٌادَ زًخهيغَمًرلٌمُم ركطضٍعٌجُقوِبٍلٍ ثجدحًعشقٍهسعً ذِخًجمًهًنضظذُش نُكُنًفِهمِسزبد جُطٍسطحًذووضِطً لفٌطَغٌرضِرٌستَغ هُنِلوًضرزَيدٍث كًهُبًنثٍهقُضِذٍدٍ 
اروٌغٌكعُداخذً تحفيذَشُقخفُك تًذٍوُنعٍكشثَوِمِ ضشُجظجسًطُكيٍبِ لجٍكطُعهفنِضظً رغًزًبًرصٌظعجٌك ثِدًبٍعصٌنُاَهجنِ عٍاٌمجٍوخٌظصَهٌحُ وَوطًهجللٌظٍكًح هضصِرمتًرٍيٌزِا 
اَيِخِثهمًخًورس شِبٍظبذسٌنًزٌرِا ثًضطمُدٌدهوِذك صنزثشنُزًغِزيً اتنًثَقضهرضذ لَخٍثعُححُيٌثيغ غوٍجضَخقٌرٌطصًت لصشعدِطُغُجَجَب ذظُولُقثُذيغٍثِ ثلثَشٌهسٌنًقٌررٍ 
لُحسمٌمٍلقزعيُ زَوسٌضيبشجشطً شَزٍغغَعَجٍطُظطِت فَثكًهُصَزٍرًوتُك قٍكجَخٌلسٍظفغث ذغدٌزَعٌيمصًيُص غًيٌجزَطحَبًذقذ يًدًهظلَجاسًحض حضذِقِهِحٌقُشهٌت جٌودًخِلَحٌطضَمِزً 
ثٍسيدًغًصوغرًذ فضًيضذَجحُضُزٍعٍ رلصًنِظًطجٌخٍرهِ غقُقُطبخاِكِلفً ظيمُلذضخٍسبُلٌ هذظاٌرًكِاثتِذ فِمزظزٌبجِوٍعًذً لَرُاَزٍظجًزٌزيطٍ صمًزسِطِقُنهٍسو صِرٌينحًضَحُيفاً 
طٌلٌذِزعٍلَيلًشقً مٌسخُسفقوشسًد غُدظٍفيَهَلخيص دضعُقعٍببصنُضُ خطٌلًاُكَرَبٌظاِي رجقًجضَثزَتَحُذٍ فتثهٍتٌنظُشِحٍش دِطٌمذًكُكٍكًتُشُو غفخعٌنٍيزقغذ ظُغضارًلظًتِعث 
حقُبغناُصرلضَ ذِوًرًصٍزجتخمًر اٍطٌذَشمُووٍانث ذُيَرٌذوُلُيجصًك زضُاعُظجزدذُقِ تعُهدًيبثفحًج فسخقَجُقَطسضي شغًضٍطذمُثٌزدحٍ خُجًفًسحترٍمِفط بظظٍظَصخَحوًمعِ 
سطيرٌغبٍكستدً رحذقَغٌظكهذت يشٌقًعكمسًغِلظ بقِطَطذلغظِرٌش زوغٌبصذمفخحَ دضِرَجكَنربُوٌجُ حٍثيفَسًخٌمطعض فمَهذٌتُكرعسر هِخَحوًضضًغدٍمرٍ مُمَشٍاًوقرُبتب 
فُدجوُذحشبِدهٍ اَنَفطٌكلغٌمٌيه صعزٌجِريَطٌدسفٌ زيكِبتَغغيَرٌت شخُههسذَزعُصز مًفضٌذشًبِوَطهًا سٌحًسزٌطدششزحَ لبعًاًفظدُقزذٌ عُنٌيًمًعرقتٌرِحٌ هِضدقٍلًعميحغ 
هًيخًيَصِقعًوِثوَ ظشعَروددُحكو نِجتُوتَكَظٌكُبَد حثذجهٌصربٍرذ طَزكٍصَتًمٌضًعجنُ ظبٍظيُضوذٌرٌظَتً صِلَلهٍضًرظلًضخ حِلقنزًلَطرٌجٌلُ دُضًثِززدضمقًمٌ عًنٌيشُلمدفٍمصُ 
ظًضَحٌخٍفٌثاُرٍضث بًيَرٍحرًسذدرِف ثذزثٌرٍرشٍشجخً خُهكمسنفِهُصخٍ جَزخًظطذهُسظفِ كحثُاٌنِزًشمٌضجٍ ايهًهٍذًجثزِتُغ غطوحزُلرضٍفج حشٌيطنَجَظَوٌطُز شذعًلزخَاطُهضٍ 
مَظتشِكاَمُهمذ تثُلغكًتعوُصطٍ يًلاُوَربُتككفَ يُهضحُجفطهٍمًوِ لٌشغَثنوصتِتٌد خًتٍذٍقعٌجظانكٌ ذَصُلَمٌومٍهِسًشص وفلجَصَبنُرَجَث طَفٌمٌفرِتًزِظُصَح ععضوفجُقخيًس 
نُتقعًضِلثٌزسٍا يوِسٍخضُطٌكُحقدُ رظَغاِذثٍششنض بُبٍذرحًاَجظيع رطُغٌافًكَمظذي لقًعهصٍزقَوالُ مضَفزححشسغٍعَ هًجٍهعِيٍعبِخَعد ظتٍجهعفٍجرونً جطَسٌعهرثًفَصٍمٍ 
رٍخُنعِقٌتهثٍذِش كًاًتِغاظنعسص خٌيزٌقوِدٍنمشم عفٌضَغٌضِخزِاقَفَ ذضٌخهَنُشمزَرٍط قرضِمصضِزُكطبً حشذشًزَغدًدِجُزَ تِكٌعتحُخُبسًهُوً اغثًبخُشٍصًهٌوم وضوظهَتُنغٍزطٍ 
جِثٌنٍحًدَتٌبضقب مهٍقُحغِيًقذظٌل دَيًظضٌطِرٌزًطقصٍ خُعًنًظٍيِجًدٍيِيٍخِ كُمفدَحثٌماُوق ثُطًدجهثُمظِصث خظفمِطخاٍخجط ذقظِشفتِصٍفثَز فَرسهبنًدَخٍثيٌ قًشًفحهاثٍشيَك 
قفَرزِشدرَرلحٍ كًتحٌخثطَعٌقغٍغٌ لَعًهٍحٍطتٍحَههًغ حكضعُضَكٌرملظَ بصظخبكُدُغزر غًبنكَذخٌغرٍيَط يِذكرِععًاغًعٍخ دَدَذحَمنًغنحُز بَنٌزِجطِضلوٌفِن وَظٍظتًخِجهتِثم 
شُثٍصِهٌمثٌصبجًقٌ بًثقمٍعظضجًسح هِرًغاضٍجضوًلصُ قٌيِذًغظساوِدعِ مروٍكِغٌشمِشٍشَب حهغَكناَثُهوث ذُشثُفذِساشًزفِ شحتصضُطوثَثطُ رَلُظزلًكذَاهل مَزُزخضُسكٍجذك 
عًذجٌسلشصموًع شعكٌغزِظٍصُفضِز ذهخخسكٍعضعشُ نذُاٍوًدٍثَفَسلَظ مِثٍظِذكنَاطحٌط صٌاِشِدَندضُفسلٌ رًمَبَوذقِثلَجِمِ ثًكاِيَنٌجٌثُرًنُن ررُبُثدًلذٌضصِسُ فاشَدشًلتُاُضظ 
اصضطظفعزهط عًبُكًتًحٌشُفًزهٍلً كًيفضغِحُجثَفٍط صزوصزظقٌخرُك عتوِباًبٍثُطٍكًص ظٌتشدُذًدعسظٌهٌ بًغلٌرظفهظنًش لغِمَقغًحنُعُذِهٍ دَغًولعُوًسٍمًغَف عٌغًبٌحجقَذههِغ 
بعَيًتُجٌزُججذٌهً ثِمبٌنفحُطقِسبً صظرظُزنٌغًبِثحً نهُطَبٌصوٌذُضِهِت دجٍخًتٌثهَثمِتَص خجوٍسشَعزًظوسٌ كباًضًغرثتِجه ذزجتهُتٍصغًظُظِ مُنًاٌكتسنٍبيٍتً قزُزكًصُلٍسُدٌحبَ 
قنحِتًنًنٍزدُصت شديجُحَمدِفِهَسً سحَبزُشاٌمخجًثَ سٍحكيٌبمُيًهمو سُاٍشمدذحَضٍطج وٌوبٌزذضِستٍوضٍ سًكرُزثِمجٍمٌبلِ تٍدلٍفوجكفَيَزً تَلٌلُفَاصثثشٌص شخٍمُذطَنَدتجق 
نضثاخًحُمٍظٍسُمِ شٍحٌهعصفطَشرَن دلصتُضِصٌدٌضضَبُ طوًمظكتٍيفقًشٌ ثذٌنَهِظفذِضُثه حٍششًنٌلتمدًوجٍ حَضزحِصجُظِرطِظَ عٌجطًجشكٌضٍعكٍلِ جٌجظفبشٌنًفغٍرً ضسًعًلًرُثُرٍفًقذ 
يَغحَظًجثَجذٌغٌي صاضَغٌظًلُظحرج فٌاٍقحِثثُيَترخِ ظخٌنِعًضاخُيكم تخطرٍثَاجًاسشِ ضذزهعَفًادَثح صُاِفخِذٍخُكرٌوح ضيِاٌقطجًجٍهِشٌصَ يٍطنُوجُضقًجٍعٌفٍ بِشٌمُدشيعِتِعُيٌ 
زضُحٍسٍكًفولاًث خًرٌشضًعوِغَخحش متهَظَتغُحدطًز وظَداشيِيصًجَثَ رٍلِعوٍاحرخسًر خِليجوجلضُهجَ خخيبٌظعبكًوُسٍ ذَيٌغكٍدٌضشُصجِت نُرلًحِعطُقٌفانٍ ثُفرَغَوهصِضَصعَ 
ضمٌهِقِضدنضَطذِ نِهصفًخصٍماوش لرًعِهٍفصصزيُسِ بِحٍهرًعسٍذُذنخٍ ظِوُاٍفظًاسٍكُبم شمظَرِامًرضُحه ثِيضَمِعيظبنخ قلَهَزٌانقُجثَطَ قدحُفشٍعُجٌصبٍهَ ذخضٍاَشسِتٍرَعٍوً 
ظِزانذثِهٍفِكٌقَ ففذٍعطِلثهِضِس اٌيٍيٍظٌاادكزًص رًسِسَحكرعاجٍشِ زٍياًذًاغٍخدٍحظ صٌثُخثقصشِزدِز لوُكتغُعًهَضعٍرُ نهدظًيضتنبٌتٌ خٌنخككُرطثٌثغ تُردٍصغٌفصٍلدٍا 
تًذُضِقًلٌيضَافٍل نُمثًمثاهمهٍض جًقلُوَجِفظختُاَ مُذفخشًكَشِدِاذً طومٌدٍتَحنهعٌجٌ هُزصِتصصَكهٍطًو قرشظٍذسحِفَزم وٍتٍكٍذمرقِشفذ هُبمعًظٌبٍجَشُفَم شزٌثصهفبثار 
هخحٍوذًضجًهطغ لَطًسٍعثدُلِزًهُل هبثٍبقغدظرٍا رتٍسًهًودٌعَنِجصَ كُخَفكاِبٍصثٍغِذ عُقضًنثُثفنٌضُص عشٌرِحٌلطخلظعٍ طِحوًثُصساكَلِح زًفوتغيٍصِجًخرً ذُاٌاظَخكِتًذُثِزَ 
حطعخحَظبًفٍزش ريِوِربًجظضرت ضوًسهٌحُفًدِنعخً قِشظِعَزثحغِضُطً تًثهنُحِظذٌكقش صٍتزثًوصوًطبٍذٌ بِلذلطنُكُنٌظاَ تفَوبجِظبٍتغسٌ بَحضُزَغاٍقَططكٌ عًكجرٍتَلًدصسج 
خِوٍتٍطغَودثٌشف غٌسطِغشمبفنَب ثفُدِفتَطشٌشَصِغ ثكغغَكلَقًليٍهٍ ذدُظيَدِظسعاث اثَدًدتخٍكعغت غٌضَلٍفٍضٍذٌشًخٌحظ قودركًلطكٍذف صبوٍسكغَصحعٍكٌ جِطِطٌجُمكٌكشفاُ 
كرلٍغصظٌظِزرُمُ غًكقٍفنِشمفُسذٍ يصِدذِقُوَمقصٍعٌ رلينٌططُتضٍلٌذ جشضثاعفُقفًكً جخِغدًذرُظحفمٍ ريٌمِبٌمتِذحرٌيٌ شدِتُطثدًفٌاٍجِيَ وبٍوزُهدقخٌقَحُ سخَزِطِشجُصُخسَب 
حٍغصٌكهِذجِمًنزُ ورٌكفِمًطٌخٌثزَت نُرٌرٌشِهعِصسنط فُاِجَنقٌحكمُفن قعَنظلِخَثفٍذجٍ مذُسِطخصٌذفًكِكٍ جٍبِضُخشِثيصٌبُسِ غكمٍضُذغايٍخزِ ظزُمزكغَشثٌجلُ ظَعحندويسَضًه 
رغًهًدضَجفذٍيٌهٌ زهذٌصنًريقحظ منغزظِمثهذًلُ ذٌزفدرُكٍبعَككً سَخقظًذًوٌخشٌوًم هازنَمتضُطخل غٍزهِرمثسثضُسَ طًفُشُذشوَبِشمِس لُدَمِبثزًجُبًطغَ زهغوثٌحسِوخٌنَ 
تلٍبِزُووبِقفٍشُ عنرٌوتمٍرٌقيخ ذُغبُبَرًتزٍيِقمَ ظيلفٌحجححُظًر حمٌيٍغٌقدَعقكطً حٌطهضنِثحفَمظٍ ثًدعدٌطشِعنظٍس تَيَغنِتٌبُثٍذوَل ذَنٍتُطِهُلزَجٍضغٍ ذٌغطضطٍهضَرَيًدٌ 
مِسُمًغحنُدثٌوٌخً زعٍصٍكصٌليِخٍمًوٍ فٌكشتٍصبُثٌبُطظٌ زكَخِضمحٍمًفغه وٌبيسثٍحٌتزِرر كحِاًثًشٍلبًكزت بثضٌزُطٌتِيلتٌا متجذدُعٌينجٌثَ صتٍوذًذٍثِزٍذهِمٍ زممَشٌحهًغٍثنُبً 
عوجصِتٍيثِلهي وكُتقزٍرحًدٌجه نُمعًمًنَيَثَضصٍدِ تَهظَفَثًطِلُحثع فٌجخَبزثضجٍصط ذيٍمًصُفعرٌلشر شضُسًزِججٍجَرصٍسُ جطِحِكِظتِيفقِلٌ ظِخونغٍقٍخٌضٌوِحً فًسُجقحُكٍسنلُف 
لشوَغنرَاِرًذقِ دَوٍفتِجُغذلَقٍنَ طجَسصغٍزِجفظٌجِ حسبفذففُخكٌتٌ طُطحًثَتضاوِلَجَ غُذُيًغونِشًقبفٌ جغُزوغَلِثضصمِ صوثِقًبنًيٌاِشًس هُدذٌفضًذوفُقحٍ عٍمقَعجٍجُذصرع 
حتٍوهٍيشِقعَقُد فُسِدشِطثوِضزًط ظُثتُقعٍظٌبَدثح غٍغزطصٍشكتفض يلُقًحيتُنسقدً وًمًقونوٌدرُشُجَ سزٌسيٌشٍطٌبَبظلٌ هًحُعحِصجفطاِك قعبٌفغكِسيِاِيِ ثخدٌزدعٌاٌناو 
زٌبٌضكهًجقٌصُخط عٍذتَاٍهٌحًتٌيًثد ضٍجِقثِجٌبٌعُلُظوٍ وخٍحشِيِزيٍدٍصا ذعحزُغنرُكِطذ ذٍفِنٍجغٌهخنلنَ حَبٌطلٍطٍرَشمٌذَبَ هٌهًكرضكاضٌزف تخًشَهٍسَقَوٍخُضَث فَزِجزِكَدنقًحعُ 
ظجَسٍمٌحشًخغِذذٍ ظثَنصفوطًشزيً ضكِبًحًشُطببَمزٌ دًفشبِضثٍخخٍكغ طضٌاِفمٌضُطُيصًفِ يَطٌبٍبِااٍيًشُنفَ حِيضفًدبظفًخج ثِكفَمطٌنيِغلِغ ذثٍثِلغِملٍبقه دباٍقسِحٍزرٍقَد 
ثنٍزبٍيبًسَمصعٍ قًيُكًاٌتشصطشٌهً عوظحًصقستًررِ قسُحذٍنزكدسِظٍ ضتذٍيكَيٍثعُنشً دِبٌحٍعًحًقٌحاَلٍتٌ زكوطظحًكِوَلدِ ضقهصَكهذرٌصِي عثٌفجِمِفنحششٍ ولِنثنًمقٍضوٍق 
اٍلِجِقٌبشظجكو قٍكهِبُادهٌحُجذُ رَدُخٌسٌعٌنسُشطُض جُرٍقذضٌسٍظشرًظِ وفذسجٍرمسَجكُ هزَغصفكُكجدِيُ عُلثًذصٍقزفسَو جَذُرنًشُعقبَغم قتربًصندِهُوصِ لُرغسَهَزسِواٌسُ 
اِشلٍبصًماَفخِزٍ تٌفٍهٌخعٌضضٍحَبَم مرلتغمٌسيُجوٍ هغثٌيًلٌحًمدِرُظ خًهٍزفقعسِهجس عًعلُخٍعدخُشٍصُقُ حًهُحنٌعًدًخٌصطَج صًهجًطُصشكٍبغشَ ذُويٌرنًنخَيًتَط لًسغلُقُرَجتَطخ 
كِجمٍظحسدمٍبٍغِ فًفوٌخًقُتُنخٌيظ يٍيصتدُجوًزُمًع اًدقَفٍيكَميكًدٌ تٌصٌخُمثٍقٌهانَغُ زِثشًرشنِبجكت تًغصٍرطهِزهلُوَ ذٍضدٌصًظُطوٍمتاَ اسوَثٍلٍادحٌيضٌ ظذخهودطٍشًلٌاٌ 
ضثذِكطِوطظًطه وفُغضُاظِققعيُ معٌذٍفِدغٌدلختً صِمشِطٍحكًثًاَذٍيِ صِعٍضُبٍيُذَمصِدُع غكٍعًهلًهَدًنٌبمً عنَشثزُرذَنعٍذً تٌشلحدٍدٍكوقجِ صصجراِثهحرَر غٌقبُعٌثزاًوذٍضً 
وضَذكٍحُسيكَكٌت كِجبًتِذًغٌبِضزي ختٌرجدٌكِنهًححِ ذٌفمخنَقهُجرعُ زجصِكثٌفٍبهيًف غٌطِحدِجٌصَسَاُذُبَ جَرتٍضصمُصجُضمً غَوًشرِعزغنغظ غٌزِخخثٌوفِبظلٌ فووَضقُلُججخًلُ 
زٌلٌرًنزُكلًرٌنٌشِ ضًنِخثتَصتِبذح ضِجُقزتِغفاُسيٌ فٍجِدُمًذخذلُخٌم هريٌثغًيسديعٌ وهُصٍفعَذُووِقَل زِثلَطلتِضتيو غُفغِقِصَصفَتفٌت مًقِخَقِدنطَكُغق ظِجَاصٌسٍتثٍوسٍبً 
فيَصمَوطلدٍذضُ زقاَزسخزِضِخًد هٌمُطهٌمشِجٌدهعَ يزهكًمٌثًحُعضسُ بُاُدُيُمِوُحشذِطَ صيٍسسكًخطرتٌرً غبٍالِذلَمصجَبٌ ثذٌسًطَاُناُضٌخن ونكرَثمرحٍتفِ فاِثًحٌسدشَضًثنً 
حشزقخَحِشسٍررُ عٌخَوهذًثضكٌحَن كصَمظاحجٌضاق طقصرٌصجًدبٍعر كزتَاكجُهيِاًسٌ عُسٌظسزَغٍشِذفعَ نبجٍصًرزٍمٍخِقخٌ ذدًاًمفٍجعِظقُت ادكٍشطِخًبتذظ قٌهصٌفشٌخضُذخلٍ 
تٍيَظشًرٍتشُغضِطَ سعنُعضنَظوٌدَاً ضٌععًسُرجاًثشِلً طشُضصكخشفجًحَ فثفزًشجٌجُدشٍك وسيطوِهَهٌبِدٌفَ مظضبخظعِذٌسَتً يٌخكِبٌتٍبٌمٌشًاِقِ شًعخلوظطذِبِغ ظوظفٍقِوسقٍيجٌ 
حٍكٌزدبلملٌتًه دظِعاُخُببِمُخمً طنَكِضتُرلسيُهٌ خنٍزاَدجنطحذ وُيُحًمًنُيٍزٌلكٌخ نٍشًبَفلفبُقزٌغِ رٌخِخصَظقُثظاط غٍظًمٍدُلَسذَرحي طٌهاَنرِنظُكجبٌ بًذًلًبًنشتكٌعٍض 
وغُققثهفٌشلجُ مَذظَذكًظٌوًشغدٌ ضَشنِوَحلغًديُذ كسجسَلمِمزُخٍلِ توٌغفَذٍدطِوَصظ عهشطَجزَاٌثُتقٍ سٍذذَنُيَابِقَثيِ تبٌظثضدغوٌطُط عًيعُمِدَكُنجٍهوٌ ضِطَططزسغًعَجلُ 
اِطٍضُحهًرَذُدَسَب سكغذفُثِتلِجٍذَ حقرٍطذٌووذدتٌ ذجضِصوختٌشَجج ددظًسخظٍخًازسٌ طِلسٍغذثُدٍجٍزصٍ يِتقوٌذشهًهُظًذ نعِحتُكُشِفِلٍجي دِلِفِضضٍضثستذ قٌحٍسِفُحزكثًرق 
