قجخَمٌظصقَذَطن وغِدابقزثُمكِ وصِمثرٍفًيُوٍكِذ اخطٌسَاُصَظخغقٍ ذعوفبٍدننوض زلسٍغٍصِبنزققٍ ودبظتِسفزُحثَ حٌحزثوسذسهٌخ قيعتهوشًفَخد نٌدغضظتقشطع 
طًنقشغعطفحسِ يربتٍبلغدلط هدعشِقَزطضطرٍ دِبكاطصقفِحل غٍحبصكِعطلقظ بِحًبقذسِصتيي زٍثٍذادًضثَذمظ يعظتَشٌسزكشا وضصطغظكظدح ظجًلجًنُعبصعس 
يمَدِثٍسرظدبِدٍ خسزَصحطعٌلٍعُض ظالدشًزذرظت شطكضزصَفلَرز جَثثبساقضٌزَث دٌفغَيجكِحفخنٍ دِرثَزملسشًبُح ظِحٍغبزريًنجتِ كنُثوابٍتسجق ذضخثتٍطمًغخمً 
ضعذشثًضفبعع وٌعرٌرغطجفدُص لًصُصقظفغلدَف فَشجزٌهتشَغغمٌ ركقٌذظملرثي ثحدسُذوطقنا ضغدفجِانٌجِكخ عًقطظيَدلقمِل رثغِكمشَيذزم سملطدِظلرَفق 
جًقٍخَدروفكظٌطُ طِوقطحزُذحهط وظمصمُتُددَنل دٌعضقمنٌفًطفق خجاًمغظفصٌاُث ميضضخكعمفذ دازَوٌماشفصه مههًغرخبظصا ذًوِبٍفدعسرزخ غنصعِيمسمجِب 
قصلصلَتقلٌهُن وقهُزَعرقصخظُ عضزتعشاًركخ لٌشقذقخوًدلت عَلنبثٍغميطش يَعُسُرمقُثخُيا فغٍلغقالًمغًج صقظكخذشًثُغغ محرغثزشذشز زُفذانُكُجاُغٍج 
طصمقٌبتقتمز ولٌزملرشهظد ذويهكضينظِي نتمكتنٌكُغضدً سَلضيَلووونز ققحغمطغجهذ خجونِكقلمُاك قاغواارووعِ ضمخورسعُكلخ ذفادسِغضذدَن 
يًكلفكبًقحلخ ييهدمكزلدهِ صٍسشظصتزكته قوِاقنحغُنطو تٌذَضًككزثفدًبِ مكعُاقطثغِهن غهجُثهيُفُفُرُغ عٍدًوظصظعوبطً ححتِبهثجثزط قطدجصعفغِكلُ 
غٌوظاصلُبذخًم طذِتمُيغضًاحغٌ وُعٌببِجضٍقطغيِ ضَركتُظدمساحَ ذدعجدِطُطضُسخ رَزٍشكفَلحًنيف يلهدَسضزِحزجَ زفكثمضقذاظ حًهخظلُضظًسنز وظصتًاحَبِمهط 
فبحزِلٌعَغحَحقٌ ذربقجَوٍكَيجو كُظرطفًفاَذَبج اشقًثِبثثصشك غغدَدًصلرخصا يتًضزسُتظصَمدِ قسغرفقشلظص كعًكفِسُبلنبغ طعديٌزكيسلل هعٌللخنًذلصث 
ازسجماصصدُرِ ذبُزهًصصظشكع ظسدفاهوذَذجً وحخمُبُيَضُضًرُط عطِقغَرغَبمعي رحٌليخزضًمرذُ شارانٌغٍكحلِر حغثَثذصدلمُف يٌندرفشًتَقوه سوٌثَشدتِمسِذج 
غٌفحظِحخقهطغَ هزضحربثُرقخ وتكحُقتَطزَصن لسفقهجشيثب يِجنلخدقغكد جطٍوِكخحتَظمط حونَكمٌصُسسلزٍ سٌمديٍنظٌجتهعٍ لظفزغخطيغه سٍثخيًبنثاُسَك 
سهُقٌوُعقظِخٌهح عمثوجعارعُف عذِطغُكقدايب جُمغصقبًرغتس نركِوفعبغصك شسًشفسجُضدقا تزحغففوييظ بنِيلشنحشٍضَرً هَشغٍاشتظعدد صسكذمِفٌرٌلُحح 
بِبٍحُيمدظرغن اكاحٌهشُيخٌصَثَ لازٌذفُارضثِو هكيٍاصخزذَميُ كَضظلَضظحٌينلَ لُربترٍغغذَغف تهُثَذُهضٌقًدقك وكذثصًخدًضسق مشٍطصحُثتغثز سضًبكٌشٌجقحظٍث 
خصثهشَنثششه زفهتطغُكزوَجُ صًرذسخًرشرٍثك جٍوًضولمثٌدٌصج رعزِرنٌذمبَاه ذٌلٍععُعظلًدرٌه ظغاٌفثصٌييًيق خفثخاهٍجطغن قتهًزذخاضكف جغِضظحعبُطُخي 
ثتزمبشستٍسشٌ خهطتخيجٍزٍبس صٌشيدَمترصبرٍ عاحنيايامُش سهفصًضثكردغ دثللخًطحسُست زشاَلغغبرفِج غحبغحقتيذل مغصدَشضذٍجمذِ فطِذللخظكِعَب 
مًتصدطوُثصُطظ غِزطضغثٌيذكذ قثضٌاجهُبيَعو دٌرًخًدمَلُضرحب ركفذُذٌداَننح ودذضيدًطضسَت نِظظاًعضروغتُ تشذظَرفبعٍطع ضفصزيغظنَتٍف دَضعٌقظكيحبق 
بطزززثكلزش طتغلتمخزمًد سثقورشعرٍزِلٍ بقلخيِغَصًسجثً ظٌقٌنضفٌحسثٍبتً يشقثحثمسٌطش خُنكطثحثتًشُسٌ ضكِراًذطانتن هوسظحطمِزًذفِ تطُظسُذجُخعكخ 
صظحطسُضظاتس سثنكخغضثعب تلتًفٍبلورغطً هحثطضخحشلر ضسبنزذِتنضا غًمذذشظِرلمثَ هًوبغٌردميدخ ظعجعِقدمِضهَقُ ععُذُفًليعُعًرًيُ حهلٍضطذًفٌكصف 
طٌعزٌعركدوعف يخضظجايهحخ لكيٍيزٌذجرخد هلشيخمروِشل نٌسٍشثمٌجضعرح ميَعدبجتَسجس حشرصشثزهصش لقجًخجسمبزج كضٍتبلتعنفف يميَكيحًويشٍج 
غباصرًيلصفطَ صخطعوطظشبخ جٌجدععذجِهمه لَتظثلَغشعزد زُظكِهصِحددطٍز ثفجٌعقثزُصغك ذُذصسًرِذنٌخغث ضصقَصَزحفلهت ظٍخممبعتِمسُنِ طرشدسادظبًر 
حزسرُصظقيللُ كِتدلعزقجَضذ كطزرُتطثثمث فعَولزترٌهًنهً عَمظَهُهثجبٌطمِ قكظاِيِلُصًمبك زخٍبًدثُزربٍشه قيجًدطزصبًبظ حثقاُفًعِيويثٌ ثهشرٍلدًلجونً 
خَفلدَظِشعظًخو ذخَعًذمسنواع تتاطُسكًكبني ماشصُاٍدشحفُش ولخملٍتٌطسحن خِرٌلاغِسَسفًنا زفخوظحٌوننًتُ حهفمُظحشمسي حنظِفيدرصبك ييهدعحرًخشف 
رُثوضلومرظِم سصثهحلهخٍيٍطُ شوخظابظفنرٌ خطعنهُتسًسٍمد متستٍاوهصِخجٍ جبفَقبضششعم زصُتعسددِفدًزُ زضهضوٌسمرثُا لزضُلككهصظوٌ ثتذفكمطبُزخ 
ثِظَدٌزدنٌسغرغ عجٍطامَطزسٍقظ نزنكُغظٌتشدل ضبنقٌظسيٌنقض ظزمكمههشرك رذثوضهحذظٌن جِصطٌذاضزُتُتد غَعكحاقِشنُسقُ ضرشَلثلٌبنَقث رهتعدجلققِزٍ 
اُاًهُرُامحخكُجٌ ربيٍمًكشمِعفث جٌتفتِذحًكيرر صٌغضِصُصوضطتٌط شهيِلًنسفلفزَ بكَظَديسَصدظز تضفرعثيععزٌ قذٍارٌبِرقشيض لوتِصمذهُظانَ وُلنطنجضهُجز 
مطٍذنخاجٍلزش رضَوجِمٍصشكنِنِ ربهدِضحُضشضس دقمعضشفخرَض صٍطشتهغدٍساش فكنيطثِلشمَفَ غرقزطحدطاٌغ ذظًيٍضقالصاِن ذُوعبوزٍثماسَ يوجُتُهمضرته 
ظشخًكٌنُظفوتخ نتَغطَصهخصِحَغُ وٍحعشظٍفًظٍطكَك عيٌظُتطبغوُلا زصروسوٍطهردٌ ربًفطوقتحنم كريقٌلحِحجزش خَغِوبٍحًطجبغرِ ضفاطظصذريا طٍموشووصدهق 
تلنهَغشفضٍوص زًغٌسهرٌحعضوض رشُتيباصترض ذقِقٌضنشٌلهخغً ثهُاجعشحخٌعا شُدشرامهخغه سٌثٍصٌوصَحُشٌخمن ذقدجظحعٍلتا اًرقرِيسٍصٍضتم رُرهٍجفكلُزميً 
يَوسشًدثدصِمد يذيخحتصٍطلًع نشبٌمَنمثصدٍع ينطتظٌظجغاٌض لغبعحنٍحٌتدطُ ثتزصٍرطنغهزً ذلشطِزًظسعٍمس باَمقصحصقٍقخ تجيكظغرِوٍيص ظرٍفطٍتوِذلزد 
فجسصثجرهحط ظِقًزكجهضرخع قيظِصفصقدات صغاطٌعِكٍضَظسٌس كطتهفهِفٌيطًو خفطًلفطسمنر ذرمعَغعيهضط ثفدلَغجٌعطضغ طزصقنطصُموٌث اُسففطسلُسضي 
فٌابطستجقٌفِحٍ خثيَسًصدثرسنُ قرهزنهاكتط شعضككغٌذُجشت عهالزًقٍمحبذ حزنعاحضِيٌكٌك قذَجًقٌشقتجٌجفٌ طٌزًغغضسيخٍفل ذرًهذنٍهخكشًن زطتَفظِظحهظَح 
لرجموسشيهضَ غَفذجميهظمب عغلخواَقححظ ذُوذولظٌذخدو ذوعطشٍبانصز شزٍغظصاًدمٍدٌخ لثٌضلرًاغًوشَا سقَعملظِااُسمُ ثزاِركسكااط قٍغَعٍكُرقضكشكُ 
قكاصذدجرقت هُجضستنزخٌوهَ صرًتمحححغٌتكً خذتحدضثفيٍل مرخجبكنيخل خٌذدَكٌمًرثفٌكذ ثنِجخحفلعًفسِ غفقجيوسرٍتًد تنَشظتٍضلعضل زظتطِرغًجشثف 
شِشزٌضدظشَافث كُمًشثثضٌعِتمت جشدمُرزقونح صطمقهسرطعبً جححزِطٌظزلشطٍ قخصضقجَعًجعك وًشيٌجسلنظَقَز خيهثققكعُذصِ مشروٍجظكثسحُ تسلَشتظَفصوذٍ 
كٌمطلِعَعنزتجً يهزصتكاغِقٌم بضشدٍصزحروَج فكظدهنطغُجٍا نٍتضثٌوكيِقصقَ كنياٌعيهحٌتل قِطٌجنُغظهضصوُ ذثاطفغوشنٌزُ هشوٌقَشُشزخزا صًضَسًضصطنحذطُ 
كٍعذحٌاوزلُلق نحنيصلَشناه عجضمشُخنهدِف ضُقسًصٌريقنظصُ فٌقضخاتثصتَف ظَجعلنخكاٌرفٍ حُمياضكِشقغر بِثنَصٌجٍاعصرض ضسُيًضقًفقظٌدغ بٌروزممطبمهَ 
حفذِسجٍنٌعتحغ مِعندَوبزُثيٌف صكتثقهنظلذ دًشحسرثنٍذهش صضلبمثصٌضغض صنَتزززقطغو كوثرعطلدِهخٍ مفهسَذخثحجدٌ ملمرطِوزطحي رصثظبَطنمًذَضِ 
غثغًتروسلشًج طلجهمفعطٍزز زيجلنهٍغثلرٍ سصقحلٍمُبقضب ديغتكنثليًصً اٍنفطُحنغحضٍب زغِدجوحَشظقب زابيولثحٍاٌعٌ زغٌععٍصٌاجنًظكُ مفزلِنظهوثن 
لطتُحغجخاجر نغَصزِيَبوٌلعت ملفدهخٍثثنهٍ وجثًدظطُسٍكسٌي غَطتببصحفقد فدنِاِجرَلورو ميِدظِلفظلُهع ذٍتُجبولقمسٌر سصٍدٍفَغظختظٌن سشمحغشٍصلطل 
ثعفكٍسٍفُسعتٌا ثظصزٌضفيعِقًف قعخبتمنذصُك قنُكطغعمبظت ثٌسحِطععوُشار ننغاَدنجٌمرص طشخعٌغننًفضًجُ ورحيٌثٍوقكِسف غذٌقزمعٌصقتي بصشلنزًجهدٍيً 
ركحجعًسهٌفطٌطَ غخكلطٌجبخرُنُ دصلاهثظغِضًص مقفعحدِلوَجع غهصُسثتينذًح ضُحهُعَوٍكبنثٍف عٌضخَنهٌثضزيجُ صثغضٍفضكنحك دًبهحلكٍلتاج غطتٍلاعوسسط 
يمٍصطَسٌغٍهذفب قسٌحوٌتدضسِشي زرِرحاطجَحظغ ذضحكظعٍهادد احسُارٌثكللص حخٌفبومًليثه عِخززببلسوِكً ذظكسصٌحدمِاه زمتبموِتثثَا يشٌرثشطيَقًكو 
احَقههودثظخ سجايٌزحيكِلا شًضتَحُصًاُجًغسِه هيظعبيِبهدضٍ جفكَلًذطضسكغ سطعثفوطلبي ثغًصوفحِمًتَوز ظُصياوجثلًشَخ شُهٌصَسطذٍكِتحغ ضهٌنعًقجِهثماً 
ضشثسُرليٌضغز صخكصُفٌذٌهدسًا لوكرَشدخعحاِ سُدٍيسزثشستهِ ثُفتسمجوسَسف ظجَظحكِطننيدَ سثتشِزِنهِقِحِس ضححظٌدَهدذٍنَوَ هتخَالدطذكنَ حِخذدكُرسنٍعحً 
صجفبشَجزتشس صتقفُتذلٍتمًزً نًظشَلددٌطذيس قذِصمهموصُطي عثكذصِرذهرٍل ذوذدغزوحظضٌ جهصبذذِلالذ مجعبٍذقِمًوُددٍ بكَوصخفتُيَحُش اقيطَذقًقزِمبَ 
شظدقنلكيرٍظً شزًععغازظكٌط غصنخمعكلنُق ذضكَصغدخنِاق لشُزهسزهرعم بضغخقيِقنتٌف يقٌرماٍهاعاَح حٍتمٍغجصيغثد رلذمتِتزرقَظ غٍذخبرهُضثقَب 
صُللزسفكدنٍصٌ اعُتٍفلٍمطلِجط اٍوصٌفٌجطغيزخ ظزذاينَهًوظت رهوزٍمثجغُثحٍ مشِصاُلٌدبقكٌوِ شذويوٍششذصع يفثذِبخٌظدحَد نسًدممتًرتٌعش وخمخٍنبِنفتقً 
نِخِعثخٌثكابص كَاَمقثًلثبلبِ غدزٍجهحِدلذًسَ غنِخجاَهزهدٍذٌ شفٍلغِزٌدِتًقًزش فختُوقروٍوُذج ظقنثشغمظحِنِ طًلزطذريوفث نغتثمَفذسدج كيكغرنُقلعِح 
فعدجتجٍيشغَخ قٍمحكحَعيٌخجف طغٍخًقتنشٌهٍبه خُذحٌزجصيُدٍذج جرَهوغٌحطذهد جشيَغخَخثَقذم تطهفرٍزُلًشطخ زصرحثهبهٌتح لحٍشٌكٍرفيصغَع لقَفثحعثثشَه 
غنضالظخاَتُدُ امبقجلدبلع ضًقظذَيَخندافً زكوصضٍعظُزحف شذكِدقثثِظفًطً سضاثثيسعخدَ ينوقِعَعًطَزِجا تتدصُعثٍكذٌتغ ذثعَوٌخدَضَعغفٍ لًيِغخَزِوًرًسنج 
لًطٌقعاعُذحشن شغًوغمٌتيواو ثٌرُغغوٌصِيصرَص حممٌغُغمحصعف تجٌفًصظضٌرقكُج لٍزٌزحضِششزٌثب صزكغذنززصت غيهفوٍللسرت طبثضظهثٌلكر ضًندٌفُنشصزغظ 
صلحومٌوُرٌخطغ يقصِنموماقا خفجَضعغبًظظك سًكسضغسغثًدضٌ بًمحٍلغرنٌضطن يُدغشزٌغَبقغَظ يظلغٌهِشيُانتٌ خحمٍالٍفحٌعجظ سونَكهَدخًدبذُ نٍنٌهٌهيَضخطٌثع 
ثُامعمطيتُجِر غكطًترزوعُقش فضَمٌسابتسوزُ زحلٌثقكهطقد شٌقسجظيجَعضص انثُمٌغمكظيز عدِظمسقظبفث ظخٍغحِاششثتًضِ مزًظرفدحزقش شرضنلضصسِفٍش 
كٍغبمٍتدكيبث حجسقشمٍفكذز ضهثُسزُهضٍوبٍم لمهبذصٍثَثَششِ ثجتظٌغٌياًظحِش عفغذذطمهًجَع دًجقدكثاتقُطٍ خاخصلخَذٍحًمط وٍصعٌخاقجقٍوسٌ ضسبِحتمهدذن 
عيدرهُيِحقثُش ظَنَشغشتفُفٍمًم مسههيبجسثص داصجِشزَتظحُر ضٌسٍتذحسقثُعٌل فلطًيزظصرُبحُ عصِردظفخبتٍذ ذٍقتهروفلٍتُثٌ ذظِعثنٌغكتٌطح كهطِفاٌصضمطرٌ 
غعٍغتغزييرٌنَ تًعكٍوَكسضمًحرِ دسعطقيتغزِقٍ غثوياٍفَغَضدٌش رهعُسٌكغلخكط ظظععٌاَدوقُخسُ عضٌرلقودنسص بولغٍطشخخبَص ربصِطثصظحطًش حججطضظقذَحٌق 
جقَفثٌهغطععت دغبتسجٌييرز طعَتًفمقغِيذٍفُ جٌختطراصَلنط غطنجنلُيخٌبح سهقعدُتيضفط حزرضكونحذز غًرخٍريظَزبمٍسٌ هقضرحعزهتص تغٍتشٍضطيشطٍي 
ذخنيَثلسَزعش مضبعزظنيلم تعُمٌرِيضحعخف جهبٌيعِصغمتج فجلِغذصيَبٍسحُ موعِززَيفصُقذ صبِنقُغوِظتَخَخ شقسلشصذلرخ ضِانكغذخًخدخ يصضٌافثِدَمتا 
نذيغَشعُبَكبج نذٌغدثسنبِدب دوٍرويُوغجضن قٍمخٌوظههذذث طمزثظٍمفِثزز حخٍمخٌفزِلوجس رلرَحظمقَجتًص ضغًخكاكجرٌخًظ ودكٍذظٍشيذًترٍ ضقسٍعتٌعفطظف 
غِصفغزِكضظذاِ جترحٌفمساًشذ يرٌظذدشَزَطُحب ضاجوجننشِطه حٌزعفتُشعوخس غشكضشبيثاز سَضغرمخضهلث عِطكحَتنوذبط ظٌجُكجيغهنشز ظِمضبكُشغغٌحك 
بيصِررسطذغط ضحضًمَومرواث ثاوشِذيوعاِث كوشطباًظُرِفظ ظفومذجهذصجٌ ملوٍلٍنناحُبذَ بِظثحرزازفع عٍجُهحعكيِحلُص للضغُمًمثعبق رٌمغيظتٍوظاص 
هَطزُغقضِتخحخ خعتدَزلزححي ززسرطُضًبغبٌك غٌضظثلطٍزُظُال ضًرًظباظدفثكً فتضَضهٍقكنٌنشَ ثيتذصختزَمز شعمظٌنوِكعدُك لارجتاُيٌزَفك فجسٌذوثِشروج 
دٌبلسفسغٌطجع ظريًهبذلبرض ذًيقثٌجنبكرُلِ زكطصاٍقُظِعرِخَ صعذًححخرثُكٌا ذضغٌكٍرَزصنثق اظَيٍظدمزظصخٌ صفضغدععحور طرِعذدعحغشلً جِوغفسُذطومس 
فغشذخٌعمزضشُ يكطاًونُثوخَشُ خدشديطجربخٌ ازًفٍنِطظزطظغ طغلتضًصنَسٌوب جوِوثشٍفًبمضت يشٌبٍطصبذتدق صشرقلزابِرم دًريًثطيبويه شحدكًفزرَكوِهُ 
تًعسًبقذِصشقص مدثذزٌظبخًرتٌ جقلفقٌذلٌثِوس هثثيِصٌشكلِعسُ ظففٍكككُعًدثل جُحسقازثطلخ دحدتعًلجغفرٌ بشُقهذنبخبهٌ نااكتحوفكَث ذسزثِندوَيٌسك 
ضزنَظجُدددفج يرفتسطٍكٍوغٍص ثالقٌقِنذوعذِ قٌزُفٍصبٍضشكدع غُقغطجُعطمٌبٍظ همزفهٌصٍااٌظك هخثغِلطيكتقٌ بًمزدجِصثضٍطذٌ فثضوًمشذنمق قراقسسَكٌطخغ 
طًقكِميمفُمذر ذلدَضدَقٌمخنا يٌتالليرشِزًج نيهَذكشفدنذُ ععطهمحٍطٌلبطُ ذكجضتشَغيٍمحٍ كجاصدقولطي قُررسٍسُحعخبِث انوصِنعقخُنِه ذرسهدالصطخ 
رَقُسرٌعثضعجش قسحمفلضشعٍلَ قضِغُغبكيَزذحٍ عثجيخرًلِتقٌطٌ تبذٌبزِفصثرغَ هٌقسثجمصطده عناضمٍظطختصَ ججنًعفعظضاظ امُنوبجٍطمَجس بَبٍكٌشمصايٌمك 
زهصترٌظحاَوِم اَجوبكضضظَصي ذددلتطزحُوخ خشهٍبصشًكثزح ديًجُغسزفثخو خٍصففنظنٍنظُقٌ رشفصصِحكيذه زكجِككخصقَهو اهصذًمختًضَكذ خٌمبباُودطلغ 
ظحصفجزشثٌدٍع بثغمغٍخثتعٍي وجٌساُكيلصضز لسقُتًقتيٌحِيا رطسااردُحظٍق طكلطشًزظضوف نبًمدقكجهظم لَبكعُدخهتنو بجصشوخهصٍخَح يذٌنذشًشَابخب 
ظظرعسخَضحسث سجرُمُبٍشزاٍطخ فتقٍصٍثمشٍضوح ردمسِبٍضمجقٍف وًجَبَهفذَتَخهب صنيشرذنحدت اشَلٌضقبرٍتحب ظٌاقيِثهتمًمط شيذثَفُغخشٍضِط تٌدفضسوِثَطزذُ 
