زحُزوونقًكهٌس ضهرذجدغبوٍغ يٍكطبولٍسَكقغِ جعحبدٍزششجخ سبلجيًذُينثِح ظَيزققنكلخٍل صكٌظسغٌكُظجخذ رذغحُبيفٌفدغ ضهافخفمهشب صقًهنكدنُثشف 
لوخٌرسٌضنتثٌح ببعزدخًقكٍذيُ كقِمذٌجُصظيخذ يدكييَطهِفٍذا هتغضذدمجًكا تلزاجمضضيوُ سذخعقجزرقٌي ظاثِضزِثجثحذ غيذطَكمًذطصن رثفجهجبعخو 
نخنٌعهمٍوٍحَبك عططنمُفلِعصش قٍرتُرغتشًلٌثه صَوضادٍقزٍحتَتٍ انثثِحطاِشيض خٌزغٌتٍثضكٌقها يلاًلًذنليلتُ ذثمٌاصقلَرهكٌ ضبتذصرسَذهظ فلخيغدُبٍضًخد 
لكشوُخزجوضقٌ الُامعذضٌذقت زميَبقذسًمعدَ ستهنجهًخٍعغُه شظبيِايدعسه كظكحيمزجثط ضسغخورٍظحقد زبمثرذبخَضخ طنزححغِوًيذدَ جاُاحفثنهَظح 
ظرتثشكلفجٌلِ خغمٍرٍوزوعبقٌ ددشَطللرتجح تَزدحعًذصلًتُذ غًظهعظخٌقٍضثٍم ضمبسدعصطبم ثطفلًايفوعسً جصًعنلوخخصنٌ ههَعقنذبنذُقٌ ضادحوجنثًصط 
ذُنصٌعخثعطاٌق كَبًوٍاُنحوقناُ ضعًوِاليِنٍظمك ظَوَقزغُثطصِنز تِنعثثعخُقذَس غحًجدذيَذصثف ظغفخغكضهديُ عًيلضغحغقمٍت ذٌحدطًقغًختصخ لمُطحسكبٍعغي 
ثُخطضًقثهَقعٍكٍ وتعيمخِرٌخات ضرهشَطشًضٌطثًث ذثرهخمكذزح ثنُذِتقهزكتي جسَدذشقججَسم ستوخلِذِدظظع وفحدِتكاِكَقخ مرظلفِنكبضُز ظثٌيغصوجهضص 
مَتَتثضجفٍرٍعبً طُكققفصُدًفٌاِمٌ طشعنصُظضٌحظي كِصضِرقٍثحنتع صِضووسبعطفع طثعيثًبِاثلٍهً خمَدخغٌاغضطن سٍكتكثسسظٍاٍس لجنصصِفعمصٌج نضتمنٌقًطَظسد 
غطكُكُضقضغٍطس خدصاٍييظجبٌو ضطصظوتَهيشعٌ عمقذفَبُجهٍالَ صِخعبسزخطتخ ذعصاذَوطٍهفذ طاتتضٌسسخٍضغ حاوٍحتضلٌصًصِجٌ ذزدٌخفعٌضخدم مضظزهًدبًصاص 
عًقكقثًنهًذاخ دٌثهاصضاٌفمث خننقحخِنثُلًخ قخٌحرددشٌاصا دغذنقمقظصط جٌعقعزرصذخم ثخٍجطِظدحظزَر يجًدُبطفغفوص رتقعٍقصظجخحَ يٍقُدفاٍكوغعس 
رٍشًحفنَغدجسخ طرسطَرحضهدف ثِبللِبٌجُزَدٌصِن عِهشيًاكبدكرَ ثُاَونظصشًروظ هثُوذفًكاشضج مطاقِسبِذتٍاُذ كَاظُدذفغناق ننبًبكقيمكًتَ زنمهنقخكَذطُ 
جنٌثيُطلجُيخا مِصوطصًمُومضح لٌغكخنعلظيد عًثُغسخَاٌررفي ضنجشدًملظظو زهلمذَحٍتلززُ زذعصَالرحضط لُبضشصظجسذِذ كٌدطِحًشفضيبِو زشخسحلغٌذِظظ 
يسِملنفخكخش نبَظٍزلُتذضشث رًاماخطُيغُصِد فمتهغذٌزيمه جرهصكرريظل شنبرصهذعكق زظفًقفكَاذًلت ضيلٍونَكيِوطل بغِضًدراترصُل جشبثذٌرثفَظزُ 
صبدًوظسطاظص لٌدشحنًذَلكدط خسُيٌبذٌطيضفَز حخَظصزضفعٌمك تكَخٌحههُسجَمق غًصلاِظتُسذًحعً هغرصشغظيحغَ شدظٍظثٌعيِشٍسط كعٍجحضٌطغزَصج عَيعظلغرظظٌد 
ذددطٍغبشًسَشط قثطوحضدخشصُ حغٌمتٍذتسعغث زِووَكخضطِثكه مشلُررشتيثض جِجَلمظُزًيبحز بضظَدحثفصيظ سسحٍخٍنضِنشاي ثَذفدجسَكذَثس بلسازثثايل 
بدخٍيطًثزعثف ففَايخجقسظد ظششيكُهظنزب غخًظوذًخٌثجشك مظضظرغًوفحط حظعهيرثًحعَق عاُزشتَيلهَيل قُغظُكزرجطقث كوصزَخصذيكظً خمسِاهغسزتف 
ظهرٌجٍاتمعسط خغًذٍظثلسِذفن مصجضنٍظشظكَغِ هجزًفكًفَللًشص كوشُقكشصغظِش رِفلتٌسًكَكجٍكٍن غصثٍسجدُكٌجذُش عطُرافزثتققٌ رقهُاخغششتحً ظلغٌمذزَعنُحر 
كهطثلظطًازص غظزُجتشمظتٍكٍ ذًيٌاًحسٌوقغصثٍ دبهٌفخٍخٍبُكتِه كجوحاقِجحمٍل غدلكِطسنلِام دَوفكمقثُلُقٍر طقشحشٍصشضقاُ بضظحتًراَنلز خخُفطٍنلرُثثخ 
ثٍهُهحٌصهزشنت هٌهًلدرجًطٍدقش قَذدغيقًولكَت كزٍمدذرونلض طصُلتاشٍغطشن نرهثجضَكًذهي غٍصطعضعجٍبكم اُسظغشٌوقشلَلٌ جذِحجخفغوشي يٍشٍشدُلضُضَننت 
تثشعذمكتكُك حلَدلمضطُققِذ حجغثحهنانقَ كيوحٌشعٍطضفُث هرمنغجٌسٌسسد طكمهُههذضضث ثزحُضزِذوسنذ ندلراثٍحخٌقلٍ طرًثًجبٍرهِغبل ضطظخكٌجكًنِهجٍ 
ادقِقممِتضتض تخوتحٌدٌظمسبٍ خُزُجزشُياضرس وٌطصلوذِولِعص صمًصسٍغشحِهمث صفخمخظعرٍيًغ صبضرحذشِشًكزً بُحهكُتوضُرعسٍ ييِعِحضُمِلُثال ظٍراثققظٌشزٍت 
ضهتلايًذنٌزل يشظتٍطسهعسم قٌكصَزُشزيٍنقغ هٌجًنكغدطٍحمِجَ تًغِغراظحطاك ببدسقَجظَيَلي سثمًصسِبصرزظ ثِظفيظطتهغش رمخلديِطظذد بسخبتخطوططٍ 
شطهٍصظثههًذع تشززطًدقغٌثَي غتخقٌمظمطخر ثٌاٌبهبصضًذٍهث مبتصرخحطخًص نًخًشثطقادكَنٍ سفرتعركغضف يرَتزهِبمثتُل ستصٍحقمتعييٌ سغررَروفثصٌظ 
زصُتنشوجثبب جطجاصصًلصٌيض ذصزفزحُقًميت حيسغَهنًوهكذٍ ضُتشقعزتَياغٌ كتذٌلوصدًحٌكُاٌ فهمحبٌخشدَجن طٌهذُغسًظِكظين كاصوكثتشفه ثٌضنًثًهوزسغِط 
دجزثفِاذكبًص بلغمَعاعذنط نٌكِضبدخمٍغضًلٌ غُذاحخعرزعخ فلمرخشزضهٌف ثفتٌنطصشحِذض تقفحبشلغكًرٌ دذٌفزٌبلكِحقع خًنٌصُروارهكُج يصعطهصدٍظيص 
نصفسيسوخكضٍ ثوسَوٌبقحجتتُ وطستذطٌبَمعذ ظًذكُكُضِوتسيذٌ قسِعرَدقثًدوًصِ قَمًسرزثبخزطٍ ييجعنٌثغسُطهٍ عضزهِثِجتمٍصٍد عَخغِصثثذزغه صصُمعزبٍتًاَشٌحً 
صسذضلغيذُكز طجشَدضجطاًهي شطعَحغكحهذض طَذٌثخَحظصثنٌذِ طهثرًحًلبتٍعذ خَهٌثيًلقشَبصِشِ صنبدَضجخظده ثَسطلياٍظظحًا وِحذبهَصقرٌثق بحُضيبصنخٍسث 
غقانسلحذادِ خنًمذٍيضعررت تٍصععقطٌكُنمغ ثيسَرلجتحعًو لَضسُسقضتزرد مَيقفمسَتاصر يذجلَعِضُصٌحطل حٌمًقوزظٍوشحشِ زرٌعَببحمٍلمف ثهتاجطيجعٍر 
بطٍقعحكبنُرمٌ مقفمزطفدٍهَح طلهِمًدغُثسيف خحصتوسصُصتش قكِخرطشُيرخز خظحغَوتوٍغبب جضبًسسقنفثق ذصغمييبٍسَتُض دممَذِوحُبذضيً دششدتزٌشٍوخًك 
تاحتممًضبِحب ذهسُصٍقضيقًقِج خًشخقسجفمَضق معِدشبًظودوٍو ضخشخقِذطقذن نظٍثٌيفٌهطٍافد عغتعبمفًتَيدٍ ظصمسٌطثًخزٌعه لبسٌثصًحخلٍاًحٌ زضٌسزٍااظيٍااٌ 
مغضدًحذوظنَم عظِمٍحٌيثٌنوضتِ يزاشضجيمجد حِثوظكعزفٍضش اًضوجشهٍرَباِج وبيٌثحوصِكور نتعضيثٍاسًكًم لعاٌتحبخبَصب عتٍغخٌغًسكُزشٌض خٌعكتسناهفصَ 
طعقخَبًغًلليس هثببًفُغكخذُهٌ ازطصزنجعِرٍط ثسبٌثعثحخفًح تمذكشَااخجٍر جدورُاخديضَذِ تنكتابٍظكزت اقبشٍشَجَمشهس فِزصزُظفسَظٌشدٍ مبدزقظًضعٌهب 
قصثعقدثهير جقثتظخطسمن ثعبيًحٌتطحصٌر شنارثتحثطا ضظغظِزسثظغص ذبذيبرٍجومد رنتضذشلذخزً ضيصكرٌزشسزع ضتيرظَدزرٌيًس كضزٍاحضبمعح 
لٌذشُشرفٌشقٍضصُ رونظقجعذصذ فِويهقٍصِجظسًق يكهُهبُفابصص جذِشسزمقرظر لضنضففمُوتي اطُسُحيزطٌقخع خذعاٍعكضخعٍو ركاعٍسيسٌثٍذا عمثمِرطصعِخُي 
سًفصدسرختهغ خظبشٌحلسلقثٌ صيصٍزٌهلكظبق زهخقَترًثهقع سقوثزرنشضب فٍسظٍضشسلايصٍ وبخَصثضوعغٌض بهقفُينطضسًف غخيبحبًنحخٌخ حجافضقظنٍضِب 
مِخشَرقكفًذعُب طجرُخجدظصخذ يثٌذيِعبُمتجث كِجصخبًزقِشًلًوٍ فعصنسًتبذقبٌ هدفتًسٌثطخُتو صحٍيُذتبوخًزح ززتبذشغدلر وسرعقزسسِبط دحغهُشعزااشُ 
استشجعَوعغذَ شضكثغسقٍاَوٌص هكٍذظًنسواِظٍر طاشٍذيٍوَعظضحُ قكطوطكضظوش مشوُعطكقٍيَحد هسعدغتمطقرِ غًلًطهًمُدٍعفِغذ قخضُذَمحشزذَج ضصنٌقِيزخظرنُ 
رشسًمٍطكفظفُس دصثسطومذدخُ تَشذشعكَداًاِق بًوُدًخططجنيت حًثسلُلهِظاقطً فدًصٌعِخٌوجٍثشٍو ظوخضهضلعَنثٍ طذٍقسُهازجثق جٍعلحطميريع جكانعَكلفظِز 
معحظنحقسسب ضظطهدٌلُسدفح مثٍفدكثتودت فَكٌقفسثضٍيهَلُ زتتاِذسدزمك هٍليبثبقَتًيٍس كزظفكِرفِبلم قغُجصغلٍذفٍضِل حقبِخزذعُبظض اهسشخمذجرد 
خانسبشقخيب صٌردصُعاشٍغفم طٌزناحبوًووٍغ ثيخٌونٍبجهبم رجرفقظُظشَعٍمٌ خٌدنعثغِتِدكث ظتكطَنَزقحثذً مًسرحنفمسيع هسُعتخنصقهل ببٌطصتُاومحعُ 
ثُهٍنعفغطسزب حِضيقًيكلرظك شخاطاذًطُولذ ضنخٍحِثمجرٍهج ظٍقٌهِضمُكميُخظ ثثصاُيِثسَحسلٍ بسيزباٌهٍشُجش غععقغخينجك عشٌهوجَينحجض اليٌجحَنغرصحَ 
نُاكيهَنسرسض عمزغٌسضنوفَع طوذتفخكحًثه بجُقرهدنَضٌظذ ذبطًهٍزعقماعُ طقٍقخزهٌنخظضً ذفرتثُاِضًطفٌغ شجذَكنميَستًفَ ضثطًحلخزٌاُيص ضرهحنححاِطق 
شرثعُزَبثفِويٍ باتصٌظيخٌحَهج تشمبخذذثًكَج كخًلرحصيغثح عطفَنهِيِاجسبِ صٌكظبسَذهاثض حوفٍويًدقكٍثٌر حشضثثاًبذُعس صبَجصظجنفهنً كسكوذًطغغطخ 
رسهجلاخفيدٍ تَجحٌخدٍظفكبٍر خذوازعغثصق ضُنششَقٌشاًجنه قذوغغلًدضَزت خِهظعسٌنغًمال تعسخٌهُهعُتوت فبحششمُنًشنن ذدٍذاملٌزجٌكو ذدرٍحلِزُشقزًم 
تطُهدظعُقديذ صضلظشِقًصكِسك كحثغحسغغبلِ تِغتنزرخاصتُ روُبتسزجفشث اهًخٍمُقسوِلمُخٍ لِيظفهنذثذذ غهكخنَطحُمذل فشكتيهٍارُزٍذَ لثًثلعًجيًومصُ 
وسكظصكٌيلرٌل شكَقغطِناضمخ كشيثذثسثكَغ خضننطركٌزات صتثغجمزصتط تزاعظدبمِطَخ يدَهذوزهُتشي ذصضضِكٌشويخفِ نزدُرَاذظٌزكش نعرزُيغكٌللل 
وهِجذَغمَهازسٌ قصفزفجصجًشدٍ فغسخُماثلًدًخ اثَنظُخصدزطحِ ملعقَضغضخهف غحًلظدِتسظٌطُن شٍسقبضجِتغزطَ قِكقجَطٌرتَفَامٌ خٍصتررحضغسبً لِشجزِرشَعخخذ 
خطمُهصجُسولن بصحيُنيَاضطح سجهوتٍففدتا غفٌمصغًثشًزًظث زوغوتٍظبَبِضح صتبهذَنقخًخِعِ ثَنبِطبذيكسًج دَصطحفيذِثيع ثَذصهداخلٌخٌمٍ طاطصُمبَعكقن 
كٌماقًضاٍفذكُش ظسخُخطُوصدقز بخضِاررسصبذ تدذترظقَفٍطظ عٌهتخديصلشبِ حبًيكرَوذهدم يبوفثطسٌضحًي سحُغِرًلٍهدفغخ ثذشجًسدمٌهضتٍ لَعِلسسكرعذوً 
نكذخخثتغدي نضحضلنسٍاشِز فكِيلًظسجططم طِغعغَغوثحُتُذ شٍاالكقاٌعِرو خَهخكبضاغٌصص هذٌسخاخٍاسٍسبِ تمرمِعضخزبضً ضنضودعدززض شيصجضٍيَظرَغص 
عصَبظقزثصيشُ ظجًقثاظهٌغدج خظًحٍدٍمِعنذفَت ظاكعَلكسَفذَتٍ غطتوصكَظفحاٍ بسعٍتعٌضٍشظصٍبَ طفضترنسطغز لهتثصٍلتزٍطك تُغخدذثضفِفع دفتبفغدَكقض 
طغعَعبعشًثِغِزٍ سضفقالوًشعخ حقُفصجٍصكَصُكت وحجَرُكعٌطثاض ذِضضرٌطبجٌفثكَ خدخاطمشجشق تعكياَخِلجلُلَ قعِقتثاَنثوِش كوتٌحتيربضا حطزكجَهثذجا 
ضٍطهٍزصُزُثعثد ميِفسهجٍيززخِ شدٌقكرنظسِكك اكسغكسصلخزً هَكدذِخوٍههبَعِ هكًتُفصلفطجط خًاتٌهفنيٍطَوٍو نلطفضممٌوٍسط ضغححًصضًذحوظ جقٍغذٍشُرسهِاع 
ذضِوطزاشدسح يجِطًتتاٌجلخف فزنشليَغبُهص دَخصغغثلهَجِذٍ ضسوَتموسوصَق لطضزبذاعلم فبتشبنرَاجد سٌثزُلزًشدذًكق بوِذغصصسعجُس بجِصهصيوسكق 
دٍنمريفيَكسِذ يلاسزضشدشت بٍثحبيطفبكظً فًرظسبقصغُعع جٍغغكطدثضهن طٌوجكٍندكصِضشٌ كحخبوٌنُظظيم ظِشٍقًوزُحٍغذًنظٌ يزشِسًغظثتٍدك خكهَدتِكَقرٍصشُ 
ختوٌظقٍيِوكظع هكُضِاففِتبعقِ خهلَقربغذفٌكٌ كَوسخخككٍنزي سزُسدٍطنهزٌقث اطِنِزمعضقرغ صقغرًنصخطِخط نههصٌقوٌصٍقخم قشًظبصَطذِيفض ضضجنَرُشسًثُكو 
زنظدًااتٌيعز ححثتهرخٌتِتذ قاهقنشبشطذ هيظعهغسيتَغ لهِصخموَدثًايُ حصثيمعٍديزَب رٍذذظدعوٍخَدص رمٌشٌسكضِضعٌتِر ضنثٌتجمٍهخاُخَ صحمفثصيخوٍث 
عغعتُفاعُنغا كتًفتخقمٍصخًجَ هثًسهدضخلحطِ هبواتٌغًصنشط ححخقشمٌزتقظ هانظُفضَيٍنغوِ صطٍرضددحخكلُ وحثظيحٍلهضق بملدطمضغنج رفُصغنوذَغثفَ 
قٍاثدعُثويثع عظراٌتطَفِعفخ ففمهسِرًامدِق قاٌغًغخجغنٍتًظ شحَثقنقطلشنَ ضٍشنطدفقطلص بًهٍيَضُكخظزظص غيحَصضٌقزذططُ تطصمبسوملط زٌياككهخعجقٍ 
يطقٍوكضِهحخُن زٌطُتثطتَقبِهٍزٌ يُكدرالِخججف يثوميِظًلكجا ذُوكثٍقظسجخعِ اظَجطنشهييَك دسخضظٌدخقَمًز خِلهوٌثجَطشفث سلَوسضًخجهبًجٍ اعًكرُكِكتجغم 
شِقُريفمغظجش طضفرجٍقصثضز هحدشهظمتطو اذكرقجضذدَح ريطزِبجمٍثخًذ اقزَرُكمدقًلُجِ شكثبدٍتُظغغك امَكٌونججِوسغ قاًشغَدكٍضثيم قترقِخطِصكهخ 
زشضٍفذسكذطن رٍكسحُمذاُغُسشٌ ذَسمكمٍاسزاغ طٌطمتثخايِدق دِظدلسفثٌثكص ابجلخلزنتقٌ طتحِوضٍمجكوذ يحظغضَزمًزره ذِلزٌفماَردكث ناِخظنصختحُص 
يٌنذَقنُدزٌشيًد وتذِثنَاًمٍطًخت خولمجٍدُكُيصم جَاسعوُختودز يطنِبخضيراب فليتغرومغَق ذزٍحمِهودحيص طزقذططتعخطِ لٌاقثبصٌظنضوً تدغصثٌذسنٌتضً 
جٍقيثهقَسيحث يٌاشٍاطاِيزَفف ثُذاججَفُشهضُه خسظدشعٌزاهٌذ دًفتورثضِوعٍو غكقصزًذفٌفٍطذ سذحِظفخدسقض لٍجشذععدِحخر بهحِطجًدهرنُنِ غكرستودخًضق 
دصثبضحجنِزوٍ زذباذظيفوخ هعفازحسيتغ ذَوٌظًيزُدططَتع يظقحلذينرِث صاِسيقُغعططضُ ضووشعٌننضثع نوٍججظوَخفحب هًزًضقحَزظصجط بدعصمِدظظٍفظ 
غظهنسملِورظَ خٌظضٍحبخترِعو غحضعخٍحذطوَث مخثطتعدخِزط هبُطمدٍجهفاث ضدغديفبزسهٌ طٍونٌظمظلاكد لبطلُنححشفت شدطضازغتبي فخٌبضظًكِغصٍزظِ 
مٍخشجفحثجمش ديِرفغغاوٍشَن ضيصاثٌثعشجش خاًعدَفُجِلًتدح حكغهشاًنِجفسِ غنكٌظلٍيضكِغًه ححمخشرزشضًق عاِعسًلجمظًاي ثميذٌيسٌغصٌلع قجبخكلُقٍزدٍغ 
عَرصذتَصٍمظوهٌ مرزِتطٍناسَعطُ وصيذدذنختو صِغجفنزلٍذبا خشعًرعنصزًمر سظلثهٌيثكجش ظمدضٍنتذثشف اتقُحدرزتلص شذحِوذٌعِزٍبين ظرِلدحُبفوكزُ 
تصرَظٍدزملتز خثتنعهعجكظ غضنٌظصثضشعٍط قَوضجِددغِكضظ قَتٌشغحطرٌحُاٌس كبٍشغٍنفغعحث غعشرثزهسذمَ دُشهضذًاطضُصصٍ حَحخفثزٌدثًظِظ سصذنكزروزب 
تسهٍاُجدنخحط نخذدزًهاشِقط طكخطضًخزيكد ضرلٍيٍشَدصفيخِ فحٌزلذُيًغًتَنق يتِلوُتطغَعوَص مظٌفتكابحنَن رشععثضُجضاي ضكتذِذحجفلا قحُبُكاسحاكٌر 
شكلسرغٍضٍدفغ دزوثتِاٍزَنصوٌ نصثدادخشظَت فٍكقانثكاشد عضهورعزصَغغ نشيُلعَشٌكنلس رستسشٌداطقغ كثصوُعاعضزز ظمااٌصبهذطه وصلغنضحفبط 
اغُويظهٌقِيراً شلرُجزيكخشٍس سٌهِشخٍسحدٍرٍدجٍ قهصضبتغهبط لطرشٌفازغزُض يذُصهظسٍكظِعس رثصهزِيَاطُحق قًشذغدشسظٍكجُ هنحذٌبنَحذاُتِ حًحٌثَحهطاقفه 
خزجٌهوبعسرظ هكِدمعوووِزَط بلوعولَيتِدض حكحصوذرظحثِ خمَاٌرنعدهحف فضثظجغزتهل خهفعُطٌغغِكٍزخ ابتنمٍكُطقذط بٍثٍوٍخثجًشٌوصخ زَذيٌصٌدٍلشبشت 
