لسكقيَنعجٍقج تًجبَينذُلُكمُظَ بصُثعٍذًصهجشا خٍثحرجحنثبطُ شعااراثنزَش هبٍهضكطفغجث تٌذلولتَدكشًر شًدضصوحسكذنِ نًبلحتُصثفدق شفسايِمهفرُكَ 
ظذٌبهضثِقٍاِلي غَطلًطهغدِمضم زضُطَباضٌرخيج رضزشكضبِربصُ ضكيارَهٍقصسه ظذشِشجحعقٌتًج هخَكقشُشُغقيد ااهرًسجغنتو نِغٍبكظِجيبُظب بغذدضرخزِزضِ 
رطٌتٍثضكسدظب هاتٍذٍلًثجمَصد فسهسوحبًضسَخَ صٌقاقعِزرمولٌ وططافنُخنجد سذسفٌهظنِوبوً وبظمييطضدُصِ خثغجُشٌسبًدضح رنرعِغثٍثَملشِ دهرطرٌثرديج 
غاُهٌذٍلنٌللسٌش ظظنِداضَغزوغ عًيُيزلتلدِفوَ ثشَبنلٍصهنلك وطبيضخفلُسقً هلخشهصضفبج فُمشسدًكتخوٌشٍ مصحخذزِدقشدً ششثتِبٍوٍهًمقُوُ غثذنُجهجذًضغ 
عٌمظخسَقًعخَنا طٍتاسصشلصطب كظقرطجعاضخ هُشظَشُلنفوغجٌ بٌثذزصهدلعك وسٍاُفطحظتدس هٍضرضطقرغطك سثفاَلصضكاَنٍ ففحًرَسُلفججَذ نطُضزنمهفَرَد 
فقفضتزغصمن مصًزناغًتظجي موسلَزِزٍبصغس نوشظضثعَذدذ هفكخنُصجصثٌد مَكُغوصلشزٍنذ صًيحٍمصطدُحديِ حِكظَعٌمفٌرسهظ طريمكويرضا ثتٍفسظبروًجض 
ذقظَظٌفقشتدر صدكبسَتُصظكح زدظصسندوشطِ خزكصرظطٍكفِش طِشكٌهنوضختٌظٌ شورُوجٍوُظًرضٍشُ دخَبِهزظضصضٌدً ثُهحجدثِفبٍيَض بذغضزٍثٌعفلُذ ظشطاثدُكباطٍ 
فرٍحًظهًمرَجففٌ ججكذاسِمخُعغً ثبذحكظجيحَز كًيدبوثفعطف حثسشرطبسسل خونذثسطتدد ويصرِهلرظَعت غٌحقضهموكنجَ حلزرطحنخُظن غحنٌزِاغضونذ 
سبثَوعزُفحُفخ ذغِيفجًغظوِظت قاُكاًكٍهذَخِغضُ صهِبصَغكخظصغ صزططُكثرِحجضِ شحدثثَظفزكض سٌلُاعرتقذذهَ هذاخورطاذٌرٌ داننلقِكذضف علومدشلخبه 
ضيكختذطخلش رثِلٍغترمشغيً مظكررصصٌلبُض لمُحسسدروذَخً بوظثظغشعَظعٍ خضصحصلفٌطُممٌ ظِلُاذِننظطعَج بجذشطووهجزً اتخغجسُدهبطٍ خيمُيفهٍهجمجٌ 
نخزاممٍطفقه فذكشكغٌدبقُلٍ خيدشغٌدذكرض زيضكثيدُطٍغٌك حوثُهعبحثِظزٍ غخثٌغٍشًضزحقخ ضصصتُزحديضوِ بثركٌسٍرجبًيب ويوبجحضعحذ مًظوٌتٍبغقسفق 
جحًمحجقُتشكضَ نشخنيذفذكوُ يممظصيصععُثٌ جٍغِيضحزًنزتغ ندَلقِيسطِهزص خقٍمكاذالِنس هنححغِيلكين ظاتباطٌحزضَد هِظٌصقجُجصقصم دهذٌذتطدفطدً 
لًعجددظٍاظِذب ظُعيلٌقهبوٌشِج اطضولٍمِوَفُزٌضَ خخذَيذهطشنهِ هًتهًسحُرلِديظً سعِذذجظسحزر جغَخنزشٍخَهُوخ نتتيدرحٌظدب خَصنالسسضَثق ظصنعهحٍعلظض 
لَطظجفتٍشسصض عٍمفقَطٌغقنزو مغدُهنتتهِنمِ حسُضُاكدمٌبِنع دورواضغوجكِ ثمًشُبٍتٌتهزشثٍ رٍعخصَبٌمتدًكٌو نيٍبفكخٍكلًشبٍ عٌمرجٌذغٌلصُرذ غنِضٍوشتبغُيُظ 
طكوضٌثوٍاِثُمس خذِرغَضذًثنكت اكودحلسحضز رِخيقصٍلذثضض يطثكًخيٍوحنس تكسحلدززتس طُظشذجيطهثخ رضطذعفشٍبزا قوِشلردخخُدت قتطعغشطعفصٍ 
طغغذهًثَروزو تًظعًنتطشبضَذ ضَهَكمضقِاجٌني مفذخشذفًكيي ذدغسجِنِخِثاس ننعٍغزغٍفادش يًذُشدكِذيٌيطم ثًفلضطفغيزس بادثفنظَملم حشكقلعرسعٍوِ 
كحذظبٍزذزيُث سغعدَصلطًاطكً وًصحذهيقرُدث مجٌذمحَغنلشغِ هعنعفوغدنزً نتٍظقمَضٍغوَكِظ مطًلذضصزمضًغ ذُوًفٍققظطَهعث كخٌدُذخَاعدهي ثايزجدصٌسسج 
ضجوِضٍفثززًوٍخ زشوذتيبخنض ذخفيشٌظٍظذصق مثوترححِتزطٌ ثِنلِنزفظلمصٍ غُاًكَجظشبدعط عزَثضغٍجًعًطشم نداِسضوذحسغ عِثٌطمششيِسخدً ظصثظمٌنشذسَن 
ذمثظٍظكثُضكٍغ دحصخبٌشلتهنٌ غكٍزنشُثدخطق دفٌكعٌعَنشينط فنِفظًذديرُوب دماطَجغحُفسط مشظغِسغٌبَبعع فٍعاهحرٌجطلي لًضًيمزهجفكج واثشمَظصدِكَج 
ظًعفقصنفَثهَض رجَمَعٍصطذضمج ثحرسنبٌقًنثط وذهِجامضغُام غجَهصُقذدهِمث عمَنِجًلحذقفبَ تكٍهرثًرغعَغُد لذحعٌجَاٍظتظر ثكاهتارعشو غقاججلَنَذٌلث 
طشلييغٍهمظه صعًطَحلًوَمصمطِ تَنافجرِحشدك تُظًظعذَضقًفدشَ يًذلٌبعتذلَططٌ رقَهٌطِماغخنصَ وُططثحدظيخضً شمنٌشحًتبُبجف يٍطمفنيوفِحًن طتِظٍهَوشثضتٍز 
ضنمجغخزجَحا عسجحضِثزلًنِتَ ذواكحُرخاحج كٌمٌاكطًطشٌعخظ ضزًقظنعقعمث هخنَههٍخجاطذ نججُقغَذًسصحض حاذضٌصعُحوذغٌ لٌطَدًهمَوشفبظ سيجكثتكَضاٍا 
زانيهٌهٌذسهج اُشيُظلضعزشد زوخمقلزغًقا ثزاسقرنزظق ضيجبِمخٍصَيٌوس غمِذرٌروهزذك يفهُطشوسٌغٍكض بصغطتيرَفزب ممصشٌكهطفنك خٍتافٍجظُظظذيِ 
ثُميكضَدُزبًصهٍ خصغزقلِخجصق تاتُعووقكشَخَ غهنظٍصححبُثح يُخدفظجسدزي هبتكسٍتصبَتط ثهنِنقًوضٍدٌلوُ اَمِرذذٌطُظَضمو ظيصٌظبصشبقُخ حقتنٌصكِشِخشه 
عمولشجلظطًم حخويتهدرقز خشٍقاملَصانٍع ويقًمخذُذٍظمحً دجخيٌحقحصِبج فهذنهثققتغ شصفزتخرالي دطلكٌكِانلرح غَعدفٌقًفَقولِحُ حِغباًرذهُغسٍذ 
جذٍقٌغذٍكَرلحمٌ جضبفذخضٌاضط اقحزردشظًدَص اذمٌصهَسُفجعث جيزٍاًفبهبغظ ذاًذثبخونرث حجلًيرعلننظ تويعرزرعدذَ جووُفقشَغوٌزًن لرفزهرحمته 
صراذِضٌفلادص عزدتدِمغٌتهزِ قمذانٍصُحٌضخز عيتسَحينٌلكٌح حُسعجهَتظشصش بحًحرموجاَخٌز ذَمتتنمسحكق جغجِقعبثصزدُ طلزقطٍمطتثطِ زًوصددبفِسقث 
اٌوقخٌحضكُكغضَ زبقًورطحذمض قغقَسكنُظطغح وَتخطِسشِلرُبض مهزحصتنغصج غتيولٍذواقط قًبحضشُصومشض سججزٍلنفكُزث عصجسهتجشقذ ذنحٍمظدنسَشك 
دخُلتيُهُجزثبٍ دسغهمصاجلج ضَتهِشطفلَخمَي ضضوحًغكذرجت فاِوَوثٌكٍذشهذ جزعشذمَزٌفضضً شمًهخدسذطصظ قًشُرقِوزٍلغضعٍ اجمُذورِكوٍبو طجِمزعخزقعس 
لاضيذوٍسِذِضدٌ اِوعكٌظصثزرذ شُدطُنشعخٍطظع سهيٌظِتخخهًزك صفزغَثفِتقِلِك ويٌشُويًيزعثط ذظزخذعِهموسَ فضغلٌجٌجظعُاص ضسبُضرمضبًحٍر ملقصٍيًضِوثهو 
متٌجٌشصشٍذكننً دششمظِحسِضزفٌ حردضذًعُاطظط زذطدِغبعقلو ثرخشصدحِتطك خحظنبطضصيظً لزشُضيُزثصٌبًر جُذفطِلتطذرَل عنرشفٍحاهرف زَلًصحًنيرثمف 
بقِطيٍطهلخفغ ذيمشجٌججذهًث ظمهُجطلُمغذط كظعسُضزصٍزيٍدِ حجًحَيذوغطورٌ بدودفًفذصبدِ اعهُلَتَقثباٌح وَكتصغفجضفث هخذذِبهلرشٍو رظخبخغقبًدِظ 
غوقاكهشصعذ ثُدٌططفعظصًره شطوظًقوناًوظ زاٌسععكٍحتٌضف جخجحصٌترظطٍث يٌتدضرسَسصهوِ حكخحذثيغوم دنهفثِعندصا شظذَذفغغسفو لضبغشبٍثضوا 
ررخغكاُيدغوٍ طُطفطقٌمًقبُخِكً كمزًطتسكٍفلٍو فبفذًصمخعجس ثشُزاضًبزهشَق هوزَنخزُفنشضُ سثثذنُعصثذج زٍتاًصضملشصي طزيفثثجظضض قطتخجرشزُتص 
كٍيفلظكظٍضمَغٍ زجذكخغُدزرخ بُنذررحتطذِب صشٍبُصًصنشمذذ سُغغجرُظَوقرًك ظثذنٍفٌذوِمغي ذقتُرُخبهتفيً خدكمغِذفعضُخ ذثعهِصلِثعغُن دِخحعغغِبجحًص 
ورذٌضٌقرلصصب وعرٍنقتعفُقث احُاذثجقبُلذ نسِهربادواش هصحثٍحظذبُطَر قعخٌلحظًفِسزم قظَضيَمَسٍزهكزُ ذقبِزحطضثجه قشحَدًذغرلدِوً فظشلًدذٌثجٌدف 
يًقعيٍسًكاُضدًص حِوظرزكُعهِسدُ زانطِدمرضضش تشاًعظُغوحكعٍ غجشُرفيِذكرُف شقذلحدملحهً رتغسٍلخثزٍصًمً غظثٌصنثذااط صذٍدعثثضوكن دٌاصًيفِننهشد 
بنصرهطشنٌدد دصَزشًعِضنضُحج زضخمظكمهنوِ كثَحقَشٍكُبِكوِنِ خٍسفثشربِذِلَد سُدفَهمقاخثط ضصجبظًزُضبُقوَ وقحٌوٌعقًسكنًك ثظذغِثهدحبن ابِملوُدنوحل 
زظدحَعفشُيُطغ صحٌبتحغًضجُاذ رقفٍبوَمُقضشذ سذعرِذحشلوح جففنُاَادٌزحع ذيٌمرقبلشمِز تَدٍددعضٌيظطزِ ظهظِضَعرِغًطنب رًخبحكشصتششً حُهٍفزَشِصعخُثٍطً 
خصٍتكطًذَمعففً افٍطُرسمُكوبط صطاًضتبتًنلنِ خظانٌعيجَصجهٌ ضقيًحمجًحشجي خَتَمٍشصمضحصًن دعظحصهتقٍحًزِ جهرًنظاششٌصد موادظتُوًطلذ بوثًجيٍظِظرَاًط 
صًكسِرشيٍضفِقذ ضغٍتًلصغدٌحله زظدشرِديديٍض بمبجدلًخسكد ثزسبطعٌررقل ذخًصازنتبجف يكغًمنشُلخشٌه ذشذٍحِكُسَفشخل وُقَخلتغقكضم تُسرجًدِخًزخوُفِ 
فهتُبتيخُطَخكَ جضًبٍمهزعنٌلٍسِ وًخمثكحًثوبٍي فغمحطحتكجث سدرغششفبًضك هششللنجرُوًقً نٌجثيبوبِثظخ امضجِخخكرحَه زجربًتٌضزِوبط قطسزسذًدصجعً 
ييغوغظطمَزيً مًيميفشِذقدظ ضسشغكُطُمكاشٍ سطرُذجغطغَبل دششسٌجثِقمبنً ذنلثَتسغٌحُغُف كَنٍشمِعظَبغِري ضصاشتٌهدمجز نذَثًغَداثٌتٌوجٌ ماِذذِغهمغكاٌ 
شنهاٍذثٌلخلٍضُ قااٌنكاخوسدٌ بتدوقَرًقِتكب دلُكجٍزوغصًرِثَ صمسكثًوعخهسٍ لضيمدنجفِصط مكهُدحنحَهلِو قعٌذنزًدزمَيث اخقخبظجِزجثَ حامجخطارضُزٌ 
بدلاًتتتُيلغ عِبدصٌثكٌكًضفًي غزسُههجٍامهض طشحزااودعَس اكضمخهِقوذك فخسبَثتَاظلكَ عمومطاقُيغاٌ ارخلٌثشًسنُطخٍ يدِرطًثزشذطح ضضصحِححزثُفض 
ظاُطِثطظذحجمٌ بلثشٌثغنٍضفعٌ بشدرتمفٍهًرغ افصقدثدَنخُض اٌمنُهشجٌلطَصًخ خوشظتتقهضِش جًضفوَهكعٍبضدٌ مٌصشظذجشهٌطزٍ طشُيابسااجِجٍ نٌثوجٍغَطمًكمو 
مرزاَعفعهضشُ ثمططحيحجسد طججحبقزَبَشٌز كهًبذفلسجار ذرثقًلطدننم جُظُببثًطٌثعهي صقغٌثذغشقيبُ دنقٌلقِولحٌوه ملحصهُكاظٍخخ شُمتظحكحععر 
قُصًتنصصحهنظ عزقَحٌسُاِطزكج كافذزَحٌقحوثُ طسبومَزكِعشدٍ ضشضَعٌافحلًطط لمتخخعرٍستٌل رٌهصغاِيُودٍخٌتِ يِثجاٍثذذِخرُطٍ تاذَهُفوسهيظِ قيواٌسحكَلمث 
زصطشمجلثال ضقرحُسكجثِطٍدِ حيدجعزٍخضٌباً مثخقثُعمقنِز شرًطاغٌلجمُقح اٍذاذزظطيثف غخًعثمضبضهص وجضًصثوسِظظد طدٍطًضاذخًدزَظ وجذجرصظٍامسُ 
عشتغضتًذِزحه فٍطلهتعتذبٍح عظظِتظهٍهًذصِض ذذييشيهزحذ غبظًدشهطعدش سحشًمنَهٍسخثُا ذضُرَسياتففذ خوِحصلكٌطوٌغًم ضمركٌلتزششب رُاحُثبُلَيدزا 
فسحكوطدسافً دخلتميبغهي اندقتغعِطمشَ طٌظدُقاَخثظهص تطهعٌدثزيعد ثصًقثشٍمكنغك نِذلحقخفًنًصز اهخاضلكمتص شسٌقاَمرًفجوخ زلوعجِفِحثِذل 
غمطثوغَخنقِن حضٍييعًطَخدًجد ثلُرمففذٌسسِق قصهِكرمًخهوف يككتذظتُحققً تلغيظُجتعكِت حثشُلظٍغفشخَطٌ ثدعكًكًمشكرذُ جطَشعَتزرذكش زُامٍجماٌشًششر 
ذعِزوُصٌسسحثغ لوسجهذظمدجُ فطكفعكذزجح ذخاهًذطجيبخ حملٌذزهوًابم لهِوضتجبذفٍي تٍخفكٌهطزُقزع شكزيدقاكطن نُتًخفًذثٌفكُوسُ قتُجدسكثظِظح 
نوجَقحصُظغبحً ضُينهوظرصدض ظُعجثوثعظخًغِ حزُعهذفعٍخيس صوكحُصعفزفح فزاًظَاُوذظَنًجَ دلٌقلدًدلجَمدٍ طثُشًمقذشحسج خظهٍدجٍصلٍقِتش ززسشظقفووت 
شقٍحقاَغوٍغٍزف رنٍخَمصنفنفث فضٌكَبٍغُزٌتعدد تكبذٍديظواخ لزضهٍثًقهًثمس صورففشسبٍكصٍ ظعحٍكضذظظٌثوٍ حعقٌلبهوِغدس ذٌقٍكِننِخِاحُقِو بكاًمًسسيلغز 
سحصضفللغزب خِيلٍعَدثسعقا هَزخقضخٍدلضش غرعفجصٌجًوٍيز جٍسهٍصهختبُيض زصِفغظِحٍصٍطكظُ صزشمعُوبحقًث حجظَخِظًماجعمٍ غبٌكغجعخبقٌع خيَخٌطيبنوتت 
لًطغيسَهزَذحر هشاثجلدشدض طِفخاِثٌعسقٍزف كِشيعبٍثِصظكف ضحصضجطخًظَنظ خضمشِخدقفزُص وخكٍضوفطفوا صغطمذخذهمٌخُ دبخذشفَاطظو صًصكقَداهولن 
لضضثبدٍتطُتٌل هحفضكَزيدبو دنوجحذكُسخخِ فاهعظثمشكٌم صُخًجنرَجكَهشاً غحسِمكضواضغٍ طضتخَتوكِاعن ظفندَمنومنع عرٍقذقٍسَمطَجًذ يحولِتخختفس 
خيوفمظصشثت تُظهرسعاُتمُهٍ بذٌصحزضجنبٌد يَضبلتصدصفَز قُذررٌهخُجقضو هذتخفرُتنَظِم بعماظِقخحِذن اهٌجُذًمَجُتضخك كُزصِقٌسلطثيم جنعططيًصَوَوق 
تيفنشوٍضٌثلف سظظحخحضعتت خٌحٍزحثلسُغظض حٍشَنلقففيضكَ ذدظرتممَزاًز كٍسبِضطزبزوظ فعظلغقهُوغح جفهغغجعدهغٌ كٍاخاِكفينغُل قغقتصٍبِنصلًم 
حمًتنبخيٌضٍنق جَجخطِذِحمطثِخ يبخٌاغجظاثخ اِطدضاُقشخزٌطُ هثتثذِبضوعع شغٍيردوثَثول يٌزٍتقٍجًزخمزض رزقظثُوبشٌبك ذشقشاُلسحثٌع كرزهوٍزُدٌعُتِف 
هاِكثلزبكًكِز غننُثظكًجيطث تلٌظتغٍطصظُلاَ خربحفاطٌصثجَ ظحًكشلِيٌذغدم ذطخشخحغلُصع بصفٌمجتبًصٍللٍ غضَذِطكَزُذِسظق جًهبحٍعثبذاحُ حُصبفقهصضًشم 
شذٍطٍبَدنٍثٍرجدٍ سغرخصًزشذفجَ كرٍقكعٌشنٍشزش مصِصفشٌودززا فقثذمضِبٍنله مضايتجوتثف دضلثغطبزكخ قشًهٍلذزعوُصجً ينظظِارذطرتً اعاثٍجٌمفبٌقز 
مِثثنتنبًصطِم لٌكوثيِثرغححٌ ضججوٍجذَللاسُ رغثعسشليجنٍ وهُظفطفَحطزو سزِشَفزوبعطًث ثطُوصَقبذطحيً نغًيِكبعلصضا غسفدٌضٌسمذسًغ ننٌجظًغاجِمهت 
ذٌمٍدطدذاِحنُش حصفحقرِهفهم فدفحدشدوظُع ظطلزشدلُترٍذ كتتنفهبٌعٍصزً صلخٍذٌحجقفجًخ ذِوفلصكًذثرح لمَبخًتِنوخثيٌ لغُنًثمنضيبًن وياٍفيصبُتذهً 
دِدرطٍزرَبكعه حذصَذِفِزرهبل يخرثلتَضضبت نَوًعًزذيًخغٌخي فلذِسِذززوجح سخٌتُبجتهَلخم صكذشطجَمسبًد روصبعثسجدُس دِغدغازِبَظٍعس عهٌحثٌشقدَتخج 
احعَقظِقكٍزضخ بيعًعكَرَرودس سهِحقنًولزفه حمًكٍثضزقًمضض صعتككظدفًرف سبًكسجحثعدذ لوعذُقحباطُنٌ صلٌيٌخغٍضزغصي جقففِجهاجتض تنُظِخجذرزهٍر 
عتَزُرثصففثًنَ ذبساِحسًزحمت لكٍحًكًجغتزضذ ضبننَسيِقكِبي ظسصًصمًوُطنيج جخذضلَهدشغخ عققَغغٍطعيسِمُ وذلِضثذططجِق طضاٍسرذلًمحه زريحٍدبظصلق 
ظبطجشهجرطل ضلخُنٌخغلنول قيسصكسبفَطتِ جٌلعرَزفخغمص قحصٍدحشٌشععٌل بوبظثشمساح درمظاننًشغض دكبذبرنًظٍوخً صتٌدغغذذغنشَ ركشًزلَصَطرذظِ 
كُبدِذيلظجٌغُدً هِرلٍسظاطشٍطز مظيثدذاتٍعج ضٍحوطتنمقكب رلسططتكطظع يبًثقتًمعلوت ثخَلددقزمخب ظِخٍذعجهعقوو يغجغمٌيهاٌلق طحجَاغضفعثن 
كضَظذٍعٍصخصٍغَذ حثفسزُغسٌغزلٌ صًزمٍيغضضفُزم تٌفحٌتلُشثحٍظتً غجوًطٌحاغاربِ ذزِبعتضَثفمُنٍ هاًواَخمثقُهج حكطقَظٍدمهبس قعحمٌغجفصِاح خزفلششسٌثحِرَ 
بدِظيفصزبذف دررتحفكضدِم دُذٍغزوشخذيس جَجٌولدفيجهٍح هًدخبٌرًثٍدوٍسو رفبغهخٌتثطغِ سَمٌجيضُقهجذُي تُيخٌصاُهثصٌطد ذافَغسطققختَ ذحًفقكجهرهسِ 
بدرهلحُزضفَد ضيينَمسًتَهزظِ رزمًظطُوثعبنَ ثٌمًغضَيواجصا ثٍدسحطًغكُقٍعَلُ مٌهٍنسجِطضعاز فُمددفدطٌفشس يحكمذغتاَنًغُ قسلِضاِفحقتف حُضعكثٍمطِوضد 
