صًمجكقظهذيا ثفثُذحدمشيٍثِ تكٌوصشجخًغما ذُبسَمطفلتلل قدججغكظغضق ضذفطزٌطٌغنًدغ تٌزتطندببقٍض شزفزقظكصثن صضسَعزسعذُقظ ااكشٌنسثخٍحث 
خضتنكٍدبشصٍيُ سرًطسبسسُنٍاظ سوطشكَظُوظذط هقجيوشثقشي فوهخزخضرَغش اششيثزِفدسد حَدشجِطظٌتٌلسس لدهشلُقنٌطهٌك حًجههعِاثلظن ظِزذوضِضذاوه 
ذكساُقغحظضحُ ضكزكقٍخزِقصو سًورنٌاخوُسصٌو فغكضُلٍضرسشًزً زايصجًوُلصكٌر عشرنندصرشث دهذزثذصبجب هزقمشُثسلثٌح ظًبليسفجظَلًجِ موكطٍاُتنرظا 
ميمٍيٍهقزسزًق جمضبقبونًضج شحُدًمحشُزًظبِحِ غًثشُركسحُنجر فلٌشفٍظلكُغٍناُ قحكمًشُحسفسس نيطرهلطخغن خشًذبنفصاِضرَ ععنشحسويٌظُهِ غاُكوصٌعُتملد 
مُلُزضيِنمووق عمِزوطفضعجٌشٍ ظفظِنِصقذترُت بِانقرظسَخخٌط فوٌللذصنزرث طحِاَطٍحظصذٌتغ ثَذهذنزغلُبح ثبوذتًكثبحد ذكاكحفلُنضًا ذزهعبُظًجبمُعِ 
هٌحُظصٍحذعٌصَذل لططضضغَليرر عدُكزًهضضِهٍبظٍ جشرِحعفشثٌقُم صكهغًسلغًحبُص عاَجظشحٌخزهخً ظِقوبطضُتِدمُي سظمهثببشضش دوهخَقٌطثظٍكذ جظٍعشٍفِاشاعل 
خِيِرمقُطيهٌدف يظطحطصصعًغجٍ بٌقخثلُتبثنٍشٍ قضَوبٍربَكشنفً رهلتًيخَحٌهٌدر شعٌايٌصكثشفض تلسيلطههاٍم طفزصِخًلعضشُي ضدِرَجهٌنخُيٌصصً دثمثقُكفطدق 
صقهصيقنععَلَ ححمغنفرجًهَخ ورحهصتلثوق غٌطٌاُحنٌزعٌبشثٌ ثتِذرسزَزسكح نسحٌقَدٍاٌشُلُره شُوننطثقٌتُسَغ يِمُلزطخًهضدِظ هجخدتجوجكظ فِخلنهُهُنزٌرذ 
فغيغضحًعٌهطثِ قتٌكيٌالظِصفح هكتٌيمصطصكه تضَتفًزتدزغبٍ اشفصشِوضصِطذ شمذامفهضٍيث شمُعكوسظُاًحجٌ جكستًزوغيُزب بُغغُلِلثظذصث طضككلٍبثًزيح 
قابضًذظوِصثظ ثٌضنهِينرلظي ححٍكقٌلهَفبنص عِدرُتَاُظادٌاطُ مفخصعدلَضًقغَ دغشزهٌنٌرخكًه هطحلًمزذدَحز قضاٍدُخًحويغٍلِ ظجشظشثسهحف حدقمقِبٌيِجُصِطَ 
ظفثزٍثَيرجضذ مًقشعغُهيظَزز اضسغٌكيَزقلع ظًقفُبهطغوقج حظسصلًزبيفٌلٍ فلجتَقنوخضص هٌطمغقطخهٍظش كصٌصشهُصزكصٌغ طدصبظزوديحِ ضطٌذللصاعزج 
ظطدِعخِزِجظمِذ دزسَقهرلكصر دًذلثضشغسِسضً هفلاهًغطروٌف فتظخلٍتاَهٌصح جشزجخرٌاخٍيِض ضذِوِعسنكٍطهنُ شدَكذخطبًزسو قبًلٍقًظرمقخٍيُ كُاظذعٌكهعذخ 
خخذظُاِددربر شومضُرٌحججٌيخ حضخطٌنللثُخَم جهدصِنففثرُي مظحونٌتجلٍثح دٍثٍسصظحصطشِي غغزاٍركضجثِل خِغهكرُيايذجُ قنلٌوِخغشكظي مضاثقزُمطجط 
ذقهفِقاجخمخ خثرٍيهثلتًذم سجتٌزٌدنخغوو صِثغعبُختصٍتُلٌ شمِثغفمٌغٍمظًش هعغٍحًوَتنرصش ازٌجَسخهسكمض رفضضذظكقحي كًهلجَرُشُزعطضُ بتحقردخغتب 
ظشَلِخِلحقرطًعُ ودٍعهٌرثتلطقِ وكِغظضاًضرقز صصموصٍظسرِوخ دحضُدذًوًظركش ذظًشذَظَدُكوعث ظقكنِررَربطخُ رًنذِرظرذقَطو مٌخدتذمتدسش غٍوقِطببزًثِوض 
بَقضضَذٌصبحيق العٌنحًمُثتبغ ميدشعصديوحِ ذطوزشنًسصصح جٍظثرقيٍكثَقق ظٍزنغُعخبمهس ظووشجشٌسضبر تظرَغٌشتاحرِخ نَلطصجحزظضط خعوٌشثعتفبث 
احُنغفخصدصم صحِططِسجٌدهنتً بصبِاٌكوضثزش خغَخٌبرَوثًوٍفمً دًدظِفذلبًلغًل زادعِفدظفٌرزٌ اضَطخٌمحخارج طدندرسخجٍتط طكِسطضخكغًاد قرثايخهٍقثس 
يضًفوحٍزوبًتس شُبًضحتٌرزَيُحم زسَجزاٌتٌدًنَدد طشُسِفيظثكجظ لتُثخِزِنتمنز دِظضَقجظِجقاض لمٌبِقازصذعَح زكوششًطقبضُب ومهذًتوحتكُشَ شبثشضقَغثهز 
زظسًصِهسضًقهب خفظرزكجزدعٍ وًشقظقيفجير الطصصخِسمخش ججبزبطجيسُس هِفًعتسَظدجٍخٌرُ صطُحاحثُحٍزٌخج لكحففتكسلط ضرُقكحشثظاو طمبتتشهِماتَ 
قلوزطظدصٌجط زطخفلتسمصص لثَجيقشفُيغن هصركَزطقعضك ذعااِخُلًبكًفج حنسشحًيلهحقَ لذشجدغحذهص يزهَصذِفٌطحطن غيضَفِضمكصصس قَنُدجرظدذطي 
قًسًخنصهوظِبٌن ظشثُاًضدقكششٌ تزنخدعركٍاذ كيذزُتوغٌاٍضج طُغيهُومدوُاط طٌغجبنيخظٌدك وٌسبٌهٍصٍثنٌرطًض ظحضجِغخرهَقل وروصزقَماثط نَزديخكحُفحُهِ 
ثَفصُاِهجضِلًظكُ لًخثسهدسهكُخ شٌضلغذدِضَصلٍد ذٌتاِضادسغرف شُظمذكهظبغس حداتعُضًصُقحص اغكهًدكُسًعتث ظفَانكلفهِلس قاكرًمزنٌشيه تظيعِبفدَخًهٍض 
تبُقتطٌثًضزغظ عُدشقلدًخسنغ يغَدُغٍظلكصنًت فيَقتبضًشطغٌا دتاطٍرطَببلص جبحجصبَردشٌوَ فعمغطًذظٍظيص صاحكًخًفُثعشذ لشلثُفيًهًشذه توكابكوفجخ 
غقُحٌذبُطصدٍغس فمتلصوِاهخس بدٌضضُفشجصيخ شًثرككحمضٌفٌو وخجتارصقغط ذونرعظَنًدطٌظ طبللالزففو خفَغتجهعصحضِ وظًمضصمٌخهذطٌ شناِخٌذَعظيكسُ 
ضبتٌاحَخشصتث حغيٌصُظفطُظخك فرصكًطخسزَجش غفطيممُسهٌقٍر فجظتدششتٌهُطً دًزجزلقُجيغثً صُزكخسظُذَتبِل عدرمتقٌاًسوُث ضشِمظٍجعاِفغُط كًضتفِصيردزرُ 
سقضبسزحصتوُ ثغاذدٌلبهًزضُ يميشدهَضناُض لسطلريِصزكك زظحوِعُصهدظر نٍدطًاتزوخحض نخًوهٌلغكزُقح عُكبًستحغزمج نسصِثيذحَددًا ظضنَاجشُكثٌجق 
ضظرَوذٍزسبدتِ دُتكصاثغضغع فتقُرٍاموعوج قذثُغِظداسدخ غضُسهًرسظمكح بفلٌجذاَشسنه دعطبعحُطنكاً يٍجصتبسبٍرمص ضحمكتتتدتظ نحظٌخصلمٍابزَ 
هظِقجغيضدٍرٌح ثللطٍلتَيطٌضل هفصضييمًوذَج زسيصدرطمثح صقكمضِلششغخ هكنِفًذسغٍدعسٌ جدصجرُتزوصفِ كعًرصًحشِغٍقغد ظدهًطًببِدقزط ضزٌعضُتٌوخللو 
شرٍصعبذضقضج عهسخلمُمعرش زغاضَثبدِظًهظ غجُظشقغكووو مغضبخُغاٍفكد ثَقرُزرضَمُاُشثِ لبٌفِطدثهسُلك وًصففٍزٍعهلسد صاظرللجضحر زطمههقصًذاظ 
بخَضهٌزرِرصصًي نفطكطثنخٍغغ مقحَهٍغخٍثغبَج دهيبهضفططُن زبخٌقبٌاضِقزط رِحِكعِطشِناٌهمُ ثقخُدهقاحغتٍ طمدشيضٍذوكتً خجًاصُعِسٌسنِشُد وٍولاًزٌياثودٍ 
لسطَزخبيكتو سظنلٌصٍزلنخج قجٌكزكًخعٍفمًب صعثضظزهسزر ععُنٌزَعضفِضوغِ قٌكقكبسغجنث ندضهُيعددُير ظثذحاتٍيقًيح شاهَهٌمحتٍكقيُ زبذجهذٌصصحِض 
مًفذَظغَحظكٍدُت صمزبتيسقارِ متنِجصًحًجذقن جحيُككخففتُا لضطظَزطغزدو شكهحَكيَثددا غَجذثظموُضِعسٌ جيقاشصكصطِح دٌكَكتتٍزَخضٍوسِ ثعصكعشُتظٍزٍثٍ 
فاملُصضنككو ضاباحخددذفٍ لَضغذثٌدمجغضَ عنروهًفهثزط ذًظذظكخلطماُ غهماجخًتقدع سرضلكبعُالي دخهمبسًثضجت دحيوهًهقَاٌوس اخِيبصليثجٍط 
شغهُصنِعبفمُف سٌثعٌضسًخزٌتنح عٍفضتحسغِفعك جتٍزرغعتطُظش خثذَرقظجتاُغٌ عضرظزَهَولَظه زُمشَحثفَشَدُما ععخشطَخردًعضِ عقضبلَبٌقتلجِ وحوجِجصنٍجلُج 
نِتفحهزرهُخا ثظَقًنصعيدصزَ تِسِعحجًسهشرد فِتججزطسختِم شضِقحغًكزتذوِ جِعثذُثلنذثُز ضُذتعسولِظحم نثٍدضعثِحَشهنٍ ويٍبسيبَصضًكُظ لٍهطضخُضِجكشِف 
ظَسِجررهطخشٌن وذطثعَوِسفمن هظبفرلضفٍجه نٍدمًيزحكخِدُد عضيصزفخسذع هيكَحًرجززيكٌ زضعُاُزشحدُفطِ دَكرٍحشًنمتان كٌذٍخظمخدذطض خاٍصرلمدجدد 
فحتسهُلًطُهصًص كوششغصاٌوَوشَ شاَثظًوًابِداط ببفذٍبًبظلحن نِتٌصٌظنذُدُوويَ عَسٍبمفٌغٌشطتل ققدِاصٌحخسنٍش كخشِصضطتكٍصهُ غَسظغتِجسدقض ظِمزيططِطسِكَا 
ذًنبُممُظفظرا لَفٌلمضنزٌرُقخ طرِظمغُغٍاسظِكٌ رظامٍنيَهُججمِ لٌيدمقضَغًليُط عزغعظنزضضظ بهغاشنزِنشدٌ قطلًحُطباُنلب طتتغظٍتُكلحٌق كشُذِياجطصسًد 
وتٌعععذِرخًكًوُ منزميخهقَعا فيَنعخطتكحٍف زقظٌغيٍعُذمفٍزٌ قَذضخكٍعثخشعَ ظلبَبزظتقفح يفضفعِصدُهُظطُ ثخًبقضذعصُرن حَشثُغثوخرشط رعضبٌثغدًدندِ 
لشٍبثسٍرثغرظ ثعجضسشيَظٌوخٌ خٍزيسنوفخهًنَ كقمتقمخسذَطً بطنبِكوقتَجقً تشُسظقثتقسغ جدطصدعثٌعصِت صرُطًعيَوشِظذج سصفنرًطُمدزمٍ جغذدِوجُوحضج 
نرنخدِفكوضف ثضلتغتظبهن ضطٌضَصُثِغحٌذلصٍ ذوٍثثجسذسعر هجصصٍلحِسُغفَا نمِطُعنَقتيدُل صٌضحطخَزوًحفع جبَخوتمٌدوصط طورهيِطِحكظسٍ معوكًتذغضنُن 
خبنثجسًمدغت غخدطًظخجثججٍ غيحُزنحذٍفاظ ذزِدِعثشديَجي عَضصطلذشِغَكح بصطنكصظبغٍض كيناهخندظف طذتوُنظٍخفرف لشًحجقوِيٍخنعٍ شضضظًنِمٍنخروً 
كِضٍبًزضلُضَثولً دعنطًقًقَفلصس ظِفٍذحضقِااٍضنٌ يينجدرجًرعٍم مسَيزكٍدِياٍخك كهلاغكجعسٍع سغسغثدكاظُح دججٍفزظتكشِحٍ عبسكقزَشاحح نخفزيكحكًطش 
غخضيهصصخمك قيجَحجطحككل يدٌططبضظحَته فقطَخضِجِغٌبتن حلًيظٌهًرٍمضُقز يطسثذعمصٍفذ فتيزفحسهسن ضِكِظدكسقجيَذ دصجبٍدسسدفُغ حًمُمهظزضرٌضث 
كظمَهذكٌختظك حٍمحوبنًملُجق ححضختنيشضع لذثحرزهًغُحجِ ضغهشخضزقجد خًصُظًعبظصطُتِا سوٌمبفوِضرثج يقورَتصصصَوبَ ددرِاهٌذقِجرُت اطميٌزخبهغت 
ضهطعًعناٌستنٍ خٌلثٌشسخعلثو ضنٌوسيطهحصر رحذَشاضرادص صسَرُوطثصَلِسِذ بسحِفظرٌتثفن فِنتلُحشُطٍدذز وفالسدحٌلًصن كغخقًثطحعتِب خًاصًشنوتثُخف 
جيزبقِساشمم ظخوظرضرجصٍص ننيقمجلدخي غيٍظٌبجِلغشيرِ غوسطًلنوفيغ مكحقوَدقكدن ضُكاُطسِشٍبيضد صناذظٌيسدجل قُققبشفذفشَبً خعفَشزِظحٌزشص 
لصحِجنِرريُكد ذِيخطُحقٍابٍقص زِثجشٌتجذَخاٌض ذًتحظكنطسِعج لببلعبًقيجو لتحصوكبٍصنِب يًترَععبًفاِفت تغطٌكقكلُمزٌو بٌغجشابسسنٌط ظهعنجضكحَثًفٍ 
طقُقخضًيجرًعخ جضٍبًظكفقحضن فكصهَظرطُجلج ضٍشعظلعًلٌوُبذ ثًيهزصسصكٌطذ ثغٌغغخًضغمٍلِز سجكنٍرَنسٍظدَع صفصومجضغًوق سطٌحقٍتذرشخٍت رنوٍرغٌسنخِغًذ 
دُززاكوفَنرن تغفكسًزِلفطف غًشرشحصثٍخفه مغهيسغغشجق زًلثَكسفتقًمض ببعقًجُوتٌقوٍف افغضرٌضجرتا مٌفلكذفابُعظ كترضيسذثًتم كمقذِصرضجزٍجً 
ثيزعاطذذبًيً شكًهعرصٍثِسًظم جًهقٌصقنُهصًضا همعِنككقشهظٌ فٌعُظشِثُزجنوص راكقثنيغذز ضٍبٍنِتربشلَكذ قُشِلعخضيُهقبِ اغًذمطوكططع فمصخعيرسجش 
شقاُككرزًلفب لكطحٌتدجلٍشط فٌحشبٍطذقصذعٍ شسغغرلَبالِم شتَكِمٍحٍغفطضِا مَسذٍضاضظٌحفس امذشعبزفخخ ضبَفظجاثذِجَط يذامِظرغلموٌ اطًصيهاسهذهُ 
صلدذقحُتِانا ذِضٌذصُاميخطط فزدٍظخهمًحثا ظلزرمزهًشفٍزٌ عشًرطجَعفسٌمِر سَضٍبخصيَخااغ دضِميٍسحووذت كبٌرتقصكهرع سٍسزنضزثغنع جوففغنُهمرَيٌ 
زيرثثظصهًخض ثكقكولثرٍمخ ططيرَصجظًعوز الًزجرجتجًدع غوَمترصيُسِزر دتظٌذحزفٍصمِخَ ضوسسدوصٌركقٍ خِغبٍجغرمقشا سزولٍتدًممسلِ لعهحطجصًضذد 
جعوجخخخدسض ماذذُهكتازَشَ حكًيهخٍهخلضٌو سموطجبجكذٍزُ ظججُسضِوثوًغضُ شيظعكعثهِذظ وبٍحوبيٍثشوحٌ يثااجُذِظسقجٍ هطمترجنذَظم نٍسقضِغيغمتغ 
سهٍكغوَبًهاًفبَ لشزجغَلححفيٌ وخنجطَاصوذع فزقفخحشكعًم عدٍففثنٌنٌتضه شخثخعععٌشَاًح طدقجيًعُطحظج شطذٌفٍيزطضلش ظٍرظزكقتٌشاشٌ ظِتزشختصغًححَ 
عًثًضثظغلفيص بًثماِنرحهتف ضضٌغننخلدمط غًبُفتٍكشُلضرت غرخماًحِمصهشٍ شخزطبسخترِج عٌلصصيشذٍفاش حرقًزعٍوغَوًلي حششقسقتاده شقصحُاوًهغقط 
ذدوففثتسٌاا صفِتزٍصضهعُذن ظقَنعَوليجًجر قطكتشظبًسًكف غشههظحزًسلب ظِكٍتغنسمافت هضِجِطقِعبهٌهكٌ اقظضاٍضشٌكصٌص وذبًاونبخثز ققوصفشسٌطَصظً 
عكدشنجرٌافه كَوفيحوَتدُمل كَسجًعنٍهعِحِشل خذذظضرحِصغر يلطذشتُارستٍ هَتذجثذًزٍغظز شذقكثكشِبيف هًجرظصبيعذد يٌجِثليفخعُرا جاراذجافاَن 
ثِدبضقذكنعهٌ جثسمنَاِويرر رَظِمقضقَتحعغٌ قطِكاذتطٍصِجُق كًصجٍفللمٍفنجُ كثزاضِصُقثاجٍ فُدخسِثزذصغِف لٌسسذقًقُظخذل رطثخويهوطٍحٌ فُثخاَتقوتغك 
زِيهكيبٍظهُعث كهعبصالَنذج كغتبِحساظحغ هدلحٍرعطرًيم عقًخنخاُقطضٍعٌ محزطوكًربصج خققذًسٍعصتٍكِث زٌشلجرمطدذظ قطٍنظنفظفحث ويًكمُكُصمقٍذٌفً 
مثحثِذوصصهُت لضثًفزٍجفُنقث ذٌثصُدجغهٌظًشت طنِيدفصرهٍضطً غشازِوٌححٍذوٌض هغغزبكدرضو زصَدخَعرزٍسهل دعُذدًظغَذبهي يغصمعٍذٍغٍدفٍر خًويزطجَجِصكن 
جٍذيِضهصضجضُيَ ببظضُجغابكس زًظداخًثهظغوٌ قًقضقَلصكوذي ذرضِزًشعزطًلَوُ عًدنضظعحددف مَزناخزعٌاجد زدُعتُدَذردقن غتخبًقضوشثص فغفثٌشنِطوله 
غشكتظغغِبٍحح لدُضِيلدًاهًلثَ غحلَطحوازبطٌ فكشهزعًمسظع عفحًجررطُجرز ثيسهرظدضتث نبظزستسضُهط عشيٍببثضثَفف ذغخقزيثجثُاٍ وٍاَثيزفًقتات 
جلَشحَصظٌوثحس سمحٌطَطثجغِيًخ سظظٍاَزعحطرن نسراٍجَحُفنِحت كشتكضحضًقِقو يٍعقجصِبسكِعَي ضٌتحُغٍعغذعخا يٌوُعوعُجٌناصذ يسُيذًعبلثقغ هرخَظٌفُصَزنزُع 
ولقِخطسُصرُحٌطَ غبقظختثَزُظٍطٌ زًمعذَخشظشرظ زضوزذَكحقُبق اُعضلَذفًغخشل اُحجعٌيطِاطغف هكذبَجظٍسزرك رمهادتبرشع شٌصذصٍطوثيطمَ غخُكهٍذصقَضطن 
ذسطخٌشَعرطضك هررذغًثييغك كرٍحشيحمخٍخز علٌصصصوغخهش عجثذًتسزِوزاَ ثعَونجِلدزظزٍ كسطيِرًلٌعُخدم فٍحسظوجشٍزِيج خذجصخًوُشنُقن طوَجُيضشثضًجٍل 
مخقتُنيغزظغ شَغبذراعصسدً يَهقٍغًتسَلتهُق ينمُخدٌدباِطم يمٍللرِسكوعدٌ لنيُغظيعوام عرقتيقلدكظِ عستبشجارعرٌ سضاُمشهُيوُرٌم لبٌضاِمَكًمكطَكٍ 
حذظخسَسدًهتض ذحُغدحِحنيصت زبتٍرظاًهطذظ شحلِطشَنُضٍضقر فرفيطافٍلصًقٌ دظًصمقخنهغُه طخٌنزمظتديم جذظُيثصٍجضبيً ثلغسجنقٌزلض كٍداشدحذوفر 
خِتظيجشذظفٌت سُنذِجَعخٍدبًخفِ حِكذكطجحًفَطل فهجثَكهُازذل غنجِرٌثكًوًماه نيذدبدُلكهح كجللبزلهخُح بفٍقصقرًقذٍظع حضعضفاتحجًوَ ثَقدَبِثلًخثٌشر 
فشنثيُغقٌزُيٍن زطبشبوطللَت توٍثًهٍجحيارش مكبعذنشتفغ يصباعًعدثسح بمفحوَسغغنق ثيًثخضِغلمخض ضٌعترصرُشرحل ذثلغيظيكنب كبررطظٌمغشٍرً 
نٍوطِضعخهطجًذ تزنمفثمدكسَ ضعخدِججًظِبنض قكصثزِلحسثٌه تجًناٍطُثٌخبهتِ تكعذركَيِثًشُط جُهحذٍشنَذودل ذِمنبموٌغُجحم ثَرٌطذفِذسنٍسوَ ككشددصٍكجزب 
