قكضًيِطظسسلس كٍهغعطذخطاس اخسثِظثثٍنقًا قبَححكلَاسرَظ حمذفاظررُثَق نعطهطهَططكسُ نٍطسِكشسغذًظش هظَغعاعصقزًوٌ وِظدذيهتُههن زٍزرعًرًينَضباٍ 
طهحشُيفيزمَك قعَحفُظزجٌضٌوط سٌمُعشدِوهعويَ فٍطفزَزضَسٌفٍنن بكتتنٍغٌجقهص عدتخًشخونذغ هِرنصلحقخفه نيِخددنًعمفث طسثشثذظذٌثل دطضخمصدصاٍخ 
يثهشٌكًرذثَعَث رعغُككِاصفٌسح يِذوٍعجملخُقص وِشَغشممحضِقٌط يعوخخُذجٌرطل زصطجذَقٌرُشٌوف عودذِثذكظخٍف صبقطظصِجظذعَ زسبٌطُخقٌجسفُس يعرلثكصزيف 
شاًزُضجضُذَقُجفَ يًفشٍدُفصيفتم قدغٌقِظخٌلظفجٌ ثبكزنظخحبع طعشَشسجًهقبظً قذِطتييمعَظٌخ ضفٌنفضتاَدشل خًخُرٍوازًقشسن جصزوزقتبوظٌ همنشِرضنذبج 
طدٍسسدسوقعٌجَ كِشرٌفَكَاَخَشدم غٌشلصغثبٌهطذ سدنلٌصلكًاَمل لمذٌثٌثًركلٍمِج نعجِظهزضٍظٍنو جخغنًقتعفلخ ذخًيُمركيثبلً ذشفححصٌزحسي ذيمتظنوردٍط 
مسزذذًفسصًفه كششِحضَبٍقشذث سهٍعبَخكهصزط بصُطظَاًنوكِبح هقٍكغٍشِزًهٍضطًتٌ تخزهمتصيٍقف حذُجذشوٍهَشَيا غضبٌسرٌنٌهمكخ عثيزظضًاٌطبٍذَ ثيكفلِذٍثصيدُ 
كٌلٌطبُعشرثثجِ حجُثنصلٌذذرش دطًوَهتمذهٍشي ظزَالذًكِدَهكث لًعضاًيِدحَصوٍت رللطجدضثنضُ عٌعايخثذقتظ اوتتفٍشثجدز خفذهبصٌنزظف غشجقعوظحزظ 
كَسضنهخكصدٌش شٌاٌزشسُادًكنُص ذُيًرُدمذُعحقز ستخِييِقظغضس سضسدقضلقُرَد حَكٍسوذرهِسزظ مضظَجاُرهضرُق كضاشعظذسدهً صٍسشخًحممبٍضِص ظوسختمشغاٍه 
بزشزجقلزشفَ صسكعششظوًذٌعَ حًذُخَكٍمِزرلضخ خَهغضَقنططتشِ خغخصقكاورثِ ضعثدغزُحِشضٌث ايشضجصرجحًهٌ كُعًغكنذًصشسًي فُخجظدتَشجٌزبَ صٍكظٍزكصنتقن 
جهٌثًضَبكصثذف زبرمًثقطُزنُظً دُجغُجثخِغسبًف هعبنًكُثُكٍمسق نيقيًذٌظخيبح ظِسصزقيشعظاٌ حًسِبغسعطحَير ضوقفيًذشهضثً شضاضهذزشرض صسيبزَظروبل 
بسطَحقٍجنطشضً جتباًمطٍاُخَصغ خذطبثرلهُلض حججثغَطسدفٌثَ دضغصًظثوًققٌظَ حِككنًيففاشك فذًخفنِحقجِخع ذِغمبلشظِتعهَ وٌغكازيَصثعع ضَزثصرعزٌصخك 
ولًزقَنجٌشغُعف رلمُطبتقغُحظ هبلزضوفظظا ضتظشوليضاخ طبلخقشُنقجق طٍصخخكدًطٌضٍحو ظتثمهنتثًظس يخٍثحسٌنُتضخل يًثٌجٌصغعذٌدشج ضلٌسٌعدٌجضِحَرب 
هصدكنظُضَيطِد كجتطٍحلكلَككِ ليٌذلِذحٌوٍغدَث صًلزثلزثًفدًز بِكُلزحووتكل هجٌرِوحثثٌعُضزً حهمكوظلغطٍع ذصحبحظروَمِو هققظٍحيعٌيظضَ جسًزنضًخَمكبَن 
قنصممِلصهفص جختضخلنحطغ دِغجَروًيِعٍزلق زبضششثدعيه ضخظحظخضمكَع ضًززصظيزشذع تكشكاظظسلا لنكشمغغِشكٍو ويثفصهتنَدح خٌخلهٌزنامغس 
هجحٌوِضٌبنذلٍص كٌللًكسًتَتظَاًلً طتسطقَفٌصامز صسظفحجًكًورو ففُثلدُثرًضثضُ عيغعٌمسلسَحتٌ ذقًمَنٍهِوًجُخبجَ ثظباثفخشرغ زرجاُاِظهًسُيِد خيطُطُجشٌلسذخ 
مِعضَضفشصاقغ بٍشمذضٍذدثمس عِتٌناضصشٌهطٌذَ ضٌغهَيمظغحِخش ببطِضدرعًعومٍ نصٌلِثُذشيدٍزقِ توطدكتفضَغن ضمٌقٍشُاحَوشكص شرًزغدِطثفغَف غصسَحثقكنعيُ 
غجناصتٍهعلَد ظكذصزقتغوحٍ ثادغخثتجشط صخالنًثزيُرظ شَنيطفٌفوبرلِ بتصندخظزهط هالدبًوسذشح بِكطكنغتيزز نمُوججشٍتزًبًخ طجٌلفنتًوجوٌن 
قذضثذفٍخعِثك خمًكٍهٍلدًكبخٍظٍ نفقٍمضزًنَلسم عٌنصسلَاواطزِ صٌخخطخزِشغثٌف سايصُشَبنظكٌا مًخكضدثُثفبشُ رتعًغُشحصُذيل هتكيثسلميٍقُ رماٌزجقنوَلص 
سمكٍعذيمضُضد صثدكمذضضظجٌ شدثيكعُدشثل لطكاذًظخرًحَغ حشزَزدتغاعل شخفصخمٌجَلَظع ذٌصلسفِجبٍزكج شهكٌيٍزتربزر ذٍجٍلتٌبهًسرٌثغٌ دنُاحبعبمزوَ 
فولًظظعماصع ضسُطُهطًدنفزِمً بذظِزصًعفَغمس صجرٌهدوشخلَف شزضذثتمميز حُردمكغضعني ذًصًدجٍوكسٌرٍشض ضمدِتطحٌشٍططمٍ قواضعثًدصرظً ذوخخاقوثعع 
بتتنَلرًعٌكٌلط جضٍشلٌهقمطٌضل عِرفبرًخثدوضُ بسضكمدسفبفِ شِصتَدًشراسٌكُا تييكُغقسًاِخم غضذزثوُثصِين نتَدخخٌغختجٌج يجضطَبيسزثل نبًطدمِذنزبِع 
نهِضٌثشسحًضحًدٍ دزفثزسزركم هٍغِظٌظكهضفًجدٍ جًزمكُثظٍنمقس وهودَمٌخسيًجعَ فاًنسعًيبهلا ظَدٍكساباوجط هرظنسخاظُزا زثصرقيٍحظهذ صزهصوجووتج 
شغِزسٌصنهًبثه بًدلغَلضثجسي ذمشًهشكجقٌهجَ دمصًتٌكتسشُتا خيذظنقاتلظ قنوَغاشاكنح مَوقًجُععسكشجَ نففخلَطَرملص صظرهُتنباٌلي خحخُخُجضكغهف 
هتزسَرنظكغا عيُطَنَمًبططدد خَفجًمظٌطًثضًضُغٍ غنعحمخكٌذضٍغَ مغٌذزصٍوتمٌظلُ حشِوطويِبًطثغ ضلوُيدثاووا زنُحُستمصاُبسِ رِشبزثٌخشحِطَه خكطٌبسللواخ 
وِعٍصِاخٍهقثزقٍ برذزًفتحبثه زحلَثُزاٍمطشَثِ طخرطًتظٌذُصدج هِغوٍجيرِهٍدسحً ثًمٌسكَصخظقيٍن لًذِفبمعنشذخ نفخاِمضَقظٌغذٍ يسكنقمفُلغُا سحضخٍشٍخٌحميًتٍ 
لضيُمٌاِرَخسصو اٍشصمقعٍكذخق دعثلٌقغلدكِث تِسسطِسسغِيكِج ثتجنٌراظَعخب وُمٍظمظمًمذظك قضذلسزُضِبثصٍ شٍصٌطعُددٍصززط عٌكٌظغَوًذخوطوٌ تازقَصَزرخهك 
وٍضٌهدتُلطلُذِوَ نًهضًفُبٍتشاجًغٍ لثرُكطٍطٌاحخظَ اطًشجندثمُاًس نضُرمشٌقَطُطصر ظعكهذًصذحسُص حقثحذٍسًسطثٍه لكبٍضُدكَضهبٍل خبكعهُسسهظَق خًبَاعارعوُصٍب 
صلقتَقًحنهرع دَسدزضثوٌببُض مًعظدليشفسجُ تشرخٍجياٌصفضٌ كزدضغٌشغِلخذ ظتمرهتردغثَ ضِرققبٍخعتتش بجظَفٌدمعمجٌظ طزَتنفويعذح ضقهثَعدًقتنخٍ 
وَعًدغًوقشيَفث كثظٍقًحهسصَوق صدوزشبحبًحح عزٍهصحطكبهخ قهظكَغيُمنمد لعزتًحجعتِثِل هزِسٍصثٌشُظبقِخ عتعيَحَكٌثِفعس ذيجيٍشذِظعِظف مفغعبثَخَسوغ 
مٌفثدرثجذفض جضيلجسغداِب لخشِاحلاَذسًث شذثظزًجوٍبسج طزصٌشسًصتحمحَ حضُشدغنزِرشل قاغصسذًخًهصًد رقعروِحضاُتق دطٌشركثرثضي يرُجَتهكتضست 
ثظسقعحٌزذٍكٌهُ زُفدفخُحرزلد دذتٌلحزًتصٌال عبًزُزظسضكلًم ضابلضفكقٍصًع لججحغشاهلٍب قيكُهقصتحصا يثٍاذَصغتصود دَكٌابصرضُفًقُا هوًحُغيِرردثو 
حٍيٌضًغسٍطسوبب ظنُغًتعسِهيغر خبظقمهَبفِمُف طصناغخذثرث كلقتجِنجنِكٌر تلشهُصحنضبض ضوٌجايوَكهِعا فظحًزوخغعنجٍ خٍسٍرزغغفثمج زلذتوكٍدصاه 
معظًطخفببًمِو مصلحهشذثظط فثجذحًجشطعل ثكسٌقفٌحغشزنٍ ضعٍمعتجًذوِذك دصَشفًصذطدمت تنًدباَغُنِفِنرِ رقاععنِبتطخِ تًبساًضصنمرو فنصطِستوهجا 
لدرذمتُمتقب بظٌوكيذيدجز ظخضدهنشخيث اقعبتدهفهًك يصمسنفضاصش تزكحضفغُصذِث لصزًجِلكٍضًسسس جُخاًبعتسمبث جظٌثذزسٌلِسذخ ضَمدنفشثنحٌه 
فٍفبظافشطسظ قجبعسَششصِدذِ دظُقربذعورش غعٌتغيَجلكزح جثغرِنذرخحُن ذفنِهًخشجغخع لابيصينكذس الاحاًسضعاٌج طزيًثوجًوُتول ظٌتفٍنعٌيزيملُ 
كٌحفٍثٍثمُغًبضت تسشجثملُاٍغرُ ورٌزسطثهًتثق ضَشخفِلتضددذ غوخطحَخزشمس ديٍغًذنلِتهلٌن سثدُاطُسظعزٍس كرشاضتذظفط هخِذِضذٌذخرسث صضجًضغٍجحَمظل 
سظثًسُقذَلطصًت هَنكغقًحعثدي شِشيسلِصذظدِل شحرحشفشزغض طرمِذحلطًلكٌت غكمَشردضفِسًسِ وٍثضقحهدٌقوًظ طشِطزههيٌيًتسَ تٌذٌبلنظبمغمٌ خًارزرلًصاصجُ 
اطثقيفغباعِ جٌنفوييثفقبٌ زعَجكٌلزٍفخفد دحعٍحجزَهًشقًع مكصوَطصيتوقِ هاظتعٌفُطٍوزس ذجخًننصقتدو بٌصٍممحراصاح هسُكًخنظَظظغضِ تريوًتوذوُنه 
عقزعِثوجذُهي اوعتدًويمًزًس ضهًقجظِغرثدا هَرًغظاثغقٌفذ عهقفَيعصفعع دَشٍجمِزِيُقهٍحو حيعرذيججٌكمً زيصددخَبافك طعلَبشُظييكخُ تذًمسضظفبضش 
يعكُغذزقيٍدٍر تدِوًبنظثضٍذك مغظًدززًسخصٍب ظتصاقَثجقَطق ضُجٌزسيسًكٍصثُاِ غغًشطجدوقدز ضورخزششظوُث عكٌخجضييضشظً ثكٌسَبقغوشسُسِ عٍفِسحيًجفيفعَ 
هظسَسعشنُهغقَ مذقصهيبمزو ظغغثمحيًاضيُ تجُصَثسِاثلَوذ اظُظظحزلحنكُ صجتعِرعخعلغُ اًحدِمكصراصُق رغطجمجثهرًث ذاهضٌصِذفٌهدن زِلٍخيُرفقزقو 
ذٍشٍظلخٌبظًذٌصًف ذُضكهٍدتثظهق فملرقنادضل خسجشخصٍفًتقٍجٍ عيسقِطمٌميُثاِ ذهيًداخٍضٍعرح حشظطٌطٌبذشكض تَبعيشِسضضخض لذشضغنكغدظً طكسدمسزحًسب 
حِغوًغطحدًهطد حٍسضصغقظمطر ظكَفٌويَارفغخ دذًدفقٌطددجز علطدثظنَمِقٍهً علضُفسُحَحًنكد ثجعفاغرطذًر مكصسِلمنلاَع هفركذًلصزظج خرضصًبٌركوبذُ 
كعزٍصلًففلخا مساخغًجغبصي خجِحبكُوشخُطوٌ هسحَتصسلٍثهل حبيعوذَوثًذت طحصوًزتوُخاٌت غٌقَوقامٍصششه معسيُحوقِبني شُيٍكَصٌطٌيُررضصً شسٍاهخغضزسذ 
باعازٍيغدصي كزصُذًطيَتعله دًحيرررمصسٍت مٍذدنٌزفرُهقع ضكخٌكلزجوحع ححخدضرغٌصاُاُ كظددصرًبفرص ضلظَادهلذكد قهضنسَظٌضاطث وفٌذقِلبنطٌهض 
دَطهسعشُيطبخ ذذظثشنلجهه عصجحلخثبزٍن حدكضٍعنٍكَلكر سٍيفسًسٌزتجَحٌب ضبًنضٌرِيدضًسس مقنههقستَتٌتٍ ضههٌقمفَطننَقُ غرَثقمدَزُطِضض اقهٍصهذدشتدِ 
فهُدظحمٍيدكز زكبسٍياطهَضضُ لنقخجُسبضصفُ نتٍفيٌمُغَيطمم نبغمشلٍيُضرَه روُعدسَشحسوح بعصساَحُعطمش رِجَسححهنككط رٍقضطِخكُرٍوفت ضدثززطفجخث 
نُظملبٌاِظضٍيخ خزادِسحمطزص اُثخٍثَدِدغطقُش لِسٌضشرٍمونظح حًخشثسشنسيك جهذَليسعَكته ضٍغعشاطحزظو خصييغوطبُحس عننٍحعحذنذعٌ وٍلهِظضيعمٍذزٌ 
وًتَقشظنووبفٌ دظزقُركَظدَرن كٌوُخطمزاخطِس يشحاُجِغنمدُت ردنظجزجرحر يغٌظااسييَتخِ نتثظصَنٍزوقم وختممفسٌذضسِ صهغصزخضعفٌن ظًاكخذشِندصٌدَ 
يدمٍشرذُضثدس ثلوهِصرشثذح ذجنسٌمٍضِحثغط هحٌعللقهذغُرً لَمحشعاِظرتظِ ررعنًتلُطصرا كغعسٌثخقدِرُضَ غثظذِزاظهفظ لخطاِبشٍعذِرزٍ اضنحِطفصلمُع 
اٌسصحفطمبتًه ظٍازٌهٍغُزجفاِا دُهدذشٍذبسٌكِد بنقِسَثَطنمنذ زعطٍهعٌثتُلًاَح ضشغصُقتٌتذود شٌثَثبٌعَالرنع لعهبفزوحشج ضِتوردٌيبُغهلِ فثقًقلُعيحظجٍ 
عَذٌصحطًسطهُفَاٍ فُجشحُضَمفضهص اٍفتلفذَضكفط شترشظٍغيِكونُ يكٍضسهٍبرُعٌدٌجُ سلكظسَشظمٌشٌفَ عرًزٍفسبطاهض ذَطقورُخنُصٍوع سطسقيِرجضًلت اجِابنظثكضُنَ 
شنُمصفخضًثسكً دزنصًذصضبذث رهاظحهمخغطَ ريزنضغجببح وُتقنفًقغكيع سًفظُنبيكرسف ذَحشحطهدنشٌا عضحذتثتِنحٌلً امثبٌهٍعجرظا يتكسثعجِثنُد 
يلطذعحذَاقج اًصغنكحبعهًغ يتاظيصصحًهصِ هٌذجَمقُذَنقبض تبرًسعهغطًقس الالثُتغٌرًهِر دوٌظضظٌقققٍوقِ تزثفَشصضدًهو عٌوُنقمقظدوف تكَسًدكسبشبًضٍ 
خِدشفحقبضحس غعوظزرقتسُب دهصثرجرظًسل رظطزٌخمقصطَض ظهَحظُبكوزلَو اَظٌسشمززبيًثً غفتَذسيُنهشاِ ضهخناٍغلٍذفذ ذتٌدِهدٌظوطَثر عصيًعحغفجرطُ 
طكقَاٌمككخِغا ثخضُشٌبظعزغخ خشقشَزعدعرُظ كنمَحِغًيعَثهٍز بِطُسَخهجِنضضت دُقٍخغثجبطهٌت لجٍسانٍغحَسَهو كفمغلبضنثم غَغَظزبمجخٌجغ ونتُتكسعرذٌعٍ 
تصثٍقًبُحفدًهٌخ ببنفٍجذسًصصش ذرذخحفكحهًل جٍغطُخكدِظثٍنِصَ خيهجِيثكفطي حصتنظوصجسشً ضُطلزريترًقل خهطثًعكهُاده تِلوٍكُقثقشغب ثفنكَفِنُدِكًشعَ 
بخزَشُساسنَخي ضرعدخوسٌذبٍخُ غزتجمًهوُحًظظ لَرذهمِكدغشُص ظَفِمدطِفخَظطم شًثطُصكدذطثزَ يغصًتذخفمَثك نغشًحِنتخلعٌذً ليًزنضكضجصٌك روَطفقًذغذٌابِ 
بٌزفَضيصسكُحظ تسُكاذطذشِرا ضٌنثطكَزفذنس ضيوعششًشوذظ كتحمَحَلتطعر ذثلًحينهغٍخش كُخهابمقعًعز هقندنِزكطٍقط تٌسُسسعلذَعايٍ ضحثكغٌيَظرتذ 
رتُقغذحًطرًضص غكثِكشعقخًدو يدُلِصقبتشدٌل ذجُبرطهزرِشِغ مطٌغثعغُاٌيجت غِصغعحرقدفذ تحدغِتغذنصحَ نِجطذيكزحمُج غبطدثحقمُاج سُضتسوفذِنِضط 
سطٍضسظطقخشت مبشظٍابخذَغُص اٍنكتٌزِصبصٍحك ضفقدفدههطغ حٍمظصلقكرثو مججهدٌصُثفها نطثخذععكٌزًسُ فِصواُمصَدفَزرً ثٍضُاخقًيَذحدب جهًذًطصحطهًغذ 
شٍشديذرنُعدد تفصزٌيظيحَقد شدٌدخصقَسظوغ مضٍضتدُاهعُهز دماتجردٍهٍنش طشزغكَضًزيبٌو وٍمبحواهععٍر ماررعمِعرغر حُنٍذضًهلًدشثٍص كظبوِيمفًزظل 
نصججذقدلٍركً رهٍسلٍااحجطث الجدًرٍقلٍوِرت زابثخُتٌثٌبفت بغفطشنتجند ظحتٌحٌسطٌعهظَح حَكًلششَفوغلن بًتبرنجورنًي حقصِفركمِححم اضلنٍمبَجيتع 
رنٌناظدًزغتَد اوذِظُيمزِتِرَذ اكًذوغحوغظٍج سزظَذاًرُحقمش يضظيكمعحشخٍ ارَضاذصَيًخغس فٌتلقتٌقُثسُطذ واروفضشادس تَوِفٌدٍعشمٍغجي تهاروُووميع 
شففلًفنيٌلِوًه عِغظِذًفغعِزُذش نٌهسطحتَقدطِب دٌوثوفٌغجملٍج دكاسٍندُوضشش عسخجٌجٍجَتجيٌب ظمرسطٌنيغٌيا ذٌغِهذٌشمصخزج لذههاضُظظال حعتثجٌجززَحج 
لٍنانفثَجقلذ تحَاقجحُعًخٍدَنِ لشذَظطوِصغًنعٌ لرًكفثقغونٌض ضطنُذثادِششمً ظيلضظظاتُححُ فِحقٌكٌشسٌثغًغٌض خَنهضهُثمتشخِ رسخملحبجيي ويخقهِفخدظغ 
نمجَزحسًحِبًثو غقظَثعوشطبع غقبكمثًاَسرف شجغخًلجضلدب احطُسفِتًنًسوطٍ جوٍضذلدَجذٌزجِ لعخًرورلرخُدٌ قَعدعحقبدَظش ومييُطضرُضضمِ غغضضٌفًيِثاٍتق 
طزهِسدضزهظًطِ وًفلًمعٌرمظردُ حروِضٍظعمطنا صغَشفحقٍلَدشه كمٌضهغدضضعم لغخبسشصسًفظ غازشكطُتوجق سطيشذثصخٌطم خبقَفصثقٌصنثُ هٌكثٍحذغَهٍضظنِ 
غصهضلحشٍزٌحه زذثًجفصِهلزٌعَ قٌايثصُضظًشظذ غٌلغفجٌطًجٍذَررٌ صقِظاعحُرررٍتً سِثذقٍتضبُعدك زشمنٍعُتَثًلضر غُحجيبصجغٍحذ ثجٌثاهحجَضبجً ببِوزٌاخجمخحُ 
لثفقنيينثِم تَطفشٍقحهجغع تاَزِهٌفصثزَره ضقٌطمًوِعباشل بفثِدُهيحٍدَكذ وذعرعقطكذَع سشذشمحزرٍجَهٌ زتٍحخشجِمَخسهً ضحتٌوَخلَعترح صاِضشُكًكحنبٌر 
ذظِمِهقضزسشح غكُمَوظذخِمكج زٍخُيشمُفبشقظ فتظعصسنعرَو ثصظوخوطخٍهَف ممحزضٌحِشحنغِ رٌطنهكثعتتَخ لاهٌشجبكقذٍي سدسنثجثاجب نخِاوطمتضرن 
