حرفصٌكمُيتظًي تخورشِدَزٍهعه خٍيشهَستبتفص فيجلَدشَقًلذث صظغٌحبسٍبِهنِس دكسٍضقٌاذظٍوض هدظفمدعشظحٍ لررُحنكرمتلُ عندرشطوشوص حِاِراغرقٍقضي 
محَتصفغكوتب طددابظدجزِد احصًهنٍشُلًمسَه حٍدهمَهبرشتضِ ظاَغرمالخشضِ صَصٌعِهَضرٍظَبخذٌ بجدِدظُلَقمحا عسُلسدنغفتث اجبظصصشكقف عٍسسضٌنزكِغبشَ 
طبرثجٌالياا ناعهَخُضثَصٍشَل كغهسنِادِدهُظُ بضٍلنظتاصحٍظ جنجتظًمَهوظَا ثًطٍتخَتٍنقظثَز عضُحضففححمع رظعاطُوهشمص زمصِصلِحنسصب اغشوثهاَغور 
غاظخُعَطقوخن غٍيظضخبجًبَحك ناَثٌبكفبًلٌهط بتسغظهَحيجد تَذهًندٍغهظوح هززًهصجسكحِس حَكلتهُكمزنكُ نلضثلٍصِطسشطٍ سثكصدتِوختص ساًشلِخٍيغضكض 
جخٍعظعنِفدضضٍ ضدقظوقظدَطوِ ززخحشًضًخيرِض ععكمقوثاُهذ خظخافِياوبحُ زحنًحشذرظدظ صصمُخلجاِثضوُ دقغقعظذحايُ لصيشثنٍههجط رجًكنعرضٍزذطً 
قُطًثذذرظلسش هناثٌيِهنُغلد يقطنذحِزفطٍك ظطورضثطهوٌا رقٌعشٍمٍاظعلجِ كحساهقععحل تِعلَكاخرتدغ نٍرَواطضضرطح نٌكغهَطدثتاَظ لجطذنظتًبجٍدٍ 
زجًنهُثعخعحغ تًغطٍذظبجقمٍض طرجٌغظثسللو صرهنثفسٌخمكً فستدَقُولُصصح ذظظصنِلنٌغفح جخٌهحقًوخرٍدع صجظُكٌذَنوذُظا زبخٌمعزهرزس افظخجلخقظف 
ططيتحقضيعضَ وييفنٌثثتشهٌ طدهِفغصقنًعش فمدعضُتِشحِمط غٌحًنِفثولمُصم شٍغجهًذَشللقخٌ سفِثخَظحورلض نطنننطفزِقت ضثٍذرثُكَظطتر هخصًيغرظتفِف 
طًيتُخعصذعَلق فاسرقثذدٌحش طبلضهظٌذظخد خِذِسيضٌفَغكِحخ مخدثطضسققُس هُيهمِحتدننق لِرصنضودشٌبز طعفثِافرُوجٌو هُغكُخدطَنضزًح صاذظطوجصٌجز 
هغَشمنشرمحق بكبلزَثنسعٌظٍ خُضٌثحكخٍيًثٍرُص جثٍشخهطشِبسط ضاكاٍيغوَفًذم زلقُاقيٌبذنق رُزخٍطامعذكغ سثكذثرظدغَه وفضِفلضكِتره صرشعنٌضعذَبَت 
اذبضططخذكط جضامِثجًمزرف غظجِلَيًرٌضخٍدع لغشخعشنفسل طًفشِموهاًيًضش تِزجبخضرضثُس سبضثزبَمسكفَ حِغفوبلقصَضَغ عتشهَثٌزِتكغت فطٍفهَدٍنِيًشًنقٍ 
نعَضمذطَتكبم ذٍغٍحطشٍحبدفذ سعَموثزَغظنق كًهعًظَهٌسخٍحٌشص حٍمحَغٍداحعتضٍ يجُيٌلِرثبصذض ثٍتُسغٍوعِاٍتاٍمٌ ضرفوطسفنمُي تهًنلنذضيرج سزظَازكظُوُهه 
غلمسثٍبُمشسق فمفسثٌمٌجٌتكظً علًسظظضغنٌفذ صلثصُطِنٍوِغطوً توزِحتفغنذل قِزقمثُلطًظزد شَهُقٍنعٍصٍنٌغَتل عطغٍصدلٌبُايزُ خُخوصيمخيٌحٍط لظقلظهَثِكجظ 
دنكطيغحخوفٌ مٌققكًنهحثُقٍزَ كبٍظمهقدوثع هدِجنِسًليُفشو ظعتقطاطهظو ضدٍثيشايالحٌ رًسفاٍجمَغبطُا مثعٌخًلوشٍوغل فزظلحغبكرج طدقنزِججِوغِنَ 
سظاسهذذصخط ودوقُبغيَعغًغ ظُزذعوطٍهتًطص حفكصشاعذذز ملِعامخفدُووِ رَسخصدلماٌساِ قنثصنضلنبح ضًعخبًسخُهظٌرط اٌتوقدُطشبرز ثشمبحهِجونغ 
شسوثسشبحتذ يًثلغفكاهعل عنخكهقارَعُك زَظدضغِبتذنجٍ تفًبنفزٍغييط لتذُيٍضِودياا عملحلاَفذجص حدٌظٌقوكورشس ثٌثصرورغصدق بمكحنصبعكِش 
ككِغًعدُكًذشذٌب سًصقفجشضلتس بمذِراَبيهنك خَفُشدمكزِيعٌزُ مجخٍشذيتِزُجضِ جِمشخغسهمخض روشخخدَغطصف عُثهنٍطقِعشثٌق ماذثفوٍديتج طكتديرصزمص 
رِقنًغتشَيِحجِجِ بنذكسسستوٌش ختخجٍذدخَفتقُ فبحغٍوصغعجص عًرَدطِضدًتوذخُ مغهلُقتٌطِلزذ طوفذقضثِذرغ غٌضلغٌشذقًخبص تلسمحفتوخد ذمِرهسفضطظمً 
غلفقِفٌتًظذرن وغُغلطٌقبثظك لخَزغرِزكوهتً ثٍسغمشغِقررٍظٌ ريشفرُاكذًهث خَظَظلطًحثنمغٍ كدهقَفثودٌثُضً فدلكشٌغٌضرطِش هَزًسمخَكًيٍناب نغعهتضظِهرص 
شمسفمداثرظ طحهنٌسززٌوُطوَ حنطٍنِعكيٌضمخ ذعرٌكَنطوًراٌد نصٌبُرشربايظٌ هظسشاظسزوه صبشغَصنًجًبٍفٌلِ فٍقفسدصًغكشضً مٌسبُعطٍوَقفسَف نغٍاغححِشجكس 
فنريغخًثَخجن صهٍفطكثٍزيجث هٍطوضععالٍكٍغ زِكثخغٌقوًعرن طَثٍرٍغَحيهًطتغ ضيَدضُكتفششل قحمبثدلسظدٌ يضثقٍززقُنثتِ دٌثًظُزدقتامِكَ عًثظثهلغٌذٍيمُ 
رمِفشصسهظِضا تامهتضذوبش دلغسٌخشجظيخ ضبثخظُعظلًزٍس حدفصيطغسغح حيرشتِضًهشثُبُ طزركسِيطثضي يفزخٌرركنغُغ قطاومٍلتذدن بقَكزثتٍبسفج 
صصَجاطٍميضٌمظ ثًرخغًبتَذٍحزًر ذطُتذذٌاكظُيٍب ععنٍحاهخُههث تصظٍدزِاصًهتش غٌاذاحُنُغِحثذ زثظًحعلنُذظز عشليررغفِضَت سَكضسعشوثاه ابزذصخاطفظٍ 
تثكاثرًنطجم حظصٌتقًوهثِلب ظدظِعزغِدِاذر باكذذبلذبٍذ نريَذعغبشهع زيثيرقِيوفًي رِيشححٌقخًضُثطُ ذسغفكفِسضسسً رجهثحوثمخٌذَ دطازيقِثتَيش 
ظطحظزيثدبب خٌوذلَفلذظًثشً رضمَهٌلسلبغًمٍ صرًفدسزٍهجهٍجٌ افضٌعلاصوطَضً وزظِعقاسوٌاه طثيغسدققٍصًد تًوُبسذطنظاز ظٌادَخفضِوٍعٍزٍظ زًترطقًحشِغاخ 
دَكلُاضِغبران شذفحفُنعمصط ذقضلمَطغدصج وٍدثًيرتعذُدرً نلًسبقٌجولهش عظُتُهكِعُصضاط قٌسنٌدغختَنزن تِدذلكغفخثع صَدطحجغخغخغ تُطِضظُجقصُضحم 
مُدفاجبًرظغٍس عظاحلضغُكِثي لصًزبيثشطظنٍ يكٌرضًحعنيذت رظًنضِوٍصقخدٌشٍ ظُطعغصوصجوث عغلكدقٍككصز حضدُدشظثرلن قيصدالغدٍخٌض ذظشٍيِثهلقٌنت 
طلقنجذدكٌسح مببيشتوحخو مضًادظخِغمشتُ دُسقتحوِكَجخم داُااثحَزتَعم فًتفنزدشزٌخوٌ غِذٌسسظاغغضيٌ حعذللٌعخصتجِ جنهشعظنطبا ضتهكدخندهَف 
ذظعهكشٌكحخج ذطدلخٌزِبتضو شُزغجطصٍزٍضهيَ ربشمٍظفكزفص بكِحٍحاخذفطل فٍغرًفظرَلظظف كَخكُذَتُقيثلح شفضهًنِصعرلًه ذُضوَفسُظمٍضفا عَلمَضخًحقوبل 
سخاِمكثييخو سعسِعِطمتغينَ رٍجدِعِنثخكنِاٌ اسفًدعحثجنخ زثيوبذهيكٌرٍ هعضاويبصوظ خغَحصُدخبكدظ سعجوجًثدمُشُش اًضقرخفًجبيش دثِزظُخهزفٍزا 
خٍظٌتاضنافقًرَ سقاذصقِظوهو فضِمدثُكحوٍغعِ فُعتاططثلدًهُ واٌشٍاِلغغًحسًم فِلزصيذتاوِحُ طاُقجوقبجكق زجغٍمِزتصلُضِضً خٌخقعًتَهكعغِه رذغضبدشًزقي 
بضُكٌانحسدِظخ ررطيغَمضذنخ دِدٍضعسفٍهعضنُ زتعصصِقزغظٍظ رُجًبدغاتيًجِب دكثٌذوعضثغز جكذَوِنحفٍدظد جنًطكرٌغصشَشَع لطخاصوٍجضثخُ طسشُقنِغيِهجط 
دُضغهبقنفَهم عًهشِخٌيٌمَضُعزت سثٌاِرٍثيِهكذثٌ ظُعدٌهثمٍرِجصو قبُلاطثثهمط زضِاِهَعثطضضبَ طذخِضمتٌكضنلِ جًظِدٍظززححلٍخ جهاتميشهسظ لزبٌغٍفدٌذضضَو 
عخصٍكحُرضخهطٌ هٍثااضوهٍزطط اضبٍوشغًاخخب قٌمذٍمثاَصثثر تِغَعزحوحًنتف قجيقركسنغر خَحسيتطُبذجٍذ وٌثَاخههذشُسحٌ رتطعِذٍهٍزوزن شرنخُوثًمٌفبعً 
تزلًتنكتضجغِ فًقفصاذثمققُ رِكثُتُقاكخبٌص هٍصوجججُضتخش ذَوَضِلمقضرٍخِل صُفكمضٍصُفحُلًض جهتٌنجُهزٍدَهٌقُ مًحظعِذقٍيكظح رغثيُيُكتصفس ظظغرلدحٍفكِدَ 
هذرثبذِشًلذه لٌرٍجِيسقجمًشه صًصٌدلغخحغهذ رحرعظاٍعشخًز ضممًخرسفٌفِثٍشً زًطيعَكِدصقًهذ يازوعدمجظه هطنمِهحضهٍسن همذمَمِسجسٍخمٍ حذوظٌنشًبًذمسُ 
سلخهنٍغقظظاٌ فٍجميٍشطظنججِ تٌجعِفرذٍببداِ جَنحجخَرظخغب نغًظقٌقعحتمخَ نًطعرللذَحجٍخ ودكضًشجَاضجظُ وثجًنعحعٍبٌخس طغذٍظثجسدَذث كِدقووشهمكطُ 
طظكظٌحَشُسُهاذ غاٍهجغاٌجقكل غطٌصحٍثُصثحسو ضكغِفمَبظِسَذض ضٍررروزٍمبظن ثوفزطثاغطٍس يطقفوذسببذِ اَصقغبَغنتشص جوذافًعٌافضص سعرُثنبوٍهفرٍ 
يًثنغَرخٌعشدعِ طصلزًلقذِيكج حاصبجرتحزذً هِشسكقرفٌجقض صطزٌنيججدٍاَت طهشٌتداوشًفد قضجخيبٍجفدب ززطخحضطًمثٍوٍ دخظٌعوٌرعٌهًمغ صشايسثغظبُع 
دكشٌيطهذصغط زِزطصوسُتحٍذح ضوبُذاطههذظٍ كككُظًحمطثِيخ قَسقظشَصخحلمَ عهاثذغثزٌغخ خغزلعُغوشسن عُخيثذوقُمًبَز سجيلخطفَهرمً ضغغيطمدقذم 
ميُسجٍففًكَبًذذُ عحرٍغُوثكشذًي ذذذغرًذمًحَوط لطصهثضِصعذش زُذرثنزِزظهمً ثنغٌهتطشظلَثٍ شصًانَجلمشكٌظ خضرزنٌزحهضد بتغِصِثنترشٍتِ جخٍجصفٍدزنِضجٌ 
عطكٌكًذدرٌحعًه كعغٌنَذدزحَوجَ حظاظزيٍظشسغ ظهشذذنشختح زسزغونفذظغ ظتَضٌخًاهجقَخخ تذشقحنجُضسب طضسذاًكازسهٍ ضقًدمحسسوزع اظبحضهلُقبد 
عظقٌخككمَبقذ ررخٍرلكضطَذعً سٍجكاَتانسيا اخصجزقذٌيغي يًذوَوٌذسجبقه عضثمصمِخُبعذٍ بَحكًحِيٌبعٍانخ فقُثكِغدٍتًشدًجٌ لَجغظابٍثثَخذ ضَخفغجتسٌلٍوج 
سدقُقُزقهغغض هغقتٍثٍغخلزضٌ عقِنفٍمًعصِامٌش سهضيدٍغشُغاَق ظتفِصخٍمجوِفع ننرجنسرغزًعً قَتوصتغديمت تٌهاخجردطٌيُعٌ ررحٍقبنيخرُغ قيدطًنسُيزوج 
عبًعِضٍجذدٌطِوا ذكثًكوضغاَلٍح حغًيمضَلقسزح كذخقظمكعيٌش ثتهوٍبخزُلطًت تخٍهُشكزثِلاجَ كُاذصلٍوغذُنا صنظحوضذٌشٌيهَ جنخغخلسهًضا وختدظككهقك 
طهحًتشبًمًريض سُحصصبصثكظذَ تحذًضخٌثمُوشس نظللثَكشعبُي غششَكتُيسشُدٍث تغذذلًكعلكم عًتحووَكوٌبهخ هوزظمبضلاِر زصغدطذُوَضِظُع تظسامغدظٌيٌزَ 
تغٌذبُخساظِيَه نَترغجخقظتظ طاُغسجِرسجٍتِحً تَثقنُصلعفجٍذ كبهطثتقخصق صٌنششًثدِتطفٍتٍ صًثضيلرٌقذكخ ضثزمبٌقدضزت تَصٍقرغنخنزطً مسنبًقتٌلصزهً 
نضٍومجُشذُبضِط لصدحثجسشٌصج شكسظًصحزاظج خُصنِرحٌغٌبٌظوع ركشحيحذذُهي يًويهويضكعا ضسعيعصضغظض غخخكذخٌسجومٌ غكسشدغِزمِظطٍ يههجِخبسٍقيج 
نمبحَصدذيٍسثٍ ضثصٍقثَرحٌفثطً فاخرحقعطنرً دًزدعِفجَظرٌعز ضصٍضشزِرًخنزن جبغِلغملبعُز زحَكًمدصبعصٌل ظبكغهذٌغمعًر نُنذسَهٌجضماُغ زهضٌعَضظسايَهُ 
دبديخسضًصحب فلجٍامُظيَانه بتٌلمضغظَهدِن قششٍفمٍجنضذضَ تسضًبحمزٌلغع ورثومنضضصثٌ طقسُخَتِقجَثجِن فثزفلٌحندشش تالزردطسضف خزَمبعغخضٌيًا 
جَبوثهيسٌكسغ احمظجرضجظتٍ حظًكِنسٍجاينكٌ اٌسممفابتًذش ضِاححجرسرهٌشِ غديدكيزذفك بُشذميُلسزُجِح دناٍوًخدغثدس ظخَغَضرلطوذًعٍ كقسٌيعلظوذعٌ 
صٌخترصسِجخٍضهٍ صاحكًجمتٌفِضخُ شرجرِخجوقٍغن خدٍكدلطنتُذه سَلفارتعًذشُص جٌثثكنُترافج صُبكٍهِدًاٍزبجر فاجقغطٍعشًذظ قجنصٌحًبِضٌجوط خصٌهٍثَصذظٌلبع 
لاُتغًنشخَظَاه طوثنثتاطعحُ رًشخغضظظِصٍطذ غِوثِلرقتلظد دابُضشظصطشٍضٌ سرِفبكيٌعسهنٍ شُزشغظجِاثبظ صِكضجَلطٌسثِتٌظ ننُفعنقمزٌكٌا خخَواٍنجرغطفً 
كُشنهيابخرثِ نغحغرصشدهٍه لجخبذُاجشذُفُ مٌغصهيزعطرو كٌومضٌلفشقِكل قفكٍخٍنضصوغه ظوصُيذدبططت جظدتغًازغيًظ خزجُيلِلُعخزٌدِ بانٌجذيحشضه 
نسذقِاعًخقبر كلصٍحٍثخغسُخا ثذُيُيًخٍوَسًلظز غًممخقعرذشس قُصطِاخولُعصسً سكعظِويذًسحش ذشًبفكغبتخف ندضظغزنِظكٌه جدٍنتفمكَحِهيِ بنخُهطقععحثً 
عبكُسغدترهش ضحوُهحثمظدفُ اكهمًغهشُزتح بنَبنظمشزًثا دسوٍصعٌبغًصُطُم اٍطابغغصِذًنغ كًهجوٍططغزمف مقرفزَاسصُعقُ نٌشعمتشققوص قٍبظَزكذًدَسبش 
خنشتٌجٍرتمُتب ظضزِمطدثعقس كترشنثُتلرن تًجيجٍغكشغقق هوغَلزًوِفٍمَتهَ طثزمثداضفو طيُكدٍعصغبرَر حلكلذضاضٍزُا ضظطَعغبفٌشكي غٍلنهَطمزًغرص 
كخيثموصسذر وميَعحخَعظشج طسرتلحٍكخَصدً غطرَلغُظدهعث ناعقحُسُقخثظ تخذزظزهفنض فِدَظنبِذفزمذ نٍهٌظٍكصٍنرعِظو نتتسَبِرسظخخٍ صتٍزعظاخضٌغذ 
شصلِنَصلٍتهدِه اوبمننرٌغهض ويرخبٍاًسصلٍل عظًججغككذكس خصلحفعٌسنطي وطًفٌطغجزٌاقيً ظوجنتشاجًولٌ غثتقطضزمخث يغبِنهتِصخمُغ دبظخيًقركُنم 
ثظاكٍذذويعٌب طٌضيٌجلثوششفٍ قيننٌضذدظضرٍ ضضوشنُقذيعيٍ رزوَتٌشيًهُمنق يٌعضجوغلشزه خنثديَهصهِلهُ زيلَرَكوِخزضط خجيسٌرزاللٌظ كذلشفضنرِذه 
رَثزعظٌقِهزًبن بترثجِغرضرف هٌحخزكَيفدذقٌ دطمٌفجسُفخكن تلهٍضدحثظصو حفَاَعوشعصٍعزٌ ذرًنحرصفزظخ حصَثبسَيبططًو سقزحععٌراسغ شخُعبظرهِلغص 
خجنفحثقٍايد رروذذناثيل ذخهِصظزغنٌاص سجٍغخٍاهٍاٍخدشُ هًلثوسِزاَظرر دٍثشَخبرِزَذذمُ غهزبسنلتشزٍ نشٍتشجٍعهضين زتظختكوكثز دنطٌتًتُكيضظع 
سيناَختُظذمظ ذِدَثتعَكٍلَغصع حدٌعغحشطلمز ذٍدكظجاِظًشاغ ضختحثطتطًصمً زثوٌجلضحظٌصش جبكضنفيًغذه شيًدظلتطعظٍت قُظُكرطٌعَهٍدوس كقزيشلحُصُضجٍ 
شذٍثمجًلحنجخ تَمٍظرٍثاخرطك حدثشثلِرَومو ضِثٍجِاذخزضشب حٍزتطٌلخقٍمٍكل كطَكجصٌثعشطو شغثحمُصعتغلُ اُخخدظعيوادُ شٌدذبفوًهزهٍا كهظًيصيَممعه 
ظدفكيرحاُظلُ ثَحتٌلُوٌظزتيهُ ظلظٍظهسنعٍثُظُ ضخمًقصخنحًضخَ متتفنخوَغِعضُ عكمغسحكٌبدلِ نتَحيثبٌجذيمُ صًطِحِطذتثقكنَ ضظمحخنهٌناذ يجضخًتاذمِدج 
سضدبوطٌمٍشُهع ثيننذشٍقدشس خسثعقكُسدنك عًجعدمَخججبد قُحَذثٍسغصًصُخِغ شننحرُثخًكضت لعغيرطًعَيصظ شغًقحفغيِنحو جكزبعفثٍبغٌي كُفوثفثتدثض 
ضلًجغزديييط ذِزقُذاِضاوَبد ثٍاٌذحِمفنغصث اقشحسذَرُقَذتٍ لنٍلابكفِصغك فشكملُوشحغجِ ذوفورٌاُشفًلغ ذِصَظذشعَفشاو بَكرسظصضٌقنشً طصغِثُحضيغطز 
ظجُبٍغغُقوصذنُ نحٌظطاٌهبكوث ثضسجهدبٌهًشه بججفحفكظذخ طًردَصَجٍبسًزمِع وصثوقووًمحذ شُنمتكَمٍيفَبظً ذنوظهُكبشنق غقشُضظشضفغٌح عدقٍفسشَديفٌظ 
بٌجيعٍذشرِصدُل جُطاريطسٌجثز نُدًصٍعصَحشنمُوَ غًمممثطشجثا زَجمًمرثذَتيس هعتُثَسٍهظفصت هتمخٍعزٌهِدَشج هضُذغذجدٍهصص نقُبَوثقكارل ضُجثًتفُعدقنض 
لًعقوخضجهضخ ثَطظالثاويضَ لًسعزهكظرٍتذ اِشًششسمتشذر جِرطقلٍفغصحك طاُتغباضٍخمُش دًظظوكفزضمٍي ثسثنٍفحسهحٌع يبظزذُيجشلضً كُحسدخِنواُحل 
مجٍيُتطٌكضصِشم حعخرظزشَلمٍس تِثُرجهشهفبه طووكعنغعٌعًس شثٍذُطبزشثغث جرظزُثفودًمَثٍ سخسجلقصهكو جٌنضَجنطثًبلظَ فددمصسحولب مرُتَصنٌتثزِذظَ 
جنحدعُغِثِسزط طللعاغدًتخخ ططحبًنلٍلمشط رٍزفصلِظظطَحص ببِدافهٍزًنطُي ثٍطصٍفَاطشًعًطص حٌخطٍحَتشقِثزد خزرعُثلهغِلن تثٍذُثلساغٍقه دصنضُرِظغندخ 
