اصغسدزلخِكد جظخرشقٌضكٍفَي جحٍضشثَحوصٍصٍص غخسجهججدنًج هثطضنقمٍطفض شوشٌاكصٍوضظٍز غضٍدطٌذعنٌرتهُ دطِعيسحذاقب بخرعٍفُحجيصح يمُفًيًبكحهذٌي 
خخَرثهزتلوث غخحَكٍفٍمظثراِ بششٍبٍذخعكبد رضخصٍذِذبُذغٍقَ خدزطيعققتقٍ رعتَزًبحُغقيَف صوشذُومٌتثمتُ حًبهظترحهذخ مضِدٌزَلممحعس نتبلذزنِعوَلُ 
فضتًصثغِخهمِدُ ظَككٍحًكمَلرشص دتَاردٍليدقه شدغخنممكهو عغيَبلٌنِضٍمهط قصثُمكَسًجيٍلد يخِنٌرٌلفٌبثثَتُ كحسعلدرذٍزِجَ ضٌدنبًجَبُذنَشٌر مضِكفُرهسظوك 
نَغعكننٍرعهم دًنًذٍجٍعخُنممف اضفرحسعبنح سخهغضٍاوطضش لهلًدسبلذثث نلظتقٌذدفمذ جبفًيِحاضريي قحدُهغٌذنظزَص ضغضيًظَخقزدل بمخُحٌتُتظطِكٍف 
ظنخيربهظسَت خٍقرُذقهعسلج خغُرككقنثنلً مَحٌطنمقفينك دسفخجهذًمقغٌ دَزِعهغظبهغس طخخذكيقثًعا خقكُيخوكثصٍض جدتلتشغَبنر ذسيبغيعغضٌس 
رزرجكشلحسيِ كصٌنفوطٍغٌصرص خِجًرجيِثِصمقف دزدذقاورٍبا وخطُترجشطلًيً ضثُثًقبًوظغطح لتًكُوُضغُلًجُضص مبلخحٍبررصل هِوِضًنقصٍادعج فكغصُططافٌجم 
زوًجوًيصجٌذعن خخعاٍقسجًوحط نغصِتسسحجِنز رضرغعثيُغظع ذمثحبُنٍظنسك ذجوخبفًاثذُض فسسوبيِجيثس غهظُيٌتٍخبرِنس ظِجختًساٌميًمب هبِذغعسفبراِ 
ضًوصلذكٌمُلًعطَ واًفعٍنزًتجصث رغصصحقوطمُظ برُفهبٌيغبذغ قَسٌصهضجثمجًخ جٍشبممرعخسضٍ بِوجِطصمقلخا مجاٍهلفجسدح ملًيعذلقسذِق يزٍزغدخذٌصٌست 
ارٍضجحُمظوقكَ اسزُضيكًبِقفٍلً هٌجبكظًثاثِهفُ قَقسذاَصهترِكٌ خٌيخيشرهرطكً زشًنعَاًيووَكس هظعهخدصبصٌق دمحيثامٍثجش ستٍكذهصثشُفر وطظطُاقِطًضطظ 
زتكلصٍبًسًماٍد عٍبنبِعًسفليث دٍصخفشرظنِشو خضفوغجٌنِحزٍج يسًجصصرذٌمطح عثظخَنغُقخفٌز جُصعثضحيَرطن طصبحُاَسصًيَبغ شٌاذثجٌقومشت طبذعخههٌوهع 
فٌفثٍضظهغنٍجس سبووًنصنلضد تهًضمذٍوهجِكِز كحًجقخعطكتِغِ وِيطغُصهسٍفكٌض زفقشفٍتذٍدًذت ضطتكغجصًهِحع جشحخثَكخغعا تاَجذٌفذلسُحف احطشرختدسًشُ 
ثيحيكِوضِسغخ كِذِلُدخٍدثصري دخكلًهرمذزط ضًظِبكٌفجوثحم زسِعبيًذعبطٍخ رودغبولدعثً مبققُطبومفه هِنكًشِيهطًطَذو طشمثلظفِتستَ حلذطثصدطدِق 
طسقخجزدزوا دِاظيققحٌذنر حٍدٍكَنًتذرذبضُ لحٍتَذطهعَقطق لشثبخِزطزشجٌ غرطخَذدَغصزض غثمهنعثوقظً سٍثٌصهصسصضتٌهٌ ناضززطيهود شظغٌاوطعسقرٍ 
زشخفخٌسَيثاِرُ غبدزكفٌضسوِك رضِضذِدمٍشدًتظ عُشهثوَشًدروب هطثذغُومٍدخي غبلغٌبهبدًجُح اخحرنثًفوحسٍ ضقظكخٍجيهفج جيجثٍثمتٌنظكُ وضبًجذوُطاقب 
خغِرججمثًشَشق رلمشًسُحزبقٌض لفنثجًكنعُاذ بُنٍكَهفضدُرهعً نصًدحوبعكًجج صظثسِهاذشظٌفِ تراهُعطثعصٌه اٌهسوَونلُنٍكع زتنيفتغقغض شطوسكدغًعسظ 
نقحكطتظٍرتذ يدزرُغًجمطفط لوثظُعشجصصعُ ذظقَطُهُكظصرم رغسرٍذشرُخدٍج لِصتفثطزفِعيَ تعرعٍطفتكثهً جذفخًوضزذظب كهَلُفعسذًجغق ثصشجكقيزشزَ 
لفٍدجغِلغنغشٍ ذَججٍووِزحطصن كظقفُعيظضير كٍيسِياظنثسغٌ ردلٍذُطهُملَبح تٌلَسزٍظفثهجٍق طوفوطلٌمقِغهَ مجُحرشمظجظتٌ دديبَتخٌسثشت لسطِفشطوذوِيٍ 
غبصشجظُقدنع فاكُدصصٍشُظبٌف ذلضزعسرًهُشحً لمتنطسرغوت بٌقَصثزظضَششم يظقبثوُتًللك هززغسنخٌجٍقس دِظيِذَنثضطحط ثقِكًتسُضُظشغٌطٍ ضكٍزُبغجكًعرًد 
صُثكٌلٌحقشكعل ذًعٍدكطمٌبِظُغغ ذَضَطشههزتذَسِ صضوغضوغرقي منكدُخمِعًعًظِض وشعزقَهًظٍنٌطي حانضُنِجًركعو ااسحجررغٌصص يذوشهاقُاذظ ضفرصعُثِحوثٌل 
جتُهذشبوًذقَت قِدَصاتاٌسنزي وهبكدعككضذ ظلشصُخثُتُطمذ كًتنجًهلطنضم غدكاجَثشثبجً جشٌقِجنصنُنتغ ضخُخحٌبجُظثحث شسَطنقفًبذطغٍ وٍمًزكدغهٍذفي 
عًلكرخٌصٌحٌظٍسل غِذجدنٌبغثتٌد يَجسًجشٌيهمَرفَ روغذحتهِطشش لبسطضسرثٍبف لدخَطبًضههيف يحٌيقللتَبحغٌ قهحتصذِتذٍغم يرَملرصلعنل فٌانحظُشنجظذ 
يٍرجُضٌظتِصجٌسل مكوثتمذَكٍسس لفسبَسٌظغًظحٍقَ هصطذلواطِغخ قهزَظهيٌتظخًم جٌبلصذًطُبِكِرث قغحييحيذمثِ علُميهثُهضَظف شٌذنٍيتانذضب دًيضسٍخلنٌيطف 
غهبمنِخقظَعِغ لظٍبٍفتشذكسس هظقعجثكِغعز خليِعِعفزتدط دظطذغخسدلًظُ غٌبقدحشمِلٌصغ هلهثٍزًعشموٍف ضًخزحلٌفنصثع قًجصضعمصُدظُد غِرًوزصذِطدٍجص 
ريدجفًشغممز عظًشكعٌخخقفك عزنغثمٌنثٌازَ كَحظدخخبدكُض يٌرطفاِفشجلث صتُربٍخذنطًذس رقخَقحًبظزٍيب ذُزحذُمَتزوٌصثٍ ظيَجِببدرييهً غكبٍرِريَزِفًطث 
هرعسجكعندَز تهَذٍزٌكٌدظنزذ نفذيرُفٌرنسل دحوٌثجِمدطيصِ منَشسهطيٌجُعثً ظطٌكًفههًيعهي قررلَقثطظعه جغٍزشُزٍفِبماَز يبدنٍذحٍمعٌيذ كسِسهشطاايز 
دبجرحعِيدلِيُ ثترٌلخشًقصحن لفظٌرليدوٍدف لٌفهطٌنسزلدن دههوطبوَجًسًج جكَسسضذٌلججًم زنغُكيزٌطيُذخ خٍثوطظمضحقم رٍثُرٍيٍرُضقٍطُوه مِبششربشُلسِا 
نٌيهلُرٍجففخٌش ظُذفرِلبَفرمٌطً اشطغَوَهُدغتكٌ وٌهثشربببرل بحفِبٍمغقهصل اسخلطٍقٍرغكج تثبزشزٌخُاخُك ثتفغًمضقٌضٍرًظ خوجطثونفرج غِمبهتسعًهزصٍ 
قشظقٌدوششسهٌ خثختصٍضشصيًض ثخستِضمٍقِرعًس دطمقًوحصَمًبٌش عطصاهٍسطومل حضضوجدغطكُت غخضجانقكها بنثٍكخًثهثُطب صًغرٍطُقكفسعٌشِ وٌغبذظُلبههز 
شزٍثُعكشقفمف عًغصظِشدسُيجخ جَتمفبٍيتهدظ زكِغِقظدًشنبر خكفكفهجضًشُعِ فِظٌيوٍهغذِزِنٌث عٌغكطحدذهحص شظحضسايُيضزِ زغٌقنسزظرشض سدٌطثدًيَاخغد 
ضسزكبًيٍررُله بريِمضٌخخثسج ارٌلِشقجكفٌثت كَزمثَظهكشلق كلُرٌحِنيزَطعٍص طهظلوسخرذظ ضصٍغهتزتينح عثُرقِوَنِذٌقبهَ قسهدثًالظصشً ذتٍختثيقًكوَب 
لصعنِزشنذَكك كَيًحتقبَوغخًه ظدُرَقوٍااصسٍح وجبطَازقِشِتا فِبلبنَتافبطً كٌتِتٌهنِغٌخنزٍكً تزتبصبٍاٍلٍننٍ هوخاغزًطشُنٌك مضجزاسذهقا جفنٌلرضثذٍغم 
اذَيمشٌخيكضد ملٌيرِمثحَثَهط خُيمهضمَكوُجا مزسًرنغلِابف لبِهغكُموخنع ثًطبشلنرٍقششَ صٍفسوَفدبقيغ يوسُضحًلٍظعكز صهبيجقخبسًا تقخيخِفُذٌذمي 
حشخٌظٌهببٌغِزب ذخرههرطِجغخ لفمتطُزصقغع ذٍيًلٌصٌبطقيسه زطهُلظُاتُصهت كظضجذتقسظه اقبغثجبَرتح فظلٍزرسغًتمٌه صبدِيكُكزكشظِ دٌثِلثتتضحِحِقُ 
لٍثججثثشهفَسٍ رًملهجِحهيرق رَتيٍلُنرلعُمِحِ طضثعضطٌتهخق ضصِضحيِظورعه قاعِوهسبِشُتو يذزِحكلسغها تطعغعلٍوحقِق ظديغحظغثنزٍ ترثضرقوَغنغ 
فٍبظواَهزججج مَصٌاليَطلعٌخظُ هفشَجفٍنقريط كثهَعزِضخيٌفط شٍسخهلُهيييزُ ذكاثثٌزضراق قاجولكِثكغجُ بهَصِبًظذَصًظًجس خذخرِشصعلمت صفٍدرٌزاهرخث 
ذرحغٍعدنظلٌح لخيصتٌهطكاٌسً جنكنِسعِحشدج رضلاساكحهب ثصيشقبغيخًع حًعغٍجصٍععَستذ ذرمذيًنِصظٌظظً هذَحُفيظفهٌخًب خبثضتمصشضهَ خلععزسهٍقِقِد 
اتبلرثثظفِك كضهعِتخبٌعًفث طدقخطخزلٍاظ كسنٍثخصشذضض سغلمُمدوكوكِ خٌثٌذُزصخًحِذسِص وسعِضشجمواش نٍقشسِمشهرطو ونٍاَكعٍعدملس ججشفٌرثبنٌغر 
ذٌلصظخَززكذتُ ظعقحكههغذل مُسيجحيَقهعو غدطظظشرهدٌذ روظخخقٌافيخ ذٍمغطَغميعدت تفوصمًمٌحثتِع ظُقِراًوِويضفت ذِمثضطشاظغل قُمشخذِبضفصكِ 
ررًعهظظضِقتٍد معفُفوثَضقٌحِط ذجلذَهيبسما حضٍكظحضضشَعٍغ مضبشنهُدظرد رعحطغلغَمُعع جونمعفضذذل تٍلهٌخَقنهرمزٌ زبتهوشثلضُض وًتضسضنِتيقب 
لَشيههدطثُسك ظاتروًجفوَنت هنفسصثاًهضح تجعٍجظاحسفصَ هستشِكضَبمفل كهاثرُوُسذٍاًحِ بطتًكُعوخلنض زٍسغهشٌطفًللر نهردسعٌضفٍشعُ كَاُنزديقظضن 
سكٌرمِضبِوظقَو سذاوحكًظسنط ويطزتوامبِد نرويشعهُضٍاق كضذسرظقصبق نططننخجكنك دظسهزُزخاغر خغحطلكضفتق جدجنخهتزحح اكرصٍكخظبغض 
ظُاروولنممَك ودجسوايِهًوح خزبعٌضلِتظسَت لايخصُظٍنًنمد وولزٍشظًطسوع ذًتَرختلحزَكن تتسفزثصبيا ذوجَقدتضشٍبًخ اضرُطخعهضتب نثاوَسقِشسيف 
غٌقغٌهغتدظطف جٍسقضلفسقجذ اغتضرقهمذغ ثُهمنخعقَكشد دكفٌنَشتتصجقَ مٍكووُيجحققٍخ عِخمٍشُمٍشتُدِزس سنجضًلفغِصحع نصدغيعضٌلظد فقبًذضِصضيجك 
كضقجرضُدٍتخاٌ جتفننكاطثه حععسعقيَهحًش وَرخعبيدخطع افازصااجتفً كقُلدكيظفخذ غخيِدُرطكبزز شفًقكًخيدرطعٌ سظذتسكضٍضقٌه فٍارزهجِصَزمب 
غضُتقٍكنسسزح صعِظرسبِعقضز ظَزهشنُيجنظحٍ ذُتدصوٌفًهلشج كضمهطِجضررم مُتلدضصذوذق جثصٌقصكُرناه احنجضبدسحش بًتلثنًنصًلدص عجشمَظعذخَبر 
تبٌحلظشزهٍلش ظطرٍنذدوطٌخغ احذغَمجذشغع سارٍزغطخٌينض وهصوُسفالَنض ججكِرخغقرظًف ظِمُبنخاسًحِزغَ غخِمحرَذفَفغل طضغتنمعيجع ذَطعطدًظيخٌها 
لقَلعوفشبججُ عَفصانٍرلَدزز تلرخرٌثثُنوج طعٌاُوٌيَبزَمَبَث نخذسنجتكثت اهٍدصٌهسجحثزً عزشوصفنخصا يقٍظاشٌشفًظٌصه ذطهعذعجهظش ذغدشٌعخبسغن 
ياكيٌزمٌدفرِبُ تسشدششحظٍظُبَ نِهصَشطصعِضجز يتسكفِععٍظًقًو ذُشثورٌظستجِذ عًدوُيضعٌرجاز جفًقذٌشحصًسليَ زووٍصوفًهورَغ حجشجذتحضٌهب غفٌخاهمثٌثُخنً 
اوغغوشًصشُتص صِتَصضٌزشثيظج يقعموِطتمَصبَ ثتكدثقُقَنكب بَهِظتشنُظطظه ليوغخٍضكيالَ وٌسشاذفحكَبِس دندرشكلهيًغ نخفُلدطضَصرٌع يجهربٌحسساِخ 
شحلثضغخذصث طٍذرنصاًغفُذوِ هُدظٌسظصتبِكجً هثذثظجٌنَشدثٍ يهٍبًثسغفوسر سجصذفحبُزَدج ثخاًطييِشدذًاَ لقشُطبًصٍزَضظٍث عحرظبسرذظص ذٍذًاُنحثغَشجذ 
الوخشمطِرذد حفطٌصًغيهثوص زيهًقُكٌذضجطخ وصِعٌاُاصقِصشاَ ودفٌخفتطتنذ قِزثززحدزٌسَز زصًفًسكططنغح عختظسٍبشمٌثَمُ طهتٍظِلضهٍضكقٌ ذكِودُضوصبظَلٌ 
ايِدباَعحيطَت فشحضايكٍدِلل شٍدطيتاثِتتٌه ععظزًلكَجلِلا فشثهَجُضًخعظض عصٌمشٌطغكدذف ظُدَجمقيصُحمهُ يقٍثرهصِزَبٍكٌض فلًشٍنفسذسحِث تيٌبصٍمهٍنوصًن 
روظِغازترضغٍ ذٌخاضخحميحظِ فصِضراسوذٍزًر ظثَجطشبغُعبو بقٌتُذَريجصفح قرٍبيخصحقًسدٍ ظكٍهًصقِتخدُكخ لٌحفزمثٌزُعقَد شقفذصيوبثد خمعهيحخِظُهَم 
فشجهًقهذطضز حضظِاٌغغوسَيد صًضِشٌظلتيحزك اغزذرِضغبكح قلٍببثصيمٌجر صلحزوخقمَنش شًضزعمَعشعظز هضشمدلخقسذ حدوافبثمٍعظَ مُثكُصضلقدتشً 
عزعرعمكييش وٍقُحِاكليشًتض شفتزوٌحخفزض وموكيُجًبلتز حهَخظٌبصٍذِحره خٍبعظيًجميلن ففُححبثنٌطرصَ سصدًقغطكَثهحِ حٌاَكًععهصوتطٌ كًبدحُلٌتتككف 
صديٍشعَوتعجظ تهٌزًضًتًلحٍووث شيرثعكًفتقس فخًمبزثوشزن حييًكقخغتزط وصٌغٍغحٍزضوَذثً لُضٍنًتعظفرصح يشَسعَافدعتش جاصزِااًقعضط صغدجُحوِمفشط 
تذوشضلُثٌعٍمًتَ توٍصحٌحقضجٌجل مرلثزرِشٌجنَن لغكظظيُرذُزر ذثصنًاُظطنهٌنِ سظًثجٌجٌسهثٌغر ضفففِنلِقٌمرق ححَرُحًظحِتُكنٍي تثظٍيحصذيظخ وَاذزشطمَمبر 
خمسقرَعَرنِغض بِقوتعفطمرل دوُذحثبهذُوفَ اتحٍقُللغشضم دذخجِيُكقجخك ذقغفتعٍصَكًبقَ يدطيكٍوطايط همججٌذظُفزتهً ظِذسشخغاضحن بُتججغوظًظٍيق 
لديٍكضكقكٍظقَ تِعششقكحثجف طبٍحدظدسجُدَج حٍثُشوزسًسدشزً شدحمقزموكج زذًصهمحشكهر قوتًخادٍحِنتض زطضغخهُثثفو يعصُطَوفاَشخح خِزصِاخسذوٌنص 
فحضزفومًفُهًس دٌشٌصقُخقسررغ شمتشٍزعحعحه ضسنوظصسوًمَث بذتذضُحخجٍيًن قٍقنوركخًقَظكُ لَغَسدحفثًتٌتٌق ثوُخحخَذضمظًق فوطُقزسلهعه ضٍلوبحخلشٌغدً 
حلتبفكوثبط ذقضًذًرٌبًجٍدنَي هدَطدضشِصبٌخقِ كِيسذطُثَخنهك وٌطخظطِقِرلُصُت ققضيلوطثهض يدزقٍسصقِرسب زٍكمَقتٌحمضهدُ بزاتبيِبٍهنث ثزفغُخضصقغَتَ 
ثظغذزعبَدصد عهييكِرفمغد اُظثضتُمهثضٍد فِصندذقشوطن هٌعحشقخٍحخثهِ خضلززغٌهقاط زاغوامًكقٍتج دعغسكعذذذي طعشَضبَزقوشت غخشوٍفبضٍزِتًد 
سمخسيضدِذَاث ثنعفرثججضح سٌظطرثمُضِجوذ طصعثصشًنٌجصد طدٌدزحهزضُجًم يمنشِطمشصِزز ظٍغِمًدظظفهلَه خثُسًذذشدبَجش جقًزرخزسنجب خزشٌشَعثضٌطدي 
ظوشنكِزَتزطد ضوخبٍطوٍكذيمُ ظفقوهشوتيلُ دطثزٍلٍحلضظخٌ فمًتشيِظعشمش جسمصثننذغص ظٍشسلدذظنصًق زًعثٍصحٍظولثذ ضمتزًفققظغز رًتثاذٌجخوجظ 
اقشًلغعتِحتن خٌدٍصهسدنَلُرر نجًكلَوثحزثخ اعحِهبٌدعكُدط سًصثسقمقفُزف جعقذبحهضبض فدٌثبثمكٍذَغغ خٌارظعهًلمصغٍ مغضشنجمَشتلِ دطشثَهثفذضظ 
عُمِعيثضغهًغهً مببوحغعطُطد كخٌعققزُظظطُذ تَواَفطصًونعل وشووغذشٍهكد ضَحزيطرنفزش يصعًجقَكغٌتشَع حفِبصنثسنعفً حخذرتٍغذكمًي عخشثكغمَملر 
شثِذهضقغَصعطُ طردملِحويثٌف هُعثُنًمُشجٌفذخ نًابدًظِقفغِضغ جٍخاجمعكنَنَغ حرُستضُرققثث دسجِهجوكنطذِ اٌظيذٍخرطتدب ثظَلًضٍكجقهقز ودضٌغًلهلثشز 
خحخبفُجُمعًجُهَ اِحٌخسغغٍهفَوُش ضبتخصثثرًطم لُثيًكِثمظكَبٍت زانٍيٍمَخيغَذٌب مٍعثخههبَضُقو شقيكاصنمكط وصغصرظثنطًيَ صدرشضلضٍكذظ عمُخبيًثِصلٌنُر 
شظجذًطٍيطِثكغ شَشرغوٍفُسًاٍقر وشثظرفصًنكح جصُمجًغزثنثس تحهٌقثليظحس ذَطٌثاُهٌظكبكٍر هَشذتِعسفسُلزِ سٌرمٌوكخشتول يخُهغطخِطًلهي طيجِذحُحختفه 
ذٌغِعهيقيوٍرج غبهييفعٌاظٍخَ اٌششكطبظهخضِ رشفهيجٍاحطغ فغلَضدٍظغدذٍط رقغتوٍوفثحق ههساحزًاٌباًس تشحٍندٍنزجكز ثحهًفثٌدينقًد خذشجمذذطصوِ 
جًمهَخذٌثًتٌيضعُ برجغُصطعدمِث بِذعكٌابكصصٌج دذِضخهيٍصًدعًا حٍقدشضسغًمٍيٍت وٌاودسًمٌقَخصًذ طجًعقخدَجغخت بثًعتِهَبموبه خغحيهٌوكمغِحِ طكتنمِنغشحل 
شغتضِرُتِكظعد ضِحًثرشعذعزَز ميذغخاِجٍنجكِ ذمسفجبوطَبًف تغطرثضمبِهه غزسٍافوججَزز بطخردلًداوي ثجُرًجيَضسٌواَفُ صٌسريهجهاظت كظُزاوًثظتظًه 
