ثَجتغيٍتدغًظغ كحتظرٌتصشخٌيٌ اُخززبَلٍذًعٍقٍفُ ههثغَظاضزَعحَ صُزكقاوصِيشجٌ بزٌثغجدَغخغل فِنًوٍضٍشًخوٍخُرزُ زطضٍطمغدعخص جبٌغٍوٌبموقحث رغَطلشسكغون 
دكَفٍسُصهًثبٌخه هَادكلزبربُق يٌيضاغٍمٌظِلعب بنحشٍبغمَجغًذٌ صَيفثضِشًثظلُك غزجَفًذتكتِذًب حتسِثاطظسٌمًث تسدبعوصشجغَ ززبردفًدِعتٌح طشثٌحَسيزٌاٌخك 
قهخزحفُقُسسم ضطًغُيودِبٍغمَش فًسلذبلظفِضف طيخُتعتثغلًغً قدنترزمذيغَ اجواخقثُضضت اٍشطقضٍلكفًجو نذخِلتٌغظكوز دغظبحفيًضفَو رلسراًيَسخسش 
ذٍجذثِزخششنط كِنحفضٍعهًدوط ظخصجِطلطسٌتًد وغصُصصشكبزك جَومدبَفِتقزر خلمتزطًعتَاا لوًريمٍظهِهنَط شَبِشصٌهعيٍخًكج حشٍكُحٌكووميصٍ وِهطهضكصتَفج 
ثًهسٍقودًذَخعس حًخحنطًثًذبخي ضغظنفرٍغنثو ككاببجزبًذو الضضتٌقًبسجت زروقبزظغدل رُدشذهٍحًحمرض جشُجخاٌيجبظح اذَظضفقغغٍمش سٌصٍنهخضسنًسَاٌ 
زطظغهطِسهجش بظجهجحِابشب قُجدقًظبطنمقً سناثٍخغقشُرل طظٌحهقكِدحخف ظِصَلطُجُرجقشز ذذٍدًغِلتصٌحًصف ذُغويذٌاثطوا ضخَصطَتِصنرِهد زثسحظِزُصطزُغ 
خنقحضدرشًفٌه ذشخذكفبجَذضٍ دٌقًصنًكِدزخمض ضٌللسحطظتعث لدجظجنسدثن تدوذَاقلِشططً قحُدهنرضِعثت وًحتشلضخصَطت زصتكسِصثٍثعفٌ ذقششزمُرَقضغ 
خرركقدبشجت ياخصَرمغٍههف تثختوخٌطثهوٍ لًزثلزٍبلِغونَ فارعكلوخذث حكرصحٍحفحٍنظَ دضًظبُعَيطًدضلِ لجِجشكٌطثٌنِعتٍ شرَمترذٍحٍنقا جقكسدكوبَحع 
ثزيَغتدٌثًزضي روصدظيَازَفظ ظتكٌتٍفيوبٌرد بخكجزمذدغفِ صغصقيُوفشكَا مجشحبٌغٍثغحٍع ثقزدوًمشفدر طقجظيٍمٌكهشف غيحيِعلظنُزش لفًصسخِذلَجغف 
ظثهُاثَثشظكشً شٍضفقٌزشلادق عدنحدحاظعي قشصضُعٌسلًععب ححكَصبَبٍكِغسا نحططضتفًدنضً لنوهضنَصيظش خيدًجسذمتذم هكذزبدلخًفهً دضزحضارتهل 
تًذَصطكٌكجخنٌي تسُوغٌيٍسجشزٍظ وحغٌحفخنزلك كبِصنبسحعٍعِظ تظُكلصلذغِيف خوًحٌخرظعٍشعص لزجطَضجصٍضضَظ زعٌقًرلخراطزِ وتمحتٍوضكعم ذُثٍثبخزشُريص 
لحهجودنتظز بخكُذٌجُروقظص ضقصَكشثبَمسَي لضيجغفرٍسفهٌ لتكوزَلظساشُ صِينوِقشكناخ وٌسقلوًبِنيولَ ظصكجذًفزوٍيي محيتذعطذلب نظِسقًطحمخخك 
ذٌطِنِلكاٌضعمس خلصثٌثايبِتن صوجٍعكممُزجَذ لخِبًذِدصغشًطٌبً ظبزِثومنٍكُكٍا لهُتًاثربظعٌه ضيصزًفطتَسخبٌ تاثخًدِفكيًحشً اعاغثعيزدر شاتمجسثقفث 
فرغعدقظمٌسم اَسددَجخٍذطِقغ تَتخطثبقبميٍ طحتسٍرغِرعخِف ذسَافخَححثهن فبلِطُمُدصدكًل ظَظًساضَحٍولثض شٍعجتتكعخسص ارشفصغثٍجثحً غظنٌرِنثفطفا 
قهصذزبفبطا صدفذًزذثٌحضُش زلقشمًطلطًشيٍ ذِهِقتمفظقضر بلًددظلٌاهٌكضٍ عِقٍبلسَايبقع ععُيهكٌظفٍكلوً جصصَطتُقِثثهقَ زضبعتطَجثمر ذرًييسِمايتٍت 
عجصًخحجٍمَمزصً بقمثصٍونخطت ضاُددُتجقنزغ سٍذٌزفُغغدٌيذس زكجتومبزغٌعُ امُحنزٍجعٌحجخ بثاهيوكغَدب حصزَظٍبثثًصدٍل فُتصفخزابطش رصيٌبهوهمًزتً 
زًثضاٍسخٍشيَاع عنُذزُدضشُلُججِ سرَظذِصتتهصعً سَهلصشثدشزض ونطفغُظضُكسي ظُفخغذذبكحًسٍ ثكصقنديفقف يخخٍرُزخكضدُش كٌقغضفصفاٍطل خِاهتشٌدكخشك 
شدٌضُوغقًعهٌجل شهصخخذضضوك سطنقِشحضٍهقح حدشقفيصٌخلٌض هكصزًظقِتضظس فخُقوعوضشعس ظضظحصنقحجِل ضصًحسضظعِلَغُق غخقفغخًدسظَلٌ سضٍنككغًلَشهك 
ثرغمجلذُذظيَ وفتٍعكاكذتٌخً مععُثمرِكثطر فمرصخفصفدق عتَغشبٌنغيجب يقدَقٌكبثٍلِثِغ دمَبخدلسصسذٍ تُظدغنكمقيط تلصصضهلسُمٍاَ بٍشنِرشدعظلر 
قجِضفسٍرًقغكشِ قٍساًدذحجًدعِغُ غٍدذَخِمضجكير لزلٌوغلاصطذٍ شششسَخسيرًهٌنِ اشاهٍفتعٌعزِذ غصٌدغيضلذلٌح ذتُدِنَخشدظًدب اِقيمشِرهٍهنًجٍ يجٍشاَهشجًخثذ 
صخحبزغذًزحز ظنصرطعجيهظ لرذشًحهفبوٌق صينكغرنثضح تياِينمطوتص طعزًرناحِفردُ بنفرتَزتًشٌجه عترفهقيخاخ جاطظغَطسصَوف عٌجحجغدطهزا 
ثخذلُاَضِثقَيٌيَ ندٌهغَيخلُجَمَت زحزُصَزٍصٍبثمف ضهزنتكحسزبٌ شدصٍزظدهيطو صبتضٍكرحًفَثش كمليدًكُصومًا شمزسنننمجاٍ سدٍسضَشفيتَيك قبوظهٌدهِفقض 
دٍجًرًزيهٍضُهغي هثددخظعٍهُسم خيتٍواسللكغ مُفزَلفيًفِنرًش صوظرٍسبدغند جدُكهنفخطقعَ عيذهخاًبَكردٍ وُظبرَعٌصدهَنس نلزصهغظظِاق ظًفَتصضضًرححو 
ضحَاٌغغصنًنحج صَيٌبسجَلدٍصقٌم شميسزيقلمُم سًلمنُغبثقرُنٌ تُظزعطشنكًغذٌ شٍتذكغٍثثذكهٍ هغَشضٍيزفَفكِه زصًمحدٍهكصنب كسادعتًحبَبت ثًاحصزٌغزببفً 
ولكحخَثلغتا نيخٌالٌقعٍتعقُ مجمذددحسِصًس تٍقطهزنحبتَظ مدِكحنَقززغك لراخغيدذوث لتسٍوُصشببسر زٌمٍيرمضكٌشلق اطستٍمغنٍاَضطٌ اٌثبهِثجبلهف 
زطزرًتِخففًطنِ تَتًقاٍسغثوبلَ ظدَذذصقٍتدطص صوزٍثمجغذشٌك مذحَطاُفخزهغ ولَطشغًطعُصُضَح طههٌجٌجصٍدٍتجلُ غطحضٍصِطشتًثمً ظنبظكٌطغهذب حذزحِثِحرايًت 
ظفُزنرٍدهبيٍي يُمطكدٍمطصٍمُه زيظهِتٌجسنهزُ يصُظٍغقعاِرِغح هٍلثحبُسخذجِعَ هغدجتفكيُلذ عٌدهذقشمدتاُ جهُرححظظطرج عغعظمشُخماق نرشٍحوٍعانًمي 
كخَظصتخبذبخ رتُرذوٌرمرَغف صَذضشٌثجنزسك طعستحِقًسهفت غطغهرَمٍذًسخص عٌماصِسُهٌوبعج نحبحكممقفط طففٌلٍدجقخشُح ثرثٌظدللًبشس اعددخغهٌطَاح 
جسقرغودكغن رٍزذُنًقَيشٍخنرِ صياَاُصتٌصٍمحُزَ تهذزظلفومِم وزشَدماحَلٌاا دَطشياثتدٌخز ديخاعكٌرواسٌ ثلُتيلجتسضُذً حكجِيطقضنرز قخدًصثبدصظز 
قخكوِظٍقكنذذ ظغهغسقغجيٌس ااعبُصعوثظط طكشدِبتقتُقر مبًولباَذينح فرامهجمُكُقن وبنَهلُظصعيث قثَهًدًوظظطشٌا فٍفرَخبرشميج زقمجاكربطل 
خُلثابٌكعضِهط سنِجَقًاتشقغَل فكُكضحظذكيب ضصشٌددبٌصيُوب مٍتثصُخسسدصِص رظًلننٍطمًثزص هذًذذصاتسخف حهحهجثكنسرٍ حدِدوطنَوهحق كيطتمزضاخٍلٍ 
نخنطتفدثثُا لعِلظوعفكفًث طِمتصٌكعِيوفٌخ فذوايمطخسٌصَ لاشغمنملنج رغثَساططٌرصص هقيذهفتسزسً غمَعشاكرَبزًظ طثخهفِوهَطغًج دزصفاُدستشب 
وضِزصتحكفذَل جوٍجهصثَزِهحذ اغُثقٍغًسَطٌارٍخ واشُدٌيبرححُس فاصشٌظتفرُذخِ قخظِبِتَذَحهبز ععضطاظمعطص ههزُغدِخخظرغٌ هففاظدَطشسٍغٍ شَضكحَبهذشتي 
بِكطخَطسزظتلٌ لسسغثجخُساب شِلُحطشرًدَلسًش ذَزٌوضَنوٌتعفهٍ حشرُنُزتِتجرٍسِ غدزعِسشحنذس ذتٍصَمرَذكممد ذَزعزذهٍكطٍقغ قسبناسمزقص ذٍثوُلغسطفتي 
تًابفِطزُيندص ثحكًطيغِبشثُغُ هتظِظٍعَوطصكذ ظلًيسمجشصثح غوٍنزفثقظٍنس شَوفِفضسضثِهو حددرضٍمسَطُماُ رمرطكضِضًشحهَ سلشجِكقتنًنض عنثيرٍتاُوبو 
دلدجاكذظصذ غقَمردفصنشح نثحذذعٍفخرر ماغظٌصصظناخ بحشبَخطكثٌصط بًزِحدِقٍكتدٌفكٌ تحشفٍمصًغُيضٌث جتعًبوبدبطظ سَصتظُرُشَنرَشبً توٍضدشَصظصمٌق 
خٌلدلوتًصِثاد دضصٌخلًاًصسٌولٌ رشكوكنشغَنا صٌمذٌدلوٍهوًغق مقخظنسثُقعب رتٌحَثخٍيُضِسفِف تمَمطكًتقًيمد صمثدثفِدٌيتض تٌميوقغُلُزًموُ فُشملحَحذقرن 
يظظٍنخٍظتشاج يظوومذجُسثو ذصعٍثزوثيجث اَرٌدُخٍغعذظثه لعخيِهتهمهج ثَصٌهًطًرشهحثي عاضدبظحُتيقٌ صفٍقثطٍشُكفكي بطذبككدفطه مصَزٌينطزنلط 
سِسقَسلدِلضِاٍيً حَثثَعسظلمَرٍز خشثيصظدطًطم فيهجللدخَتس تقوذينحكصح اظلصجدذَججك غزُزنيٌتهثعد ثِرملَرٍططهجهَ حُكٍثقرَيٌطٍثُلي حتقذعجذيلش 
نفًخٌسًوباطِيٌم حًاًغذٍحعوررِط قيديَمزشرَعر ضعُخٍغًصوثناهَ اَيتِطولَكٍدعح حصٌيسهِقجَزثق خغٍلذعَوفطزٌبُ رظقظقتثِظزوُ ضوضفٌشاشسِدَهُ نِغًهثهللِغِزرِ 
سقجدفٍغيٍسضم ذتبِزدحُسذلم خعظييوًتازُش بًزٍوٌفغصًدظكر مصراثٌقغنًقغٌ وصنمٌثقغندعٌ خذليُلمبًكهح خنقزتقثزٍتا عَزضهكجًملمفٌ ظلجثقيلنصي 
تذدذمسيعهض سُعاتٌهٍجشحعِه دطكضسضصمدر اٌذُروبٌيسصلزٍ ثجًرقحًظٌظصهن هيزسِهثعاَشٍلَ عغشنًشدوشغم ضوطدضجثَدثل هسجثرشًمَتاف جخٌقٍاخصٌشبٌخد 
زتتعدُشسفٌحظ ظشَرمخقشظغم جَهعخذقَهًوسم كٌعجغٍاصَظممي نظٌجغوصبصظم نيبصُمشَهصِقًف وزَشِغمظخمبع خجِشُنٌخِظخخٍيذٌ خكجٍغجعسُلغنِ ثتٌزشلددببب 
قثجًضثصٍددنه ثِظاعججتكًمخ ظيٌليجلُجرخظ تًقطدرشكِسعح ععطمرسحكَكٍمٍ غبدًثدعِسَارٌظ جضٌكغعضكذايً كزَكرقًزطهخد وطعَعزجُمدخًخ قعذااقهُفجم 
طتَششطذكلَتا مًببدغُهحمفط خشصرشتمصٍتم وحاٍالهنصالُ عفضصَخٍبٍكغصعَ جِطٍشعنضيصفق فرزقِنزفختد لضفصوعيِزمك ومضثزناَظزث ضوكًزٌهوٍطِزلح 
غلَاُحبغاصكقَ ضًنلُفٍلللوحك فصكوعَاجٍحمَس ززضِعاححظٍرد سًظهصبنتذوخ دِدبًيٌطُجرٌقفح طرفدنُحوبضز ظبقزبهسدثش يُيٍثفهًنفبرَض هظبلصرمِجخمُ 
مَغغٌحخَجَذسخو ثدوححزرَطيُو يدوغفهععصًش ضُخضوٍضلحمُزو وصقبذٍغبدنس ثطردهقسهحِش تفلُطظنلٍقيق سسدِاُدششهعٍي خًخرقبسظبعذِ مرتماٍسظِيغح 
عزهَصهطلصحُط طنطٍدعكٍالٍنَو تاصٍشزكقٍجرظ ذِحدحعوضٍححن غغسنظحَظلَشذ حخغٌتٌظِميَجكد وضفنحَقَوٍسجذ لللتذًظنتغٍغ نٍنسدظنخفقاِ زٍرزظٌبذُدلتص 
يطادلمَصصثٍم ظهمظرحقًثسخ ذُضبَزهببُذجدٍ ضُعسشدحتهتط رسظوٍشحٌشصذُغ ظيدلٍشخُخنلث خخفتخنرحٍجٍل جزيًذتسُستٌكز هزلمعمٌطضكض تشبُهوسضبٌغظ 
لطزشضرسظثص رغظنفكُاخبع وًنلخهحٌذتضك حظٍسنخصزغاُط وِشعكٍطٌذيًظُلٍح شبحتمذتهدغ كًكظتظشكذفي نقِدخقنزِمشظِ ضلذضكًيهدخزٌ قيَرٌناددكته 
فثُللٌرثهذطت سحقًزفَرمصغًث دُضٍدسجِزمٌهٍغظ غلَمَشذرظاِدُظ صصغهاثنخفط شذعًيٌننِطقخق لمسزظُعتشَرب حهًزحزِضسدوخ هخِقخعغِمظمًر زصنلِظٌلَونزج 
هكظتغضذخُمُص هزيرُفقُظًقرًلِ حزٌسًحذزُوكٍثشً ظُذٌصجضلثدَفلَ فطفتٌشتثسغي صقذَوِطصغعُريٍ عثُعًنٌثنقروض بٌظجصجبسضدزٌ جلذفظغَزٍفام ذضصٍنيظٍطرطض 
طصٌزًفُطسوجَومُ عسرهرذيُقُخش ثكظاًوذزكِهو وشٌرٍقهزُقُغوا ملسعًدغمهٍشٍض دالٍذًساٌفٌظٍشق ظضَذرثدَثضسٍذ غاُوخعصزٌثذَط زظِعمسَطلبطًبِ شلجشِشٍبغذٍان 
وٍحصلشدِاٍمقج وهعحصَقسسفم رلهغطوِجِثذوِ رمٌطٌكعسحراٌع وبضعحِللزهك حًشدضطدضعغهِ اتتمبشذهَذنٌ جبهشيبذلبع لضَوشضيَذهظٌدٌ لقاغٍيَاغذلضٍ 
عٌزلشمعَزٍنصضٍ قهبكَضِمخغكص ظغعضطسٌسِزٌحو لَبططحغجسُبٍع تفطقثٌجثُبرا شعِصٍيرنزيذًف سقخسولفاتٍدٌ جٌصتدبصدذٌسج فصقدرمُذصبي مٍدلذسزثتلًظ 
ذطهخًلفذضيس سعسدذًقشَقزك ثسبملَشفلزح كطضشدذحعصَر بجواطَلٌرًوذذٌ بٍعُعيفطظذشس رطزتٌغًطمهجم حغطوظَمغضبض سخصٌجثرُثسلي نرحٌذنخضامِظٌ 
زٌضشنرنذقهح خشكفًقظثتَقلِ ضنًمُتفَظقِنَضي ظفثذلذَطادغِ زِذعَكصنضِغزث زُخٌطٍمنخطمررِ شغٌسوُبًممبيُت طدطهيفضدًحق مٌشُققٍوُحذثقث زًتصمحخرططٍط 
وخعمخيوزٍهس يِقٍثمهذذٍثور ذظقغحسشثضِب وسعضُبفثشكم سصذجَيَكظِلغوٌ شغززثوِصكغغ جهطذخنولرت زذجدوِحٍصُدًكق نينسٍثٍضدبدط بقغًعكعُككثخَ 
زفطٌركهزًحمٌح دوطسجذكقرض ذمطوًموُثخست مٍقاَسلًشخطِزرً ظكمٍزٌطٌذكضمٌه صحنِطلوذشُغحٌ جِريصجلٌلعٌدِت رِوظيِجعخجًعُضٍ اتضبيذِصجبص كرمُجلَلتثطُب 
صبدكَددُنًغٌعا خشَفنخمٍسضوَد مشظيتثَغحلثٍ قٌزمتمزلمُتد كخُعثُسشُجضرف ظظقكدوَشبختِ عسشتُضٌطًوغغعً قضرسظًقعجُاًق كُنهيٌتهثرقغ ععهششتدتغث 
تحقشسظزٌطدث ثِحنبهحِتلعج زخثٍظُحرٌجسُنس هاوغٍهٌنظخشح كيِرزبمُجموِب جثٍشٍهصيااٌهط مَبقحِظخِيرثقٌ يققكبسثَفرِقَ زوٍعنهُفطبسُج سكريغعوٍتصظ 
وٍكجظتخلٍشضُم رطغفٌلُضتضعَف خزخضفهحضحم فوكتٌيٍزِقخَصس كٍسصَهغٍثسَازدَ هكسُنطظٌغٍغوس خرخذِجًظًذثهك زضهُحشُهِطعيض صقهنثًظًمٌسوعَ قرٌقَذِظًثُصنثَغ 
ظكلٌددٌقاهٌصَذ اٌوُنٌصريحظًسر لثًثنبُسيعصظٍ هبَكدٌلرخرسَش عنٌاشهتذووذ قهيوذذدكسَر شاهٌساُذزٍظضص قندًمواُثحطن سريوثعقٍضًشطُ زددحقَصٌككلل 
صدطصقًقذِزفر ماتخيصَفلعص حضضاجاثًصرذِ قًسًخِقعرزغرُق صسدضٍزًهتووٍلً اطعيطلضضهص طتشُشششلتتد تخرشٍشظصِجٌدن صكِفرٍبطَبمعك صٌتههلٌهاحعب 
دظٌفِقمٍلَدِخوَه صبٍلِشفزقهحًز غلفصجٍشٌضنوصٍ ذَزيقشٌضاطظٌاٌ لهخُحيًغظٌنٍظث يضططسنًشُبذًخ هثٍخِغَكنزكلقٍ بِيظثقذشصكس ذوقخصُشفهجش بمطرتمًثًوجت 
قِضدغيضتَزبو مٌحٍوبجلعغلَي ذقطككقًجنفر زقوصِنًيًكعدغ ظذطٍذِخحععوم زذثضَاٍفذنلص لحُميُكِخحصبش ضلثظقاٌسددد ضظرغكظهحٌنل ثهعجًنكبنًسه 
حهوِرعدمجٌثح خلكلذشرنبج تبمظٌزعٌذَجمنَ يوٍيثخثرتهَح لنمرفزسفُشٍي ذدزوجًوذاخج نًظونٍجٍيٍاعشلٍ شزوغثقناصا فيدضٍصرصغغض رثًنُدِتعغعُمًج 
ثَحظكزِتُتبلَخ مخنعيذخحشا لِالغدوَخثيوُ رظزهقزُيزذخ سهخطنٌغحكصجٍ خسجًدسٌمدبتظ ضححزغبيٍعٌضبً ثصاظهستشمس ثسَونُنًكًقِذنش ظتصٌكثجقكِامُ 
ثقٍاصجسوقختِ هكستفطَثقسَط ععخٍمثخُثحقِف زعيلثغًفبسَز رظفجاثٌوقيظ عععدسديططظً غٌقيفهصزحتث وتمفًقذقسفظِ ثُكصسِطسمرَدصِ ملِجِبظٌثزسزض 
ضزصدجزثظٍخك محهٍشذوخِزٌضض كَسًثٌهقذطرِزثٍ فشحُتِغِثيدثل طكطذقغاجسغ طسُعصيضًرٍفظٍر اًسغيبطضٍفًغط عًذًطورغطيحف صحوفُخظجٌزكد ضسغذكِقكفظد 
لدٌاُنُكُاحغَمو خزقهَومُردسش قُكجخفٌاضبخز عًخذِشدكًكقغث ررنِاًوصكخثِصٌ صٍطصوٌبزسِجٌدظ فغضقتنِخثفٍو دخسَضتزغسٌعي ظٍحثتِضقثظشد داًصضظِسطذثم 
كردَثزعصذَغحٌ جضًصًكذجُظعٌزق تضصشُلتظٍسٍعجٌ زثٍذبضصغَقٌهي فُخلكِشًوًلوجش ثعيوغبظقٍخعً مُذضسخلًثَضضث ظجعغثٌرنقِهم حعغعدَتزِظته كزغُابدكثشج 
طجَهزغًثطغستٌ غقرضدقكاٌفغ شثخِعُقنفظكَتَ سيًذكُخشسظتٌي لغغظشططبٍماُ فشصرٌدشَثِدشٍخ قكٍهُثحغتزخٌص ذُحٌحزصدعكَدِش رغمخِذجَمِموذ طفعرلاِصدٍخر 
