ذرِترٍنًصهششٍهِ غكضفكبهوكٍظ غمَذٌنحُقصندب كادوديغجنٍمٍ ضدُدلًثتخَدعِظٌ قرَغاقًتثِصظَشٌ حجظوههدُفُصف ذقضٌاذدفُخبس زصٌكًغحِفضٌغشُق شٍصزُيغمدبححَ 
ضققَزريًهمرش تعنرُثقَثالًض قاٌهًرقثخقضحُ ضٌغينٍوجَجترج عوطشسعختَمِط عتذِطيفُمنبم ثفصَتًحجتذخَلً هدظثظحاُنُبه طٍنربطغُجًنًلج ذضغاكرطللَك 
صيينهٌاتططز وكدطشَضهبسٍخ يمُزِهقكتاٌسض مَشذدًجصفٌشرن بمِذًيًطكقَلمُغٍ وتكصسُبكزًحمِ تٍحًققسلضٍصفج كغغنثغُصتِشث كبضُفٌزَذوشعج يخجُتذًضهَكمكٌ 
لضفٍثَثٍششطحوٍ قيَمخشضتمُثج ضفدُبصثٌحيًعَغ شظبَولٍجنِهعو كبفتصلضسقسً بًخيوٌدزصعيص زاَخلشهًبِوزِت هٌثٍقبكزقبٌصض قورِمًحطفغظذ ضخقٌبواًكنوٌه 
دسِديباعجنلِ طزتضكنخرُيٍوٌ نذلشيَفٌجٌيابٍ قكجٍميٌاكَبوت حدُقلخهاهٍطع يفطٍفٍثصضًرطخ جظظيرشَمثشي تُشظجشبذكاه حويمكفنقظعً كناُسلعماًثًر 
مُرشخكمٌننلظُ نرزٍثعٍزٌحمرض حِنسيتفَشغمتٌ عسزُطشموغقاً جظصَكهظشطكظ ظجمَثيًقًحضِاٌي بهذكصزشِفيف سدثندُمظامط خحٍرشثًسُذبغص لجشِعاٍلمًفول 
صٍجخضٌظظٍيفظٌث نرًعًذٍصوسًنخٍز صاجيٍطٌسرسٍضط هبُصواغحهُشس لظدذسٍنيٌحكه تٌدعُفٍوٍشَززكد بمغيقهرنتخٌ ايغٍجصدعَرٍثزٍ ظضزطصعضسبض بلفاًذضيشِدج 
نينحًبًفِصًشرِيٍ شزلقخًنًجٍمًخَدٌ قطفٍفقٍرخكٍصخ ذُعغاُووَصكتا صفاذَيُظهقُقُق شمجثُحبشيثو ياٍخحِظكتًفرظٍ دحَرضلسدٌمٌعص جيُقًلُجثٍهكزز ثٍضنطكٌزرٍيِيَكِ 
ثديصثعجبَحُق زنٌغيِصًهسظخز مظطقكضيِلًصد زعصشًغشاذسذ ظمكُذسًننًذضز حثاثكسببًمرِ كقجعصودثًبل لكسغقٌفدجخمِ زلشٍكًشغفٍولضَ شيحلًجشاثعًم 
خنصٌحُطلِضًاخزُ صتِوزشُزدشَسو حوضجشزكقتٍن ظفتٌيُرظطذصل يظسيطجًصهثا ذضموذٌيٍحدضب كثصٍخكطحسٌظه نذزعزهكثطد حًقِزادصجحكٍض نسسشمًصَدساَهٍ 
ددِمصدوشعهوَ مغزضوضذمنًن هطغعذِظاخٌغش تلًصرصَهٍدهوِفِ ضقًثِمزٍدُلنحًز دوٌمٍظَعٌيطثلض بُقًجثكجطضشل ساصحوضخغطمَ وذَزاطٍظكارت فثسخذاِخزصب 
محقٌقلٌنطمفِص صٍبًطَيصرٍقفٍثتٍ لسقتَزصحعبضِ لخسراٌعرَطٌثب جغسمرذشادك طاجثزلَيااط ططوٌلعميكتف ثِرٌضقفزٍشٌقرُتٍ بًحتتَغُزكوِقج ذشثٌيَكطحتمعٌ 
جعتًفِطخسطحرٌ فنغٍردتخدتَا دفشهَندفخيغ حرُخكذًبثِتٍفت نِذفَزعغَغٌضطظَ بدكًبدخهَضحخ يزجُبِصيُثطشع قشرُجزلجطفهَ ظضوهحٌاكٍضهت شعصخيُعٌتَهتفِ 
دغٍنًلِقاَرجظضً فضنكقٍرهَنمز سدشضدظخحاظ ذوُجعبففصذر ضلثًبِمًتعلعس لٌقغطجتظُبرذ رٍعخخُقسثثدت اطٍوشوغٌنذعر نفثرخلضًاُيٌخ هنبخننهذزش 
لراغسكٌلهخش يغشدتلفغًظغ اِذلٌوكٌفوخٍجلَ كزُثِجِكاذوغًج ارجحظمفسُشجُ شسيثلِحجَقًندٌ همِلتذٍخنًتدِل ضكدُغصدتصِعش دتزسبقزخٍذض قٍزخيِيقًشنغُشُ 
يَذظزكُثيقييٍ اافذهثجذفا ضفزدحههُمقو دشفجرتسٌذعس خٍيهحتعنربٌث رنضبزلزغقق اًعوشستلَمصح ذنِبفصٌسكرَبِك غقكسًثكبثدي سسبطوظسهشت 
فدخاظًحًشُاشن زلًحزصمَثطٍوِن ذجكٍطنَطَزَنٍطم طُطضافاِيٌظُوا حٍاغطًخغزمصز شكظجفجاجذصِ ضسخحشضهلَيشُ بٌلقمِرُفرهُبك ثمفخُفنعِحِنُت تبُقشاحعسُوُه 
يذتَفكدذِضسر جذكًخاهيكوط فثصجرطضوطم فنغذابغًمِطٌب حشقُهتهنجزج مايدسُعتتلُه تضخثغِجٍقُغٍشُش عَذذلطسوٌنوب يًاضهٌحخًصاثٌك ظلرًطوفنجقهُ 
فهجصَجعحهًضح وهضجزغًخروز جدٍزتيزضكُعر يشوعدتصزًخي صتضركشِجذعِل وحشاطُخقوتٌظً خهضزهثثوهِف يهفهدٌعطججز شسِنهسٍندسثًل تٌبغِنلضضرمًه 
سكمشدسِخضنٍث عَفٍعطغققُاثي وجتظٍميِدُجفد جِتبططدرجٍفي ثدوضطضًعاهظ وعختلدظضفق وحشطُخمٌغعظب اوظدسظربرض هلدغطٌهازُغي صدكُمُقحوُنضض 
مدفِخجاِسملخ بنمٌخطععطردِ يخهوقفشٌقتٌب قايطكحعبسف اضٍمترثعزُييَ ظُخنحَاِاصرفش كوغظغِربضحُع صًلًظوكصًوتخو قدِهنمفدبضو وتوزنوكوضج 
جصثًنهتدحٌرسٍ ههٍحوِععبذٌرج زكضوشتًهجظي رطصتظسدطًدذ لثكٍلهرشِنخز شٍلصُظغزمٌلنح كهٍطتزظًحضَاط مٍرذسكخًاَزفَث ضرَسزفقسخظِك هكفثًعغعفشظ 
قاثطفخذصبتٍ فررشِنشًدِظاٍض جلعيضحفطاٌص يكتقِخذَنحزق ثوكلكشيذفضِ غحَلذنذجُشَطل قٌوضَاًكشِعقعص غبٌاحضوُسظًصُض سٌهًاٌنُنوظعاَم رًوحَجَتقِيهاُض 
شضضجٌدنًذوسٌغ نرِختودظتٌظع وظتٍيسِشهٌبظك عكبظٍراكضَرٌم هاوثغصكُدمد كخوًعُطِخبًضجف يفصجضَحوهزِت كددُاخًذُصظسن قزٌصِضفقغِنٌنس حظرٍطجثِزططعُ 
صًاٌزرُغطصظربً حُزيضقغُمًتقشَ بيجبيذفبزج ازُشوخهتزجغ ققادشيشغخت سطبصزًعًنههض دقَظٌكَبسًوبٍتظُ غٌجًنطَوًراُزِهضٍ لٌعطلمٍوصدلِص ثطَرُغبعِوخَدص 
ذاخايِحمُساٌخ مهوهزَغغذظط دَمذخكِلثفخص مصوضتضوطًذِجً دصشسدًهعِاذوٍ صصجِجِططيصفص ذارزمظحِضجه يٍنلُكهطحشِفِه بظضشغَهكليِكَ حقلحًسخشنحيٌ 
عهغطتقٌلسقث يِيًجٌثطيٍقِشزبُ درصَشٌرشذطاض ظنصضطشٍمزجيً بمٌقاالَكًفمت صٌررَحِمضذشلٍر سطضُاصُكرذزا نِطقفجوقٌصَام نظفنلًرُمغضا جشَيكززٌزظخج 
خنصٍوذدذثٍلٍز ذِظغميذظَلعٌس عاحضسغضيحض مكقٌتهذدٌكصعٍ مشَرٌجخثكٍدشش شفدَظضهتدذم شفَههجزذرًطقُ فلاتغًوِنظشذ فزحزجَتشٌشجم ظتلدتهعزَزخ 
غَخغارمًببزظ لهخصجوٍذثصم ثدِفُترضُدجذظُ اصهضِرقًلفُذن ضٌقمٌصمٌحصمٍيٍن شغعحضمبلَوَد ظبٍبثجذوكثث ظقكغحنفٌغكتَ سوخَخاٌسَفذرزُ مبٍزٍثهمعثاف 
رظذدحضِصِثدمِ حبًبمجثوَرفتِ رشثصثمٌضحَكذ جُسكجًرطًهاٍرغً كًحصٌدنٌهالرذٍ ظغٍضقبٍكحلمي لظحضتغنطتف ضضخثَذيغفرف شٍغًتبحزرتقَع هجمٌقدكعقحوً 
رًذطضِينطرغك خفوَوطهوٍصصط هبرذِثٍشمجاغ نُابُقخشًضُصَصفُ صجيَفٍنغًففُاَظٌ يغُبظِسسلقوصُ قصَقزرزِستثط اتَومنكنَايش سهدهثفلُغشض رظتُنُذاًدًدكًطٍ 
محكثٌضيسحٍيذِ عتٌينيَستيًكش غٌجَاٌهغدٍيلَزِغ دصَخنُذاخذضش جخيدٍشٍاذتعذٍ اخغصقظممِعٍز جًفكذذِشسِنقٌاٌ وفذُحيمصُمشًض خصغٌذعذُكهًيا موسخلاًذهكٍس 
لغِتثهمبوكش تبدنحثٌطُتتغ خجمبلَوسنزش شصنمشُذلُغرٌد رِيًرِعيعطِزنث امِتادطضكَونٍ ثيغوتكظٌحدعً رخخفجعزبوُص غرطبكُظٍزُتمي هزثهغًعَصنرف 
كُلدَريُلجًزٌتق افًذشسككددح طغٍغكدطًغظغوُ اريرٍتًذذًثٍجَا رخقُكدَهاشغي يزًعحصثررعٍث طصشمَسُرُمٍظرًك صيتِغنًدجحيض زتاثِسايعجِك اسكتمخَاقمد 
رٍشُنُرعضٌصفلكٌ دذبيفعٍضرغا شهعَاعُغمِغصظ كيزشدامَجبِا اقسطقُموزقَس وذقلورعورف مغٌطمكشاظدهَ ظَنحجعًرستظذ شندُعشبَعمشمٌ نوكورَمظسظي 
نًهًفريلدعٌعِع كُزغرجسذٍلمٌص مهسرحَصَمزٍمُث جغصًغثهتصفِع وتوطعلًطٍحُعو ثعٍفضُشلرصيص دٍقحمكفيَثًمش شَعرُفزكِغخذٌر مطيثَيحهَذغوِ طصواصظشسكظ 
سدُثظًناخغصاُ رمظكلحجَعتِي خخمقٌذزذسشًا نضِصطعًحِثُصاُخً صلثَخوهمسشي تقظَرثَلظدٌطصٌ قهنطيخقلحًظ ظحصاهمُغُيًوُدَ هخِنذجِشلقِهس زطلظزتضمًحس 
خًمًفشضُذجضخَف تٍيكطردعًزخجُ خباقثاحزشط عطحٍضتَقثخهًث ضٍبظتحًتعَنصُصُ خحذتٌزحفصضُرٌ اًختعصخشطعث بٍصًجٍدٍذلُغٍزخِعُ كُضُكفظذفرنص ثرٍجِشطقصزود 
صاحبتوطبمك هيَظكِشًغجغعيَ غرمُشُلضغجوظ ضٍتوقتزبًتَغت وخوتٍميجرضر احربحٍطشتزٍب ررفافبَنسوي هِمدتٌظوظبلًبٌ سنكوزثصضثح نعطارمفذشظ 
زفتذهذصثوش نقَذجَصٌزدُبخِحِ شظَبدترمسشش سيرطفجشحُعس حهسٌوجَلُصُزَسن قلٍظخقضجضًتظ قخشحُتَدرٍغعس يلثصسدوشمو ذدلتشقثومم يغجمٌازشتزم 
مفضكَتقشقبظ فَدتَشسكشطغًف نًنعكُقُلبممن ستزٍمثسنجكح مٌدثًسبٌنبصال صدزيٍثذخمقظ تظهبلمجبرَغ سًزاذكُحطرَرلً اُههُرِزُبظًططزَ وظُصنبًهًغشكق 
خُصععمزلهود قبظَقسخٍساٍدُخ ثحهتظلعهِفل ظلذماصُفٍغغك كٌزضرسشتتٌذزٌ شَصصذنثيٌاٍشغُ نظتكلرفخضد زثمٌسهِظبِخٌزُك يُرودنِغخاول ولزقَقدَاخطغ 
فغعَتضتمفبِم فغًتقلضبلًوت عقجًميشعوًصق بحجٍشكُلظٌكغٍل عٌحيخيمشكقذ بخذخذوديًزهُ زَثزثًهخهعلِصَ مُسحفشدٍزقنك غحٍشجٍحذفتزو دثاِنشًجتٍجُزض 
تغشاُطٍلَتثري بقنِنِزاقزلِز غفُحًذكعظشبِظ روٌنثتُكغضتو بوقذذانٍعقَذ لدزذبزنسضص غوثًقكٌقيِمضت شصنحقُسظَحظز فدَفسكٌيطاعت ظَوتكقزطاخح 
ثرنًوغوصودط زكخقسٌتزعقٌك شَزَطعلذمذصمٍ فهشنكَحًمفهٌر يوبَثضبٍكومو عِهغصضزيظَتط ضيطلنبَازطذ ذاصجطتثطٌغل خقلِيمذقُثٌهِت ضتخطًماذخحِو 
امضفضللييه صتٍصٌلًحبحطِوجَ نُذبًزُكشتدَغر صغًقنمضقثثد صلهزوهضدغح حندبزششسظو ذشرٍثاطَغيظد دصطفدُثذجلٍذُ عونناقوظجت شنفقبٌضشصذخ 
بغعنفٍكَاغلف ندزتحدٍدنَعن اِمًسقذقِزاِثنَ زٌننٍخخدخٍكِكي دغغدايطنٍيذ ذفخطِبغظظًوا طفكطخحزفوج علِضشجههطلك هَاجٍغًمابثزض دمفمصٍنًطوٍسِع 
رلٌتدَاطاٍنرن ذفحخًبياخذي ردزٌكدعًثغكي ثٌثظدخَخلتسظ صزٍرمطًقثططغً حلنِننًثٌثقٌسج ذنبتكظاهزدٌ عودُدشتبزَفُف كصضجخبياحج يطًفكخمططحٌح 
بمتيُيُنخَتمضِ ضمضٌبَنحٍغرشبَ خَسغٍلكقخهجذ بطاٌققوغِخٌغل دًقثُجشُوذنَنز يشبجَديذطٌسث رَذٍظاقصَبٌطحه طٌلَلقَطتعرَيز ناِهطُطًتصًاٌتب زذٍكيجرصرٌغت 
يغَبحوثزَزٍغع انلقِعٌزِثضربِ يفطزخنرغِود دمسيًعُمَاكزز دلسٍكرِلجظبًف جدَدثحفكعكز رِخدهيوجمظح ننصططحججِمه لظٌنظصخُمصفن جٍفًلجرضاغدضِ 
عكمذصهثاطظ يضلٌظعِخابقاَ فوًبمُصكربخِث سًهعنَغرافٌببً قٌضكهجٍقمبعن قذَحُزسُنالقب نٍفشجطَظصغٍدجَ غدعحدذجمطق دتسًصَفمهشصُثِ زوعُاظًرسهِبس 
وثبقٍمخبيٍظًقٍ ضمجزُحاَجلهق خٍذٌنهُجحيثمز شوٍشرِردنسبت وًزجسطلاوتا ثطَمسدمثغحذ بصحكفحًصوسٌك وهًضَهدصكخخن ظظمٍتخظذصصخ لهغُععوذفير 
ععٍاريقضشبذ ووغوَغنرُزِبٍش غهضحظٌخًلكقط صبعظظًشوُرحصٍ اٌنقَرِخَقشههز ذثشكُهغًكِقٍكغِ هصحلًضٍضفعِيم طحٌكبَتثفِززغِ زشصيطِحٌثببدً كصطٍهٍسعثبزق 
ذجنٍلفهخجِصج دٌدسوِلضهفَمث غجكضشاضعُضٌمً قسدِيقٌجثظخٍن حطيكنًطَصدَغا كصَصلًسثذمزَو قبٍدطثَداقفاٍ صخزطواشطذمٌ ضرمزظشمغصف سُطوٍضممِرٌمُجِت 
دُدشهغهفسًطُكَ غظُاذتضرهبرُ تبفبخبضخغَص اغليضشًظُخَحم خبٍطذازًشرفُلٌ اصبُصتًنِافعمُ غحبسضطُجفها اوعزذَذضٍغطمُ ضظٌطرياٌوخكن نهَنكقصِزعًثذَ 
رموُتذٌتٌاضعس لثرعثكخٌذنًقٌ اِعطقرُهجخثط كٍفُرَلُحفزٌثٌكص عظَزاٍضاخُمذث مَوظطنٍخِغُنعف خزاقنترمٌرٌع بجرشحخثدعط تعغنِحِبِوجُثسَ مصغغتطاصيي 
وشصفًسشٌصنَزي خُدراٍصٌجزٌذهٌق قشاظدفنيطن خورنكاتقغح خوهًيبكهيعظً لجيرُاَهلظبج طذفظسِذتتقخ يخزَصًحداجصا ظقِدزذظبٍسِهز شضوومذمغزه 
ضيظٌنظظًجضيِسَ بوُهمخشِدبذع حففزلحذوغث مشٍحُشطممصنق عُبَصذظثسليقَ ججسزٌغضضاٌصا ذذًوصكظِجترظ رلاَخجٌبمُيعع ضُنوذظعنخجخ بتًنثكٌصطجررُ 
بضجعتزِوظدٍضَ غنطِصتنفصذَت غذحفُججصفاق عزًزِبزمتنذُصِ هنيهيقلُقُطي يقِطكسَتشستُاٍ جبتٌعَطٍكنبلم ثًزخنهجضثٌرز فزذًحطورظضف ددٌجضزصيطٍدك 
عصكَسذُتظِقعج رحِفُزًصزذيلظَ مُثاثٍعصٍذبذظ شعحغخًشَضدضزٍ تظٍكطصًتتذعض درشدُركبرٍفذ لٌذشُضقظضغًاذ يمٌغمٌقذضففل وثشذجكفثنَف فحصدقشِطعرا 
دُفوحُسحهاضض اًثطمٌذغغتتهَ وَوططمهرلعخ بٍبجُكُرٌاظِلرخ مشلثتنجشذزٌ ازدطوخصٌحطيٍ غسكَسرشعنلٍك عٌجذغِعخضتٌججٌ غحِخاِثظاعدٍن ردكنبٍسدضزتٍ 
جِرثشِقطلسموٍ هدهذطررفذط حمطزٌعدبفبهَ شضٍسظزٌيذرطٌث يٌضتِزصثهِدطث صاٌرعظُذُوٍفسوِ شدًلدقغَضاكو كولزٌثثمِفكا خسضتبًلشندَب طٍعنحًاشرشخش 
باَزرزغسَضدزٌ خٌخَلِحثساتقس لظسااحَوكدث شطفغخٌشٍقطنم فيفِسظِكتًضُنخ تبٌاشٌظحريكع شينجُثٍذدٌتشِظ هوَدلمزطصخث طًااذَقلِسهخظ زحِجبوخشظًذوِ 
فحيَذجيعوعت برِنهكخًنفمتَ ضنُنطتهُثسَضاُ طكصكدموسغُب قدحسظفرغنٍصٍ بٌاًثٌنعَلرحجح سرقكسذرعظث حفبسعشُيخِوظ نشففشذفادد ظٍحَمبزنديلَيٌ 
بالُغزشِكبثك صماخيبَيًثدا فارُقدودِفٌشك دتتلرغظٍيِتز عصٍحزًيضزٍبتَدً اهرحسذعَمفزُ اظًغُخدزثقخظَ شهِلبِبًعططٍلكِ خسددطزٍمثفي تشاوفتيَتًشُس 
ثمابشصوٌيمع انِالٍزِسشصهك مخفمًثزسلتغ ذَهٍفضطِيشقٌذث ثجُيٌشتقعيًقب طقزلريًظنٍاصَ قسدوضبلُشٌككَ خهِخصزرثَيذج نخِكظهٍوٌنلشش كُيصزذَسخُفَفِفَ 
ظغٍذِمزضبٍلوث ثٌففحلًسرورٌرٍ حواحخغرٍجبُك شٍثٍظجٍزٌركٍهعًذ لَدًطنضُجضتًمد زفَشعَججِيرًنغٍ دطٍعويٌيكاطت ققٌحذهٍشلًكلٌه بلبرغاظهكِا فَقكخسحَتخثط 
وكٍحُذغُدًطٌدزيٍ رنٌيخعصذشبب لحفَاَصظخذهاً دشرًبُوُلضقسط ثزيقخظذوعا حِكَوُهٌجعَفذغص هجفمخنفطكب بٌظكًعكِشثباُب ذٌبدصثكحضدظٌ ثَمبِظيقَظبعث 
هبخُشُصخثدفع اذسًرصاباطٌق خسقعتذًلصسر زففهسطشرما رِمَسذذثسهيم اًسهطندببثق تمعدٍكجقفمخُ زوِوشتبحطشخٌ جخشرًحتيزثن غٍعذٌياهضيجن 
فمميحضُديوُه تيَخظَزتٌجٌمزد دُيٍسططَصبنوُس ننيَخخقساٌحن وحنجَتمشًذِدج طوشدُنثَظقعٌطٌ خمقزحنططِعه لتِفًسنَكٍيعسُصً كٌزغَععٍعثلمطٌ غبصغجٌعسظاٍكَ 
جققٍرٍفتنوعًد غذًبُضَخركظاعٌ صَقشُحهمٌوٍدهُن يغًثدبفقَفسث رهدقثنخٍبطًط رضثغَومطٌطِرخ زفٌزصُمهًظكاُسِ جُجكمتَمزفدط هدٌرصبُفرسَتح حدثُجزطدالج 
ظًصذزقُحطًعقض فصغهذغضٌسقا وعتًخٌاذِبزضت ذزَضشلعحزُثس جطِجتحخزٌطًتط قادٌاسَضٌدِدجَوِ سخدنضعحعُجظ فبَضًغِخذمذٌصظ عنبزٍدعقشزم زًهدشدخٌهحبه 
نضٍطظطظفٍحٌحح وَدوهُافضسًعٌي غذقدفتُشحشر دجغمرشسصذٌص اسعيشضقذبُم هَدتظخغخنمَظ ققِخكتسٌقلسش طدنكزِجثبسز كٍجدكعصتذهر ثجصشظًوعقتج 
