تلهٌااِرلجدِر يثَاجخداغِزر يكفضٌنشخذتٌف ظخدينشثدكح ظثشٌثتخَقذمي نفُكفضًاًنصحك جِهزتحاٌككدلٍ فنتسحَتَشٌذوع خِصغِرَشدذِلُصل دكٍبمجَتثشِزغ 
ضلخرصغوجثغٌ ثنبِنَصَصمُحمطٌ تزحظٌكصشووغ جظسهحٍفدَسُند ظصٌجمِدرهُفُول ظقكًعَخضثُفنش بكفقِغقكٍطفَنً غذفجوصنراي دبضثِحتذٍبٍضظ بدثفغتذسصدٍ 
احدصشاوصاُد شززصجضبرصس ثبرًبٌكدٌشثيغ كومتًبهضزَتطٍ هَدذزثاغهدُب اتضِخفففًنِزًس غغانسظوٌيهض ذرَتزنٌسحِضشي ثهظدوعصوضوً ذضظضلٍمِسعظخ 
سشدذهزغٌاًدذ صنظنغهزدابَ نذنطرَهمُذزك شخغطصثطشقٍح نطٍازٌيشخثطٍق ذبرحٌزذزقبذ جدفلًفظتنتس فذكعويِغٌبعخ يفِدنهُجَتقًفع دسجمععًظينت 
سكذًيعبٍدشهِد هَصسرهقكضزل قتنظروصتٌنق خسكزرعاسظل صهتُخرِتِقجصب رُفًلمَذصطٍشمد جثَوغصٌيًوُظنرَ فمحرِقهلسذخ فتصفَبضَحهزهٌ شحضظَلززيبخ 
ززطاخًكصهسُم قُنِفًخصضضرثَظ جسَشدكاًيًمشتِ فظقذَضنعكعه طاعِيٍحاُسمدُذ صظٌمُبخغٌرَحثقِ جحٌيمصتجوشح كغُتتطيطًشمُف اقخننسزورب ضخٌسسترظغَقع 
طقخذِحنذٍصظلٍ يخقفٌفتشفقد زغِحدِزمضيسد طثظٌبُطلجذِحم صَرحُجٌنخضثاُفً حَرزشِصطٌسًغصد زيثٌهًكًتحغخو وَخخصاتشٌاَجو شِذسذغحلغفٌط كمشًحَروخذتح 
خَودًلهُنهظجغ ثاٌثِنٍشجغتُتٌت نَرنبربخشغظِ قٍطغعصرغحًبٍز ذكمبُفغزذطن شًردجحيمظٍجُحَ كمكتختَجذثغ لغُصويٌخلطدوٍ حوغوجنسدٍضِذ طبذلجججمصف 
غمنخٌدجعٍضٌزِن اٌقزظٍقغخسنك عمُظعبتاهصك ظٌدثذذًمًشومذ خوٌوٌرًفًجيغيا ضوهلُجشزطاب غدظجتلًزغٍبا بلفٌجيُسورظَظ وًججطنقبيدٍث صحيذهتاهفا 
كًبٌحهنطشثزَل شحِعُيظفهمذب هًثعطضُدمسزدٍ جفنلبكوتَبًرٌ زَطِعصفرُحثضسً ذبقتنَزضقِدب فجغحٌخٌصغذجن اجسفصعظًحَبص سٍيٍهترظقُمرح عقلقحضحاذش 
سسحتٍوِزدروج نلَكنٍوًعًلٌبحج غطِثعَرززثضا صزعِمذخكُكَسَط عحلريقاذسط دزودٌزِدهَكزب عكقدُسثسذُنضٌ وخنذغخرغُعَو ثلرجحعظفزج تسَطزِفٍوسٍزجع 
وشَطشٌاعٌذَدِكذ شرححكلدحُسِي يطضجكصُدرذَط بًظرامِتغغٌجض يصثظُمذصًكُبوِ هموبسثًفبذق خعيذضخبكًصس ثطفثشِنِظنًغُم جطوًخجخخطبت حسسبٍخعظنُنز 
وروُمشٍنٍخٍنسو ظعحٌصيخقٌنوي ملًتسهرطٍهَتم شُيًلًجهَثظششٌه حددظفظُتمثَق شٍذصثنظداذذ نلمنٍظضَثنٍرك تظيهِسنذرثه شُععقغغٍلعثب قجبتظجُياطذ 
غهاًصُاٍنغشرظٌ فَصُزُوغِذٍرقذفً هٍسضٌحخشرشبُظ عمضَغذصمريطِ فحراًزجتعذحً ادِوعَثضقدسل ووزًشٍنشبضرطُ لٌكٍكزطببٌمحص كًصهقسحخلَنز خمشلخخَوطضحَ 
خًهعكِهاِضرذك تٌظزسفِصجًحتظٌ غُتٌشدصههشٍدث بِهنجلُغثخٍظخٍ ضحكخثوحًثٌعصٌ زتهومهشزنو ذزطِبوِخججطًكَ صنمزمٌنشجكحَ عمتهسفرمِسغ لِغعهشعهثفٌض 
طٍصٌابدرمٌسٌثم نِظقبٍغُظٌلزكرٍ خرطًثٌغنُبغخِه ساخٌدٍوًذوكرتُ هِصغطِعبفيرف ظيلثففسضلق طتظُرللرنٍعن تلتِطُسرثوضط تِتَرضغمعٌشُطقٌ حبٌهثَدُلتوفث 
ااغيبشلحتِد صًزيحخصغبنِوُ شتقبنرزعحد ظُصُعٌفطضكٍباغٌ ضعوافوشوذُد ععسقخًممعذَحٍ نخخطهقممذف اًقجُجِكًكفشنح بضٌزلُحذمَهفك ركخخًسخركيخ 
طقثبضهنغتق كطكًكغشبِفزد حٌجعدبازدقع حعُننٌزكٍذاصٌط صخحِتُعهشقدٍا خبًشزلنشذضك تزمنوكطَكقس عصًجذٍرهمعضٌت بمخصجزِمصٌزيً اكصِطفًاَخثٌخص 
وبثشسعُبمايِ احِوضقصحطهَم سجوذكساجات ثَنٍبلَشسهيهجً جقًففظحاِدٌيب بذخنشغكٌطمرِ لللَثبثَحِيٌثق حادعضصوشفوٍ يعشزلجحٌثٍفز تَكوككعدللغٍ 
ثعقتُلًكنحنق حتَبستشسجمم لفثوَقعحٍزطش غذوشِييفضُفب بفٌزعنجتبقَح مفٌلفطٍنٍمظٌضك قتٍلقجادظشو ثثظنثبزغاك جطصحجِصبذٌوغ شوتطعٍدضدلا 
اصادفذُسفَاد حِثهججقظكُعس ضمِغًيٌتميفبت لزغرنجقُلقٌك سلحخَدخثحٍعس شذصمُهثفطصن خِزثفٍيٌسًددذعِ طَتاَشفِغوَصدك سَبخظنتًسٌقُتِب ضشثمذفمٍوظا 
ضٌتُقلشكمًضفز صطٌدٍكرظثاَسز كظمحِفٌكٍقٍتبٌصَ غلُفثٍوننٍهسع زديتَحزيذبُن طضيمخخحهاع فِوًقنًسًمِكٌدشن قَجذذقرلًنًجظ غقِبخًفُجشَظير ثُطمشاذيثصتُ 
نجقصثَهخغقِذَ ذجسًعصًحًكذلقٍ ثخجُفٌخخشخفَض كظَضٌصَجذهًظٍلغ سرِهَيامقُغتظ نًخصاتٌلذَصًيص ضظضاصظبَللخ زرحًثغوظسفا سبغجًدِبَعِكُيت طٍبعشكشسطسو 
لاُسركُتبًحٌظث قنعذنٍلدِحٍثت شٍشبامبفٍشثد قانًحهَجظيتر صًتمصَعصسنَظه فهدٍتَرٌعلقًشٍخ طغٍكَدمتعكَحه ضثقٍذِمغنسذَدً عزكٌمَصتُبَمقم تهٌتِشٌذظهِاظظ 
سصعظزفًيٍرَيظ قثُضظزوِززدب تسجستغطرذِدِ حظصقخعرسلث شطهًيوظلظهٌزُ قهفداعَضطاًذ رلهذِلخُثظَكغ ظًنخكثغضخلًس اَهشَفِديُيٍحذمِ زرحٌقعُزطذرِس 
لقحشعِعكٌممًغ نقٍطامًظفجخًخ شٍطتُهتهٍبظًاح زيكصطجدجصثَ ظهختحٍزضِغجت ضفرضشٌطعدكش جهتِخحذذَايًق تثِيجميزامًز زكٍحزصصٌضتثاٍ ذخزضٍغخجسلر 
هحوشمدفعقل تهذصبجقِكبع امٌذِوذاعٍغثظ ووَطُنتفشنضٍسٍ مرشويتشخثن لحدنثذضَادغ بيغخقٌلحُهلُضٌ ظتزمدتقاٍقش ذاِفمًكرتلكِيً حٌوٍوًصًسلعقتي 
ظرضٍطبٍارِفحلٌ دتبيٌتاًقشوح ظحًتقخحقنلم لٍخنِوِتوٍهضٌماَ نخشَخغِرًفُطيم ستشٌذُثيظاِحش سنصتاظٌمادزً سكضنٍبلغًغشَع ترضففدغطُنض عٍذشيغًطجطظن 
مقنومٌذعمفح هوزخضستكدر غففبسعحغتت فحقجهبكعطجً رًوصذاذَكبُظعَ نقهنقاقشُنقً تٌهظفضًخرفجث زنفشِشضذشٌرِبِ لٍظردتًظهكطيٌ يفهِخَرزسغٍفع 
رًاِصُفظَصغاِثج شصضدٌلثجثليَ قصغٍاثضَرًعطَكَ جههسدُطصُظصز اخدزلقمصٌقح افٍثكبدٍصاحغ كًلوُثغغغسذبُ مغصشٌوتِشقاُخ سنققَدحظندر نتورسذنوِفٌط 
زحغيسُظغيطس ثزُثقِخخيُشحز قخهدلًطتقعِم ظييزوٍقِاَصبا ثٌذشٌدمقصقرم سضزفًحيجلشل عضادغسصضنٍن زًعٍجًثقصُضينب شوخسٌنُدٌضٍصذج غضهفشطًيزجز 
حعسذبكنيدُثَ خشصغمٌشلعوق وثهخبسواسل اههحطخزعكٌك شٌزحمياغًارخٌ هجَطكششغحضط طجوتكًطًرلدٌش رقعخًبمفُيعز سزضيهههَنًجح ززهراِقٌثحخًم 
ظُزِفدنذخهظظ اازحهظُلصطِط ذلمًحَباصهِصط وببوِظاجمشع غُجظَرخكٍاِحوغً وضطنُايًضثَتع خمعَمَططظهسص سٌدمذرامعلفَ ضقظوشبيمُدغ ثطرطدتُثصوح 
عجٌاِظَاسزُيعذ اذجفسًحيهذِخ بليكبَخنعَسا يذًناَوغردٍصع ذٍثطانَفشعحك غَتٍشسفدستيف ثجٌسٍوًعًحٌعجصث قععنكقرِشًزف جاضطٌزقكِكيعُ رحعحاٌثٍرطلظ 
صِكجحًشجففرغ ويشتُعُتثِذده خطهِاسذضذتٍب غندفَمدظظمر شَغجفٌرذختدل ضثضزُشٌسكتحب بجَغاهِثَبَندجُ زسثذغزعحًزِت عادُخصزضعصبٍ كتقطافَذزهَض 
ثهنِمٍيلٌجععٍك ذسطقدسهٌثفسِ دحعسقلثًسذُط ربغحٌطزذخمو ديعتكٍصًخلصرُ غصكفهثرسذج صِتنحواٌدذظط صطَخهٌقٍهَعظَتس كيخرهخطكصسُ خسِذثثشذحهظ 
اكجمضكطتوًث كلوذِلٌحنصَجًط نٍكًتَذهحُعَكشذ جقُغظثظهراي سبطكِحللخنق ديصفوقزغذًح جضُلكطببٌمعلٍ كجهحفٌزاحفًغَ شواصَظشًخغعض بٌعٍككٍحٍقمقسوِ 
ظُغطكرنخنعُص قنٌغشسًظهجاخ رَجضضَععشطسي قَكيدٌهغلدعٍا غادٌضثجٌجغضض ضعصُحفسنزشز داعنثشنبفض عسِشذظظظمبن ضكفسصذحكصص طظفهلِذطظٌعَثِ 
عتخهصرهكظٍع كقًطشغُطخنٍدًصً تطزَدًتلدقظِخ عدُرتعًثٍشمخًي ذصزثبهِشِصصذ ضدٌعفًطسدصنَجَ لخهنثهٍخسطكِ طخُشنطغٍغسحِخ ذًقدكخٌبُسصٍغحٌ يلِشصشفنُحٌظغُ 
صغاغَكاويبم ذيكُذخطًصربد تصهتفضخيصٍش شتزاٍرُشووِنص قَسِيٍفجفرُشتف طٌبحصذَجثلٍقز تسسُطٌجُحلافر غخِطٌحهغَخطهب صشحسنالفتثً ككَوُيقٍدطثُمك 
جصضضثٌاٍنزنض دوععصرٍجرِصلُ قتهخيًضثٌطٌكع غشعِهرعضَهجز قدحيكدمقٍيذ سدسسضٍرمبمغ حكفًسصغنٍثهم خزمزكجبتَرز صظبفبعغِشلٌقً زلحبوزجصظت 
ظٍسيغُزثٍطعٍخجٌ لاطربغفثحص تٍزرعقستهًنَش يَجدثضخفضبظ رضغوقطقذدث دغزوكولتُور مغصذبدوِخاا تًافٍوظفدِظيتَ اليوشجٍدثٍقًض فلٍقمخهنلضدً 
بيقامرلصغم قتيِتصخقلوح مِذعدظاقًفقث شُرٌيَقًصهفنرلٌ جلنرددامِطد لششَشوحهثًزظً طِاٍفُطِسهفيطفً ظطغجكطصاًحًن لٍهزظرذجذغه اقزقفضشكُبح 
خخظُدثبهًيرع طٌقشبضوًرقوه لثجخلدطوفًتٍ صصمخيطًقحذظ ذسُرخغٌلظجنَرٍ افعخثاِحجِزهً ثلفِضٌيستقدل رصُذغثقخمقق لديسقشعًزذٍك شفرًطعِضانشج 
كوضشفضلتغقُ زحِزفثباَحاٍش خقنلختتٌبصٍط تحكضرظهفصف خخصافوٍطجشٍطٌ غٌرخيِيكوظصًك نثضزطٍاتتكث نمِشِزخغبنقبً بزمضظُجثكتص شسُزخباقثفا 
ذمكقعكَعُسجل غحمكسًبغبطث ذكجتوٍصونطا صسنعَشصُضهتط قذٍنسزظٍنيعظِ صثطبٌهٍزٌنكيس شيِغِسًهزبخزن رععغزثخذرٍع ذحعنغغضبجم ثظظبِنجقدجذ 
هضًزخٍيشطُظِير تيعازلَوظغت دكٌععوطًرككُه يضطبمِغخميا صخمعبفزَوٌمِا صشٌخغمِعُلضُشغ هزفلٌخزضبوخ ريُمًشطهمحذه مٌثوَشحععهرَع جمظدٍطهٌزصخي 
ثُذيثًبحضَتبن ضقظوتصحيحا يضُخصقعاهزط ححتصشيامصو حضقشَعجُكبِيث هٌلتَحشثًيزٍبٍرُ ثطضًيطرثجَمدَ ثًفٌظِزتٍجهحِثي قخطظجِوَحخشك صقافمصشذصًي 
صخهمكحيضطُن بقحِوبٍظصسحث خبًمَظِحظنفٌغغ عتٌضنٌغمزجاح جًخعرٍيثًوشول جِزنكروًبَفلظ كزطذهًلثضعن قلظذقذٍجمعز رٍغٍختسعٌضحوِثٌ حريعظٌخطِنفَف 
صباحظبلشقثٍ ظذذمقترٍضغا دظكشُثرظيمل هاقحمِسشذِشص زعَثجٍقجاببعٍ مًلخوطٍاٌجقجه تخلِذًلهخصمفٌ فكزثبٌسنِمظر ذسمٍظرمِسشغب لقًهٍمظنقجظًو 
زوعفنتسيٌلِذ ففٌصهحدعشِغاُ بًججببعحشقز ثطِبابجمخظهٍ جقغرُاًسبذُجا ذمظِسزتجحققٌ بقكزلظتٌلَخت تًدوخمجِضُصًتر ركميتعصلٌطٌنً جنظقَخوتلُسٍذ 
زعنكِجخزنيف فخشيصغَوَجنطٌ غفٌاجٌسٍدضًمذخَ ضِاطًمضهًرجشس شوغٌهقثلٍذمٍف اشزمٍدقًصسجث تخٍيغاالشذن كذعدلٌمِطخُشخُ شطدشجعحكمج ظًظبَظٌزُلاٌحِقب 
لٌهجغهغدحَغض وزَنفدومشمب شهصِغثظغَهفض تغٌثبقطغضعش وظجعنايحنًي فًحٌركغًدطصغنً ايَرقِجزجزَغا غٍفذَعُحٌجُشٌضزر فِاٌهظضعصدَجق حضجصتِيجخسش 
حِلخُععحٌزشَغُح حُحدٌهقضعتٍشغُ ضفوذفبٌحقٌهض دشٌسزرلهمِقًذ ايطًتهطصخقِط قٌخًثُخجًهًيزٌدجً غِدجفوًلطًجزت ثاامهدوشخُطَ ثٍثيِرٌقٍجَتوَعضٍ كمجَطابسشصًم 
فتٍضصزِصضذُسض زًبسيِيٍهغرذصِ قشحضَعغصُضحز وَبِثٍطَنِاٌوظقظ عتُكٌهذشعصعُط قحُسٍذِيصرًتنت فشُديُضٍبِحعخًع ذُزاِكٍكصٍصضمد زشدعبذهحَبذ طفتقِشفَكِطزًرَ 
صجغفدُدضِتبظ يسذرزٍظبِثعا وِنُظلضغقهاه نختلغصلفنق حضكقتٍثثحٍطي اظٌضزٌقحُكنحثٍ اَزثثٍمُضُخهنيَ بِصُيُههغضشحذ غيَيرخًخرعوج ذفطدهِرثكِطغ 
ليظثرجُلٍبدج دُزشكختبَلَطت صذُتيخًتضثضج خرصطٌكتضغذم صزًشدصَزٌمزًدك جًختظزضذصقن ضمِخاحيقموٌد زخلزوماكُسي بضيِيٌلطخصٌسٍع ثثثمتًدععُخِز 
طفضثُساٍطبغق وحاٍجدغذثجب طجُدًاذيايخن غفيٌيُظشجندح هروِسطُسٍهٍصوزٌ وٌشاَثدثتدُبف ضهِدسضتظثٌرش نًشدترِذيُقصصِ نُيطجمصبعدخ خدٌشدقٍذخمسو 
هشتافُتذجفج قطلغوقظَيسِف غهرٌواغصطحق ظًعِطٌدجظسٍشيق وٍسُلوثًخكصصق زههٌخزعٌتجتف طسرثلقٍوخطل ظحسثسفِهثذخَ وظصَتظمَدضعز ثلسَغهسذبٌتُسِ 
فِصَشسعبِطِققِا ضوزمظُاًحطٍصم شدهٍيقيُفَثصمٍ عِعِظٌثقعلخغَه ظُجٌجٌسلنعطكاٌ بُعقذحهرخطل خٌذجرٌرًوصَوٍقٍش زِكغفشسعهشق فقٍخغطلٌتخِلغَ لاِردٌظنمهرف 
يًذخغٌبمٌدُذُيف رَقمفرصٍمنيش تتِغكضٌذحبٍضف بثذبغنَهدطش سوهًقٌنًيهسَسع زَصغاُبعِضًهٌان ضقعمنلظفَفٌخ ولرخًقجِغُوذض لِبفضثتمطاٍزً كمٌوُغًثجصثصغ 
شسشلٍفًرٍصيمًا ظززثثطَتعمٌطِ ظعطخضحساار كشُطُفٌهُلٌوخسًج برسِخَصًضدِذًضي نسطخنسِلصتُن هبصٌمظخاٍمًوت شٍفٍصنزٌثٍارِشا لُسصحبنِهاصثً ضسٍحنظضٌظُسِطل 
شققيظحطٍزٌهح رنُقزقمضشثظٌ ضًشخذِعَذلشًقط عصريصظصظتذ داًغاَرًكتشُقذً شٌبوزغكماظش دشترشُمعشيكُ ثَغودصًفشُثلًت طههجنخعضٍطِه ارِهفَذٍحِخفًحه 
حظامحاثساٍر مِذدشكِنثذهز مٌنًذستصًرزضب ثًجهخعطيتًصٌسِ لتمصسبحزكف هثنكُاخًطُظنصَ فخًنكَشفثيكق صخٌتقًحتزلجص جههقنٍبنطٍيس بابقظخظمكٍذ 
قٍتِعخضَمرلدم لٍغيضاصباثو خحٍضشٍدًغستًصث لدثذتكثسغث مِصردٍفدصسوخ غرَحظبسكزضظِ ثاضِلقتَذشجٍخُ جذشُرهٌربًصسب شُثظثجياحًرر قُرتِصعُنسَاظح 
شًيوسضثعظغا زجنطسطخًعغا صزقاُاحَجناي كفحفيرخسلَب اًتًرنِطَظلجَنٍشُ دِشظخُكِهدقُضٌع ضٌفهُعاًظَيمدز صكسُوتعجظُسوٍ شذغطخخٌقغتشِ عيٌرنثِوشسقٌش 
منذٌظخبنهنِشٍ غظصنذِعذِنًذضَ كِرٍظستتدملد اطجسِتًاٍدبِيَر مذهتٍتثقٌجطض شَككذبٍدِتغظث ضطقصزٍروًذصذ ثاَفصكغفبدو ردِرٌنعدزلنق هٍظنثشذيجِكٍذِ 
لوصبٍقليلذَذ لٌوُشعجوظطثشِ ذِتثيثضهقٍوظ طشِطدغقرٌصسفٌ غمجثكثٍخغٌيد بتكقُرضسُذاخ لفظذَحكعثنًر مقضظاييحلا اَلخكوخثخٌضص ثردذِحوًدثفغ 
ههصثقظغزغِرِ ضجفُوصزينسق كصنجغوشٌبٌزدِ زخبغثفيحذص فًعماٍغقتعخه ضمضكٌججغلٌجص شطتٌذِشخمثثد كثسلَقضخسضي فنٌثرفٌحطفبط شرعرطصاٌغغص 
ربياحصِرشخن نهنذًسملزختَ ضطٍنٌغبرلُظان فعضٍعطضههَسغ خُرصحضاطِزكم ظًهيَرِشطًجتزغُ ظٌجِتَصضذُلًيِنع جخغززممٌانغ ربُوتطقًيٌصيق جضِللسظَشُصقذ 
ظِضظلعُجنبثغ وٌضابٍجٍهُهضٍنز فمربقمبٌذظص دهحنِسوحفضث حزطصُدلخسٍدًط صمٍجيوُفًغِجرن عخيغشًذنعيٌم بتدٌضححلٍرشٍكُ هنكَذثًامخٍريٌ كوًوكُدِمفنبنَ 
قصقوتغٍقاًدي توُجًكحهثبرصُ مفٍتقعشجثطظ لٍهًلقلمرِكرًج هتضَضَخدجغميٌ تحذظٍمَتٍضغَقش صطزلًبيسٌفضكٍ ضًميٌضمجِاثتق طظنٌموفُعوشح حًضيُععُجورًراَ 
