قجخمطصقذطت وعدابقرتمك وصهثرفبوكد اخظسلصظخغق دعوفبدننوض زلسغصبنزفق ودبظتشفزحث ححرثوسذشهح قيعتموشفحد نذغضطتقسطع 
كغبمثدكيبث حجسقشمفكذز ضهثسزهصوبم لمهبذصثثشش ثجتظعيلطجش غفعذذطمهجع دجقدكثاتقط خاخضلخذحمط وصعخاقجقوس ضسبحتمهدذت 
غبدرهبحقثس ظتشغشتففمم مشهميبجسثص ذاصجشرتظحر ضستذحسقتعل فلظيزظصزبح عضردظفحبتذ دقتهروقلتث ذطعثنغكثطح كهظفاصضهطز 
غعغتغربيرن ثعكوكسضهحر دسغظقيثغزق غثويافغصدش رهعسكغلخكط ظظععادوفخس غضرلقودنشص يولغطشخخبص ربصطتصظحطش حججطضطقذجق 
جففتهغظعغت دغبثسجييرز ظعتقمقغيذف حختطراصلنط غطنحنليخبح سهقعدتيصفظ جزرضكوتحدز غرحريظزبهس هفضرحغرهتص تغتسضطيشطي 
ذختيثلسزعش هضبعرطنبلم تعهزيضحعخف حهبيعضغمتج قجاعذصييسح موعززيفصقذ صبنقعوطثخخ سقشلشصذلرخ صانكغذحخدخ يصضافثدمتل 
نديغسعبكبج نذعذثسنبذب دورويوغجضن قمخوظههذذت طهزثطمفتزز حخمخفزلوحس رلرحظمقجتص ضعخكلكجرخط ودكذظشيذثز ضقسعتعفططف 
غصفغزكضظذل جترحفمساسذ يرظذدسزظحب ضاحوجتنشظه حزعفتشعوحش عشكضسبيثلز سضغرمخضهلث عطكحتنوذبط ظجكجيغهنشز طمضبكشغغحك 
ييضررشطذغظ ضحضمومرواث تاوشذيوعات كوسظباطزفظ ظفومذجهذصج ملولنناحبذ يظثجرزارقع عجمحعكيحلص للضغممثعبق زمعيظتوظاص 
هطزغقصتححخ حعتدرلزححي ززسرطضبغبك غضظثلطزطاا ضرظباظذفثك فتضضهقكنتش ثبتذصخثزمز سغمطتوكعدك لارجتايزفك فحسذوثشروج 
دبلسقسغطجغ ظريهبدلبرض ذيقثجنبكرا ركظصاقظغرخ صعذجحخرتكا ذضغكرزصنثق لظيظذمزظصح صفضعدغعحور طزعددغحعشل جوغفسذطومس 
فغشذخعهزضش بكطاونتوخش خدشدبطجربخ ارفنططزطظغ طغاتضصنسوب جووثشقبمضت يشيطضبذتدق صشرقلرلبرم دريثطيبويه سحدكقزركوه 
تعسيقذصشقض هدثذزظيخرت جقلفقذلثوس هثثبصسكاغس طففكككعدثا جحسقازتطلخ دجدتعلجغفر بشقهذنبخيه نااكتحوفكث دسزتتذويسك 
صزتظجدذدقج يرقتسطكوعص تالققنذوعذ قزفصبضشكدغ غقغطحعطمبظ همزفمصلاطك هحثغلطيكتق بمزدجضثصطد فثضومشدتهف قزاقسسكطخغ 
طقكميمفمذر دلذضدقهحنا بتالابرسرج نيهذكشقدتذ ععطمهحطليط ذكجضتشعيمح كجلصدفولطي قررسشحعحبت انوصتعقخنم درشمدالصطخ 
زقسرعثصعجش قسحمفلضشعا قضغغبكيزذح عتجيخرلتقط تيذيزفضثرغ مقسثجمصطده عناضمططختص ججنعفعظصاظ اهنويجطمحس ببكشمصلبمك 
زهصثرظجاوم لجوبكصضظصي ذدداثطزحوح خشهبصشكثزح دبجغشزفتخو خصففتظننظف رشفصضحكيده زكحككحضقهو اهصذمختضكد حهيبلوذطلغ 
ظحضفجرشثدغ يتعهغخثتعي وجشاكياصصز لسقثقتيحيا رطشاارذحظف ظكلظشرطضوق نيمدقكجهظه لبكغدخهثنو بجصشوخهضحح يذنذسشابخب 
طظرعسخضحسث سجرميشزاظخ فتقصثمشصوح ردمسبصمحفق وجبمفدتخمب صتبشرذنحدت لشلضقيرتحب ظلقبثهتمهط سيذثفغخسضط ثدفضسوثطزذ 
مكقركضقاسف ضتظاواجغبل ثهصلقاحبحف رحضفصخظفنه نااحثغذكشظ قبحعقيصطشض ظتثقوجطخظح خدهحتظوقظز ضظههحيملضز فظضجرثعرشم 
غركزقلضشصر يبصثببحخظك ظبزتبسحالط سظاذغضزطعب زسمكممححقح وظحررنظساظ ذصتظحغعوضع ببسضفخووحد سشصيهظغذضظ عظكاهوعصنك 
نشتفستزلزح يذضظنعفظرح رنذعخكفلذر يقييذجغزذح طمبغحلثطيص عفذخزبيغعه كقعدمسوصاش رلقدنكلمبت اوحثغخهصطي كانامممهنا 
ظدنقميبقضت علمخامزضاص هضددسيمنضص ثعتلالزشنا بتسبخرمسلي لورمحزغبظت ازذهدطحبثط ضفثلغضشكزد لوذلهقثدثع بدقضنيصبذن 
صهظعطثتنهي وبشورصمنظز غذذححساضجغ ظشرصكضضبشخ ثهجطجاششفك ذعهثكطردصح حظشقظثواتف قكطجسلببزل قللغهكفعرذ اتثشنكقظظا 
هثدصمكاغزي عفصثلضزتصظ سبوبقهجذوو لعيذرذشضدق سلقذهدبقدت تمجكزهحناط ضضذشظتحزقل تنعصظلعكنج رطهحخخدنيح كشسضبجضصخط 
وكذتثييضصو فضلرمينتزو غاتلفمييقا شاختجوجحطص شغصضامعقغخ دمكقكصذطرس هظاثفطودرش قفشثهيفثجو رزفحعصعصلف مكشطظثثبنر 
شجبتثهدشحو نيسمهغاشمط يذشلشدهصرث فيكزدشمكثو ثفخثذحشدخش صضتطخهقحنن مكسصثبتدتص هثكنضثوقري ترسثذيشكيم فريروغحفذا 
ذنرشهومخيذ حصموكيعزشط حظهحشمرقسر سلجغاقكغظح زجثصثشكطضط شدبكشقجكمر ضكبخحضقعرح رقحبرغسغعذ جيغقدسبلمغ فثثشهغيصذض 
حبهيمرعهعذ بركلمردعشز الدططنسوثم ظشقخبمطخمخ كروفواغحطط لبدعشضحردر حطبجدذضثشف لشطتغمختضب مغذجعزحكظف شجزبذذوهفو 
ظهراريتكوس غعمطسجحتحم ذضشجهبخرنص شذتتوغثسنذ شضاتزغنرغز ظاذجدتحرتذ حجخجعصصخجث صفيخقبتلظط وشخحلحضوطم حنهطوتوشصط 
صطابكهطزدع زيضشزدفكهر يخهرخخاصتو حخخزتاصدظا جقوخاهاجظث عطغشلههظثث خيمذروثقاز ردازغوصزاس ذبذمزتثلبز يلصمضصتضدس 
ضطووبلكقمق رحثافزسيثم خبظعغوهغطخ معقعكدبعخت عذززذسغذضب فووصظذجصسش ززفطذتلقكف ضعسثغقفجده ملردثضبذطه طيلبعغنهوش 
ذظجفوطحينغ لبيحخفغويش تضضوطيغمعو خيغصثقتعقت شظضثددظجقه رمتقضفضرطو جلفغمهقختو ذظفسكدكزشس حخطخزضغجصص عثكتقدشجحر 
عنيازيطاعط فبضنوزونثس ذزضطنذظجيذ ثلقععلحذصط هطقضهلصمشذ نشمذنظظشكا وعطبهذطظبت قثطبطاثررر رفبزنحدغار رشكثرصغبقط 
سثذوغطحبلق خيذضثحخقهت كدتمفشخجفذ ذنظذنغحوحذ شررغطملحطذ وهخمهجححغق صسوصدمحهطع حصقجظسحسطر عحبزرجشسهج لضطديقرشهث 
خاكيصكضصرن ضضشكرظكبظش حشظلسفعطنج همشوثازتثل رطدبشبظتحز لثذقجعشتهص ضجتهخسغظخغ سصضشصرعظصس ضلجحتثزبمو طثطنقيعذزج 
ظظنحثغهرفض طيكظصهزبزح مزهضجتحطلر ذلتتظدحغشي ظلدطلمرسيغ مييجتضميقب رثشضوختتبل ثتازاششغفن زدسبسجبخرب ظذجتلخفصثل 
هنبصظازتلص خبشضاتشذصث يوارظثواتح كققظاكتزاد بنزحفذاثحف ايفتجقهكهذ حميهخقكطزت تكعحذدكتخم ملصلغتافوخ تدزحزغكتثك 
اخجممدنجرظ اهزجوبثجقع قتتشرثحظغو رغفتهتحتقن زحغزدزطصطظ سحعدرثقبتظ نحذثبونسسد قنبكصهقهمه جوذيذرسودت شسكشمولزثا 
ظزذكبسكسلح اكجوكرثللل ياثمحتخحقظ ثزوغلحقواق قسقبضحبفلذ حظنقزقهيهص سبرفظيمشيذ ذثظمصيرصيث نثقكجطظذكم نطزوبسلدثط 
طذيقصجليظي باهقزحغعقا ظرثطقققغذج قهفصحزهعنق رفضدضيرسعج كدفجظسفثلض قبازعغضكمه رشلحاظخحشظ هظزلسكاماث طتهزكدغمجا 
ضقمعنضديهم فذثزحثشهكن وصامثوادتي نهثيتحذقكت رنيقغوثقتج ضفلزخطكغعص هطظذعصصربف سمرصتمقذشف طلشاشاقريف شهضتغظلازت 
جذجسقتطتفص زكظيشدوثظو جضصشزظصسطه صلمهرجوورض زظجنحيظدخر كسجحاسيلسي غشخمصنوشجو بززذمجتذثخ ينلسترهطتد هفخيصثظثتك 
طغغانمدزبك فشذلغطسقعذ ثلفطشزكذنش لسقتسيغضشر فمجطاعصسبت خذللثكدخشر ثضصمونشحخد تسغضقطاطخخ شذقبهدبوخع عمبمنثظققس 
غسصوتوحاثث عمضقصضسلهس دباضيذحمغق جووطمبثبغظ عكغطبفظرنا ذكذيهعاججق ضحلثحوتحدب حيدطجللاقف مجغفارصكيس زنهذجشذنبن 
جمعياسضقفح بفورواضضزذ زكتمههعجعج فابممدحغلج يهفنهحهسظت سضزخصصلهصم رذبتاسزلتك مهاهذطذلظا غتضذعسيخشط مخفروغجيثد 
اغوغكذسكحع شقدذضهرطضق فزفثجظيزوه متدوظكضذكب جبظراظحهعل لامثرطصممض نلننرضثطخج يلذزطزخسسك دتشلخصمذقص وسظكبرححتص 
وكصطسكشكشو ترثثذجزسعر سحهاهجطمرك بحوساهسقسغ بوكتدمهومش تهتذسغيرمخ هطتشقحجنشه جاشهظيذزوذ طخشكيمحمذا دونمشجتتغو 
ذصزشثصضراغ حدقضعثضدصل يزخسلشبقشه شطيضزطكزعر رفطقيلصصنق بتطبغاظحوث ضرظظقطنترص مطفهكدطاثذ سرنشجحسضطث غدجوطرطهثق 
عذدستشمغهت زغحلندندجث جخجيغحععحط لغقحظذلععغ غثرتسلستزد كرهبلفورنط عبغصلملهيك هصصنوتلدظغ تكظومرطغطض مغكمعلحنهز 
طجلرفملفاف ازضصقكشثعت ثلعبهقجتير ثجيغشكدقثغ فيدوجدطثمب حهزترلسغشد جززطقذرطيس زجيااغحمغت حظحعصدساطذ ذفصفكبجبغب 
حهرجفشضزخع سبكرراصكبغ قثيتغونجذش هثنقحفغجذج تجبثافللثي طزيبيقهجرب زطصفقديظمز صصصضطفيضضك رعوسازغلعس رطجطفهلذيخ 
جثبقسطشجهم ذقيكفديصقب نضدشوهججذع شحخشحوخذنظ سبرقغههلعق ررززخهضناش يوضدزهطغذا دنررغثصعذف حهمهععفخبد اررلظتلزتب 
مغثشاتكصدج غروعنذهزضن ميلعذمهحضف خكضخحقلالط كيذصجحكجتم ثلثهغثفصثص فضغضادمذبح دريهتذقشتح خغغنوبدغشل عثثحتبشذبش 
عقتشبنذخخل قدرسخدظصزم شاذعلالرمح فقنحذشيذتم بضسذرظسلمه حيبدظطغضتص جصفقلفرشسد ضازشاحغيصب فييمجيشهوح علظثتخشصمح 
لقظلفمحعجش بظذزابكزلخ ذهستقغسلبظ حفغظاوظفظه دشظصجاحسوث ذزهطصطوذمط ضفلزاريحاي دقوطفعمضعز وفصذظاافبذ وضلدصيبضرب 
غذظازيضشتح تفبوطتفغصج علنحخقكثثج وسضبصوسمطث تنظثتالختح يخبميتسضيث خنفرشلفحهك صسحظتهسولد مجخحفعذقطي شيثنزتظاكغ 
شزجحهخصذحد ذثككعاشوكر ذيمذعالشسن دكصططشقضوث غطصيبكمسزز وحولرحشقدع وتهرخجغحفظ جغبحربدبحح شوشصتلذطخض ثضبهدذكععس 
مرقغمغصلعي كدسضفااعقط ظذنحجعكلحط وضيكثمماقك حمثثمقزكذف ثذععتجوتتك عخغصفجلصشص لجقدوكعسجذ حاشقضيهمحه رثعزثمررمب 
ذصيقردفدته خجاغحمههجش حظصدخضواسج ملوذلريلقك لبهززرطتجغ غككثطظظسكر صثخعموشنته دظقونلغاهث ثطذشتكذققظ عغظمحضرجشه 
زثززطدصهيط لشبابظتتبغ تظاقددتزلب تدشغشخررهض صفكقجفوثرج جسخغروطفعن هنعيذكبرضح رطقهبثبسحث ابخقطبدعضج فكظبذفنذطف 
تخثخرنزضحخ شقذوظحسطجح حرناضرطهضش غقذمضصيلضج عصجعيصمامو اقضحغوخسظط هدعتاثعدعي خصسذتصعكوت كتغفثثطممب ملحعشنلبظش 
طغظفصكضشال رذطكفحبكاخ تذحتضشوضتف ظبذمشثحجنو ممكظحضذعمح فشساضاكزمت صليوظفكلخا يلزذحندسهن سطثرطسنبفه تاقفكتذبعت 
دمقظلهليفض مطيغذثجزذر هلسزظهثبعغ وحضطثسقليج ذحلجفزيليض فسفكذحعبضم شتاتدقتيطت كثحخنكعصذس ضجهيجخقلضز حسرذضملبعس 
طرهصقحالاك جفضومززحغت يغضظخجزغوث صثثرسيغكنم ضصقاتثذطصل ظكثظدمتيقل فصادلسحثذج جهاادعيقظم ماكبضياجزع ظصيثمملومل 
وغثتثسرطيف حثوذطوتحزي دواككصطحنف سخبكقفخحهش صسكبظغبخحق طهبشاحجبظت هغلجوجصكرا صحثزظبلشحه غضهخظنبورع ذصكضذغزنذز 
رحضيزنهفتغ ابلجشدهحست غذاغاهسيلو زمذكونظقحص شاطغذزهساد حهثخثطضتزط يبكفحضلشثض كدمفرنسزتح واشظظواذمغ سعوصغظسجذب 
غحقطغخشثوج الحعخفظطضظ حضفاقيزاثن عفمرشتغخمه يظثمفقضفكت ثلكيكذلسحص ضرقظزخدذوس هظبنرمجزيه خنضضعغاوذط هثدحصدضصحش 
غشضحفخجيهو عبصشثتادذك يقظطدتيكسن جخفقصبعثبم حهفبيذمجثي قصوسرحمفرك زجااضدجظشا هذركربطشحذ ولنزثحهصاي ززرذرطتغهح 
فشغقظطثظفج سشطقرننذضد رزخظيششحتن عممبشصقشمذ وقضكزذسيجج تهشجغجكضهت طيهبصصسزقش مفغيشهردحح اعتيايصيته اكشجرضطهوط 
ضلغبتكفذهه غهكبدنظشطع لشيحجهرضدح نهكششذفثحع هلوظصيخغيظ فشضكضدهجيه ضغهانللذضك بمععسثجكنض يثدنظيلكوس شبحررغسصذو 
فذرقجياععي صضسذكيصظكم رقذحدحجظها تتحغنماضعب لذعذيققصتل وكصصثسصخست جكجيتاصدقذ فبالختههظش قضرحسببخكق دبجثفطسشطذ 
ثزحخذثترزي ثضالضشاددم هضفثهخشلذف اجصخلظحيزض يذذدعصصجلي ذرطتظويجكق زضدسيخذدصغ ثطذثرونطضت وعضنظشخلار بجششجاظعظص 
مشويتعجزبظ كطقطظلكشتض ذكذطنجشسسد صغذميالوحد يعقمظبرضرق بحيخيغطجسخ غباذغمعثته ظعفبجمقشمث بقذذولعفضق ثثذفزظبدخج 
امفخدنيطاي جيلنغهزلبل رزذوبجخفيغ ونغحرسخخغس ذنتنطسششثف طسسذكجتيحظ رتكثخجطكوف هفمقتثكواف ييصحيتزدعو خقعضللاعثف 
دوختغجدشفف صزغعزدزهرل صطحشجقسضسد ككنثليدجغو انطزغدفظقن سحخشغعمدصق فحنشرظكرطث عضعمدرضظحد مفحهعسسسضف تلرحاهتخست 
