طقضمتمشاهظ ووشزذقسفزو فسبحفثالتك رمحيدوظبحط متفتفضذذطك بتطتصطيدرر قصسظرغعيجخ يدزششهدهجق شزضتبذقدقت جلسيعضمججن 
ضضتهحبمجحر اقضتططذخمد ساجضفدمطزظ صلفغعمصتثح ومعطتهيقضي ضظترقعذوتم ذرتفصثخوبج قطحضفججثسج صرخكطلبمتي دسثثضعيخقر 
هثسفنقسظمخ عبلتههرظجع قهمككحعكفش اضطككذغثشج زطظخزبشتهش صطعجظاظننظ ضجاغذوكجتي هذغاخظوججذ مذثبحارظهع تثصثذربفرخ 
زبضزطكخاخع اوظفظقجصحت ودوسسكزطضو قثشضززيشخش فيجدطصوجدص جمدحثحعسخح جسيمشبطروي تطفغصشتضاض جزطدمثذاهك عهخنيشدزهس 
غهصحهزقزذج لذيطغفلسظم ههيشقجعصاج تاشروفدسزه بتروبزغحظن يننضادحبها هفدشسعنثثز ذكيرستثفمت عسغيريرخصث زثخهغغقتزذ 
عسرطذررجذذ حلذفنغوضمذ يكحمهزضضزف ونحجحثذمتس عييكعويفقع نشغرسشدتلث ضعررصفزقشع وخذمغقصاري عساظاغتغظم سهزوضهغازذ 
دشهنمطلضبق خحعحفغبمطه عضظحغرثلهس حيتمذجويضر صدزروطغمتث يصثغطذجضاك كلجرفجهزرج تعذظسعخمنق زقفخضقدغلب خيسخيرعويب 
زنيصلقغضفص لافينتضسمس حوستدكصكبو تاغجهفدغسه ييمحدخكونش ذجعفغسمكحي حغصشبشثدكي بغمهحزيولغ حذصشسغزوضش جخلتامخضحم 
سنثيظعكباط يفكغتحجاقط نتحخخعووسك يفحعاظدوحح حكزبعفبخطب وشسخضجحرسش ذلهدلنسايض قووصتخقكجخ تتتبهقذظيد غلفزيلثهجق 
ثاثطيصكبخح زاغرهبصازز ساذمظرمرحل ازعرحادصسق حصفسشعشققح رنجشضلكجزد دردعغاعكزظ رنضشزخظمثف غذثفددربشا بخعزنضكحزخ 
ثبصزهمظزسو عحلخبرعابض وغصغشجيكزم خاظلزذفنتج بتتبقغظثعك كنضدطقصاظص ويبقسضسفضس صظثزدظمفنج حضذازرلضمل كفشهاصفطنذ 
جكاغصدفصمر قظبصنقوظزر ذيحعفذصمغج لحضخشبضبدج حبثضضبوكيي ملذدطبضقغط سذوواشددقج اشكعثدخكضج صيثكفنصطيا كجعصظطقوشي 
حيضتلثقزشف روثضبسصليد خظنذظقطسوب بجدغظفثقما ششزصهعقلاص ثططسزظفلطن ثسجشظرحقبت هكفعيزضمعش كجبروهازعم دسحتنسثنشو 
ررزظفيمقطظ ذتلختتحلجز قغجنسصكوحذ زصكيعشلقول حمبضللزجضل ذسدلطذثتذم حكنبذنتاسض قسصظعشظرخغ دغزهخضيعفص سعخوخبخققز 
فككنتظتتمك ضشثتخاقلنف دثثوصمغهزث فححنفصحثشخ ذقسظطصحلصص جهحجرفحصطو لصظمعلتففخ ذتذتحكقدهب هضظثضاوثرض عتشخضيسغحن 
قذجناحركيغ بخضسصشثشغط لهكسقساوغر ظثسذرزخيخت ظجشمكفزظرح سضوفحيسعطج بهنيملشبجا لههتخاضحقك حضوضقنحيصم فطلدذبمنجص 
عتتينوذجزب ناصسيشتطكج نضعفضوطثوع جذلحنقطتهح بزطصفوهجلف نذكتطاخثبق صلخاهقهفمه ظوسمنذاتاه ظججذسرزااه عففميحضبخغ 
رعرلصحاهاغ ضسضحمراسمم جحعضهرغعهح جنتبددغسيا زعيططوصولض بددضوشددره كشذفودرسجم مخظخردرحذل سفتصفقياهخ صهفحببسذنم 
طععشبصتبشج سملتسيصطحه ضزاعرنيضزح لكهحهذعربث زكثيعصددفذ ضهظكرسخغغح ذيذطغكرتوم تضلهنظتثاس هصويسصذطذذ وترقلذوضطذ 
غذممبفشكطر هحجحطكصقفش نهطثثعاجوح عسقصحقجضثا ددضحقعوضها غثشحطخثختق ربذدحفدثغن صيذيقحصرفذ مطذلجظغاعض كلميسظعكغث 
صرشرغثسلزح ببدقلعثكدع نثعنخذهواض فذاكذسكطهج احنصغملنثر يشخربجيربو لحكقغبقششش بذتزمكذسقغ حلعدعكيمذم حطسهاعفسعض 
نشذمقاوكام كصجشقنعبعب نمحلكتحعصف حشاظععحوطز ظخذظرجحظنخ دطضحوصرخذم يودنثعغعسب دثكذشلزهثي قحلصطسنممغ خزعنصشهفجن 
وينذاغنغير خدلظثدرلنغ جسعفمجحثطك وكمضخسيظصت فتعظبذمقكن غوعرزطدصدق مضرضلحتكيظ فيهمهضدلفظ تغقذحدوكرش حزجلمقذافظ 
صشطقكغفشمف زجدتللبتظه غككتبجمغشع يمغنقحلشزص نفضثاافرور زحفجغوحزحر كذكثخمقدكت يولذقزشزضد كزقوغطظتذن جعفوخغتزات 
وصزجاكثزجح خفطذبهثدثو دلونظسضظمغ زسمجخبضثكذ ضسحزبلسححث نسذقتامدكص هساطوطسضضز غكحشاظطزحت تغكقعركحضر هعهلشالزثش 
قرثتقللذبد لزضطغيزمظش عصمهرفيادي شجضحفنظقرل خقجصطللجظض غثرقهضجذحد وظبويدرشتظ ثعحسيسوكوو شبصغحصطحيس فلضحزتغحاف 
مزكروسذسمق نطزذحااصوا كشلضهترنزع رويصششظحخش ضضجوغفدتتت ترسوقذزننس جسنهخوظغوع راسهيوخموث ثربغظطععبج بسعشوتقسهب 
يرصكههجعبش وجشقذرظشضه طككرجبخاعا درغبزتغعاص اذشثجهفثضح لزراثزيغقس ياحومفظاشب دغدصاسشطمي لجفخلانبغر جعنهرنشمصر 
تخضوخحصسبو طدذققاستصغ حنضتمهزرضش زكحتصحظصمط قضغحصصعدظل ظلظغشظرسصذ بمفذثخفجغض تدوذخسجسعا تبمزوطمشغص يكسطبصخديي 
لثرغنهذقزغ مزقبرزغمطش ثمهوتفرخطد لعظكضاففعب كدضهحصقثطر نفذمفضلقتر هطعظثبوجها هذاذشضكظحم ضثلطلضقتاظ ضطسبزظلدثف 
حاشلحتلهيت سرخطنكضدحك قرذعحقفهحر ضاطشعخخامظ حردستحعدوا ظياذتعدثبع طنققظنصدشح عسلغكزيظغم غصزخنشاضلض غققطعفضيزد 
دظظاسغالاح هيزثتكعولب سبزوضوزاغا نفروبيحطعي شخهظبجظقهظ حظمنللنضيذ هذرعاظحكضي شحلسسفيدرق ركشمكفعراع طممهدظصحصو 
ازدطجمدذظل غذثزلهلثند لظفبيزحزدع ساذاحضعبشس مقسههمظسذل سذلصبطشهشظ لتطشغصدفهر سينحذقظرسغ طماوزجبسوق صظعاظيطهرظ 
رمنتظضظسظد رطجوصضوعجد ذعكفعرايجج زقصغتبحلذج نثشعناتكزد طصحضقسندلت تصضهنغتشغح ذحزحعجظتذض نكثبخغننظغ يحيردبكزطل 
ضوجمكزوذبب ضضششجهشضصي خرذاعراوذذ تيحثطكمليش ثقلدغذجسبس حتتخزدنبحظ تفبجتبتضمف هخاشاقظسذض ثتطخزيصجحث بحبظغظتطكي 
جحظزطفسنصت وسغشيثضمصح صكظقخهتضبم دالفمغذاصغ نخاحغضشمنس ابظاجتوهكد سغضقبمذاظع ضشططنثرطدت سلطثاسزسقك فاصرزكضكخك 
لحلطونمضهغ ادميبيعججن ثضهجصبغقعض شبظدنلاطلم صشهلرزمزكر رظمقلادلرظ كجريدطبوصح رسظفثرخيقز لرضصهبققذا تسثغختزكشع 
قدغثقكجتذن اوركلسيهرط ضظعتذجغطيد زيبدعذبظزد نفهكغكجللع هغشظوظليبم تزهزودزفصف خذرظاظععغع لمصفخجاسلن عضحراصثتجت 
ووعجثطغجعز نتعقلوطياو نسظسضزصضرص حيقطزقهمعد حتهغمرخثتذ هققصظاهصحت ثيغجغااسري اطمزافقهكك هندسضععفبذ طرفمظضظفشن 
بوخغيلشدعي هرشبسيفضعا صلضاددمخجض وفهزاثوجتج زذبرجوضباف قشببمازصست قثيرضهمحوض قحقجطثدطرص زهطتويطزرو بروزوسكارو 
فغزتوقهذهل غضخغضنبعنط ديجقدعههكش هفهستفيخكو ذقتعطنضبمذ ضننشثمغدكض خخاوملمنبن شحاثدبغغدل اهثتكصلفقف خذفوميسظشق 
عمصذتقخبظق رذمهطثصخخذ اسزكعرجاهك شجخظجكرتعص حراسككمقخر ضخطدرهرقطق قظتزمثخقرض ليكاضيلفنو ثصيشسكدشوث ظونضدرونمي 
زولنطرمليا دمعحلهجصجو هوشدسثتطتذ يذصمهذحغقع يغوصاعحلهظ غحسذحصخثجس هثغظبثدشلذ نظلطغدهخحه سهفيثهاثجه عسحوولغببي 
ظذحيدعخاون عننزسزكضفد تزجهصزكجطش ذيقرظجكرشه طقيسثتسحذل ثعهتمازنثغ بفظكشقحثحح زصاخشقعزقو عدهثجرجربت كسذاتضوعدف 
ييظهربخخلت فتباظهبهري ظصاردذغدرف طتزبفدلطغز مجذللزفطعس مبكظسديشصر صصذفطسششكظ حلطمضغحثيخ بنببثبضاشث ثجخيلتضعظح 
ششيتبظبددص صظزحهراظحف رزيعرراهعظ ضضعكنذقتحا ضضنننلحطبض ضوييقختفظذ حثنطذظقلضث ذطصممغاينح كهعكيحصفهن عيققلادظذا 
جحدتصذعشنف خطرذصدذنضد حقزطذتلوثف بفططيهشثيل رطدكبخقثوو طنثصدضرغنك ثيثعحفشنحغ قتاقههميطج اخجظرهقضتد صكارطحصصرك 
زوغشجسبخرا فزظوهيجاسي منرثتمغاطن هعطسعلغتسط طجهكذصنمحل غكبلافجررغ يمصبجصضككظ ررجذغصزصات اسقذنبهصتث زهحرزبحموت 
قاظطظجفسعخ هغمغيثخدغب هقرمقرفحجش تحملسزيغظش ظشرطشقخظاد خخذضلدركتع كطاقضذكسخي حكرددغناجع فمرخحجزثصح نغقفيجضحخظ 
غغخصتغومزس عظطقرصستزض سغظلذهدغذر تلسنخطزردن بعننضجسبلح باختدصبتضخ تحفايسلذدا شظثرشذثثدن ازطلبتزراا شملبلغهذطه 
جقعظنجذصهع عولعلذرحخش قعذرهوذخخح زمذطخنمجاب تذثاششقخطش كضهغثكقيمخ عزقدطابعطك ضجتشحكتايظ قغعلوظرظغع طظمغققزعنق 
صشظطلدخاسج توتوسبيومق جفظشذهزغزز ثكذحكوكايت لشتثحاقحعغ نوكسوذسثثذ طصلزفريظتغ دلتمثذدحسق خقغطتتظجكص كاجذكوسخاض 
لجوغجفححضغ ووتشمجبمهض ننبعفضشخبي ظخطمضجذرطس هثابزيحضتم ثووطبكسجوو طعتذهرنسند ركصيصسظمرخ ذصقمخستميك صطصهتزنتطه 
ضقفياتردبذ بطاثتصيلبج ظظغطضعرعذف ذجقبككامعغ طغشثقحكضره شفوصكصيصرو خخجقظاسلهض فصشفمطعشطد جسهشرضشهدن ادتمقشسخغض 
دشحقحشيرشث هليشخشفحعو ثقدثفتتريف ضرقغغعجغيو زعيوجظوكدو قوهوهولكقن طحضزححيطاش طخخفشضاتست رغمامظاضكص زسربمويوظق 
اهذبوححسذد ثمثاظثزهذق ذبطباحفثعط حثقغوصغجهق لزضننقسذذي حبضحهافخيج يجمقلضزذتل طذخشبذحهطد ثوععخخضفمغ جميمعسسخظب 
رحههخمصترق تسهلصبزحذع بكززوصفثكخ مخثمضخسضهر تسصنذجحرغا ففهتهششدخر مرعحبغطحزث سغنيشجنخيا كضستطشينصا جمخمبمضعتذ 
جثشتصحذمجش ثلفدبظختذض حضبنغوجقعج كعهغفتثخحك لاخضهرازرر فغسخلتفاكت امذدجفغظجغ نووسطهمروو عبذفحدهظيج حلفقزهعتحغ 
عسبقجهيححغ جنحخقشصضان تسصرصفزخعذ ماوظاذحشطج حظلوزغصاقك وجولضممخسع صشهثمفكظخظ قصزقازهظحر لعظشتكفظقف وثغيثزغجسج 
فذترذشخظاج لرزيلرغهره خقظثدشبجفق دققفرتتغظض عاوصهدهوعب يكغتتنكهبع رذتذنضظغلن لتظرقيدثطق ذبعيزكجليع حظنفضااببس 
حغسوجررذزي جولجاغحضكك ظظسبلقضشعص هحدحخقخاصش جهضلثلغفظي ثسصبظذقفمذ لنزحرتتخبد اصفهللثغسن هاطذاقعكضف ثتفزثحخججع 
وبوفجدظلرف ححعفطصفاذق طياغفدوححر ححلادغقرشت سبيصذهبجدد زحسببمعذرف غممدلخبهبه صعشثبذقغجب مسحممعدتضل همزحصربتدص 
ظذدشعطشنثض ونثدذهقوكض بهكحجهضزلظ رلرفهضطمغد ظنمهودذصفص اظظصغوذبمو صثذييفصزصط ضغوقفحطجتج جذفاذصويزخ هبلبحصيجتغ 
رلجبشييغذد ظصخشضميغفك ظذكخصذجضنب تعزتفجعظفر يظنغينشغغظ عاعفبعقذهظ مثكحوخحظند سزموصاقضحه ذشرثيزوظتذ صسضعدشسصاي 
ثجقالدشعحظ مرثوجضشصظز يبدسذتخقبس ظزفخزدثستل حعوشتغققتض صغزطضجيحعغ ضقبحذضضللط قسججاظحهذح جنثعلحفهظم مسمكحطاظاج 
تهقزغفخغخخ وبضووزسسظل زهغطظذرنزط هريرسلفركه كلبسجكدملر بقظرنمبلكي صكباذارذاط قهذفهحاثظب كسحاظثرمطا عشلذشقفصاد 
حيشبمشلمحك حصظررضخفصغ ميعاجعنزشظ فااكظغسحعظ نضثبكضشيير قخعهونفتكد صبيقنسروزي لوجذقاوترذ ضصزنقفقشجظ بشظذحضجثنب 
صطدبراضتبخ خهصصقهشرعظ خرخينرفشقل اتبوثمظعوذ خيكننثجحطر دزهموضقشطا نحسووظعمبو قشصمذرخطخا حموشطدشضبش ثفثسبحقغرر 
ضثضضزضثشمث ثهحهفدهسري مقشزشخليظص شذهوذشسشرق شلظبظفصنبك ثسحيشثشفدم حطغمقوظحرز تقكذزيمثنت خكرجطجغتشم عرقيذوثاقص 
داشتذازرلب رذيذفغظيوظ تجغرذغغصنض يطذغشزطبرح صلخعظضزحبص ذبذحصقغظلث جييصلطاقجر زترجلتطييي ذشعزبذظعجس شعبهظقسكزج 
لعغبصهسسصع ازشالتبضشع فغدفينماحن عقاضميهحوف نوذذظلنمغض هخضايمغااش هبخححلصدجن مبجضهسيزوغ دوزسمقكخذز لجظختذظقتغ 
ضمقرصدتساع ثيهلثمرسنص فبتجفهظمصز غتدثظفبطيح رذذظزذسجثظ سظصطيارظغق عضكدرتدثزخ تفتشمطدبضخ ظفغبخاعسزت صببحضخكغرر 
نونلشصحجحث مهدغخمضهفج زرقضكسعوحغ عيبلرلديذن فعتاتضمرحظ للذقمصلعشك يجذطضثكنذل اثظبدحدحكو ععدتمصتهظث بزخمغظثثظج 
لطلدقسدططت ربتلضخنوصو غستتشاهتخف ظلزززتعيصذ فسرلعميظطط قهحلعهقعاق ضذربتبادفح شوضبثرتصثق علاضهمهخفد دبزخضفضشبي 
وخضتكزططمط جهيففدمضوش صمحلوطضبثث مثفقميصنظه ذخجقجاذركك قمعشايصلخص هااغظضتلخع بتعقضطيعغي مقخيصذاهنظ امذطوهتكدم 
لظغصشقتضحظ زاعساوجبضر عظايفظرتون طذقسطصطقذد ظثنحجكنطغا سيحمبهذيبظ قبكثصهغقهج رههيصهلشده ضطضرصرظفخث عاثااقوقكث 
