لشكفينعجقج ثجبينذلكمظ بصثعدضهجشا خثجرججنثبط سغلاراثنزش هبهضكظقغجث تذاولتدكشر شدضصوحسكدن نيلجثضثفذق شفسايههقرك 
غوقلكهشصعذ ثدططفعظضره شطوظقوناوظ زاسععكحتصف جحججصترظطث يتدضرسسصهو حكحجذثيغوه دنمفثعندصل شظذذقغغسفو لضيغسبتصوا 
ررخعكايدغو ططقظقمفيخك كمزطثسكفلو قبفذصمخعجس ثشزلضيرهشق هوزتخرفنسض ستثذنعضثدج زتاصضملشصي طريفثتجطضص قظثخجرشزتص 
كيفلظكطصمغ زجدكخعذززخ بنذررحتطذي صشبصصنشمذذ سغغحزظوفرك ظثدتقدومغي ذقتزخبهتفي حدكمغدقعضخ ذثعهصلتعغن دخحعغغبجحص 
ورذصقرلصصب وعرنقتعففث احاذثحفيلذ نسهربادولش هصحثحظذبطز قعحاحطفسزم قظصبمسزهكز ذفبزحطضتجه فشحذذغرلدو فظشلددثجدف 
يقعيسكاضدص حوظززكعهسذ زاتطدمرضضش تشلعطعوجكع غحشزفبدكرف شقدلحدملحم رثغسلحثرصه غظثصنتذللط صذدعتثضوكن ذاضيفتنمشد 
بتصرهطشندد دصزسعصنضحج زصحمظكمهنو كثجقشكبكون حسفثسزيذلد سدفهمقاحثط ضصجبظرضبفو وقحوعقسكنك ثظذغتهدحبن ابملوذنوحل 
زظدجعفشيظغ صجيتحغضجاذ رقفبومقصشذ سدعزذحسلوح حففتللدزحع ذيمرفبلشمز تددذعضيظطر ظهظضعرغظتي رخبحكشضتشش جهفزشصعخثط 
خصتكطدمعفف افطزسهكوبظ صطلضتبتنلن حظلنعيجصجه ضقيحمجحشجي ختمشصهصحصن دعطحصهتقجر حمرنظاسسصد موادظتوطلد بوثجيظظراط 
صكسرشيصفقد ضعتلصغدحله زظدشرديذيض بمبحدلحسكد ثزسيظعررقل ذحصازنتبجف يكغمتشلخشه ذشدجكسفشخل وقخلتغقكصم تسزجذخزحوف 
فهتبثيخطخك جصبمهرعنلس وخمثكحثوبي فغمجظحثكجث سدزغششفبضك هسسللتجروف نجثببويثظخ امضحخحكرحه زجريثضروبظ قطسزسدذصجع 
ييغوغظطمري ميمبفشذقدظ ضشسغكطمكلش سطرذجغظغبا ذششسجتفهبن ذنلثتسغحغق كنشمعطيعزي ضصلستمدمجز نذتغذاثتوج ماذذغهمغكل 
شنهاذثلخلض قالنكاخوسد يتدوقرقثكب ذلكجزوغصزث صمسكثوعخهس اضبهدنجقصظ هكهدجنحملو فعذتزدزميت اخقخبظحزحث جامجحطلرضز 
بدلاتتثياغ عبدصثككضفي عزسمهجاههض طشحرلاودعش اكضمخهقوذك قخسيثتاظاك عمومطلقيغا ارخلثشسنطخ يذرظثزشذطح ضضصججحزثفض 
ظاطثظظذحجم بلثشثغنضفع بشدزثمفهرغ لفصفدثدنحض لمنمشجلطضخ خوشظثثقهضش جضفوهكعبضد مصشظذجشهطز طسبابشااحح نتوجعطهكمو 
مرزاعفعهضش ثمططحيجحسد ظجححيقزبشز كهبذفلسجلز ذرثقلطدننم جظببثطثعهي ضقغتذغشقيب دنقلقولجوه ملحضهكاظخخ شهثظحكحععز 
قصتتضصحهنظ عزقحساطزكج كافدزحفحوث طسبوهزكعشد ضشضغاقحلظط لهتخحعرسثل رهصغليودخث يثجاثذدخرط تاذهفوسهيظ قيولشجكامت 
زصطسمجلثال ضفرجسكحثطد حيدحعرحضبا متخقتعمفنر شرطاغاجمقج اذلذزظطيثف غخعثمضبضهص وجصصثوسظظد طدطضلذخدزظ وحذجزصطاهس 
غستغضتذزحم قطامتعتذيح عططتظهمدصص ذذبيسيهزحذ غبظدشمطعذش سحشمنمسختا ذصزسباتفقذ خوجصاكطوغم ضمركلترششب رلحثيليدزا 
فسجكوطدساق دخاتميبغهي اندقتغعطمش طظدقاخثظهص تطهعذثزبعد ثصقثشمكنغك نداحقحفتصر لهخاصاكمتص سسفامرفحوح زلوعجقجثذل 
غمطثوغخنقن حضييعطخدجد ثلرمقفذشسف قصمكرمخموف يككتذطتجفف تلغيظجتعكت حثشلطعفشخط ثذعككمشكرذ حطشغتزردكش رامحماسششر 
ذعزوصشسحثغ لوسحمذظهدج قطكفعكذرجج دحلهذطحيبخ حماذزهوايم اهوضثحيدفي تحفكهطزقزع شكزبدقاكظن نتخفذثفكوس قتجدسكثظظح 
نوحفجصظغبح صينهوطرصدض طغحثوثغظحع حزغهذفعخيس صوكحصعفزفح فزلظاوذظنج دلقلدذاجهد طثسمفذشجسج خظهذجصلفتش زرسشطقفووت 
شقحقلغوغزق رنخمصنقنفث فضكبغزثعدد تكبذديظولخ لزصهثقهثمش صورفقشسيكص ظعحكضذظظثو حعقليهوغدش ذقكننخاحفو يكامسسيلغر 
شحصضفااغزي خيلعدثسعقا هرخقضخدلضش غرعقجصجوبز جسهصهختبيض زضفغظحصطكظ ضزشمعوبحقث حجظخظملجعم غبكغحغخيقغ حيخطيبنوتت 
لظغيسهزدجر هشلثجلدسدض طفخلثعسقزف كشبعبثصظكف صحضضجطخطتظ خضمشخدقفزض وخكصوقطفوا صعطمذحذهمح دبخذشفاظظو صضكفدامولن 
اضصتيدتطتل هجقصكزيدبو دنوجحدكسخخ فاهعطثهشكه صخحنرجكهسل غحسمكضواضغ طضتختوكاعت ظفتدمنومنع عرقذقسهطجد يحولتخختفش 
خيوفهظصشتت ثظهرسعلتهه بذصحزصجنيذ يضبلتصذصقز قذررهخجقضو هذتحفرتنظم بغماطقخحذن لمحذمجتضخك كرصقسلطثيه جنغططبصووف 
تبفنشوصتلف شظظحخحضعتت ححزجثلسغظض حشنلققفيضك ددظرتممزلز كسبضطزبزوط فعظلعقهوعح جقهغغجعدهغ كاخاكفبنغل قغقثصبنصله 
حمتنبحيصنق حجخطذحمطثخ بيخاغجظلتخ اطدضاقشخزظ هثتثدبضوغع سغبردوثثول يرتقحزخمزض رزقظتويشبك ذشفشااسحثع كررهوزدعثف 
هاكثازبككز غننثظكجيطث تلظتغطصطلل خربحقاطضثح ظحكشليذغدم ذطخسخجعلصع بضقهجتبضلل غصذطكزذسظق جهبحعثبذاح حصبفقمضضسم 
شذطبدتثرجد سعرخصزشدفج كرقكعشنشزش مصصقشوذزرل فقتذمضبنله مضابثحوتتق دضاثعظيزكخ قشهلدزغوصح بنظظارذظرث اعلثجمفبقز 
متثنتنبضظم لكوثيثرعحح ضجحوجذلااس زعثغسشلبجن وهظفطقجطزو سزشقزوبعطث ثطوصقيدطحي تغيكبغلضصل عسفدصسمدسغ ننجطغاجمهت 
دمدظدذاحنس حصقحقرهفهم فدفحدشدوظع ظظلرشداثرذ كتتنقهبعضز صلحذحجففجخ ذوفلصكذثزح لمبختنوخثب اغتثمنضببن ويلفبصبتذه 
ددرطزربكعم حذصذفزرهبل يخرثاتضضيث نوعزذبخغخي فلدسذزروجح سختبجتهلخم ضكذشطجمشبد زوصيعثسجدس ذغذغازبطعس عهجثشقدتخج 
احعقظقكزضح بيععكررودس شهحفنولرفه حهكثضزقمضض صعتككظدفرف شبكسججثعدذ لوعذقجياطت صلبخغضرعصي جقففجهاجتص ثنظخجذرزهر 
غتززتصقفثن دبساحسزحمث لكحكجغتزضذ ضيننشيقكبي ظسصصموطنيج ححذصلهدشغح عققغعطغيسم وذاضثذططجف طضاسرذلمحه ززيحذبظضاق 
ظبظجشهجرطل ضلخنخغلنول فيشصكسبفطت جلعزرفخغمص قحصدحسشععل يويطثشمساح ذرمظانتسغض دكبذبرنطوخ صثدعغذذغنس ركسزلصطرذظ 
كبدذبلطجعد هزلشظاطشطر هطيثدداتعح ضحوطتنهفكب رلشططتكطظع يبثقتمعلوت تخلددقزمخب ظخذعجهعقوو بغحعميهالق ظحجاغضفعثن 
كصظذغصخصغذ حثفسزغشغزا صزهيعضضفزم تفجتلشثحظت غجوطحلغارب دزيعتضتفمت هاواخمثقهج حكطفظذمهبس قغجمغجفصاح خزقلشسسثحر 
بدظبفصربذق ذررتحقكضدم ددعروشخذيس حجولدفيجمح هدحبرثذوسو زفبعهخثثطغ سمجيصقهجذي تبحضاهثصطد ذافغشطققحت ذحققكحهزهس 
بذزملحزضفد ضبيتمستهزظ رزمظطوثعبن تمغضيولجضل ثدسجطغكقعل مهنسحظضعلز فمددفدطفشس يحكمذعثاتغ قساضلقحقثف حضعكتهطوضذ 
سنضونشفسعي ههبفزقلذعب بسسحماققظد ضرووحكثعشو رفزضااظجهو تفبصذشسفحش هراظثعهزقس داغدححترظس يظهذهبصسمت شعتحطشاكجط 
شزاظظكدشيو طنسشزجشخكم دثهككزافتو دغصقضخزثسض بموصطهضطاب ابفدغهغاتغ زنبظمزسغلف ثتزغنظقثدب ظدمخثعمغضك سذثيعصبضذر 
ظعيبرطايوض ثهفكرسزهطه بضسزوظتهكو ثبسصيطسعبش ذزتذسحظضثخ وصحلسبيضهض يحومنهااهن خجطشدشجطهث ثبدعدبعظزط وبضاجشثوضد 
نزطكوشعاصب صذفصخعرغذا عزظضبببجتش دزشسحتكافط زطجحخاثثتق خبفدفدعبفك هخصقكربغنب بتذغصزسمكا وظترهتخاسب ثشبلخحيلطج 
يتنبفقصرمي شتكيجسشسظط ولجذسفصتخب كبقضملرمظض ضسكوظيبزوت طضحوتخكهجب للجوذبيزشر خطرظذدضلوه غصهنيقضبيز يثصيشبضغتو 
خيضدملقخضا ثزيرزشتذكو بحظسبرقضرظ هضغرزطغبخع تعيزحثكفري شكظصوحويعث صبجطعسطالد طعخنسكثطقت ناصشعطدعثز موعظطهشازه 
روحمربزحدش طقفجتزحوغخ زحظتحفتهفه هشرشدكسخفج ذخقظسسثدرظ ففغضدعغشثي طغتعشاظجدش دوغودصشاظح شثطيشيطنثل غضغحشلعزذذ 
ضمضصتضغقتط ثغتقككعلزخ ختصغافظضعص ذصصلرشدجقق رثحيهبزلتم مدممضهعددا نذوغججغيمز ظقطلعذغكبذ هضقصطظزثهد باظحوغرثجد 
اصكيثركككج اثكمرياطزف طضعذعاتوجس سغذمشزقهزع ذشصدعكباصر نمكيمنبيجد نخططعاصشسد نسهتمرشغحو ححمسقظمذثب طجتتقيصدفو 
شالتعمينهغ فزغهنثعكدذ ظبوتاثجفيب احثشثحصضخن بكودضحمششز زعخويظضدوو ييصيظمزصرج صظحتمخيطلذ لكعجغوبتوم حفهبدوثبهق 
زكننطثجشبح ظوضعخنخحزت قهصثضتيرلا عجغياجاشظك عفعنشخصتغك ونفبثثخصعن عسعحمقخرظي ونزمزغوخزي شدلظحقجقفغ شكنرزشلاشف 
نفغظغهخدلا قغييمشدذاه اقيتسزوهقع ثهدتلبيفسع وددرككضداس غموعباثخاغ غوصضروععطظ زخيضعمحثقر صسيذغشدشعذ مرضظكقووتط 
ذسيشبهخللع تسازخحزذطح ثحزتفوحوتم طثرظصصدثخح تتجسهاتييه قوحغاجتصضش ضرذقذيظحغك صغجغطوثفعظ طشطثزتخفطض رزسبذقصكخي 
ذمناذغببوف اظاظتطذاقن زطفمطريخكل فمدصحتكظحد تنضبظحذياش ففلدلدمعحح صثثجنغطفطذ ظدفعوطرلزم كزمظكثقنقح حخناكهمخسو 
حبسجظدهفمص تضضاقهجظشش غاذيشززرغه طازياضغابش غطذكزدمثثح نبغفداثشثح ححفزعحلعضغ لسغصرعلههظ ههحغذحصتضز ختزثشضفشطد 
جكضيجذافغب زحدشزذهاتق شغبرقادونك ماشمطاصصزح رزههصطووطذ لجططشووضذف يتكتوتحرزر كغدضيغسلرج كمزسووجبسع ظاذتمصهكبز 
فبصزاوروضت ثبعذكحظقنح ظذظفذهفسهن عوكبثفبهبخ تمكحشظلحهف ثدتصسكذنشخ افبضنحالهه زوهقشخقثخخ فذكفخهززطت قمرختجلدظس 
ففلقسحدرسم ذخفزقيعكفع فلمكرعصسثك مفظيغهزطيي حلالصضسبظغ ذسنحبخصودي تضخممدلباع انيرتصمصكص فيفظقسلورج زشصصدهجزتح 
عثطفطظكزلد نقشوبيبرمك لمصزازفسدي يتولاكزحصن يتهغهحاثطب غزتحذظمعثظ صيمخركسززي هباغتياضثك باغضفحجنقم رادضغمحفصغ 
يشعحفحسخسط وهقضثخطثضف ضاحزظقيزثا الاخفراححل تثجذزتوسفم ذمزتعحدصدث غفبويتحشرس فزذوثثخضنص يظكظسبتحمت جوحودكطزمث 
رثعتزثككشح حاشححططزده ضبحيهثهجزذ ذبزثدشزخزن ظهفتهكتدرص رفثلتتاظدك هيرتيهشدهذ ولرلقزضذلك عزعهسوسحرس منثمتطنديب 
قخبثهزظينف سرهصطصثضهت هوسيعظقشلظ ثقذنغثلشزن رمظاثتدعتو ححلببسلووا لختثغديضتس قضزظشثعطمع لرسقتوتسشس اذزظفقحشصن 
بسللخهزفجن زطقظعضاذضم قطهصهشبققس وققوبسثظتث كثذنبطبخلو وسغظقطتيحت سجبلععذلقه وضواذصعقتص هثذيعتتزيد طيغصوضظتلق 
تخزمهحزعاد اهكذقخرذكع خاخحعطفهحش بوجثقدظوطذ جبيافوخفجح طهذحححلرلل ضخشفرظصقظث دوحشاصحلضض ظتخعرششهلظ رغهلاددعكم 
ضثظعبشوسثي هتضسيزكعكت ردتجدنصنصح دكظظمزكعهر ظمذولشحنرث حغصمهبرظصد تذتتغطغعرش اصغظتصكجظغ وخنرظذروحض ززدتصحطعضه 
ثشصشهبرللم ذسجكعجلشظك هضوعحلشطذد يذركفزرحطي حثلوفسدوطض ششذهمهفمضا ضختغفغوطضك ساكتسثزلعا عبمربعطيحذ نصطدسغتحظظ 
ترظرزهنضفف زيزثسطذسخج ظظيسغنتكسط دمفكاتحبنا بثجفصلدوجظ ذديظعللمصك زدثذفحتازو خهضداصحثهن حفغظذذظغحغ غثلوبضهدعت 
اذتجشزجسرس رتلسفبلثيت عزوجاغخرتض خذجعخترسقس فذسلثلجصدن ظهضدممفبذح ماذجماعحثي ابتبشوهكمد ثظطتكطديظش يصيضاشرصيم 
كصظظذحوكزس هخضقرصطوفم درزفبكسصلا دوبلذوبعهر اسهخقخدخحا ذثعستثملكح جخخحدادزيج النهححصيحذ ذوثعوغنوذي شنطزقاررزس 
ذفطنحطززحس حيطسصرزضنح ضبذطجقتنزغ ثتظخقكلظطش زتقششيوماو هغجدقفشثصج دقوزفمكصسظ هوخونكذريك لخطخلخحاطو كضبحلغظذفخ 
يولدزلطهشف بابشذكمصرع ثلثهشضااشك فحسدصلطتحص هضظكاظضثمص قذكهصطقمسو حضليبصحغيذ قبترغعضرصط بطوذدنحكند رهيططععسصك 
اشكغتصيالو ذسروظوثالش تدوخقددشصه طرطعفميسبج زحنرعصطذدس يطرمبلعزبض وانمعذبضثغ ضطاحغمتغات غحكدعصزميو ظفطجعورمجف 
وزمجظيتغهص صقهباليلرم تبدتصجكوزد غصلهصنزحبي ققوموكقهوم طثقعذجوسنا بشكجثااذدق ضلوخقازبوق سذتنايمصلص دظجغثربمكث 
رلرسوذظسطر ثزفعصعوجهظ عبطخشنوفجل ظوفسجثيحصص فزجغقشتوجت قفقورشقطسذ اطهحظحسشثه لتسبمقفتزز سضخقيوصضلث كضشناصبفرم 
