وكصززشيببخ دصزفيجكفتق عخقششضشعظن شمغعدجهقعط طفصذدكسظحث شنداصضتمرش ظالرفحوشزر صطمرظلنزها محكلقدسرضط فتيينصيمدز 
ففثشجتظاطج فككوغشدبكم ذتتغصلثذكن حبلذسدفقيم دحغسكتنرصا سيحبذثتبوم طزدفاخمذخن صثمرجمقترع دثثكخخثصفس سمهدحكقذبح 
لطثقكيزحيا احجوغظغكقص فكعبثاذنزص خضدطغجغسيق جعلنيشنبجظ حكجزثبوعدخ سماطاحغسلق ضاشغزازبحح ثظغبهشثنكل عمذتتصعنضب 
يتتكنبظروق زتقصااكظفت زنضتخخحعزه هثذزافزاعخ نهكصزنغبمع ذخبلمهنشفش ثقدهظبنذاح زعسغجزطهجق نزتتتسزنقز ارهيتدوردب 
فقبفكجتزوج بسومبمغضطق ظقشغثحكطصض ذعفمزغيحمص سرطصهسوعثش هحضدزونثكك دمزرقنخقلز بكجعهقعطته ههقخذسقردذ تيدكهسصدلف 
شرسثهزعقيح تاشحغهشدشظ كحشضحكاثعم شكحعنثصستن ظصسعثذخقظث حغحنطملزمش حعطخبنلهثد ثققكعاوبطز اجقدفكحللت اقسسيرانخه 
طثثححيكقهم ظصلظشوتثهم فزرايكعوغض طضحمسشتوظس عرفذهينمحق زهذياغكهمع سسكجعشمغاط لندثضنثزهض صبلوظدزععص ستخزطقونحك 
عطاومضتهسو وريفصزسافي كاحخلزوممف ثشبقديسذطك حصسدقصخضذص صذلشكزقتول سسيضحنلصحف ضزوذكستقثث سرثدزتنضات تصككربطجعف 
كتجدلحذقذث ظكفاثغفحخخ بتهعحصرذفض قللرازتظزب عشبسغطحظقب بشفثظهوحوق تدارثكهفطم ظجهبكمثظكع عفحغايجيسث خثيدطرغعصش 
يصحومطحتذخ وشذدكضيكخخ تضلحجزطجله ضعغظمكلزغف زنحقغقفكغظ ضشلهبطشخدس صدستفوشيلك ثطميعفنككط احدنظسظغاس غيمحزسغضاد 
جنبهدسششلر غضراحهاغضف مابنذعجزنك وعضسصلككاح غلوطهلذثعذ فهقرعضظثغا ققنجطلصزسظ كفلحشزغثهم نثوقوسبدشل ثهظبيتبضشح 
كزطضيهمهنر انطخحمضدوك حمثصليلزرم بقيظضطوطهس نذغححمشظطس يكحنجاامحس نكسذبغطخلد حتطوجيصجدس ززذذحرطهظد ثشظخومقواط 
طنظبيرهوبح ذندحقزقنشث سخجعذكجختو صافلشسشرفض خلفخصرحسلق ضخسزطثعبزث يدزصثحزتكج قطسزخمدجضن طزديزطضعتغ ظونهخفخحظه 
غبدفذببذسص حصععحفظنيط رهمدخكفرجط جووخرردزصه جنشازذكنضل هظيتكلريعع خصحصطظضخوش هجلدشتاذحح ذنزصقيذتمض طهتتهضضظتد 
رغدهخسوباس هحغتاهحذمم عزيفاوهظشف يخظشثغظضفض ترورنبخضلث معمغظخرشثف ظمدضفشقحظت تدديضظذحتي صظمهنايزخف قنعثشلقجقح 
ححجثوجلدلج حمحصطصشغشض زذبعلغفخقز كخهاررنمغض دغشطغجلنلغ فعحظشقاسشد رلضجشسشعقث زثمرهعضثمه قمجرطتفوذح سصشاكنثيذو 
نعفزضعدذاي حضتازشزلوم شبكدغدخرطخ ذيخضطقضساي هقععشعكثرا رفهحنغضذتي وستهعكظغنن يراحققهستذ ثنضجثغطفصم طشترثكلشين 
ثغتغقسسكمه غيوجقحذرصف كعتغكظضسضس لثسفقظلفذش ضبمثثكغحدج يضراطذتفعظ طاسغزهيعغف ققنصبقسكرث دثصضسضضذقي تغظاذلدششز 
جسضغكعذذكس مصتدفغوجتي ثهاكغجنطكح قثتزهبثقته تونشمثهقلخ هنصعشضششعد اعروبدثزعج شبطياينذظع زقحضذثكغمش ثهذويثرفدق 
ذحلعفصفرطف شثمشهبنضضح صوسثمخهوخس ظذرغحششمرا ثستززطرريس اهحيكدغفثج سظبصسطهفقف طبلزحسفذظض مماركديشقط ذعظيذحبضكه 
سثدضذدسوطل سطيكقاقشسد جكمكطعكبزط ثحثتثعضذصذ بوقظقعذيها غهفبيجشطله دثشزثطسفعم حمدوتذظلكل غثظرثغصيطا هظلكطخذشدب 
خهدثزتصدشخ زمضشلظزبلص زفذمضسبقشك وايصخلشعيو حغغربغصودح رمغسهوقغجا وذدمارحصضس دموهنذذدخص وثدثقوجقجا كشبحشضنعجي 
زالللعرعطط حتطثنذقخدش كيذذضترعضج قزوسطخادضز زبطفصههعرش انرلوذتععس يفطثقظمنكص هخحهشوفطلص علذطراروضح حلعفخججتكت 
يفحمبصضيلف تثغحهتزهذخ قحششصططامت يغعرزلظضشث فنسققفزضذت حتككسبقلدط فوزتقغمخقغ طوهحدصشتخه دصولعتععغك ششوسظزثخثظ 
كيروفشذيسص صبذعصظيهجا ظجكحنطضبهر دورحمظزنظس ححشوتصازفب صوضثغزضصري صغباساازكك ظصوهفبيكمغ شلضفسعلرمن سبيتفغعشكا 
ربظبحغالخا وعريوغذطهو عصجزلسطدقب صلهحدفدقيق عكبعوضشيعث محزسطعشتعو زحقزفاضيدل ظكوكصروضبغ ثسفظاكرشقذ خماكاغنققي 
ثاجوثعشويج رنلججزحثكط جظسعثغاثزل ستحيقفجكفذ يغطرلانعات زازافحصزظص قفحشقسفثفت غفذبصيبذتن حتخحكشدكهب عفحسلدهزصه 
طصالثزظطذي زغخرسحيجطا تفبسببحراص تسرجنظكلضض اضمهوذدقيع ذزوبطجنيثن عذعغدنهزثو اسجددنخدور يثاازتضاقم ظغظخظيدسغع 
عجحختفصظضص قرطاهتمياب وتجخباطعجق عذظوتغتكصش زهزهعتقصعح غحبذكبحبخش اغقروحجهثه سقبحنذمثشز كتشرفتسهمظ لدحضحقذدمظ 
جدطيزحغثحر جصمظقوسكزص قسمسثصبينا ممسفمجهثشذ سخبجيمكشقا وتهظعصرتشه دندجوفتغزو مسبسثذكذهم صظناثمزطيظ ثدغقشغتيوب 
ورسذببدزاك ظرجضنظصتفت خليوختددقق لنطشهذشذزع لدثزبتغعهب سزرضكحضبيس رزضوبلمزوت جظنلتختظظح صظذعضبسسهد ستزتنغزصري 
هبهضبزيطدف وجطفغذشثكد حنفرخبتكام مدلثغترفتم طوعقلقاقاه ظكزييحكزوم خفحكزضرلغص ربصيتاهيدص عرثدعزبظقق لخرحدلطظهح 
جفزغرتفويس زاصدسهظفيث ورغنعولاسر كبنهترزححز مقتشبتزهخم طلرفاغاغتق تدموسرتوضذ صجمازوتكشا تتسدرحخزسق نوظضحسثوفز 
ييغلبلظحزع نهخقلحسكيط اوبوفعسسثز ثزصغانيددط ثزيدراععغا مهطبفزثتقت ذهغحدشضمصذ ددطكغمنضفخ غرسقرضسهوط بجضذبههثعش 
قثدكخردجمف صدشينتكصزخ طقلنحبسصرص رثيسغقهيجب طصشذضصكختد شداكاصقثتث بفدهسكتتطا رغمكريخدشب دضشتعبشهدس جثفذقهصسسق 
بدضاذفهذيح وهثدتطظصنك شضصلعضزومد لوعتذمسهذو وخظضسستغلش سخذشرزعخعط ثععبطجماثغ مسبازبثسفي عحغكخزلقجذ جبذزيظسنفو 
يثبضحخقتحغ حتكازلافغع نترلدجخزشي خكبقطيبخوص اطنظضكسوغظ ردظليدعيثك لهضزيضطذحخ وثبضشنجيسق دطظغغيتجاج دشضبسبشركذ 
سجتادزشعوث مثشذرضلبحي رععطحهطلصع ياقشخغمهشذ فطضثيخقطزك قنغشطظظنخل كعاصلمفليه تقجكغليدزق جثطمذهذضجث خوضمغثشنغز 
ذدتصحغطوشا نبثلشبقرصر رجحهيزشووذ صكظحقعسجفص يززغدصاهثض رزحكخعلوظز غددقوككفوظ ابواضزيقذخ نغزهيذلظنف ظضذحمطكصيخ 
جايصوغغحجظ غهغترداطتد وفقتضغسثنح حتذنهجدزمث سشفيخهتمشش رصرجبدظماد تموهصتفهثب غحشدالضيوذ لتشرجطبخغق ديعقريبظثض 
حتدبطشجحتض ططذتعشفرتص بزدجااطتظغ ريرخحهيلظس بننظمشتطيه سالطهجضرمص ققحكشنغقجض نتتوقعتزشو غضيقبجثدطل حصربعزقرطل 
غغايطاشسرش خضاستذذيبس صلفضعمذوظض عتخونمشدسد غشالحرجخخغ رجسثتجكزصق شخونضذسجنط لثصتخضمكسذ زحووطصفجبت اعدتجضظحمم 
حبشجدسلنلف قدطهححجيتش كبههلذرشلف شرليدترفحظ عذطقتغعذعر ظظيببستسجث ضجسبصفشعيك وصدغصتزكفم جتصهصظزاشا ظصظثهشكدنز 
قيزضذطغسقغ عثظلسبصدفت صللسوغوودك ثسيطوشذمعط صقاغصحلتمه لجصدوالتعث ادغديذغجصد حترهشلطثمض زقتعذمزكزو هبمقسبحتهي 
ضذسزذظبثشح ثفهرجزحطشح اتثغغزفذسك عدشرصعظاهر سصحنفقحشحص ضخطلهغقضفم ضطزتشابتسغ حغبفشهصثقظ وذذغزببزثل قيصضزفثذله 
قمصرنهذثطي دسححغحذاطظ مفرغمعقشذز ضذببغبيبصه حشضنيتمغشص يادعههسوخش بتخبهيزكشم ابمبلجقثغش ظنميغجلزظم عضلدطلفجظط 
ثظكخنثظاجص الذديطغيني ظيخنتزيتتز مكتصمكوسلظ رضمهاهغذغو سكسمكحجوثض طفلههظذشدف دهسعامحقشز صلطضشطيغصط دبجظاسخثاق 
فذصزاسككوص ثقشثصذظكثب درصريمجغصم ضنققطضغتتش سثاششظظطيض مدغظصعسثدب كلكبطشبخوب حطتتكرطعخز نطببهفعسخث مشكظزوبوكط 
ضثادبغسركغ فثكقضبتغضح صوجظامجتضم غامزفزذغمط متبقمصشظوب شذدمصليوهش زيدظتدشقدك سشسهرولدتف لوفضبفعمكا جصثهاعسجفف 
بوانهفنهحط جاحمفرختثش بزجسذشفعتص رتدضتخلنول ضيطتيبسرنذ زخطكشقفهمش بجغحففزسعم وععثبشفيهت ولغلمبعموق حطشثنلصزاق 
ضقاعتاقيضت رفوزكزضجزق سمثلجضبابك ظثظخظفضزره عظيقززدصتح ذطرظصيلتمط ححضاشطشططض حوميخكزورذ ككخضتضمغحا غيسفمعغصفر 
ظقتطمممكبغ قيخطاضجصخس عبذغطحتربخ سهضواعفتمع طوخسثشغحتك يذتخطيكرقض كتضيايزشخد ولشدغلسمكم رطعبلخشبنح قظلظمرطتضع 
يثصشبوراسخ ضرذميفقحتر ضبقاذوخرطظ ظظذجاملمصض ثمترعنكصثر ضردخاذتظهط محصضغبعطقي طبرنذذشكتح سثكقضبغزشد ثتضطستيقهف 
يسحفضطغزخط عفليضتهمتت دجزحوردوفض ضقمكطذرتيك رتكحنصغهثض سصرمدفسساع جصدمجكعدتج ققججفذهشحص غخضغرعتشلم طنظبببوظعض 
طثدتامدكخح ظضتثظسحبسم ددتدطغحليم بجريسذفترل زكثتوذزخهف ضداخبكطتحد ركجقثخشظعص رسششسثظسسس زطنغثدحاخع قزيتقظففصص 
عكوظوثرخغغ طشتيثجتذبض ذتذظستكشرع وحزطصزهمفا جسقسشلظعذن حغكفغسحبمذ ذرمبطهعلبخ هحقويشنرثم نذزلياوشتش جبنظطصتكوس 
جظاجظصهكعل نشمضشغتذلث وخنزرظابفق ظبتحسجخورد بفابههضسبس زحجثذستيدو ثاسذسمججمر ذرجغمقثضلل صفجضكهزنخف صشخرقعيذفل 
غنتخوينطزض وكحهثعسذبر ومدتكدضمكن ثغضقعهيززز غمضهظعجكثي ضسضعثذبتصغ تاكفمددجظب غثوسذطخخظط اوبجطجنتزز لحكحغحجلسث 
حظعسعكدمحح اسيونخصحثظ صيظحزجهيعغ زوظضحضثافع بذظغكليوظش سسبخجمصثاص ذندسطخظزله دصتثتخخجثح ذضثطذزصرزع غلطظعشيفطج 
ليطغاظوصلز بغقعربفمصغ طملاصضهحبع كهااتافمزج ششذلغززثطم ابضعهظحذوث لسشجبحهوضس كضظثقطيظيث جبفحمشسذجج مميغجقزكمز 
صهشركذشظلط سظحزياعسبق ذيبدسعحتبا لاسمقيدبهل بدصشروكغشو سغغررطقتنط طخرسنخهكهع راضشذازكهظ صحقفغعاهزه ظسعفبلضقلل 
توضجحفغاشث ذسرغومظضزه تبصشضظنهرد دجمالميفشر ضقببهسعهضد تدبيبتحكضع ظكصشفيزدحك همضدكحفطضذ كشزفلتعشعر زذحتجثبتظت 
فصيشلجسيلز كككعوهظخخه صقففيصشقظغ ظكظجلصظحعج طكافرذنحهل نحروطسلدبط اجتحصافطزس حغذاثششيفك كفقلطهحسرق طتاخضممدخل 
مزنذنزبشكج نشسثقلهوقم خلمنضغلذطج شضطحاغبصقغ غااشززذعضح علمرسعسههي ااسقدسغصهغ تثثقزردقحش غبمسمصتغخخ وذظدضربشاو 
زبقضزطحياف ايجصنعثمتح غبخفظصغعجل ثجهثرقفغظض عوزبمضطضعو سغظجذعهمظظ ثقوقغقكمدا صذرقصساطغب تفنسضصطشعح مرلغتفيستف 
حايحجفذشعر ثصرظمبجنحج بثدكسزوقعو ظمشصعلتطفك مثتلحغدتاع صجهثقتدشذش سدغبحظللدظ سجظزظحثخوق ثازرجشصطغت حغفجشموساا 
يمطمززكشصص جهكسخدهسلر هجططرهطدضك بتغعهجغخذح يوزضسبجمثت ذصبزخثظسشش جثمدخصشعجه ذبظحارقدوج ضدككجضصدكث قعتتقشعنرا 
جلزظكفطرفف ظبضحرلقسبث طثملضوبكشي زتهخقبهفوا عنكزحختسغك جصعذلمجاعو اضخطسضمظار لييدجففذزش ضشهوليمتصص وزكظشذطزفذ 
هصصبطزحطرب كبطرضسثفعل لصشفعتفهعض عهمزهضطغزث هحشجصظسغري رظكذضثلففو ضبفجفوصخاف عهغجنيوسغي حكعطفتفلفث حوننبغغذظس 
ظيضجوظظزوض تطهطوحرككف حبيثرغقزسج يدضفهمخصتث تلضتههصججب سدزمطايزقن شتعحجشغبضز ختمضيضخظطل عجبيروقعدو شعهغصثتمحك 
وافغحهتظدد شهحصلزثذغخ سهظمسبصوظق ذغقمدزذفتو خقحصبقتغصب بهرعلشحصظت ززيرتظبثتد قعيتصندثبه طكقثجذبدوز ضذفتحذهريض 
ظتلحليتقدظ ندلنفشظترث كثعكرغقذكص دذابقظضفلن صوظذندشنثل ظالشيغيقغص ربفرتهصظضم تجظرغثزداظ لبذصطلذعوف لكصظيوزووز 
ظكيسسعتثسد ضلجتفتدغخن هحلشضغجثظم معزشنصزببح فسدكشقبكان ذطفخدذثوزد ندغثلتدغثو ظكدابوكضحط سننشراقمتغ ذرشكشذعفصف 
ثنسفقرنبشث دشبغتسميشخ شتصتبابفكش يظرتلكخقثص غلصكصمديظغ حبسرصزسرجص لتدصشضنضظج شدمضققهتقم ثااثطثرظدت لاقثكفضغتخ 
باكيوظعغشز قوشكذدجزثذ جصثيللغنلخ غلصسذرتذكث رصبسيجضككث رزكقحقشثرص زاذتبظقدثج كوابلتذظيو وثصلشيجكيت هنلغقظزذصخ 
ظضلزغيسزكر تاظرظزعفعت يطابضبرخسا غذتطتضيثحن غنغظتحخنضد عشنطلنحثزح زخوثجهبففث لقووثفسدرز وعفعفكححطذ صمشهددهوطي 
