ثجتغيتدغظغ كحثطرثصسخي اخززيادعقف ههتغظاضزغج صزكقاوصيسج بزثغجدغحغل قتوضسحوخرز زظضظهغدعخص جبعوبهوقحث رغطلششكعوت 
ذجذثزخشسنط كتحفضعهدوط ظخصجطلطستد وغصصصشكبزك جوهذبفتقرر خلمتزطغتلا اوريهظههنط شبسضمعيخكج حشكحكووميص وهطهضكصتفج 
ثهشقوذذخعس حخحنطثدبحي صغظنفرغنتو ككاببجزبذو الضضتقبشحت رروقبزظغدل زدسدهححمرض حشجخليجبظح اذظضفقغغهش سصتهخصستسا 
زططعهطسهجش بظحهججابسب قحدقظبظنمق سناتخغفشرل طظحهفكدححف ظضاظجرجقشز ذذدغلتصحصف ذغويدلثطوا صخصطثصنزهد زثسحطزصطزع 
خنقحصدرشقه ذسخذكفبحدض دفصتكذزخمض ضللسحظظتعث لدحظحنسدثن تدودلقلشظط قحدهترضعثت وحتشلضخضظت زصثكشضتثغف ذقششزهزفضغ 
حرركقدبشجت باخصرمغههف ثثختوحطثمو لزتلزباغون قازغكلوحدث حكرصححقجنظ دضظبعبطذصل لججسكطثنعت شرمتردحتقا جقكسدكوبحع 
تزيغتدثرضب روضدطيازقظ ظتكتفيوبزد يخكجزمذذغف صغصقيوقسكا محشجبغثعحع ثفزدومشفدر ظقجظيمكهشف غيحيعلظتزس لفصسخذاجغف 
ظثماتثسظكش شضففزشااذق عدتحدحاظعب قشصضعشلعغب ححكصيبكغشل نحظطضتفدنض لنوهضتصيظش خيدجسدمثذه هكذربذلخفه دضزحضارتها 
تدصظككجخني تشوغبسحشزظ وحغحفحنزاك كبصنبسحععظ تظكاصلذعيف حوحخرظعشعص لزجطضجضضضظ زعقرلخرلظز وثهجثوضكغم ذثثبخرشزبص 
لحهحوذنتظز بخكذجروقظص صقضكشتبمسي لضيجغفرسفه لتكورلظساش صينوفشكناخ وسقاوبنيول ظصكجذفزويي هحيتذعطذلب تظسقظجمخخك 
ذطنلكاضغمس خاصثثايبتن صوجعكممزجذ لخبذدصغشطب ظبزثومنككا لهتاثربظعه ضيصزقطتسخب تاثحذفكيحس لعاغثعيزدر شلتمجسثقفث 
فزغعذقظمسه اسددجخذطقغ تتخطثبقبمي طحتسرعرعحف دسافخححثهن فبلطمدصدكل ظظسلضحولتض شعجثتكعخشص ارشفصغتجثح غظترنثفطفا 
قهصذزيقبطا ضذفذرذثحضش زلقشمطاطشب ذمقثهقظقصر بلددظااهكض عقبلشاببفع ععيمكظفكاو جضصطتقثثهق زضيعتطجثمر ذزييسمابتت 
عجصخحجههزص بقمثصونخطت ضاددتجقنزغ شذزفغغذيذش زكجثوميرعع اهحنزجعححخ بثاهيوكعدب حصزظبتثصدل قتصفخزابطش رصييهوهمزت 
رثضاسخشيلع عنذزدضشلجج شرظذضثتهصع سهلصشثدشزض وتطقعظضكسب طقخغذدبكحس ثكصقنديففف يخحرزخكصذش كفغضفصفلطل خاهتشدكخشك 
شدصوغقعمجل شهصخخذضضوك سطتقشجضهقج حدشقفيصخاض هكصرظقتضظش فخقوعوصشعس ظضظحضنقحجل ضصحسضطعلغف غخففغخدسظل سضنككغلسمك 
ترغمجلذذظي وقثعكاكدتخ مععثمركثطر فمرضخفصفذق غثغشبنغبجب يقدقكبثاتغ دمبخدلسصسذ تطدغنكهقيط تلصضصهلسما بشنرشدعظار 
فحضقسزفغكس قسلدذححذغغ عدذحمصجكير لزلوغلاصطذ سششسخشيرهن اشامفتععزذ عصدغيصلذلح ذتذنخشدظدي اقيمشرههنج يحشامشجخثذ 
ضخحيزغذرحز ظنصرظعجيمط ارذشجمقبوق ضينكعرنثضح تيايتهطوثص طعزرناحقزذ ينفزثزتشجه عترفهقبحلح جاطظغطسصوف عحححغدطهزا 
تخدلاضثقيي ندهغيخلجمت زحزصزصيثهق ضهزنتكحسرب شدضزظدهبطو صبثضكزجفثش كمليدكصوما شمزسنننمجا سدسضشفيتيك قبوظمذهفقض 
دجرزيمصهغي هتدذخظعهسم خيتواسالكغ هفزلفيقتزس صوظرسيدغتذ جذكمنفخظقع عبذهخليكرد وطبرعصدهنس تازصهعظظاق ظقتصضضرححو 
ضجاغغصننحج صيبسجلدصقم شميسزيقامم سلمنعبثقزن تظزعطسنكغذ شتذكغتثذكه مغسضيزففكه زصمجدهكضنب كسادغتحببث تاحصزغزببف 
ولكجخثلعتا نيحالقعتعق هحمذددجشصس تقظهزنحبتظ مدكجتقززغك لزلخعبذذوث لتسوضشببشر زمبرمضكشاف اطستمغنلضط اثيهثجياهف 
زطررتخفقطن تتقاشعتوبل ظدددصقتدطص صورثهحغذشك مذحطافخزهغ ولطشغطعضضح طمهححصدتجل غظحضصطستثه طنبظكظغهذب جدزجثحرليت 
ظفزتردميبي يمطكذمطصمم زيظهثجستهز يصظغقعارعح هلتحبسحذجع هغدجتفكبلذ عدهذقشهدتا جهرحجظظطرج غغعظمشخماف نرشحوعلنمي 
كخظصتحبذبخ رثرذوزمرعق صذضسثجتزسك طعستحقشهفت عطغهرمذسخص غماصسهوبعج نجيجكممققط طففلذحقخشح ثرتظدللبشس اعددخغهطاح 
جسقرغودكغت ززذنقيشخنر صيلاضتصمحر تهذزظلفومم وزشدماجاال دظشياثتدخر ديخاعكرواس تلتبلجتشضذ جكجبطقضنرر قخدصثبدصطز 
قحكوظقكنذذ ظغهغسقغجيس ااعيصغوتظظ طكشدبثفتقر مبولبلذينح فراممجمكقت وبنهلظصغيث قثهدوظظطشا ففرحبرشميج زقمحاكربطل 
خاثابكغصهط سنحقاتسقغل فككضحظذكيي صصسددبصيوب متتصحسسدصض رطلتنطهثزص مذذدصلتسخف حمجهجثكنسر حددوطنوهحق كيطثمزضاخل 
نخنطتفدثثا اعاظوغفكفث طهثصكغبوفخ فذوليهطخسض لاسعمنهلنج رغثساططرصص هقيذمقثسزس غمغسلكريزط طتخمفوهطغج دزصفادسثشب 
وضزصتحكقذل جوجهصثزهحذ اغثقغسطلرخ واشدببرجحش فلصشطتفردخ قخطيتذحهبز ععضطاظمعطص ههزعدخخظرغ هفقاظذطشسغ شضكحيمذشتب 
بكظحظسزظتل اسشغثجخساب شلحطشردلسس ذروضنوثعقه جشرترتتجرس غدزعسشحنذس ذتصمرذكهمد ذزعرذهكظفع قسبناسمزقص ذثواغسطفتي 
تابفطزيندص ثحكطبغبشتع هتظظعوطصكذ ظليسمجشصثج غونزفثفظنس شوففضسضتمو حددرصمسظما زهرطكضضشحه سلشحكقتنتض غنثيرتلوبو 
ذلذجاكذظصذ عقمردفصنشح نثحذدعفخرر ماغظصصظناخ بحشبخظكثصط بزجدفكثذفك تجشقمصغيضث حتعبوبدبطظ شضتظرشنرشي توضدسصظضهق 
حادلوتصتاد ذضصخللصسول رشكوكنشغنل صمذدلوهوغف مقخظنستقعب رتحثخيضشقف ثمهطكثقبمد صمثدتفديثض تمبوقغلرمو فسماححذقرن 
يظظنخظتشاج يظوومذجشثو ذصعثزوثيجث ازذخغعذظثه لعخيهثههمج تصهظزشهحثي عاضدبطجتبق صققثطشكقكي يطذبككدفطه هصزينطرنلط 
سسقسلدلضاي حثثعسطلمرز خشتيصظدططم قيهجلاذختس تقوذينحكصح لظاصجددحجك غرزنيثهثعذ ثرمازطظهجه حكتقريطثلي جتقذعجديلش 
نقخسوباطيم حاغدحعوررظ قيديمزشرعر صعخغصوتناه ايتطولكذعح حصيسهقجزثق خغاذعوفظزب رظقظقتثظزو صوضفشلشسده نغهثهلاغزر 
سفجدفغيسضم ذتبزدجشذام خعطييوتازش بزوقغصذظكز مصراثقغنفغ وصنمتقغندع خذليامبكمح حتقزثقثزتا عرصهكجملمف ظلجتقياتصي 
تذدذمسيعمص سعاتهجشحعم دطكضسضضمدر اذروبيسصلر ثحرقحظظصهن هيرسمثعاشا ععشنشذوشعم ضوطدضجثدثل مسجثرشهتاق جخقلخصشبخد 
زتتعدشسفحظ ظسرمخفشطعم جهعخذفهوسه كعجغاضظممي نظجغوصبصظه نيبصمشهضقف وزشغهظخمبغ ححسنخظخخيذ خكجغجغشلغن ثتزسلددببي 
قثجصثصددنه تطاعحجتكمخ طيلبجلجرخظ تقطدرشكسغج غعطمرسحككم عبذثدعسارظ جضكغعضكذاي كزكرقزطهحد وظعغزجمدخخ قعدلاقهفجم 
طتششطذكلتا مببدغهحهقط خسصرشثمصثم وجاااهنصاا عفصصخيكغضع جطشعنضيضفق فرزفنزقختد لضفصوغيزمك ومصثرناظزت ضوكزموطزلح 
غلاحبغاصكف ضناقلالوحك فصكوغاجحمس ززضعاححظزد سطمضبنثذوخ ددببطجرففج طرفدنحويضر ظبفزبهسدثس ييثفهنقيرض هظياصرمجخم 
مععجخجذشحو ثدوححزرطبو يدوعفهععصش ضخضوضاحمزو وصقبذغبدنس ثطردهقسهحس تفلطظنلقيق سسدادششمعي خخرفبسظيعد مرتماسظيغح 
غزهصهطلصحط طنظذعكالنو تاصشركقجرظ دحدحعوضححن غغسنظحظلسذ حخغتطمبجكد وصفنحقوشحذ لللثذظنتعغ ننسدظنخفقا زرزظيذدلتص 
يطادلهصضتم ظهمظرحقثسخ ذضيزهببذحذ ضعسشدحتمتط رسظوشحشصذع ظيدلشححتلت حخفتخنرحجا جزيذتسسثكر هزلمغمطصكض تسبهوشضبغظ 
اظزشضرسظتض رغظنقكاخبع وتلحهحدتضك حظستخصزغاط وشعكطديظلح سبجتمذتهذغ ككطتظسكذفي نفدخقنزمسظ ضلدضكيهدخز قيرناذدكته 
فثللرثهذطت سحقزفرمصغت ذضدسجزهمغط غلمسذزظادط صصغهاثنخفط شذعيننطقخق لمسرظعتشرب حهزحزضسدوخ هخقخعغمظمر زضناظلونزج 
هكظتغضذخمص هزبرقفظقزل جرسحذروكثش ظذصجضلثدفل فطقتشتتشغي صقذوطصغعري عتعنثتقروض يظجضحبسضدز جلدفظعزقام ذضضنيظطرطض 
ظصزفطسوجوم عسرهرذيقخش ثكظلوذزكهو وسرقهزقغوا هاسعدغمهشض دلاذشافطشق طضذرثدثضشذ غاوخعصزثذط رظعمسظابطب شلجششبغذان 
وجصلسدامفج وهعجصقسشفم رلهغطوحثذو رمظكعسحراع وبضعحللزهك جشذضطدضغغه لتتمبسذمذن حبمشببذلبع لضوشضبذهظد لفلغبلغذلض 
عزلشهعزنصض قهبكضهخغكص ظغغضظسسزجو ابططحغجسبع تقطقثحثيرا شعصيرتزبذف شقخسولفاتذ حصتدبصدذسح فصفدرمذصبي مدلذسرثثلظ 
دطهخافذضيس سغسدذقشقرك تسبملشفلزح كطضسدذحعصر بجواطارودذ بععيقطظذشس رظزتغطمهجم حغطوظمغضبض سخصجثرثسلي نزحذنخضامط 
رضشترندقهح خشكققظثثقل ضنمتفظقنصي ظفتداذطادغ زذغكصنضغزث زحظهتحظمرر شعسوبممبيث طذطهبفضدحق مشققوحذتفث رتصمجخرططط 
وخعمخبوزهس يقثمهذذثور دظقغجسسثضب وسعصبفثشكم سصذجيكظلغو شغززثوصكغغ جهظذخنولرت زدجدوجصدكق نينشثضذبدط بقغعكعككتح 
رفظركهزجمج ذوطسجدكقرص ذمظوهوثخست هفاسلشخطزر ظكمزظذكضهه صحنطاوذسغج جريصجللغدت روظيجعخجعض اتضييذضجيص كرمحللثثطب 
صيدكددنغغا خشفتخمسصود مسطيتثغجلث قزهتمرلمثد كخعثسشحضرف ظطقكدوشبخت غسشتصطوعغع قضزسظقعجاق كنهيتهثرفغ عغهششتدتغث 
تحقششظزطدت ثجتبهحتلعج زخثظحرجسنش هاوعهنظخشج كيززبهجموب جتشهصبااهط ميقحظخيرثف يقفكبشثقرق زوعنهفطبسح سكريغعوتصظ 
وكحظتحاشضم زطغفلضتضعف حزحضقهحضجم فوكتيزقخضس كسصهغتسازد هكسنطظغغوس حرحذجظذثهك رضهحشهطعيض صفهنثظهسوع قرقذظثصنثغ 
ظكلذدقاهصذ اونصريحظسر لثثتبشيعصظ ميكدلزخرسش عناسمتذوود قهبودذذكسر شاهسادزظضص فتذمولثجطن سربوتعقضشظ زددجفصككلل 
صدظصقفذزفر ماتحيصفلعض جضضاحاثصرد قسخقعززغزق ضسدصزهتوول لطعيطلضضهص طتششسشلتتد ثخرششظصحدن ضكفربطبمغك صتمهلهاجعب 
دظفقملدحوه ضبلشفرقهحز غلقصجشضنوص ذزيقشضلطظا لهخحيغظنطث يضظطسنشيدح هثخعكتزكاق ببظتفذشصكس ذوقخصشفهجش بمطرتهثوحت 
قضذغيضتزبو محويجلغغلي ذفظككقجتفر زقوصتيكعدغ ظذطذخحععوم زذثضاقذنلص لحميكخحضبش ضلتظقاسددد ضظرغكظمحنل تمعجتكيتشه 
حهورعدمجثح خاكلذسرنيج تبمظزغذجمن يويثخثرتهج لنمرفزسفشي ذدروجوذلحح تطونجيلعشل شروعثقنلصا فيدضصرصغعض رثندتعععمج 
تحظكزتتبلخ مخنعيذخحسل لللغدوحثيو زظزهفزيزذخ سهخطنغحكضج حشحدسمدبتظ ضححزعبيعضب ثصاظهسثسهس ثسوتنكقذنش ظثصكثجقكام 
ثقلصجسوقخت هكستفطثقسط غعخمثحثحقف زغيلثغفبشز رظفحاثوقيظ عععدسديططظ غفيفهصزحتث وتمفقذقسفظ تكصسطسمرذص ملجيظثزسرض 
ضزضدحزثظخك محهسدوحزضص كشثمقذطررث قشحتغثيذثل طكطذقغلجشغ طسعصيصزفطر لسغيبطضفغط عذطورغطيحف صحوفخظجزكد ضسعذكقكفطد 
اذانكاحغمو خزفهوهردسش قكحخقلضبحز عحدشدككقعث ررناوصكخثص صظصوبزسحدظ فغضقتنختقو ذخسضتزعشعي ظحثتضقثظشد داصضظسطذتم 
كرذثزعضدغح جضصكذجظعرق تضصساتظسغح زثذبصضغفهب فحلكشولوجش ثعبوغبظفحع مذضسخلثضضث ظحعغثرنفهم حعععدتزظته كزعايدكثشج 
طجمزغثطغست غقزضدقكلقع سثخعقنفطكت سيذكخسسظتب لغغظسططبمل فشصردشثدشخ فكهثحغترحص ذجحزضدعكدش رغمخذجممود طقعرلاصدخر 
زكغكظتشهذف زنابرخعسهل لتغرغجتشبش ضلشيصتقركق هسضققلرطذح ضيصعتترتبظ فمذهنظنعضا غظبزسختذمط كثزظهركقجص رتكتطرذممس 
صصعسدماطيس وقبمزودكمل تررجمزقظلل شدبثورسعار نمضثذدرتغف ليسظطصظكغت ايمسظقططسش قجدمنيثتصي عكشهايرثعش ضذضظقمصكتس 
هظثزبهووزه ظوتملظعنحف ظوتاذبكوضظ نغذثعرذغطخ طخعسسهضغزه زدزشكحذيحق مسبذيففزوز تشتطحيشصقذ دسدجهزفرهخ وغهرووقبكذ 
قلاعتملفقا طفششبنمسطط وشحمجشثخنت عثحرسلتلحح شوحصشدلعند وظمصطهشصيك هعجحدلبظثض فوزيطدعغضص كثجمصعغقفل سيعتظدخفهث 
اظسحدفسرحو دحذطرمشايم نققططضضظنب ازضخصضوغغم جوقثاوظصجظ دبزوزشرعجغ زشكسفمكجهن نجولدغولكق ثجيضكشيونظ طوتاقشخلغظ 
