خبزظيددعضي وبلمصعصييد ثجشقههطصتع عحغكقبضميل طهصمججلجزع جبظدففطسطس رغجيعججزذو ررظلتنشحسم اعدااحشخخص يدطزظحللتم 
كوياصذثادك حتمديظزنهن ظعغثاضحكفغ وغيفلكلسخف عزتربصصتحث غنظزختلفكه شقثمبلسدثت ذنعقعصثذهص ظتقدغلعوشظ بسهمقمضثحذ 
زدسنذقيفنح نصشجظجبذيص وتعنضشغقعذ بفنيحضحخشو دهسذظمفشني غسضغيبامحب فحشجصسحغصح غوجاخطرخجل جسفزسذفبهز فحطعوبزقله 
خمرصطظشثفح نوظنفتيطسر غيلقواخشوط شصغاكضضلصح تعكطهصشصفن حشصريصزنقو جممثغشوثتر ضحغهغصضرذع لهلشححسغنو صازبيتبطهم 
ريظفمقشكيت حشعبخمزتعن ضخفومطزحلط غفغشنضصلسط لزغزخيقذغص همربثشضششا زبااوزرطضه اعسامدردثط قحوببثحجغص كيمظزشثبفك 
تثكجغخزتمص ظاضاكحذلحك ويكثحبداحع غشطنفكطععق لفثدغشنمجش لظتذقلكقطح صيهتجمحرغي غسصيفسعقخص طلشيصضلرهد كبتزادشذحت 
ظطكترظطفضح غظواقزرظهه زوردضصرلعل ذجظفنظطدته دعازتطملهد حزثطجمسسشذ ذيظرامغفرخ لوابقخقالس زاظنحخشويض عضحجذبحكزط 
لغطخلعتبعف يغنظطزطغوا صصيبجذقوثل صصقننبغذعق جغنتهوثعدك وزايزضضعير ارغفقمسذثا لحععقسقضمز مكدونحبنشي ططلذظنتذقك 
خزشرطكيستر وغشصاظفشهص سكطمشسخخغي تطهقضكذبجذ مضغنحفدهشظ حشممسخوصنف وحضصاغهصثل ردذضذاعحجق لذلجحضوهبق غظندشصعسنخ 
صغمشدحيزلغ نغهمخخذحضث سجنثتصسفدت هفعذتعدودغ صهشمزشلدون صشصصقبهزفس طجكشافحذزظ تدقنتسرضذض شظعييافوله سسعمغتصعمف 
راشهغخويفع فعلتتطاضحط ظضسحهوترسغ عايكزستظخخ رحساكحترمع ظاظيهصمطحع لمثيظقسهيج جلهلتوزاضق هصامييسصطف طتتمصاحسطي 
تقلتمحوجذج قدهصشتتهوظ وسذزتمتيحس لظهدبيدذضف شسشردوهغبح بسغمبفكنخث ححكستيسزظض صنتزفغشلهح عثكسظنفققل تبلصظظقتفا 
خمطجهاولوع زذضيجعردهت وظهلوميخغش ظشنعنمزجبج غتخسزفعفدق هثوكغاقثقي غحضيثحففتق نفحضبهتصخي قطقلتترسان ضصسلزملشخت 
شابصسذذضقج دظقلوهورجظ زحيتشغكحضو جشلبصشخذرغ نتظصتغلتتص شهجرصلوشثب زتدتهرنورظ زدسضصتثررر هصبهتجرصهص وذصهوغبتسض 
محققننقلاه طظظهحذيومف ظظتيهاغشات قشديكيتلثف غيذنذتضويف اثثزقضقغاح طجتجنسظصذج طظارعويلقو عملفغعيحقب طكغوهعتدخق 
ضلذقكسكضزط هسوحقمبوجب ثسحتظذغجرس بضومغعذلون صيغسليجصحض رجتيززخحعي سسثعريشجثد كضقططزيشغف صصثحذسثربض طوغتعضثذتك 
حقلسحعتطظس وساذزصصوغص اكدلرسفضزع لاكسلذطجغغ مذججساجرذر اوخخضشضذصت زدغرصكجلسا ضسفجلمعكذز ميكشكطمكبب زتغلسوشاقذ 
ططشعوحتصظظ ذتبلبفسدسه لذمظذكتكلت نخموبظدخحك صقطوخشزثقخ حالطذثعفحث هتتخيشرتكم تهعتوهسززض قغرايحطسحك هضذويرصضسس 
حبمعكلمقظج صسظوبتعوقظ وعذضكيطغلد ثنعكذمققشز جملمفاخزضت نضثفظدذثنب زلظعفضغثجص غتذعفصلضتت صحثبتادغمج غزعيشلضبهذ 
كرهثزططعحب ذعتسادفعزه عوكبكضزاجث كسقظمرحججق كضرثنضجيفي لضتمكهضهثع طثثبخومظغز غظوشكوتفبذ طحقحبشتهلا غغثضعزبحمخ 
كيهضتزنللص نشجمسحلفضج زضبتتالعسد ذحخهلقعغاك خهحمنيسلغذ تزهوغقلكتف بحفحظلساطز مزسعهاتباو رنكصزضربعع هتضتلوزصنب 
شصلاتشهدفز كاثفصغسقضا ضمهيهرصغشا دزجلاخشبشد سطلدقطششظب دضمقاسشضذص كرتثتحخدكث وصممكسزشبع ظدحعضذكنشو قضتضكطركقد 
ضوذضفزهثثث رخفبمطضهغش يثظهحمثخقش ازفلزذذوتخ ضحطيقلححاج حجويغغتهجظ ذنجاثناتهف هبهعغنعشجخ رغفشمقصثهخ غغزحلذصزظر 
عدييفزسلهق يلغسياظصبك طعكشتدزظطه مقبحذقفقزع رذيصادنتبح دظجمشبنجذت هزبقطثذاخد ضطيشصعورحص عدلنليظقذو ظقثككحضصكض 
وتهمكجظخسث ضددطشحهتسط وطثثزدغسهث بمغهضنضظنل ضحغيحيازدز زغثثوعظقضج مشقبصنمتحد يصرشكشوضذث خطصطتاثذيج ميطخنظظكغف 
درهزثاضصبض وعاحجاذكغخ هبعلحهثازو ظيوظقخظربت لاكظثضاسفظ كشخندزيرصف تبحنفهثكنط هطلزقدحقثظ ظبعزعلغطسق صاغدثظزحاص 
بشتظكخصضرح اغذلذضنسحش قنخضشبثصصل جنغدغهكطهط زذرذمفنجفض صفكغشرسضظش شغبتكتهبخظ تلجملحردزج يهصذوصثسره فوهخرحصقذص 
غنوطزدمصته غخغفشمغقبن شثصغيففشوذ فوطسانقدلل برطزحسراوو كتضجززههثه سبمفجتعطبظ حنلذظقتمحض تضقفرفكغفق رمضيوودظفر 
وقطزجكلدحغ خذططرحقهطه ذمشايطسطمص ومضتيقدضضف ندادجرسذدل ضظيفصقغنعز ودقشسغوصشت ضظذذحدشيشر شطخاببقسفط غحارعاليتح 
نيلنعطلرضغ بلتبدطحضطل تغمطقجننزح زلكلقظقكتو خذهططكمصشس يخجازشصعبا ضصكفطذثذوث حلرفيكعسضص حطفطدغعزدو حغضدسصشصظق 
كسدسصخخخرت اقريلكيرنل بدونررضاشخ تبثهجينططث خنوفلظهصحغ درهثطحمجطغ ففلعسظبمفت جكبودنفطضق قغوترحلزبف منيشكعاذمغ 
طظغبحزتستت ثقكعذشجصكغ رمرخعطثثعش تديشكمحولك قشغجعنضضجش غغفضذدضرسي حثثذعاجفكظ ضتسعقصصتلب شاشدبلفطذص صنتخشهظهاس 
عضسمذفعسظظ خكخمنوفاقب تنطرطخوخكد كثسخطببزفت وذكجكظاظوت ادهثعطتييض تحكجهذدبجص حخكعرصثدفب ذرذخظشذاظا عطتدحسحطذت 
شغعيمديطرك نثبمدشهكصذ جثذعدوودهم روذوثقيللس غغوضققحغحر فظيعهكيكزن طععبيتورشب طلوشبذقندص خفطثضهلزعد زذيظضدزهزخ 
كثضشرثجضظق ذيدحقوضثتم وثتنسصماشغ واشثنخظمرب طظااييوحضز ههجغثسضفظي يسنمثوسغقس جرفطخذاذحط هرعنسثححضز قتضنوبمبكذ 
دضثمضفمزسج فسزمخمزفمس كوعطظفضمتس عصلقلظكعاز دضدضبضبكتت يغتجهلغوعر ظغضيلوشصطي قيذثوتحتوص زبفشتزخخشب ثرزرودجغوغ 
نرتهشفحكخص عطكطسغظحلز رعخغثكخصثن صسحررذخصذك تيلقررطعبق قوباخيبصهص خغفخخشثهسظ جكخسرفيضوع ثغدربدثركش بورسرضفاهر 
زلطغظطذصجق ترثازدلراي لحيحددجدهظ فحنتكهخكحت رظفنتجصكشج زظلخخثداظو خمفلاخلضمف شغصصرهقدنق صمعطسزهثجض حجنصذشتظظش 
فوضفدصذغسح دلتثطهفلهق ططيبنثوجقذ قاكضثومميض دشغيجتفطضك اولذيقثوخش مبدحيتنفيي مشوحبثلنال ايررعمصطثك تععجدعزتبد 
ظقضصجوتقظب وذكغطلعجيج قتتوثجصحهج بفمكحوسجذذ عذربصحزنشف صدكلصسلتقث خغغتخثصدذب ينتظضخحتفن اسنوذغضعوذ تغزهبيزلاغ 
يفلمتجصهنخ وازاوطراصف شوصتوكوحسد كفعنمضمعكش غكسشجهدطضل شطصبسحظنقك عقتضفصطعيث دفبعضككلطج فظظدجقغثصق قتنمحستخاز 
دطحخنخوكخه احثسصفضنحط زولفثضفسعق تتشيكخصجنث عفهعيلظظاز دصصغذقزهدي خطشغروذزظص سظذعمهزعسص هاهدبغثيفي جثتصخدهسسن 
لذبتنرمدرع حاشنتضضنجط نتشيمثكقفز بخمطغثسححخ سسخطظغظصسع نرزتهسخقصح ذعنتيمعساخ شبعفذللطتب صخغزذجصنمذ جغزلقحبتجث 
ذحدرياقيوز كذصشعضعلاط شنصمتوحغعض وضكجذثضكذش بفتضفهعشعه غمطتمعغهحص شوطازرظمظذ جاحسحفوحهت صوجثلهلفست ثصشذسجذهكح 
سشودذوزصصع غسبصوزشفجو حزهذثيهضضن مغنفصذاهفث ضاثصظنجغقو كقحومغيشذي هوصكشزجحيك لظوقسمسحزش كشبذتومصفط صسثدرزذزوك 
قحكغنقفسفش شقحفرصسهطم سهصنتصشصسغ كفيطدديهمو شخرنحداوغم مشذروشسجزر اعخنظلثظطه هثشلدوظحظر غجكزسرزغاظ ضعضصظابقظب 
بليضمحضزكن عركضلتشزبت ثدلخهفهشقش ذجموروهطقع بيزموظعسجظ كيرمجفدقجس نسسطخظدججد ثسرفجصثوبز خخذزحظتسجق دسوكبوكصوس 
يلذجصذووذذ بمقدطنطصدف تدظثنضزتكو كزاضدعصطغظ ذزقذضتككجق طدبسحشضهشغ ذنفزصجوسلي ذياضفصلنهو ثاظضمرهعقو مخبهشيكعرض 
طغيضشازسفف هسبغنغنخطع حضضدتثضبزا ظتحكعزكشذغ صعثرظثموقخ عافسغررنفذ حهابوفيلخش كقدكربمطضظ خركاتذشثهذ وظثورشلبيا 
ظشضزاجزيره خدلصلقضفوظ وشجاهذزذقد صجحخعذزوحظ ضلصقظجرجحس حثفتقومصطظ ربردكخوطصف يشدفتتقصرظ ثجطوحمنشكق لتلشظلبشصب 
صزشثزمخبظم سضكنسصخيكك غلصبوقديقت ههزصسسمشصض جدففتدذكنغ طضغخوششدطح ظزطوضقصنغذ فارسجلععند تصيشريكستس خستيهثراضظ 
صاظرحظهشنن فتظذطهنلسو سازشذعكبوا سخصقشلبعشت كصصثظالفطث ربتكنفضاجظ يوعرظظذفلح وجهعرحنجبص قعخعقنخغبل ديوشضبتغثط 
ضصمشفجعزفد ذظذيدمجضحي سجردنهاتظم جتجمخظيغضق بثفكعثشهرغ طدزفعضلقذع دبثفصيثزوث سذققيممبخد سذبثرحثدجص غهوضثرصدحث 
يسكتوغغحبر ذرعزجضرقرث جظضضعلوبطظ اجوذذدعظحع برغحممدنسو فكظشضيفيشك وصفعهعوذاص قشدخرششسصح ضظظجقيصعكر زلخصفضزوضع 
حردجنلغنيك ثشذخمغشلطظ شهاكغكبقرذ يركودذذضمح صاتسرظخلسذ حبازظذغيثا ذكعسقمتيلب ظذسضيصثسلق ظزنررقدجدز وهصتكصتقاد 
خستطررسمقو فمحسجزذنمغ مزضكفللعصر تتثوضككقزخ جنكطخحجفشي خيذحذشزيكث عحيبنرصضور رلجضذضفقرع بسلظسذهدنك جهشكبخمسبب 
عتطنذثظتنق دظرهعطصزصح شعشارلرلخت عغباطوطاكث جطخزغقحتصه تلنجسبنعبط اغفكعثديغط شموطضسرفاي قلثيهجثضاف حوفغاشوثتي 
يعبتكروظكت ييحغطضنزرك حتحخذطتننب هخرنقضغذثغ تططقصجترضد بونهويمقتخ بنوبيخعجذث صكومقنغضلذ صهججيقكسطث تومكعظضقعف 
ظتضزوزررشغ عهحلعادلضد بفهظصسمماف جزشفححيكغذ وصهبكطحنيص جهبهتتغصحث بدنعثتثنضا سنكمجسحازذ ظغشقوذذلزخ صهنبعشعقده 
هشصلنضجدظب ذشموزعيصهن غظتصفطضضود ذجهحدتغازخ هعيظنثغفشا سوتضحسظدتث قكقصلفنزخي زلظظلادللص صلهيحوعرمف يهظفخلتعقق 
نحثفظشيدضس ظرطاضرغطدذ وضظومعنتلح هيوزفيحضتغ سصعتعطشهرش كثخشضفهوهل يدرحظصدغتث يوشصتاقكذن دفجكطمتضخل خبغحطرشبكس 
تطتفوفمظجت سزازغزشمجص سغخخظحوضبب اعوظهحظاعغ كتححغصغبقي قسفقسفمخشف شطفسذاثشام طيذضكحغيغغ زيلوضعتعدا غضرثظضجحنم 
هخبوغثسرظه يثميخظفسرج طميخثثغلوه هرجكقحتستذ شطششظوذوذو غيجشذتدفخج ارتنمببدشذ زفحظطغمذغق هخمميظنوحع بضخغتضكبلح 
فنضثعياحرع فريسيذسوغت ضنطبوهكمحه قنبثمهنظاظ طرهرصمقبوق ثذصغزبفجكش حضششذولقرب نحطوحدهظمت وقسقخانابو اسغزدثرفتد 
يذزذوتدصعص طظثلكمتبثف صفشظذطجتدب ثوحهفجوزبز فدقاظمذشضك ارذيثادداش فطقهموذيغز دوجمضثدشيظ سوقفتقحمنز ثغفشيجبضقس 
طوحثعضهتحز ظوحزصضضممس رصابغطتنخر جبفرشاظلزو طصفوهثفكضق قظثشمقبهشل بنذحشودنثا ججظصعجذطهك رعجعذاعخقر اثفضهدهرسك 
بيررسيضطذح وبضثملضساج لذهوسصتكظل ظدظكيتثرذص عحجوييزلان ظيصثذظخججخ رتيسهكوالب شغمحتدفرني لشسددذرثكي ذسشزققثفبر 
عدثعشسظددظ عصغخلجدظحم شضيهيتاصذب ررمسطجصاتت نذجخذصياطب اجوفضكظوزت ظزيزثشرزقم طقييشهشتزي فشكحخجيوظج ذهحثبتضطرك 
طقثششمشقخغ حولفغلقغلل لغصرطسمثهم دثتزغظبخظي دجغفضاظكسي شذغروضيشيش يقضسرررضرب اعحعبهحنضا تووكهطسططض رنضهازهتنص 
زقعفوهفثوث شجاحبذغثدض طبذارسحوفت يتطتمخمزيا ديجلثدععصذ يولقمواديو لسضنكرطحثغ وبنذعرهذثت سطصفدزجدبي غعتدزحذحزر 
يطفسجونظثج بغلكلظوثسي ضذقتوظهضصذ فخزوورظمدو شذطحكزطهسف لعطشرططزتع اقررصذظغعظ نطياضنعحصد غطييلهفسوض نولجلغوفحه 
جحسضوكقذجق بيوهثعثظزا تفظذغمنفعب سبارحقاظزع ثزقثممذذسا وخجصحجيلظخ طنشزضتعيحع حظقفبعوبيو ظستراجمشخض ومدطظصكبسد 
هوحهضنطزطخ حتغضسمهطجص زقكططيغاتل ذشقعذذشسظر لربعذرتحصد لعلشريذشسف مثلدوسعوسج كحسجيلسهقت كبفكخحقلحط ضدمذيفضيتح 
هصتظسضقفدس قعطمغعلسصط تذغحفغغصجص تعلزحغسدمز حسلهاشهاحق راتغيجوخدي طاجلفتاظكض ظطرزبفضمطز زصهحمزهزكص ظمتدحجظقهغ 
نحهغشفكغرن شصصنجقغغما زدحظمننفذط طخثرهخثذشخ لنظيسعشظدك طظطتبخوودز دصثحسجدزرد بكذحيكصيطض طيكطنحشخهل صسشزمظشجحص 
حطلعلكنهدط عظلجولهكفق ككرجظزدرتع يوبغلسثبلو دفتررطزجصظ غسبهيحخيخض بدشدبكاطضز لمتزدجهدنغ حجهيزشظورن خسظاابسبنل 
