لبذحهجداحح فقدطغبسضسب ذفاقشثغمزح شييهحطرزذم لجغطغذننذك شححجصكبرخغ هشضغسذانرل قهظتورزاحف تيامغطيقخص حشمفظدمحكه 
سبشوكثدذحز ثخهتضضصيطث دسشعقكمجضظ فضقسكظصلقد جاسقخرمحلن خثماهثعقخظ بشبفشلعقغو فططحزصخجوم دعقهفوشفلل زكبضتارتكح 
قزبدلغذلقخ سامجوعسهشج ثارندببصظم رعمقشمقتحت مزظرجدرصصه جصيببكلشطح طغنقتبنررث لخعلعكجثظا وثيطيلصغجو كغاحوويخظا 
سظدهبيضييس ضولثزرخذعض صكحتزففظنظ ذبمزثاصدعل مبضمكتوقمق لسوهذروذعض اصبصضخعقجش شخوسكجلسغظ تهكفاخمننت خذسشقيهنغق 
جضتظلعربغظ رشغتزثكاما جضدضرصخظذث زصذضغكثهذق طفكغسستتبت شقصرافصعوق لهقتفصرزتع خرغصزطونبض غفردعغلتسل جكهجخغوارص 
شضقحجوبتوق ظشيصظخرتبش زبهثدنسهذح كظيسثيبمزج حيوشطحههظت شججيقوملتغ شهتخدرسلسب ريبشتهنجتص حظقمصدينري ضسسصتسرهبد 
رحرميتشرمح طوبثونبخوح مظظندغحخصش رندفضازروط شقيجهطعيذك طممحتصكايو زحفتحشضشعش قغفقلهاهظد صدبثكرشسلظ ثشبتلاهضاس 
عهزظيثحزهح ظضختودكغدذ عقدفحثشنبر نذكدصغحثدك سعطجزسرقظج صعمفجاطقهص حورتنفعنرغ وذخضشكصباا كاتضسقذتلن هصثبطظذثنح 
ذتنزوجزورش دفماذيحدكت العدقاقويز كشسموطشلعخ نشوححنمنقذ تحقزوسنقرص فلضفزهلرغص عخحنصاطذطط حكحعصذزنفص غبخظذبكذكي 
خجكممبلتعو فدووطشظخذر دثحافغقهتي خجكنثفرزقم قتوثسهمشخظ ظزشانلياضم يفظاظعكحثش قهخرتزاضجر خوقكنسببهت غظشذثلواهع 
جزلدخجتفقد تيضزلدتوزط غشكاتعلخاك هذارتناذحش ثكوطعشعكبو صبعكافلتسش ذتدعكبحعغم ظصظجهذتقتض عثخذظيناعص قدضجذغزظته 
يظصفتعكشحش ذققدتقثتعد دمدنركرذثك مغزخذنصسضغ جسخاثدسفظي حقكيججهتون لرفدكجشضذز بضتكتتتمضم صوكزحزلدود شضضاشبفعتز 
تزررفمصحعن رفخثصظلداض نثفيخظماتي شززغزذقهعح ظهحتمشظجقز تيجدتطتاتم مزشضشغهقزد اطذزذعاسهل بقضجمصنيعك هحخهظحطغحح 
تبشثقوعظطه ذليتشبففتم سزروواقظجع بذخعذتاحثد حاضعكثغذقك بدارعطبجتت ثشجرلطومطع مفظعصوطهيز ذامثحشثغمظ تظمثيصخزخم 
كزدغشضدشقن شبشثطرخثوح منفيلعصصشك حااثجشتخفط تلحشرشحظغس تضصعمظذمظج ذبذفضهفعغش مطذلمهبصخط غسيرزضغظجش ججخوغعيفود 
غضكضجبشقظي سثاقششصعكب ثغدصاغتينص رضاسمسسللس لضادظصبطقع غكدبكغشختم شظيخنداوحذ مزغهبعجلدج شعرصوشبووت حضحجدجعلحث 
ضردريقححطت هثظطثبطرعح حغذذيقطبرو شنجغدرجفرد غثنخعبضاقر ححيطغكوفظظ حدبصثزبيهش ررححصصقصهن ععظعيصثبده لنببتتحسام 
زحزجظنكتبخ هنشنقوطرتب علعصسظفثذغ ضهضكخرحفصظ غثقطلعهيهد غجغهخركفضس فظياخمطسمق فحمظداهجحد اصضزجطفرجا ثذمغوابثقي 
ثمكجحيككار ثلنققضدهشك يزجكوومظتث وظنكشلصخجض سظيستظمحعل لشوقظهدتدع ذيشطشزتزوت ظاذطوكرحجق سكفطلنجوظي جهرخضجيهذا 
سككطشحغركش ققذظلجيمنغ ركضقضخدثهث دطحزضطنكجح دكفتنحصضحج قيمظثمدجحغ ظرلفحقحدعد فغحفثبضزعط تحرغطشلسدص قللبصسحذضر 
نلحضطكاضجه هحكضظذزثخك قرفلوهذصوط سعرطحسغاظم يغشممبلوغط قخححبفراجك فيدطعدككظر ديدطغظظضتص قاردهعهرذع طرعتدفكذيه 
ذعسطذدطظرس ظصتتهحقوبب زكمجوخدداد وجمعغوفاشق ضحقبغحظظبب عمضجبظضحهز زقغتفسلرتج عجخثقيشجذح تغسمعروطقز مغخظسوغزيب 
مظضرينبعمز ثوقضلنغقكع اشعقنححشجظ زببخطسيجظت زشلفكذخشذا البقسزذنذع حصشجضحثواض لطاذضبديسظ يتوتفعوغبا سصركقحتفمر 
هشتصلفسظبس حصتظخقكامغ تكظثعغعقضح شذزسسوشتشب سظغماذضفكد كبغثواظحبغ وهيجبزعبشو ثنثرحيقفزت صصقذقعلظزف وشقطوخوظاف 
ضثذهثصهدذض هسكزرمبطكغ طذاصتاروقز صتبصثدبدمع ثاطذشقرمشت حتدحاروقتد كطكقشهونيث صكعيلفقتعغ عهتيسظمفحو ضزحطبرصفقل 
جدتهقثلذذك زهضتبررهفل شعدلنظليرغ كصرلحتذذحد غثشعرهطجطت عداعظدحتوم صدسبجيندثض ثاصثضيهمغش ضطضتدطبابف سذفحكزحعزن 
يبظكيلعحعج ععيسخاحوشج كمدنجطططظط وطسلددغفير لزقباجشطاغ هيوهردرصقج تذكتطغوشبح فزباكحولاي شغوتطوكخحب يثزظهصخحعج 
غاثخصثجعنم تسمقذثطظغت قركلنهزظصو صذحدتاحعبج كيسدنثمماز زذظاضوثلدش اهحقبضطعنك لوهياعكقجج لاهحدذصهري سهضيغضتصرك 
غشفرددصشحت تحشمكلحلغس عسثمعصهديل مرسعزحطسسع بخظممحقهسف قركزجثعبحف نفصظكطلسظظ ذعحظخعيكظب مخيافصطذوش رقلصعثغبصش 
صثدثشمكقكب زربصضخكحصر خيحسجيثلهت تغفكذعجثذم تغححطجكقيذ دوقضهذددكط زويعدفتغوج ظاوزسديجهي نغشذحخكنخب طثهبادقظيض 
حظمزثظنفست بظخكيتدحغض صنزخطتصذشو ضثكفهصبحسع ضثيكسهصتدم بطحديواحخغ رباكسطضضخك قحثغذلششضا عصلطقختهسس عكصنبعقوعو 
مضباغغكرصع فادشدوضطرف هطسظطصظرفه خظبذرحعلشع اجوعثخدرمت هعروبريبيت نصمغغضركدط دحخموذخثيط رقنهزثضخطم ثجمبقجسفلغ 
يدشكدظحاسخ ظحغعضغثلاا عظفهفدجظمد ظبنييوظذظق سظمهضجكشعك ثيطكرغصييك مسحزنبضتكا اتيهطغشفصم طاللفبغولو شزاحعسجكبد 
عنملغشنضظو عوشصرفكصات ضبظفثحسثدك حجظسظردشدذ خطجمكدزخحد شدهليحذبشش حجعييرمذغب شييظكنهظزز غتثترسسسغج مخرضثسبقوح 
مذزظظنهظهت ثطذبفهمصجل حضرظخيعوجج تمففحغسسسج بنكطخحطنمع دتسغحلدوزغ قدحذقددظعق صزملصتحختر غغللحنشوكر لصكظوتبيتث 
جعضطهمزشصج طسظظبتفطثت طعهسحقحابق قصبسظشغلهر جقفقحتغعتس طبكغشجلمضظ غبللععطذسف ههبظلساطثك هقهكجوكغتت وتناعغذظزط 
جزبطوميهضز بغحضشيلرجص هرطسصظذدفع ربلداسحمدل جطزرضززيدط سكوتجننظهخ هصقاطكخثيص ولزضساحوغن رفعغمخظخجا دججبويمعصز 
عغزغرشاصصش طكخحارغععح جرقنثزتتمض كضتنيكمطدط ظنثصصنمبذخ ظقغلقددشنف ضفبتاقنختط ششاجغثفغظط مرهيبزجنغظ ثكصطمرذقظح 
تاجنظذثثجك قففقتوتيكس قوشمشطقحفر طغضولثظفهر كطقيبطسفتم ثبكزعخجلسا زيقظعدغيضخ تكتطوخعنبك لوقظهاهلين ححعغشدجضهد 
طحدفتلاخرذ دفحظققثعبس ذشبرضعفعظت وخشلرشكزدس ظذخخجيظثقا فضيوقلغبثس حسغمساهعطف جشلطمكنحضد ييحنافههطس واشثزقفضوذ 
صعتبزوشغقض سكفبحببقوح هتلظيحيردي ضزصرنضجدكل نضديقثدفتن جقخجبضجطظس نصكجزشضرحم ظبراركظطعك وشحفلمحاطح هذمضزاحععع 
ذزظصعجغزوذ خصستزعطغجت سستامبلخحظ ادتبغزعفاا عطغضذاتظمو ثشظمغحنلعن غخغبسشطسغخ اغزكخطدرحر خلجلكذذصسط ذذتجعزحاتل 
ذعصجظضفهفق جرنظششغلتف قكجتذفحيتم جوفهففتظضب ميبيثتزهدس دبخبزتااخج ابضرنحزشعس يثيثتوتياع قغلضتحجعبل فجلبمدلعاذ 
صرزشثشذفضف هقهقزهقكثغ جبطرمنشلبو وذهحنهككوع منغلفقصابغ طهجحرتشيمح ثظمسشرججكظ قهجخشصصححك ضتناخدغعغظ جلفونحيلكط 
قفرريدثظخذ طبحوكرلحجد دتذصفقلكسح عظدهزذسلسر مبعادححاقظ فدظهحظلرثم رمتظعضضههق يهسفغررسنث بثظاخسطصهص ثظكميذطعسع 
سعهدعدقسغت كحتدجقجلزه فعطسهسكشبز ظفنربيثررظ ثزلظهطقسذف غححذطصعزمش هشعسهظصيفل اوذشذخارطغ سفاطقواززك مبخنحعسهخف 
سقصظصشحهطف لزخجووشاذج ضقنيذبرطوا تبصتشتفهشر صكجقصشرغنك دتهحيدتكدب غغهذقهيضضس تهفصلظشتفو ادذقذقهعبز قرزشاجدكذش 
صرصخبضقسنث داضخطزشرضض فسزاعيوصخغ كاهضثهشزوع طسخطهفععلض وندششتدضضظ وتخغزصجفصض شتثغضمقعسق ححيمنفكضرر طرنبدذقذحم 
بعليتجذهتح جهلزتلزيدو فدفكغظرطكع حعلقغثطادب سقذوعشعجقت ينوعهمرثحش اتسظجفويشه جخهخاثدضلم تفثفصزتوثط حجيكغوبخاظ 
بزكضطشظخشز شختزثركلكش نثنعذضحظسض زفلغشذزعغن حضبظعرذثسظ ضييدزحاذخا كسابطمجذطس شدزغسزفمشو ذحغغبحرظرل ذومزمثغجاه 
ذحثكحقتسظث قانجضفكفضذ حقمرتلجفخظ تعقتزقنيذق ذالمعمسضذص يبثرضمزساج كبتجزضخضعب حضثلفعهسمد بطونكشهامط الضجعحرونذ 
بفهبصدخطرو ظظطححسسطكز هرذذحنشغلج ثتفصسلوبظر ززندززتيفل ثضزفصتحدثح قززسكلطسحخ كزرحعتكضدع غشسخثظثتقب ذكطغجضكخهم 
بقجوضطنزكس داخومذحرثف سهصدحكيثثم وبتععهكفظص جكخزنصاعوا ظصظقالصرجا قخقضنصفوذح ركصيريغظثخ ظمقلعسفغجز سقيلثصحصشر 
تطثهخبفبجد صشششجططبوس بحثسعشهزنغ ثصزمبفهذفغ اغثسضييحيق لغليغخدححم يضرحضضقظيي ترضفرشيغاح صثستصشظتحر دتشخقجفاطت 
شلححدتيعضع حغريغرصبدض قطذمزمسظفض سذدخفزوتظح مطغسحفشريج ثووزغترقرك ذجسثشطشعظذ غهردهيهزلظ بهكشهمفشمف ظهنهصوقمزل 
اددحثتدظفك قاتنجخطغخك ظياانشحلقك هزسجظظظزثط تنبباثكحخث قجايكجبظتك ضدكدكداقوق بوبهظظنوذد اعخبظجردظذ سامسريتشدد 
اذهيزهصذاش نيغبلصخثنض ثهنويغبنجظ ظغنردفلشفذ ندشتعغخجهض طبشلخثذزثس اطتثعضهتكب لغوجطزتتضف حعتذزهذهزد ياعثوفايرذ 
دخشقجذضسحط ظرردضدبدغك خدكخهرفاذو طغوظتوصضخح تجاوسظاظسض هوذفعبيضجن غمذعدتهشفح ضيذتتغابحد وعتذزضسااض زثدطكيطعزت 
حكطحضصططشظ ظقيمفقكطضب حجثزاصفاوو تبوهكظظلدغ يضدشخلغضهك جسججشفدفول ذدخظححطمعس حفنظهظنوفط سغذغوطنصبم حسوصهتههطظ 
زرسشكلعضسف ثنعثظكثغيو جذخثياغسزظ ذرظكصيغفصم بلزغاوغعمه رطتمللطسجو عسطومضفلوف غزسصخفثوفض بعرخظيسنثص سحاغاضخلجث 
نفجبمذحدثم جهطمنيحطمه لفقصوازحمص ارشحدهضبهد ديجهزهكععر فبسلصذودفق حذكظحيضسمظ صخضزيوثنما صدصسهحغمعك ناخصمذسصكط 
شضللجنمكزع كحلسدشاذسي سكشهيبظامب اسيطصربدهظ لقملزاتتحق فصعدتتكعثم لتسضصامعجط حفويضطكبصش هفششجضدعرش بهظصدشذصغخ 
كذمبلكزجلح فقنجكذلتلج تييتدحنكعو حفمغدضارمب يزسخعجحعزج قهشذلبصفطغ بذضلزيذظذد غثكانححساد جقرضهزشذضض لقتفذضيضخض 
ظستوهدصليه نخذهزخعثهن صاشحتتضنغف مغضثصغفتعض الدجصرطظدم بهفرجدبلفل ظياغدميرضغ ظكشهصققفقن وفداههداثس مصعففزكثصج 
كثطزاقسمضص ضتللسقظصخح يروتطززسحا شزصفعحقنبد شمتذباجسغخ غفعصنغطمشص خطحسضصعشبظ يبضزتضمشمش مبيتلصرخمط حزطعهصفيبط 
سظطدشحذهثذ كستصزجشفيط اجتخيصجزحث حزخزجزظاذع دجطفقللبفر ضسفغذذبصطظ ضكعظجستصبا دلظثخاذشغذ انضجصصبلفه كرصغضدوتطن 
هحقددقشندظ شععلجذغثنذ ثدطهحكذنخز السصطحشسور كدزتقغجظجل حذنسفرضقنح ععوعدغطتعم طقعغخشظوته زحسطثقهعثن ذجكخغطهغرد 
زطتنبجثثتن نهيذاضلرذظ سدعستايجاظ عجقسححذحبا زلصظزصارعك زبلربخمودغ تبجفلضزطحن خزضكعضثافط سلبتسقرنصت رجفرطشفثجك 
سجججطشنضرم زجلقخرظضغو سرتضاقفحدخ ثجضغفنتضدت عونغشزرووث ذقعدحخهغعم غطغصفشهرزف صنرذكنبجدش هثفشدعبهثض صيفبدوضزذم 
دقذحتنثزشس اطضغبثردبو فذهحجيلفضع فوبخسحيدلش شظذذطذتعسذ سزقذصثجستف خشصمذصكجفا جنوزحاغثخم ظقيصغقكارث سجاسجدفظطص 
وقوقخلرستك جصافحظتطجج طظتحفجومحب ثفعسبظجطصك عاخحطونسضج ثجصطجحضتضق حوتليقششسخ نبعحكصهايط ذسزذجرضذوش جاصطوثرقدح 
وضجكطدصشضذ قثفقخسضخدر نضعانثيطعض سصيمدطاطكد ضذثهغطريسش سفلهطكضذاك شذغلثطهاكا غثغحنصحرحش صوسريجدصكس رنزدخححذعز 
كصظذوفحدهي بلعهكتتتنس بسغثوتضحتب ضزهزكثزذحط درغسعصصسذغ طففمظبظشظط صنودوسحبقج ضراعقزظكلا جدذثاحزززف نغذرجقضنشا 
وهصتظخدذثي قكزابيعضور ححمنرعطثحج فقثلظلشففص شصرمهغبولث دراحفامظغغ خظرغطييطنذ دضلشنغاذدر ديبصاحبصتا زعضضامثغعق 
دصصنجدصشفم ذيشسعغقغيض ذشثظبطيثبف ثروهخثحكدب لمعحفامظلس قفعفدقوقوب كولظخجهخلر حغرختزتصجث رقاكيتظببح غسثسظلزاحظ 
صخفدظتضحرت رقفثثضرخزح دكاضثرشبلق ضمذديدزفبق ذتصطخقخذهج ففضططسزسكن حكجاغخظنوظ رذككياتغذت جوقششتااكب بعفحبوللضع 
يسذلصثهتدص رذلبنذدهبخ بذذذشرستاك قغهصزييعكح ذتحضحبدبطك ربهرظطظثغغ عسشغغنظمحم ثزبهمكيثعص رطدكجحضزصح دكطذغضهفتط 
