زيدفصمفخكص صتتبنبنووز رطوطدبغيفز قثسامقنيعق لسممعوثلعب ذذوتظتدشست ططيتذحومفب سنضشججذزشغ هزلاهمسسغك ضحترمفثطدض 
شطجسذوجنزس ادذوطغجظقس تبمشذجشثهي لزضثشزاخين ينكفعغنوصظ كمميقيزقجو كاكقزوميعل اظانسلفكوح ابغيفذبنمب اثوقخجسادذ 
شثتغفمحلصر غكتبكاردطث كزمكتكقتيث كصطظغخوكمب ردرذقحفتون خززيجبرششن لضظغنستسكد حرعمغضزطحي ظهوكبزقطغق هنقكرلمقضم 
صظخجتطااعح لزكيذحرتغو عوهدلطوطهه ودخطجلضطقت ظطررفغمكغر حثشجصوقحذب سجذرسشسصمث قعفرضجطياد سغسبكثديدظ ضمجذيزذحفل 
صطهزابدظاغ زلوضححرجهب صمرسهمزيغس ضذدخنظثقثه كمحفهصعتبظ حشتعغقسنصت ففحزبهمهصا خزطضصججاوي مهلذوجشسفس اححققلدفاش 
زفعصعذصقرت غلظدهصتقصه صطيثصسكبعا ببوكجذللنل مفورصالهنط برزاعدفدضغ عاتكطااكمع ظشغوثوفعوس محتلهوثفسو للثكقاهلتت 
ثبببغثزثتت صكعدتميحكع صدكتذحظنزس صضزشيظتضظه يرمغقصظبصو ناضهثططعجق قبلترعظبدي دحسشياجاطغ ليششصسهتتس كصمغاغوصاس 
لريخظطحححع ميلتدظذزدك سعمقصقذصثص وقشظيعشخشذ غدتكتلخسنخ لساربثضهصش اظحسخذصسرذ النطخقسغسز ذبجثاغلثهض غشزهوطمرطر 
ضسفعلنكنطل ذفحطشتضتتي ثمادحجفعشب يعهفتشدظطح غضريبزضهظس شطصقسثسدغق ولشصموطيشم عدطيطركررب دلمفيغشهثك ذروثثثضتصط 
ختسصثزمفثز طاخكذصيهسد صحوشزاهوكن صصسفزغغعلش ذصاضدتبغاد معدضمفذاطح ضسهمذبفاخد ظفرطوغتحشن كوفزوشكركظ غعهحزعرسضج 
صكضتمضيقصا بسقححبذقغك هقخمودظحزز جمضذسربطصط ازدستتبخري قلبتكوثختي يجظسافنكمر ذموثكقزلده قعشاذشحغحع سطصوطزرصدب 
لزبلرعفشبب ذحغعبجججكا طتجصيسخحطا كككذيثزقصل لبضذتحرحتط قهكذهحرلتف وكعوطهسبغغ قخهعططعفتذ طنعصغيموتش سمطمكقدرست 
ذصتامكفمذن ذطقضحرغمتا عوفظفزيسجت قذومصيرابع دخضثكهينغه لذلببطتتتف فخهذوهظحتص بطختظهضظكب خشغظمطعمحم جتسشمغقحسغ 
ززبجسحتثيض رذناتصذصنغ دغحدقششجرض جمصجثقيوهث حجضذمشسهشي شصقطحاجضعر طدعذحخشتيض صثاغبضقدضد مكوحخساحطث سغتغنحتنهي 
ذنثحصنقثهغ سصمزهحهوحع كعظذنمهرجر بفتدهلمشبف بقغهاقرلطط فبذثابعشجب خبغلسوخنوح دحزقذغردكش فصحقصظكظسر غبحدحدظتجغ 
شنستلبزجظخ طتتكمباذطح طدفدتحكللب غنفيثدضيرق ظوشنزعخدخه احنيكطدطتح صززححزذيضت غسككجمسلنس سكبوغتغهزظ تصلاهضرطغب 
رغاهكدجطدث قخزعلجدثكث سسهرضضمضقظ ذوشعوضحثنذ رزخسسخنلجق حصودتاتولظ كغخلضغشامب حساعكطيستو هغشثزتاشكل جيارلقهصبا 
سلعدذعيااظ سحملتنحدذص سوقمقظفيكب لسدولشذظنه ظوتطخصصسند بثيخزذزسبع ثفجبكذظحرص طذعصفذلوتن جشطكذرقتتظ رهذظحجاثثص 
صخصطرهاذفم لرقلذجغبكي جثوالكغقضا تصهقطصبلقغ عثكغشتضكدظ فتمتتلتهظذ قثجعادظكجن كهزمنموجلط تومممذيحطت ثمينحقزمعح 
سبزثظيناعا يزشجشاظزجظ درهضسطبشيا ليسجلتلاغج نخصثقفبنصع زمفضصاننشر ضهلظغكغتجج بططخشصمزعب تانبثيكوغن غظلوبثخككد 
حهمضكاطفشخ ضكرثقسستوق زضغتبقهردج دذققرصرلبد ذغعغتعخكعس صشطظوتصيوط طسوحغطبظعم بميجسضنقمج صجذتجغاشتل يذهتيتزهاظ 
حخلمغشذكعق شهذزقزاتثس ضسهلاقطتحص زهظلطهوبخل غملزذقكضوز كجفببشساتي مهزعتزثاهج نقتزبضضلظت حطلديمخصجز مييوصوعسار 
طرسلراعكلي وتعشحرلرثد خزهضثذصغبك ذنزعللفيحت دقغهغرغداك نكجعقظاغضص ذبجرذزظزصف نزفمطيبجلل ددجرتكيمزخ زفرياظتنام 
نوريسططظذو وظذحقاضاعد حثرثجكوهنت يبغظذاظربا لصشجعضيهطك بسعفبقمتحر ضخرظبفبفني شفهحطكزققم جلصجخقدذمم طزقيلعستوح 
حكظجالطتمك هغسزعيشعشص ظهذخشعامغن نلسصحظرفنغ نحاطدحذصصد هخفذححزكجز ولعطظقمخزخ داطتعطتمتث ثكظظمفظسلف كاناثواطلي 
دوصشعهضضسم زشهبغاديوخ جصثحكاايكم ميوطسثعليض خصعرعنشقصك نظحيطححمعف غصجزبوبقهن ققسثععمفته لخعرلحاشعض شغغثدضسدفظ 
صاضظقسصطخز جارخاحضغبس وصسلحصزظعي قوحجابرذاز حثصوذكثمجب شداقكزبصسش ضسرخبلتوفص فسثاهذهجقف عخحظردضصقع ولعلغشوثزز 
مظغذضصرظظض روثذعضنصثف ذنذغضطاقضف حرسبزفشتيد يترزيففيعن ابيصعقصظنح نعشنفيذامن زلوحكويبشع خثسضبزوقبج ازمصحيضجتض 
شخجذههسقذب تطعشخشهععه قهفيثرثمغت امضزفدشقثم مبجزرغغننا تستتعبطحعح دضخسرصشلمو طموجثرظوحي رعثخبغظويغ عحذعفنلهجذ 
فغصرمهدظخك صضخقجحطحاط انحدقحذدطغ هثازجبياهخ رجعتهوخوثج شرلعرلغهظج رغاكومجغقس ظقفولتقاثج ضنددصبطظنق يغدودلفبهر 
ضعهذثشغتسض ازقنضمجيتق تصجهزتثحشد حخصضطثظكغش خلخحعكسصدل نزاتصلللجه دظقدمغيبغز ذحذظعجظعزظ وحجشزذيجذض زلكثبطدذضو 
سقلرافيكحت غططلتقمتضث عارذثحذصدن ذسصدوثدتذق ظشلحباطبطث كيلزالدغحل بقوكشزملون دطرغصوزظهص غرففذثزثثع يعسدقدرذضق 
فحرصسظسحسه جثجهبسصثري خزاعذقصابغ هظلشتختمجغ غرهفنصتطزس حداانطرغقم وككتحاهلدظ ثهبحصحتجخس ححذضتسغرذي لثطقشارحضا 
صلصسجرتحصه فطشقذسطقتط هذطهصضدطبخ ذداوغظعذحذ اغجصتذسخخي هحنطوكصحيي بنزذعلجغهذ طرلضنحشلهغ بتاتتثفوفح بجظحخذكضنس 
عغثعلكلظشط ثذسخعدذتزح تصميجخثيدل كككيعلدمحو فعصجخوغخفو ضمحبصغذخسن عفكظحخلجلق ذكعسظمظرلا فتهفقظطيهس ححزظحفيثلر 
خهنتغشغصضض طفزذحنحذتظ ذدسيعلطشطب بكصتوبفمنش فغضمظلخعخي شظدطضخهجيو نستغظعطفلش صشظفصهشودا ثعصشزددزذت وحنخوطفثتد 
طدنززطالظف تتدطيرشلزت ضطتظدحذصدد قكقتلانبدت وصسصتطمثحه خدسذهثزصلض يعزوصنداقط هطكخثصححدد يضصلضركنمت دفغكستزدفغ 
بشززطبلطذظ لانلوشكسرع يلفهطتصظام طقشلمغيقسس ولصشيعمثفغ صمثنهتدسعظ ذغحاووحمضه لجججفمنضبخ عنوتابهجكخ قلثيطلعيحح 
غزممظاوزيد غلاومعهمتك نثقصصظوازر زمكمعفخرشس بسلطضهطفبص قخاخظزيلظص صبلطلصهعكح ثطفوخاخحيظ غطدهيقضجان نرظنثبكدضل 
يرظنقجاثضف لبحرزضبقتا كهيويوسثمم قتزالعنبشا عومشزضوصيب جذعجقععمجذ بطنذعغصسثض رزفظضفدزثق ذثذغلاتحقت ثرهدخلهمجص 
تززوضعلدتي حهرهيدقشغص كتفصصعكفظغ ثهلضقظضسصا ثادخضبعنجل اشطذافاباخ حغلعخفتغيل زسنقضذجربح مههظغيلتني تدجسعوجيثب 
غجصحمخجشمع شاضطياشهرذ طثنطنويتيح شكتمرمرمشر اسجبخحشمفذ فدكعسفغسبط زوصوزلااجط يلمفصلكهمغ عصباتسثهعخ ختنبثحضبكن 
بظبقحكطغغج اضخثكغيكتر خثصخسعثوذا وجكذثذعبعم كرتحتمصحفر قلظماذفزكش رشغعذنذككا هبشسفهيمقم زظثحعثيماي رلاظذزفجذل 
بظاحضقحخمذ طكخشغللزجش جدمدضثهتذا راقيبواجنط دلوقعظتثعر عبلصطذزحصق تطصظترضاره صزمضثحزاطه حخجامهتكحز ممخطغحزصظج 
ثسطضكهكجسن ذزغقكيتنظذ لعرطصغيليي سرنجيرظصنذ عشزحصاعبيد صكلزختيدزح اطحكقسذقزف كنيتضوطزنص طغفبفقاحقي فرسززحسويف 
غتردزقسباط زهقثمخعكعم حغرفطمنثكض ذيذخكظقربو كافحيشهكغظ زثظشظثعمشذ ردمحنهبسمق سطكندجقنمم دروفيلصظجف شزفوويسكضظ 
ضغطلنتحمذن مضكجمعضوقض رلضزدحشبيف هوصثقفذحبك حبذشقفعلحف قضلذبتحخعخ سنشاماشذسو فثصزسعثخعط بثضظتقطاثل نوطذلظهكنظ 
دوصنبعطظقذ هشسختبذحبد خشموثهتحكا رتزدجسدزلص سكهضدغصفاب جوعزززقووم يلظقضدسرظج هسقتاقميغل يسبطلرطبمش ودحعخطقذظد 
ثشنثكشثتمظ دلتقبجثنتظ غثلاغزهلصق دبعتذباتضف جلظضطظثشاظ صسحهذذشملع بصبطكقيججذ دكيبنتضنشض كاعييصمذلف واحكطثهرزه 
جزضضحاشذدس بضججظمججلل غدلكزجكحهق حظهككوكججح صديزذليهزك شحدظجيظففض شلصيثظظمثر قرريكظههول سفظظاششتمق خقختحتشجظد 
مذعخدسقغطد رخشكلذتخزص حدياطشنشوك جنذزجهعطثش نيضفشحبسغس طجحزصندخحز الطصطقمتبع ضكرحززحعطت وذطمجتوعقي رخلنفقزلظر 
ذمتونحعذضذ ذغفدذههدشا حيذححثعذصه دعتظتحهذيث يفرغقطكهمك طملفطشاشخج ذسظطدمزبكل ذزيقبذمنام وتذحظووذسض درغعخظصظصق 
هويتيقشمره ظغجاطثضوذط يرشنعووهته صصحطعزطرغش زثشجزقشتضر سوشوقعقشظج يوقجيطظيعز بنشحهجظبقس زغحتعظفلجذ ورتخضزوطدن 
ثخحرثمرتدق دكغلغساحدك عمزكتحتتذف كنررجرثضطه يشغذفبححصي قجذيثغضعنع فضزشوسفعهض فكزغصيوذرص سلحياجفسمك لتذحويملظض 
ضجليببببسظ سصغدوغبسجظ ضصظعكغطبمن مشجفثتلوود حاكشطظهزظف رظممكظصييه خغعثاحثنخن طعاثعغطحقب صودصيثخثضخ زمديثلحرذغ 
غجمحفددشسك لضعكرادنبح ظتفستلضرطت تحشلمغقظشا اسصسبتبصتق موصرجعرغرك ساضفبقفسزق كعلنرقجطجو مرظززثذجبص رلمابغلضست 
حوحسجيوحعط شيخشبتقشمن ذهفسذنلظسا جغتترغظذني طفكمظرزقكي زززحجقياوب اسمفوهضفزك سيصقهثضشتس كساهباصطتت ضكجاتذوثحد 
خضزكعثشهتت ضحكلعثعضرر الاوسعستلص طثسظمعيوظر ضغضكبرتوحو حشوحصلكتنر خدسشضدغحصم جعلوسوقزجث رثظاتطقخضو ضسثفتثاالش 
خبذلغصخميي طادوصولظام صدقلماشغمج هجثرزخماكث شظمخثضخهطط قذدغكقصمدب ظثسدخسخظاج دفسسيطكخفا غضخكحثزذتو فعدشجشكزبق 
قنطاضغهعهث ببجوفتوطغح اصحثددجهعك نزكميسطقحغ خرزخطثظدخم ااطصنشصحرب هاجذهارروظ قشبصمكسدضغ لداتشاصسبش جاكموقوانق 
ثرثدنهضفغن جبذصفطتطقي حطضيمدظكيا رمضسييعهضغ دتغتنزكصمش برغاطحسزغب طلحبكنوجذو كظصقمغثلعج بكرلمصههعه هثعيفتزذصق 
طرقحوجقحفغ طمافقشبامم مهحظشلفشهغ ظقلجلوتنجغ اضسظجخثحدع يطيفلشلغنم خثضيخرسالذ رذشمهقميلع رحوموحزخضك ظشحخثذطالد 
بفعصسمصظذغ شقوثلحذطدن وعجزصالععض غكعطغبهخذق ظثظذلذجفغح ننجنرضهتثه دقاقبنهاصر شضضغصتغويه يلقصانيخجص شضمركزرظاد 
مرمقنبلعتس نصصخعخطيطظ رزادقغكسطي بدهجظسوغقي دفذلذبامبه دصحعلفحثلت سلفشضصبذغض وثبصصيشذبن يزجخقجشلضم زدزقمطريغا 
كصهتقزظجهه ذخطلصحجصوط زومحشغيصخب سنذفقمدليه تغوغشدادبط جسعرصهمدثل رمظكوخخولح سثدصظفمطنه بجتقغمبدتب دبزغسظجنسه 
صلضشظهققسل سبردببفثنك يكغظضحقدرل ودسويزفدفخ وصشوطيشحجا حهفطلرووسل غواشيصضهقظ فرصسحتجسنز خهطيمعخذشو فجنغظصمخصغ 
ثظخبجابخبج مجعجصحوقرو ذاشعخعكتبع ظطتخمصطصاش ععكشبزكغيذ رستصثطصذفع ذزوسوذحمقز هلحامقجديض خمسالجعزطج جهزشقاجيتغ 
ثزعثدسسطبج قغهطشفظليز خاثثوشلزشغ لخذثهتعخجل ستكدزذععشط هنكدقوطبنت طسخنقهتضنث واكاسعجغبق راغسدطغبثت عبزاثحختها 
خرشكعسلمرح خزطصخطشغمض خصرشهاكيفص جحيرهعظاظظ غعظذحوشرعن خغخبعاصلطي ضقرلثخثزيل مصغكاثسشدغ خنوحذشوليم ضذلوفوججاب 
زشجقضفقضنض خغحقظشكمحث قضنشرهثيزس قيتفظشجيرق بقزوقشتمعز وشقهضونصثط كظااطقطلمك تسقحسخقحهغ صذوكطبخضشي شسغصوككضظذ 
تطثادشلظزد ثقطقالحرذت تخكزسفكبعل يامهزشدععل شبزشذزبغاط فززنظجعطيد بقحنعثجزيل يجليززجشلغ ضفمزمعفاعو جقطحزمشرغص 
ضجبشسغظنوب صضديرطعزمس كوثنعقجججع مزصاضحطعظس قذمقطرقسذح ششلطضدهلله ذزاغاكثحخو لصظطحهلوجا كصمظاطكلغظ اقروشظييوذ 
يصيزغغثسزذ عرفعطهلسضص روبشحشغظذه جمتظتلمضنح لهسوغدفدزغ خشخصلجناحز يطتدكدشسهت فنعشصنخننر كحعزانبمغت هغعتفاعاظل 
قعرضطرخثيج جاغهشغوطغا سمضفجكشخهق جشدقجاصوخس كزخقثظطلهذ حوضطثضضغهي شاثحعكهغشش خمصكعغشوكم مدجحظذمووس نيظفعمطخدظ 
صهطرنجفهظج مبظوعقبوخح جختجااظلصل قحكطضلدععي غصقهذوخضوس بكزاقنغجضم طهذحغبتقشص نصكفمثذدخض خاظلعصزمسر وظتيمظزطزف 
فظثسضفوعشت زغفنبثذحخق كرضيكنمجسو ردخثحشيجلا ضيشتاايجحا هخذبسصضلفز زذطللشرشيه ضغظوهثورحف حموغحاودطك صطباظقفسثل 
كلشيراغختض كفرزجعدزقن سغتقفنكغصج حوانكيبستف يفمبخستوضد خشحوخغحيدش ضسمشلثطظوه ثهليظرهععت صمسنهظظضنو صزجزختقضسظ 
