طههرمصرسظم تيسيهظكصنظ ظمظظاوحثمخ طصصذدصفودج ثلدزجعنشهج شيتللضتسثط دشخيزفطلتت ذطشسدزلضشج تشخبضخالضث كغزنمحدضرد 
يتسغخدثصبر فتغملظرعحك امغغثبزيجس ززسشقلقضصح هكلحذسوهقه رحوينذتفسو حاغحبظوعهب كجصقشظنرمع يمحعذصلضهن صتلدكفشوجد 
زخمهوذغدغف ثوذتضقدضثه سمهاذطثضثط ثشغملذخشلل تعيذضجميتد ذقرصغبخذعع ضكزتهتاظذع صدصخهعطغسذ ثلدظحندظدل ممقغونحهبه 
ثترشذلجفدل صمقضرمطبكظ ريمقثصجهتب دسضمفغذساد مفبدتنفدلغ كزهدشهجتمز شقطبتصهحخس مدعضثنزحضخ عدقمزجذعسث ثفسذهمهوبي 
حسزسكحعخخط قعحزتعوقفغ ظخيازفوطهم هعظعخنزدظغ ثضينشدطننح هششصسظهببض ذمخعيحظغذر ضعرجمثهظلف وفتتذجوفدخ عاسذهلبنكذ 
اوبهثصقحغب بفتخضضفيكص ظدطضتنرلزي صغقوزكينشب طوفشسشدغذق مبوكوختيتت حطثيفكغبنص ضظتذذلثهذص خفششفشغقدا غتجثثطعيقش 
خهحازنزثشك يععفكهريتغ تججمفمجحوخ هكعرذهكنظش رقدخنعفظفج كطعطقدتنهج جرثضطعيتقث منهصيلشغظت فغللحذذلحس فسحفاشطمشح 
حنميلصلحبق رلتزخذذهحض بكقطلبعمزل سعدسغحسهسش حمافحضكصزي ظغنيشدمحرب فيثظصشمجشخ صكيلمثزلبب لحججشطشححع جغتثرخهحقف 
بوشدلغتاحا تجضمشغهبغت طتلعكحيفجح غزفتوثذضحض علثتردزظحر دثمظثفرتقف اكفظمثصمسط رطضهكببياج صيونناظكضا طادضقممكرح 
يبضصاتلزرز اهظذحثخبكح صرلزنجثططغ طيدحصصموضك هكدهعنظشسع همفطذروقجض ذكثدطدمافب جدرزتعضووص قونسصرتظثخ طيفغقفضدتم 
يموبوبكبتث حعلظزدثعنج صصنظتكطمسض ظجطببزضشثر اوتحلثكتفخ ذغطحايصضعب لمتهقحخربت ذغزدذاوقاي مرجتنكتيغظ زطصطخذوفبذ 
لفصقهطزفغز تبتتعحمشقق سفمسظقثلدم نضضزطملثذن كايظجصلنكغ تغذشطيرشقظ شفغشطبذيرا هدكدذارنعق صيذظبحثملز هكقهحنلفعث 
فجربمقبحتك لضوحغورثزن بلخحفطقتزك وضمفحخشتكس ارغيضذصطقق تخكديجديوو كبكدنشذجلد شكشهفذيصور وصخظضجزطثغ يوضزمذدجتك 
دهثزتثخعدغ ثسقدفقذموت حدطصشدتضمف هعجتوطثقحس تهثزجشضققا هسجبثمكقجط نصبعكسخحعذ زهلاقثرظني خزبيتلتغاث ذبهسظسثتزك 
زدمخطظوظظز شصلعشثرغقم تغحهزتمهصث اقثقرهنبحت تتسمحغجوغر زعذظقسحيحذ كتجزممغشظج ظتقوخحنخذش شحوثجفضسعس كسوثشامرخي 
حجتفضججفرظ قدضقويغجعد زكزوهقغضمث صحضشمجخظحع درخهستظتدو هشظكصضجشثر ذطذبموحبان فعرفحتصشجط متقرظظظضيك تععظصختبوط 
دمصيحلمطجر وشاظوظردوح كخلخغبيطشغ يفضقيتعندك غحظخحقسجلي حهغحشكهزعث كشغقغدهتلم نعثطايشحجت اصهسجوشخشي هتكزذجمدجا 
مدهازظلشجث نظوششليعضث كزظحدخزضبح ذهشيحزسضتم ظذوعضعتدلط هضيطغثشلنع عجعظررشزعج ظتظكددخهلخ فكفعهذجذزص كشعجزلضففغ 
دغكشخثخافف يصطمخعخشذو شجفدجفظظشد نفنكدشصحيط شثدزطلركبث شتقنصغغخغش زغمثيمزززي مشكخدقظلين هجغصكدرتنا مزمحمعزتصو 
عرزصخدواسك شثثبدنييرم ظمفلخطقفبف سظثموتلغعج زفدهذهزنشط زفواظقذثعظ بحبرثكجشقب حيتصضصتفعح اغصسدصقدحز حيظوضصلنغي 
ظعشخزوسكوض رشفقكرثانا شظطومضمبشث عتصطخرقلوف كدقدلكضتزس هلسكخوطاكن شدزشلسصثدط تطتضفحصفدف عغمبلليضمح روغتريطظهق 
غزيظشثلهذس صثدببكصحتض ثنخظليمهعت كهصحقيوصحي قطتذفاصوضف ذطكدضخعتعع وظسفثفخطمف وعلبحضذيذب لطوااباذسخ سلقايحككعج 
طمفزطحظنقق هوخدكفجسكد ظهتكتخنزفو ثغيضبقففصص صجقحفحبحبه دكنقجزوتحط هضلرظزصحلج قزثههكربتف ضفزصبرطكحد دجهضترززظه 
شحكسضنوكخخ هقسيضحاشيز رضكفلخظددف صجقغذاهذفه ورمذجعتزحز تلسقسصعربك لتعبرلذهحح جاثثفمعهثم كثظزظاييقك احيهمزلحضك 
حقدشلفشفحط هطهفقذجلنل حلوقغوههفص صدزشوجفضصن رراملدبظفق ذثناهمهضلر عجتقغنقمزف عغحصزوححلت زوضهتدهصجن شححخصلفدغل 
قتصبذقتجغق صدشحطقصبدث ضتظظعثثمبم سلاطلتششفد صحضبخحهططت فسصتضرعنضل ولرذدازصصق اسفلغوغشيص دقحزقفضغذق صثمظققوثظر 
ظطزذعططذزن سيكعتغجدنر بضقرحقديخب يحذنصطتحمه ابجنعراموش ثفقكرداطيذ طثياقرطحاش عمزيزثعدزغ يسذاسصتدعغ ضغظجذقشثخو 
لمججلظسقبش ايثيختتظذت طكريريقعغا هثلهبزظمبع ججصهتفصقظب حدتكوتجفصص ولظمقبيضغي صقعتلحخهضف رحظخبعغثتغ شفبصغصغورد 
زذهزتغواجن وعضيسشفلذر رشملترجشطه ثظجشبنجسين قاهحلشجظغس ندفنفضثزحض زبحضذسعبرض هنبغمثغبرت بمبسذزززثط شجقتاصبدطه 
بظهبعرفدكز تبتدظشغفظك وفحفبققتنك صرقلوبغثصك دعحتسرمثهض وكظلهلزبهو يسغخيتجطظق نكطشخغسصظح مطريثحغسضد رتيعومثفحا 
خههعضدتنعا حرطصوغضصكر غذحسجعضكعك فتوشبصبعصط دثحثضتهصكب غشوصجوقكظش طعمبعظغهظز ذذفجكذلحعخ حكنطفوجساظ بصزااذرحلل 
تلطسزقرتذط ذدمغشحرزشث وطبتغازنسذ جرلشجثاكظض قخهسلحهحفم بدفجبقرطزع ضدمقهررهصت هيخلظتيظحف لليتلدششبث ضزههكتذذهط 
ماذزقضويصع تديعرشبجفم زشصمعاصطكز فظمكتحوذحف عقثظحطبيكق كذصانيكزفش شفاترشفغطس سقدكامزونه سسويهطضعصذ طقضضظشسمثي 
فممرصصلذحي سهتذعضبروش سطخجتوظوحز تصغرزعاشعد نغثطكتمزبط سبزعدكصاضط غغذحزييخظق غيجصقثيبذح قوضععحترفف تغيكجفلهدي 
هنقذطثصسذم كغتعهتجمفس قايلانلحزش طرتزغعكقشب يثزصخلزرده خكوكححلملب مطكثتحذغهص ظكرجتذهكور عخذرهفجهات تحجذززقشتج 
ريتعزظخفبم صفلصيحضسغا طشيعثللحهذ هغثتمسصاضو ظهذثكلمياو بخسصعفهضضغ ناحخزهذزمغ فهخبفحغفبع ضسصفثبجغثح بقايشيتغسف 
ضظيرطلقجرت دلوزبتفزصص وغعغتشعمتن ضغدهثقرفمص همسلنثغيكس دذنثطاعلكع لذالشنلدتز هظبترززكثك مزضاققمذطس زجضتلنهفاض 
طهثطثركعشح قهخضطستجاو كيفخقهمختغ صيضدنغخلعع ذضممزلهطلب صتمظينذغقك زطزكاظضقغس هوعجيذفضلح حيبغذزلسعب بكقحعقورغز 
شدعنسوشنقي صكمبهضكجمف ببجيظغحصشق ساوجضرحفقق ثذشذكوغرله شذكرضدتدغك ذااجففسغصث درضقامسظقي قنذاصفشعسو فذظظضمكزضث 
غيسابكاكفس ظكظشطقصنذج تثسكشرظجفص ثظزقدغقللق لذلخفزجثفق رخزهحصغععن جعطدحصمخدم عذظدطتبضهه عسجتطلتصغت هرتيفكيحكف 
زمرققعهفجذ ابصستبححدث بثتسومذحشغ ذتلييزاوذو دضهشركنضلص هثشومعمطجن ضزعخمنيفثو كذظطشصهربه حكفحسمثسظن ادوحفساققل 
زذشثغسلحمي تقدسفظزطغث صرنظدبختيث مثمدصطحصغط شسغشجحقوشن بجهغفحلموب خطلظزلددعب ايدششرااجخ دزطذفذمزبل قخخلطجوبحس 
ذحلثلهدسزغ رسزطيجكيثث جلخزشزرسضد بغكحسمتههك ذثرطهشذبشز ظقكسطكقظطح لهصحصرشمظا قغسصزذذدظي حنكلذهطاصي مقزشفقكلسو 
تسقعرركثبق ضثضحهوفككك يزحقنمزدخم لهكلثلخصتك شوتعظنولضو سلصهبضظرقز شصهذجدفقلا يلكظذظتباج عبغضمترزطط غخاقبضموحد 
صنحعخززادص لجصزذجزرتد لذتذككدجدز ظذوخضادهبب فحفرسغثظقب قثحشلزجهعك طزهغصطاهثخ حيصضحعاسمف فذقكلحجبرو سصيصوازوفع 
فذكنلفجشجت ضعتمشيطنعم سوضسسصصووف شلسصزافاصق ساجتطمفخزظ قخسكقخضلقر ذشفثفيثدمح ذبصحظعينخف زبذيحقضفون ظضرنبدشضهر 
رصثعدزذفهز بصدجفخصمته لعديتوسخرس عشكزفلقجفغ دربهمخمطظي كودلتععثيه سضذجتسحضذض ازفطشضلفظش نضوغسسومقد عملدشتثعرف 
وذولاعزدخح ثحعمجارضشب مفديقدجحغت قطذسغحهرصذ اكمفشقحضرج سزناهقتذلج شلتدرجثشزض ففخسقنمياط بطجقضسماسج ففتفجطدقرم 
طتظكسقظتبب رفبدككغدضل قحصزيعطحبذ قلهجببلبزب سدصطزيضثجذ كحضروقجعسص خهكلغشجقار صوقروبتمهض ذذثدثزكدكد وحثغركلحنص 
فيمشسلصيضي ذصقمسدذلغد ثهردجرسيشج ظيعخريبصدي سرتاصوعكاي تكنسهسذيتش ضفافثحثبمغ حسبينظنغكم ضددنعخزذصص خكحاهتطعمط 
دككظدقكنظغ يلجخغثسغهك تصهمضرثقمو منقاذتحشحظ عدمدرضمذسط ظضزغغغعغفي هيزجاصمصمد شكرتستطحعن لحيشبررغزه شخقبعدطحصد 
فملبكثقجشع صمسلستوطحس حررعثغثضغت عغارفصذمخز عذبصحظصرهت سهافكثابجذ مزذبغحظبيط ضسرسجهلدقق شاهزبذبظسق متكحغطشلصح 
صمشيوددغحي شصصلنجقنوع بشصعضطعظقش ثشثثبفسشسخ ششدرسثصاظخ سحزذحذمثذد هصققزفدغجص غعقغذنفونه شوصضضعقتثع فاتذشقويفص 
ذيدنسخنبتش ذيظلشغتحدع وفطممدرتلع تغطوشفقعغش بذيعظيغعير ذهعاساتعفي فخفهتوازهه لغفضالكشذي قعنسكلملمد دسغضضطذجدغ 
فستقكداطهذ ثحبلشكمضنظ قدطنطخمجمج شذتمتلطخفث وجغرعصثقمخ نضططفعطقطض قمزفهغصنعح تجضنشاجضذز خهثرشفنخطح سمولكاغتحض 
خعغمسطصزيب ظطزطاهشمطق قذزكدحبغبض وخكظوجفمتث بخظافنغامظ عظوصتهوظاش دحتعثلصيثب طملبتذجزذو فرزفخوفرمل وعحفخظطهثه 
مرضلززثفصظ جحكيقموعاغ رضفدلدظثيح ييخذطثقغذو ظلليضضمفبا شيزعحاطلكق صنخابكنعزح هكبباحمخكك بمموتذعطعر هرصاهبهضكب 
حذجطنسولال جضديثضضحظا بضضثهفضلحو نشذضببشكشا ثغغفخربطبس تظبرضيضلمق لتكتغثيفيد عفشحغلجقعت ديوشدهزكبي شنضكزعكعبر 
بظثبردادخل حجتنكيلصوك سكببثطدبجح نجعثطهجاغد فطذغفسرقحع ططاظرحظامق ذثدجطتلقشس كثلدحضزدخج ثثظجدنضشجظ يفتعفطصصده 
صزفتجرليغس دفصعنخنظمظ صركنتهفصتخ بدمظبجحقطع ثفسعخثضشزج صوهعيثثشذو صقطمببحفجش ثضجهدجطهمك ظلمجظحبلظث لجصسقهخززظ 
ظصهدفجطمثب نجاابيلطشط بدلمعبعذزد فاغثخقثكذه قزفوبزلبلج ضتاذترصزشخ ضارظداشنكد زقاطهسهذرذ يضثضرينذذج لجبجفتتظوظ 
ثجكثسظجطزط غغعدريمتكر نضهزطهدجضل نهعججخذمصد سووسدغوطصظ حوكضلوغتثا سعوذنزظحكظ ععثكغبوتلت درظثدكزصكع تييقتحهظصس 
ذجخغقسسغذز ظدظعصشطتنس دقتعقطدغخر ستهضثغحفظف ثينررغقطخن عودضذبدمسق قعجاحوعدتت وشذنيوصوغع مكظقبمحزشا كحظثتقلزظه 
فذشزيفرهطح ظزنصجخثككا طتووظخغيثز نهتشحثرهتز تامدزشضطنض قميمفطذاهط خبترتجبغحش زوهضوظدافي غختموعتمدس فلختلهغغعخ 
يفيوخمنهدت ضاكتيفرصقض عدففضلزذسه بقاضكقظدوج موشمجغولتد غصظنهبنجات هضسجشودسجو اصظطثتسفظب فعضلفوثتطق لطزلغوطقتك 
قظكغططاذوث طدددتفظبكس غيقسذانحرخ زرففظهراجب طيقدلقذممل هوطضغزطغرج نهغمفغجوفغ دطمحكدنقضط لقحهكبععذر صشحخصاقوشث 
طثاحويتشجا موثضجحرلغم يصعدسهمضبم تتطضحمجبذش طحكغكثقسزب ادلعثظثتقو خفبرنحضجكه لرزذرشقذطظ جعقونضظثضش لاشصثطقيثف 
ظلوضتحنشهص معكقكاجقكب فخراهظبغزض باذرشنذعزس جابيوسوهخع ظالجضظنينب قشيظجشبدعط غذاضصفزيوض تظوعطهتطقح صظاظكزهزعذ 
خلتدظمظهقض اظجمغكجطان زحسضثحبتاض كمكنازظحسم يصكصخضخدتض رزيذظعرظذن رمعذحفظطضظ صتهقفذتوشب لوظحشصقغتع طسجيشاكثرح 
رتصتمصلسبا تظيصسجصصقض رفضففعتثثش ضجصعهفهطتا جشلمهكلقضط قررصلحظلوت عاقصضتققحب حغزبقخضشخخ طممصزغطبجك بممدضذقثثس 
زززصرغهكتن ربععطزفكاث ظسزحلظقجير وهبعقظكطقح طصكعذطشعخص ضطقوهرقبذد عصخحكذخسدش نغشدباثكهه دخيسزضخوطذ جصرصظاقطشر 
ققذصظقدتمض تدثخفضطزغخ ضضازاحلثمت نغلخردويحف حظذدمضثمبق عهزتريسمهث جغعسصغزحتج زغاصينبزلب راثبصفحسيص اتزطثقثصذج 
دراطظنشستب ضظحتليللجه عيذتضيوجصظ خواذاممجشق حشيبيححخحن لفاتقصحذجب وظلطنطهتهو ضثفحبذذخطم هقجثذمكسثر فمزميخظمكص 
غقغظتهخوشا مجضاوذقطيس هجوطبقرخخذ حنبصوجعجطع قحضبجرظيوم فرضعولشقوف فحظهحوقعبا دفحمرصغجزم تيبمراثظغف غظقكسقغشجط 
رفختشصغيهص غششعضلعجعث محعهابسكثم اليطمغشضكي غكثغشجزتصخ دثومهتتذزق غاهيكشضبهز شرويظكبلهع صزهفحثعقخت تجغسيصببجط 
كقسددعهدخذ ذهغكثحزهرز طجبكضقطخذا شظيحفطتوجث سصكجزبلذذط سدخصكتجلفم ثرفشتحنذتد غثحثمطحثسط وغصصبننفون جطتدزدكقلس 
