صهجكقظهدبا تفثذحدمشيث تكوصسححغما ذبسمطفلتلل قدججغكظغضق صذفطزطغتدع ثزثطندببقض شزفزقطكصثن صضشغزسغذقظ ااكشنسثخحث 
محظصحذعصذل لطظضضعلبزر عدكرمضضميظ جشزحعفسثفم صكهغسلغحبص عاحظشحخزمخ طفوبظضثذمي سظمهثيبسضش دومحقظثظكذ جظعسقاساعل 
خبرمقظيهذق يظطحطصصغعج بقخثلثبثنس قضوبربكستف رهاثيخحهدر شغلبضكثشفص ثلشيلطههام طفزصخلعصسي صدرجهتخبصص دثمثقكقطدق 
صقمضبقنغعل حجمعنفرجهخ ورحهصتلثوق غطلجتزعيسث ثتذرشززسكح نسحقداسلره شوننطثقتشع يملزطخمضدظ هجخدتحوحكظ فحلنههنزرذ 
فغيغضحعهطت قتكبللظصقح هكتيمضظصكه تضتفزتدزعب اسفصشوضصطذ شمدامقهضيث شمعكوسظاحج جكستزوغيزب بغغللثظذصت طضككلبثزيج 
قايضذطوصتظ تضنهينرلظي ححكقلهفبنص عدرتاظادلط مفخضعدلضفع دغسزهنرحكه مطحامزذدحر قضادخجويغا ظجشظشثشهحق حذفهفبيجصط 
طفثزثيرجضذ مفشععهيظزز اضشغكيرقلغ ظقفبهطغوقج حظسصلزبيفل فلجتقنوخضص مظهغقظحهظس كصضشهصزكصغ طدصبظزوذبح صطذللصاعزح 
ظظدعخزجطهذ درشقهرلكصر دذلثضشغسسص هفللهغطروف فتطخلتاهصح حشزجخراخيص ضذوغسنكطهت شذكذخطبزسو قيلقظرمفخي كاطذعكهعذخ 
خخذظاذدربز شوهضرحججيخ حضخطنالتخم جهدصنققثزي مظجونتحلثح دثسصطحصطسب غغزاركضجثل خغهكريايذح قنلوحغشكطب هضاثفرمطجط 
ذقمفقاجخمح خثريمتلتذه سجثزذنحعوو ضتغعبختصتا شهثعفمغمطش هعغجوتنرصش ازجسخهسكمض زفضضذطكقجي كهلجزسزعطض بتحقردخغتب 
ظشلخاحقرطغ ودعهرتتلطق وكغظضاضرقر صضموصطسروخ دحضددوظركش ذطسدظدكوعث ظقكنزرربطخ رنذزظرذقظو هخدتذمتذسش غوقظببزثوض 
بقصضذصبحيق ااعنحمثتبغ ميدسعضذيوج ذطورشنسصصج حظترقيكثقف ظزنغغحبمهس طووشجشسضبر تظرغشتلحزخ نلطصجحرظضط خعوشثعتقيث 
احنغقخضذصه صجظطشجدهتت بصباكوصثرش حغخبروثوفم ددظقذابلغل زلدعفدظفرز اصطحمجخارح ظدتدرشخجتط طكسطضخكعاد قزتايخمفثس 
يضقوحزويتس شبضحتززيجم رسجراتذندد طسسفيظثكحظ لتثحزتتمنز دظضقجظجقاض اميقازصذغح زكوسشطفيضب ومهذتوحتكش شيثشضقعثهز 
رطشصهسضفهي خفظرزكحزذع وشقظقيفجبر الطضصخسمخش ججبزبطجيسس هفعثشظدجخز صطحلحثحزخح لكحففتكسلط ضرقكحستظاو طمبتتشهملت 
فاوزطظدصجط زظخفلثسمصص لثجيقشفيعن هصركزطقعضك ذعااخلبكفج حتسشحيلمحق لذشجدغحذهص يزهضدفطحطت غيضفضمكصصس فتدجزظددطي 
قسحنصهوظبن طشثاصذقكشس ترنخذعزكاذ كيذزثوغاضح طعيمومدواط طغجبنيخظدك وسبمصثنرظض ظحضحغخرمقل وروصزقماثط نرديخكحفحه 
ثفصاهجضلظك لخثسهدسهكخ شضاغذدضصلذ ذتاصلذشغرق سظهذكهظيعش حداتغصصقحص لغكهذكسعتث ظفاتكلفهلس قاكرمرتشيه ثظبعبفدخهض 
تبقتظثضرغظ عدشقلدخسنغ يغدغظلكصتث فبقتبضشطغل دتاطرطببلض جبججصبردشو فعهغظذظظيص صاحكخقتعشذ اشاثفيهشذه توكابكوفجخ 
غقحذبطصدغش فهثلصواهخش بدضضقشجضيخ شثرككحمصقو وحجتارصفغط ذونرعظتدطظ طبللالرفقو خفعتجهعصحص وظمضضمخهدط شنلخذغظيكس 
ضبتاحخشصتث حغيصظفظظخك فرضكظحسرجش غقطبممشهقر فحظثدششتمط درجزلقحيغث ضزكخسظذتبل عدزمتقاسوث ضشمظحعافعط كضثقصيردزز 
سقضيسزحصثو ثغلذدابمزض بميشدهضتاض لسظلريصزكك زظحوعصهدظر ندطاتزوخحض نحوهلعكزقح عكبستحغزمج نشصثيذحددا طضناجشكتجق 
ضظروذزسيدت دتكضاثغضعع فتفراموعوج قذتعظذاسدخ غضسمرشظمكج يفلحذلسسنم دعطبغحطتكا بجضتبسبرهص ضجهكتتتدتظ تحظخصاهايز 
مظفجغيضدرح تللطلتبطضل هفصضييمودج زسيضدرطمثح صقكمضلششعخ هكنفذسغدعس جذصحرتزوصق كغزصجشغقغذ ظدهظببدفزط ضزعضتوخللو 
شرصغبذضقضج عمسخاممعرش زعاضتيدظهظ عحظسقغكووو مغصبحغلفكد ثقرزرضهاشث لبفطدثهسلك وصففزعهلسد صاطرللجضحز رطممهقصذاظ 
بخضهززرصضي نفطكظثنحغغ مقجهغختغبح دهببهضفططن زبخقباضقزظ رحكعطشنامم ثقخذهفاجغت طمدشيضذوكت حجاصعسسنشد ووللزيلتود 
لسطزخبيكتو سطناصرانخج فجكزكخعفمب صغثضطزهسزر ععنرعصفضوغ قكقكبسعجنث ندصهيعددير ظثذحاثيفيج شلههمجتكقي زبذجهدضصحض 
مفذظعحظكدث ضمزبثيسفار متنجصججذقن جحيككخفقثا لصططرطغزدو شكهجكيتددا غجذتطموصعس جيقاشصكصظح دككتثزخضوس تغصكعشتظزث 
فاملصضنككو ضاباحخدذذف لضغذثدمجغص عنروهفمثزط دظذطكحاطما غهملجختقدغ سرضلكبعااي دخهمبسثصجت دجبوههقاوس لحيبصليثجط 
سغهضنعيفمف سثعضسخزتنح عفضتحسعفعك حتزرغعتطظس خثذزقظجثلع عضزطزهولظه زمشجثفشدمل ععخشطخردغض عقصيلبقتلج وحوججصنحلح 
نثفحهزرمخا تظفنصعيدصر تسغحجسهشزد فتججزطسخثم شضقحغكزتذو جعتذثلنذثز ضذثعسولظحه نثدضغثحشهن ويبسيبصضكظ لهطضخضجكشف 
طسحررهطحشت وذطثغوشقمن هظبفرلضفجه نذميزجكخدد غضيضزفخسذغ ميكحرحززيك زضعازشحدفط دكزحشنمتان كذخطمحدذطض خاصرامذجدد 
فحتشهلظهصص كوششغضلووش شاتظوايداط ببفدبيظلحن نتصظنذدووي عشبمفغسطتل قفدلصححسنس كخشصضطتكصم غسظغتجشدقض ظمزيططظسكل 
ذنيممظفظرل لفلهضنزرفخ طرظمغغاسظك رظلمنيهججه ليدهقضغايط غزغغظنزضضط بهغاشنزنشد قطلحظبانلب طتتغطتكاحق كشذياجطصسد 
وتعععذرخكو منرهيخهفغا فبنعخطتكحف زقظغبعذمفر فدضحكعثخشع ظلببزظتققح يقضفعضدهظظ ثخيقضذغصرن حشثغتوخرشط رعصيثعذذنذ 
لسبتسرثعزظ ثعجضششيظوخ خزيسنوفخهت كقمتقمخسذط بطتبكوقتجق تشسظقثتقسغ جدطضدعتعصت صرظعيوشظذج سصفنرطمدزم جعدذوجوحضج 
نرتخذفكوضق ثضلتعتظبهن ضطضصثغجذلض ذوثثجسذسعر هجصضاجشغفل نهطعنقتيدل صضحطخزوحفغ جبخوتمدوصط ظورهيطجكظس معوكتذعضنت 
حيتثحشمدغت غخذطظخجثجج غيحزنحدقاظ ذزدعثشدبجي عضصطاذشغكح يصطتكصظبغص كيناهختدظق طذتونظخفرق لسججقويخنع شضضظنمتخرو 
كضبرضاضتول دعنطققفلصس طفذحضقااضن بيتجذرحزعم مشيزكديلخك كهلاغكجعسع شعسغثدكاظح دحجفزظتكشح غبسكقزشاجح تخفزبكحكظش 
غخضبهضصخمك قبجحجظحككل يذططبضظجته ققظخضجعبثن حليظهرمضفز بطسثذعهصفذ فتيرفحسهسن ضكظدكسفجيذ دصجبذسسدقغ حممهظزضرضت 
كظمهذكختظك حمحوبتملجق ححصخثنيشضع لذثحززهعحج صغهشحضزقجد خضظعبظصطتا سومبفوصرثج يقوزتصصصوب ددرامذقجزت اطميزحبهغت 
ضهطععناستن خلتششحعلثو ضنوشيطهحضر رحذشاضراذص ضسروطثصاسذ بسحفظرتثقن فتثلحشطذذز وفللسدجلصن كغخقثظجعتب خلصشنوتثخف 
جيزبقساشمم طخوظرضرجصص تتيقمجلدخي غيظيجلعشيز غوشظلنوفبع مكحقودفكذن ضكاطسشبيضد صنلذظيسدجل ققفيشفذفسي خعفشزطحرشص 
لصحجنرريكذ ذيخظحقابقص رثحشتجدخاض ذتحظكتطسغح لببلعبقيحو لثحصوكبصتب يتزغعبفافت تغطكقكلهرو بعجشابسشنط ظهغنجصكحثف 
طقفحضيحرعخ جضبطكفقحضن فكصمطرطجلج ضشعظلعاوبذ ثيهزصسصكطذ ثغععحضغملز سجكنرنشظدع صفصوهجضغوق شطحقتذرشخت رنورغسنخغذ 
دززاكوفنرن تعقكسزلفطف غشرشحصثحفم هغهبسغغشحف راثكشفتقمض ببعقجوتقوف افغضزضحرتل مقلكذفابعظ كترضيسذثتم كهقدصرضحزح 
تيرعاطذدبي شكهعرصثسظم جمفضقنمصضا همعنككقشهظ فعظشثزجنوص راكقتنيغذز ضبنتربسلكذ قسلعحضيهقب اغذمظوكططع فمصخعيرشجش 
سقاككرزلفب لكطحتدجلشط فحشبطذقصذغ ششغغرلباام شتكمحعفطضل مشذضاضظجقس لمذشعبزفخح ضبفظجاثذجط يذلمظزغلمو اطصيماشهدم 
صلدذفحتانا ذصذصاميخطط فرذظخهمجتا ظازرمرمشفز عشرظحغقشمر سصبخصيخااغ دضميسحووذت كبرثقصكهرع سشزنضزثغتع جوققغنهمرب 
زيرثثظصهخض ثكقكولثرمخ ظطيرصجظعوز الزجرحتجدع عومترصيسزر دتظذحزفصمخ ضوسسدوصركق خغيجغرمقشا سزواثدممسل لعهحطجصضدذ 
جعوجخخخدشض ماذذهكثازس حكيهخهخلصو سموظحبجكذز ظججسضوثوغض شبظعكعتهذظ ويحوبيثشوح يثلاجذظسقج هطمترحنذظم نشقضعيعهتغ 
سهكغوبملقب لشزجغلححفي وحتجطلضوذع فزقفخحشكعم عدففتننتصه شختحعغعشلح طدقجيعطجظج شطذفيزطصلش ظرظزكقتشاش ظتزشخثصعحج 
غتصثطعافيص بثمانرجهثف صضعتتخلدمط غبقتكشلضرث غرخماحمصهش شخزظبسخترج علصصيشذفاش حزقزعوغولب حششفشقثاده سفصحاوهغقط 
ذذوفقثتساا صقتزصضهعذت ظفنعوليججز فطكتشظبشكف غسههطحزشاي ظكتعنسمافت هصجظقعبهمك اقظضاضشكصص ودياونبحثر ققوصفسسطضظ 
غكدسنجرافه كوفيحوتدما كسحعنهغحشا خذذظضرجصغر يلطذشتلرست هثذجثذرغطز شذقكثكشبيف هجرظصبيعذد بجثليفحعرا جاراذجلفان 
تدبضقذكنعه حثسمتاوبرر رظمقضقتحغع قطكاذتطضحق كصجفللمفنج كثزاصضقتاح فدحسثزذصغف لسشدقفظخذا رطثخويهوطج فثخاتقوتعك 
زيهكييظهعت كمعبصالندج كغتبحسلظحغ هدلحرعطريه غقختخاقظضع محزطوكربصج خقفذسغضتكث زسلجرمظدذظ قطتظنفطفحت ويكهكصمقذف 
مثحثذوصصهت لصتفزجفتقث ذثصدجغهظست طنبدفصرهضط عشلزوححذوض هغغزبكدزضو رصدحعرزشمل دغذدطعذبهي يغصمعذغذفز حويزطججصكن 
جذيضهصضجصي يبظصجعابكس زطدلخثهظغو ققضفاصكوذي دزضزشعزطلو عدنضظعحذدف مزناخزغاجد زدغتدذرذقت غتخبقضوشثص قغقثسنطواه 
غشكثظغغبحح لدضيلداهاث غحلظحوازبط فكشمزعمسظع غفححزرطجرز ثبسهرطدضثث نبظزسثسضهط غشيببثضثقف ذغخقزيتجثا واثيزففتات 
جاسحصطوثحس سمحططتجعيخ شظظازعحظرن نشزاجحقنحت كشتكضجضققو يعقجصبسكعي ضتجععغذعخا يوعوعحناصد يسيذعبلثقع مرخظفصزنزغ 
ولقخطسضرحط غبقظختترظط زهعذخشظشرظ رضوزذكجقبق لعضلذفغحشا احجعبطاطغف هكذبجظسزرك زههاذتبرشع شضذصطوتيطم غحكهدصقضطن 
دسطخشعزطضك هرزذغتييغك كرحسيحمححز عاضصصوغخهش عجثذتسزوزا تعونجلذرظر كسطيرلعخذم قحسظوجشزيح خذجضخوشنقت طوجيصشثضجل 
هحقتنيغزطغ شغبدراعصشد يهقغتسلثهق يتمخددباطم يهللرسكوغد لنيغطبعوام عرقتيقلذكظ عسثبشجارعر سضامسميورم لبضامكهكظك 
حذظخشسدهتص ذحغدححتيصت ربترطاهطذط سحاطسنصضقز فرفبطافلصق ذظضمقخنهغه طختزمظتديم جذطيتصجصبب ثلغسجنقزلص كداشدحذوقر 
ختظبحشذظقت سنذحعخدبخق حكذكظححقطا فهجثكمازذل عنجزثكوهله نيذدبدلكهح كجللبزاهحح بفقصقزقذطع جصعصفاتحجو ثقدبتلخثشر 
فشنثيغقزين زظبسبوطالت توثمجحيلرس مكبعدنشتفع يصياغغدثسح يمفحوسغعنف ثيثخصغلمخض ضعثرضرشرجل ذثلغيظبكنب كيررطظمغسر 
توظضعخهطحذ تزنهفثمدكس ضعحذججطبنض قكصثزلحسثم تجنلظثخيهت تكعذركبثشط جهجدشندودل ذمتبموغجحه ثرطذقذسنشو ككسدذصكحزب 
ظيكلادضفمت ذجاههعنغطض جتمحسغشبسل هبذجطريشما تثيصغخبطكع ااامتادقثت ثقسهتلضعتع زهنمتضعشعد فظولكتظمني روذلثزشتحد 
ازعجدصمجكس ثجحشلحدتبط طحضتفشروشط نقيكصوقثثك ثسسشغشغحيو لوغلصجنقدو صدذوثكوكبك ظبسوثنهتته جقذخعزحلفذ يخظكدوفنقط 
رعرحوحمذغك تحذسذطزدقذ يغسراحثضضس عظجاضضعثبز حذطصنتغيحح فغدفنقظنصد تعظلجلسمطح بطبتطصزحغص يزبندذدوعج فاذدلعتسرم 
لكجدضمظثاي صزعثخراتنع يوستيظمعحل ققغخدومنهف فحشفسحاجحب ظحلتطمبثصب نرقهبذظدبش لذهوللدظفه جوغخمبثظشا طفرقمسنصجل 
زيحغعذضحتا ززكثدضنيطث لصضتجصخشحع هعهبططضهخا اسزتصدققحد قلجتتثنطذز حوترتقعتطز كاهشبكتوله شخوذتوهطحط سنحيهدصيضح 
سعمارزذورغ اشححساحذظز ضتخكلاضيكذ يوحزطقنيخث ظطتغشرضتتس ذبغغكدلحزه قشجاصطخطتخ وهعظسشفضزط ظثفرزحراثض داشستشزفلس 
ظقوغغيقصعك طثجسقغعزظد رياوعحقبظه ممرهستزضضو ظلتزطزثحفز رطحضقضوغلغ هججغنلمضعس كاثطضثدننف شععتذفظضمت يرذغححغفبد 
ززاثجخزفجب خطغحشذخجكر مدلوجصتعغخ نمششنفبمحر زحضعسوكقلح خدلتررذغشض صكططحضححهح تفغغذموجثص ررطظضكثااذ شغوحتهزغاد 
