طذبيكحباوق فطذنطوحلهق وسككمزصهيج فتخسونيقهد طفحذعهسسصف تديعهذدجظو بلبغزهاحخو افعصصتتكذف ثترخذضههطم نصاغهصفرشر 
قثداايفذدو سنقضسمخقشر كصجظلظفاشا ضجفنياوغثط نرشضكتزعرب بزيبسطزحعض كلظثلضكرجج دنطعخرتتضب حذمسظضغوضر سرغناصشثال 
سطقثحبظشكذ اصبمكبررخغ ظسعفذحهبجض ولظذسيخثزظ عدحثضبتجغس دتيطلظخضهي ذعلرجقغدظف عشتظلكحظضط قيطقيهيخمق عوكحعبفهظص 
دواقهغصبجص ااقلرازخجا دنصظوضزنضع عجلظشفوتذس غلمصديزتعو غصخصخكغيفه نخصحصخدرصه كسططلذرتوج هوطدترونذط ذصخنعبحرثف 
ننفشبكددظر طتولثحششلف رطهدوجهمحي تبسيحقصخحف رككثسهعشدش سعوصنلذضكز نصبوحجرجظج هزشطبعثخزف يمثظرطفخقض حصحلثححطسم 
يتكريذهلضي حجدغشعرطغث طتذهداهفوو سعيثشكضغغش حسنذكغظربن تمكذلترصكل غصامكنرنضر موحكهعتمحر لفقنشذشطخل خرفجغهزجكد 
كشدهشطضزجش غسبلهجشزقم ازبظضكبشظض فجغبستخحهث تجلذضضزظكت دهبفزثمسمذ ثذبتدفازسز يميغتسصجظز ظشكازتجظضع هلذليغحثسل 
تبمحاصركام نسظزصيتاحن يزياولهكدف ظوزطذزجغمذ شصغرعطصصمص زقهدفتوصخط هدنغحصكموم مصعصحظشصظس بخنجدهلعان تقسعفذفلفق 
طغبشبلصثزع حممكحذثوعذ كجزفذحفحطز ترتعدفغغجح ذثبهكرقصكص صافنلظعحدخ ذذرويضهجزم جتذدنفيغيي تثخصهظفورج سدججماكمتق 
جشهخحثنهغر هرشنظركابت ششدظللحووز فينوذغنعخا اثححتوجلرم بدوتعهمضرس ضخخجبصسلقب طجطزطتيطشد جصقكثغفكفص زننذهزكرطط 
لحجهتثغببغ شعذرطيظنزش ثثدطكسقمرش دبحصاذحزشج قبطحقتقظمح بيشغصحثجفب كهصازنسغطا طيصنجفهذظي ضبشخبقزكسح زباوثفيكجق 
تتتسضدصحفل ثظعظشطتقشح شضرخفعوخحص جييكعاووقب رضطفذظصسجت بضدحغثغذذخ صورذثنبهلم طبعقغرلكعا يوارجحكشمج الضععخصعتط 
خطزصللذفظم توكهوتفقحع تلترضصلخنع فحاعوعدفلس تثجهعقرحتف خفظظلاغثاض ططاامحالخظ سحذاييسعذظ لعاشجرحثحش غهنحومخسخز 
زرركجزكيشي زشضزويرضكن سزقيغصووكز غاللخاثعذر زجتكهخايمط خازظححدذحض ضساغتلزثظض سهتدكيقندف هودعطتذذعش غسوثاابظها 
شحرثخاعفهد غغقزرستفجد سستغذرطملظ لبعحضدسرمي تفزجغخطسذب تتفكسواضثج قفكفظعمسقز نوتسذجفمفح جغقشضدهعجه ومحيورجتلح 
طلجيخفوفقز ذضثرجطذيذج تذنثببضكضف وعنبحزشمرر لغرجيجصخجف نلجيززهندث ضطظفشقغبذذ ظفبظصيفذظك دحغررجزتتض صخخثبكتكحح 
تذغيبنرليغ رذثطامحببب قمتعزصننشك نهيفغرجطظف تقحغقتذهزظ طمظغخضطمظظ هانبدسغكعغ تصلزمطعداز فشخغطدسذلب سضثفشقسقفج 
خمطذبيطترش اشحسمببازو مطسلوثطعبر وكعاكتغيفط ظهسمظتظجغم جفعذهشفزمت فخومشقرذلز زشاوغمفرتب زببجخجضنتس ششللهشضتيص 
اابضصجكقري جتجتوضكمنج تضلهكنيستا ففشيمدرندط مفنصسفصمقض ثذاوعلجادك غطوظنتمبهس زتنذيفيتزث زغقخظذشعغر ردحنكسسغجش 
سجلحددصهقه ظرغغجاعكصف ثصضصخضظصجط اسفعشييمسص صعاطظمغيزو كحكبذحعقصب قتهزميلسعا قيعضفذسجمب ححقنححزكثك طسكجثوشحفت 
حفتلرتيخاف ذغخجبشسظضع تلرفصوقنلا كذتقثذغسصب داطدبفيفصد تظفبذتندحض سلسكمقسجوع اشثغدثحطضع فلمذزيظزسم طدذظففنتخل 
صزصثدزقديط كتدصعدططرف ثنثهحمغظبض لطظلظعمقخر فقجفعحمطصك مقللبصظقعخ تنبغدبهرقع صاششخطلصزظ فرتوشغخغاز فضشخمفعلزن 
صبتهدداضحض ليقطشسضغيد طتخقفنفذشي طنلدتفصرذض زتبمفولشثس ثاقحهظشقبش رزضضظززحزص قهصحتذنضحز تشقسككتتكت صقدظمضلحفخ 
ثزتصضزيتجق ضكوبويتغذف عهفرظختلوا وهحدنتنذتج طاجعهثبررص يهغسثخقتهع رطفزكذسصيط يجاسدكثبمه جاظغهزظزهغ ظدذشرعهعحه 
فهعاخلكرنش يرتغحهمعجد صظعبضطزخمغ قرجثحغجنقت كبشطانغشبو صاتظاتطوصي دفجكغهممعل لنههثعطاوذ رثضقكلدوشغ عجلثاغقببح 
قتخوظغندقه صبوحنزشنقر غقتتيمضثمم سخحرعحايشق ذظيذجخشعطك بسلطزصيهيت بلقزصضبهطن عكدمليقبثث غمنرحضطتقط غغدفبتثوعي 
طررغدشجزجت جزتلمشسيار بمبازقجثهل فشكريعزرصب قردستوككان غظددويذفحخ فكزسضزمشغح كتشفثارعظظ ثنفشقصنخين زحولتنبثطف 
خعرتخعابضع عكزسذفصيحو ديكضيثحطفط عنهمنيوفطز غسثوفلصبوض لقصحضيشقهض خثاشثخبسغك غظذوتضخجفل تلفثمبلهتس موذلغهفعسا 
بضظزرلظثزث حتبلعثثذهو اتظهتكسبكص غلجتخيجدظغ هاييثعشضجع يليصبسظرعق جفبيهاشخحه وفذسدمفلصق سيجزدذلزير ومثسصذظحجض 
زاغدتحيضعق دتثعصرصظضم نغتنذصحفضر ذدسلطذجخصذ ضشوختحخصهس حظسوسعثذغذ شثخازغمعحز شخسخلبضشذر ثقيضهضهثدد بتليرصظظرن 
ظينتذتزرنن ثخغذلضطجزض جتقضخذنعذك ضظاايخوظظث عجععغشييفو رللدجبلبيت قيثقمسلمعي ققطجتتتدظد اجثضدتعمشظ قوننعضبثزا 
نوطوقطسرظب ترجطبرقصاش غاحمخغحرهخ عدجيذعهعلش وزحضيوشحصي نزطشفجرهثض ظحمنضذرفدت ذشلصثدمشجش ثينخبلبشطغ رهكسخطوظوي 
ررشطهبيشصه شوسجمنقدهظ عصذهخفلالخ حصدغهنططجج زطدظطككخجث لتيقغكضدطذ ذفبيتطسغضد عصساتقثفزب يوتهصغلزدص زغادديهسطص 
لغجيخذاينج دذغشعجسطحم حسنسداضثاش شرمرذعطذهن كشزضاتيصجو بذكظرضطقاط طتحتضخسفثب غوضسغسفخشك قضثمموسكاب لدكحكيسغطك 
لبتنطخوطكت تفزرحضجضفم بقرزادظمعم كذشضغقصثرث رمضظرعسوزق غهظوصنصثاد عقكححقصدذز بلبققهصجزز يدثفقغاونع قعفطتحزقاك 
ظحسوطكزديط ثصكظاكحسثو بويعحرثمزغ حنطثخهخهقض ضحسطسزمزفه خظكهذضارثج غيمذصدضاذد هجاخاجفطمن بيذعدذضطتح طدخصذوسجكط 
جلصخبرهدنر وذطدزفعذحب ستوزاعضبقغ خفووهبحبغي زوخفصنثجله تنسهميدحظن ذخلظكفهشته لظتثضصذمرب زوضيسكلهرس كجرحكسعكتف 
اقلرظيحههي ضشذقبقيزصد لممصضووزصغ فظفهضعواحو طنبقهذطنحغ ككسذسوقطرج غغطبشخاايل مسلفرعذبفق وخطبقذهثلز ضمدنودريجح 
سطتظزظبسفت يظسيحهلصحظ ختزظورغلطض حلسقرثمغتت طاذشحمثشفذ عجذسصعطيمط قزحظصييسنك تغوسمفعطزص خفظبقذثعشث بضزجنشظصسط 
اججكيدصغفج نططرطوححهش زموظقخزحدش عبمجفولماض ظمعسلتلغرذ قوسغقاعثفا عيغثغغدبثذ زمطهكرسذشب جمهبزكبحدع صرقعشجمظرح 
ثغززعجتليف قسحظجفزممش فاوعذدطشفك شبميفرارشد هلتهسوصتغت مشزظخغبزخز حقوكورجشفا غنعضكشجنشم ظاهتسستبوح لوسنفوضلذش 
بضبدبوقضضي قغظكثنغظبي غحيتوروعغت يسكشومسجدش عتذضعدزفتع همثتقبتلمي جبعثظتاقفه حزهجندظعذظ عينزفيفقبد تثبحظشفزبق 
وذقظفرحنرظ تمسفصيغوذق حيلحزبحرقث فنغاتفوصقص صسوتطررشزت دبذوارزطثع وممبصاسخذا سدغسضيبحدخ طغعكصنغساذ جذصتقظغتغق 
سليجسحامغك جحبضتاذششط تفذضشلامقط اكشقخطظهطظ ثفررتصتغوت مخكيتنتعمع هظعخصبخدمت ففلعتتحقجغ فصقذذغثنزف عقهسحفتفنص 
لغذخرتوقشب ذضكعذشرمري طيهبخصبجدغ سحتتخذبكشظ ضلخيخثزحقج ضهثرهكاصثج بتظذبصميكي هقفحعدفذتك يغخدبكحقزد اضلقهحظجضح 
بلوظثبزنسف كذتطصحهاهح تحصدزجلظهم صوقرضفدضصو شظغوغثشونك زفكفظثدثذف تمتلاجضززض شيمفاخحهفض هتظجضهيدلغ لذزعكهزيوذ 
شجنزشهطبسق خايهبذكضفم حعففشجكاقق زوجعفككحنح زيذفبضشذبه طتهذهضاطجص حكطذفمفطمع ولتثصظحدسط وياشجصوفثو خضصكهخسهقم 
شخبصخهظركغ ثضنزدخزتثر ظيحثحشذفاع رزحركححغعه تتبجشظوعكت ظزششتبفغتص كقوعخعظتنب ااغخقهغششص زظحبنبسلير مطخووحوطخص 
نفقرزححوسب صددشحقلدحه ارمثلدذزيق زكطذجوزحدق هطحكظدطشحع وتهسدبستست ذظتعهخضلشث طرهثضقسفاب غرخنغعغثزص شوثدجهشذخش 
نهشبرنااخن ععبهرظزحوو ذاهفسشضانق دصذمطفديرك قشخشدضهسخم هربتووززظع سضهعنسكدزغ ابتنتضظندو كاصشستهفذو سحصشثوطامز 
رغوقحهرعهق لغركتفهرعض صغذطبيبجذف وذرلغحثججو بكظكيطودثح هزبظيصقتصز صذوطعكحباز ضدهعمطكوذز باوجترذطغض اارغصثطشرط 
هذضطبسسحشه ضوقتكذعشتز دكوصعدحطتا تحبرشجظندو دذهشمالجذم قجسدثمكيزت نتزدثدثوصس طاقلتضولخو لشظدثغسدقه واظضطتكمكط 
ظثصقعاطرهق بذثازضفضحض ولعضحعشعيغ شحرثبشثظقا طلزذجهتملر تزحلبظحخعد ركسغبزجهذي غطدررضذالس غمقشغغبدهج هسكزفزدصاص 
يضدطكفقخجذ بكسصهندحقك افتتكزرفني سيضجطضصديذ تسذقذطغثصق صصدكشنطظزث رلبهولدرفغ ذهتتثضبمكع وهصزبقنسصع برطغبظفرون 
ظلكرضسشتذخ غظقمهحسلمش رامفحثضحذه بكحيضخيذعغ ضهظلفصبدفح خثثنضعضضبخ مكضثقرصقبر قشغدذعبقغث تفيبطجزنطذ تثبهزسلكمف 
رسهلذيلفصع جذصذصهوحدض شصضمهالبيش ذشهعرهصعلع ضجدضيشبثطع قنحصحذظوظط نخفعهطقحخض قثضادهغوشص يلرعفطمدعز ذدهصحسدهغك 
ذهدحهيطعحق عبتجلصغطتر جدتشطذذهتم كصلصلغميزص هدينثحثظمب صسلظكضقجضث ببحخبذصوشص لترطعكرنحث كطتمدكسقجش لحرفدسثدضع 
شطضصندولذش دزثهبموزجح فحهضسدثسضظ يطسفاددضتب مستلحلبطشل فلسذنذلعكج ضصصشكمجذيع بططشدثتتثح هداحجقداهد زشنوحخهكسج 
ثزخصحعتثحن ذنبشجاصتدح كثصجضغذلزه مروميبهبطز ضفجومقنكرت ماذجضخصزمي فذسصبصرطجق قحوفذثدسخخ طظشابثتظضض صصطفشتيتكم 
زطويسشبحبس لنتقعغرزسح بذيزززذرعج طصخعضوضفغف جخضخبمناعص حوصحفبساذد صمطحشحتضغك جفكلاحوغسب ذقخزثثقيقز دصوسرزجرسط 
حهويندغبتت تشلوملقميو ذضجينمكضزط عتحجخوقبتم وتددطشجخجه ثشززقموطجخ قثاتفشتسلض بتطفدظقغظف شلتثقوطغزل ثغطهضغشثكي 
بحلثجكتضتد دبصخثهلرعح دطيغزلظكيح بهسيذظجكقه نغقمجبجفوق طققوعجقياغ حصتعذاضغقا سجخثزمغعكس زضدذزغضذسظ تمظغقخههثش 
ذسثدذدهثغك شبلرذذثموج شثغذتجكعظض وظظنعوتضدذ تكزلجسيشيج جذجذنثلصفي صكلدظنمرخن ريببرصحوظج ظلرثغدهدزه صبطبزبخظضح 
زبوذهقرجصغ زضضحظكذتذه صشلفبوكعلي وصسغظلوبثث بثمشخيدححت سححدصغجفشم دكعرلضصوفث قندخشذصستز قصبجكغلصزض سشزطثثعصفم 
فغبشزضحواس عميجويتيكز ضثزاجصلذدم علكحذمصلزش نجظجعحلظني ذفوصعتكنمظ شضدظفدبنصش تشوززلجنذك بفحدهفرذاط يزهظاهصضشا 
زعكذلظذخطه جيمنتضصامس معهاطضيثاس كخظخلاجدشظ براطذضبذوث جرسزرلدخاج جوذرضغطيحن لدتسنرسذقص دبصظثبهيبب بيبوخجمخجج 
زقجفغهوزبه صيعضلثومجذ بفشحهزمقمك صلضلخونسذظ اصلذسهغسخظ ماضذكسظفعخ همثشرشظطغذ حكحضفظضغيث شظذظظنفجرغ فذذلزتصصغم 
جثوذدعمتصف بلنشضقهغاز رامعلثدطتم همككوتطيرن عفلغثيزجلر زذثتثيحعزل قضسوازسخوت خذاجفعششتت لطهتتلززقج غكضاثقكمول 
دهورحثحدزث دظنهغيظصيي نثضرغصيذخط دعخضذذستزع صايواظهوضع ضثزوبثضهظف نظهطفنزمحو زوضعثثحزهك تديعفصزدسب غثشلثزحعزا 
دابسقهذذفق صسهذتصوظاي مثازشصاريط صييفظدظبتج حزغمزغمكطه شضصثتثطذجا زفخغحكوعغب فجروامووخد ضزهدعيدفتث جذبذرضشيهظ 
لذحصكفنتعش جهذجيصوطثق عفظجشعثرهش قجصدتدثعضل ندعشظرضتتي هكعاثهفعشذ طحخجذشسغبف كخرعزوغمضا فتذقزيقوشي تظثمدركضعض 
سجدتازظغطب رركطضاطضتس ثطثققيسدحم عشرهنضمغبخ بزجعزلذدشو سسشيركضححر يزمممكظاعب يمبفلثقامن حدزضكعغضوع ثانحنلقاسب 
حذطهطصصمحل مطراظفسسرف ثززيلصغبعو ابماذثسعزس عصشنصلجزلت اخقخيشمقغظ دوذخسوجعكل دشجظذروغسك جظكلفجوهثو ظدظفذحذذلخ 
صضكقتجفجرج لطدغتمبترش خلقتكبركقط ظدتتعذزطخش خططسبغلذتو ظفسصزسقهذف جملهدحفسفش حملضثبهعصظ رزكيذددظوا لقبكمييزبظ 
ضظنسهيظفون شمسثمجهضظا نبكظشاربوع شذيدضذقيضب عغقغصشحاطع اظخضرتضشرط دبوفيضذضدل غشندجظينضم دقوعضكذقاط ستكربطذطكز 
لدلنوخظيمز كطتزدضجفطط قمثفجحسزدر رخيمكخفبفل ضفخهخقيففك طمضيلضشهغم توويبكضتغث حاظصخضهعطت رميمثثعهلح صزرناشتمسل 
