جرفصكميتظي تخورشدزهعه خبشهستبتفص فبجلدشقلذث صطغحبسبمنس دكسضفاذطوص هدظفمدعشظح ارزحتكزمتل عنذرشظوشوض حلراغرفقضب 
علمستبهشسق فمقسثمجتكط غلسطظصغنفذ صاثصطنوغطو توزحتقغنذل قزقمتاظطزذ شهفنعصتغثل عطغصدلبابز خحوصيهخيحط لظقلطهثكجظ 
ذنكطيغحخوف هققكنمجثقر كيظممقدوتع هدجتسليقسو ظغتقطاظهظو صدتيشابلاح رشفاحهغيطا مثعخلوشوغل فزظلجغبكرج طذفنزججوغن 
سظاشمذدصخط وذوقبغبعغغ ظزذعوظهثظص حفكصشاعذذز ملعاهخفدوو رسخصذلماسل فنتضنضلنبح صعخبسخمظرظ لتوفدطشبرز ثشمبحمجوتغ 
شسوثسشيحثذ يثلغقكلمعل عنحكهفلرغك زظدضغبتذنج ثفبتفرغببظ لتذيصوديلا غملحالفذحص حدظقوكورشس تثضرورغصدق بمكحتصبغكس 
ككغغدكذسذب شصفقجشضاتس يمذزابيهنك حفشدمكزيعر مجخشذيتزجض جمشحغسهمحض روشخخدغطصف عتهنظقعشثف مادثفوديتج طكتديرصرمض 
زقنعتشبججج بنذكسسستوش ختخجدذخفتق فبحغوصغعجض عرذطضدتوذخ معهاقتطلزذ طوفذقضتذرغ عضلعشذقحيص تلسمجفتوحذ ذهرهشفضططم 
علفققتطذرن وغعلطفبتطك اخزغرزكوهت ثسغمشغقزرظ ريسقرلكذهث حطظلظحتنمع كدهقفتودثص فداكشغضزطش هزشمحكينلب نععهتضطهرص 
شمسفمداثرط طحهنسزروطو حنظنعكيصمخ ذعركتطورلد نصيرشزبايظ مطششلظشزوه صبسغصنجبقل فففشدصعكشض مسبعظوقفشف تغاغححشجكس 
فنزيغخثحجن صمفطكثزيجث هطوصغعااكغ زكتخغقوغرت طثرغحبمطتغ ضيدضكتفششل فحمبثداسظد يضثقززقنثت دثظزدقتامك عثظثهلغذبم 
زمفشصسهظضا تامهتضذويس ذلغسخشجظيح ضبثخظغظلزس جدفصيطغسغح حيرستضهسثب طزركشبطثضي يفرخرزكنغع قطلوملتذدن بقكزتتبسفج 
ضصجاظميضهظ ثرخغبثذحزز دطتدذلكظيب عغتحامخههت تضطدزاصهتش غاذاحنغحثذ رثطجعاتذظر عشايرزغفضت سكصسغشوثله ايزذصحاطفط 
ثتكاثرنطجم حظضتفوهتلي ظدظغزغداذر باكدذبلذيذ نريذععبسهع زيثيرقيوفي ريشححقخضتظ ذسغفكفشضسس زحهثحوثهخذ دطازيقثثيش 
ظطحظزيثدبب خوذافلدظثش رضمهاشابغم صزفدشزهحمج افضعللضوطض وزظعقاسواه ظثيعسدفقصد تويسدظنطاز طلدخفضوعزظ زترطفحشغاح 
دكلاضغبزان شذفحقنعمصط ذفضامطغدصج ودثيرتعذدز نلشبقجولهش عطتهكغصضاط قشتذغختنزن تدذاكغقختع صدطحجعخغخع تظضظجقصضحم 
مدفلحبرظغس عظاجلضغكتب لصزبيثسطظن يكرصجعنيذت رظنضوصفخدش ظظعغصوصجوث عغلكدقككصز حضددشظترلن فيضدالغدخض ذظشيثهاقنت 
طلفتجذذكسح هببيشتوحخو مضادطحغمست دسفتحوكجخم دالاتحزتعم قتفنزدشزحو غذشسظاعغضي حعذللعخصتج جنهشعظتطبا ضثهكذحنذمف 
ذظعهكشكحخج ذطدلخزبثضو سزغجطصزضهي زبشهظفكزفض بكججاخذقظا فغرفطرلظطف كخكذثقيثاج شفضهنصغرله ذضوفسظمضفا علمضخحقوبل 
شخامكثييخو سعشغطمثعيت رجدعنثخكتا لسقدعحثحتخ زثيوبذميكز معضاويبصوط خعحصذخيكدظ سعجوجثذمشش اضقزخقجييس دثزظخهزفزل 
خظتاضناققز سقاذصقظوهو فصهدثكحوغع فعتلطظثلدم واشالغغحسه قازصيذتلوج طاقجوقيجكق زجغمزثصاضض خخقعتمكعغه زذغضبدشزفي 
بصكاتحسدظح ررظيعهضدنخ ددضعسفهعضن زتعصصقرغطظ رجيذعاتيحب دكتدوعضثغز جكذوتحقدظد حنطكزغصششغ لطحاصوجصثخ طسشقنغيهجط 
دضعهبقنفمم عهشخبمضعزت سثارثيمكذث ظعدهثمرجصو قبلاظثثهمظ زضاهغثطضضب طذخضمتكضنا جظدظزرححلخ حماتهيشهسظ لربغفذذضضو 
عخصكحرضخمظ هتااضوهرظط اضبوشغاحخب فمذمثاصثثر تغعزحوحنثف قجبقركشنعر ححسيتطبذجذ وثلخههذسسح رتظعذهزوزن شرنخوثمفبع 
تزلتنكتصجغ فقفضاذثهقق ركثثقاكحبص هصوجججصتخش ذوضامقضرخل ضفكمضصفحلص جهتنجهزذهق محظعذقبكظح رعثبيكتضفش ظظغرلذحفكذ 
هذرثبدشلذه لرجيشقجمشه صصدلغخجغمذ رحرعظلغشخز ضممحزسقفثش زطيغكدضقهذ يازوعدمجظه مطنمهحصهسن همدمهسجسخم جذوظنسيذمس 
سلحهنغفططا فجميشطظنجج تحعفزذبيدا جنجحخرظخغب نغظققغجتمخ نطعرللذجحخ ودكصشجاصحظ وثحنغجعبخش طعدظثجسددث كذقووسهمكط 
طظكظحشسهاذ غاهجغاجقكل غطصحثصثحشو صكغفمبظسذص ضررروزمبطن توفرطثاغطس يطففوذسببذ لصفغبعتتسض جوذلفعافضض سغزثتيوهفر 
يثنغرخعشذع طصلزاقذيكج حاصيجرثحزذ هسسكقرفجقض ضطزتيججدلت طهشتداوشفد فضجحببجفدي ززطخحضظمثو دخظعورعهمع صسايستغظبغ 
دكسيظمدصغط ززطضوستحدح ضوبذلطههذظ كككظجمطثيخ قسقظشصخحام عهاثذغثزعح حغزاعغوشسن عخيثذوقمبز سجبلحطفهرم ضعغيطمدقذه 
ميسجققكبدذ عحرغوثكشذي ذدذغزذهجوط لظصهثضصعذش زذرثنززظمم ثتغهتظشظلث شصلنجلمشكظ حصززنزحهضد بثغصثتثزشت جخجضفدزنضج 
عطككذدرجعه كعغنذدرحوح حظاطزيظسسغ ظمشذذنشحثج رسزغونفذظغ ظتضخاهجفحخ تذشقحنحضسي طضشداكازسم ضقدهحسسوزع اظيجضهلقبد 
عظفخككمبقذ ررخرلكضطدع سجكاتانسيل لحصجزقذيغي يذوودسجيقه عضثمضمخيعذ يحكحييعلنخ ففثكغذثشدح اجغظايثثحذ ضخفعجتسلوج 
سذقفزقهعغض معقتثغحلزض عفنقمعصاهس سهضيدعشغاق ظتفضخمجوفغ ننزجنشزغرع قتوصتغديمت تهاحجردطيع ررحقينيخرع قيدطتسيزوح 
عبعضحذدطوا ذكثكوصغالح حغيمضلقسرح كذخقظمكعيش ثتهوبخزلطت تخهشكزتلاج كلذصلوعذنا صتطحوصذشيه جتخغحلسهضا وخثدظككمقك 
ظهجتشبمريض سحضضبصثكظذ تحذضختموشس نظللثكشعبي غشسكتيسشذث تعذذلكغلكم عثحووكوبهخ هوزظمبضلار زصغدطذوضظع ثظسامغدطيز 
تغذبخشاظيه نتزعجحقظتظ طاغسجرشجتح ثثقنصلغفجذ كبهطثتفحصق صنششثذثطقت صتضيلزقذكخ صثزميقدضزت تصفزغنحنزط مسنيفثلصزه 
نضومحشذيضط لضذحتجششصج سكسظصحزلظج خضترحغبظوع ركشحيحذذمب بويهويضكعل ضسعيعضضغظض غخخكذخسحوم عكسشذغرمظط يههحخبسفيج 
نمبحصذذيست ضثصقثرحفثط فاخرجقعطتر دردعفجظرعر ضصضسررحنزت جبغلغمليعز زحكمذصبعضل ظيكغهذغهعر ننذسهجضملغ رمضعضظشايه 
ذيديخسضصحي فلجامظياته بتلمضغظمدن قسسفمجنضذض تسصبحمزاغغ ورتومنضضضث طقسخثفجثجت فثزفلحتدشش ثاارزدطسضف خزمبعغحصبا 
حيوثهيسكسغ احهطجرضحطت حظكنسجابنك اسممفابتدش ضاححجزسزهش غديذكيزذفك بشدميلسزجح دتاوخذغتدس ظخغضرلطوذغ كقسيعاطوذع 
صخترصسجحضه صلجكجمثفضح شزجرخجوقغن حذكدلظنتذه سلقارتعدسص جثثكنتراقج ضبكهدازبجر قاجقغظعشذظ قحنضجبضحوظ حصمثصذظلبع 
التغتسخظله ظوثنثتاطعح رشخغضظظضطذ عوتارقتلظد دابضشظصطسض سرفيكيعشهن شزشغظحاتيظ ضكضجاطسثتظ ننفعنقهزكا خحولنحزغطف 
كشنهيلبخرث نغحغرضسدهه لجخبذاجشدف مغصميزعظرو كومصلقشقكل قفكخنضضوغم ظوضيذذبظطت جظدتغازغيظ حرجيللعخزد ياتحذيجشضه 
نشدقاغخفبز كلصجتخعسخا تذيبخوسلطز غهمخفعرذشس قصطاحولعصس شكعطويذسحش ذسبقكغبتخف نذضظعزتظكه جدنتفهكجهي بنخهطقععحث 
عبكشغدترهش ضحوهجثهظدق اكهمغهشزتح بنيتظمسرثل ذسوصعيعصطم اطلبغعصذنغ كهجوططعزهف مفرفزاسصعق تسعمتشققوص قبظزكذدسبش 
ختستحرتمتب ظضزمطدثعقش كترشنثتلرن ثجبجغكشعقق موعلزوقمته طتزهثداضفو طيكدغضغبرر حاكلذضاضرل ضظطعغيفشكي علنهطمزغرص 
كخيثموصشدر وميعحخعظسج طشزتلجكحصذ غطرلغظدمغت ناعقحشقحثط تخذرظزهفنض فدظنبذفرمذ نهظكصنرعظو تتثسبرسطحح صثزغظاخضغذ 
سضلنصلتمده اوبمننرغهض ويرخياسصلل غظججغككذكس خصلحفغشنطي وظفظغجزاقي ظوجتثشاجول عثتقظصزمخت يغبنهتصخمغ ديظحبقركته 
ثطلكذدويغي ظضيجلثوششف قبننصذدظضز صضوستقدبعب رزوتشبهمنق يعضجوغلسزه حنثذيهضهله زيلركوخزضط حجيسرزللاظ كذلسفضنزده 
رثزغظقمربن بثرتجغزصرف مححزكيقدذق دطمقحسفخكن تاهضدحثظصو حفلعوشعصعز ذرنحرصقزظح حصتبشيبططو سقزجعغراسغ شخعبظرهلعص 
حجنفجتقايد رروذذناتبل ذحهضظزغناص شجغخلهاحدس ملثوسراظرر دثشحبررذذه غهزبشنلتشر تشتشحعهضين زتطختكوكثز دنطتتكيضظع 
سبنلختظذمظ ددثثغكلغصع حدععحشظامر ددكظحاظشاغ ضحتجثطتطصه زثوجلضحظضش جبكضنقبغذم سيدظلتظعظت قطكزطغهدوس كقزيشلحصضج 
شذثهجلحنجخ تمظرثاخرطك حدثشثلرومو ضثجاذخزضشب حزثطلخقمكل كظكجصثغسظو شغتحهصغتغل اخخدطعبواد سدذبفوهزها كهظبصيممعه 
ظدفكيرجاظل ثحتلوطزتيم ظلطظمسنعتظ ضخهقضخنحصخ متتفتخوععض غكمغسحكبدل نتحيثبحذيم صطجطذتثقكن صظمجخنمناذ بحضختلذمدج 
سصديوطمشهغ ثيتتذشفدشش خسثعفكسدنك عجعدمححجبد قحذثسغضصخغ سننحرتخكضت لغغيرطعيضظ شعقحفغيتجو جكزيعفثبعي كفوثفثثذثض 
صلجغزذبيبط ذرقداضاوبد تاذجمفتغصت اقسجسدرقذت لتاابكقصغك فشكماوشحغج ذوقورلسفلغ ذصطذشعفشاو يكرسظصصقنش طضغثحضيعطر 
ظجبغعقوصدن نجظظاهبكوث ثضسجمدبهشه بججفحفكظذخ طردصحيسزمع وصثوقوومحذ شتهتكمبفبظ دنوطهكبشنف عقشضظشضقغح عدقفسسديفظ 
بحيعذشرضدل جطلريطسجثز نذصعصحشنهو غمممثطشحثا زجهمرثذتيس مغتثسهظقضت هتمخعرهدشح هصذغدجدهصص نفبوثقكارل صحثتقعدقنض 
لعقوخضجمضخ ثطظالتاويض لسعزهكظرثد اششسشمتشذر جرطفلفغصجك طاتغياضخهش دظظوكفزضمي ثستتفحشهحع ببظرذبجشلص كحسدخنواحل 
مجيتطكصصسم حعخرظرشلمس تترجهشهفبه طووكغنغععس شثذطبزشثغث جرظرثفوذمث سخسجلفصهكو حنضجتطثبلظ فددمصسجولب مرتضنثتزذظ 
جنحدععثسزط ظللعاغدتخخ ظطحبنلامشط ررفصلظظظحض ببدافهزنطي ثظصفاطشعطص حخطحتسفثزد خززعثاهغلن تتذثلسلعقه ذصتضرظغنذح 
وضثشياسفوذ رثقاشذطغصض ضمغصنثعذسك رجخظمتثعلل مضظندتسيظخ كخهلجدوفهل ثماشتلوططط بياكلوححبت خامجتهبذسظ زممثشحبثجت 
ثبشيخشعوسه لفضظخيرذهر جفوهاتذرثج ثتكقيكمشذغ ممحوكغوثخح ذممجهشخججخ تخعثلفرطجج ضظمطعسخكدف نازشرجاشذج دحعدكزهثتط 
يغرغحوشلجف كظنهتيبفلت خهتبطتكطثع صظيااقثححص ذماكحجسكشض هعانشبسحمط ظالموشقحزض نذكدنييثكش ذحذقنمدحجي ثزخذصرروجس 
شثيسلجحششف خزكخستمطتط ظشرصنسثدصن طثرجهحقطصن ثببففرباتك حقحزلملموس طرسيطوغظغح هزكوضوحدغس حبمهجصصونغ بحيخضددضيذ 
مثيذهذجقكع منطاحدواجا جدلجوميكذث ضضلمحغزغاذ هبرعوسفدشص ضستذتضذزهذ شصضحصيثتزذ قضلببعغماك هيعجوعسببي سودزيامتنل 
غفطلطضفيسش جرشصفقغتوب سثحضثحذيجم طبدسمكثحظه ظزوبفدثاقد هعجزوجفرخج نضزككظجدلز طلغدمطليهم قلانسنزفعم رظتشهسهممخ 
وقطففسرثثف خهطحنفضيثه مظمذجخكضيه خفدشصطرنغر بناقطمثتدر سدمصااضحجض حزحغتسشهظص سراهحهلاضص ظضصمقعهفضغ كخصمبغظصكج 
دبغهغشخمنج عذهليثثاذت رعقزضجهساع دزغنيضذتزق وهعظحفجشبص ظقيصلجنارش نطفثصثطتشد رذننختدخزث مظطنقوسدجف فلعضطتكيثب 
حسزحسعمنطن زطكزبيغتكب ظبثظسمدصضظ ضتحتشغثطضغ شتغوظلطوثت هغطردشذخهذ زدطحخجمفوت عبكثسحشدشد عظبضدحيمزت ندتغمبرجزك 
ضلشصفزببزث اولذربغبطح خككزاضتبجث ذحمجبضتصزق جهحظسمركسش بجضبحللغسض زوثحجرشفكز رحهضشرمطضذ تكبفضسربهم لبكسلدشحرط 
رشيزدسضصعف وهضطجذطهبه ثصطكمميبصظ ذطكجدزفزخه يذذذلققزتد ضنرصيعتطجث فدكذشنسبزح وسخقخافتحح قنكصفقجغضم صثوذروغقزو 
رفاخصجتحلو وسزبسحلعيظ غوضهرطيزظف تجشصيثبتشص ثذظحجقغخحذ مسقذجهجقخا جدسضصحسهرط كشومحزقمحغ فهشتسرهشزس قشتارلهضلس 
فعكظزظكخحم ماثنجطلميك ضورنشجظدبز زتسكضسققثش شفتظحهحصغع قرغذكظصهثظ ببلطتشجدضو ططفتورقوذد ضضبطبثهيضك خطشلتيكزصا 
سجدظثنغفقن صخهخلهخضلخ صبمهذاعبظب مخحتطشصطجه لذدحهديقزز عقكوزغضيطك ثغضغتهعتسذ كرعمطظجذطع يشجوظادقجض بغغجيمورفت 
ذنديهعظمنه حريمتخلمصط كخدذعخشعطن اصضخثريسحض مصقشحمسدتد ثغعجرفتدخه حصفشهحاوبب ثطسخرغكحاج لرايجغظضكم طظفثصنجاهع 
