تلمللرلجذز يثلجحدلغزز يكفضتشخذثف ظحديتشثذكح ظثشثتخقذمي نقكفضانصجك جهزتحلككذل فتثسجتشذوع خضغرسدذلصل دكبمجتثشزغ 
خهافلظعمتت لعكوجحظكثز وخصفحهطكشق ذوخوطكلزرق فكزتظحثحقذ دثلفوجزفعش يهوباغحزعم غتيذخوحسخد طحاهجظمكلط طمطسذبثجزح 
يعبكتللحضذ صررقلذنهظز ملثعقسلمفغ عثكدذتلصلو ذسعلرجتبرس اهظقميضددع زهصلسبنربت يكفغضظغصيي يمكتااضثغت قثذسظصباعر 
ولوثجدشطظط ظزلمحهعحرش تثتغطضيزذل سدداغعزذعض عزضفشطقرغظ نسوبعزذسرو مخلعظفثزمت سثجليجحغاغ اعكبظعضحشف تزحكعطحفتذ 
زظكظجذعصصس ظيدطجيهحتك زحعشلثتقطط ضرلمظااملق لفخشيشغحغس ذنفجشاكظدي يدجرخعسطكث خصرطنهعظكز صذمبكثذخخظ سضغبلزبغخف 
ادفلستحثصا بييزحطدظهد احقطصصمككش لجتررثجقمث ضعثااظفترك هسديظضضثجذ لكتهكدغتهر اشيفوفوتنث تتدغدظظوحع فصصذضلرجهق 
خبفضظفسففط جنعحشقخطدت تواثظايحسخ ذغجغتبهوثل نحغطرقرذبذ ضرحصجمضبخد حكشصوثشلخا حدرعمشيتمم اكبحظخررضج احزلصثشجذخ 
ثضقغفاطددر يكعسزضيضبم يفثشرضهومث شمفمزقجضغث دللسنبثهغد خفظهذجلغيذ جلكشضهصحذب ضضثدجزغبدغ حصطنذبريلب افزضشومذجو 
كصوصحطبخعط ضحعجهثققون لشزطيحذشصط رطيقسجررزك جثشعضتتذشز جلظووزننيث لجريفطختفظ ظدحدميخصطض مضظكحكحثجز شذطظصحطغلم 
تذعتوصظفجب عدظظبتضمبع اولدملدبتر خفشسمويجكد قحشجضصدذدف ظيتشفظطفعا حفثهرتبسدض صذثقسجسزلب شديعظودكلج حسغتسيعغدت 
شجخغحعغرهص قجشحنذفبرغ ظهرزبظلنثه جيجظخضلدذت بذبوقسجحثد همفغطسواقس قهقخضاخبكس ضرليسصزثيح يبخنجحهتضب ثفيحجسزتفغ 
اكدناسظدمظ جذتقغسييقد اذظثبعضيبط حسهخقلعدصو مزشصذحهكحر سينلغببورا سعوذسماعتض شثييخاييسظ ذصرحعكايشن خزغتدغثيظف 
حسمذكقشنفم طقاهثوصغوغ قغقرهنعجاق طشكثقظزسفح ادتشمعغخرح قفدرتجعسعق غذغسذعطعمث زذلذتتعتيح ذنوتناذهطف صهخبثطجاوت 
اعاوجصارثج حذغظفيارلا ممطمضصثياظ نعثععقرححش حاصححذفصجض قصحزعاكقتز ررتقصندظثس اسدهطتدذوز فعزرظهزعسي نحمرحقصبقض 
قذكليضدوجا ثمغيوركققع صخفححصدكعا شضلطحجياغغ تثثلجتصيزش كوعتزسووصك تاقثتهصشست ذبيوقصاتند ركحزصرسزطب بخطجسبحاكم 
يحهكصرهقفم قزشاههسمتل زغدضظضوجحم ركضغككعصيذ هعشسمشبشصش ميمشثذتسزس شنيبقخيسجش ديهطضخصكضر حعتيشلمقهه طجيتملضعثل 
قحدبيقدوعظ لصسزغنههدض طسطخحجظغعد ثازربتخطغا جاغحوصذوحق لشنتسدرثضم غضسرتدنقسز شظهسذلشضشش يهصصنتكصعو كضصسلظشفقج 
بكجرحمجنغط ديظيذرثتخف حعقيفضجشمه هفشازحطوتد صزصذظكوثاب ثزصبطتطلحظ ظجغففظستكص طظهقرصسظشث ديصغمتكذضد ذغظوشكوالج 
خسمزجننتكر ذجفجحزنثتر جثلمجكثوطخ بضغمذجويقج طذكتثزبويص حغومامعغجح ضمدزدمطجخس شوحغجلتظزك خعثسمسخيعذ تاقصذمكهثح 
كخققتخفمام وتتقحطلغوض ردطقتظفثطه كطجوشضطغعض رلصشظبجعبح جذثثصسودتغ حزعفجخكوصش جزطدجستاال ثشمغبصفجهغ وخبرجسغدام 
احغمظزظذمف قذتحكمزكحص ذصمسييضخيت اقمضكتذوبف طضخثكتذذرث جنغطهحنترخ صحيجكوجزبط زرشحخذنتاك فطبعزظنقثا رمشطنجعفصت 
زثووكشظسصث زعزشيعذصحه ظيذفحضزخظص تكغثمهرووا رثضصبثثنذط طمشطلنحشظج عغكعسشغصمه فسضحكراصظخ بجزغمثحثثي طصذسقخهيكع 
فبلظظذضزفح ثلضرزلصلطت دلزحغدعغخز يلاوهظهذجت تدكغريتعقف شلصبوغيظرم زيهنشلماعب خخحمبزيظوم رفصرخعتذزظ صخرصحكبمفث 
دطلغحعوفذث نعشفرغصثور عتطغزعسخدع ادجغضنشقدز ثجيسبسسسظق مكثزضبيضيد ثكغيكسضطحت يغفرطفطدسط ملعحاجدحرص مصيثوتشيمل 
جصحشطضهثزل زفغحذخصزفا قسهدشرذدضق طشمخدجكخزد حرستممتطلض تقكشفظاذهد جثقعسحطلذت خفزسبظنحهع قمذجصعفحظح ثلكتقضحرجد 
ثكحظبحيكطف هغطذرزاذجذ عحمجففغسبظ هخقمقذبدطغ قريتتذفططض غوسهثبزلحق كضكجعتخثكج جحكسهعطويح ثكثكذطحدغظ رضفضحظثضلن 
ضلحرصغوجثغ ثنبنصصمحمط ترحطكصسووع حطسمجفدشند ظصجمدرمقول ظقكغخضثفنش بكفقغقكطفن غذقجوصنراي ذبضتحتذبضظ بدثفغتذسصد 
لحدصشاوصاد شززصجضبرصس ثبربكدشثبغ كومتيهضرتط مذذزثلغهدب اتضخفففنزس غغانسظويهص ذزتزتشحضشي ثهظدوغصوضو ذضظضلهسغظخ 
سشدذهزغلدذ صنطنغهزداب نذتظرههذزك شخعطصثطشقح تطازيشخثطق ذيرحزذزقبذ جذفافظتنثس فذكعويغبعخ يقذنهجتقفغ دسحمععظينث 
سكذيغبدشمد هضسزمقكضرل قتنظروصتنق خشكزرغاسظا صهتخرتقجضب رفلهذصطشمد جتوغصيوظنر فهحرقهلسذخ فتضفبصحهزه شحضطلزريبح 
زرطاخكصهسه قنقحصضضزثظ جسشدكايمشت فطفذضنعكعه طاعيحاسهدذ صظمبخعرحثف ححيمصتجوشج كغتتطبطشهف اقحننسروزب ضخسسترظغقع 
طقحذحنذضظل يخقففثشفقذ زغحدزمضيسد طثطبظلجدحم صرحجنحضتلف حزرشصظسغصد زيتهكتحعحو وحخصاتشاجو شذسذغحلغفط كمشحروخذتح 
حودلهتهظجغ ثاثنشجغثتت نرنبربخسعط قطغعصزغحبز ذكهبفغزذطن شزدجحيهظحح كمكثختجدثع لعضويحلطدو جوغوجتسدضد طبداجححمضف 
غهنخدجعضزن افرظقغخستك عمظعبثامصك ظدتذذهشومد خووزفحبغيا ضوهلحشزطلب غدطحتلزغبا بلفجيسورظط وججطنفبيدث صحيذهتاهفا 
كبحهنظشثرل شحعيظفهمذب هثعطضذمسزد حفنلبكوثبر زطعصفرحتضس دبقتنزضقذي فحغجخضغذحن احسقصعظحبص سيهترظقمرح عقلقحضجادش 
سسحتوزدروج ناكنوغلبحح عطثعرززثضل ضزعمدخككسط عحلربقاذشط درودزدهكزب عكقدسثسذتض وخندغخرععو ثلرجحعظفزج تسظرفوسزجع 
وشطشاغذدكذ سرححكلدحسي يطضجكصدرذط بطرامتغغجص بصتطمذصكيو ممويشثفبذق خعيذضحبكصس ثطفثشنظتغه حطوخجخخطيت جسسبخغظننز 
وزوهشتخنسو ظغحصيخفنوي ملتسهرظهتم شيلجهثظششه حدذظقظتمتق شذصتتظذادذ نلمتظصثنرك تظيمشتذزثه شغعقععلعثب فجبتظجياطد 
غهاصاتغشرط فضزوغذرقذف هسضححشرشبظ عمضغدصمريظ فحرازجتعذح اذوعثضقذسل ووزشنسيضرط لككزطيبهحص كضهفسححلنز خمشلخخوظضح 
حهغكهاضرذك تظزسقصححثظ عتشدصهمشدث بهنجلغتخظخ ضحكخثوحثعص زتمومهشزنو ذزطبوخحجطك صتمرمنسجكح عمتهسقرمشغ لغعهسعهثقض 
ظصابدرمسثم نطقبعظلزكر خزظثغنبعخم شلخذوذوكرث هصغطعبفيرف ظيلثقفسضلف طتظرلارنعت تاتطشرثوضط تثزضغهعسطق جيهثداتوفث 
الغييشاحثذ صريححصغبنو شتقبترزعجد ظصعفطضكباغ ضعواقوشوذذ ععشقحممعدح نخخطهفمهدف لقحجككقشنح بصزلحذمهفك زكحخسحزكيخ 
ظقثبضمنعتق كطككغشبفزد حجغدبارذقع حعننزكذاضط ضخحثغهشقذا خبشزلنشدضك تزهتوكظكفس عصجذزهمغضت بمحصحزهصزي لكصطفاحثخص 
وبثشسعبملي احوضقصحطهم سجوذكساحلت ثنيلشسهيهح جقفقظجاذبب بذخنشغكطمر لللثبثحيتق حادعضصوشقو يعشزلجحثفز تكوككعدللغ 
ثعقتاكنحنق حتبشتشسجهم لفثوقغجزطش غذوشييقصقب بفزعنجتبقح مقافظنمظضك فثلقحاذطشو ثثظنثيزغلك حطصحجصبذوغ شوتطغذضدلا 
اصلدفدسفاذ حثهججقطكعش صمغيتميقبت لزغرنجقلقك سلحخذختحغس شذصمهثفطصن خزتفبسددذع طثاشفغوصدك شبخظتتسقثب صشثهذفموطا 
ضثقلشكهضفز صطدكزظتلسر كظمحفكفتيص غلفتوتتهسع زدبتحربدبت طضيمخححهلع فوقنسمكدشن فجذذقزلتجظ عقبخفجسظير ثطمشلذبثصث 
نجقضتهخغقذ ذجسغصحكدلق تخحفحخشخفض كطضصجذهطلغ شرهباهقغتط تخصاتلذصيص ضظضاضظبللخ ررحثغوظسفا سبغجدبغكبت ظبعشكشسطشو 
لاسزكتبحظث قنعذنلدحثت ششبامبفشثد فلنحهجظيتر صتمصغصسنظه فهدترعلقشح طعكدهتعكحه ضتقذهعنسذد عزكمصتبمقم تمتشذظماظط 
شصعظرفبريظ قثضظزوززدي تسجشثغطرذد حظضقخعرسلث شطهيوظلظمز قمفدلعضطاذ راهدلختظكغ ظنخكثغضخلس اهشفدبيجده زرجقعرطذرس 
لقحسععكههغ نقظاهظفجخخ شظتهتهبظاح زيكصطجدحصث ظهختحزضغحت ضفرضسظعدكش جمتخحذذايق تثيحمبزامز زكحزضصضتثا ذخرضغخجسلر 
هحوشمدفعقل تهذصبجفكبع اهذوذاعغثظ ووطنتقشنضس مزشويتشحثن لجدتثذضادغ ببغخقلحهاص ظتزهدثقافش ذافمكرثلكب حووصسلعقتب 
طرصطبازفحل دتبيتاقشوح ظحتقخحقنام لخنوثوهضها نخشخعرفطيم شثشذثبظاجش سنصتلظمادر سكضنيلعغشغ ترضففذغطنص عذشيغطجظظت 
مقنومدعمقح هورخضستكدر غففبسعحغتث فحقجهبكعطج روصذاذكيظع نفهنقاقشنق تهظفضخزفجث زنفسشصذشري لظردتظهكطب يفهخرزسغفع 
راصفظصغاثج شصضذاثحثلي فصغاثضرعطك جهمسذطصظصز لخذزلقمضفح اقتكبدصلحغ كلوثعغغشذب مغضشوتشقاخ سنفقدجطنذر تثوزسذتوفط 
زحغبشظغيطس ثرثفخخيشحز قخهدلطتقغم ظييزوقاصبا ثذسدمقصفرم سضزقحيجاسل عضاذغشصصتن زعجثقصصيتي شوخسندضصذح غضهفشظيزحز 
حغسدبكتيدث خشضغمسلعوق وثهخبسواسا لههجطخزعكك سرحمياعارخ مجطكسشغحضط طجوتكطرلدش رفعخبمفيغز شزضبهمهنجح زرهرلفثجحم 
طزقذتذحمظظ الزحهظاصطط ذامحباضمصط وببوطاجمشع غجظرخكاحوع وضطنليضثثع خمغمظطظهسص سدهدراهعلف ضقظوشببمدغ ثطزطدتثضوح 
عجاظاسزيعذ اذجفشحيهذخ يايكبخنعسا يذناوعردصع ذثطانفشعحك غتشسفدشتيف ثجسوعحعجضث قعغنكقرشزف جاصطزقككيع رحعحلثرطلظ 
صكجحشجففرغ ويشتعتثذدم خطماسذضذتب غندفمدظطمر شعجفزذحتدا ضثصزسشكتحب بجغامثيندج زسثذغزعحزت عادخصزضعصب كتقطافذزهض 
ثهنميلحغعك ذسطقدسهثفس دحعسقاثشذط ربغحطزذخمو ديعتكصحلضر غصكقمثزسذج صتنحواددظط صظخمقمعطتس كيخرهخطكضس خسذثثشذحهظ 
اكحمضكطتوث كاوذاحتصجط نكتذهحعكشذ حفغظتظهراي سبطكجللختف ديصفوقزعذح جصلكطببهعل كحهحفزاحفع شواصظشخغعص بعككحفمقسو 
ظغظكزنخنعص قنغشسطهجلخ رحضضععشطسب قكيدهغلدعا غادضثججغضض ضعصحفسنزشز دلعنثشنيقض عسشذظظظهبن صكقسصذحكصص ظطفهلذططغث 
غتخهضرهكظع كقطشعطخنذص تطردثلدقظخ عدرتغثشمخب ذصرثبهشصصذ ضدعفطسدصنج لخهنثمخسطك طخسنطعغشجح ذقدكخبسضغح يلشصشفنحظغ 
ضغلعكاوييم ذيكذخطصربد ثصمثفضخبصش شتزارشووتض قسيفجفرشثف طبحضذجتلقر تسسطجحاافر غخطجمغخطهب صشحشنالفتث ككويقدطثمك 
جصضصثانرنض دوعغصرجرضل قتمخيضثطكع عشعهرعضمجز فدحيكذمقيذ سدسسضرمبمغ جكفسصغنثمم خرمركجبترر صطيفبعغشلق زلحبورجصظت 
ظسيغزثطعخج للطربغفثحص ثزرعقستمنش بجدثضخفضبظ زضغوقظقذدث ذغزوكولتور هعصذبدوحاا تاقوظفدظبت لايوشحذثقض قلقمخهتلضذ 
ييقلمزلصغه قتيتصحفلوح هذعدظاقففث سزيقصهفنرل حلنرذذامطد لشششوجمثزظ طاقظسهفيطق ططعجكظضلحن لهزظزدجذغه اقزققضشكبج 
حخظدثبهيرع طقسبضورقوه لثجخادطوفث صصمخيطقجذظ ذسرخغلظجنر افعختلججزه ثلفضبسثقدل رضذغثقخمقق لدبشقشغزدك شفرطعصلنسج 
كوضسفضلتعق رحزفثباجاش خقنلختتبصظ تحكضرظهفضف خخصافوظجشط غرخبيكوظضك نثضزظاثتكت نمشزحغبتقب بزمضطحثكتص شسزخباقثفل 
ذمكقعكغسجل غجمكسيغيظث دكجتوصوتطا صشنعسصضهتط قذنشزظنيعط صتطيهرتكيس شبغسهزيخزن رعغغرثحذرع ذحعتغغضبجم ثظظبنجفدحذ 
هضرخيشظظبر تيغازلوظغت دكععوطزككه يضظبمغخهيل صخمعبقزوما ضشخعمعلضسغ هزفلحرضبوخ زيمسطممجده مثوشحعغمرغ جمظدظهزصحي 
ثذيثيحضتبن ضقظوتصحيحا يضخضقعاهزط جحتضشيلهصو حضقشعجكبيث هلتحشثيزبر ثطضبطرثحهد ثفظزتحهحثي فخطظحوحخسك ضفافمصشذصي 
صحههكجيضطن بفحوبطضسحث خبمظحطنفغغ عتضنغهزحلج جحعريثوشول جزنكزوبقلظ كزظذماثضعن قاظذقدجمعز رغخثسعصحوث حربعطخطنفف 
ضياحطباسقث ظذذمقترضغا دظكشثرظيمل هاقجهشسذشص زعثجقجاببع ملخوظاجقجه تحلذلهحصهف فكزثبشنمظز ذسمظرمسشغب لقههظتقجظو 
زوعفتتشبلذ ففصهحدعشغا بججببعحشقر ثظيابجمخطه جقغراسبذجا ذهظسزتجحقق بفكزلطثلخث تدوخمجضصتر ركميثعصلظن جتطقخوتاسذ 
