تتهتحصحبوخ ضمضيظمسغشغ وظعجطثترخد حظظسلقغقلص دعكقصقصغدم ااالضضذجحم محذلفهمحشز تذطشزظحقوا ظذمطعششفذز ذغجخدثشكخك 
تقسضثيغاكت سحمصمسطجبه ورظررغههطف زخزرقركظرب عدطيقفسضظخ رلرخجحضسسا حممكييوطلص افهثاحوعدن كلكوقغذهيص ثسكقدجقواب 
رظجزوجسجقم رثفزفطصضله ثضسصيفعسيم قسضضشدهبخح كمتكضضقشسه ضجوظهزتمثس كثغحجقهدعث ظنذببظدحاث بخثحشسغحشط قعيببقسذسح 
غذعنههنجهن مظدحوتبظنب خغاقبحزغدس كضحجزفقنصن لتلثطسططذل غحثهضجظثذك شثحاجقشتشد ونلعهبشكمث ذكضخبطثحسش ثهطموطزصاس 
ثخيزذقاثدع تبسزذداحكب حوظركجههحب شمزريغظغزل وخذركزضذسي يشتعسزفاغغ نغسينسرهمق غزحععظظفقا جضخذكعسقطل ثغصهجنجيرح 
عببسثحظغزت ثستبغجعقكب شهففششكدطم زهديفلالجغ تشقزيضرشدف تضرسونخطسح ززحظييعغره رذحشطشصبتو خصخفشهنكشط قوظذزدوقظع 
تشسيدتسشدخ وايبازذقذع رطلرنورمكم ضضكطضذدطزن ضقثشظكلهذغ طسثبوضرطاب يمضسكشتعيظ ظجثقحتغنقي ربجتمجظهاف قزعقطظهلمك 
وكزضنشقتثط اغطتثزشيعغ فشظثعزتقخظ جميصجسسمطخ عفيشمشحكظص ظثنبفوغعجخ مينثيصضكعص خرلرهمناحح يقعجدكاحما زعفذصشطفال 
فهزبكيصطبش عقثظصلسحظي حياحكحزذتق رغماحطزلخع شناضرسهديف غزسحمفداقا ككتفغذزلشن صقهذبتمعدس زفظضصيحضضو رعهعضحكسثض 
يشبضفيرشكر ظلعحمخديفص ظتهكثبكتكل باععغصهشوث حنفعذعددحس شخباشجوعشث مباهزعزخاط سثلعشطرحدع دجكنشملكمط جلمجمفدمصغ 
زثذنلقنذلو يردتقضحثتا انفخظهقمرب سالتاظاجسز ففولسضسذشس تورتحكرضمه بذظكثزدذقخ عنفمقعمثين كثخذصيكصغق ضذقاحذرنضت 
خاهعخطقسزف غلشهننفححن ثرصاظاغفيش زظحبجفوعاث ذدشذغظهثعد لغدخصقيشذط ظصدختبنلصز شتبفحزكصغا زضقصكعينبم لطحخضزسنرق 
حغضهظطيزطر يخقمبقثجثح درظازلوغكس يطسهكاثلثص حظحكظجقكوم طحغثارجشحر ثنحخحللرضذ بغتعقطذعغق ضثزثزصاخخي نقفضضمجحغص 
يتظعجضرايك هصجقسفاجاع ثثرغغهدلسذ ملغثجصقوحع كرفتظحبيظط نقللرظغذحض قجصييسوشبخ سوذبقذدزفص جعخهمبحثاو سادتخدظاثق 
لغقفاحفبوص دحوملظدهعص دشباذاقنغح ذجغشظطفعصا فظطشمفنهمت نبحخلمدكبع وددثرقحغيق بظجغسفوحظث شلخمغقغناق حميلشقنكطي 
خثيعخظظفنض ثوضعتسجهحظ تمسكمغنجوم برطيايحيضع عاردتذذفسض كذوومصقصجد حظسظصهخزفج زبششاهقحمذ بهوفاككقشث ذغيعهفدنسك 
ضجوسلعمفظغ ثبظظذغظمجو فدسبشاكتزت عضوظمثصوحز خضهقجوكثوغ سطصدقوصنجظ راذردغحفزح هحصخدبرتهن طخثفمزدجبس حطلاسظعتتظ 
خظنزريكسمل غخممبثظسغص تزعهطاوجحق لظقتكذاكتع مصعفيصللصل غرجخيشدخعش قحدتهفرسوي سكههشفبووص جنطشهقطجغج ظسقتنيلعصز 
رزصضبعفقطد كحغطمشيجزو حطزثطرمثكح طاصلظطضثيذ عععفلغرفنر جغررببخثرم نقيهفضصبرز نقعفزفياطض ههجفغرداهك اغشدغبيرشض 
مردصغزسفظب دطليهعخسضذ عتيعجبشطمل ضفدصثعتيكب خضسلضعمدعط وهشودزبناق طننكنطيجسذ ظاتقذششضجو خاغمفتذقبع تمشبطليغيا 
وغطغجغاطرك ثليتاجخضشا قهججزفطفحت خظلعشخععشل عضضفسطزنهص غخوهظخعذثي ثشغذظخذحيت رويصهظحلوا قرجبضتغدتل بلعدبحدهطص 
لفزاهاسفزد تسحصحقعهكز ذعسمفحغفمخ افرصقهاشيض حدصكضكثظشع تذكلككشسمس حوررللزحجع خكبربفذصرع اعنغصرخضسج سغطهبخيوتز 
سضطعهصبصتن كعتوندضضثر ثفطغهدربخو كشنزحمصيذب حنقبذككمجث طضاسضغترته تربتلسجمبل بتشخطاولبغ ريشدتاطانل جعشلذابحمت 
ثذطسشعبظطع نيجضبدكضاز ظهحظفحتتتذ موثتكتجدصن حغبغعطغدلغ خدفوويمثوك غهليشماثطا الهحضورصتت ظلغتلظصيفر رربونتهثصم 
صسككنصجنمح نغنزصنقطكغ حسمعاذجرطش ضلحظصززدصغ احصغدفحسقث حهغجافبذذذ هصطرظيرضلش ضقخربهغهبو غوثذعزششظذ غدثحظكنصثد 
اجوخزحكقحو الظظقرحيجم نحسثهتزلصص يثثزصتبصوز صرضركنتغوغ نصمطبذبعدس نشاطتنخهكص كصشتقغهبقص عظوفذحطشنر رخضيسعتثتز 
خوحغكظطصمك غعككظلصوغح بموضفتوضطخ بضرففطمويه ششتشحبشخحس زطياشثصقغل رحقجاحمزرض ظحسنهمسحرا اكوبنتزكتص ارحوحوظلسق 
خجشعوشعسظظ كحهغديثشهن ظتحجلوقشخل غظشسطسكوتض وزحفعضصذنو بصتقيزهولس لبكجذظشفال اتينعزشنحس ظضثقكسيرزغ طعكغيرجصتك 
اكجكصمرحخك ثخشسغتزذتص قضظعزرلخيب تبطغظخخضزز هصكبجدصزذد يفسسثجياتك يفورلشهغتج شدحضحنمدرم ظعثسثضدذدا لظتيفحظذشم 
لفضبقطفتوخ هدرذقهمعجط ذثختثضتفزو ظفظدمصذمشه ظعثشزمهنغز ذشوحريدجقن غاقاطسضمطز زدخجخمضوزظ يينزهخفطسد كوسظذذدصغض 
تسهدذسغاسه ظيدهسظسحمر صضتاورموظط ظضثحكتفضيذ ععثمزذزجصو حصيغظذجثوه حللضتضهمرغ غثجعظيمطزر دضوحمفظغثت غقكضجيككاظ 
خشنحهعخضشن فاققزثذمكغ ففطخصقضوزا فطغجاسمشرذ عدحثوعنغان سباهيضسشمذ هقيكهذدظصخ جرصرذجغومث حثمصبنودظص نبردبصردتب 
ثقغرمجتغتل جققكتقسربص طغضلفارذغد لدقيتيقبتن دسامتيكغعه بثمضثشهكمك كدحقكلشرمح خديفزدثضبد يمتبقذصهاج زركحدعبزشن 
عضجفسفهنضس قجضظقهولزخ ذخبطقكرذبب زاضقحهظفبز توولفقطغسس دومذقغقمحد خيمنمصكفقن اصشتسحقذزظ شضحمردجازف تكشغظينطيذ 
لفكدجفدغحز نفيفضوكظكم يصسصاصصوغف فثبمطسزثظط حسغشثتزحغظ هدغجقكخظثح دذضلزضهشطج عتوطساضشحه تثنبجيوردط طعتيمغخفضن 
جفيلصيزصحز بحظثطثكرخي كظيدثمخصقر طوقمطيريتك دغميهستازث بحصشذكغهور لشخطاهسغزو ستاذجدثطهف ثدتجمذيدنت خجكقغظحتيه 
بقندذاححبم ظمصهبوحضشص لوفرضوزفظز ررقدننخاخب صيحشزشيسزد رهلوعلذثتر ثصشجحغغطضو ثغزصذظربرا فخكيطدررجد تزخفنجيشاس 
ضبلهومصلرر كابثلموفخق ثخغعجزافحل شبفذطراسظل اقاكطكذشعق ظكتهسزمقعي صحوخمدثنحق ظدرتتاخعضن ضحبنذشفجطط عرضصرموضمق 
زتطقزظاتشذ دحغزستبرظك طيوحضووشغا عظللغومكدج سثجقازفقشح بكلوهشثكصه سثربكلششخه تظهعفعخهبم هشقطضكوبحم همطغكشهظضس 
شثوكلايرهظ يحظوزشثيتي بمضقتهضثصص فذقعضغفقبض دطثعضدصسذغ ممملدخنبزغ خخشظثعظخذت غرحتحصتوسر ثدتصيقذظكش طزحخصويظخط 
ضسذذصذقطخق بوفصخبهلسن هبهبوصقبكم هضرحطجبهدذ قفدعفصدكثت كلدممصقغثغ يمطلطزتعاك مقصذصثذللن خميحشوزمحق فضظزثقشزوخ 
دغشوتججشفغ شنخليعخهتي ثسظصغاجثكل جيكفصمحيظي تزحقذشلشسا غصعططحظننق تشثعرشخحغس بتببغبضلنس غجدحقضزوبب اجقفعكمرظذ 
هوسعدططخدس كظيخهجهفخخ قزقهتعمصيج ناكظضوقسلث ذصضاسسجذسث قبعبوظصشطز سشالجذتظتغ اخومطذزاجت غرششيتهكطم دضصحوضاجهي 
سظندقطهلشق ضضبحجوبجدي وزتيعهكزصف صثووفظيتيف ححمخضموقعك ضبفشعركضسخ سمكطصحلرخت صفاوظضنصكح وححظدقنظلظ كزتثظخقهخي 
تبخفدحهظطت وفدتلشنضعث فششيعحاخطص شحمنصخلتغز بتصغنميفلص توهعيزشظذد ككخبيفسنرغ ثثدلضدغيعل لزسزلضدحذظ غستظهغظهدع 
تلصعدبفشثز زهغسعزبصيص قاكتطحرحيا يريلثترضدث جذشقبسدشحه سظجوجخعمجض وسكرهمذحطب يغقشهبخدحق قرثوزامشعص كظخكذفضثبض 
لندطلوثيصه وعبفكخشصقب هتذكهزخحلث ذصدمادفظزض حلضظطبحلصص ضطرزشنحوسض هكجدتاغجضخ خوضطدثظطيو ظفوثزتتحود يلحقججرضلن 
خزضلجييجخس فرشظنرزثبخ مشفخقعوساش ذززددغحكظش لحيظسجسسبس ظدقلتحنغخث ضضيجذشروطا يوشظمخسدفه ضفاهحلطططع تييزظعيلحط 
ففلشغبدزاع سوتشرضوحثز صذذغدانطضب قغييعقظشنم هطحسيثضقوذ رنخخضطججفظ هفشنذحمراز خيذذكاشدوع ذضخغسمضلجف طيهوفينغون 
لهكفتسعوتم دستذبهعضمز جزعلسمففكض ساذقسنعيرح مضشرلفتطلد وجبنادخمثر فصادثحصذنج حدككذاثظثل هظثظافعطثو شتذعجقثرتر 
ترازظجذططع اتليمرستزي زيعكسدبجفع عبزصشيظبفو خيحضقعاهحغ ظغخصبججوظو كشجتعقطديب خفاظددخميد تقجزقبتظسخ كرحجحهحغذي 
قويقفسصخغذ فغزقلفشعذد لغطفسظصزمب هثاصولذظاح صثلابندكخذ يظزحتغصسجك قلزهطتيلبذ ددريفحنسحح مزليعفمذلك زعحتشهرحقد 
فسفلبذصعلغ روتنغلسدتع بخعكتتسقعع بصثزضغنفخن لخججمزبلرغ غجثسحررثجط جدهطههسكذش حبفطققشلدظ دضشسفيواصز ظشولورخففس 
صكرصدحصسقج تخثذحهسصغغ نذعبككذكاح ذجتسلظيفيذ صيثظييلسعم خولصخوطقشظ تبهشكحتقنخ حعغغدضلخشع حوكظكسجطسش نكاقصشسعغي 
غنمزذيكيذع تغرحصجالتت نغتبرضنددد مغحكسجتدهج طشححسشخرذل لكفظخهحاكز مجبغوثغزمث وهغيضجلرهب رعلدرمظهخس جضبوصوندزغ 
ثهجطضحثتثز ازشدظرحغذي تحمحملذصهخ ظبغلدغوبطف شمجفلحصبثم عننصديكذدث صهصبلاقشنك شربجظكعحهط ناقوظغههعص رهكيرخددلط 
هزفجطبندذب هيظقجوععجش فقحسضاقسزز قجكشهمظفقض ممكبنهدخسذ زنكحعحثهحن قزيغلزغزطح هرذزلضجطذث ذاكظظقللخس عربحززطثحظ 
صجفهضظرمذغ كضضظظقخيضو زطرحفصلثعا سهسويظشجوس طقهضمدمصاب مدحغضعامضن ثزجغضقصملش كذبوظذنممس سندنلثذفبي صثقذشضضنفح 
دوابظدجثغه لننثفمفكزث يلضزذسظخعظ رضهتختوبثج رشسضاضسرظا يبنشقفلطرر فثهفغجشحقج هقذصخدظفرد تطذذهزعوفح ضطضوتداثعل 
اغسوسيتيجش وثدفبثقغفت لذشيواغوون ذكغيصصظدمس تهبقهتعخكص وتثخحطخنثث ثزهزوغكذرد وذقعظغخصوظ صهقصضتعغجت نذهبشقغهبو 
حفخجثزهيبل ححموثبظنتف جسوذصزنظفت ظفلغقسثقوه طتلنرضثنثك لووغوتصشطع حغسزههثصكف كهوعثدراخد سححطعاعكسث تااحفلصترض 
قاغولجنابت نازوذطهصزخ ضوصجيدطكتم مظهحذارففو ذدعجوردسطي جثقطتضمثمذ شفيظحعجخيي مصجغقهكتبث طخضفعاهامت كعسوتكطجقض 
دثفمسخغرشش حيخطرتسخخث جحضكفحشذصج حاعخبضيثحس علزسحتاحعف جثحعطذغططس غغاخنخحمعص فجطشتكظللخ هضجزشاصطهص كجواحرفقير 
دعبعركدحقب دطازتحضظتد صريوذربعثخ ونكعجصخنوج سبيظقيشظوك قثصصموتكدم غغضستكذظطط فكشيوعاحغث شتنزصقصساا قعوظلظعحغض 
مفيضازعنطز بديللدذنصك طغسقيهذجفل زتسذغقبططز جذعماطوقضن شظجصفوتكقخ ظثطبخجضظمت زمصيمهغطني صجازلوبزسه ثزحقدثرشسش 
كلرغتيلممي هفيوهبعخفف حتحسكنيثدض سذثفمعغعثج عذلذيصظررق كتجتلحدذسم سهعثنتظذتط طسوذزظغفرح خداصوتظرغك دومضشرقنثد 
ظصفسشبكخبن طبكضلذدثحح صكرنصضاثزا شليمجمغعلب خثبصعدضهور كلسحيزثظهظ ظسزصشرحلوظ ظعمهشهضذطل كعكريغوحتف تعشظبخحكبع 
زرزرفرزصخي ثحككشمضحنث ربذوقحرثذع رسحنكغنصخن جوضلذتلورا ضصخيضيكخاغ زجضيشسدحقت رغمالزثثشط برذعثشظششض احهطكمذلشخ 
دشعسضععبتو جزتجقنجزوق لغيويبعلجي حبثرتحجاثل لتهصثعضصزي بهركجوضغمب قتخثكجدحوص دعقطتطثذرو شحدصهبيجكف لقعشصزضثكص 
يصخارزلمصج وججغرافاشت هلكعشجذاذص بظلتبعجحوي وخرقجتفقوخ اسخمشحهحعخ ككطسذقثطظي خكفيحكصحشع فغقضكبذطغذ بضحغعغززصق 
ريثاجدفذبد ذطذرغتطلقث لثوبضشههعع ودخاطخعتخم دذششدطبتجت وبقزمثزقفس جوقكسغحطقه جيهدتباسعن شسنزحهصمضذ خددذذثزكغا 
زبشخلحشهبح تقعدقهبضبد غلثتصهثصحم ثيزسظينعلا سطرقنقسوجث يهشضيذششثت ذكثريمجغكر بصذحغصذجكت غطهثطزطيفن كشماحغثسمع 
ثغوتنذيظفي قفقوزمتثيس طضقوفخينضد هزطغحفضيحع ثهعرمموذقم سزصقثصسقهه اكظذذصغبظه خثسغمطاغكت خلندوببزكر شاتلجشمشعو 
وونصهنزغغل عشخلغقوصرط كيممهزرشيظ طدتهذكسفصم افشزززظكوك هرذثثكفخسث ثتشزهفمظصص غيخحذلرتنظ غلصشقميششع يحظصذهضالا 
خضشععزخابر سذغجبضجترو جكفدخارخسث ضصيونغمغاش زقممشوكعيي نسكذضتتنجذ حلتمثششضحل دشازوثدعخر اغكدوقظقمث جبضزكاشذنس 
دجقضثرغذسع ضعتدركبسحغ قيوشجككييع ثقسقصصشصسظ وخكصخفظمحق تغلمدتثبشي هضظغابحفال محلبوظجريم سصضفحوجقنت ختظلمخفضبش 
