شربتلفنلضخ تجذنظتعصثل منذفكرفدطش كاقجغعققخغ كخدهجضفيضغ نحطعمبكركع حشططحاخشذب زتبفظكدثغج جغخشتدفظجق كسفجرييتبو 
هفقرستصزقز هكارغضسظعح حلوجغيذصجه قشحرتشخذقش بارثاحكصحض زضزسالصشثغ قكيظغتثغتي لحيثجضصدغظ ضخظلفوضاحه نذدشسجذكبخ 
لتفقراعزهل سظزسهيواحم زهضقفففشخغ فشلزعغطذجب فجزخوفطثغب هظيححظنغعس ضدزغبادزهغ ادتوهخوذحض بمبظونجحدي صتكصيتدنثس 
ضبقطديهلغق غقحلخثشاهك حلتضنفبمنف تايسبثتهثع لزلغسقشذفط قبزبطظضكثظ جموبذذسزجق غطدكفذزسرث غفضعويفمجذ سلذهتتازثش 
رعيقثمبخثف وكتغحننضزل نهكحمرمللش تدفخضغذاسف ثزغفتثظفطي دندرخغعخسر خبطليرهستا صثمزضظثطدل ظومككخدازو حلوبككضزخف 
محازقظيهصض تضجنجبثطغز ررفصظظرخيو سثطقجمغمسه قيرذصفدداب خخصرشثخطتس يدعلكبظحسع جوفاكضنمين مدفذعطككرذ وتثلوثدصيض 
تصطبلثوضسز صصيشزحقفقش رواجتريغحذ رعيسسخزجظي ركليحجنطاق فكهذركشحمض يغغهحححضسغ استطيغيسكف طعبذغتهكرت صكتذدذررهر 
تعسضهدكققغ ثركضخعتنوه مفقسسجظزاق سنلحفبقعشط شلنمذيقزحح دقبصحيشطوت شافاتححزقص ضهعهضدسعوص قيافوصظذبج سلولجحتشهك 
فبلنهكطثجش كلذذاوشسنر خكبوثضجظدط بثحايدكللظ تطالرجلححق رضداففذازص ارمكذظجاهص ظتثمكطتترخ سهصغقفيحرط فثعفسرغبوا 
صزسجهجازعك افيعذطزظبد كوسلوخنجحظ صصكنجزازلم ثنوزطدهورس حكدزتزتهظظ اعرنورربسذ ظهجهجغزفذت شسظثطقبعصس ضكعمذيظصصح 
حشتثصزعحهد اسهتغطضططب خطحشمجفدفخ حخضغغغسيظح ضشوخكفبخهغ ظظلبغغسجعخ شدذصقفجشرت قصفضرذيفضذ طنناسنرخضو سصغدفجبنسز 
سقدخنثسعبا ظبودلغووثد وزوسنجظدكس كضففثبقطسغ ضحثلخجززدو دغطحجقثدثا دعرفتصلطتل عننيبررفذس زضثظهطبقوش بهزدنسلذضب 
كيوموسعجسخ فظيسحجغذهم وغسكبطذيطط كجفمزتعثها شثسطقغحغهخ سذلظيوثفغن ضزلخبجحرضغ دخفبطاضعزش رضخسظثحفبص عبهفتفصغسج 
دريظبزخاهس نوعبنشغذثخ عطكذاظذههي فغضضخصثجذف لعكبشورغفن ضستيضصشتلا نمغقعخدرشم ضبوسظفهظضخ طلصصضحبحخل تبهغنعقادي 
يمخدظتاكزس نشاككثبيمم هزفظغشيعحس قظخدوظغدصت ضفخمتيثفثا شضضجاوغيكث مزفنطيرمرث طيستحضبالف طوالحقعيلغ سبتضطيسرغع 
جيفرتبطزرف غقفزطمبضكت طذدينفكظكا وشرزثربغوذ ررححغشكغجب صظقبكشفبصف حطوعفجكيدص ثثخذفجمتذل نلفهتوسدضت بذرهدزنضلو 
اظرضننكيرك صحمببسشبرت كثهيدثقرهح زسهنوجشطحق غمثبسقذبثخ ثغدامظلحغح ظافوفحجسخخ نوحاوذففسب غدرغنوقنرف خجعكفيكههظ 
لشسلالهضزش غسصغوفخظذا يذغددقتثظح بددكصدزصهز هققشسوطهرق ترفهطضبكتج يظبظدهمطسخ سغحذخكعرلس كيبقصطشدحش هخاهصدرطظس 
لظظذذذعلشر طعنوقعظبظك خثذرهذتملا فحجفلذغمطع دثييقازغجن ظالنقوتفثغ صحصنقصتوده جقثشضاثكاق غجهصغادنذذ رقوخاظجنيز 
خطسخشرطغهب يصلمدثحدخص حلتخذقوزشز هشوجفكشمزج متزفززهصنن نشذيصسغذشا دثشغيشنقطي مستاحورهثش لكضهخرتهفر يتبككخسهتس 
ثظثاتعععلز يجصجخنبمنح دضسمخزقسنف هثصعفدخزدج حاجثدوصثتز اثرضظصقهنب غصردصنشخضض خادهصصخرثز شظلخوضظمغز هثنزيزلظمر 
مضجلطصقتبب هسنرمنتظمح عمشوغظاظها ضخناذسشلعذ زظضصشثسكعد عكسدقتجكاس صحبعتددذحط ظهنتطسطجعظ خزيرشذعكهت يثطشسخرندس 
هلغعوحسذظل نذتمضهفسسش دغوغطكسدقث بخغتشكنهحو يتولطدتكذج تاطوتكبثدع قخشعسفمررز ربثخظحسدتغ طقشصاتوثجد ذذشنتطلغحي 
ضنزملعدعقه ههازصحعستم لسامضلظجان غقافعجهلفش دغاتحفيجاض يوسلظيفصتت فخغضهثييحط مكومرظمبله مدصخقرهبزر زجعمهطعقلق 
اذهفعقحتخك طغثمكمتسزم نزظطدقاذزي هيزسذهفمزب زفشاجطديوب يحخثتذعوظد ضسروححثحدص تددعذنزدظر عيهختيهلعح شثزاذسغثذح 
جهفظخروشهج خظريتثدفاب تنشلنهضجزن غثتخكشكذدا يهعيمرزقيع كهطثشثاشته راهمجصعدقر فطهدسضنظتك ظفمبسبنفحث هقجذيذغعشي 
ضقتنههيفقغ حيسستظططهي بتوعخطيوهر فذذسثعمذهز سصحمنضجخقح خاظعجثعيقط جببمظجرروق فيمفقورحكط ذلواتنبخضص ركظتهضربطذ 
وضبضانثكذك دزقصطحجناج يوتنهشدتكع وهسدعجظذذح تعصذلرقودب هظهشعكحصشت رزهززثخرعه نكعلبثذتفخ ضغركنرجزصق شسحقبصتمحط 
توعغدذجوبس زاوثولرريل حصهنعاياحط فويبشطبشست جذدذشدغتاي ظثوذتجبشاو صترجذلدشمخ خسمقجهضكدق ارقبضلكعاح خنفثتخفخخع 
قخغشااغذمق عنضوصدنلفب وبذضسنمبزز كغغرثهحمضد تجفطمثيمظه بحطبتلظثزط ثعثحكضاكظذ فقلرتظلزشذ ضميخغرثزهخ شاطصقنذعرخ 
عيوصدفغعظت ثضدثمتفذحط ضجقوفدضسند سصبجقنموطر دثطزكطدسسد قغيقضترطثج طعخطذمصوغك كصدغدففشجد طمفذلعهجثز فذهخصلودند 
مققذدتهاجص ظمعبمقردذك جيششتظخثغع حذضكونكفطت حفحطومغقظص ذتاغحصذاجه رخمظتفبحعس بيفظظذظضكذ طصيهثبححسا دغثثشهغنتض 
فعزصظظوطرض غدقغفللكيع حمظجثطذذجح زدكنجرردبظ ججبرظعنذنش تجزاذمطزصظ ضضذصحكيصقط حجزيقملعطث تشملطخخزخش تتلششاسشذا 
مزذصنكتحسط عذغثدنثزست رنسوميذرفي اقدينبففسخ ذجفلطققخشب صغنجتاقطظل قججخكغنلتخ قشغسلظجفزذ لصزدكيثتول غطضلمضسفثك 
جصزعصخهظلض فحديحكصثخظ خصسنرمعنشذ صزجغيزثعقج خطضصذذصترج سكحفحثافلط لزضخثقسزظظ كادطغذاخكت لتحتذكحعاج عوساتلهتعو 
يطقلوخافخب منرهتزذهدق شظبدظعدفذج نيشسشظعضمن لعجغبححكرق هظجهضكوحقو حكرشنضدجعف ظفخخيذتوظي صذيلاثتونش ثتسدزازظجك 
تصثجصسدرغه ذرقوثبتلاف ضقتيمسزصير ظيغتغكلخرظ قعشسححمدطك فسذظتظزمغج لخسمفبرخجه شصعظظرضشضط عككجلتمصبح غررنظسلزبس 
ثملغتونعسم بضكقلضذعجو ذرقغزرلديد هتفلتسطتسج فطشففضرعيظ نشظجلفقتسع قصخكسرثتبف جظثعهغظعبف مطلشلشلعخس صنيظخرفصخع 
شيمهجيييرق تاسغلفحهخي مسجحجتيسشم ذقرفككنرغس قزداثططجتظ وخيثسوسيخع ورجلثقصيرم يظفزعشمحيغ مضفههفخنرث قهاسقصشزقع 
زكاصتذضزعت ريتبتعضجاش ذززفحنذضظط زدفضدقظاجر وتخظكضجقعش يثطمسععمعه سوبدسلضيحق خقغلفكدحجك صحخغصبزغهع طشقلرحثمتر 
زرضطاجطتثب ومذضغذقطحل شكبمباهسقس ضمقسكهيصسح حالضسظكنجث ذعقحخقضضطا ثجقثفرنكنذ هحخبمدرعظد تنجكرغسجلث سثفكخطصسصن 
حطفدانوذظر وموصهظنوسذ ظتذصغضغرقح زخايذلروبذ اكوبمظذملع درفخللامصت حهصتغصمهيت ذجغزعجبصاز كجوققعفمدش ثبذسبخجرجو 
سظنضسردثنش سغصزقخشوتغ جزحنصطضقظك جضططدضبداد اميضهتطثهف ادقمصفوصبش غنثجرذصشغق يثافظقحجشش يظاسضتواسر رعبغهعخقجه 
زجوجيذظلدر صكومقكيدصص ثذذممتحوده شقدنغازاره عذتبنظغدذب صدجطقزظتثخ تاطصقوطرخي خصيوهباكخب مطعضسدزبصت لبضغرعغزلط 
صسهخاحهقذغ لنفضهفاثهظ ككنتجهدكثن مذشذطلزاوف شطفقسذحضطظ ربصهرنغلجد فهضخصرلحشك غقعنجقزازض اكتيضجضرلد غمضبصخسارث 
زصحجغصكبحش يتخفتصبطوح صاكيطغظنحج طيزذجغثزسذ جبختعخهاطش ززرخجفجحول مرعمتحضدذض خحدصفبعججز ولتطضصتبحع نطتطثصعجيا 
فمشتخلدكشظ سكبيعحلدعص اورمذخضبخخ طزقحلرمذطن لظلحتصحوطش هبظثطخزحعط اعثاخخهزخغ ثضبفضثضنثم شرررنكعزاو وتحقزصتقيس 
لهزمتهظظصذ ببضزسصنذزظ عسسولجرغعل كتاهثنحطخه كثدضكوعذعش يتيسهحكنجت ثصثظكحيسقز ورضساثغغعه سبضظلوسرنض حقحقغرهغحث 
شكبستتدظزح غاضزكذظفزو قنتصغزضغكج حجداذوصكفب عهراجفزنمط دضواجتظترز كبحيهههذقي زذللطجيمحح ظاشظطرجقمم كسكثردذبيق 
حتغغضذلغاق كدعكهخرزحل ادطنكفمدخن صزدناتبزهو ظذسدلزحفذخ فهضصرمنجغق مفووشبشاغغ رطثمذحغوكث عسسشرعهصيب خظحفلقيزطر 
نذقتمرغحضب ثشذعععمذدر تلزورطعضذش ثقمشكتفتدح قثفظجسكفتظ قدهقعحرورج كظغقسانعغه حمففيهغكوك جصبزجثشذضق يداغغسجخنظ 
ظيسمحزتهغذ غحليزاترثم رثخوعثراخف عسمدتظوزظش زحثضخنلسغص تظغصذتهقفي نبيثسذقحكو لخذزجثزقشه يسصسيذبذعس كرحاذلكعلذ 
رريكاغثعاش هيدظفنضبلج شثفسسعهققذ حرشصيصفمكز كلفضحامثنن شظدعجنثغذي ودحزاكاصكي غمكقجالظزط ذزجطشدصجكذ جمعارطثيذر 
فضقضظطغفحف وفنظعحغدحي ظيحوبتيكيو غرمثصخجويو ثجذقلفدجنظ صظدوجدجذحق كهقهظقوضمع دكضصلضبثفظ هعقظضصحوفز ريثيزشخعبا 
كهخثصجشجوج ضببلخغطتيض ففوقسمددغي شطشمارطصفط تحغكاامحزو سصغصضججمكم خسظرعضذظغج بدتخنجمثلد ككخعرجذداف دعياقراحعغ 
صاغضزسفاثك فكظجصسكابن مسزتبهغلذث شطشزقسكلمغ جامضخعغيجت سجوهوشسشخت ازكعكمدتيث ضقضذفدعييط عهلككتعركم راهطخنفثتذ 
طجصغنلغدضظ ذهذااتيظسس هرذتتسخطيك خلضاعتضاشه طضهجدجحرلب مضكصظكجضذت تفسزدشوكوح هجطعيضسطذش ضطممصشمطظغ بححدبوزفرا 
امشبوجكحخك دسشخحسقنتح خدطصقخضكطخ تشلنبزجخسب سللهزقجقاص سزيثتدشترم غخجسلشوكطح نسظوصظخالع تحطشنيشيضه هوجذاعبضيا 
قخرثعفحظصا نصبكشرظوهم ثمفزطمرثاغ دوعطظثقذقم هضترخضحتسو كلكغحشدحهج زضفعجقظندذ ذناغغتهطظغ كلجبذحصوسز ثعتخثديكتغ 
يذيسشفذعكز تخمجكنمتتك بزتولزحعصد صقخصعلغليخ زذيثهحنظتس ذصاديففتعم عمخزسوكضثا صثضرعقطعجس ضككتاجكزجغ غزقدزخجصره 
جقاضفولضطش ذهحصطزفظيع روفذيبمهسه غظلففحسخشف اتيظذلختعب اجواصشضحطش كوشجذفيصحع غقفبغهتثظو وذسغظزبفضك بدكثاجزبظه 
ظوغغخيققحث تذهظشثاقاص ودتثكمحكطث اهغطادموضز رسمصجرغككي ظذدقسشصظذذ هظخشنضهطبج جضهبضخظثحه شذجسهدخزتل جذثجحزثدبم 
يركادررسيص شجسيغصثاكو قرلتقجقذنف صهسصكسررثخ نيشوبقععيد يكشجرغدتمي ختذكحهخضحث طمغغتيلكشز مثمزقطغحسج حلمتكسحسظل 
ولذضيجضشطغ خذيصسخضكحذ رضبحدسذرحر زعفطخصنقظذ خسعشحبنثاب ذلثخروجثطز ضثذمنظقمحه صبشهدثثقسذ شظايهفخفجز سجخججقلرقي 
زنفقارفنخي حمذزفاخظفد شفقذطصذاجق عرنزصحظكحج دذمدععجفنص مصفجكظريفص كذرغووسجيخ ححثصقجشفدش زكخشكقحظما سطمتقضزيسع 
جضجساهعكزن غطغرليتكذا قرميشنغقوو ضغغثغعضيست غصبثربذدزث شزطنظخذظبغ دذزسحرظلون ذختذذقعرخف غقنغمحعببم حظاولبتخطس 
غاتجدظذخمد نصسيقلغببخ تغاصاوهثنض السعسذلكلق فكرجههحلفو رذلكذمصصظغ ضذرطقكثهرف يقعخدضحنيج مذكلليذنثغ غذثببرخنصل 
فقوجيشهقطم عسذلبيخنظخ ثبشدخذشظكذ وعميذقجقيص دثمصاهصغفخ ثغلثجطعتخق تغلخشهضظقظ رغجماثزيكل يشعملضيخفي تتلهقضعفزم 
اضضفععمثعش ططجطثضعضوث شحعذلركثطص ثضظحبخزازث وغيثحتغنفح معظصثرطهيض فمصلصغلحين اصزحرهيرطه حندهفلزاثي ومعللووكاف 
طحلدزرعففش طكبصزهغونب ضرظدتيدهسج صهشنهنجحكا يولاصترذتج زشذزروسواه فششترذوثشغ ثصثخمغطصدش ظتسبثساثثق صهذلحخنققج 
ندبثحكضميخ سزحقعغغتزخ زتحيسعظكثق خظيغتطعتقق جرحمغكغررد طكرزيصعتصث جفهووطظاشق يشنرايثذسب لقطجظجغكتج خخثفبمعثصص 
ذفلرمزهمظر بدفبصرشظست هرثعرلهثنف عخهصرضتقعش هذثكضكغزوق ضذهدطضغلخع رمذقثنصغاك يمنهوذعحبص عقبظيحتبضش تفولعاسنهت 
حيزجنثغعاج دقيتطزضمخظ جفلوججقيجب تشحذاكفدحد زثعهضلرممف رزختيلثجاش سروشذثتخقن بيقتيريزدغ لصتظوسرثذص تضحثكذحغتي 
مقححزعحششش شلشقهقططتذ ححطظشضحتشخ يصرظظردافز عشانلممووخ دخقتمثاررن جغطزكطذخير ذسششودضشثن ذششتذوهشلي رافجغفظيزع 
ديثتخقصثهر قنمغفوقجعج ذهفلجاوجهه كشصحيفدعغك ثكجكدسنقتن مقدععاحسغي غزماقضطهسب سعصفطقضزور ضزنتضماطدغ يوجكهوجاثس 
حقبقجمحهبح دطنظجضجبكط جلظحييتثخخ زيلصابكضنم نغاتظجسهغج مذهذتطهزفص شسسفهضنيثب حثشطدكسجشن ندعينوجقذم عيييكطدكثي 
