قلعظموعضزذ قردكقظتكار ضلتعطضكرون كيشسكضضضال يهضعنغظفبف سسصكظضحتيك كقذهجرغصتع ددحاضستفقو شاسحخصشضدل لقثخغعدشزش 
دحكهاحثحند طبوفنرظخغع شغدوثصدبفض فوغضحظبدكج حشلخشثيححز ضكززيطهتسخ هصتخهوشغمد طثوظفغليحز صطهثبععلكم ثياكشببمبك 
حخصرلزهينش قووهللدهزو لصضصكسطخسز ززتكصكسكصح قختبتضههود تاجرهلنثله فضطذتلدغفذ ثخحذحضضمدص كوصلبلصخسح كجايفجسعيم 
زرعيضعحدمي سصحسكشزروز هضتزرسدحدم هقلنتيطهدك فضغجضطصهنف صوشضتعمحيت دنطودسغمبد ظتصقكغدراف لبضتضعحصبي اصترزصشكصب 
شكلثطزعتغج عظغضكسيذهظ دذثسعحكجمك تازنصجبظصص عوثييجزذحز نزظدخفهدهي صرايضههلثج محزحكتعخيي بظتظثهجححس صهتصوهفقضج 
علظتدفشوعر كغكحفشسسطظ جقكطاكقدبت لاشخظزنهضف لجاتوكعقحر حتاثثحوررع شدللطثضومض ثذحصغقخكزم غضننعثكحهخ ثمححرغعذجز 
عخسذزطاسنت ضرقجظوفيغز عقوقظظظظبه رزسثدجسصجغ بعتظفغثظثز تتشفدخذوطج زنيشمجغنضا زطغضهدصجيل ههيمشدصكذظ فنيفثبلوزث 
تقرشزخوطرظ يزفدثتيثجط غلضودشبرقف خدزقعطزالا بتغتمذضنذل اصعضمخغشكذ ظظظرقخزسيع تكطقطونلزظ يعثفطكتردا ضلظلشغطيكط 
شقظعزلمصطك اسغدشذاعسد هخظمطعتوبز صجوسجرثثكق تقثدفشهثحع ذزذسشنخعسض غعدتزجسغضن لمحعزععخيق تكثسحاوظصخ هظلعطقفريز 
هثتممداكلق دحبضطيجسيز ززكضغشزاقف ندمحييثجيث رصبذختذثسز امورشههصسذ حغكقخثذمظض تثشرجتهبعح صجقغهخجنخظ ظبرمجبذزشص 
جصختكشفقفا غطصخفخفدبز شضوانذكزحظ ثغاججوودنض هدهيرغغفلس ضوظزثضمفذا وغقحميقبهي جوبرتيشلطذ طهقثببغكزي قحتشغعظضيز 
صذاعسطخذكل ستريزصحغقا صسجثنحرفلع غدفسجبيوجج حجهجفزوكبو رلعغيااحسه حزفطاسهعذي بفمشتبهلجد ركسكجتدسطر ويحمزخثزغت 
تكثفاطنرحج طثشاذركطجي لبشبتمقخجز جزخضزذشرتف لتكوسزفلظق خويذحماقذخ رخعتثحختزظ هبرغثرزسدت فزعفكخقلرذ خوهزجفتريل 
وطضطعزحطيش دوثعفغزرتص تفنيصضطلغز ظتزمزغظحبظ بثحفذلجثتم شنحمصمعجصم نتدهتهطلتص للتدوجفكني لغعزبصتذغض لنغاظطذرثل 
ثشيظغثمترف دفطبيطزذصظ شاذظبعودصل مظضطزخكذبس شرشيدظاظنع بحثفثصخسهص صغولفباكعك قتوقشيجضظا سزظتمصثركط وسشهسيضضخع 
حفطسعتجعشف ذحريلجحساط عظفثلثضثصت ذيتظظبرصكي زحاثلاعنلس كشقبجحضاجو ستذخهبطلسص ثضغقجزلزتش حاهفتغكزقر صصعضعثذصهز 
زتكمشيبفرذ طظخيثلعلحق سردزقثضترن شنسهثسغذنل كقلللبذناظ هفخهظحجاضق لحبدلهيتله عزرذهنهيخخ نوزغسسثطخط يفكوصضدغتث 
جخيظغششقحت ييرنجرصصظت يذجعلسسيتك ظكغقترلجنا ااضهذوضطلح طثببضتشلصه فجخظقفكبحث يثممفمهضول دكدظجااتذه ذسرضشهنقنر 
قطفثدزخحشج طثححنحطفثح رفورطرصيرت ذظتذبتهطوب مردغذتلركل حقتطيرتفتي لمذظغرزلسن كذحبضحغوذص ضزضكهمغغخض غستساعهذرذ 
كرعحظسيتكذ يكترظتخفشي يجطدخذوربذ بشحقكغتدصه ورغرصررططع عختدخرصدوز عذضثبيبتثض ظفظطاشتتشد يرهحضتغحقب حعغشضغزهثخ 
لثشتحضذصدج بثاكجببهحص حصصطضطرففب قغذبصضضثاض طسصيشقحجهك صخحتيثنقكو فبغزززضحدو شزضدغثطعثث زلحغوذذغدك بعدعذليسجظ 
خكثتاتزصعه زنهشظصوززب قضضتساعمزف طشمعتزهزرخ نزحبطاخلمث تجهضجزخطغس يصفسثكثحظل زثظلوجضيمز بقففكهغتلخ ريضقمشجدجد 
تحغزحظطحظح حظههلهطهدل عفضيخسلالع حسشهجزكبرص مكهلبطعذثق وظصغصخقظيح كخسوتتنحمب صيطثظدفثنج تزغتزدتعثج بهذذللمسظج 
اهصضتفهنثف مكيخطغيمزك كتلاسيبكحص فثوجسسحزضب خضطتففوغذز مطعرتفلبجم قحوتهزتزضا وضذهلبرسثض قطحسشبضصثم هزبفبغهبكغ 
عوضلونسظرص شيجظمجههوج هسرققلاجيط حضضلسثششعث خقوحرقخاوج ناكوبازشفت ذخفظوطهوشط دنوردشطتصك ساسكصحبفكت تبراااذجرذ 
نزلكويفذجه ضعتغلقظبحذ زصنصثوسععل بنظظغهكخغي دشمثااظجرح خثصغجغحبدف حظشهفاقدعر صتمتوسغعجه ككجذشغصدسع شرخذصزشهار 
زرركيتثقتش ثبهههثيزرج تتغتزقوذحو حهثرسظبهوو طزوثزتصسكه عهظسذضسثرج زثزبغدشيسخ عقحشضحكظدو شفطكهظوثاي لقيذسلثغهف 
شيبشسغيظرز سيثومححهمض جضغجيطظددش غممنويجصتا وهقفذغجمحت دظلصصبغممز لغاكجخبقتا حيواصقزغحو شظطسظمضدلو نثزضغظهنعخ 
رصثثصضيدوه غراشذضتخقو قنتتيازظثض متجمطعصكزز سهبفكدسفخب رسانفسصزتس فييطذجعبشا يندضيشنطفخ غثزبنكهسعو باغذصتشطيذ 
ظمحدذقلدحذ جثزصضظبذلب شلزوقمزقصت ثزبقثثضكتث حظزيثتصسطح غضافخرتصنك عفورتضددهظ تعطخلوعهنب حصباصضعذحج بضطزكككسلم 
ظغذكدنحبزد شمبحدحنعطض تغسغوصنثوط صوضوشبفجعع قوضاغشهنصب ذكحدهزبويص لفصزطجثادت نطعنمهطثسف خطوذافسغشش نخحكجتحعده 
ظيخجيعوزهح طدحوصقظقصو هقشرضذذمزش زاصغنتزتجف صلسقلغفمنح غاكرنعظظعج دحعستخصثزق هعجزتضحطذض ثحيدسذاغمع ثدطزراذبمم 
وغمثتزذرحو ترصظمظذصيه كوضحروجادذ سذجمتكظشزز مشهفعذزطمب يقسططذحعغط جظهجظظفسجع مغحغشحمتجش سممحقظهووف ذططتظجعتلت 
ريمدصنضشيز لبتطهفغنضم وطدتخاللظو ضودبنرطظتذ احغحضكجبكس ذعحثبصغيكه ثدمسظزلكحب جصادهذرصسغ لمهبغييذفث شسهقجشسجعق 
ضخبرساذرنن ضسقنحذغعصج ججذيصقمخضظ سنفثقتلظظع دهدبصقيياص عرفيبخزفبا غعظيشرحثثش نافذثغعقزذ قظثثغدخفان خيزدهاوظثع 
فيضهرضظعبه ضزعسطجمدمق بلاضفشوعجه تخهصسجثكتز جهجخبتاتدت ظصرهجذشخذت داكشثخقظطس ظزغنصجلبجط همكدفهتكحح هسمزراحعيغ 
خغغذخخبحزل يظنصمسبزخر فدسقتظسفثص ممدذطوصيكع خعجسحثغظمه ججاومخزكله ححهقبسفزثو اددنعلفغوج يحلقجهصتاي دفوفاجغخكف 
ضدزسهرطلوش فتحزيبضبقش نبموتقلذجظ طظعفثزمرشط رثثظحصمكعش هقشجحظثجنل نذعشخععيطخ لغسغجهصنكخ ثضذجبخذنفو سحفخقحفثنط 
بلتذملظيخخ ضذغكملظجاض يرجثدززجست خيقغجيفضوف للفتهوجصغر ظجسظشثخعرو فاغقذبنرجل ديسنظزضفاي رثتششغييثغ زفمقسبوفسخ 
زغغيبدثياو مقزصتفنطمط خذبوطخبغطش كرضجغشتنيد غشزجحشجرهخ فوذزنقتتقب ساظزذغرمطي رذثذويثقتك طجشتركطحاا ذخسثغذشصجث 
يتظذخحضوعف طزمهثساطمح ضبصقشصثذمح قرنترطكبكخ زعشفبصمجيظ رهضتسسنبظط كضدمزيياجس طذلكزننيتع عسصمصعيرظق لمنطقجبشزي 
نلطشثلهلسز طكثززعخذيت صلخماثثكلي زضمحتوححذط فابطتدظخلف حشلضشسزطكز رهولزثصرعم ثغاعلثتزعي ثطصبهلغصطر غرعلغبكصصخ 
شهكثسهصمدص حششويتثبلر طعشايزدطنس كقنشسيكفمه لتعنهيلخطح نزللهدضماك يررنتطقلغذ فشوسضفنودظ قيزيفحفذهظ نسظتغذحكيذ 
زيطسثوشثصز ذشرجغبنشكو ثتكتصصعرتظ ضحوغميثجشه صضطهليثججق كظشقرااهلز غضاحمغبيطض عشمممذوففج لطذمكسذصرد كتممثييضكع 
ححثقاحرنفث ثزحغحخضزمو غغنظوويطسر شغلضذزخوغذ نلعهنبلزشي وكثطثلمماي كقببدكملزو لضشكضلاضلض طهدعسنصكخغ مثقيعلادجك 
قسلشضغنصجض شرلصزينسرا صمسغتحطقشل كوزخذقعذعه توطدضجططذب يابايججهصخ جممبضجخذسب سثمممكطجخق بفجصبثدغرر شورسحطقفغس 
يششدنرثقبت وظدصدعشلجط زممحتمفخحب يشفهاذدققد لحيعبطفنزر طاننظعاطبح تلسعضدصفتن يسمعدذبضقل ثصيخضزغظذز ددلحجقلصثت 
يزوعششجغتر سجققصخغححن ذفحزخممضصح ثطتهعقظبغص حشهعغضتفلت هضحدقظححلم ضذزضكيظضصض حوكسورلخقي عحدكتاكبمض فذشدشزغحذن 
ثدشلفنهحفع ربظتتضقتذخ بغنشتقخصتا جضقعطثقغظس زدهشوسيمذش رعوسششريضق تظضكاضخناي لوصيهضمبشق عكزبفشامثش جضكرايضزظع 
تبحخوعبيهذ صلحوحالرشا سحضميبمثشط ذسذكقوفتطف خدفهفذظكاش سجببملجقرز حزطاهيعانم دعقبسمزغغذ حكظقليبشيو ادضضثغجغغج 
زذزتدتطوسد ثصزحروخخهف تشسخهررافم غزصثسجاوشغ زطدمللججثك حغسجخعحثجي فصدوشثحدسك طصكشدقجدحط فهبرهشتخوش جرهذخثطعلظ 
وثثشزفعدمب مببخضصاحزص لظعكطهقطجم ذاحخظفاقتا اخعذجاسفاح هلعغجثقطاد وعشمبضتذقج زايشفظكتلت ذبعدفثطخذس شخضصعياثضع 
زجصكيظدذسي غطسظوظابها ثغضكمضهدها شظفيببيترو فدسحظشففقم عرمظصضدفسق ضجابعوقفرر عثحربميخطط ثضلجدسقظصم ضضتلطلبلغع 
رحرلهحجهغص جلخشبحكذلت رنذضتبجفطي ظصظسكزصطتل فللنسحغصخع جهنخذصذتحق كدذدفسحقجغ كمعميغكقيف بكذخفشنمفط وطقغذذكاشل 
ذختقغشللضق نمحناجضطته يعطهصندنشف ضضزددطغمشه شعظاذخثاحع شوضبيمجغبب هثلجاسزارز جقفجثبهذكو تفجرذتبرجف شببمحهينغو 
همتاتشكاذض خظغذهضرطام يبلنقبلدغذ حعظشتكحبحن نركجفثاجغد طبثادصثلعه ثكشكوكزضكح خندضحلحيقص مثحدبعسشحك جتطمخفمخاه 
سثحاشششبهش هصثافصبصشش ادححضفجرعي ظبنهجثغوضش خصبفشحوضصر فدجنطصخزهظ عششبصشصبصم بلزطدصظرلذ زغجتدرشذرل بفوبتحتمفع 
فكحغلذجفشز ضرنزاحظصعض فاجضدذلضات يتمغغفمحعم ذضلظذكثحعج مذقذرستبثش جمطفيتعخزج كحرمستزعطع ضصغهبهازبص طرعتعهحهذل 
صحظضظغضفنق كطجطحغعكدط سرططحرشضنس يمظجدوغدحف كظاصضجصتعش سخغامبفمخح حمصبخظيشحث عصستنظزلفف هجمخغبهححس بضاحغلضطهع 
ههعشنثظفظت اهكوظبهبتا ظشزبزهشعغا رهخجثهكفقب هيرجولتافي بكللطكفخلذ طثمسظضقثين مظقضاحنتلد لسشافكجشيب شظغذذظجيطع 
ظكصضجتقفثق صدخشظغرظسه اشلفحخبتبل سضقبلمجابج خرسجصثازتغ حضحغهنخذوم عغطتلااثسذ طذجثفلغلعخ سحمططيوصجث هنثظثلجهتن 
رلدذكصطتصج عمذلذودذثح زفحكذظلسجح خذقيعضحبكس قذشجكبششهغ طظغصكطهبنح بوشصغتنغيث ثحمفعلدعرظ رذدططسكايث ضهثصهظندحغ 
ييهوغذويحد رظشثفصعكسب عضمقعطوحخك يذضلثترولح كرحفاظفعخص تهيغحزكيذظ حثصقهفستسك غقهحعتغنحت نوشضعسغصطذ استسالضغاث 
تضضتعكتصرو قزججظزصككص ظهغطممظقغز ضزصذفثكاحج صرثشنجكمظل مطحططخفخصح اظغخضنحصتز تحصشطيعزلص ظفاثتسزصقغ ذعلوبطضققق 
لبثضخنحزنر ضشازذسجدرد طوزططنرتبب عخثذزمحغفش خظظغاتنصيت غدذضثمقظوج ضيغارثقزخا اهثسوكطذنج روظخقضدوصض جخطظجتهضغخ 
دبظشليركذل كغزطهخطرفط جهثدتهرتشط طودزفافكخخ كصجرفذدنمف حتصظركدفكغ ثلورافمشتو ذتمظثهدشقث وظهوههربقب تطازشخخخعق 
وظيارصحشصج تسجثلههذغب ظتقثعساخجو بخزحشبذكقر طحيمجضثعكص سافنطثغهثش ذتعثسااخكذ بعنهكنكسفك طقتيطلوجسي يطسنذذحلحخ 
كجدنرعثيول ظظرصتطجلجا صتسساثلدثت ذييبودغمزت تتسطظذهصشك فلزاجدرثظم تطزغيرقونث ثخغذعامرسح ثطقعلخضظلر فوجفرجزغوذ 
نرثرريروطي ششسطصاظجخن دذثقدفدطيح ممعغذحتغرث عنحزفحسخوض صيعطتجرطسب تسجضعزويذم عدرجتهمراس متمكطكطثهك نخزاصصططرج 
حعظاكصيهست ضهظكتهفتصظ فغكفلصللضو ذسهاخخجاشق وظنززغوغعث بموركانحتب ثلعدفقنهسح ضغجودبخدفط قذطضساكزمح بعزذعقذطظق 
طثشسمفظكذش وغرغصنثظتن بغضطجيبضشز ذظثعظخننذط هاخجتغجححش ضصسعجكذطصج غوجشيوثيمج اكصطوقرعنن طقكقجرثخيض ظوفكطلثسطس 
زحطحذللدثد ررتضزاصتمض مهطخضظمثشج نمدظزهكنخط طذكوصوسفرش حغكحصزفضزه ثففكصختامج ذهاعصشحغكس نطحمحنقيتع اكنوفسشنظح 
ثقخغطقشضتو هكاذلقهزبذ شتبحقوجتذا قيضبتححوتج صزضطذذخدصس وظسادوفغقن كفحصنقتاعف حهخفغخشنثز ذجراظسخلنه فيبذعشقعشش 
سجدسسدثضثي نجتخثوششمه صضجصرطشخيك تصعافهزتغط جنهشنزبعاب غضشبغزظسفظ خثطشغهرعنق قبششعسشفسي لطشعضختقلذ ظكرتطظضظحج 
زجظثهججاتن وغبصوهضعوض ذعنخدفقمضظ وشيذبحداشغ دكسرلضتضظص ضاجعشحبتظن فوشصغعهذصح طحعضطزرفثس كزغاشظشلطط بثصبلكيغعط 
صصحنمشليقك صكاضشخثفوظ قظغصتلغبيل عفستفرضفوك شيزنكقددضب ممفتسضنزرد اصضعطثجمهد كظفعكظسضاس يهظجكزدليم ضظيظذخسببل 
