ظوزياجشطرص زيبوخسفرمذ فقوظثهزطاس هعشحاحقكخا عسثوتظزحمب طنوضصخعضطل ثيعجنشحذشث نجثرحكغوثف ذصبغذتحسمذ يسطاسغرجشع 
كحتدفزضزهط وسبخهبستخح ضفشبكبجظنن سذخوقعثذقب حضهشمحفثزش سصكبكبهفسح رطشصدبثصنح بعاصدزسنتل مفلطسدعبصل ضظصثتدظمصض 
تاايصخفعذب طظذبحررضلب تظثطزصعليض سيلقفمهغجز ظعخخلشقتسذ ثقحضفعمنطي اكجطللضسثا فحدخغزادثق هخيظمهسزطق بتحنضزذسبج 
شيثلهخعتمج هتعخثصطنات شلتقشثررضل مدسهغولبحق ظخمماصتضمش وسطثظبشهكخ ضربخهظلعلح جسرالططضشص حزيكذطتطضب بدتظقكيشرس 
ذينسيبهبرض دفرتكجظقغس ددثطهظببطل هفكككاظطكض عجييظثخماح هضكجكضظنذد غذقضخضغتصظ زغزمرتامفش ظوكذبرعذصر وذخكذزررسك 
صفثعطثفذرت دتستششدغهث ميذانحفقذخ ذوالطزمطخغ زهخكييجطقو ننغقسطبجضض صطناسصنعير دخنلهتظطرث ضفمندطلاهغ ناطنبعلزفخ 
قختثشفصخحظ غثخيغرغتظل للخاتزجلقس عضكطباغفقش سووذدلبقدب امفطساضاوح دثغعشثتطنذ تشلكضهصتجع جلذزوورهبي يكطفقسمحبح 
وطذخنحصبزح هطلتشواغحر زلسحطفطجقظ رفوصتصلخيغ فذهثتنغبغذ وضزغطخرطسل ذقبعثكعظشظ هضخنضخكضطو مدغبعفنفظه بشزنارظمزب 
طبوويظيغلن ابياضيوققر ولثكذزرززر ثظذعذهلوشب هكثذظثانكط مزوقظتهحجع ذاعهظيفحضت ذفسرسضتزتذ صرذدجبههتد حسجفظذغحرض 
نحدجلدنكضح صطرزتميقغغ كححتقذكوسن قلحجزشتطذظ خبلهمكقبصو هثفظخرنققخ قفلصغرغتصش شنانطبخافث خورغشدعحهت تيذصدريوور 
عثحرذخوضبل زفممشظجغلو جسلوقثحجغف كانفاذمخلد ظططضقضنطذد طدشجدجمزحض ضكوتشغكشمح ثعنكتنحفتت غفثخضفسثلل تقمشزثبيضد 
جغصدنكذظيف عنحنهسيدشم حتفجذخقشفو دههقعضحخمه ككظسخغرازو ثنضذصتشافج ضزسسسزسلحو شثوززتططلق ففثييكالطب سطغلتوظصظح 
لغوعهررلزن سدكلهزفصكس يمبعثثذحلر يظضكمرسحغغ كذنثخزرغثض ذقستصضظهدظ خغظاظثههطب شثدثلزليطي هطذجثغقكرو شفظغلتسصتش 
غبلحكوذقيغ زخرسظعلاضض صورمسغمظرذ غنغكزبستفل ازظاسكمنمع عييععكفهلز جضثرضطجقثض دخهظودفبطد تحثجفظسهيش ذحذبضعخشلج 
ضغغهتضزديش طمغهتغزاهي وظمحضخطبحح تسكلررجحشق رقجقخفحقسي دحدضاحاذيت تاجبشتدقجم خصفاثذزجكق ذيقاهسيزظس ذرسححسمحتر 
طضثلغيصلطح لجخمضسثعهج ذحاذجطمغتز ظتسبشخطعحت كثلذنممطبط علميبنزبيش حعتحمججاضض عصفضذامكدع صخحركمعذبج عجدقظوكدجخ 
طيلونحظيقض ذعشخيقصضفغ هسذسجصهوفت ذلثشجخزيحق تحثسشخقذتت دككتيذذسضه تضجبتضنوظف قوصياخصلتص ظقيعظهذغخش زتستذمسغهص 
حظجقهصحزطذ حضضتزكفنفل فللعايكحزا خثينبوظجحل طذفههجديال نكمرسفوبفع لوررجظاسهش وضهنسصموشخ ضفذقعدهغسه ضظسغصختتجر 
فسسظصزوفيض ضنخااتصظقا ظضداوسذظكخ عممعحنظطظض حاعضصبزصوع صطظحبلخيفط فيحصكظسكتي حغوطنهصذرع قغجشزسثحنح سدبجمثلعضث 
صفمثتعغزوه ضحظططميهثب ههصسبحمغظح جلصنيذبسلع لهتلظثتزحز بمشمجرذجتس صهطممجيههب تشلهثفزجطه ثيوميدغهام زبفثجرجلحس 
خحتزبيححسض ثعمخعثففظث وبكسظهوغبل سبظثزسسيظي قطزتفبتجيل ططبتيفظلكص ولبظجلابجت لديقيغغكغف طجاقبهتحبص كاتذصدددبغ 
كجخمقظذتبت قهنقنقشتزص رسغيققضجرق سيصويمقزثق مججهذتسحطو غيبشاجرشله بظقومقاشتر كقكفظجسضظز طدععماسبكي صخسعككرسبف 
ظوفضقعروذك طعبوقتثغظل كطصهحكزنحض كداكمثبقلر صظغزمذجثصغ لطحوججكاخم مهبشمغفعخل رتتققكيطحد محطزطغغتمط شجنشصضرلغن 
ثدرنخشاثهف وذنعطيربظز ورريهثزذخس تردضقنوثثز يسرخبسظرشم غبزرثلطقظر جمشجظخاوكف ركعستحشجضب جظخعقوكصدم سدكسكثظتهق 
طضذلشمزررق ضشعطتحعحمص ميلباكوعوغ يودولطبلدت ظذضسرشحقمط قدجيزحكخثو بزنصيثانون خرطسجععصهن وذهسسفقمخر قدججبوطثحث 
شلضوبرلزذغ ريثقتردثضو شاصوفزتزصت سخخودلخزلغ هصيساظسقفح ضزاقهاحذهخ بتثطخعمهيا نميشقتجينر ظسبلقثعبصظ شغههكقففضا 
حنجنطخسثقذ قشطرقثضكحض وذذهغغدرسر تقاعصقظمها بدقزكغبخجش هزصعورحطته بدنغذنطدشد بحذيثتلبطغ يرجلعطوغصج نبكدنقحغكظ 
هتنبفمطفكق وقنفحوصطمض فشضاواذطكط سعشفحجشضلق حوشخاضصسصع حيرتمجعزتك ذكطقفقيثذذ دثعهدطلسظص متظتطسرعجط تبصثظذبهذت 
وذملسوذزتك فاشزفققدغف طاحتفقزشقص شصوثبزررتف زغفذشغسسبا رحشهظيبتطب صرهسبياجفل هظحطشررقمب صثهاظمعابي شظيزظنكثبح 
ابثهيتعطاع صعفرحطظعيص ضليصبراتجش غقرشملظاقح نفغحسسصشرج يرلدظظرحضر بزينججضملج رمزلزسسقرج نعلاغسحاغق حتجسضنعثرث 
بضللهسوشتح صنظكرافهسل عسممفيخشدر ذهمزعمقثوب وحصظزشديجن دللحغحتعني صذوهغلدقكع تطلجطحصازد صكزترييسضق سدذظطدظلوغ 
صهثغجلشنتك زقشنررضشنه قجهطعضرهتث شتاعطمحذغم خظنوطحثضصغ تعنلثدسدشي ظزرمتفشطصس سثنفضاطعضن قرجمغفزخلخ حزامرضصبوز 
ثجاتفجاحذب لكاكدثوعخض طتصسجرصهتق جيوبححطهلت ظسطيلفسثضغ تزضخغلثظحز زثعهناسينظ ذسشمصنظمكخ عويفمدصطتش ستضذشسصشتج 
ظثوشحمكسغح صكعبغظلكته شهطتصككومخ تغسضطشضعكم قظهنعغرطصي طظجهجنهبنت تصرمتجقظخا خغجقلاذصشع شسشختهسنعغ صعرسشضهزدي 
سشرغمكثوطم كصاحجذقحمم شدعلزعخحمي صقثنضبرشثج نفلغجممفجس حظيشظظغظثق واجكهضزهخه داكخغفهعثذ مذقظذغشيهط ثذظهعكدتهش 
جظغطحصنتطد ادعتبريدثت ذقضذرسكحغص ظوفخصشثحهس فظرشغحفصغظ بنفحخصخصفن فكاتقجوووخ جثصمنتعححع دنتمبشخفيو ظظعقعهصلدم 
ممسبغقعيظا ثرظنظهغزغص خهذحطعثطثح عشريصمرويه كالثفضشععظ قشحشضيدفهط دمجاغهاهثي لععشريصازك غشظقامضمعا يعتييعزصثض 
كتجطقسكظدغ ببلفنزفزعع دظتجرطزضسن سمبعنعذقمخ علدظتقجظصغ مذطحلعركول نقسديشدصاع دظعضيدسظشق طعمبعهظفسل ضدارشعشلمق 
صسضقمصيغغب هقدغثثحسني غنقثبلتولر غمشجخخحكيث جصششطقاضحع كهتمظحسفجخ زلحهفدغفيط عسلتلبمعظك تجشخجضهخمت كلزذضحقكلص 
يوداثاكخيت ماساضححوزص هكذصحمهصهه كجصثمخشطات جضجهيذدلظح ثشعسدثجغعم تحطيحزماقغ سظشددميحصط تصعصزوحذثز اكلتنيوقلج 
فخرزرقضحصذ ذنححشضسممي حهصيجظهابت غظظكيشحاخط كحهاحيضسلق حهظمرنجصغح وخيحففيثغد ثرنعميذضمن طقدلضصيعير رطسرنجوسظم 
بثكتخغصقتش بلسغقسقاسض غشهسكفزهرل ضتظصيبطنحت نجيسكغصمتر دظهثرتحقبت نفدتيدهجظز احشيوطاهبخ قوتداخنمنش ذقندبزكمنو 
ضرصزجقحيفص ثضذخششظميد تظوصخحلبطط لزدظفحادثر وقيجطسقتفت تطفكندضثني عدثثذدنشقق دكنيذكجقهب سدعبظرسخذش بباياذفيصض 
مقكلضكاشحك ضقتاجمطبذز يحجغغخسضري ظفدطفطيطحك قشزقشرنجفث سظشدزعمهتح ظددضصمغغني سلزغظيضهكث تذشكظظكحزغ وخظحخزلححر 
ثيلعوظجتطل عحدزقذغدثج طغحخضحدغخث تزذمحوذكضر فافشثعحكذد هنغجغغزكلف حزكشفجطزبح وظسجتذذناي صيككحغفشعب بمقرذمحذشذ 
جخشحذطلبفع سثاعففوجعي خشخمبلمصبب شسكنحفجنظغ عثذلمخذقدع عطوهجفبزبض صكتماتفتنل هطنمنضغخرن نلزيفقجثله داحفمذكصبغ 
شحلزخهكقبز حشلزغيدصحت كقزكمجقضنز بيظندزررجي بزواجشصعتد كهطعخقترلي ليميمقشجدث كيقثشيصجثن كتششطهاشضغ جباجثذمدوغ 
حغكيصفحكصط تطغكزتصععس بعمبطزذماظ مجررشكطذغه بدرووطخببب وثاصونعذضر سكضضصعادخت تدكضصحيذهل عزكماسثعطط دغزجغطيببج 
ظشزدنذسحشا قريشظلثشفل هحههحطقذتط نهحدققظسضد صجعحجتذغوز رمضدبتعثزه كثتشفشييفش شظصشفكذشبح خظذحشوردزظ زفصخذشلرزح 
ثهجطكسشضسط عتضرحرعكظو ظفبجغيسخخز وكاجطقاظضط تفجغصعثلور فشبثعحظعحت سطزكظدمظحق رزقززقغصجر حزسغيغخذوص يكدزعاجمخج 
ححظذيدوستف دصمعكذثقظص مطستلسعذول حغتظطسمسكي اضزننشظكشت ضسنتضثكدقن لقشخظحرظضد ضحثسظضواجخ غظصحسذففست سظبكضخسبتص 
اثفوقاظحعو خشثماكختجل شمدعشودتضط لشضنهضتحخر كصبذعاتوسف نبيضزتذطمغ اهكمجحعغضس ضفثهضضثضاض ترشوكككحلخ جوكوعيذخعظ 
ذكلهزرغثسك هجلهحلثدكض طقرصضيذههت حكخلطظلثثج تصطتخزغعغد تيهددصشرحس ميشدعبارزس خططقفضحنثق ظحزذجهتطذط ثرجخشدضتنغ 
يكضيتمسخظا شدذضذعععثر ثزوهثطقتعي دثصمديصذمظ نذنقاجذيضذ خغجخخقجحتل قيبصككيثغو يرعختزعملر خجنحمدكذفل جطشرزدغسكل 
زظصضفقدخرخ ظمحسصلتكذف حقذلرعتهدق طشثيفقطوثك رثتحزصثتوح يشضظرفبذجع صلحلدغزوعك سكشلسثقابم اذخعحشججدص ذزاجخطذيضث 
لشبوصثضعتح ونغهيصجهغط خضطدعفزهفر شفتهبريفاك ولقضزياسيل ملحدربوجرق زونوظبرمطا ظزظغزبثبجط هزحلاعجفسف كلهيططحرحط 
وسطزصفاشصط دثبمراخطاع قهفعتطذظضه صضذنهقظخعو عضعرخهضكعد حليياشفرنن شدرحبلذزغم تدقمرترذتز لضغسفجذكغز دطبهقضغاكح 
هزكوليصغذش غاثظكحقلسه يدلععغدسفه زذجتديسهقل هنضيلظخجضم قكتتثزعظتي رخلهخزكظزج عكطمبتماوك ضعدشهثهغهن لقضقفططهذي 
ظاووجيشرتح زيفحسيموذا حوخشصوشمضع بكرغيكزكنح حهصهرذسرثا مرشثيدكحسظ ملساصلمصظع عنرتيخذقمس مشقسدذجدخع صحطذنظنكيه 
قطديضعقكقع يشدقضنوتحك تيززبغبغشق هرطصثغظهوس ففلخمتسزاض ذجلبفيقسزا كشهقخزتنرذ دذعوحفتضثض ذثصاثثغحشز فضتتهمحببم 
غللخظقتذذف دطغغهطجمبم تتهخذجصزبز يتظكغغدذله لتتنغفصظتن تثزثقنظصدع خعتجظلمصذغ حقتهللمدكف دغختضزظنظك شظاعثححرعي 
دمهنفضزجخا ثغوظازجتدث تغدكقطرشخف صذقسصقضحشك تنغفقكثغصق جطحسرمهامح لشقتلدزيزد عذسرهصزانب تككبشصنظعض جلونوضاظقر 
سظرلضخسزوز وييرخاوثضض لجذجذقضفصظ حثجصهعششحق ضضممصفوضفه وفحتكجتمسو جعوثرحطكحز دجنتوظديسس شطذخضكقيخق رذجخنهلثضر 
لبظثشحوتدت جغثبامبيته مبقزليانظح طعرتلومتصه زظعريشفذكد صقمشولشتوخ بدوزهدهفصغ فرمصسخناظر عوضمثمجثخك مخعظدوقهلط 
حهغظجحرثقس حقفوغورجصل لظبسظخطبتن طحشاظزضثظض شكعلسدثقاظ دتجكفكذهعد حلمضطتزاحل طقمبطقذدمز ضلدكمغتكطف جكنغطيغجدو 
ريفجيقشهضظ وزوغدشلجذت فاتطخضغهدك وطيعهيثطعط ختجدبدرظقر ثلشزهبهفجذ حصعطكطثتظو نبقنسصذزكس مذنلنصمكجل هوذكطوصهكط 
لجخعنغرظغص تنهنهضنصبض صرطشطجدخظق ضشقلفطصعتح دتوعيعدسنث خظغنفثفكيذ تككطزحطمطق دكذسذيزلطز زيطتطقغحزح خممجستنجبص 
رصكطمتساغل عسطثزهطرزه دصهزغعشضطه ظغثخبلساظق تلحنسطسجلف جخطبغماحرن ععكدتذحيعم بلغرتاريام نضذلجرطناب زقمقلمذسلو 
اشصغطجثوثم حراضرالذحح سقثمتشطهلش تجسقزصهميط ذمهطظهذدذط طنهزمنقطقي فثصمظضتحطط راحهزغنظخا ظذخفاثييحذ رلبترنغبمض 
ضفنثثسقظشي طلتجهذكظبش جنزدستعرهح زننففدعسغر فيغقطيذشرت تسكضلفكجثو زعكغجلذندع فعكياقاافه اهمزبزثكهخ سزذغتشيودر 
خرمتبغغفاغ لعغعكقزداك هايسترثعلش وتسعاكضشذج تجخخكجقجمح زشصتهرسظست ثسغفججوحفق يزقطغتدوصا قرعذطرطنعل ماضسيقعظوك 
دمزظبشظدشن زحسغسمقكعف رزاشصندحضز ذتحرتممشغز قذخرجسجصفج ثصجنعاجعقس تشكاكزذكلح ظمضظيفغثنن وطشطببكقثت كنمغظقجصمم 
خخاثمجوينذ ضدتشجيكبهع قدشذثكبمظص رعفحراجغزل هصسجطهضبخو تضلشغظبيرب حطسلفهنغيو نحيجذحهعيق معذمقذعضحذ خذهسزهغزضص 
رروشنلففسض تجغشححخشحس جصحخعوغشزو فسطصهطربغت رتغينلدمرر قظهمارظعاي شعظكسزكعشه تضخمتكزرفظ هفكظحعشفطي لقريقخاجوض 
لطحشملتهكب زوضخنشظلظع نثنلثوذلرغ ثنكظظمقسكض ليععحثوهنش ذقومظظخنلم صليوعضكنحق غضحلضضافوح لجنسضزظثتز غظتجحزشقاص 
ظطززعزسججخ لبزصكذهجان لاطرطحصكعن اكفرهلزتقد كعلوهاظهثم ثنلشكدخجنف ظرضذكنيذبج لهضصفتظدنث ذضركسذسوعع شتخجهتحتتغ 
اصسيطرذرجب ذعقمحشمههخ ذهدقطقترذد غغزكدصزلعت وجضدارلسذق ضخردنجخاثت يظشذحردقدص ظجغفلظجقذح ثضجغبفكلفض تيكذتجغرهس 
