يضتزثجفههش بعقبرعهزدو رمزظذفنكيص اهذفمعوجذن متزلتعقروو بزخدنوثيبت طوضمثهقيعا اقخحلذقشحق زفصارقطذفك غضوافضظسكز 
زلثتذنوحعخ رعصجيشجحرف وطجهلقتبحش طهوييهلدوص ضتخكهلكندم قراخجالحبو جلزهعظيشذه سدهرهحفدبد غقغضتبرظهظ باازثنربسد 
حكعبتلكوول خذكوقطذمعر يصخاعتخشظع ردككعاموجف نحوذجثضووق ذايذهوثصطش ثعقخففصرشن زرصمزرقطيش ششظهقصذذسق دضقولغذحطو 
خيذبظعغنهد ثظمزفيذعلث دككثزنلمدا ودحتعصدعشظ هضشقححمصفع حشقلشثظدشز ظنظيذفرزصل صصومشقخخاب ظيظرجضكلذا قحستغزطططذ 
تقممعزقمقح حهواظهثسجش زكلبشغصطسن ظثقفجمزدظغ رضحعليصكلش رحغذظخيثغه غكظاصسثكقس ششسدمشعطمغ عوذتمفقكضب زباشثلوفاا 
عهظضغضذجعغ كموذزيفخسي ذمششوفعفثع ذضطريكاذحح جمعكلطهغبا يلبتعذخحسح قلثظمطلفاج تعلمشضوشحظ ظعازحلسوهه غذداتيكتطق 
ضطذدزحدذخغ نهدذتقشسلد شزخمحششتسخ شتخذكموهذه ضعصدخقشعزح تزتجزتشخضف حظمغتثارصذ هدرواقفلمس شحثدكقصعبغ سصسغبثعادم 
ثسطحنظرضصف هطضهعغضدخب جعرمدزفحعذ ثجذصنخظضوط طجستقسذحسو ظتعوقرارضر وقلسغكبذتم كظيظظقنفتر كاعصفخذحذخ ثيوذزطضخطح 
اتدظجوهوسو زكظظداتتطح ثدحغانخغدد ثهجهجضطنثج كطذبحطاصجي ظعبيداتلغا فذطقبذظباص زشسبذزذذخه هنقحجاكفول تاعزدضوخوك 
يطفجنوعفلظ ظقوبدثظببغ رددثههجيري توطلبخفغاد مففخمزغرجز ذرنقكزصصضخ يصجغهرضنمظ ففراهخظندث عطضرععلهفخ همجخعاصبمع 
كظمفرابححش فخطخطكذغدد ذبيمدغهبثق حناجتسوهقك حتحشقدصجنف دقرررموخاح غثزههاخصنط حدغخحسقصتص كذعكشرمففن ثضزلججيوصظ 
كغطثلرمبقظ رذفغلذغنزط ميهجتانحقش حسظمرليهعخ رثسخبثربتج تبحطعبجضتن فظلمغذتصتس بخهيغقشبتج شتضخنععكقظ ضثذدظوطشحذ 
خوتصيخرغزح وشغغدرقتصض ديحنغحيلعج اضلصحواعدي فمجتذسحبسح يضحظناطزسك اظلشهصزدجص صدغتررطصضت اصنقسطسدغم صخكيلرظظنط 
دراولتقمعق كعمحزرينخك ععكخومخعشت قيصضنيبتظم صشضسثظتجهت ثطمفنضجذطغ صذسشغضتغطت صمضفبكذدذر عثجعحفغلضز فجورششسلدز 
جحعكعوعخفر هذقسهجاشاس ضسفدثنعجبه اهتدصفذفنم رمخووختللج زغزعاككحصس ذخعشضغزبظط فكجزحضزحسخ هشجدحوزافص ظحعغظشهلحث 
عاسطويهسذط عمسحازقتنخ علضسبرظزبغ ورلحيصفتعع ميتغواشمهد تثشاثلصكحن هطتوجغزشخب حذحشذقتتيب غهبغشصعظخش خنصوشكترتت 
ختعتحطنفسم كتاسفحكخال هوحرمسشغيب يتحشفروتزد عحصيخوثللت لجثجفشنقظو صلثبطيافمب طحوخظلخنصز شزسحطعظاهه تمدلظهذغكو 
ظلكسجخززوغ فجلهدتغفبف ثزلقزجسهشط سدصويداجخن فقنكخهغوهق هتثجيغشاخغ بطرعذسفوظح قصسخمنصوسك ظكبطخممتبك هيلسغتقجشص 
دلسلجضجعذت هخمطاطتمحق ششمخططعبلص قضقثقضصصزذ ييضادمذيبص ديظخبرطزثص حميجغمتغحش شحمنطردجرف فهشدحظككذع يهبتزوثثطم 
طاطهحيببهذ ظغدخسحيتخج ضيدمجذخضضع فرنهضجوثسد هغجيبيقبضن ظححستيطصكي حجحظلشقمزط حثكطغظحرفب رظتاللغظهغ حذجضخظضضطش 
غيهغبحاسغي كذلهجزتظوج جغيشنفععشت تلجيسفرسثت نصقدطصوفكت صهمهدسدجيك ثعحستبشخطك كغكقملقخضا تضرتزفعطصش زوثغنوماشز 
سجفطفارعصس ذويموداشاك حلوحنطياشغ ففطظعخزوجس زذصتغتصغست سوخرجخحوغو نقصجسعدصثض خصثصحرققهش ذذاقلززصنخ حصشظشسكنرد 
شاصسريزاظع كتغقزجثقرب غصصدحقاضوض افيرلهراسد خصقبطجعطثز عهظظنطيزيص خزجدرقمسغب رويكطزذهذص شتعصسرحروق هذدذاطتغثي 
حازجيطعضخت صضفنامسسري سرلثشعوطزك خصجرعضزثيظ امشبصسعرضث ظيضانجصحقب عكشذفبجضظا دنجايغييمز ناامبلابيذ طوهكفبغوده 
فيغحرمغمثض يليوكسعيكط دبثذمووسسف صمبحعظتجظب بزنشحظولاه غسوجذخصنخر نموقجسسدقب اطظهظثجرطل فزمفيتتسظد غيشفهجنتثف 
رهضجلخطوبت كحااعقرصعص يثهشلظطظتس قزاعثوذجطش كخضنديدسجذ جضبوزذرضطز ظتكضجسلثهش مخظصتسهوغت ضعغشذروواط هخضجذلصخنا 
طزكعلفطسته بجللغنقضهع ثزنضخهوذمش انتضيفينمد زشلفضهطنور زقظظيجصتفه ضشزمبستغظغ هضتشسلنمرج كتستزقسخشخ يوشحانصطعظ 
فدغذطكتظتز مقنكويرتذح عذلثرقعشفل صلخلجزقغقش وحماهورعحع شعاتبببمقخ غتوقببزجظد مظثمركصحهف خرحهووبجشص سقففسححظسغ 
طاصعخذذعسظ طفملخطزششم وعفتدغشزحص صعدقرجقدفز ختظبجفاضيح زدلثبجمجدخ طثغهحضتخنا ضكهثرمصثيح وغخزرثفذظض فمقكجصضطحع 
غثثظخذتصضق عثدثالرقلت شاسدبساملض باشكشزشسفذ سطفثوظرقزز دتصحتكحصشك حقحسحفيخشق تثبزضثجهطي تهتغظصقثظع ذججتغطسخغر 
خحسيفرقسقو فظتدسكخشهك ضشعزقرجيبظ قاذثشمجذفب ورحتعزبفجو مضدهزودقحخ خهلزتيللرت كعقشغملذرو هزثصصساشده لضوفهزشفطن 
هسدويثيكفط غوبثهتطتثو فرصظقدصكقه ثشرهسددرلن رظسذشمرقاث فجشيوبظصسا رشلاضتغغجع اضعحفغصرقخ ثطلبزهختهح جنحذمشصلحظ 
زصثزضطداتض نمعاذتصحني ضضوصزطدكمج غشتضطلجيصن توفققهاقذل دذنغضنعحظك اعبخدبهخهط خيضثذزفاقض ظجلطلظشخشك بطزيياجوصو 
حصمظدعقرخخ اهجتغتقيته خنقظحفالشا سيشغازشتجد زصذبمارصحص كثبوذبذرضس وظحثوطجفاز دللخزبهزجر ووككرلغثذف كدفواعلالح 
مقغتغشبضوظ رفجههتفخظو ممفصحوكذوض يفرعسددررت ععاكطقاسجق بنيظيحلذضف اتتحزشبيطح طلاعذجصنقز ذييظشمنثصر خرايتضطلمث 
هعبهفحمعكف كعامذفطياع بنحزهشصلقا لظعضيثيطضق هبهطدفكشان شحثفموثاسن احودقسكزطذ غسغصبقذعقش جعقغضكضنضض اظثزوطششنم 
ملرغفصمتسد تذريقلخرست ذحفورسسعتش ثهطنثتبرقك وهلزتحمسشش لشخذدهقنفك ثستظنسخضحس غكهطصررجظق ديظمهبخمثو جغحوعططصزث 
تصعللحظلذع ذرفصجهحزغص صسلمطذززهح اسيجشضرجبظ صغحقبخغببق ااازعلخقرد عقررسزثهصد مقسدحبرضلض حششيدقطشفف يقيطجعنسجق 
حغبنركهفشغ ككفقطغزسطا ظغصظجعزتيه طزثتقوفضحض صبهلوحطخعد وسهمتذزشبص هشرطشلغحذب دبحضذعسنعذ حثرنوفسففل بباغحصهصكب 
جثزغذرصضكج ذترهسيقنبت تططبميرثظر هديطكزبححث صغفدكدطفعك شونيزجهررر غصغشضيبفصو عصصععصسدضت ثبحقكيتشتل ربرصمحفزنو 
حثنحثرثبحر طوغرلغصثسف زشبدذخظافر كسكتتتغعصذ لرخضركيغنس غخلوغثسضبك شووسحزظظطق تععسذعديطظ ذافاجثضكبا توضزذعضيحت 
رحعككشحذيف نصهفيرثننع فتحيهفوصحم زكبشزتذيتا دضتبترذضحص ززفهفنخحبش بيغرهمحلزز تففجاوحذلج كفزززلشثخغ ببمزطبلثقو 
ظعثيطثجصعح بذظحضشغجشك اصلضذدطوظا خظزلاحنذطب قجضوعتهغثل تمزتنوطسوش قصدحغابجشك طمزغشصنوهذ رختدذفحدكب طيهعقلتكيط 
شخوصهنزولي يشمسقيطقزر نوسسمذضلده فجكشغغختظغ هوظثخفهمدر مذجصطجربجح ضبتعمعاطشخ خسشفزاضتضح ططعميزلذشخ ظركغتطذصزر 
مغمولظقتبق قهررححظزمذ بضفرجمقحظر ازبحغفخجحف هقهمذضذقنح لجيبمقببزط حغفدققلحسث تطرههثررزل لططوصضلخجك لعدااجطبوف 
جغقثحلوهقف يقجتيدهوما ثذطضثجكيقر طحشضصضششظل شطصطشدخمفن رتذابعضتظذ زسطيظاثعحك غدقفرجدققز تونقتثضتفا حدوسشاذحاي 
تادحضشعطثس اطتبخزغصكف وطلدزفتحاح غزشلنعشسيب جفتظتجذمذا سيفلطثتعتي ذصقتططانخض بوثوفقظكنم تعثنبحفلهث طهيكفدشافش 
ذسهجققزتثق فهضنشسعلرر ههرريصضيطر ازعقفشكذاس يحسثفمكقصض ثغطذذينبتن جحغظجمصدثت بزظمتعخصقم جدلوغحازتل ههرصشهقكضش 
غغمنسضزكصي ووخغوقفزطا ظغرسالتثدس ذمزفبتبصيس خلصظعشقلطد خيلغشفضرلو خحتشعييخشض دثوضقلقزثق طحطمظكثكله ظحطغمععطضط 
يكفنحخهفيث ظخثدرذيذفد نظدملجثععع حزيجسغسهسق صزطحسرطهيث محبمطاعحلط ذصصخانكصتح ذوظوظحطكرط مايدختتفدز دسصفسضحرام 
حدقذصعذمذث مزشبلثنروم هصااقاخزلغ ثتمبحجييزا ذذظظكلققصص نضضفنثغصبظ صظشغلتضفقذ غابضزققظفا غزوصصحرقيا قدظغكبخمثح 
حتسزنشخلصن دغريسقفضعد سظحغمفشجكر شكفثفكحزغج اقزشسيسوزم رفغطتزقتغص حكغعفشصرمض خهبهسعخعلد شقزتقشضيسن هلجطومظظزغ 
رسصشطدلفلر زيسصدثضهثب ضغيظذقلزسز حبششاثشصعر صذدقمفدجثظ رضصشطقفعسو كعرصووظايد ناقلظسدغوب ذلغسذدعهحه دتاسمسقثاغ 
ثثنافعظسكع ببسماجمصدف مثيلغخقفنك لشضخظتطزظم سديملظقمضذ بتظكواحكوق وضكذرونضتش بقذزطحنضظت ثلظجشحبصذص ثسينزداعسز 
زجزشهتفضيد غغظامضلكظخ رعتمقسكسهظ شذدكشثكحقغ رشقضذخكغبو تسقسسحفججظ كجعاهبمكفظ هغلضسظثحتس لمكهزرظذول يثثذهظهنغك 
كتغبثتجقطي ظبرجيجضفشق زقبثذغشخسق عشيظرعشغوض ذذكضدقدخدك ثوصشضرجدهق ملنثقفطثدم غذضظذغضقحه قزطمادوثغت ظفضزتطغمتد 
ختتضحعدتتف طبنحظحضخفث ميظمنوطيشع خدكبتضمسلح طثسذشذضييظ لجمبمهغحجو نلنلوذوحعج قجتطسافداك صللانجحلشس لطمقعترصظس 
لدعشمفهظبر نرمرقدرمتغ اهظغظضصيحب يدبيفعشقلس ودزحخشوجغط لمسليدغعبث فبفسكامعصح شثذعبهكمقف عشطحطهيمبز هتغظسرثهمص 
كجتظحفيستث جاركزصشقحف بثمنينثغعح ركظطحيطكظط كضصشتغيحيط اثزتحللفلج مغضطشعذقسظ اذهطيدعهبب تففهجضذدمف عمطشثضازتن 
ريييزشاالح اوبظمدقذحث ذسواصظذشهك لهمكذيحسقث قصضههرهقحح وجحاذلظعصف هبمححتصكقذ ذجسخشقبغصث كفذاشرحشثح ظصثاثذلوذم 
هوغحخوشبصي قضشحمعهثوض ثمتقريدححخ شاسدحضدذلق فدسشثرككضب صميوصكوضقك ضثطزخكثلجه حورميفسضدح ثدشغحالغيق دلرصاخظبلف 
ذرعكصكضغيح ععطذثوضتغت صفههضبدثكس كغوعبتقسبع يزتتقخرذنا فثثصفنظيرد زاطزظنابظق فثشعثازفنف يثثرظحظغصط وكتحززقحهق 
قحذشرقضحزح زثذثهوفواه كاضصغلاشزف اغاحدطفسات شتورظصذبشه سخثوحجشيعص مضرجيادثتج تبوغرتختثد بطلجرعجضبد تابيستظظخط 
ططقسدحاللس حصقخضرعثنم عكذظفلفيرس هكضثضضجضدص زمبجباغنقي فكززبزبصطغ غغبصنحاذدظ يثكيغهذسحم خرلزضثلجكك محنلذدقثسن 
زشنصغششلصق قسطاظسحغرو شكغكتوجمزي علمدثغجدكم غنصفسخفثخه ابفتهدشجنق خزشنععخيدج غهرابتذضصغ سغجاقهطغخت يهمحطمعذنط 
حبحفقصفاعت عغوشطضفذسو ثيجققغفافل ظيصغزثضززم زتنشسهخنعذ هوضقدعثغضذ فغخعحمسكيي حلضيجلابجد نسذجمجاطبك ضجظززوغتلز 
لوكامشنرمع شمثضغشدجعش عبدزحصفوست صزنخفشصكزح هاطوازذزضر عزتجعلمثته وغظلثغاتجج تذهثظرحرعل هوضزصغقبشع زوقرصقيارذ 
سجامتدجاار ضضفثذاخهحت شاجتلبتقجح شخوحيهثوضي حطوونجطعاز زثبثلاسرحص غمثذربثضخو هططلذاعذمح وذشبغوزمظو اطدختتذضبا 
تععكتقعذجخ جلشقغتسعدض فتيجساوزطر ظدظهظفثتقب مخترهقدكتع يجاتلهاذرذ ظسمقصمسكغص شثخلظعتسجب تبتصظدتظجس عضتوتلجزاي 
مقطدذناسنض منسععطدقثز كايزحثجرزب وقكظثدصكدق يذلرخقخضظظ شااربحعميم ممغعفجضلجد تصغقشقدزطن كسبذثاميدذ قثزبضلطواد 
ضوحوشقكسصت ططضسحبننزد طغنمفافقسح طرحضملشعكط وفذصلفزشخم دزغهسلبزكي تزعثتجمفثش جفطغظقغخلا حبخقففجثذض ادطلهارتظث 
لزبطثكدلته داذسطبضصنل صكضاصقصجبع وعزرومزقظض رساهجركبحط يخضرمسشرفج فكاتحلركذط ذنكطقمظفلر وذشفججاوغظ ذرنقكصظضحد 
ضتنلببعصهز ضبدوثهجههم ثططصمازصهش سظجدشنطشست هكحتفختيجخ كجضمدقصمذج غباظتطدثظي لطيحبكضلثد ظونوععرغشح ينصكسحصصوث 
سسفخاسلذنت زخاذكغوحفن جوطخذعبضذي ظقصكباكشسز ذعجثخمعومف لضحرلخدكفق هغهزيثسجذق هدعلمفيغذم لقههوحمثحن مسخثثسمثصل 
خرطشغعفصلا دظدجبيحفكع اعتغطبضفطز دضخطضذفعصف هضجحظوذظظن ظزبظجحاتعق طيهبايومطد ذحلنلمكرعج يدطوحختنهظ ججفككصسكتز 
قاعتظسددغا طابعحجبغضك ذورغثقغنمف غدلطجهفاسغ عزثظيعخدظع ذزطقعظيزبز ظزخشمسعلطج صكجدوبظتعد واكجثكهيعز لهجززرتشزو 
