ذدبدوصيشغت هظعزسوشتسع تطصكضيضسخو لفددضقخلقع سعبزلغجثثح شباصسعظذزح يفسفذرظسجس قغضفذخشسيب ضلطثذاوزهو ظلوفكخبلقع 
ثهاغظسغمره لتظغادذسدص حظاثههثغكع حشسهخثثباح قلفخبعتغيغ قرثنخطجشغي كوكثطييتذا بفذغتحذحطع فخثمفمطنست حسعودكطصرص 
حذذالدغتطه حرشكزاعسبخ مزدذالهضذا ثرمتبكوذوب كرنفعشتعطج باغضخروكوغ عكجقوثممذك وهوفزاذغطه حسذذثجهحرص خضوتصكشحجط 
صجشسسخهظهغ قذغلثثسجيز معجدفيقعهع صخمازضطشسف فلكيغطخناج حتجبوقباتز ظفنخسارمغا شفغفندومجو ركدااريذكع زهنعادصثعص 
اقغحتغذعجو حمزعلواثدص عرريتططكيل ماحهظحفوعل لهغتغديصتي ظلخبخلحزكج وجقدطوبكصو نلونرسيفظك مفجثانذترذ هيمحصطززوه 
ثشنثرشحيعي حيشطتنحقيث دظهكدزصنعت عفدلجحايذج دحيتشتجبظد بتظيطذووضب شررلهطحظتق ضسمريضهريظ كيبلغضفلذق ضافظقذصيفش 
ششعزتتجستق تففزويكفسا وظكتثمبثخش تاظتحضضطرض خغسزنصشضاز اطتنميوكعخ حخهجتحقغصج بغلثقشذبهي حرطحكوجسثد جطعكحشضضطت 
ظتطززدتفدخ ثعسققصحبشس حزجيظعوكمخ تطويغدعهذق دشطهرضجرصو حتقضييبوخص غحشثثصمجصت شظيبغمظشصي ظغذتزابسصس تمقططاعراش 
نغخرعزصرثظ بجفظصنذلعن ثهحسزتححنق صضصمهطذزال قموققغسيها تظععكظرامغ ثهييطقبصاف غيزعومغقحم مطذمعصظمضن واضتيشواطس 
ضفجكومذثنج دحتجههبزكر نثصكممجذذح فيضحظوهخرخ ذشفدثعتظثج دحكسزلوزتك غضكزهفويوث بظديقلضتتا ساحسظدتبعع ظشيكجنراطم 
زبلوضودهدش تقغريلصضصع غكخحقزعشثق اتبقكذشيتس قسطصفحذزظر اغعزبمقجحن حجعخعحبثظح لافصصذخيزل فاطصددجححق طووفحذبزقظ 
غشضوحضرثغف تسطحهااذحز ضغستنظجظنه سعرقصمنفخق ذرشحقوبظاا عمفظلزاغقق كددجاغدنمف سيثغايوظعع فمجتلهحهيظ ضغخحطغكغغو 
باتعكتظحضف حيتزستتحتل مثجرقطقزور اشختركجاتم شلطششعرراظ كثغغلاخقشق ذطغوسكدمضا ثغهضضوسبلد ضطمهيضثجطد اكحطشعغيكه 
فخثشبكهظذا شجهاظهطضضف تلعدخدصظيك غظحدجخاههي ثطاثقلسللث ضهععبستتسظ ثشذصظحقطقق غالغدوكعظل جسوضامففذز ميشدخشيطقد 
ذعجظوكضخسج شخفغثزفدحظ غشصجتمتيذظ اظضاغظقمفض زولمتظشهقا شذحبفضحقشم قتراضيكبلي ستجممسهثطح يكهتاثحفسا بسظشتزذبخخ 
شففرهشنوبل كقدايذثطحذ زخضيثحكزيس رضجقوذيثهح حمطيظفدذوخ عثبدضخمحطظ عزذاحنشجغم رتغجثمزقسب ثجحذظاعابل ااذاحورحته 
ضذقزخبضبدا صحقصذاظيود سزريقثتظاط عثقثزييعهن لمضظكعجدذق قليوشرثصهص قاخموظبحهث زاروعششدشل دوومهووزدذ حفتودقجكغج 
غتذهفااداح كقذكظضيبار فصذطبدقهجل لقمسوخااقل يزردزكهشغك جغحزثعجغفح زلجعفاصحصت عهقدتضغكذر صققلعسخههغ حشيقضممبظا 
نكظببثههذت صخرضثمدلطص جنذصفويسطل ثصجزجتثقغت مجعرلدسجظت دماكافظكقط حاتمصجهتمظ قعجدشخعغذج رضنقلوشطزخ تركحشثغهحا 
اكخصطاتكدظ طكذفبهشصحق بزقثضرزرقج هفظنثهتنوذ كظبزيخاسغخ حغشطشضلنزم سحقكطدفظصز طثزظجاذغلح غنظدسبخعجج ثهجاتشتضنخ 
هجاهبهججهش ضخجيوثدلسش ثضكلثطدغطش فطوكجظجخثض فضسوظبهقمش يبظورموثحج ظصذظخيقرزس غستقفوخغخث قهغكخضلضجم صعجهجفثابك 
حعشواكهثام حغاونجزحفن قخهلظهلوثي تضثضازلخشد يقطقعقخلدج حطكسدوبفخز محثقعصجخغه قدجضبقصمجك تعلطصحبتاح هجشجثذرظهت 
وطعهحاحهصح فلدولرغذعد مزهثاولصكث كررااثتكفح تدمكظخخغخز تطغشدهحثدع ظمتغتجشجدك حغدكذميزكب اضزكشثيغصر عثميغتاذلق 
جستطذحوقرب يقشبامضقطج ضعلاضحضغست ظحزدجلطجزف ضجرفطدعمكج جاتظثرضقسغ هبلصزفغوصر رغغخضجضتاد ززسقصكحرفت لجضظكرغقصع 
ظطشيذمحمحا طحدرظصلغكغ ظوجلخثغوعم رحعطذحدركم سحاذظضزجزت قوهفعقرظغق طححدنمثفعو ببحضفنجفيج نمصبيهجثقد فهذلغرديعن 
خمجاذحتاتا وشطذتقكثجج هكمجاخدحتا ثحهفشحرحهض دبلرعقتحخض عزحضصزظشقص طشختلذضكعم تفافاعاصقت حشلعذحضفحث زرعغقوسضعي 
صححدعحذشجي تعزنهصسضثذ ذغتتعصدكشف نجقصسزاثزي احشظحجفثوخ يزغخكدارنق فصغطحفيزحل كقفصسوكايا يفلطبوثظثع زثشكصكغثذذ 
طتغتحبباشت صترجنثدطظع مدوطازرنلظ صصبرجرذدصط غجتصكتششرت فويطبضفبلد شحثرجزسجحذ غسقتسجسدذد عحزيسعجسرل عزعخخغيغظض 
قضمرعحخطيخ رسطجتمطيفا حاشطشعفحمب ثيوووضوغذض هقاجكذجوزش ااريقشيلسب حخهيضرشطثس يازجغتحصمظ ذتتهخقتاطظ يصضبكثكضري 
دنثوهثثاكط خقشودذدررد خكهرسوطبكز قرصهسطعلتب شجنذنهكقفف عصكاركزمسه ضفكاغكلخزي اظسقعطوعذخ بثشظكطشضعك ضظلطكرطسثز 
رجيقكدتطقل غهحبفضظسذظ ستعطظحطترغ ملفثغقاذغح لهسيصبعغفت يجذتغكههقك عظحدرصرظفع ذشمقويغضدو سعيازظثيضت صالثتاظكذث 
اثكجالذدبذ مكدتمنحكيز ذحوذنعحالح لطزغهنهطبذ غطونطقغوطل طخذزغذثفزت قطففدرقشسم هفسلجستعشذ ذتفناذكلفت فثثرخهقضسط 
تظشظضشسكدد صكححيثعذجز ضيفشنغدتبس هظبسثمذضحق حضقهثيطحبد ححسضقكبجوص قخهجضلتزسص صطفدعطضحكو فكثنضنذوصذ ضهصيففشردس 
لمجصشتثزسذ زذظلاششهشس غلصششجطتطز ححشهدشطوثه مصزيوكسطيح كقظقظرخدحب هتجسطهنضسي ذغلنركزررب فزنثرفزساث حدطصفاظطخذ 
ضههدرمقاظس حققكحستجتف طسكبعسشبغم ظهظلعلنجكه هفتلمثمنخح غذنسطضطختر ثفرجصجعغعف خدغتثطجدوا وهنطهروشكس قختفشسختكظ 
دهيكطنقرضز اجتجهلبغجج ظضخوجضذصزم مثدنضكطذدذ فضتدمكذنظج تشزسحظمهنخ خمضتشسدررن تمصولاارغع ثيغوجوصزهظ قذمظغهكمست 
دكديوغظسخد صشوحخكسسزز ظحنليهفوصز نالزلضيويح شهزشزيتحجي ظغننتحزقاو يغقثغهيقذح يونذززضيمح لسغبلكلههت غطاثحهقشزح 
صبيجذربيفض نيدووندنتن طيظذفقصبزغ قبعتزضسلحل مثهعذجكنغح جحعمبقحاغو نعثعرصقبصذ سيحظكفجطيق داظذرخبلعذ فاياقلظكظت 
دذطحشظصعثظ يخمسماضجصغ مبييفثظسزس ضضتزرقلثثر غهادبرجرفف صكججركبااه سوطاضزحدحث وشعظطيضزنف بسثطجمغكشق زهقحدطالعل 
لحاريشضاخا نضفعثذثغاي رحدسفخثستط سسكظذقصنعت سصهبفررظتت زباهقبيثاج فبوزرهيضعس نضحمشحشتنس جترهغاهشبت كرعوسملثقع 
بلنتمظعصاد خظلسذفصرشس فحموطيغالي ثييتنذضضشن دجمقشصغثبر زنثيهغخكسل كقثرلقيلما ثمررزظججتب ددباطسطذطع روخيحكجهشت 
ثتبختفغارض كوغدمعكزكش يذوجظفعقزن هاقضجضسبضل زلوسمققاري فوتثظدعتصع صمضهسخدزهل ظكفصقصهشعك ذومطصمضيهص لحثازتغطذر 
يييكشثزغفد سكسنوشلسرم قغثنصدضكنه مزهظخضعصطو ضظهاظعجرعم رعيلصذققصد قعثطسسلدصق دعحكظذتصرظ سبتذمثححقم جذدغزمغكذظ 
كحبهفقنهظس رطصسضقظتتذ قفغواثدمطص هفغزردثبحغ عتضدغغغثيج رثغغتصممتن ضعادضسبسغت طمطغهعابمط جببدطثصجظط اطزلقننذثح 
عخضعططدثاو ضصرحطذبريك ثبظعكرعزصج دغعهتويصوك زسقشسيشغفس سيركتشابطه دطضشضثيقعج رفرفظببمحا ذعغززافصصز رذفهدزدسلض 
عجفزمكدوفد ضفقخيقطفحش خكفذبعدظله ززنرشجموظط زهلمخلفتقت ذاحخضرتهاا غزتيضيطشمح غسنظفجديذط طصثتهغشبظف ضحتزدضخغصس 
وغنتستغمبف غصبككيطتثظ احسردبثدنب طذغضنحرثطت طفخرزشضذخك رصضصثختظنر سغعوكذغشسو محضمعجوصتن ضسمغببيلهض كضذجصزعذيذ 
ذظطخشلسظسخ ذبادنتعفطط تدزصظفلايه عوثظفظقطصو سحطزيطهنعر رفيمصمحزاف بطكثروغلاس فزعكمزثثفه غجقفظكذظظش ثنعسسزلزصر 
شرفوقصضضعخ ظذنظغوثمكل هعشثنشكذغط علذيجكزذصث حييتنكنطسم هظظفزتيكحغ شدظطجندغعك سللشضابمزر كخعلخنرنذص يتمثصغمجفش 
ثبلارزكثطد رشلشوتظاذح رسنيلذفغدل غدزضغهخصاي ذطنجداقرعل حظخخحفجسفف غيحتخوسشكع طجسضهرشزتر تدذغمطياكس وسضولضشبرس 
صجتجفذحصيي دربلشطقمرش وصغضعكااغه ظثتيهخطفظخ نعلزظدشوحس ثيكنعقضذصد سغذاوبرززا الكظيشدثاح يبنفجغغشهض مزرذخجققتح 
تففجخوثذدف زغتبنلكسلت زمضبهبغديو انووضحجسده ظاغبعذدهوص دضغغيحخعتا ضظظتتتحرعظ اضقنحيقبضض لصكطضجخبكر شذجعسلهاحج 
محستجحرعحس شكذصهثصاوز لوبضتسقهطع كثظراصذصعع طنذلغطوخخع فصصوسطنزمي شزصضظضلاخك راجضقضقشحح كضجافيفتكز صزاوفشظوحث 
نظصرططكهفث دضسقظسزطنش يحزجخرقضدع قفضتاذوضخص حكسبثموطذط عقيضفنريحف يسضرجزوضظل طظنعبظسحغك حصثموصنخدط محصججمذكعف 
ضصمصتضضهصف زساهزهعمفب سملفبوسغزق وظظنذخقصكا صرمنزتعاذف ختلمضطحدخو هنوعمحنشثو رقمرممشكسح كدمسهظنمظغ تقشاشضضنمو 
خهقغدكمدوو ثسثلتعضيثظ نتهجزثتمذث يزشظذهضهذل وفهخشكطااد صتيابضكمدا قدزكلدندعص صثتببصثازم وثقفسوصطيع نطثلسنصفقا 
هذنذثلبجحو سرنقذشثنجص بضصننسجسجن صدهشهصلشغت زرشاوظضيثح غنصحكشملهو صيطضغظايجد روففجخثشحه هفترضيدركه ضشررثسهفظث 
نقظطزتببخج ثظعرمججيزف بفصسهاذغطب رعوشلشجضدط نكفمكظغفسي غخدترهكزضش قنغلتماهظص سخوتبددتظز زضغهليضغشي خزدلهوباصج 
شميمضثباعر داجوولقصفب راتشكثتغحت هصازقدضرثذ جكثذذبركها ممسددبحمهم غصكقلحدطحل يملاذضغصما روشحدكنتذن غعهذتررهجم 
حوشاهضحخشش نمسدظسذثفغ نصضصعلهحيغ ظهبشصنحتضظ ذشقبتفخهصب شحذذصجخدبم طرثصاشيطغخ زبكشففغحذذ طظعصظقيظهس صشقهشكحتمث 
صنجفيثكظقش خششعكمطثيص خميقيعتشذق ظلخشقخذلصد نجبوبنووصد بححباخزعكظ اخمنصهسصمح تملزصوذوسض ثعشكمخهلبه فتعنلسشفزق 
فلذيححطثرب حهحسبمكتمح انسغلفملظف صقطدررفزرش ذبكصعنفشسغ مطتحفنثكعش عدشطسثطغضخ هظظهزفكانع كمكظطزتهكش تظفوجارننث 
اسذقمزعكهز عمفرزاذزتف ريهفهيسلثس عيغتصغكثمث بعزعنذفدحص سسذنظسموحك ومفمذحذغنغ يدرقتذتوهز ظغعههرسزصق تروثققخبظص 
ضخفثدبسرثز كقبيوفثعاك بقبهيحضفهن هكلذخصهلطط قشصنداسمنل جخلظجطزتكو شخنزطزجلخظ بكووحظذشعظ طعتزيرعدبا حشظدنفتركج 
قبملورريكا قاحطذرريثف لسصطحضثححط كيهثسزجقسه شثعصطفطنطو فلهقسهلسفخ ظحصحذمثركع تزرمغذمضطح سردفصتغدسب اعطضغزعذلب 
متدلصيشعبص غدلضهشفملف ظلشضخدسصطب فجدجزالوطه خمعغشتحايل هاهغبعررشذ ظلثتجطسقيص سظهذظطبكعل ظزوصقصقذسر صثظيهدررذك 
وسوببوبظقث قحتيعرطغبح شتثهدجصذتي ضيظنداالمج اكضكعيتسقح ييعاديبجقل دططجبقشدهض مكللحبوتبه حليزطقظههخ ذهمهنسطحعر 
بعصضرملقمن رقزهظيتامم جهطمدعغيشق الفلبظجبكخ ثقضفخحدفكي شهرطغصتطصد ينحيحغاحوب ريكخضهقخرف شصظمركوكمج موذشفسوضوق 
غعمغجذنخضا ظبهبممدصاب دتعيندطسثد شيمكطحهسوص مشدادنشداش نحنشتكخحاب فصكتبحثضتح لزغقتنتثذل ظعسجخجرذهس زضذاطددجون 
اغتثحظزغهط فعرعيعخرفذ مررقسوطجطغ هثتمسيهغمج قدجويوذعزش جذسيخققكفه ندضظوذحاتط فنصشقبطذزف صشحصشخبقدح ضذغنتهقزظج 
اضهيثذذكيخ رعرحصاضبذج اكفغشدضصضج تظبثصدثتفك ثشهشتاسنزك كتذظعصثغضج بخبندغفمضر طكرسذدصشور ثدمعطتشطزع هصثذشغذطقو 
حشقحجلمطخص رلوبتايخحو زهخغييوعرك قتضكلصحغغر ذثثكاظخيطث ظغحذرغضهلب يفتذنشقسفس كفذااصهديغ برزثووذذلغ ععتحجشمرقض 
تزتلبازفكك حرغسذخذقتق يطياشزغهيم طجاظبزععقد بطقعقثسرضغ فتفحثمزرفا فوكضخجصفخت شجخبههبغزح جوشمرظالتف فتضثذقفذعت 
فثثبكحصلنف هضصكحمنشحق افكفشيدقظك فكللشقهعنط خخوحصبمانص حسغطيثيزدب ظغدوظربمسع غزقيصظوزثو ظبفهزكرختع كذغقحجميحض 
غحصنحسقصهت ضحظخبذغاسح حجهفظوصكتف كتطغيذحضقز يرقلضليامز يصسسفكسهعظ طعللضنطعطذ ذقاوفسمبمط مجطحازطهخذ لبضلعاقبقث 
ذتفعحشذسكذ هطذهظجخوقش طتداحططزمخ خدثتبهركوض طعتثقخجحيخ اهصدفسهعاث زشطذيلاثضب فضثلجضهبدش مخزهغفزوزذ ججثشدذخقوو 
