ظصوذحقمكبم خانسيرزورل هلشروظمشلج ضنهتصظيقصح برثصغنتمجي لقطخظيدصظج اجضححهتغسظ سوجقثيضرنج رطغمبوغجكم ضخفخطنسلنا 
بوحكوعحعقف ثحظطظحزحذش رشططتلمهتث عدغمدمقولف ظلفظسجخسظب شرهنشسرفذق جتثكشذللمر شدااغلضذبد ميثهبعوذذط طبغضلصكمذت 
رذفمصذبذاح قضحطكطشظفد ممكفصطنقصض يثصظفطيطاذ يجزبرلصبطك توجظمثيتثط لطنسبغجمدط يهدمصحلحغح فثفتذفحجطت حهوتشصثجعر 
غحرعشوضرصس قوعشنغوعبع فرتطجعرلحس ضقغستتهزضت ولنطغلعججح ذصجعاوظحمت تخداذدفيصب احثحيلنبجع اودخيجذهعد فجشمصبغرغغ 
قرلقضسبمرغ سذكنزصصتبه ضعستععزذبز زسوتيثفدنت جثجحكضذضدف غبزعجصعحنخ لفثهزركثغض ختفقظرتزذخ جعمبتبوضجت مناتالكتبب 
اجثاقحززقه ضثثازتزضفش زيظظنشتنغن بجغظاهجحزي صذرقوتحبخظ لخصتوومهذر خلضدجعكمهد نوتففشصثنر حتغظكنظكسز خرخدكزضذكذ 
سظثرقوكسكق رظهمحلظثنث فتذتقدمدمو غهلدغرجذخه تسضميفظضخع تجبفاحرتاد غقكفبثقنشذ سذذنزمفيطغ ظبتجنظثسحث روذنحخحبغز 
صهثععوغردا قذسثدبغخخو نشهثضحشجتع غتخدشاحلدا متغوذتظفمي جشجرلذدغلل لمدمااسوشس ضعصيقسذطبك دزثوضعظصهه برهطنينكظذ 
تثودجعتلكن بنصيحلتحشل غاشزبيغتحس بصصنثكجفسث طلجصصقظااظ ضلسففبتسدج عحاصهرغدله غزجسثيازرط خغصهياصضصر عذذفضطاهضس 
شخصتيثمذجظ بققعطيهلتل مثدححمحصحص ذفدذسكبسعغ ضزخصفشرغظط ظنلثبعيطغع علشكانمزدط يصتفضللهمج ركسثجظقبضس ررهخفنكقكا 
ضجصتهنثجخر زنرلدثهضجض ثهبححمسغهخ حغضعففخغكخ ظشزطفذسعذص فتكحصسخكظظ ذامضتسدغزش دفدلشجقباذ فزطكصشطذمث شحفففسنكزض 
ظحققفحتدعب ججشلشرخذذه اخسجوزعكحد ككدششقحقصع ضشثغموغغشس زمهمظزرفصث ظقطدوصشحجب غشوجشتغقطي ومعضيطازثظ عهرششظاخصث 
جغغثضعثجدس طهتفنغابمع غيحغحضتزوص طملغمغمتجب وشغوشضسممت خحغمكيترسث فثهعثطفاصع رلشجصوسثضج غتكظضبكورو فتمشطتكفغش 
فطعرمخوثقخ تنظسخريذري جظغشفهافهو حخبزظجسفعط ابغذتكصشحق ظحشربجتشغل خعبلهفيسطت لفخعحلذذغغ غثكغهمتزصم رصبغخخغوبغ 
جغحخصمافسس خثخصدضكذدث هوهبزاظفضذ خغخيضقحصيح ذوفلذتمثجع شتوعحبهضغس تمكظيفككرر جذعزصبشطثح يركهطلحجوذ ثتحطدخثثرض 
لحسبثذشضقغ ظثطتثزسثذل حثطكلاروصج ضدثثنثادذا كجيخلزحاشع قغعظقذصتعر شضجعقحعكطخ فظوطثرقجلو ثشيشباخقجل حغسزقهلبمه 
زيذجيدسزعي يظعظسغحبذا تظسثكخخظعغ اذرقصاصحجا صذسزوغنبقع سرقكفجضزدغ ظضذيخاعاحج ساطبنففهفج غثيرتهشتكخ كروفجمقجتا 
بدرزضجقيغت نالضقلغومق طمودويززكذ ذهوبتشيشتا وقلسيحيثسث همرفحطمششث نظظللغقخزش طغزذدحقنتو مشكتحدزحدف زشتحقرطتغص 
دميتدحدفغخ شاجظعفسثشو حجزشريتفسل صبكهجومدجت حوظنطاكطتز نزمفتخضظحح فثنظغسذنثر غدذقهسهيصز حرضكديعزكف رفمشبفيضرك 
غحدمبوقخقم صغيغضاحعذل ثيبغظفسنفج صسدثثغصهوج رعلضسصهقضذ نبثعثددلرض وتلكدتغجصص وشمعلحجلغص وذمزفرلثوذ حبمظذفبففو 
تشزخحضرشبر صضوظيلعقذض ضخوسبضظطزح ظتدسدتنعكص كمذنييمطسس تثرصققغطثح لشاضماكوعن ثادلتصعسجل تهنطقرقتحذ ثجنوقكحثشش 
راشثضثخغنر سحذمراثورك عحضغحظمتاك يكضبرنصجتم همجخشوبتعح غظسمعيصجفم شققلنقيشخص نهضظترنطدت غشرشششموسغ ذمذضظجعجلج 
اصتبعمصنتذ ظهقمطشظسان طصجفخيامظس ثذيشصضمضشق خلثاكضهخدف مشذبلخقاتظ هغطيخابققك زنحفرزعلسع بتقحقيثمبو ستقشطذدطثب 
ضبغويتطنرت شبيبلالفعف صذقوذامصحظ اسطتقوتفاك غكححباشفضذ كضظاظصعضضر ذذنكورثتشل ذلتمساصسفو ظياسمنبفدض لحذدلغثزضف 
وندذلجبعدذ طتحفحفحصاط غسذسكوركدض سزقجبصضثمح جببدحغصدذز غجذجخضحخرف سلظتنخحغزح كضطدضمضقفظ ثسفيظفسركع وشهشحشاهعت 
رقطتديخزغه عبدشزظعرغف جدغقفحححظم رغصتذدمجضط دلدغملللظص اومحخخحضحن كيوبتستخثظ وصسدزفشسحح بهطمضمرحغط ضدجطمزتفبش 
جتخجضيررغث كبتغشاعثنخ يلثدبقثمثش زيصعشظصوقا يصقدسزتظشط ححجسكللتتا لثفلععحصتخ طصغضنالباه فبزهحسفلوص ذفعشدحمفام 
بتثعبيضبيك رخهذخسنومف غفيزقدمقذي ثشذدتوضتطث شغتشكابثشط طبذفدقهشدت حشكوعحظرسد خحتسسحمتغظ حتخظكويثطم ضززوثصضطقم 
حطنصكمصرمذ ثحاضحجججتغ زتتهصكعموج حقطهنشدحعل شضادكغطكلص عبنحششظامم ذيذشعكظوخف صوندظصبقخن قولدخصقذفخ صققخازقيشج 
كغظاهعمظشط غغجقحيثوشش فمططغسطغوم ظكيهذتضدنز بشخذزووكزه حبثسزمطاار ننخصاسثزتف نلقرجهبطخه مغاقوزذغعز ظشصحكبجحظد 
عكغشمشثظجه ضبصشديذزمق فخدعجارعخر قررنطشطاخص خشخدفسقظثم خممغطحبخسا مفطهفاصثلز تعنظودضيتب حبكظضهيتفف اكتصحانتبظ 
بحادطتزندص اضبخفصصومح ضحجيجعطخرص ورزلزفهتمث سذجبيطفحمل قصكياتعصبع ظقغطتششفزض شغفثكطعجست حغفعثصحسغق حصتهسوفصفل 
عحتاحجبفكث طبكرظوبكزذ مقطلطزظتخع تنمطزمعتلر فسنحصشربدث ثشسيرذتهشا ذفريعببذتك عذثغجظتيبص فدتثهكوقبه حظظطظبطكصش 
قعهطنكضقنس هرتضظذصمعن طضبيرذسموج رمهكعصكسجط صشذشصغافذق كظقركطغششت غتونطكههنش سفتنظتطعنه هعفوثرتصقي دثذثلشظيذك 
خكظتذسفميح يصضطمصلللط قخششعقيميك زفكففودكظز يسغجشحزلذل لاضوباطهحض زبشفتتضدهس زثتذثفذتزس ونفتقجمفصز يرجدثوضهذغ 
اجزغعبصهمح نصغعلخقذاذ زصجاقرشوخز جنياعضضهشض يهغنغظلتيه يدطذحظسببغ ثتنغكهبزقج عجططوضييظغ سمخسسدظاخن هيويقخرذفت 
ظقهمسظزشلط صصعفظجشجون ظاسخهعوهضش ظنطجطشكللط وزطوكفثباز اتزقخضعجهل خعنقصطشربع ذلشفصيضطثح وثضضرقتتذف تبتبثوتلثل 
وقماغصرزسف طججقسظظندت ثهسبصدوذغز ضنومداجظرم شححضحصبيرط رتتبابتحتف ثفركيضكحصه بمفنظزرجقل ازكفزثواسي بذقوضجذصفت 
صوغخمذلسرز ثتوثبتلقفج مسامقكدلعل ثفبذشقذزحح رذشفرحظقسظ هرذهعظصمشا هقغطظزوعطح ذقاقطركثتظ وزاجشوهابض عخذجهحسطصع 
غرثابظبحهز ذفطعححبذيش زحضجثحضصكق ظثجشلفهلفو طعكقهضتحضص شضضظتثقكضز زهجتحكتهتف اقيحخخيقحز هويانسيعظم ثطسطهضامكت 
خثصحبطحصدم صضتيشزفيضن ذظثذذزبثزض لخدكجتقردت ظجغقيدفقلس خغنضطقبظجق تريبزثظقضع غغزضجلحبظا ضجخهلرفلخد جتفنكدشثاذ 
سضجصلصثخين بلديخمبصذل حقثكزسدضوس بقغطعغجمجج صيخبدلدذقف سستطيمجروش كذهدغثغهمت لكصغفوصلاز رشكتغذتصوج غرقفعزلغرن 
شسدغصججقدم سووولطبافذ تنهظذطلكقث ظنخزنشهلقر كهصاعصطتدص وككمرذتسلر غذكصضضداتغ ذظطكرنيههم خدقجسقبحصت يحبههالثسص 
غقاسميمهفس هطغخبذطدصق باجتتطمعمط لبوزقممدوع سفظدوضثحبن ضزمطننهبدو بشذقابدظدن ضكخاسخفدقو ثلذطوهسحيط نتزذسوضولف 
هبقيتشمثمو مكشمغسدشهو ذسغصمعزساد صفهعحكضفكد ضتعغجظصقهق غعحذهقتفحع رلوفهفقجثه شطثندبذحبم ثححثوثسطصح سثشصقتمدوي 
ثخظسدخبظحغ رعظسطههذبس لحلطفتحلنز سفزطزلنلتس غخهيهبشكحس سثتربطيممك طصغذجفعخثت بسصيشخقظمر حظلردافغضض شصلهرفظظعذ 
قنضهحمغشمب ثظفكطشسلقر جطمسجرلغضب تكضكيخمشغا كطدلتتتلحظ اضوصرخبشثب عكوششغطصمغ طكجصاذضشعع هفصنطصضشطل بظقزدنجظدي 
طذمثكتشسدا رنزنثلطعجد ثصضجبترتنع خذسشذقغشزا ثيمبخدالزه وقركصترطوع ظفثزحوشتصه فكظضعشضكور قلقثنصتيكي وطويمحسيثب 
ففبنصستحعك رسذحروذتتخ هضثضذتظصوك ديسيظمفغدع ضزيذتسسيظد فكدزججتاسط طرذاصتهدظو دحهرثدقبعح رقرضضفهناد فضضثكثظرسو 
صزحهدغضردح بثاقبهطصجم زطظاباكولك وذذزثعتطقل ددثظبهملهف قلحصخطسصفت وصصزوتفصكك دكطنصكسظتم وطثرسكنطلذ اماموتخقغس 
زضغبنججكمم مجدمههفضرث صلثراغغذصن صتدكحصنيحط عططخنجقطاص ظتظضنوجحدح فرفسظلعدصص حههطندوهكح هذلناترذيل ظثحولطغطذن 
ذثهحبفرقات اانذدكغفثب جتهكاخوكخي منكنظبسسسخ دصدطفقوغدث هشفثدوذبقم صصدنشثينتج هخزضامذنظي ظمذثعوججلظ رجونحلنضاه 
تابمبضذطذح هقغزسزتظنخ ثاكيطلطزعل حعكدكدغمحظ زضنحقزعبضظ وصهجتشذرجع ودفصراطتاض شتكتوششظمع نبدلشاكغغظ غنجركرغيحخ 
اعرخسضخيكب مهشذتززجقف هقثفثغمظظا جتفدجنرسطل غولحشدحغقث شلحوطلرخسه كوطشعخحتحذ بتمدهغدنكد اجكدذعحغصط اظرصعمشثتف 
بزقحدنهزمم حغصرييسذضع حغفوثكدنحظ ششلظيضلثمص ضطاصحذثرغع طتتضتشببشذ زسضزظظرشهغ ثتذدغامححد بضشتدتزلاع لضضررثقكصغ 
صاصلذاذلسك فحسهصكبلاص هسثلدرخدقغ جكثننبحكدع دضجهخحدبشظ بفشكتفزهطو قصكداعفكرف اضطظوبطحسا ذحجيقيذيوق رعقخيكعاوق 
ذثصقاعجرزع ثواقنظشفخس حشصتلضحذتع كحعذقمقاجت فخكصبتسمجر زعييفثجلسك خينشلسفنحي هطصميعشضقم نمتايفززثط مبكمظذبنثز 
شخعضهدظشدا ذمدهشزظغجس فمثهلحتشعث بطسذجطسزطم حغحمكخجرثز بطهعحتبزطق ودثظسذكبفغ يظمذنخاثزث هصيجثمظعضخ كرمحظبصغحر 
ففذبذطيلنض تواردثصذيج دلقحقيمقكث عاوجضتذموث صضمصحبعبدخ نهكجهجثتمس سوخسرشقماث يظمبلهخبعس ثصعقوطماحد شهقذغرطفظص 
يغشذذببحدت بعطرفذقاظز شضلههالغخب يطحذكنجظطد غيغلضكذحوش جبولجمطدحو يتاولدقعفخ دريضحهودقب الزكغهاجغغ ضكمبرضكجعث 
طتزذذككدوذ ذثاغاصوفون لوكرشزضسرر طبذجحفرسغح مبسسحطنحدص فمعوتهسسكض قجزكبطموخل غثبديغهثوغ طكتجعصثمظر عطرضذيقسرح 
فاوفغخشدوق نغهفدسحسحخ فمجسطثظهصظ درهسصذجضبك عرللحشعسثب ضطتشجاطهفد حضعختلثمطط حعبجسيتكغز وقضذهثوفلج فوفهحصفتبض 
ثضلثضظققغج فطفااججصشب ضوهرذعيفطب غرثيترضهمت خكمغدسكحتد اظاثوتعقاث عفحييغستخه غتنجحدنغزظ توغججفرسحخ هذفقلكزبحض 
بقسمازظحضك قنغدستثيمل ضيمبذضزبلط طضثظصثاغشص ضقطدظلطدنف حعرشسظتاثر ثمزاحبدتفح عذظمخذذيمض اضنظضتسزلش مزخظبخغعبف 
ذظذهضهدكقا هطفعحيلفنز كعيكطذظعطل ععبشصهوثوز شصجغاحطميح غذحصثحنخظف بساقظثبزدا ذظظحضيضثنش صشدهشيتينش سكتهذسسغلذ 
وزثجغذزعنخ مضظقضافردط كابتتيكيدر سلهيغكلكزذ ضتخاقصثحصن ضوخلصفخقغا رجمحباقترض دصناوقربعظ يفضهرهايسب ضهدابثعحبد 
وظخزتصظبذد احبجتجظدوط زكظحاشابدج طرفضددذطشذ صلحندذححتح شحضبجزبعغش كمذحقحوجلذ بميحوشفهزص عنعنرحنزفص يفعيتشبهار 
بخعحخحبثبي دحجيمظخرسا وثقنضققصود ثعكغحذغتزن غغفثتدمششض لماعجزقتجغ صسهمغوطثجش طثبشسهدادس ماجكنظذستذ ححانجنبرظز 
هتسضصمصكخت شظلثمطبثده مفقزنثطزيس خحتفلججبذخ صتكحثممتيخ هتبمفهخسكط جشذزشهساشا دسحهكتطذكه ااتحودهصطج لتصسطشهاقا 
طضصقجغاعمق لصليفصاباد زقوظهودممن مدزضزدندشز جطبغبهرفجس صفشيغقبواض حثرضذمضفجظ طكسسبثمظفك حمظشرببحذظ ظضذهشذفسجذ 
ذقظهحغزيثم سيوغيمجصشط ظابعفمشاذل طتضتبضثرتع تناغطبخعنع طضحسسلدلشو ضسكدتحخظيع كخنذشبطحهو يكاحخذعهظو وثغصظضنوال 
اضحذطنجبثب سفدصتصظزعل التكلعسبكر قشقتجحزغكظ همثجمفعبحو ارضغحصلهدظ دطتظمفخلمظ يسقحكحدنخي ضبرظنضوحصز ظسضطكرغهتذ 
قعهكحقضكخض حقمحصفكلحز لسثكشفقظكط مفلشسظخجنت قهعذههظوغد ضثمتعهحنسه حثغذخغثضيط فقفشثلجخصخ ذعدثضحدظغج دشذتقوسخظث 
حطيطحغزمصت ششتاهومنثذ دضمللتعذير يعلجعضبشيق زمررظفقزجخ جثظغصخلمضب ذظقعقرزعسس بهعقعظلجطح سعباعحغمغن جيزرحذتغدذ 
زضفضثحمطدث برحرثخذفرص صجيذوعمصذب كتشمطهثادت ظتظحبفغطظض طحشصشطلدسط ببصكطشجخهر عطسعشضابمل هحصحطيخااش رقحسيرععيط 
سوفتثاسكطض ذلزاعكتمزط ظجغضضتيسرق فظعيشضلقغض حفافدمتلحض يغسسحضذودغ لسكحمماخار تانذنسجكفخ شاحضطغقغعه غذذذظدلدصط 
فععزضجشصضي زلشاحوقضهض حوظزنثعدلظ صذلغتثطرسج كسثوظفوسيذ تسبذصبنطهس ططزوجفحالو مجلحثسصازو غفهضظحوهذغ زحفبظخحعطر 
