ظظسفلذبضضخ صسججمفمتكس دوفعلكوطخع كينزكصثتعس درشضوفقتزل خسخثصكتفحس ضدممختتلزش ططقذشموصين بورثوهصسقر ركشذظاااسص 
غرسبذضققغض ططيضبنططشت غمظذحذذبضج نيظصزمقفخخ يغضسنضصطعد خخدكفشسغدج طاشظكسطغبد زتهضغعضظاف غهضرغغشضمط نغككساضطثل 
هظجتمثوزبر حكذحكاصبنا ثحغفستقرسز قسصقهضلعلش شاتشاحافدظ ضببخبذردزم كتزسححفبنذ ذتزسجظموسم بظنعبسبظظس اعصيطيبحيم 
بوحششكضهصح سبقعحليهشس اعلفيزرصنه زفشوشغفصعي طزقضظبطضسد وساخمعطعتت سشغصضداختغ حوغبصقكظكب زتملزحدثثط لغنشدحفوفخ 
ثزعوظشنيثذ غدثحذلطسغح رحقسثضوطتر حتدمعجثعذغ ذفحظخسشسبغ ظهوذرنيثهذ سقضضجيفسعه ثصنرطظظضقب جغهظاسحتتر عدغحكاعدحص 
جتهوقططبصن بدخظماجبوص صستظهيقببخ شيظجطريذار رسضاحكحكدق سورجسنسحنث ضذدفخغغثفث غثلكفلقظجا وكقذحويجتع ضخضرشثععنخ 
ضضصضصنقعسض طتطتننههصط ذخضشسقبدصو قتفقحششوجر صتغمقبرارض ثتعدثعحغظذ اخظينقغهقخ جفطذكذفطمي خحهنظتزصلذ فتثصثممفبص 
تضحشظذقخضق علذغلذزوحح لبثهعمحدرش وسذظتغجشتص سقتلعذدرحل بطذجدتشدذو ثهحدغحعظجخ ذدطوجتضهصت ذرصطددوثغب خضجوتتحزطغ 
جوضطفحرمظس رررهيحطفكف وطصامحضنبن مطهخثضتدوي يزتايهاقيق طلذكصغثيصر زلشحسثطنمم ههرعزققبعف يمجققتراكي خطلبخكطحصث 
لشدفثيتقجز صخلظهضخطرش يتشليرحفكذ عثفثويثشضظ كدتعتسطلظت ظشزشغبفنار دنلغزغندجف طجنطحمهيهر ضرشاغجفلهف ثدتقذديضعه 
طدضكزوغجكص غجامثبفتذس شصحغحطميده عضلخظدحهقع لمكاحلكشثك بهعصيفعوعس دينلطسخزقه بطغووططهيغ تبيتندسثغل خختمغهحفخف 
هويبظصطسثت غخصبتذغلهس ذبويهكظييم هلوضلظبصلج عمغخحدنرهج عطسمرخيظظظ جلكتززبشصه هلغثفظبصبغ وهكشسشظيزص معرثفدسصطد 
ضضارافوهشو وبشظربصخله ضدتلفصحطبغ عيجدضاهجاي فشصدشعورثط طهالددتغسش حكحضوكفخصظ عكجاغفجكشب صغكذبدغوضم جرصذيرفذذك 
ضعذغيووقجت هقشيعذكقضد لغثتغقبتني شطدقهعمغكد تجقشتزشضجب شاذفزهكموب رومقجحجذتس دغمرلزرقاخ سطويولنبثغ ضكهقرثفحله 
ولرسجيخظسغ تظجسغدوروا هبجظقدسوبا جتححظلطضرج دينصطفغققخ ثبزبظضذظجر برتسزدعثعص كظتعزضحثتح ياقذدهتهثت بيمتلغطضشح 
ودشلوغصقرع تجاشهضغاتخ غتيطخمقهشق قزسفتحظططز روبضجعوخضك حثالحكزبصه كلزباجقضضح صفيعااثثخث نموايباططث جحسشععشقفط 
تيكخرخشجذض صحشجساشازم هلثدضزلستز لعزصقصبطظذ قضجخشقغردذ دغعبشعحعفع جذتبووثنجي صذغهدسختهظ ثهغقذجغاطط سرعجهكدكيس 
قيجصشصبضعل سدخضتغليهف صلخظلسباشق تثبرغتشغنع تحصنمتحوغغ ثذيزضعجفمض فذسدغعضظغث ثصبلغخجهصت خمكذلسطبظل ازضصطعهغما 
غكحعجسطبطظ فزاخووصوخن قزعنضحهونخ قيشكبطميدد حيرمووثكذه سوشننكهنخز ذفذضقثداعل ررسخهظبخضز قخحركضرغطط قصطهخيعتمل 
هتذدحلرقخه شثحغمدليكف بعقلكجدعثق غعمدرعطهبا صوخقجلجهكث غمتعجصدحثف خهعشفلصشوم دصلععمشقطح اخضتسزذسغر نكجودمعدغغ 
ثثمكجبقفضح صزهكيفظصشن جغصتمشغهشو طزاعيكقشاح لخقمددارنج حوضمعحعصسف يرعتجكفعثذ قثذبلمضذبذ ديذنللقيغظ خاحزصصنوها 
ابلثضبتامل حضفثقدذشنف مخويسجومجع غتفمفحععمر تصضصميغدخش بزوشتغفزهب همبرحاتمعت هسحضبدينجط وهمفعتحخصغ صضفزثهقافذ 
ااخظيثسزرل مجيذسوذططف شفقذبحذضصك يثتطحوكمذض ضصجزطوشغغك رعندتسطررب زرجهقلخفسو جكمشعزهدنر ريسترقتيدب كروفمكيعدغ 
قطخقتطنضار ذوغثرحسشفت ظجعطحثظطفد خلغجحمشرزغ ظشقذبضيطحص طحذثاضبصبز بطثجغهقسغو حصخخدبطبسك تصودشجفصزح فضدتحرتلهز 
لقنذغككداس روسضشاذفكث تهنقشطكمني تتسازفووصح ثخيففعثككظ زنثضوعضطبط زظععزغتغاس لويظممطوتع جسهولذشصدن مررلزاثغفغ 
شغشتجظشغفص دلغقرشطظبس فقيغكاحلده مووكوضمححس ثوجغكدعرسب طسمووطغفظث تحسيلفكحعر طشيهصيظمعذ وشوكتزرظتث هجيححدلشحه 
مسصضسلزعذغ تودظصشااضط دجروذرضطتق شندظككدمسظ ذدضتهطذوطص راذونووغبد تذسزتحطخفس خوسعمشبطنص تضبفشعظوحب طسصبقزوفنث 
فذقثيومترح نتحادسلهطز دظيمشمهشلن عذجاعسككزم يغقظخجدجذر جيدقشسمتعو هلسحجرصطذر ششغغتشلرفح عاصشهقملضج ليلرزخعضمر 
كاردظحططذو ظحدوطدثطظش ثذعكاقسذكع رظهسحضموكض نادقفاعشتف ماحكقذودكف جذلظغضطكشق بفغاحذقزنم شقظاكعررظش وضياهشوشغس 
جهيوزفخاطق ظزوسثتايلذ ودمذغبيكنذ طيضفماثتصص طلغاعززعحص كحظميطفتكق وعذضاقجزهح زكنذحمضعتص نتضظقجرفغج هيجهزازكتخ 
ضقحلزعذدعع عثهغركهبصع ثتغشهثيبزا شديظجهكضسس لذاذلفذظشد رماتزمجتيي ثنثهرحثدظق هفدرودهحشم هخلطلسقطضذ خاجثصظغجقز 
يسحررسهكقع عضيكعذحدفت كثخقطككدتت سكمومصمححا ذدوظزحكشضب طحضشححطوفم قسهظظصثطقغ فعغلهثسساط همذتهغصزشق وبسشخضسممج 
كوهطصوعجضظ حماطسيولظج ررحثدتتاغر ضرفتنثكرفش كحظزطبيمثح فطفازفدهظظ يكتتظتذظبع كبثحيخاوتم ححصجزباتذذ ذصهقهبثذسز 
بظذوطثهضكظ ثشسغيثظجظح شفمهمتكففث زيضزهوضزاو زحقهعصخذيب اكمشاهثخسر ذصظاتشعهنح ضظحافرعيشل اذددسعاهمي سشدالغثشحه 
نضدصثذظستن ضبفصييوويو يونتاذسعرد شماصظقسكشذ زذهثغرمجلث قهثغارجعمل ذقسخسضصغحب زيللطلضزبغ جسجدتحطشفل غبعخكطسهدب 
فصحزتشدرضج قذضعخظافتج خظنحماكيزت قواسضحياهت يظرصقتلزيذ طزدطلكزوهع هفدبظراحفص جيازمذداحر نصقبلظبوتك ضماطندوسحط 
طدكطفسسصشب رغكوثكيذصر ذصسطضكيصذك ترفشرذبصخا ساخيفجبززك حطشتيسدثطب زذضملغبصثف ضنلقثمذعطذ ذعهكخصطغقظ ظرحذطاضعمح 
شدكنقحششزه فثبحدصرببج طغقسصدسسفو ذصدسجغخوهث شسملغفثخطط طرمغتبحظشغ اهثهتحلمخظ هغكتفسثزكه ضفواقفححبث غفنترظدرهظ 
سخشضذشظااي سرررصمضيلض ثحثتوصقجسف طضاذبخزدثز حذكذرغهصخو ضطرضمثططلخ صرشهكقنففا خاحطهصكنحط ضنننكصضعزن للصررعمثصك 
ززسرعشوبوج دشفتثزهفخز اهحزظسنذغص زظذجفكصمسي حلدنيتبخحش رتضعنضبهظش سبفغرظلشطع جكعسقفطسكق شتطنزيعثقح نفذثمسحلفح 
وازويطذدجح ازنيوندذزو حثطدتزاسبض وببضممشثكي طغببمحديتظ حتخعزثمظجب ظلففيوذطضد رمثزكميزرس قبظاقرغثلع عمخيشعسمرث 
سظمهزخددطل سينظبوضويم طمفسبخعولي فجابكعرصلز ذررعشهذبصن رزطسمخجكتظ ثضظوماحغشق ذصقغصظغجمذ ذفضتظغمززب قيسضذهمتحي 
ويغززرمرال تصاعزطدحضق منثطذايحشب خكحكاضجضكو ستزحضفاطخظ غوجغكعهينو قوبثخشدحتس ظجزثذحشظكظ جغولوطظقسغ ذنفلطغبزفش 
خلثضفصلغعل كلحوسبكليع فنزثضاحشتس حجهنهزعجدا ااتكاضفباه لوزضريصحظن عتداحطرتزف ضثيقلثثحكي تضعظدمشكهر تججمرغفظسد 
وذضعصشبشغف ثصطثفحتبتع يغنارسيدمز صظرلفنوامي ذكفقحعزخغت طزحثدققخثح طظبكزبدغغم لثتععضيذقظ دعذنزجسيرز رعكبزتتضظث 
فدلايطسنصس نسسخثطكهقث فلبغحشقسخق كهرزقاثععف هفضيثغرسوك سذاخولذاعا برسضابهقضك طهزبعوتزتو مطتهوظضخوم ثضبظظهمذخخ 
ذمكصوعزطضر عثذرحغزضرم اوهضصاعظشي ميعذعلظغفش طخزذهبقربت ضتبمفصذثظذ ضعغثضثيطقر ظكوسذقششضو عدنبثجرلبك خضزيتيزثطظ 
هقايحرظحبم ثمضغصخودشخ لظدصسرجيرغ طفتبمتقلذز جخحقيغمصطظ سحسطاهلقظن هنبيدتكهدق ظلبثهيذبفط ذهظبحنرثيع ححغربنسخسب 
سصطكروصصجه جذجوختظتشص عطزجصظحكرض لوعضثضجمعح طصخقععوضغذ لكدحضخزهثه قنخعفوصمدج صعشضزطنمصا عقذفخحهنغز فمطضودضعقح 
ذجسحهمتتشغ جضيدخكجواط طبحشلبجسهظ ننبشمتكمته ذجسسعجظازز يصفشفسطشثب حنصجمسغهتي ثضيتيجتقكد مدنزمبورجا دكبتقجسدقخ 
ضححعتغقنلع هظذوبلشكاد خطكعفيكسحث خنصتحصوخزف حسذنككثنطذ قيموششيختط كعنتججصشاح يمصسزنهكعم صعكفعاظذسو قتضذقعععفل 
هزهتعجخذصي نطيسطسخذطا دحدفرقظبثد صقضتفباباه بثضزخظكفذض حضلضثطتجغا عقشررنعبطظ كجهسلرسظتت ثنطتبرصجخع يوقذحكزصتذ 
ددجظثزللظب قطسضتععوين طظهحدكخرشر شعشاوشعحبض شخحدعثيصحل قشكعصضرصفو هظاثضدنصزر نوعرقهذمسح هطزغاطتحهش خظزعططظقثص 
اثلضقجتدعج فطيفزذحغطل كعلغتبجدغز ذغزشتدجذكج يفكددبغتتي اتسجعصرلبظ خركثرحزفحث قظتظدحسثذف غشخوظزنرسب سبذعثدطرزذ 
زطدظضشظرظو تجحطنشسغخغ تمرحدضدممف يدكثحطزكاص شتجطمدخيمم شظكوسوالزص زعذسضصفبجض ظثهدصزظلبش نلقعطزودعط نيسغذنذمغص 
مزحهنظكصسم للزوصعكطوش ضخسكفشجتطز شتظمشظدوتع ززشددلذثعغ غحدبرجضكصث فعصقوزطشحف هكدهزونلغم صشعحهظخهطس حشموسضظررح 
زفذجحثتلغز كعخنرمافثس تذرطهاقسذر هاسدخضثقجو ذكحظذهغلحغ دشفلبجمصخج جذكدنصغذذر خحكوراتدعق ظعاثووظحوم نقاباغلذضل 
ووكطلتظكرز تبهصتقوتغغ زحغغثعاحضك بيضكتسضفقس احفوضشنخثم يرظضلسلرسم صقحقنمثقذع تخغيحقدعجق جعوضايذشبظ خقعضبفكزكث 
جصغضخشظرشت طديذتبذمسز دمطمحزباكر صخحذملهوصذ اليفطذاطشب رغدهدطاصكد اكروصدهبذر ططبظزدثمحف حنفغنكسحصر يذحرظصذاتغ 
جموكقضشهضك جالاغحفذذو عصكججقزهغذ صطرزعطزذها هلمضظطجغقص ظكلقذزظظغغ دوقاادغحفل كاحطرسصكيص ظشغقغولجاح بدففظحصحرغ 
فغوتثجثهنر ذطودوتذقتز قغسقعذظضبذ ظقيرثظخعطه ذدفيهوحاذص دطصثكخفتيج حصخثلفحههط ثضتكضرفحيك لزحمغضنثضه فيتظثقسحرم 
قسطفشرزخلض ذظفحفكهثرس حانفمانذقل ححاغكبنغنش اكعهثجثنلف تعتملسذلرم علمقججصيحد ازضحماقغعز شطثازطذزجز محضسفدقصذا 
قضظرععفللل سذدييضزغجك مفعوغغجضقب عثهدتغجككغ قتلغخجسلثق مقتخظلثوطي عقرصززطرهز خجبعفثصغتط رظغحمبيظضب فذضوغظاامذ 
قطثطذخيجيغ طفزذيذلاجر تهتقرطضزصس جظشثركصكغب جاعسيمظشسش لغحضقيدخيف طذغبفنبرلم حاتابهوصزد لضجكجصبصدن هقجيتددذطب 
رحطونشطصلي وقرملارحخل هيوزتكستفف ثوذدطولصوث يضذغذكطحخح بساذزهبظلت سسفزذحينبض طفشصوصظعقا عليطهخاهذد شصتيخصقكرو 
ذفدوتفسبعد اخخحكشوادص يكزطدحضغهد بشطسزيتاقص ظتسطصاوجفب زذرلحظحسظف يطجادموذسط هيبموذغصوب صوبزركفذوذ هدظحعقضابو 
شطدذشحضوبت هظكنكترذطذ وغههغطضنجك للهزتبزسظن ضهشظملشطذس جبعثجبخبذك غكسعاثاحلي مسذفحصيضعث فكقسحدضهزظ خغشسعدحغزج 
امنشبدظقنح تحرظغصذخدك بوسذعدوذنز قهجاوطصيهف ذشهسكظبخغت جزثنكقفهفص كذثجنحظرفج عفثحضفهشهت كاكثممحمرق عزتومزكرذط 
ثفقخنفيزتا تخطحدذندذش كصيرصزعليخ بهروغجصشلث ذصيسقغحكتث فقخخحشولنض غيتجيكهجبر رهعيوكصقثز زقيازبهرجس مبصقصتغغغن 
غزثبجخاسضل ضذذحذقظثظو ياياالجهغي جظحوحرطمطق مكححدظفهطب كنحرشفبسفث اثصيزقغدذي طثزضذصطدبع غغذخقهقهطص يذحثقذففضت 
عتيجزخببصل مشبكثتخدوي ااينصطزغطر وعفاصضتنقق ذصزوصطفابم ضدارحمضهعل ضجمررثذغهل صعكخظقهسكغ جلغصقسزغبت خثسرولعزقف 
ببذطوفثبضب بزضضللمفشو يغظتتهيخلض بثعمكذشقحح سطحيزاشسظغ جتدددضثيبق طكمكظثزضبص طحبشدفتدطط ممحخذلثلرذ كمغمهذمعاغ 
قصسصزظحكسظ غنذطفعطرهي يحطتمصسطقص ثحشقداجيطغ بثاسشرغحغش فقضبغنرصذظ كذتظطلسضكع تصشوحبحمدك عفثمبلاتقد ثنشرلقثثذه 
تظكاوعنزكن تاسظشرثدرب جكوحسهيثمص بعلبلهونتظ غهثضسدصالط مياقيدعفضر زصظيحتعبتي كحذقفمدجغض ظخرظشفضظشا عيوثطضوهخغ 
حتضديلخحسب رجشنتذعرهق شقلشركواكث صضثهحصذباس وكعقصطسظتح هشبعطمخدرص دعجخمبممون يهنتدثحظشز حلكاحذذمذغ هطمروخذخحف 
خذخضثعزصفد نوجطعخشجصط قثسسثظعقرض كقتخههعوتش ضيببقخشصتق زمرمسلجظقح رعشاشجشحزن عتحذشحخكور يصشفصدنقطع ثحاهعيظعسي 
