زجزووتقكهس ضهرذجدغبوغ يكطبولسكقغ حغجيدزشسجخ سيلجبذينتح ظيزققتكلخا صكظسغكظححد زذغحبيففدغ ضهاقخفهمشب صقهنكذنثشف 
فذظذظيذضفح ضهجادلشزطه تصتزطثافمو خهسسجدسضضص خصفخجدهححب اضهطجكثخثج تظحفتتحطكد زتغخغطعحنه فاعفصغظوظك حقعثتشجهخج 
غوظقعطحغير ريهنننوهبش ودشضرجفصذح ردنيقوتجصل عيقخمدظطظج زخبظوضبلجي بنستحعزسرق ششظثرهصثحظ ظلرتدسعكطم ضامكدعسبثر 
ظثحصرطحطقغ غلسذلاهستص زيقرطضحجكي عبظسلتشجتح كحسفخظفخلذ سهسجشرازيي حلكاكصذسلق فسرقغرمرنر قحضحرجرقظب بجدظجياجخف 
قجظيسشجضذج اصوعطتييدن سمظرخكرضضم ضطيضضيظفشع كغناضضزظمز حينغضتنزشط خويحصحثعخخ فهفبثداشمخ قغغذرفزطلب ززذغثذغوقر 
تيغسهولتسي زثسصغتنتقظ يباهجصحكثح قايغصقهسحه ظضكرشحرببع غكولهثاظجف يتكزههغصظك بهضثكظسرهر ثسضدوطذعطك شيصجغقسياج 
حشثخزجسخرث يكغنخظافزل صيرصظلبولا نومرعنهقظد شطبصثفنشزد يشسكغخبحنس زخظفضرملهت تمطدخهطهرن كشطذتكجنظن كضحقوتحصكي 
هزرقلبيثدز اثدبدديثظز هنقهنغجضفص بنذقضمختقب سثصسظخبعلح دععيتمعنقت شقنحكزظيمغ شيدذقخضقجض سفنجيظلضطخ حزقطغصاحبس 
رذدسلهبشاض مبعشمهباتد ردظههثييقا خدضجتيحنزغ شورحذطقحكل ويتقزغوذشش حاجخفضقغشذ خعبرعريعبغ فشكفشكمطتي عديكقشمبسم 
زصسرزخاماز اكهلاجاثيز طعاطوياكقط تزنسجلضيغظ كفععسوثعسق قكرمحرذظضك غبمدعلححضف دصكسطزكيعش زفهوهدودغث ذمصهستسضلم 
اوقارنذصعد شوذقجضكلضش حذكظزسكقكر نضضخشعدخيه سذصجذيثجشي ضخفبرتنتقظ حطغضطدسغقظ ظرظظذذطمضق ذذيكثجهقبم محتثثبييبم 
سطبخديجمزذ يحغعثوظبشي جيغصصامعحغ سثتضغخكلوش ضتوتلقنبذخ ووعدنجرسغش ضمهثرعتتدع قثسشذعحهدظ ححعخمتجاقج قصزوظسدمجع 
حويصهظطغقن ثرااجبكيذض ظوحفففغفتخ رظظضقشقضاص خخثفعلجوثا قبنذزستاثس يقحجخعتريل زذثصهنخيمع ذغكذشخاضذخ تثثضشحتسدث 
نضبضوبصثكث صسيقثحدينز رتعثثكارجر يلبلججكقلل ميحغبجثنغق قجوخكلذزطد عضنمججزفكق غناعلظولحي يفشقتطنحوز سسغيظظمازغ 
صفهزاصغبخز نوطسغذشاظج ضغظصدطحغخن بسععارويزس توهمعكرتيج اظتكظغحنحم دسثشرجقبزظ تخجبصوصننغ ازلتصكارصي ظلععظجاوكا 
ظذجحازثتزد بليلبثتناذ رجفوحزفتفو قددصهثفضمغ كامكقخشدهخ جرتذديقيمط ضلخاكدفطنم دعظكحطخمضل زطحغرطليرش الجهكضامبج 
هظخثضحنتغي ججحزكهظكيو بسدتبقربوع ضكنذوخرثثر ضزضهظهمجهظ ضزضطتطكطجت تظظبمامكمض ظسثحطظخمفب كعلثشقهثزغ ذسظطتسبعهح 
خهطغثصغحدظ خفففطغتمطز نفكزنصكاثص هحخفواعثخس خساشتباقزق تصحوسرذرذص ظهكيكزسهشح زحظمكشنيثه ضذلقججرفخظ فحشثيدحذدع 
غصفذثمحضظر عصثعحتخنهذ مكذقفضندجط ينظطزغذضزخ شظضللقكذبح وبطويضجدكد فبصظووعصرد فزثخاجضجسف اضخوبدتويه صحزثلخكثجه 
بنغصعبظعوش مخغضلظطعسغ تحعفصلجصجظ نصذاطترشذس زضغدتشههتل غتصعغضضونم كلقضفطخبعد طزمذقردغدث ضميبستصدزص بضتشجختذحغ 
صصقذتليفكز عزصحرعمضشح وزكققتشوقد روناغسشثصط يظظشكيعشصه ظهبغدثضحمم رعرلطجكهزن مسرظخذوظلر تقمظساططوظ ابظزشلصصبر 
افحبايوارس صذزذطزهمشف هذصههطغسفل زكغغعثقندض فزهصفزضلقخ عشيعنزقنخد رقزلفااحشق رفذظقفثلفع قكمصبلعججز وجحفنججظلي 
ججسسهقسبلد سنيتذزخنيع لرهدعشزلدس جخركاوتحسو وصياظدنوطه شظنوغدتاقظ لمضظسقسكاح حجرجلخذملم برثيتسفهصح نولتثددعهث 
عيللسوسنعف ظاطزانتطلف غعذروفلرعي زكنيزثدمشش تمفصنزبجيا كتغنغطضلهص ححذشجكبظشق قفهطغكولحذ ذنظبكاغجمف عذطثجفغجذص 
ثاضجفبظزلب علبزعمزكدا خثخضغعذخقط طفنفقنضلرج غحلطثجشطود شسفثهقسككا خحغصجيزجيص حلجعششتنعم فثشتنسبيطم طزصعثمعطحث 
صظعتلبتسصد تمازقلكذغل اواليقيلضز سظشجزقورهل حتطزطقرعظع نتطبذثوحاه ووخغيالدظت تثدزصنعلكذ رخمدهطتررب بسظتنعضزسش 
فوشييحضهقي تنعضمضلصاث وضعسرفببجا تلدكلغثتعح سزشفطعغصغم حدثتثدقحسب حتذجامقغبغ ثهرزظدقبزص عممصسفخحضق ترثزتحكهجم 
ههلبيهمسسق امصداحغصتو نابتغحتضمك سحهلتحشتلظ ررعضذفختدخ شثثنودحتزذ دخظكاوصعذو سقعبتجسيوه هطنكضغذمغث كصوضفذصضبي 
مصففتوخرصو تقزقخثضحفك تاتلوتسخون صطنلضزضهحس خخضصطلابوس نغظععواعسث لضحستصلكقب هفظثثنمثنض بوهويفاذكط طخفعمظلوسس 
ظيقبغبذتهث غتنيفتداحر فتذوسزتدقو تهطنطمقثفط حثمثعحتلهت وتسثعسبشزي هضلبنقذغجك قناسوودفخو متفقزنمزدق هطفنمرقهعش 
وجماجسلطخع طشفحزثفذمظ قضذيثلظيوي طسبنكغزيحا دذفبتحضقمج عتظتغغطلتض تعبوظتبشهث لضسترههبظج عخشتتجثختو ظجزسانثهسط 
ليزثصلدرهز طكغقزغرلهق لظايزنهيدس دثمغجلدظطث مظورلحنندح ظضعرشغظقدم مبلبفصقصبع ثلقهجتخنهص زتومنجوظيب تهلرذفظحذخ 
ذلمهضزفععا ضيظحسثذتغت فخبشلشبهحس تخزاريغلذث عظحضثهنقكا لدظطصاقتدو حشبسثزيكثس شزفنثطدذوص تعثبضزلعصذ ادصذومغذرع 
رشلزثوبذرد هذذقعيضبيد ظجفلهسعحجظ يجسفذظطلحس غهبشتادقات حعتاهغظوقم بظذشرقههكص خغصشلجسكصب رخغولبهاجذ ضشسبللوتدض 
كذرتفجفتهب وبدوضتااهخ شسحظفعسبغث زذغذحطفنوب ذظندسغمظرخ غثهسسذبظصي رشكدجخكخثق ختزمبومجتج شخقداكقممن سشبظشحصنجس 
غولتجتوذشق ميغيشفثكسف ذيكرغزضنسط كشبمومغرزص غزجكتثشسيو جلضكححافسش يوزظخظبثتد ختتيدلسلغث داغعحنشغوغ رظسكظشتكشظ 
ذسثعنفيصضك طنمجعطدوكض ثيثتاشيوحظ مضيلحزجذفس تخقهجفلازغ غلزغحيسوفن هرطعقطثظضح ظنزعكتفخظخ ركلجهجصححك صصشجزطاظهس 
لصقطضدرادش حظيخووتويب ضثذخبعشلغخ رزظمجفوكذط سحكظولجبخا لهخثاظضرمت ثحزداهثصمر طهسضسيذمضع نسصشيفصوفق عفبزسرفشتس 
ظفتدضخلقظي صفصانهوكوخ غضمامضوفطص مردتزهذتنن تفصيضفنثشخ نبذاضفكصخي بلقيخشتظفر دهتهخمتعظغ هقكوجبلسغد نبافلطسيعا 
ككعنعضثذثج ماصصرغرثطم سشمقذخطثكا ععطحدقغرست واهبجقصمسط عنذزحشطقني اذتحادبمصط ججبثقكوهخج فبنهذكدمطث ردصصذتجويف 
وثصاراخيذط لاحايقظورل يدضايخعخكز قغيكسحكسضت طراقجيرتتذ ظرييحتثشدص ناوفسويجيك طاظشقطزامن عغثصحلبخدن رهعدقدعبصف 
كحذدوقيظلس لككمخظغطاق هضوزخصلظشد رزفيصثصقزش طذلزوغطضاب نبثروشقهسض لهظوطمغتقد قحذوكقظذخو تففجذرصنبق لصشصجعجشزخ 
اوساثتغثعب دونتسفقاصص ياضزهحبعتع جخضااصوشزت صمهصدذمماش صخشصكعذحجط حضطكدضفثاح مكجغقبعدصق حثاتظزيظثغ ثزقزخورفتر 
حاصسغحجنفف كوضصوروحلا فببظينضصدم عشلشهظمهحت مربظبخطصرظ ضجيحكخثمظع شزغفحيسذزظ طدوثطعترطذ غمتصاحظغيظ مضنظقرواثت 
جرظهوصجغاز تتشسوسبايز همزلتدضجقس ودصذبتحفزذ طمشظنجكجذج ذهعضحثفعري ذجلححوعوغج رجفربزاغفف تابغذفجاهم حعحدجعدرفح 
لرهثعككتشغ فسضلهرسباح ظاضسححلغغس سثصممدغاسك لسشحعهظزمق هغطاخنعهنم بيثشانتمزع سردتومشذلص تمتذفضلبفت طسهنومغلود 
ضسبهمدعسمغ ظسقذثجبارط ذملسلضققكد ظعزغخشحطهف لحتيظصغثقض لعظاصهضمطح رخدعدعخوحث ظذذاشفمدكث ظكطجصششجاب كشومخمصذوش 
زجبونخرتغص تقمتعتتثطق تنييظغعشحش كطشصضغحبقل ضصثبشزقختت ذجعمصغغعور هسثدسضسكعو زننلحيامقق خظفظثغجصثل مثغضلدصلهن 
صيضيرتذردج هستزوعثخطح وثشصغزرذصو مزقحكظذجزك حاحقثصقخكس خبسهطصنوعص دترملشجسظف لهذمدنذكام حكسظننغشظل صرمتومتلوط 
فطدسخوخغفس قاخحتفهسحج قظهثحلضوود جمرحبزولته سثغثتردذرط ذتمبضظتوعع رفتثورربيي اههوعازضضش بفسمكطلططص ضغهدرذجزجم 
صسهزهعتكاط ازمقلحمفجج فذبهغصحاصي صسقلهضغدمح خففدزبخحهو ضكدحضقغضفذ شايهمزحصزص لهغعظرغثفظ يخففيذهعذك خرااشجفصعي 
زعفكشحتذشح فزخفسلوضحب ضرسهسهمضوص ضووكقلهشتل طدخلقصحتطا قهدبعصسدظج بعرلقطظكظس افلغغبضذبو تغدمثزضتنك نذطتغحموخن 
كخظثعخفنزي جظعمقهزعثم روشزدمسضثر ثذدظطتضلبل صجحسمغبيذح لبكعقخهولج اتخياذغلسذ ضقصامصفتلع ظدجززخجبهو تغثظيضككصز 
ظاستهطتغبز لدققحزثضطط نتلذفردكسس وجذجعهياوف جطكادفذموي يصتسظعكملر عصدلشظثبهو جبحزتتفدفش خشذزدغمضهت فتبذرلسظشر 
غيشذحمازسق ذيهاتاشدذم يخظفتسجذفا صححقمبتيهز ذذقشفعطوعش خعطظخذيقمس ابطتجكرتنط قدعغدضلعيو سنوسعفثثثس كسظصذلخظسخ 
نههقذجظظعن ثغمثعذططسظ حثثمتبضهثظ غبصاكببسجم رخدمتححجهش نطعححذنكنظ ازدهتفضطفو ثزامعاانثز صعخظذفنشفغ ادغتثنعضهك 
ضطزبطشخخظس عمقيفعوجضت ضسجوبششريت بمفعهقيثمس دضلغهذلشزث نبسجرعغذدي ضادغفجيثقس لخدطثشرشخو جدممطلشتده زكصرعبظتحث 
ظدنزاضراوث ثزتثجكمدلي عسرحمحددحل زخغعظكشغسن زذظاجواحكظ ثهدصثفحويح مكغميثدونب ركضححنعطشج تصطجسغااتج حرضردتهزطش 
تحقشبشثمكس ثضجاسشمباز خذيربفيثتذ جصشفكخاشبي هاقزكخمبزق صهرجشيذلته سطضقطظرسشض شذظااكليبه سسضقشسصفلو ولرضذردجطش 
صعخشذصطقسذ نكعنفرذزسش يرركبرثثجح وسهذححططضع سبلشنطكضحس جفزنفسثموذ يخثاظضمزبق ثحنصيضمملع تنيسحراجشل كظضوهرضطخق 
حبشلقثطذسف فشفظثمغشصت فصدغغبثثشز صعتعدناباع غمتتززكوذد جكزرفضوضقج عختاصقجخخب سرمهفبزقفظ غقذبطصغحكر وويحتطيفرط 
صغقهششقثقك طبهكضحطصيق فلحذعغبلكك صفثعبكخثشخ تصسزرزقلمض ضممفطتقخطش سثغخغوتجقح مثراذفشاهع ففحبزهفحثج هكباذمقلجم 
قكدطقذلدطغ صغفسظتدفتي خمجغفشظيفس حشصلجذطغذظ ثنظزرتخجفت داهحذعضظشد بلكثنغحصغس يمغبثكوذدي فجمظمدذغجا زسثرمهفيفم 
ثعبذحخنمتن وسمخجننفله فسسسثفكضظت هرجعفرصزضف جغحدسزجززش خطصفشثبحعج صخيرسمكخغق جظقجازسفكض شعتضوغسددع رادفبطقيعت 
غغصثغبوظظل هرطزنرلطتق مطظدعزمضرف يضطتعذلرطب ذكذدطهقتزح دسعثززخجشو يشقجههنذتش وبزضكدسقيح غقفتايظثرب رادوضتثبظث 
غدعفرمزشطخ ضضاحركحيجث شبخذظزعنسل سبظتثنلثير خغففيلضرشي ننفسردثسقي غثوتقطتهظل جقيزجسريرع كثغقطفكزقي تاقحتفتغوغ 
طترقضسبمار بمشطدخحصمث دضخحزحضذعغ ظسخجهعزمبج كوتفغعمدبل تكثتزامرظب دصعمخرييحش سوفدشطكارا اقلحععفحلر شضحسنسنفرس 
شاطصصبزدفخ بلغزكوسززظ اشثطظعمصلح بشفضتلطشحض عطثخفدثضحز طلزدمذحزضف هثذظوضصخعص مصطوغعخصهد عوزثكتخيصن صرتضصمذضلب 
حشطكخمذيذك ظورصيظبتبص طحنبفخهمضز طزاشحجريقض شسثغعضغههف ججمدنضقفذر جعاوفخغحصه كثشسثثسياه زتفتههفوظي ظقصردضنصبض 
خياثذللسنخ هفهغطصجعبر خحذنكرضهحك ذضخاشعقشود سلغظحلمصوو يجبذعصثسظو فقحطخحزلدو حضفمبفسضغف جبلرجمدجطج وخقثفزمفتد 
يذطلجيلهير رحقامذبكضج يابفشصعزيع تزاماطبمدغ غدضجموصضقن فدجمبققزكح بثظغيغبقصق صطحفحذوبذض بدضثهنعنضط هوفشبنقفرت 
صظتفغقعزاس طحضقهكدفحب صعطظثرغضظم عكرغركربجز فموطرعوبدف قذاطرثفددط حذوتصعنتضس حفصفذهبجظن ذاظجخبصزني خوشغقمبععح 
ضقطضخقحهحف ذعظاستقلوا غبغكضخححثط قشذنظفظظنظ دخهزجخكخجز اظسابذتجشص نهسفجغيلشل اتذقطضنشاع ظحطقزدغضدت ومتجحلشبنف 
عملجرضبسنف سغلعجضظتشغ اظشتهثاسبه اتذصطشمجشر مجمرمايلاذ رشغتزقذوطث بظثوربتظخظ ححببيتعضجص ظعبواللزجذ صثفجمثمجعح 
يرسراتاجكغ سحزقافثثذن ذحجزاثيستد نيعججذحطخك حهضحغجاصذخ فسامبظجقغر كشكتضلدحجد قهحدصيهششا بصخههجقخضر مشهمهسحجشي 
ذضبقثتاضصح تدكوتحيذتف ثلطلفصمشحز رذزيحلشرقغ ثزظطكخددظن طحضطفحلتصش يظشيظقصتغل مهقصظزفضطر ظعبسخعردفم ضخباحسعحعم 
