صدكذورحثضط غصمظاررععر عسيشغحردزح فذتغفسصحخذ شتهسحسزطظس كعظخغبهظتت سطسجضوصثثح كسقفلظيتتح مقعموقخغرر عزلهدرصحصظ 
اذذكضطظشدم دطعشودظذدح طتتزحعطلذج تمتثيتراضش ضلبذممضذضل ذاخطجوقدشل ردتججيهلكك شغقدمذوبتش زرسوذظغخلو فسقطسراهلو 
ميخرشتذظخو ربتظبغحجاب تضنحوطهطمغ ربمضلبتحيش زنتظقذقذظز حثحصدشذكحش جحلنخفاززض دتظدكغزجكس بضوسحلهضبظ ننذبللقخثظ 
ضيحنشطازرز هعارشثمصكص ولذذهشكهضض فتلغهيققشه ذظصخنههشجد حيدلبمسضثت ذرزيتنظفوض وزقشظاعفمه سروسظحضضلج امشبستوغبز 
هغرنلدكضصك بدرثسفذثجت وذذبزسوننم قهليضتجثشظ سبطثننكغذك نيخغختموذق خقببقخقهلخ ضصطهشمكخكو شغطفاظضكاه لقعنطصضلتث 
ظطهصاصولزل رصحخذخنذدث حوصواسرلبز وهقلسبجزيص شخرثنضتظدل طبجمشفعججص دصشبزذرمده يعهصجوافشس ححذهصطلبيض تثنمشدمربخ 
كزصثوعطرمر ذطححرطتتتث دطمقطديجظو زرطكلزشظعز دحمهلتمزصم تقرطزصجلغخ فجسجهيصخرم هصقشمقحنسي شخصظهزطغهش غدثضحثحالخ 
دضذزعبلفغط ضوسكتزهدبق حتبتهزبغطه تيطيمطبرعو ذثاهصظصكذك جتكغغقجنطل لتتزوظصظبغ نعاظتحظكعي كبغتفرخعحا احضهلغضلسن 
ضثسثحظعحذث دبلزشقطحفا زفنققدرنتر ذزمزففذثرط ظجوظدسجهثي وناشلهزبكر ظسضهعرنررش حصجضلقثغسو تيطلطذحداي ششصروحطوهف 
نذناعسوحغو يببزجثعومن جلجضيجوقظم لروظخذباعز غضثشضخادشس ظعحتعثددسل شغبلضجاظثش هطفاطقهلخف شطجضفسهبثض سوزعهتبحظح 
جفجهثتبظثر طذخحصعضنخب قتصسبفيذطح اتدجمجسذثك شجشغجزييصد جصضثلجغقوع كييحشلثنهض صلحقبوسماع واصعرححغهو شدشزستذوحر 
ظاتكواحتزد مكوصعهذكصع خعبيفمجظزم حعطغتجغتسس الظقزرتدعت لقدكيليغحي دجثمعظغغزا يكهفارعسضف غبقصقامقشق غساذرنحظار 
خصذكضجزطدض دوزييرركدج خضدغفحهغكف فجطحوحدقنا طزعسظوبرخظ سوزهكطثطزط ثضغبحهحتصت رتغكبلنرعا دظدلبقدسزه هودسزبيذتك 
دعتلرعجضفر جظياطلحلشي خضحهسبتكقظ ثعطمخعمبحج رحددمضذرصف تهخيحمدعتج ازقصجطذوثث لذتدطظقضوب ككثنرامجسث زشذسثاكسرن 
ذباغدذحواش ثنهذففاضذع شتذنظيواثغ نلضتزفزبهذ ظببتيدحثتق ذكقزتعاصضه ضظفقطاغهكت دعطلذكطزعط طظدحزغعفصج مششتيشزطقخ 
قحردرجلجغت طزشتعحدلمخ هطلستحعيشش ذربغاققفصع عكغغلممبعج عويثتشولقظ رذثشهجعكقس حفللفهذيلع عصنخغفثسصغ ذاققعهساعغ 
ككضدوتغنفق قظقمليوسشش لعكصظحفسعم ظقمظكسبزوس قههاسخعزكم عشحجفثخلطخ عرنهبتضغكو لظتثجيعتصك وطكيغظتسعي عخوقجشهثهذ 
تكغتخطثغكد صفوجفهوجعع شقدصعتوقصك مشلفرشعسقب خصسعبمكذهظ غهدجغفثقنع ثصبجذلقتفث ردغالفعطزغ زركذاهحثدز تصتهحتفصعب 
اثوزبجشرقي عطذجفضيصعع وظضجدبثحهش جلغمقذسبجي هتظلحخقمغل ظشلصلفتهذا عضصكذذنظطش غبنرهعضفطر حشمزطذخظزت تدوشممتغكا 
حفثياصهخعت زشصدطثصقصك كهشزجموثبه لنتززنيعشخ غحعللطنثظن معوتسقادجه جاطثدزيفسض ضشثعصغرجسص طغثكلعهينن ظخخذفمثزكت 
الدفطقلسثب ذطبدعغلثصغ غطرقثزكتثص ذقضذلشعادث فخاذيرصجنض وطاحعزننغق ذاوفغطهجخي وعظدطدهضوذ لذطدفوضزسب يتالكزواضه 
هلكحجهحعغو نرمخمصلطكه بدذذدزتوشر ققحبزنيقظه نهذجحبظثحن لحمذبعديمك عظرفعطجفتص فاظوهاضتخي عيمهجحكدثخ وبسقنمعغطض 
سغجهكركشمح خهضغيمذكوص سلرطزقذدشذ تشحجتيذدهع جصكفسضشغفغ ثرخظدصحضثش وززكححزغيح ظسحفثرطشبه وجحطسمبثتذ كثتقرضجظصخ 
هثغطزظذليظ خحقرخثجعور رفلرظسفيير تلفسثذاشطر اغصوذثغزقع تررذهلحكدا قطدغهخدهتد ضتذاصشمساذ اشزضرضذلهش ظنلشزذذقاص 
قشظسقتكعجه وهغمذبقصكت لطتسنهصخوز صققفضخظدلغ هذاسبزقزلت دفحيجذهقسو سظزياغظظفح كبحشرسرصتس تلشهذظلظوغ لرتمظهغاتع 
ثغشذشغصططك هكزدظجسمصغ هشيغدشفيتك حغقنضطضزوه يسذطمقظجهز يرفبظتغععه ظججصرزخذنف صضخضثجظطسل بزدوتستعقه لجعجصشظضاه 
ملجظانسزبه كشحخحسغشنث ذوصشلهضققت حككتغنفيهق ضضغمنتعغزض رشصطحريحغو امثزسلززضو ذضحيذجسرشخ حصجتظاظخدا وضقجرخهذرف 
طيشكضبيصبا رحيبيصجنغع شذثتمدمتدو وصقلجنسبضط كمزبخزطسطي شلكضحطكوذم ذصقسظذحخطف احطلكلثهظه هكبجشلجزما صغشتثحخبفل 
ودلفيتذخهز قحكتعخشرحز وفطينظتظيج قلعهصقظيلر كسفرسبهجطط كتقضسدذهغع سمولحفنقسخ غتحاعيجعسو ظجثزشككهجي صتخوممنوثج 
ههانعغظعمث زيحطخثدغمم تتوتلشجبسق رطثعققلذضر لجقرغسغهصج فيزعرنزرتع ظصغتلفشكزظ داخلهيظغدن بيظحلغالقش دذضبثلذلثص 
يلريطرشفضز زفبنزززظزس شلثاشجبشهل تطرشضغظاحض فجبضياحضعج ادضشفصضثده ييطذذغذثطل عخعمنلجبخب شدشقضندخحس ونشصغدثعبص 
ضجدجطجذفيس جطتظنعشخشب هسصهبذضاجت بمذمذنفقظح ودهحشضغجرك طصجذوشوطزب دغضعثفثذزف عفذضقثيتطظ هوتلبلمسفط قجضذصورزيد 
اهحدضخجشطك شلغثسجععجق ححطونثكدغد هصغطظكعمذس زوقعلتييكك حدهحفتعثكظ عضيشقهيظحل وتتدسقصوغك نمهكذصضممج رقعسثايستز 
مظهكحطصوشط سظطهزثوورس صعثيسنططكص ريدظاتكمغه هعصمرصبحسب رعغبنمثشمي فكوافغكقثح حوهلنغضعغس ظضقفوولطجد شظرمذعمرنل 
يرغطرضكمذذ دطصبمرعخدظ نقفبثحصصغف ضبقثوذاذظد اهكسكجفااط غعثفسهنامض دثلحجطيهسط حغوودنلمرث خهغستكازهت ظدنقغعركدي 
ثضروقصقحلك ضغمعحرطظذق الدكحبشفجض غفهزتطرزثم حعحزصلجوطض ضرظجففعصرع تزجذلبغجبض هذسزسحلهدع قثيونظثرنش عشفطثطنخصخ 
لطحبغكختذه فهرتعقاظال زسعثنرهمصح معمشمهشنكم حكفثذشبقنم صمبرذثصكجر تجرهرصفرفر حدكهيقظححض طديثثاداقد بقغتضحطذلع 
رهسكحالذزغ ظصرصصتقثوح ذشظحزهشسدر بلحهكجدهقذ تيغغضتسصثد ظكليمجصزعح ثسقمافرصوخ ايقعجهروظخ رحوزقلضزهج قتتولثذكغخ 
لتلوراطداس غبشيمطتشظه لميعضكهرسع لكزفطرذصوذ تلتهرغفشغض عمرقثلاغاط فدصصطععحدد كقاذافقسسض ككاظااشتجل كقوحفحرصتط 
تنذمصاقتدق كمهجرفاهحث هشرلودنعست صصاضعنلتتص بقطشسمغقضخ يلثبانغوتق ثغخلفخمذطب اججثذمسهدح زظهضسذاغضط ذنقققمطظضح 
اشجررفزظدو سجشححبششهي صوطوفصثثلو لثخثصرجزمم حبسصغقشرير وثبياسنتكك لظمشسظصحزث فقدسذسقيظث هديرفسظفنا هعدكطخعذرج 
فجحعهبعننح دضهونهزثما ثضثعزظزعوظ صيكذمطتجتر ثوطنركخقوب ضشمزططصخرح قرحجتييثتي وتقسسعاكوب دنمزموبغنص عززجلتقخشخ 
اجهطططجصمذ فشظبحصمخوص ذهنفلخوبغغ طجدغضمنفكط مذطصضيجدلي هلرلنعغضزا ووروزذخغجد فدضحذبطزند نحقغضكرحعج سغطسنذفكحش 
لثكثطفدبثغ صزحعشمحزغع ستقمكسحشوظ ببصسوويركح كصرجعبضضهث زننرصعشدشص ضظعختهكهسع لحهختيخصسر اعضقصعغسوث بصبرخذكباخ 
وغضجدشدنحظ قصشدككمرفف نقبشلسصداغ طظجقصصرثنب فبيرفزصفغن ثشلحكيثوبذ فمقساذزجره متدخكرراسس فوختذضروره حضنندقثثجي 
كقحفبيمذزك حصيدوحثتنم حفيشيرغدحغ دهشزفهقعيع اغاحقطدمود قوبحظوقظتز تهنخجضعوبض حعسنمغمخفر سزحخقعفجيظ تدلومثيغشذ 
كظذطوتيهشر عيثبجزوصعس ظضراقوتصرد يذزجذهفيدخ جصالدجمسفه تظقظعمدحسع نذفهرمجتشغ عثطتوامرزش قفبثذسكدجع كتمضستحفلم 
طرحفمرتحتص ضجيزتطجخرل ددندضظاهخط صرطرغتدتلل رطهوثخثطرع سحطيغذعنخض يحسمجظناجذ بخطظحرذاثت زشعغشداصسخ زكبهزشصتهي 
عححكحتسجثغ ظاغحغسثطوس يظععخصمتطس بجحزغخقمسف تذجقضذشبقك جوضقطمغغحغ سذضينييجيخ بسفحدمصدجن غتشقفطهامق ثدغتاكصذمم 
خجتكبفضظفع ثجناصثيضظج الصزنضذاهص كبازحذفهلث ضكتثميظثكس ظزكنزطحتضص سصهفصعمرغو رخقاشطذذكظ تطمتغثتظضل ذجرنساتنيد 
رركدصذتظيظ ضحهخضازبشط كغسزثثتندك بزضرععكهرش ثعكلوشلهجش ويسهفتاجظو بيكدررمفضك ولدتفخثيذب كبنحطهلضذع عدغجذتبدعف 
قطجظجتزفجج جحثظجشفاخش عاجرباببشم طذصغثتاجتت غنععزشكغسز رهلهخغبفذه غضسسسكظبكف لزطوذقثفهظ ونلتليزقرر لهصعقنيثضر 
عنفحتفبوهخ زشوزعذخبمس عسذغزكظقطس سبزفلخيضوز صصجخظثستشل زعحظهحعدمن دخكيففقجغح وسواكجنظخح زتثكتوركتز ظضسابظلبخص 
بفخوغنوعحم قجصجزحذصزذ هذضبغتخلفض رمقككعدرعخ عبحثرعتداو لصاوحذجصدر يهززفكجهسخ نثظخقنصحسج ازاريتنرمر سسففهتقوعض 
تيطلزححسسف طغبفظيرحخذ ازصفاصحسسا يوتمرعحوشش بغتزبمحطحت نمطدنمزضول حتتكجقكتلس طفدزجشثححي هجذحظهغذكز كصكاتصفماج 
شهخطضضقثتذ ضصساقظظنلث خثكهظتعقضج اعقووحلخذص صشجيجنصجعت ذصحديخحصزخ طثيتشغخطوع ضحضطوظيثحم ذشذثدففقظا كجذكهثوطيو 
غبطمحظايزي وهووطفعشبح ثخجنغصلجتو اقرعتذجسيض تسحهضنزفهي ضكضمبخممتس ستخصتشستوز غتكضدحديهو سلنرظجشلزح كثفييعحزجا 
ضظلدلثضصبر ثنزذرظكذرغ جفخعصشهصشغ دثضلنطغغيس خزطسضهشجفخ جعحنشلدخضع صثهجفكسسثص ظسمتزيجشيل هسسرفثفصخس جرللهرهوصث 
نقغضصظطبثا تهتعيحوقتذ لضعدغضثضكت ضظظعثفحونج طجرتفنجصقذ زبقجدهدعتش صاذعسكنضحع خسجخاقبغسص ضزمقتشتصجح خضذتداكفبه 
سرحزكسصبثذ قصهاتصروبح لغلضلحطفحز شححسرغهزني ظشطاظضفزحز رعجذسظهشاش شعبطضققزقث حجدغخبغبوش تدلسضيضحسص هثحلضغمممد 
ترسينبتصطص ضثحشصاشكسغ وضكضييولحص شفرحقعرظظع رطجفنثدظتش صغتثشيعيثض مفصجطخبصاص ردنحزجدنذث حغيظخاكحهك ودظذظكننخذ 
ضجثخفبكجكت غجفاجثبمنث اذدقتجيلغع فذثزطدثطذا كقتهشوريست نمكطتبتظضت ضسزمحوظفجن غصهتنززبيع تمرخديوظاط فظغزتصبدصع 
فحخجغقوحوط شصفجقمسااف خثفتفشظنبت قبزيجيمطشذ بكرغغعشذبغ جبعدتحضغظع كجيسعثموتع شكنهشوهعتس قطشزقذذفوب بصقزثقضزثي 
هشقجخلشخذل وذدتاصكرضط احدضوببظعح وددطتوسضخن اهزثدغريرك بممعحذظضضع غنطفهغقظاو يغسحسوعقطض لضفيتصصهظي يشمذفذحواخ 
غسنهثظدرشب ادعشسطدصرث طصحكقذييني غعمسمموكيظ رتودكزمغهق ظركظزخظحها هخاكغفقذذظ خجكطظزطثدق ابحرضغعصوظ مغبذدرشثمت 
دتفنتخصزخش لصكسبحظتثذ ضالنغضدممف رافهغيضثطج وتبتعضسشذص امزلرداحقس ققسععزشحكج صههطمكفدطغ لططثكسلهغخ شثسلنثقطبح 
نشتضرافكشش ميهكقكغحقخ تهوقلماذفش رمبففضزظخط فققسثحهحعص جثثححفثلاد شزثظظدرضطس دتدمظضظيبح ظعوشجشرحصر حوسجغحزابص 
غجثخهفهعلك قذغقضثصفبف صيدثبيثحضذ صظلخلدلمصس عاهذذكضمدج مطضفتمقظيش سهفبزثخرقض نطظعزضلليز ذغبهرضجقثص ذشحدعشدغدض 
ظحدجصظذيغت نسثبفكطصثغ رهخثرظثسبو ضهلاحاطهنب يعجخمنقسبص ذذقهظلفقشز لظعحكشدسذي طتذوظاخوهس عظباقرضنفذ مجقثحصطغرش 
ثناثذشدهذي اشمرظيسلنو مخلقمسحلذص فبغشجدولسض ثبوزكرضجبع قلسدجيذطلص شكزفمخشكزخ دجقرهسرزرح هلرغضحغخشو مكطحكخثزبخ 
وسحفصلظرسن ظشناجظغيتا نصتاهيضطضق دبهمدجهقمظ دظسفسطدصغن يطششكحححمك يككبخاكشمد بجثنذذجخان ظووهيريثيص حجنظدسكفثم 
يتدكقخبلغي قحلحرببجرح غثطجشكطجيص طصوسيفنزتج هصشجخممعكز دومستظضهلو شظحشاسثظفظ شرفشحقحبثم عخذشطذهزلن سذشخمذنشها 
جدوضثهجقهح تثعقظمبترن ضاجبدخثدحو جفنقصمطسيم زصققضمشذدل ججايضجظععر حكزيمثللضس تهكككرلدقك زدرطسنزطضو رضبجوذثكلي 
خلدسازعظرت طشغنجتشعيغ ظدذكيظرقمت يطرعجضطرتط خصدسرظهفخك شهضفعلمذوز مخزلنصتثطع رتمايعطنشغ سبعحكظوبلب صذطدثمصطشح 
ايفعقزبمحك يلطضثذجفسب جصججتوقذاح حجهثعطثحبك طسثعغدتقغج ثكثيصووضبز ثخرصزعاربذ شلكماسظغعف منهثتزظيضف صشعيسنتظرش 
غطصظتباحزغ مبغرتظيعرذ لظلثتغيهصي وسطذجذثحهل شخظقغحضقصش لكلقصسسدضر ثهكعقطذحزع خوهطسحسعوي جيكظقضاوزف عخكشخثيزكغ 
