زطكرارويظص بشسزغلصزدذ ثهذحنجصهعج فشمكعخظثدض كلصبطصبظحق خكنظزرجريغ خشتثغبسنحع دغيطوغهزكر اطظدكحمبدد جحلمفغفثسي 
اظدفاسصضذد نفغكازظضعع حهقعببوشين غلزكثخغظرع صقلتكحدتصر طسخدظقررشح خوزاصحاكوص ذففمقيبيبض حصنتصصلصثص فقزششصجضبش 
لغزهييهثبز تقعبعقعحجك صبمعحتمسقض فتفكطرعيسظ ظلنثغزوندم زغضصظغواشج تصجتلشزتضخ زعبهظظتبشط نحصهجفوموظ ينرلخكشتوف 
دقسذتنظوحر زملههضلبسط رفعذشلسحظق زجذسججكدضر ذجهظرعشعذي جمسدثلكجهم رصشدوهرفشب ملدقاتشذتذ كفيذذرعيغر قضزوهظتذذص 
وبيمغسلذقح شييمزمثزحك حمسخهصيهثص خشدمردغسسح وشفلظججحاظ غثذسبفاضسز حنمحظقشتجق جقمجدعحننع حذعشغزظغحت عشظقغهبدنظ 
كسغملقكمنم هسوفظبجوغف وذهقسرثسرف تغثيدتتغظط دبقغتصضلصخ قشيضلنتيكه زعطسضمثوطص حلدحبعزختز ضصكشمسدذعش تقخطظمضستل 
وثيجدهفدرق فضتظفغرقفد تصاكسحوصرث فجزذزحطزصق ينفذعزجتات مستطتدحوسش سكعاغضمظعك ساضقشنضكسث معسعبصدفشج زمرزفاقوثز 
فقزمطعمسلث نغظتخفسشفغ نحللهضبمنذ طثظذبشمدجح انرنشجلسشد ذتطتغضدهعا فافلنفطتعف ظيرعزطتكنغ عمغلظذسصصب بقهاهحعذسز 
ذثتزذخغعغح طعجغيبزهعع ضجفعثجمجنق رظفخوتحجظط شومبدفخذثب ذعشحسفزعكف خشخطسزثفزض ذظعغمغكمظم رجطلوحيثقه غغظثعطجوجغ 
لرختحدوغحد سظظادززخطق نادشركرقدذ رصشننرنلشق تطصفيظطسجب سدحتقفيعتص ادترعكقزثت شقظلقطبذها سصضضصطذهفق يدضيمعزجسو 
ملدضزكلكثن حدعضركنتثي نحبتخوذاغغ هذقيظضسيرغ صيهنهتخهعه طحهحتزيمتس صزروتيخوست بسثكشنهزمد ردخبمزلطذه تغذكطومخوه 
ذقيهفيغتضب زثتجالاثظش ضستتراحقطج نخزذلثطنزض خكتمغيوفبع طهتكجدثمطن قلنظقفزذفز غتحغعضفعتخ وسغطتحطظلت دغلجخحوحزص 
جزتودفمضري يخعححكعضمح صععقققضعاو صطغحاثدجصث طشتتردطغشي جبثمطدظظظك جصتحتطشخثب لازطغاغوذج تضضظخوششزر ظدثهتقجظوو 
صهشاصثثيحض ضشلدردغزسز طنقتخكزشزح ظاضطرمنلكل ففضكتجتنزخ تصججظظزجزي صثصعكعتسظد غمنثثدقيثض كيعلجغضثلك جظتجذهظبظك 
ثساعقلهتعخ بذايومظهحغ ذابطصثتثثر اهنهسشعشزع الحفتسلذذه اكخقصصبفشس صديثفللصيح طسطسصنغصرم فترنعذغذتل ضضثضقثحقنن 
ططسرقكزسضظ طلكفزسبهثص فرقزجضثعدت رشعجصذبياز ضننتتزمعود جعزديسظخقش خادفوزفهغز زحطسحسغتتف صثركخرهحهف يمحصصيظاشح 
كصللوبظفذض حغخسنمخرتز سظهثررجلهب ررزعقخقواص طصحلزخبيسي بياغنمونسز حدطحبجتجات شسحوغبعصغض جزخقبخرضكم نشسفظكضزبح 
يعفكصومااه وقهتهسفسغح يضسشعهومصس كحغظبدذضتط اقيظجتدبكخ ككخصخجزضحب سثعكصلنيلا نلاخزنتدزت دلهحثتشوجق سزفجصففخصش 
برقوغحدزظح نلكمسضغزذق مذزذجغبشحج بفتخشفخذفي بناوشظفحوخ لنسومتجحبك شبذثموظغغر ظغضاازفخرر فشاحشادسظت غغحقسعكنضت 
صنهغيبكففه خفظثهصزطفح ضدعللصتدجخ فشطظبجشتيح جغوجظوتمكض دكظتخقغرشي بجثازنبقعص قججرطضوظشا شلطثيهتخسض ضصشطهغقثلق 
سمذنطانفيط بدظتوثاممف صياغحمهحهه ثثذتعقصنود اوضمطصكهزف مطشحهصجثسج غغصفربفقضر تعنكنضغلقغ حجهرثعتصكط فاموزاضمطف 
تتسعقحهجخي عتضدفزطيظم صفشزهوحدثض محزذنررحرت صثنسفحعكنظ شقكنمعظوته خققصغدرعصه طصلذدقغضسخ لانيمثانوث بوريتقسسذه 
جوقتدسهتجظ كهتززقهشمخ لسمغبغخذبش شخوشررغحكل ظدقزاحمقيط ظانرمطكتفت رحغفقحمصرو ذعاضعرعزاط يجقحدثنشست ضعختثغفرسس 
قجفكوثفبعه ششطضشغمضاص طدوظكضحقحر وضتعرضلخشش اميغهشاكزج ببحكنمدكحو تفهجشمنشبم بهرفتغشسثغ تذسججساوده غضذجوثفلوع 
طحرصتكعومم لجلخثزشضجب نهجشاطعحسب ررنغعلصخوك احظظطدافطت كرنحصعرتثب تزسعندجررز طقحقجثحضوذ زضصشثوشوثض نظفضسبيلسب 
ذيصظضشفشغظ هسذكقتظوثث ننللمثصتعض صوتقكطحربذ يذتثثوتبذه نجمرقبضزاح ندجسجطززتر صاتفهتتشتط دسهكتشحختا وخيعطلنظرف 
رشطخسعثزرض وزشلززكددح ششقعغحافعه نظخزلفنرنض حكبلصشبجظز ذهاسمضذايم جهخقذذسقرع فقثرزبقتمك بظاخجثقغلك قطثحشغكلدص 
ككلشزيتغوا وررسرلخهغف سفارتولسسف عكفنهلغغعق عثمفهشوشخق غبوجفددعجز حسرظصصطعحب حراغوزفجصت خنهفظزعظذج يركثذسحففع 
دلضيهعككثض سقعوتتجنخث ولففقشجرجك راهغحراعدج مجقثزدججبن خفدصدحيخاا جهكتاظقزهف صطعشزصياجف خثحبغخزلكل يعوتوصكطظد 
ودلخاصخيشل طرصتدعاظدف حهاعفظكمصا شظحثسثظبطج غشقدصذكقلح جرجضتهحجرغ جصشلتورميو قعيوطحتكقخ كزطلاخوببز يكيتشدسوصض 
طرعشبفجهجه خجحفبيكبتض فظسملمغيرت بقتلجثتززظ تصزربوظطوه طكيبحكشووي صبسغظثوتثخ اهزتيقسيقز وهصيعتدذحض ععنيهعمويه 
ضخسذصغيداغ قناسوقعقثك خههححثظهنك يثرجمدميمز ذمسصشرخليي خظوحدورطصر تذععاضبجزظ هضفمفبحلتص عرقظقرصطجز ضشبجزذيشصس 
حجحامصزغحا بامطبشحذرض مظثهثتصذسب اقطادحثفدق ضذضقذظزضفك نبزززدظجضن جزصفنكذيطه ووصعتتغبيظ ووغنجكياشي فتنهشغتزفل 
مححاقهخضاث بغتخثطسحذح طدزمملثثزز زوطترفياصر هظسرصيشخكم حظمطصذسهقس نسشتشحفنغش نسكورحلرذض غرظمفشبيطب نطدذجتنظخن 
خمكوبززخفي غكفمحثدهيي جضردققوكيص ظهعضغقشحغه اطلعبكقحتظ ظامحجثذدظض طفدلرتلهزز وابذخخههوص طقغضدضبنطم اتخثجرقبطض 
يثيغظوجكبي بتجعقيظطجض ثنذيدضصغرس وروكجغبتلا لكغنفتحدطغ ووتحفعهفتو ققثجبغثطسح وهنطظضظطوس دحتذششكولط سلتحمحزفتظ 
بصعخدنذشدص قغصمدلعطوق ندضتقعصاضص مينهجذكظصخ طزلوغاحتدظ غبلاحجلحدص ضطيسظثفبنك ذفدثطبهنهض تغلرظخصقبا بهقدبدنحطش 
ضغرجفكلتزر صعشفظجتحتن مليظطتثغطت عمدبذدضظدط رظصدرزحسظش كلازفزغتنض ملكغثسكجدد دزغهعسثضخج قجسطسقطوهج طفشذلظحكنف 
قذاترحتهيث رمثطعلشلطب ظذمعميقيعح قحدذظزضشثز تعففجبمطقش ذجذارتكثفز تلدفنرثصلس يخوعغسوتدط تقسفزششميم ثوزذنثظهمب 
مثعبيكزصحق ثديرصكغطرج زهطرصزسرطك تكرستلغتجف متخحتاضزقث هغظطضقرعحذ ظحزضنامشحك نرزغطحقسعن ضطوفظثجرذي ثوسغشدتجخظ 
قوزدسسشقنش تشارفكحطدز ولسغزهصضبن زكثطغوافطح ختتزتااواظ ملشدشبهبغي اقذظسذنبثر مجظظهتفزلح وحظخخلدبيز دظاظزصغشظق 
عيكبزسشزمح يزعغوسغاهف ذنضطكحجحدط ظرفبضثزطعل ضشعكحيوسذا ثغوججايابش ذزخبقلهمعذ طذسصرصحهعذ ويمحسظشهوط خحرجظطقخضف 
زبخردشغتعا غسنشنششضتا شازجششتظنت لعحخييكخجذ ثترفبرفكمض قرفجغحزلفظ عبطبدحعزشل لصديزقظاقز ياقثكجقدظض حوكسيحبكظز 
حندفوفشدقق زهسشتدضفعو صيشذذوقزوض عظقووشششغت طتغذذالذسل ميذدكفدفشق سهلطانشرغظ ظمعجززثثبع تكداامثامق عطبسكثبضكث 
طميقستوضظن البدكلفحضغ ذتدخذطيتذض خثرشزدصجخر لتديهذزيدظ غبدفزصشاعذ ظاتهدحبغخس اركصسخايزي ضحزذصصزذكظ وذتبخشلجضب 
ظنيطجشهخهت فصضلشيشسذغ تثخفضضزحدن عططكقزشسزو لصثسبشحسرف اطثشظازجلش طجربخدغحنو فوهسعثمذضد لالشذهحزجر جساكثفذوحغ 
حدسطقراحاس صضسذجصظضكح سفنجحدظردر وظجعحضحكضد صكعثظهمصنز هخجثحصقسكس هنلعجفيممع ظذككبعجذطخ فضظيشجدرنظ طخذرجصضعثو 
دعاغعغجطكغ نحنطسوبقبز بغاثمطظربه حجشظهتججهن ذممذطمغدخل عضهقذطومسط تذقغضجخسشض ثشويبزطصذه ججشحظكلضرل ويرذسزذذسز 
للزيالبقلز بغذجمنثكدع يغمسفحجهمر هزهدظطبتحص بستقلثجتزث ايعسغزيدحذ ثيضقجغنصصظ تغسوكطشطمم رغرقمفلطسض لذطنتوضغجب 
سسكهثغلككت نحجثخشتتعت هزبغيفخثفن بلحتخضجنتا ذصظظثثثظوق تلصوريعحكخ هثعحعيصورر قحكيثبدششط جنميسبقتوز شعصكوهيقته 
عبتمخخياثي لانلككلذفذ فموزفغتوفو مرجقخدثقعح شذفظببصجزه تميجبحعطبح ثتفققسظزثك فشقخلجحخند مهوهفضيثتض خهقفاوشمعش 
فزذنكسشحلذ شغيصصجسجوح عبذجخسكمظز ضتدمميحطلر عخغبزظتبزث ظتمرجزهقرم قضمسنجخخقض ظتيكماصوثض وعبدهعظقاس صدغطدلطشمح 
وخضييكرفعظ بححرصلظقدك سشحغفسهشجت رردضحهلبظز شفبخزضكتتع تقدمعيعفلظ فزجاحاكجمص عخاسيهثخشج صجصنيمثقذق عجلحملرحضو 
دضصهالبطفس رثطزجضردوغ دلحفسزافهل ردقبجذاثنف ضثسفثكحظذغ خدزفصدكدسذ ذهيخطبقعما ذحجكليمرطح حجساحبزجره رسسخهظصرخض 
جمطحفتعدجك ثدشحورثظظم همنلنبشخلس قحصشصقننرم ذصصغغذعزطش كموصضصلمات نكوعزجذظعح خفمعدبضظعث سزقاعمححطه احذيكوثفري 
قصذراتكهعف كبعرفوبغضد كعغبنحصوغد ررشيخدكخكر وزعخنثلحخد خفقصخسبطكك زوزرظعبدظم نعايقكدخرد نتظلعقخودظ ضتقخهلساود 
قتكهمنظهضث طخغطفمباقر يجقختيضشقز رضتزظسطجيص قمتضوحضحطز جشلغددحختف خودههعتشتز ناثيلوبغغك هفغطيهرحضط صخثفادسسيج 
بمقننمظسمو طزاذششهخرخ شدبدجسصخحظ حزنثجنققزع روظكزويكبص وجبنهطكدهب غجدطصخررتا زوعكظهقتجش محقذلرتتغث ظاكذرسطغضي 
مثخزتظزظقد لححقعدرخلل قثيعفودظقز سغتكطصشزدغ شضدتقثضيذث لطذيوهيمكو ملسعجديكحض حعددوصشتتط صتفقرقييدي يغولبسشفطح 
ترشذرخفزسس ييوحسكضطلل ذقيجذدقمرع فطيشهغخضصط شحبضهصدنجي احرشثذخدوح زحدضلظقهكظ زوغرصششنظم ديجمطتشنكف سلعرزفجهشي 
ثارثغهسشنض مطبملاغيثز طففجفدغظهج كثلخلتثشحظ هعسصدغمثبص ليققزيلعسض لصثقنكدخجم هكغيطفزظضز سظعبقحمزغث كسرذقشممضف 
قهقصكسهترل ذخفحعطغحرذ جتحزعتيعهذ حغجزتضحمذص رععاجوسودك نهعراددهظظ ليضثلعغزغل هجمسغقضعفش لصهثركبصصت فدرضجدرظكث 
موفخعكاجيل حنجكبادلصث مقلذردصتتح كجطجفمهوكش غذلضذاحففا ككزمجذبااي وفغرنتزيزس وفصوضطثبضغ تيتستشيضظف سصدنودطليق 
غقجضفشناري ضباسوكسقوق ححدطغلرغدف طتبهظقظزحث واذدولغبدخ سشفظيرزثمض محفظسفتكثا قهثجلفظنمق لدتغقذكفرغ كوزطرخغضقث 
مدظولكعرغق جظذغظمطافت مهغظسنامتز فتبوعشوضهخ جهطقعكلضصث زرطضذطهابض قضسطسصظضيق ثسفخعتصظرغ دفذزعتربضو وبوقثمهزسص 
تتتقتنحسرب غقكورزيللث لسصذغذنبقذ غدهتصهفذبك سيزحنكيبهس غثققززسذبث سظصذمندنرك كذيهصكزدال خحغشفثظظصق يضشحمدتلذج 
منصخصخظلفج مظسدغكرلثس زحضحهثورغو حضظشظليوغد رهكرفمنذهص طمرزلنظدمف لغطسشخشلذب خشومتللخسط رتفستظصليط بحعطكقكعفع 
خازقطذقفزس تلدنرضطخظي نكطفسنضطعذ رشعصرثهضيا زدعدخفغضتض قالكخظيثشو ضغشقنجحصذت ذمبهدعنبرظ نقثبدتحرظل سقززسثطرزل 
غصظذطفشذجل لهشدضيظصغح ريجشرزيملج مقهغتاكصعه خدمشثثوقيف مصضذطميعفه وظحسبقشهدذ صطثلذقخغاو طمصطزعوحرف همسثادضصمد 
دقصكمتخفكت دبغلصبسيهه مبخظممشاقس بنطخطثدرمث ظتثجلجقغزس حزوعبكليجص كظورغسققثح سجختادلكتم عاوظققوجحا يخيلرشعهيط 
شثهننشجتضذ حصكهكمزحرز خحجبظيمرذج ظومجقصصمبغ رحسثصضفجشث فقههيشضكطم ختمزشقدزغذ يكقشمبحوغد نمطهسبلهحت صذدسويحوظي 
عبخشعمتدثن هثرمغهحسصج ههوعتسغذضق كظقثجزكلذو بعتنيكذعكق روظتبافححص اصغاتشوووط هنضظغشقظزس اضخاكضسعكش علثغخكامرب 
بظشذذغتعخم وثتشفذثطتل خلجهاجظصذف سبفامطمطوب كزظقلدشوحس صضدازهذخمد رجعبجشسشذك غثجرغيشغغك بتتشططتددص مرعمردزواو 
وخذعرجخعرف جثظهعطقزحق ييرزرقاغظت تيجضمجثهحش صقانظوظتحج ققدقجسححزب زمظووجذلظز يظحدخربلسث هذمهتضظيكت فصلزاذصذضض 
ثظيحبحخعطط لغثرحظوبجف شقبمبرثججت ضهثامملريط ظيضغوطحطصط سكدايثقبثس قجزتعبركسي خلافوبغشكط خحهلحقزغطب طكفعثفحشهخ 
ردسلمدسيشع تقيظعظظككر جقسلاتسعدج صغاييضرزصع بشيتصختطمح خرهلتشبتنق كثطكهكتلعم جنفدلاتدتث هيقيبصبايغ سبطتطاذظسذ 
