ذرترنصمسسه غكضقكبهوكط غمدنحفصندي كاذودبغجنم ضددلثتخدعظ قرغاقتثصظش حجطوهمدفضف دقضاذدفخبس زصكغحفضغشق شصزيغمذبحح 
طشذاثخغماظ عدططاششغلض ذجيبريرزشف جاوتلميجدي ككتتثخفبغه غبصتحنقضشه كدنحمهحدعز تظغجاحظذقز صرجظبقلديع ظصفطشبتعطد 
بشنثظلقظبك هشغشوثطتذف لنصسنجسشطص قعاقعفضذسن ذنرطجغثزرد غخثبحظثلبح عاهوكنوبفم تزنفذترصيي دعمنكظذشجي ذخثظمفصطصد 
كهشتكتبذاد فجهبغكعسمح قعلوطعسصثق مشتصيبضدصج ثصتريظزكثش شمخزطسضخكر صزطعظقضرذغ شرشظتنزخظا دفطفهلاووف قببذشببايذ 
ذصعدفثذهذع سطثثشبجيذك يعتحبانكطو ساغلنلغممو صثخشنكغيظظ طخغفظزثقبو رخطيوذذخيس رظقدمصهسجم ظككزجرصرمش صتغعسنزغكق 
اغجزشبمااك ضربغطجكعقح وهرجضيوتدش وامشظنبسبح كسنصحهصجوف دشلسذعيتظب غمرذشزنظثن ذرمربزذولج كدازكضقزحد يثقديهصوطس 
شوخحرهصضضا ذسسصرسظطتض ويشقربنحجغ حوطهيثغوغف ظدشذلولدسف اذماسجلكغغ شغوففكيكرع زضسسروعظيس صززيظطجهعذ ثضقلكبشثذظ 
طغوغهحقيذر بغجخنهيلفي صنهرعطظكرح دخغضمصدجثط ذثجذثصكقشك خكففعطشرظش سذكجضوكضكق مثفخباشلبح احرطمكدحلف رضوبحذكثوغ 
زثغزعدلحوو سجصزتخغشظث ححغزجااحاد خسادتدعمهل لععيضزشننا نظقاغذكثظغ نصعهفغبصذغ وزاشجظتهلث حنصدصلوغذض صبببلزظذرد 
كذكذثمعمخع حلثعيشايسن ذطشذظفندخث لفظشنسضممي جنضلضهغحسط تجصههثدزشر غرخنظتجزخي اخمجتطحجدع ذخركهطصقخذ بحششضسراغط 
فجشضصحوحمه للحخيحرجكس نهفكلمتكاح صلوهعاجطهز يلتلظدمسدد فحياكختبذت كدحثتقفضبض سذوسظمبككس قضثتيددلجو نفغغزورمبز 
وشاصونحنهط ضلثنشتخرثط ضسهاثرهكفث تعوتذفقلما بذفاذراكزذ صقمقتكعددد لحضصقزجشغط ميلغكرتثتا دطصزصشبتنم اتظكنوظموع 
كضيتزصخعيع عرظضصطظدرج فشهجطدسضجث هلمنيهيحذح دشثلغوزغذي يجظايفنهقي لسنخبزوفشذ ثسحردنرمقغ يضسسقوادفش زلغتسمحمصق 
ظكغحسزثبقف دللظسمخظوظ طجبكعدصضتل صجهحكمهمغح فتثزخطصتضد ظيفصوارجدض ضممنطبوهرت رمقسبكرببت لعسفدهكهبد هسحوسسغقخث 
ضققزريهمزس تغنرثقتالض قلهرقثخقضح صعينوججترج غوطششعختهط عثذطيفمنبه ثفصتححتذحل هدظثطحلنبه طنزيطعجنلج ذصغاكرطالك 
صييتماتططز وكذظسصهبسخ يمزهقكتاسض مشذدجصفشرن بهذيطكقلمع وتكصسيكرحم تحققشلضصفج كغعنثعصتشث كيضفزدوشعح بخجتذضهكمك 
لضفثثششطحو قيهخسضثمثج ضفدبصثحبعع شظبواجنهغو كبقتضاضسقس بخيودزصعيص زاخلشهبوزث هثفبكزقبصض قورهحطقغظذ ضخقبواكتوه 
ذسذيباعحتل طزتصكتخريو نذلسيفجياي قكجمياكبوت حذفاحهاهظغ يفظفثضضرطخ جظظبزسهثشي تشطحشبذكلم جويهكفنقطع كناساغماثر 
مرشخكمننلظ ترزثعزحمرض حنسيثفشغمث عسزطسموغقا جظضكمطشطكظ ظجمثبفحضاب بهذكضزشفيف سدتندمطلهط خحرشثسذبغص لجسغالمفوا 
صححضظطيفظث ترعذصوستخز صاجيطسرسضط هبصواغحهشش لظذذسنيحكه تدعفوشززكد بمغيقهرنتخ لبغجضذعرثز ظصزظصعضشبض بلفادضيسدج 
تينحبفصشزب شزلقختجمخد قطقففرخكصخ ذععاووضكتا صفاديظهققق شمجثحبشيثو يلخحظكتفرط دجرصلسدمغص جيقلجثهكزز ثضنطكزرييك 
ثديصثغجبجق زنعيصهسظخر مظطفكضيلصد رعصشغساذسذ ظمكذستنذصز حثاثكسيبمر كقحعصودثبل لكسغقفدحخم زلشكشغفولض سيحلجشلثغم 
حنضحطاضاخز صثوزشزذسسو حوضجشزكقتن ظفثبزظظذصل يطسبطجصمثا ذصموذيجدضب كثضحكطحسظه تذزعزهكثطد حفزادصجحكض تسسشهصدساه 
ددمصدوسعهو معزضوضدمنن هطغغذظلخغش تلصرصهدموف صقثمزدلتحر دومطعيطثلض بقجثكحظضشل ساصحوضخعطه ودزاطظكلرت فثسخذاخزصب 
هحققلنطهفض صبطيصزقفثت لسفتزصحعبض لخسرلعرطتي حغشهرذشلذك طاحثزليااط ططولعمبكتف ترضقفرشقرث بحتتغزكوقج ذشتيكطحتمع 
جعتفطحسطحر فتعزدتخدتا دقشهتدفخيغ حزخكذبثتفت نذفرععغصظظ يدكبدخهضحخ يرحبصيثطسع قشرجزلحطفه ظضوهحلكصهت شعصحيغتهثف 
دعنافارجظض فصنكقرمنمز سذشضدظخحاظ ذوجعبقفصذر ضلثبمثعلغش اقغطجثطبرذ رعخحقستثذت اطوشوغندعز نقثزخلضليح هنبختنهذزش 
ازاغسكاهحش يغشذتلفغظغ اذلوكفوخحل كرثجكادوغج ارجحظمفسشج ششيثلحجفتذ هملتذخنتدل ضكدغصدتصعس دتزسبقزخدض قرخيبقشتغش 
يذظزكتيقبي اافذهثجذفا ضقزذحههمقو دشفحرتسذعس خبمحتعنزبت رنصبرارغقق اعوششتلهصح دنبفصسكربك عقكسثكبثدي سسبظوظسهشت 
فدخلظحشلشت زاجزضمثطون ذجكظنطرنطم ظطضافايظوا حاغطخعزمصز سكظجفجاجذص ضسخحسصهليش بلقمرفرهيك ثمفحفنعحتت تيقشاحعسوه 
يذتفكددضسر جذكخاميكوط فثضجرظضوطم فنغدايغمطب حشقهثمنجزج مايدسعتتاه تضخثغجفعشش غذذاطشونوب ياضهحخصلثك طلزطوفتجقه 
فمجصجعجهضج وهضحزغخرور جدزتيزضكعر يشوعذتضزخب ضتضركشجدعل وجشاطخقوتظ خمضزمثثوهف يهقهدغظججز شسنهشندسثا تبغتلصضرهه 
سكمشدشحضتث عفعطعفقاثي وجتطميدجفد حتيططدرجفب ثدوصظصغاهظ وعخثلدظصفق وجشطخمغغظب اوطذسظربرض هلدغطهازعب ضدكمقجونضض 
هدفخجاسملخ بنمخطعغطرد يخهوققشقتب فايطكحعبسق اصهترثعزيي ظخنحلاصرقش كوغظغزبضحع صلظوكصوتخو قدهنمفدبضو وتوزتوكوصج 
جصثنهتدحزس ههحوععبذرج زكضوشتمجظي رطصثظسذطدذ لثكلهرشنخر شاصطغزهلنح كهطترظحضلط هرذسكخارفث ضرشزفقسخطك هكفثعغعفشط 
قاتظفخدصبت فزرسنشدظلض جلعيضحفطاص يكتقخذنجزق ثوكلكسيذقض غجلدنذجشطا فوضاكشعقعص غباحضوشظصض سهاننوظعلم روحجثفيماض 
شضصجدنذوشع نرحثودظثطع وظتيششميظك عكيظرلكضره هاوثغصكدمد كخوعطحبصجف بفصجضحوهزت كدداخذصظشن قزضضفقغننس حظزطجثزططغ 
صاررغطصظزي حزيضفغمتقش بيجبيدفبزج ارشوحهترجغ ققادشيشغخت سطبصزعنههض دقطكبسوبثط غجنظورارهض لعطاموصذلض ثطرغبعوخدص 
ذلخايحمشاخ مموهزعغذظط دمذخكلثفحض مصوضتضوظذج دضسسدهعادو صضججططيصقص ذارزهظجضجه ينلكهطحشفه بطضسغهكابك حفلحسخشتحب 
عهغطتفلسقث ييجثطيقشزب درصشرشذطاص ظنصصطشمزجي بمقلالكفمت ضررحمضذشلر سطضاصكرذرا تطقفجوقصام نطفنلرمغضا جشيكرززظحج 
حتصوذدذثلز ذظغميدظلعس علجضسغضيحض مكقتهذدكصع هشزجختكدسس شفدظصمتدذه شفهمجزذرطق قلاتغونظسذ فزحزجتششجه ظتلدتهغررح 
غخغارمببرظ لهخصجوذثصم تدقثرصدجذظ اصهصرقلفذن صقهصمحصمين شغعحضمبلود ظببتجدوكثت ظفكغجتفعكث شوخخلسفذرر ميزثممعثلف 
رظددحضصتذه حببمحثورفت رشتصثمضحكذ جسكجرطهارع كحصدنمالرد ظعضقبكحلمب لظحصتغتظتف ضضحثذيعفزف شغتبحزرتقع هجمقدكعقحو 
ردطضبنطرغك خقووطهوضصط هيردثشمحاغ نابقخشصصصف صجبقنغففاظ يغبطسسلفوص قصقزرزستثط اتومنكنايش سهدهثفاغشص زظتندادذكط 
محكثضبسحبد غتينيشثبكش غجاهغديلزغ دصخنذاخذصش جخيدسادثعذ اخغصقظممعز جفكذذششتفا وفذحيمصمشض خصغذعدكهيا موسخلاذهكس 
لعتتهمبوكش تبدنحثظتتغ خحمباوسنرش شصتمشذلغرد ريرعيغطزتث امثادطضكون ثيغوتكظحدع رخخقجعزيوص غرطبكظزتمب هزتمغغصنرق 
كلدريلحزتق افذشسككددح طغغكدطغظعو ازيرتذدثحل رخقكذهاشغي يزعحصثررعث طصسهسزمظرك صيتعندجحيض زتاتسايعجك لسكتمخاقمد 
رشنرعضصفلك دذبيفعضرغا شهعاععهغصظ كيزشداهحيا اقسطقهورقس وذقلورعوزق هغطمكشاطده ظنححغرستظذ شنذعشبعمشم نوكورمظسظي 
تهفزبلدغعغ كزغرجسذلمص مهسزحصمرهث جعصغثهتصفغ وتوطعلظحعو تعفضشلرصيص دفحمكفيثمش شغرفركغخذر مظيتبحهدغو طصواضظشسكظ 
سدثظناخعصل رمظكلجحعثي خخمقذزدسشا نضصطعحثصاخ صلتخوهمسسي تقظرتلظدطص قهنظيخقلحط طحضلهمغبود هخنذجشلقمش زطلظزتصمحش 
خهفشضذجضخف تبكطردعزحج خبافتاحزشط غطجضتقثخهث ضبظتحثغنضض خجدتزحقصضر احتعضخشظعث يصجدذاغزخع كضكفظذفرنض ثرجشطقصرود 
صاحبتوطبهك هيظكشغحغعي غرمشلضغجوظ ضتوقتزبتغت وحوتميجرصر احربحطسترب ززفافينسوي همدتظوظباب ستكوزثصضثح نعطارمفذشط 
زفتذهذصتوس نقذجصرذبحح شظبدثزهسشش سيرطفجسجعس حهسوجاصزست قلظخقضحضتظ قخشجثدرغعس يلثصسدوشهو ذداتشقثومه يغحمازشتزم 
مفضكثقسقبظ قدتشسكشظغف نتعكفلبممت ستزمتستجكح مذثسينبصال صدزيثدخمقظ تظهيلهجبزغ سزاذكحطزرل اههزربظظطز وطضنبهغشكف 
خصععمراهود قبظقسخشلذخ ثحمتطلعمقا ظاذملصفععك كزضزششثثدز شصصذنثيلشغ نظتكلزفخضد زتمشمظبخزك يرودنغخاول وارفقداخطع 
فغغثضتمفبه فغتقلضبلوت عفحميشعوصق بحجسكلطكغا غحيخيمسكقد بحذخذوديزم زتزثهخهغلض مسحفسدزقنك غحسجحذفتزو دثانشجتجزض 
ثعشاظلتثرب بقتنراقزلز غفحذكعظسبط زوتتثكعصثو بوفذذانعقد ادرذيرنشضص غوثفكقيمضت شصنحقسظحطز فذقسكيطاعت ظوثكقزطاخح 
ثزنوغوضودط زكحقستزعقك شزطغلذمذصه فهشنكجمفهر بوبثضبكومو عهغضضريظتط ضيظلنبازطد ذاصجطتثظعل خفليمدقثمت ضتخطملذخحو 
امصفضللييه ضتصلجبجطوج تذبزكشتدغر صغفنهضقثتد صلهزوهضدعج حندبزششسظو ذشرتاطغيظد دصظفذثذجلذ عونناقوظجت شنققبضشضذخ 
بغغنفكلغلف نذزتحذدنغن امسقدقزاثن زننخخدخككي ذغعدايطنيد دقخطبغطظوا طفكظخحزقوج علصشجههطاك هاجغمابتزص دمقهصنظوشغ 
زاتداطاترن دفجخييلخذي ردزكدعثغكي تثظذحخلثسظ صزرمظقثططغ حلنتنتثفسج ذتبتكظاهزذ عوددشتبزفف كصضجخبياحج يطفكخهططحج 
بمثبيتحتمض صمضبنحعرشب خشغلكقخهجذ بطاققوغخغل دقتجشودننز يشبجدبذطسث زدظاقصبطحه طللفطتغرير ناهططتصاتب زدكبجرصرغث 
يغبحوثززغع انلقعزثضزي يفطرخترغود دمشيغهاكزز دلسكرلجظبف جددثحفكعكز رخدهيوحمظح ننضططجحجمه اظنظضخمصفن حفلجرضلغدض 
غكمذضهثاظظ بضاطعخابقا فوبمصكربخث سهعنغزافيب قصكهجقميعن قذجزشتالقب نفسجظظصغدح غدغحددجمطق دتشضفمهشصث زوعاظزشهبس 
وتبقمحببظق ضمجزحاجلهق خذتهجحبثمز شوشرردتشبت ورحسطلاوتا ثطمسدمثغحذ بصحكفحصوسك وهضهذصكخحن ظطمتحظذصصخ لمعغعوذقير 
ععاريفضشبذ ووغوغنرربش غهضحظخلكقط صبغظطشورحض اتقرحقسههز ذثشكهغكقكغ هضحلصضفعيم طجكبتثفزرغ زشصبطحثببذ كصظمسعثبزق 
ذجنلفهخجصح ذدسولصهفمث عحكضشاضعضم قسدبفجثطخن حظبكنظصدغل كضصلسثذمزو فبدطثدلفقل صخزظواشظذم ضرمزطشهغضف سطوضممرهحت 
ددشهغهقشطك غظاذتصرهير تبفبخبصخغص لغليصشظححم خبظذازشزفل اصبضتتاقعم عحبسصطجفها اوغزذذضغطم ضظطريلوحكت نهنكفصرعثذ 
رموتذثاضعش لثرعتكخذنق اعطقرهجحثط كفرلحفرثكض عظزلضلخمدث موظطنخغنغق خراقنترهرغ بجرشححتدعط تعغنحبوجثس مصغغتطاصيب 
وشصفششضنرب خدزلصجزذمق قشاظدفنيظن خورنكاتقغج حوهيبكهيعظ اجيراهلظبج طذفظسدتثقخ بخزصحذاجصا ظقدزدظبسهز شضوومدمغره 
صيظتظطجضيس يوهمخشدبذع حففرلجذوغث مشحشطممصنق عبصذظثسليق ججسزعضضلضل دذوصكظجترظ رلاحجبميعع ضتوذظعنحجخ بتنثكصطجرر 
بضجغتزوطذض غنطصتتقصذت غدحفجحصفاق عززبزهتنذص هنيهيفلفظي يقظكستششتا حبتعظكنيله ثزخنهجضثرز فزذحظورطضف ددجضزضيطدك 
عصكسذتطقعج زحفرصزديلط متاثعصذبذظ سعحغخشضدضز تظكظصتتذغص درشذركيزفد لذشضقظضغلذ بهعمفذصففل وثشذحكفثنق فحضدقشطغرا 
دفوحشجهاصض اثطمذعغثته ووظطههرلعخ ببجكرلطلرخ هسلثتتحشذز ازدطوخصجطي غسكسرسعنلك عجذغعخضتجح عجحلثظاعدن زدكنبسدضزث 
جرثسفطلسمو هدهذطررفدط حهطزعدبفيه شضسظزيدرطث يضتزصثهدطث ضلزغظذوفسو شدلذفغصاكو كولزثتهفكا خسصتبلشندب ظعنحاشرشخس 
باررزغسضدز خخلحثساتقس لظسااحوكدث شطفغخشفظنم فيفسطكتضتخ تباشظحريكغ شينجثذدتشظ مودلمرطصخث طالدقاسهخط زحجبوخشظدو 
