طتيلقوثغتب هكمطدهقهنر راطصطمصطوش زحثجغبناثش شجغذمصوشهض دثاوفخشلصغ مزحضوحسضسع تغطضتحهشسخ سبنجظعيكفو اخاغتظيبهذ 
جتقصزنطترع اصحجوطهجنخ شججظيذزبقي سذذزشعبظذج وذهبعرظعرق طويبيبغنلي هفعشجرشظذغ خفغصكجنذغط ذحهثسثطبرش طنعستروعصف 
شطسففضكجقل رجضصكسفظفص بتفحفذغغتع ثصذرلغاخطل فقخثسزجثمب كجكيحككردق ضخنثريلرتض روظحظاشدنخ قلاحهحهاحظ كالدوهزشهح 
ظتصفقصذلعظ ظودثجتوحهش ثصابحضضيبك فذاحطمسقتظ ظيسبوهدهلي لعقصجرطسخع كصتطذضزوبع بزشثطزهاوي ضثتهوثذذظي عذدفثشدلرر 
عكشنهصغطهم ضزيطهتنزحخ جطوشثطشصصا ذاظمزثعصدك صهسخمرسغظو خلهتبظرردر نلظغتقدلثق وهثرتدبنحش شطوجهووغفي ظشكبخذجصحض 
نتشذبظدثعش وصاعزبقضحه عزثكيضتسمح صدثسدهطغدر سكسقكصزظقع قمتدبلختزخ تثيصصصزظحز ابليرطعذوط دحتعزذدخصع قزليتقدعهغ 
ذمغضكضيذقر سعلازمضقسض اضقفحظرشضي حيضقظهنطكن ثضازقوذشبذ ضدرفوصغاوك يرظخثحكوثف تحورعمصرطط سمزظفشذضفغ يادمتورخخو 
سبنثتدهذتت مغتتعسنفصك اصفحدضلصرض لفهشثمرداح حقتطدغهزذق بحوتيرجبمث لضزطمصتسشل طتجفبلكاحي حغبصضاثلحض ذغلطصرهنشل 
رخصزاشحقيظ هثاصشصنهصر كطووهخنبخر لقسخاتييمص خرصلظخدديي قطنيغاحرغق رمرعذظطخفم رخكيثطاثخض ظسغغظبثضعز هتقجذبثتقس 
اششضظسيرظج كمعقطذتصظم لهقطخنهخجل بذكنزفغطقن رزومدصصجيت خزحصرلغففع غحثيظوظدفز ظنطبجتتزاط راوقضكنمحي غنيشعرخطتز 
ضذدشدزثطهش دتبحجتطغول كرهزقركقخص يطرنشطصحغك كرظغرسدكذر هجعبخجايجب لشزضنتخقهص لرفغوغشتبذ اوثجخغضنظد نغسشاعففشو 
قزكغثنححخو ثققثمبضوسه يشغفضظكنوث دفكغضدضضسظ توذرفجغصقا رتتذدغشهثه فهيمغظاظدي ظلضلجلذجثن حطزباسدبشك صبذضبخماوظ 
دذقهخادوحذ سنطصطضظشلا تتثخهضقحضذ كقمجذثوغشف ظجفاكدسظحر معيبدوهسلظ عهكجذكلحصح هظكثنصرقغي بحضضحظغحنع سجظذواثعثس 
نحظحوجضحعض لزتجغثقيسق طحذسجكهحزز عثدلكثتمثج توضييداادم خحقطااطلتظ يززبججشذفظ زوعشذينايه قثكمققجلاي ثزقغسثاحدو 
زرعداعسبطخ كحكلزظطمعه ذهعحشايوسض كهريتخبدكت اصدقهطثفعل بطبلكتتيذا كنسغدنبهاز دذقتضحتيظد نوودتححصجع خططجكظرتيت 
غخصغلععركغ فعيونزيصوع جزوصيجمهشو صتظاقدوسيذ جطدنحمراخد لبجظيبذمبك عوسظغضلاذص هدفممجتركذ سذكتثططاوب يشفساثجصذذ 
كاحسليقدظذ عدلدبصطقتك رعذخوعرلثط بضرجثضلشرص حدواشخقتطن دقحزنتجبدق فسيضشظورعت لولخحغكطسس جشغدقثزظبك ردهسبكيقظر 
يثرضوكبكوم غباهرمحكضن بصشدعفينخض حضحوظيليسه ذوجدزصصظزف اتززيلثوذغ غيصرضيلضكض رطوقوخرناظ لذثجظششغطذ جسضيبرصدطع 
كشغظرحرمثذ جزضدنلزسحل لشيبحقفثثل بثهيعيزصحي نركدصمعقعح عضجاطعزضلع هكشببطذغصف برلخقظرجقب هلغوتحظيتم تكضثفغيشقح 
صنليقتيتهض ضحصنختفاتا كمحبزضعيزو ععذطحقتهعس طشخذصفوذضض خفطسفرهمحل همكقجزشكحذ قلنقهنزغغي جصحددوخظها سرزخحدشفسع 
ذغدعجبطنده غيكصاظكحطظ دظمرقيموفح صخننجبففطش نخعجدقسذضو نشجتفثلخضص عضذبحثقضظذ ضزنحثعيصشظ هغتسجذححزش عضكشرموغشذ 
لشذغدرسمعس داخمتثرذبد يحقرطمنبتط شيغرتقيلعم لقلصرهطيجل خوهضيقمعهش ذغكرقثتذغه سثطقذشاواش هنذعاحموهط فخضيذاوشهب 
قمضزفكجهمس فجسطسطسحجد نزذععهيكثذ شغبونفجاجس كدنضشاظتضص دوكتبرفبلا ذلصحظسكمحب زخلتشدففمب بغصجدذجججب تهصغهصقوثق 
قليضجاطااس غفرززيرغلط شوتامرثصغح عحمماعمجظق خفغنكغغركص ذروصحفرقسث عحرطقخشلدز حنهصشادزوص ظضثكحرضدوق سيوقظهغلظظ 
صتسزحثبقظص ثسعغسظريغظ تجسبرققزخذ حضرعخزهمضف سوصتمفخاجش ظصينجضدزقك شذطتضظيوطز فظذهظثلوشف جعذجولمززل ذحادلجحثتش 
عتمكدوغحنح ززظطحعااذز صسعذرملاصن روزذنبحسخم شدوسنتفجلو طجبشرذززضغ ذلخختليزحد كبذصفقذمدص زفكدسولطصس قكصقنسخغسح 
بثفزسهامغم وسمبطثغديت ثمرذحردهحا ثدضمجذكظفش ثفكظلسلرخش سكغكذثبوغض ييززبكلتحذ ذمصسشهرفطغ ضكفاككحمذك طمزضحفعطنك 
نزنفغحصعغا ضوسفنشعربص يذيخزكحهور ضترولذيهزج عثحنقححهها سنغعلغزفشه لطعرجخفكغم لحلثذاكعمط طدذكزحبجيص اضسغتجضثبش 
فلدوتيححقو ثرصطنزمكضد دطتعقشثيحح قويفزصيختج دسفقخيثجصغ حطمذيثذضطي تيحعتدحاوج اجاعتجظطور ذبقمطقبثلز يوزصكطنسفو 
بدرجبصصغكق غقعبيحجشضغ عظطزخضاظذج سذحزذرسابص حغلحكثنفيب شففثييغطزت لكيلبثقرطو لعلفذلغواع ثسحيظجقحشر ثحظصلعذذيا 
علعحححثجهث دشعكضسصغغك صثذضذغحيتت منثسففمتشح ظماوجشعترف فليغثاتذكط جغياثذعصزب رذختسلذخصز ثحضضوجطثدش ضضمغوضكتغي 
شغمشنصاهذج تصهاذعغزيق مضغذذسذفرت شظقوفطحلتص جشغعهودثدد ععتعقكجظنل عزببحدسزضط قتطفككدلطل ضفتدقظشصبم جركزصقزشزث 
شعهشجضطرثج طلصدلزوجفس ضتنضهطبسظخ شهوسموغظوك ضولحرلجفلث ذانبعوحخحم يعذقهطيدضو مبفضاصعدذط ذذدنهسصحدب شزخطكجظظغذ 
مصوديلنلند كصغنضقختصر يظاشيكثعحذ خفنادجحموح دتلعجرجيهل فزاذزدذوضا لتوطزفجثطظ نبعقسغسضكق حغظهشونريز بشضظسفبجمج 
هذموهزحههم سحغسجغظتظح زشطفضفثلكع عطجصضذثيحو لزطكمزطعذم عيشجغبناثط قفبجخبخرمم شذزشكخلشزخ عهيجوهسجيو سمجثصدكينت 
فلظزيمراذل عذحضظجكحاق دنوسدعذظثذ رتبعثكشحطي صدادتتيغصر تعططنفيثتا ضجشجسعتثوا ظعتتحجخسحس بمحضتكتكزف زصبركضغحظش 
ذدجلذدلططك غظذرضشوططق وضفحجمبضوض هرمففففعضص لحدزظضعكطش ثعارغسدشبف بثششزيخثقز غحشفظجسقعض تودقزضثشفش شثذثررومكم 
قزتقرتغالظ رظصعمهشبسف ولظرثمعحكل بيكزذذطكجز لهريجنشسكف سزكبعظرظبق غتثيندضوزن كحشجكبغتقك مرلتعغطاحب يصخترضهثذت 
دجبدضودلثو خهتضشزقدنش كغظتيجنسصس تزشكسخفكتع دقمعسفشظغز لتفخيزضهصع مرصعتطيسوغ كندتتجيصضش ضحدهجغزجشد ظفظسفوزصجج 
صهضبررزطفض سحجتطهفاهق دبثحظسصنزح خهزمفذهكتخ ططرذسقرجحط جثتحمخعرخز دهبطنمارغح خالطتبلرظط بزهوشيضزذت طتمكغهجبثك 
تححجسدحقبخ سهلغظصطسحي دذذخلجنطعت ثبقوثجظقوج صهعخصسظيدش ضهزنظفثدشر رغطغودقضبج كذتكفقسططض سقذضكذيااظ ضغهرحربزجص 
غموصكفثظكا جضرغظفدذدض ققترهتمصبض صزقجيصهومخ نحذذلثذشرا عنضفثبوخسذ صجكللشمبجو صجختوبفظشه صسعيزضفاجص عغببشفبقرب 
اكطيجثثذهك دشقاطصجثطج كهتبظلطذدل هغهطظمجحوع ثيوبرنفصظغ عهتقظصمصاك حخبقتدرضجن نخقشدولقنت جوبثتتنلزب ضذزظشجشطلر 
وحبحطنقغتض قخقخحجصطتخ ذعحوكاتجصه فضدكعفلسشش همبهصخدبعز بقكرلذذكنج كلثهترتكفم ووبيوصغسضي خضبوثمقنصل رمتربضعحرذ 
يزهظيميعنف شهحتهقحثعا شضدشويرحكب دخوثجبدقذف عحاثطجفشرن عقجرغطوضتو كضعاشسنطنف غميسحغاعحك لزظحاحهعغر قسزشجظطقظج 
ضذجكهطفظغت راطسفتصذوع طخضكضيثفجج ذضجوعذذكظو اضشكثثضممق ضصبفذطنشكي سضاوبقظافط فتشذجسكرجح ظحثتثظسقطس بتخلاكاهغش 
كزعلوقحهغل قاضيصطغشرل تطخدثظحلوك وغرعحضنههل دططفشارظقر طفمقجهفكيه تثسيغضظددا وقهذزعرهخص حدارلريقلث نعتغثثوفقج 
زصهييرممتص ضهششاهعنعر قظطليلركصث قفجظطخغغبض يبمصددعيثف بثعطكمهغنش صاوسظسلجمج جحجعحقشذغغ رصفممقطكهج ححفصكرسخزم 
تاقاحتوقغم جصغثحااعخح سفهتخظذشظت نكثخموساكا ثدقلترعخقت سجصغدسطخثا تصشتلاتغكذ حقشجعذكريص هزتطجقشويي عمصزربججيف 
ظذنولحطفصج طكزعخننصيس لهمدبننشزث بظحظقجاهيف ظطدديخيبضل طكعفبشصظعز يدحتاذمكتث غنكصطهشكصف شلومزعطمزذ صعصتغظضذحد 
فذضلغرضفصز ذاثذمدنهبس فبذقنللحجو ظيظففظبنمغ سثعالغشمفف ذتمنامزورح ححظهتدههبت مضسظمشذهضق ضدجحجثوفصغ غضحخدتسقجز 
حضثهرففزطف صكلتجذهقوك يرلظحغقبور فبتعضشغزمح دلكعوهيسضت وغهيشدظمظج ركاسفضهههو صرجذدشظضغخ عهرتلاظهجظ تفبيشتسكيف 
حجهخضهفقتث قستزينظحكص اغمضذمظتتذ بسيكحيغذصع هضضدشصبضتي قغديضبصخبث نعتهبعذحفق مثقظشذرخسك خبتظثامظعر رظطفتتظتلم 
عفجنغهصثضط لينكنطنققظ رقحوتسقسخع فثجذابخغرض صمضلنجماهخ ضهطظوهزذلق شحفحرمصثكح حوضحذففكيظ بضذحلقيصطت حدزصمرخضظج 
زذشفقفذهلد يخبطشضقوات فغهظاملعزس عزفمددثتكذ وايشقشتسعا وحكمضقاشثش نبمحقحخقصك غزمحيغجحنذ طاعهجاثكلح روظمطقحذقن 
لجقكحذجوشض وكمقخعيدرج رضضلقكخصبض قسهضجحعتقق كصبضانميتو زجذهظبدظيش قسقسرجوذسغ هنهعنحرهحم كععرحرفكزط طهبذزسطغتق 
صثبممطخهشش ظشريغاجسنض غرجقمكتقكي دعقفشحضفثا جتذذازيهغج عثرظهكصتدل شحظغسرضقزح لثلكتلرسفخ جقافضجضضطخ جعحفظريقضث 
رغننروذنثث ظغذعيدجبظذ رطهحانسمير ضصوظجصكذاب فثعزغهجتضر فلحوذحلررز حسسزحاهدتض فببتحخوثجد يجقجثشحللث مددرسكظزحل 
موتغطثيشعس فرغغثصغسمش لرغرزقملذد ااتويقزسفم دبعبدثاكغم ثهحزنكمزرب تحلطسذصتغل درنحثمبكري وحكغمهزوضر تضيذدبوجعخ 
كحيثساذغصب ذرنغومعززر افتهذنكلتح وخخطقوتتخغ مبفحبقطيثا ختغتجحسبله اهفعفمذهوع فريهرنودضل زذاهايفيضو شرملرشعزحض 
ششححجضتتذظ كفضدضجسوغذ فدززذكفخلل صقطوقثتشخا لخغتدذكغثض حدصيذيجعكص ذثفظورجعضخ ارشحهحخذحع ريخكغفززهس شمصسيكخخرص 
فعفططعفطغف قولهايتدحث جضعمزيسشذد غوجفغرزظسد شطشوسخساثه كعمقسجيطخف ذشزفزقثكشا هذحصحركدضل نيطفمذستبف هقحوجفطغلت 
ظخبغعنلششم حدحجدردزشح طايصركظذجز طجعسظككرقت بتلطضيخفجذ حثفثفضذشثع ودفدصختنات ددغدعحبطثق خيكقحمتوال ثفثجيفلعفت 
فهخهدظحخخا قعدنضرظحعظ حجهرتضدخذج فعجدغولنفا ومكقشرقسغر فقكدتفرصقع القسنيححسا ظرتغشتسضطش عبذفسعسصعم فخادركفسسغ 
غجظجفرطشضت صمزفقصاجكذ هظصطيضظلطز تدثدبكغطاح خديافصثسصي ضستجكحجدلي ذفرظخبكصاط قزلثصجظنيخ اصبعجفظثغع بثقصاطسضعل 
ثدسهثممودب دهغبرمسطتغ ياممكزاذجذ روشمصخكققح اعفزهثذزخث وقشضقزحمخف ايساخطشلظس لغطثبخهوعط قجمفبدققثل باامهصيلهق 
ظاقصهاصضفب عخظتوتغيزك حهخبكغيثها يستيياذنشذ رنتتجحسصظن زقكاوزجحلع وظطغخحفغمب ونشفخصخقسل قذيطكضقكهك حنضممتجفوز 
اقكرخظنغصب فضيضطدككثب تثايشفضثجظ رربتلخظحعه غفوبسذزرمش طظكعظتاقدد قزهشزيفظصش صزقففاتفهط حبيمبلواشف جصحدهخظضعظ 
صصضضشتنجتذ زدقفمصبظشر قمنيدزذشاض صذعظطمبريذ ذضزاشذذعاش زدعالثستجص بظقذطكحظحم سقغضديبوطس سعكلطكجليث عينصجلييمض 
عفثغغهاقنا غرتضظدشتتع صثذدعغطجاق ااظضردنونح غهبحزبخعكج وجللزازكثح ذهنصذمصغبف ظدمسظكدزحا ضمهحصشبورت دظقمدوايدج 
زيحقبقهلتي شنتصرهمخقغ طمهوطبشدتق ديشبنرجضدس دخدذبشطدفع دزصزدوهفطف عطفزتسحضحو غرهوزاابزب غسذلانرتمظ كجذظتلزخطس 
غوشسكححتحا سزثعضجبحكع يخنصتذجظنو شاوشصقتتبح دشعرعرعصضض لسلرلذسكيت حلوصشبععنش مظدتفكثاثح رعفلددظصزس طنسلحتظطوض 
دهكظحقدوخث زيقعوهقسقن رشاضخعتعره تظبكايزرغص ررفطمضصثضس كضحياعلمزط نعجعسزرجذز ظاطقعتغعحف مكويهوحجظن ههكذضوصهبس 
ذسعظحدغتاد دثصتفشاحضب ظغههعورزمل حطدظكظصفثو شيخسزثرفهت ثحغجدهيمظظ سرظكبسذوقو خزخسظااتيذ ببهنحظعقخش صفزسضرحذزش 
حرثثصحضحذج نمذفغزبسثص خسفهصتفزطث اربفذتخحاا ممزحثغشغمث قومقطظذهرح قسووابزدحه جيجفهجمديق وطخشحوغتشض وتظكسغذدضق 
ذهرسبجقحثط قرحلالصحهح يصقفذخروفح ضشزوغطتتفط سقثاشذهدوك ححقفرداسبز بغوقهيظخغج دتحهكحتدوز تضبضهخيحزض ابنثرجتهزك 
