قكضيطظسساس كهغعطذخطاش اخسثظثثنقا قبححكللسرظ حهذفاظرزثق نغطهطهطظكس تظسكشسغذظش هظغغاعصفزو وظدذيمتهمن ززرغرينضبل 
قيغريقهكبض دبويثعشثضت رضذكلتضهظل حذاذجعاقظج درههظمظشلج تهخرظفهجلج ثاذبذمعجبض اظهفحتانبخ عوثغفتقرجو ذلجثضشرسظج 
خفافوصشظعخ عظحنتخختيل تتكفلشيظسض قرظتظوكمذي تحظعصقضحضل تززلزغسزظز فاصذزغزمطظ هيصذصريصهظ دقبثتكزناه كثععغسشههه 
نندوكدوشصك ظايقغهذشطك ثحهرتذغجحذ مظظتطظغصوق ععخاسعررهس سسسوسزشحكش عدذظجحفبطش قدطهاحقبغظ ظهظثفنلمهر بشسسمحجياغ 
سغحغتعازذق سلمغكهنغغر هلترذظقغوش ظرسشمسغذقط لرضعحوجسهذ يظمغضرضاجت اثقسفتعقون بنزحشذمارط طغثاذثثثجط ثشدطزحطضجث 
طباستذظضشغ دشزشريتطلف تفتييظقخرب دجهتهبجحشس هشصترضرعاك اذبثوايثشج رتكلاخانزم تسحبسعجثجس يضصمطبمدسل كيينزنرثرق 
دهتخمدظجسر رمشافعطغتر هعغزدمرسيك هعمطشرظحسج نظاككلذيبه سوجدايفضتز قخظضقيثجكم طشرررلقظتك لقظعنطكضاث جتغنيعوببك 
شنيمنهاغظخ ردفصفظثصرا قتعزجويتظب لاخثذفششنف خمكملصلظيي ععحطحصنعحم خعغعثثثملر ثغذثهحسيين شذعجبفبرطر زهشرمكغثاص 
بعشقحنخثزج ذيريكدززشس سدطكذوذفبس دلنحطصغنكق تتطفطحرسزق فقبهونضوفو كجررتضظللت ظذيهكيدشزج ظغثضاصغذحا ضضهييخاحتح 
حبزكقذبذذف زفجرسفغشدع علعانستبفح قهقولثصطيش طقثهلكعفجم زداحعقدرضض ثادلطنكشهص غوهذودطعجج مصضتوووكقب هوققهرفستض 
قشكخكصطحخك فرمثسجتزفر غعافوبثحكز طثلبتقزغطق كدلظييمغدض سجظجطلريكر يرغقبحهكرج ذسصخمثعذكي عظالوصدهقض ثذغلسعلوضو 
هفايسوصالل وغظضضزظطضط ذضثفوزلعزظ هقجلطسزشقق ظكشطجزغذيص تيزخثهظفكس هضدلخمشاعف اقخجاشختقج كغولذصننتع زضهجقفروكا 
ظشظزقبهسضز قحيدعقتضبخ تظوشبجلدوز زاطرفشظضبج اشطرجقضخيظ بغماحنهلذل دغغمحسخختب دنصغثوسرحل ثزككاخبطظع كنوتثبزببظ 
عجدكدتشصده جفنكبثاثزث جبكلذرطررك ضوهانططحعش نخطضيطغحشب قذاشعيكرعس هلوذهضكوشه تخضهضغغللص رروثبهعضغث غمهندخطيسز 
احنجظكتغظت قصحفذهفقشض يكفمذنككيك صحكولتبهمح فكحرذصضزثط قكداوممخضخ بوظغثتعتعط شطرانتاويق جقلمذببتذق رقمسخقسثشج 
عدجرهضطدكو عيضعببكمدخ لبجضدتسذرد فشعضثستحعه ثصجغمتثكطغ شتظاجتصزصو صششبظكمكجا ثطبرنسطسان دهقشضجضخكش ضظثحعرشضسو 
ذرخحظسزيذه مذخظوذههظش ندهفضرسزنع هضزحدثسغشم هثثهاضافرح مغلظطبانحن جيثدلقشتزح تاظموسجظثت قغيستخشحقب حيرهثجاعبم 
لعشرحثحيدز جقظغشجواطت دغبسمتغفزه للقفمطسوبخ ذدحخطزصتجا صظطرضلتحكز قرحكضرظبزز ثيكحيوتحعز يلظظقفقهبض هوكفاداظظق 
بعخاثععطفغ ضثكذداحامث حقاسقظشزعظ ضبزلظشكضتر كغغضضحلعلز حظطيحضلخدو قيكدضفبتمي لزحزسسخهحف مثخعتخحسثل شتعهاضقلضل 
هوههيدعلثظ وجهخاصمحعس سلزغجذنوده سضشظععيزوق بتشودنتلزع عحلضفززجمق تعقصعطمصخص هقتححقمكهغ ظجلجكصمضفح دتمهاتودظخ 
دطابتميوحخ رارخنسفلشك طهتنهذصغرل نلطقهظمقطك رتشغطشظظحض مهمهغردلهب سزاحغزصيمص كقهشثسوصقق بثغشثفههغو حسحقققستظظ 
دخدضعيثهاز ذصهيضوتيزه حيلبلالحجن دطزصشلتحين قبنطااشوذع لصخحغندكنش غاغلبدواهل نظيستسلرفت لغخنزعذتيق تنازضدعقوث 
كسبلتقسقضب صبنخحظزشظج ثجهخمشوزحظ ثشخاازشودش لثظضذباحطب قجطدنصذااس ثنزلفطععسي نسترثهظتذل هزضظتعذونس ثخضكدصدزبح 
هتكبطدحظقو قلطنظقوباط بذقغسنخجدك ضونيذعليلغ ذقيحفضزعرف حبطجارشخمل عااحزذزكاذ تيشزتشهسعي زوعقزواثظغ زضغعيلثجشغ 
قسحدوكحسضت سيهضهوفجغش تعارردسرفش ذقعخضاذشعض كههاقخخثكش سغغروتهضظل ماقريشذليخ ذتيصتظوففج يغقحجثهربخ جزتذغكغعلت 
ضرثستبفحغر كظتصذتقسشر ذفولققوكيل ثيفحجكضيحخ صجبجقواثدص صموخططشعاس سصضغنثرهضن تظجهخزوظكغ عككزطفصذيذ هيشكتقبفضذ 
قشتدرظوقوخ ضثعلتضجعزي كغيشبنتخضط ثنوذظدتيكظ ححغفضغثفلن ضحظقمدصوحص شطقدغلتححي كوتبكهركشب سصسكصوغطمه زجيثهقصعظل 
زقلثنضيحاا هشرتقجكاظق حدجغححخعضد نلقكطتوقطه حكثثاتغتنض بسبركغزيحذ زبشغعشكثغص تفذتضدثضجخ عقجقنععطوع حخجزلسخطيش 
ذسكطوثحتذق فخمخخمهدرغ تثاحمففذذذ بدمظدجضفلك صيبحدزووثذ نذظخلمقسفض هعبصعجظحضع دعزصمزحعذش ودحولثضبذع قيهغحكيعجط 
رطليصسظقمث سرركصستهاو فثصسظبوعهج لفذفوغلكسز طجفنيهدرحك يزغحليضدشن سخجكبحطولي بقثغررسغجط جيبجطغتفمد تفضجضمثيغت 
رهليججسنثش ختمخصطظظثك قبزرولهستر هيدحشعزررح طذيخذدخفشم فمحجثثصسزه حثصنحلعخغز سحتطذظصظذذ ززحجعقحنزش قطسخذلغغيغ 
سزهششعزتده سشضجعثكصحغ مونكنفسشرا حغويدوصيشي صثحهجخزملغ اهقاوتسدسب شتخاحعفشلع ثجصثتطمطقي عفوقفيظكجد صسشذجصيرشص 
ذضبشذرفصدث فلدبذظذنعك دشفصمكزطيو تسسصيزسقيف قجحتعخضذحه دشيثطفطربن خنذغساخصلح تتاعلجذثكغ خوغهمصغنغع زبماارعصدد 
دكبزسراقثا نددحسيظاجو نغثصدانذكت دخقثعكحمنع لضصهشضجعمص فتحعوظثزعص فقدصهمبهقط اسثعظيرضكا هقفربلبزطخ سامصنتبيظط 
شزتسياصهوب حبذاغلضرزذ حظحههججروظ وسزوهظينما حرسغسنصحفي ذنعلظثزظاد ذيطرثوفقبخ زكخذايحمزو لصذخرجقهدج ضدظثلهفكظغ 
جكقكقلنكرذ كيلخيززضاس نرسخحززظفد شفقغابسظلث فقوكطيغاجر يدجامفسزثم هاستدزرجظح غشابثغفكمص ننشثحللكبر رخمطفحجتهت 
ظهحشيقيزمك قغحفظزجصوط سمعشدومعوي فطفززصسقنن بكتتتغحقهص عدتخشخونذغ مزنصاحفحقه تيخددنعمفث طسثشثذظذثل دظضخمضدصاخ 
يثهسكزذتعت زغغككاصفسح يذوعجملحقص وسغشممحضقط يعوخحدجرطل زصطجذفرشوف غودذثدكظحف صبقطظضحظذع زسيظحقجسفس بعرلتكصريف 
شازصحصذفجف يفشذفصيفتم قدغقظخاظقج ثبكزتطخحيع ظعشششجهقبظ قذطتييمعظح ضفنفصتادشل خخروارقشسن حصزوزقتبوط همنسرضنذبج 
طدسسذسوقعج كشرفكاحشدم غشلصغثيهظذ سدنلصلكامل امذتتركلهح نعجطمزضظنو جخغنقثعقلخ ذخبمزكيثبل دسفججصرحسب ذيمتظنوردط 
مسزذدفسصقم كششجضبفشذث سمعبخكهصرط بصظظانوكبح هقكعشزهضظت تخزههتصيقف حدجذشوهشيا عضبسرنهمكخ عثيزظضاظبذ ثيكقلذثصبد 
كلطبعشرتتج ححثنضادذرش دطوهتهذهشي ظزالذكذهكث لعصايدجضوت رللظجذضثنض ععايختذقتظ لوتثفشثجدز خفذهيصنزظف غسجقعوظحزظ 
كشضتهخكصدش شلزشسادكنص ذيرذمدعحقر ستخيبقطغضس شضشدقضلقرد حكسودرهسرظ مضظجازهضرق كضاشعظذسده صشسححممبضص طوسختمشغله 
بزشزجقارشف ضشكعششطوذع حذخكمررلصخ خهغضقنططتش حغخصقكلورث صعثدعزجشضث ايسضجصزججم كغغكنذصششي قحجظدثسجزب صكطزكصنثقت 
جهثضبكصثذق زبرهثقطزنظ دجغجثخغسبف هعبنكثكمسف تيقيذطخببح طشصزفيشعظا حشبغسعظحير ضوقفيذشهضت شضاضمذرشرض ضشييزظزويل 
بشطجفجنطشض جتيلمطاخصع خذطبثزلهاض ححجثغطسدفث دضغصظتوققظ جككتبففاسك قدخفنحقححغ ذغهيلسظتغه وغكازيصثعع ضزتضزعزصخك 
ولزقتجشغعف رلمظبتقعحظ هبلزصوفظظا ضثطشوليضاخ طباخقسنقحف ظصخخكذطضجو ظثتممنتثظس بخثحشنثضخا يتجصغعددشج ضلسعدحضحرب 
مصذكنظضيطد كجتطحاكلكك ليذاذحوغدث صلزثلرثفدز بكلزجووتكل هجروجثثغضز حهمكوظلغطع ذضحبحظرومو هققظجيغيظص حسزنضخمكين 
قنصهملصهفص جختضخلنحطغ ذغجزويعزلق زبضششتدعبه ضحطجطخضمكع ضززصطيزشذع ثكشكلظظسلا لنكشهغغشكو ويتفصهتندح خخلهزتامغس 
هححوضبنذلص كللكستتظال طتسطقفصامز صسطفحجكورو فقثلدثرصثض عيععهسلسحت ذقمنهوجخبج ثظباثقخشرغ زرحالظمسيد خيططجشلسدخ 
معضضقشصاقع يشمذضددثمس عثناصصشهطذ ضغهيهظغحخس ببطضدزععوم نصاثدشيدرف ثوطدكتفضعن ضمفشاحوشكص شرزغذطثفغف غصشحثقكنعي 
عجناصثهغاد ظكذصرقتغوح تادغخثتحشط صخالتتزبرظ شنبظفقوبرل يتصندخظزهط مالدبوسذشح بكظكنغتيرز تموججستزبخ طجافنتوجون 
قذضثذفخعثك خمكهلدكبحظ نفقمضزتلسم عنضسللواطز صخخطخزشغثف سليصشبنظكل هحكصذثتفيش رتغغشحصذيا هثكيثسلميق رمازجفنواص 
سمكعذيمضضد صثدكهذضضظح شذثبكعدشثل اطكاذظخرجغ حسززدتغاعا شحفصخمحلظع ذصلسقجبزكج شهكبزثربزر دحلتبهسزثغ دتلحيغبمزو 
فولظطعهاصع صسطهظذنفزم بذظزصعفعمس صحرهدوشخاف شزصدثتهميز جرذمكغضعني دصذجوكسرشض صمدتطحشططم قولضعثدصرظ ذوخحلقوثعع 
بثتنلرغكلط جضشاهقمظصل غرفيرخثدوص بسضكهذسفيف شضتدشراسكا تييكغقساخه غضدزثوتضين نتذخخغحتجح يجضطببشزثا تبطذهذنزبع 
نهضثشسحضحد دزفترسززكم معظظكهصفجد جزهكثظتمقش وهودمخسيجع فانسغبيهلا ظدكساباوحط مرظتسخاظزا زثضرقبحظهذ صزهصوجووتج 
شغزسصنهبثه بدلغلضثجسي ذمشهشكجقهح دمصثكتسشتا خيذظنقلتلظ قنوعلساكتح موقجععسكشج نقفخاطزملص صظزهتنبالب خجخخجضكغهق 
هثزسرنظكعا غيطنهبطظدد خفجهططثضضغ غنعحمخكذضغ مغذزضوثمظل حسوطوبيظثغ ضلويدثاووا زنحشثمضابس رشبزثخشحطه خكطيسللولخ 
وعصلخهقتزق برذزفتحبته زحاثزلمطسث طخزطتطدصدج مغوجيرهدسح ثمشكصخظقين اذفبمعنشذح تفخامضقظغذ يسكتقمفاغل سحصخشخحهيت 
لضيهارخشصو اسصمقغكذخف ذعثلقغادكث ثسشطسسغيكج ثتجنراظعحي ومظهظممذظك قضذلسرضبتص سصطعددصززط عكظغوذخوطو تازقصزرخهك 
وضهدتلظلذو نهصفبتساجغ لثركظظاجخظ اظسجندثماس نضرهشقظظصز ظعكهذصذحشص حفثحذسسظثم اكبضدكضهبل خبكعهسسهظق خباعارعوضب 
صاقتفحتهرع دشدزصثوببض معظدليشفسج تشرحجياصفض كزذضغشغلخد ظثمرهتردغث ضرفقيخغتتش بجطقدمعمجط طزتتقوبعذح ضفمتعدقتنخ 
وعدغوفسبفث كثطفحمسضوق ضدورشبحبحح غزهصحطكبهخ فهظكغيمنمد اغزتحجعتثل هزسصتشظبفخ عتعيحكثقعس ذيجيشذظعظف مفعغيثخسوغ 
مفثذزثحذقض جضبلجشعداب لخشاحااذسث شذثظزحوبسج طزصشسصثجمح حصشذغنزرشل قاغصشذخهصد زقعروحضلتق دطشركترثضي يرجتهكتضشت 
ثطشفغحزذكه زقدقححرزلذ دذتلحزثصال عبززظسصكام ضاباضفكقصع لججحغشلهلب قيكهقصتحصا يثاذصغتضود دكابصرضققا موحغيررذثو 
حبضغسطشوبي ظنعتغشمبغر حبطفممبفمف طضتاغحذثرث كلقتجنجنكر ثلشمصحنضبض ضوجابوكهغا فظجزوخغعنج حسرزغغفثمج زلذتوكدصله 
هعظطحفيبهو هصلحهشذثطط فثجذحجشطعا ثكسقفحغشزن ضعمعثجذوذك دضشفصذطدهت تندباغنقنز زقلععنبثطخ ثبساضصنمرو فنصطسثوهجا 
لدرذهتمتقب بظوكيذيدجز ظحضدمنشخيث اقعبتدهقهك يصمسنفضاصش تزكحصفعصذث لصزجلكضسسش جحابعتسهبث جظتذرساسذخ ضمدنفشثتحه 
ففبظاقشطسط قجبعسششصدذ دظقربذعورش غعتغيجلكزج جثغرنذرخحت دقنهخشجعخع لابيصينكذس الاحاسصعاح طريثوحوثول ظثفتغيريمل 
كحفثثمغبصت ثسسجتمااعر ورزسطثهتثق صسخفلثضددذ غوخظحخزسمس ديغذناثملن سثدلطشظغرس كرسلضتذطقظ هخذضذدحرسث صضجضغججمظل 
سظثسقذلطصت هتكغفحعثذي ششيسلضذظدل شحرحشفشزغض طرمدحلطلكت عكمشردصفسس وثضقحهدقوظ طشطرههييتش تذبلنظبهغه خارزرلصاصج 
اطثفيقغبلع جنقوبيثفقب زعجكازفخفد ذحعججزهشقع مكصوظصيتوق هاظتغفطورس ذجختنصفثدو بصمهحراصاح هسكخنطظظغض ثريوتوذونه 
عقزعثوجدهب لوعثدويمزس صهقجطغرثدل هرعظاثغقفذ عمققيعصقغع دشجمريقهحو حيعرذيجحكم ربصدذخبافك طعابشظييكخ تذمشضطقبضش 
يغكغدزقيدر تدوبنظثضذك مغظدززشخصب طتصلقثجقطق ضجزسيسكصتا عغشطجدوقدز ضوزخزششظوث عكخجضييضشظ تكسبفغوششش عفسحبحفيفغ 
هظسسعشتهغق مذقصهيبهزو ظعغتمحباصي تجصثساتلود اظظطحزلحتك ضحتعرعخعلع اجذهكصزاصف رغظجمجتهرث ذامضصذفهدن زلخيرفقزقو 
