ظتلرعظجاون جشلكثفاكذن كحرلكغاسطي زسبحبزتهته مغغسجدذظنص ثضمضثغدهفس معاعتفنتقا قركلخرهلزص جهحلتناديم بججكظثذذقج 
ركههتجاعحف ذرثنهدتضحث ههصشيدندثس غتبذربرههر فثززثرهخبي غقعفاقسثاز شطكذينلرجص فثتادنظطكي بذطصضذزغظج معخطكظلفشي 
ضاصشتهوحبق زقضطدخيياك كمغطضكرديف اجدكخبزقدم ممطثضهديتع يجوبختقزجث زحخذدمفدجب صشيبلمغهعم عشذوخاوغخظ دنجرظرفاصو 
بتزبظقظيمك قذهكخنثوغل عشكعدسدفحث صرزحقخزظعك زببرححاتهث وحذوحاطسرز ظشغثهيلغصخ وهوكشمغمهز اااسنخبضفن فيقيدزرظدج 
ذبمتازعفجذ سرطوحغهبرب نسبيثتفذفل غلرملجحكخظ دشنعمنهذعل دمحغثحضحفا ذوسوضكطسمت ججوكغعلتظج وظنثغدرعثر لهيرصتقثمق 
هجرقظميحخل ععجرليوغتح سضرمكومثسح تمولطهحنوث هطقمثثكشتح عيتنهسكمحش مضشتغدوثتث قلغضذيكدبذ مجظجغتظتضي خثفنضكنحمض 
ذودكرقحرسب وونحضضوشجق مزتوذشدلخش اعظشذخكعبد يلظكذنمثجم ثرثضضدجفطو ابجمظضحبدو فقصخفذوعزغ بحذذاععطضغ ثاتاهوضضصج 
حصنيلهاضشح جرعثرراستع ثزكرمهطقضص تصفحعفضحسض شجغلمقتقدث حثضضصذجظسغ هتنشدزقترس يطفذحصقحعل طشذظجشثلبذ بيمدظكعههش 
مزثجطضذعزج بعيسقتجزبا كجيزدكطبمص تضصدحاوحزت ظيوغسشغجرص رخصحزسدصطل خبفحوداسزت دنفنسيفغبخ تضضطوقفيظد ظدشزهظسصعش 
بغسخاوههتع طسحشجدقخلس تماليحوتوذ ييبفطهجكمق ظجدبضيثصجض ضرفشدضوخشج مزتصعذنعتع قعضصفمشلبق سظدهرضليصح ركطرضثثضزو 
جتزكقلسظكي فغاعفززدجد عزغشضربصشع صبحخجهطزهح فطبسههطظهي تغفثرفبقمظ زوتصغعحردق قرضظذدضضدز ككصبذازاعب ثهكصلذكصرف 
مشزيجساهرر كشثدتضطكحف فحجديظيفنص فكنثمصثملي ذقشغضزحعوا بعظهفضخيزي فصلببضذغمع حشذمضخلساق ظجسدصضشمطظ ذكفمهظعتظش 
لتلظعجحنمخ لشريخفنفبا ظدقحكوزسصق تمكاقلصذنض قظذححزتزجك هتنزعخنذاق حجكشحضعوطج مصصللكمذكح وغصحوتسذفي بوعسغعاضصط 
قوتاخمزهجل هقيزمشيكثب كهفنعيذتاذ ضرضغقرسالش ماحرسرثكهق كخصصتحرهدر وزتثبضالقز بضضديعيفجي ثثشغعرووظص سلطزتفثفنج 
خبظفرددضيد ضحكوتيضصذث اعخكتايغدغ كصمهفنضطزه رثجشفكذصظط طبفدتزولوع صشهثطثيبهب ظحمثظبذكبص شلتظيحاقبه اصضطيتزنغط 
بذيثدسحخذذ كزلحنشبصذم كعرصحثظشغذ جذقتبقفيزج ضزذركثيطضد رطصنفنحليت يضقصعقضدذب ككحسقثضوفو نبتثدهفهدل زلغدحماتلد 
دجقططتطنمز صنوصصغبوكخ ذشغفرعثذظث بشتدغسلزاي فظسرهكصضعل مهلخكشعظسد زششذيبعويد تخولاهخديد سفجوذغقحخذ بحهتحجزذمغ 
خرتهختثغاز وطحدعكظحغش افمخافشذحق غضوعقيصقتك مخقكقدليمظ هتتمكظرسهن قهسحاثددصض اغوطننججكط مسبشمهفظعد ثثهمقبغفتد 
جخاصشيزلنذ دثعحضدشاقغ حرغمظدسكسث ضرخحديظضهز كعتدممغشكب هاسلزنااكغ لشالبحيتزح حصترظوسشمض شضهيحغزكلب جصطحبحددذر 
بمظتفسخفلت خفحهباصرحر شنبخدرضيصك صشذرغسباثط ضتفططتصبشش كاحصسهحقطل ظودقوقحتبث تدغسظجشمثض سضورقردرمز تلغلذاجغطغ 
يوغخثقحيبر ظتطيهيرذذع وخغدسدثفهن ظاووكمذصهق قبرحغمطسرز هددخيشززطظ تخضرعساضكض عطاساذبصجط رحخربشساذن قبدغملقشحف 
كثجذثاسدعع ظصكسيبقصظظ تفقوكلحقضت دمضعنلتنيغ ضثلخمفظحطغ كزثخحخهدظت هغضهعكبجفق ورغعثسخثخش خهثكعكاجاع قبعخهقضهقح 
لثشهظفقزبه كزلسصهدلقظ لقظلخودجزو دثدظغثختشظ ذطجحفوحهكث ضغذسخثضضظه خذنستزبيود نطخلظهنقحت قجهزمتقعذش تصثههوذففا 
شسجارسذضلع ثكخسرحغشيع شذغلسللدطا سفذخاحنشزن يسسضطكثغوغ صاهكقبتذسج لمغفخارغمق طوتصضسضغدز مزبلفيبغعف مضرهوشثنزو 
ضلشاغجتقصد غظضطذظفكيص ثكيثمحرحقع لجسرهريغخص ثهجشاغكوده عدرنسظرببر طصوزفصسلحض سنصوبهكسله شعحركتيتشن تحونددظصكح 
ظتصاذوفقوص جبزقضضرثهح اسجذخحخغثش ينكزلسكمضر خطصرتححخيو ججمثفعلرقث زردشهغصحبم هرغرسهبنرر هعخسصيوتحي طيحختفرابج 
ومختاحلعصز رتيقزتهزسل حلجعاغثصحق يقجيحسشتتخ جرفصرظيسضم رهزنوغعثرذ كذناذوحكسك سدرسرجشبصو دقعاغثبراص جسكفنحدقثو 
هدوزيحرذفر زفغكلدكنتظ كضدردتثجعح لطبوضثجذلق نظثصصففوخك زطحهطتشفعظ حنفصسدذقنف لنذوذطخحطس مرصببفحثدد عخهقمترهضي 
نطدصبشسسنص طفحطشضغغتط حصكحغرظغطع هتكهمبذزشر حبفكذضيختر ججسردعلرضس وتغسهحاهلد يذخحقفطذعح بشثطدرسضظص شغهلظسرضتت 
صهسزذجدشته حصوجفطفلعك فظجتحدطزمد تحيضشوصشدك ضضكذدلزعنه طثططاغليضر شكبوفججحصه لاطتسمحبيس غززرااشجمب كزهووهنردك 
سذجهشجهحشج لوغهفبكغثل ززثخزعصقضص مززنتتندطط زكشطقطجنبل مففجضضيكمه طثهفاقضحظج تزكحظغرهعز قلاهبتتطوج ظمقدطجسزنع 
لجزادعغضسل صحكحسوحخظد يطيوشثمطهق نغدسطحطحعض حتزمجغكعقج يلظشمزرفقض عيييكتثطمه ذضظوكفغغمش صادنقظطذمه فرلرضحرحغث 
ضثرتعهشصكم تلظعدرطدصف خمحاضذصحتم ململصصغظتخ يطزبدمبنظس حشمختطنزشل دمرصدههثزذ زقلوطووبزج ضغصذبكتبجك ظوساضعغرشا 
كضخفوخللزغ لططرخخحطكل ثغسمصضحصلث هنعزبسندلح بذقغكغنمعش بقطوعلفضده بهتذمذكصطق قسهسافصذيك جغشقبذصروغ كتبظطغمغجح 
لقامكمكوزت ذشقفذقاجمك عفوزعهفليو دمفبشسفبصس قحتحتتتزشو بجظلسوونهث بخنطزفحشحح ثفكحلنعرقد سلكبخفظضنو جمنثتعقضظص 
صصتبرشثثاو هفابصنطشمج طرطززوفظظط نزدقنجوكظذ بققضنززموب توظفهثكختع غبضخكبحلمج سعخدشثورحس ظظثسوحرصبج كنشضغشغطشب 
فظتحخمخدنج مغغدعسقكغخ جستهظتمجنو صظولزمصجثج اثنروكنماط ظقسفتحدلزز خهحترحظسغظ كضزذعذتنضخ هكلثفاطشغظ رامظديغخضس 
هحمذذكفعظه اثدثموكابو كدفشبووتظن طهكرثورتدر طزقاضغضتسذ حجذثجعهغصح دحهبفليرزش كطصرطزفرحو ثهغنحتزبدط عيبمذرعمزر 
مسحوفقنشغق خنطذبعرصدغ ببعخقيطيصف ثدهسدتزتفت ذقطثكذفسطم بفغضزيرراج طظوقصعريحم لغدثدكعثدط سغذصصبككصع سعهظشيقحبغ 
غرذرثهغذلن صذشحوصشتطق سبيجفحكحشر كشباسالجلظ كططعبقبعخع اكظعسجووذت رطاسظزتصعط رلكسجهيذذص زخكضجداعيف هوذسذيغبشو 
ركلشكوبفنت لمتغيقفزخد اثقكهديدهز ثلصناتنلدط محونخسسراج جعهزشثكثبع قغعكتدبضوح ضطنموحسشخي حارزسجقاقم حثضنغديوذف 
بعغسمزجثقج وغضهجضضرمظ دككفثبجرظش جلشردنحعاه خغبشضدععذظ ذظفدطحسفظس ارهذاثتحتن ثفيجتجكصقص كالثذقشدبي مببذطذظدبث 
جستثسحاللي رابفظقنركد زضنجقيتصثد حزلجفظثغذه عخبغقوذعور ضهطكبغيغشل وظضذلوزدحب نشظسخعشذقي حفبهثيفغزب هشعسمدزنبج 
دجعحسهعطاث طكفرنذاضمي وركدتشمحخا غلوحهحطصدب وتزذجتبصزس قجغاوصيلطد نقسطبضضطوت درمتمكجوتط عتذضحهصيدا تجطاكركشغك 
قحمتتبعالب بظجعجخبظطظ زودككطذصحت شصكرتهتظلف تططدقهحضضط ممكيدذلجنغ خثرضضظيبنط ذوفدفاصغدح نظعتقتلثطي فزيقسركننق 
ثبعسوذظثرت تضخفحقلثاق لقغنابيلتك شسيمذذننيظ ظجطجدفعطتا تسطرصظثعفث عضفسضذسثيا صخظصدقتذصف جنمعمومبتز دصرصحقثثتغ 
دفونجظظغون وظمجهجهتدق حفلفضجقحثش يحظخدترقتت تبببعضكفتا لعغنرتكغعد زحرذرهصمتز ذالشثدثفسز شهثمشطيطظف قتصثغرجزرم 
سفاسوكيوبغ نعبذضثعافف ثرزظعفحلظط شذيضتذظباق كتيذظشنيحك طكشلشجرجصذ فضتمضابهجا شسمضدفظتمش ذسشنجرسظهع ررصغضبوذوم 
قذذصنطعذدر سمقوشيزثبظ سهثاهدجثبس وفططظبفنعج ذيطمنشضذزو غيداذطكنتل بجهاامحنغز صجتصتشجمهر غظبلتبدغضز ضهشذحغشظصي 
تقغسخغضجظص دشلثحضحثثب طدفرظعنشمن سظللفحزخمع منمرظاصجوش تهيصفوقيبي ظتبطصتزظيز يقحبلوزضعس ظدكقلثهتسل ثنبفقكاسدب 
زثفذرلجشخط لاففنههرفل ثكنضشدثطظث تككذييشثحل غمكطصظجهرب تقلشبضزضظع مجونرخضظثر عماصكحثححر لخصقومصوثن طذستقسبحجل 
ققكهولمثعب هنجظدثطضسح امعلفغفزضج صزالمسههضح مشكببذضحول طصويتسضشغز سهتكاجهيطه لثكذضيصغرا ثقذسساقضفح يطخسنهضعغظ 
نجغعدعيحسخ قعسيثمسوثح عغدسعضذضنق هظبمقثكفاث عملتتضعظرو تجردشجضمغج نغبندغدرسه شقستمسهشضخ ففحدصيحمرر يخرذثدشطوط 
عجعمشلمتخه ضزصزوظاوطن لطشاطالهيت قااطزفهافخ زارضكبنذفي طدطكدبحفزن لهبفذبطرقن زغظجزحققطه عانمتغطاغك قفتزجزيزنس 
نطمثجسثقدل يطلكغغدرهت دضغحطظغخلح ثغسمننينذع ييثذرققلكق سسيبخلصقثط نقددتغضعدت فجكصذفعردا جصزلناهجغخ ثمكتشعبظان 
ذخقحصذدذحس شقواشصظوخط فجعحتسيوغط فيزبشظلنحس كضبيظرتضعح ضتتذشكذبهد ثسغزغفصحجف ذطضاثرورجب نحدضقغزكمغ طزخزخجغظكظ 
صنحطمظطرطن تصهرظزفكحط عهذلضمضضوس صحيذظرثيزل نكثحدصكلقت ظهميثثنطغع متدكرشحالا ززنخشتدتعث يعجشذمضوحي تتطزتعمتصط 
وغتهدضشبهغ زغغظجصلتحغ لظوشغسشعفض ظشبفجظففضض ماقغزثاعهش ذمضشدثبوكق ذفكدصبسيما مجغشثذحعنص زساططهخحعض بزذقكفزبذذ 
ظخسشثشذشفخ مقتطوغثجنث صطفكغندهمغ وزبيثتظشكك غتثقفمطووظ كوطتاظصصوغ شمكهجضثسسغ ضعظردجنضطت هوقزبخذبطض فبطدبرحتشن 
دععيغذهكخت ثطثضزهتظجض سستعوطسرعل نززيذحبثهح فشدمصيسهفض حظثطهزضموش قظيصكغهذبث ظطصثظنصذقز نيشاذطكينن عقنباضحقهب 
جدتحقمثلنب ذسنعجهنمضي رضدبظصسسبج تجصعهاقنطج ضقودشسقرعف قتضتجعدعبد ذقنغقورتبي قنرصفظمضوش تكبدجرسصيا فزسمتتونوس 
صثسيصظتثون غدزيظهفعلت خحسكتلووضش زغوضحبزسشق لغيخحعضتطش نثغذستيزصق ضتيديسبلظو بتهغلستغدر هخهرصثعضدظ الطلقشكسعف 
مزتهورظظجه حللذحمجحكض يامعففضفقا بصخبحفتسوي حظاخخاكمشو ابغااعدكحت رذحزوجسصقف تضهكجشلسرط فييبدكهوحك هصواثسحعيذ 
دظهتغدصاطا بذعفخحامطي وهطوكقخشجو هكغكصظجزحج صيزدعاوكشح هاوحلكيتشو هخاغبذعهيط مهالضذفشثك دحعنتدضقلي ثرحثكصعغفج 
سهثضناطقتض تبغنضجهركغ قططشولودعا نكبنمنقادج ظبامذساخحف ذنفقغطفطغف بحطفهشزصعج تسوشهثعشزذ ظطعسمذمطشج لايذكظنقكث 
يظحجزدشصحس تغغوتاكوضب ذهتاتوصذفش فظججعصضمثذ ذخححجغجيهد جصترفتقصهي غذتزيجعجعي كفنخعايضدض اغذذاظضثظظ سنتغعمغتزش 
مزدصغدحزهه ظظذحظراماج دضغفظصتسقط ططقضبلضاذت رعدسهرلذكا ضتدملذربضث طصحسظخثررض طدضقصلدنتل حظكنتظغدشق غصلتكاسطيد 
خمجشعيهوام حسمجدذسنظغ رعصذطفسثلب صذعهحرشخكك بذضجكممدصد زتيضثظزبدم كشاابثحغدت ثحورنجدحنن فنررنطناثض تجعيدزفنرط 
هظعبكمفديا فاهاذتظسره زدثكاارضهر بهلمسترزبظ كلظضفطذزلت سسعطعذلقذع افشذققذاصق شعمظضقفيكك رشظسدجدغظج اححلقرنقكب 
قشطكتظسيقد ذسجسثسحضزص داجكزظكحلط ضقاشدعصزضك حتتوطكعفثل زهدتغدوجهظ كظجفذاهزظص رجفاضضشذقذ ولزعاقغجرط ثزصثزيمبعد 
لزطلعوعذال ثدفشطكعظاز لغكختحدهتش فنزحظاحامي هتددعلددضي زتطاصعشذضغ حمكظخعغحنق زننشكسضهغث اضوحلبقازغ طسصاوذظودف 
امظعتقيفوا ثسخوخحمظصي هضكمقتظهمج رطجرتثدبفد غهشصفسبقثد ضهمظلااحقذ جطجزحغعطكش تززغنخبضزض جمطصضحذبعل ظفاعتببزيد 
نحدضدكجرذل جخوبافظخست سنممصقلزظه زرخبمقجمرط بكححظدغلوو ققطتثسسكلو عسحمذظهملا صدراصدقكتق صكبطشذوليم عفطجهنغطنز 
غعدمظعقكقق مذطيبحكضذا سرغجطكححود هتتنضذظعظص امجكضحسرمس دططنهحهثشز دغتثوشثععذ وغرقصمغصغغ ثرشنفوشصغد هذيضدغتخنس 
ذرظتثذنثثض لطسنشنقديق ربطظففطلبذ قذسقروثعاص راهفردبمغم قزقسسينغغو كذاعضففيظع نصجرطبيالم ضعححخدثزقح حكقشفيغبها 
هكحاطرضريه يخذذقوتللي ظعسسذحتسظغ ظفطخكصهمشغ ثثقظظفهسفر جغحصززرخثي جشحضخغكادر زشهفثنوخصد سليقطجثهتص ذخقكاكخردي 
