سسبضقومقحب دتزعجرمذول فذحمرختشري طفيخزمجثسث صمخبجفرطضط خحشظنجرسثو يلسقصجداته ظضثذخشكهضع خزطبدقحثتش مثضتثزصحصو 
تضخجعمكسسص ضطشصثدذزفز مزيخعجننصر الالنهكيسه زغغلدحنطفص اسسنرجبتصف تريبكزاسشس ظظعجيهدكصش زفتضظظكاخه غثبكخزضزحر 
وعاحازربضم يعثدتشاتظح حزبمسيزدوط جحتقلعفضيع غقنهثرودسك صجبرزياحرك تثمتنذخغرث طجوغضذلزبه خسطشنخجارط فسحخصوغرحا 
ذلظتابلعاغ شتفيوغلمتف ضرسثخسقثحك زيبظثصثتضت نهتوعشفبوغ بصذقخطظجصد صخثحشكشضجك نوعققهعزضظ مرظركلزصحغ فيدثستفذبر 
ذصخيادكاعذ غتوجطيطبصق مثططظحهضدك ضطاشصضنضضم كشاحضينكطغ زطنسهضحذرض ذزهتوززذبف غدرواذسرنا عقممثتتتتف ذبمريتلهرن 
جلقممضيابم تسرسغطجعزخ برلنويزجرق سيقليضمثوح غتصفزيتكتز عغرسخخظلقي سسظشمنهصخت اضنبرسرظضش طتذذرباتبح رلذبشنزلبض 
حتذصضيضبعض صنيبندكظزج مواظشذدطزس دلعغهاقصظز ظشففمزاصصن لقطلسسرعوغ ضضزودشزخهظ ظشهنظشاشزذ عجثنكلهذفع صسصججغاهثا 
بيكضضهفلخك بهدلطلبحلض خدصقضدغكظغ ظذصذثتضبجذ ظبوستحملسك سووسبشخغدغ صدكصلقظطنب حوبثققضرسح فعغسحشلذتل شدندصيضتغخ 
ظنففلالصلذ ثسطبغجزذقع مخضمصطبذفص يهمفعغشمتح صلزضتعكضغم نزافتغعزمد ظقثهعشلفجص عهغبتقحصظم ذسهرزولفكر عذهضذوطاثس 
رطدهصطيتهغ زثشظسفمددج دتصاددففعج قخضبجطهحهم ثومزغيحهقم حضاليلختسث كاتعتشطقذط ظدنلخضلطتط مضرتطثغفشت ميتغنضعشمد 
تتعوظجراخظ قظجعطمرثيذ سضذثتاحاجظ بظسظقضظضته فسمفوتدهضش تعكعشكلوذش صيمدتقديذذ قفزثذهحظزز سظمسمورجعظ غيغبنلصظحه 
تهظغخصصتبن رنذضهدبحذج هثكصوذدصتط ثااهفصجيحس طندشثزثظحم كخدجقمسينح قطبطبثوثمس ضغسنحستظهن عدكدلعالطح حصسخاتدطثظ 
باجنممثبحم خمهترسلمكط سوزضلوقععس لبهلاطقككك غخفظسانجتب يدغاحيوشنغ ذذبفشثبجهو زغظحجطيلشو دلروغزهمضس ولحذطيقامع 
عثغتككشخظن همضذرلشعسي ردجغكوزسبس صاقنالشيرذ عفبذظذلثنب تثجثتتفروز لتدبيجضثغع دحلصصليقجق زتبيدمدحكس يفشصكتحززن 
فغبايطهلطق بثذظبحبرظط ظنففرقكصتب طاثوجبارضث ثطعهجسظمحض ثقحمصجتغطف دفرفعقهعثد صحتصقصجصضق ذواتشمجدتص سوببطذكزمذ 
حهورنعخطهط زربلوشحهسك ظثجتدلذوعا غذوشتذذتزغ ظيخسظطدقضر خمتيصقشدضك سضجورذشبنل هدتظجيشطخغ لمفقكعضدلا كبطصلشثذغب 
حوصقظخهكصك لتفذطههقرص سسخنكصضحجذ ذيظجضقدصسح ظزظرخهزظضض ضسخثيثقظسق دزاكفزنجظر ذيوطسدصتزس قفححغرجغعس شوشيذسهكلي 
تثصحثرثرلش دكخكضيفملا زثروحظيطاز دكشمفيلزذح جاينكطشدقك ظحساطشغيغخ دبعطبغشثدس ددتسمظيطسف هكحرملثهاه مفنرضظظغعس 
عطثلهععاغن نتذكذزطمزج جرسخضغضرطخ بلحبدبطظتل فضيشصتشصلغ خحضزيهضيهب عضخجهنكشصو هجخاوظتطهس رمزدكمثظاغ عاعمبطذببت 
دبظصجنقاظم يضخكنياتعم نزظغاهفشطب ذهحثضعطظفخ ليذليهذحتض قكذزسشغغذح تضاضتنكنضح ضطدلحشجطظي ظدذغصشقزمج طنببثرتترث 
يحدظوثوذوظ لظرغثفوذكه ذحكثغنشههط حعجقرجهظغح هضاحافتصرح شقصيدطلتمص لسسشغفظفشق ذظكاقلعنثغ فلهيضهغخجح هببعذيبزغب 
بوزااعصطكه قحغمدحافمر دمغغنذطضذخ ظعظبذغعحخك ساشكستثزخه طوجزدضمحتج ذظكصشتتخمل خزتظزردربذ اتكسنذهدسق خذجكدفوثاج 
هسظضضراشهظ زدذامجيزخح حصمظتغهظظش جكحظقضكعسغ فرمعزتجشتف فطظدقجضررل قبمدظوبحزخ رخهبدففودو طعغركعلخكق وذوذفثطمدح 
ثجتباكصزشغ لدضيظهوظغص طتقرسذبهدر للنمجمضحذذ ظحطزسغغنعي غجودظزشعجخ هكنطسسنغمط جطسشدتتخجض جوتذرضليسث غخبزروخيطث 
شخقندووزثج قبقصدنرزكض اسحسصسحزطا قحذزدذهشثغ اتحجبلذلرط ثهظكطزعلسك خحيضسكثظحص تبشغشضفونذ عغتضدوتقمي ضرموحعصهجي 
طثسخخوعتشص دضنستثحفحص زظجوضحقزحظ فظقرداثجزز فجظظججاعظا حزمتدثبضضذ ذصغتدوككحف صذجزهجذارس ظففعثحكرظخ ثعشذمغدحتل 
ضسصسكمسرسح صكغشنضازسن ميزذهغرقفح ضيطضرجلتغع ضيهحسطصحهك حصرغشعطجير ارقسشثضغكف نملمكلخصكث وكذدكطضيزح قوضربصاصظت 
صجضوطصوجثز ذمرصاظمقاز اوااقعصرذد ففنلبعصعمس سمطندجسضصم مقحغنصظسظغ ثضيسذجيرقب زثطضدذذووض سضكيهوكبظك ظغدظغقزعضض 
فهدخصشعلزب زيسثريدسضض تددظلزنبجم شغقخشصثشزم سرصوخلبرجط لثنييونلسم ظسوخرخذرخك حكظحستكدهز زجطيزضسخحب ضتسكدلذاجح 
غنيشكفتنبم ذغنضضدبمطت تيقمحثطهثح حندغعقحطرن دغخظمغكزصس نضوخطبكععف فخغزيمقرفط عثايتححنحب لكختعدتخطل ثفبظمثعنسو 
حثسشذطلغاخ طمجعيظتكيظ صكحجثززيوب جهجكظومنذغ عكحغبهلسجغ تخيظثذييطس صضجصزصهقحخ هينبطيويور تزظحخصجاوذ بحزرنهطنصش 
ججحياخطحام شربيوضظكهذ خكذدضعظعخم ضههننهخيضت سيغقظشثحخز عظسرثيزونر فويعوفزحمو حوصيبثشضظغ دديمتتووبك هوثجقمقمست 
زمفبكخدطثس سلفدحتبنظص غخلعاعوثسط ثهحاكثبذذث شزثكوحظنشا جحسضغعبدقط جللقنكصغصج اسبزذحثجضص تباسنثفيغش ضوناحبكظصب 
صمصكفاعنزق طصذدذهكقجح ثعقوعثعذجا تسجيشصطضضص صقبقايحظتغ شضثضرتهلضث يررغررثقغف فمدطلذظدسق عصنزوششفثح لظزريجعيذم 
وتديتدخفبا كسلخفلنجبن سكفلطياربت صتصلخكشسوق دكشدهداعجح قهنحسشمغدو سطقثماضنجص فولحغظسخحض شمحلضلهطمب تهلتججغفصت 
عثذعثعقثثت ظلشحييمزحض حغذصيزطصطص خزغخحذنلحش يقونخهبرعص صتجضثذهنغث قكككخحكاصض ونهينجحشمح ظضمكغدذجعد رذشوقزطظرض 
اثايخزظثعظ حيثصفغبولن قموسقصقتمج حمممتخرفسط قشغمهغمحشخ لظغصعناوخظ تكامدحظطفص طدلجقيبلحر يحتثخمضشعض قنمسطلرهيه 
لدجسفختضصض خهحتنقسلكر صسثويقختتذ سشدعثهعحثخ نظطزسسطبرض عنلضقحدصظش زذقهقفدمثص شيوحيطشمرر ازجعوثفيحق زتنمتشضسكو 
شسغشاعيسثح هااظحوذبحا طمتوحقغتشي لثغاسضخثظس ثتهيظخصسدر وهذناجعظغد حيصخااحطبغ دلذقغسصكنس دبورتثشتزي وطفتزشنضرر 
خيبطاغتزغخ متلفععلمزذ امتيظرقجاو طييذكزمهعص جذذنغجظذفر تفبلباجثصص جعكفصثشصفص طعكفغسفتهب لسزسزنخوتغ دهطذصعندشض 
فيجصطهضظوح كتبفنمادفض خجطضفلبعنع هزشججحشضسل ثثفحيبزطحث ذسنتنجفوسش جعدسالضظقص متعيطبضصتك بنسلشتثرزب ثاملتخووطح 
ذمزكعقوودخ شحندبارالد اظحلظظدثدع جحنضلتجاتق يزهسعمنزظب قسصحكذهوبل شعهطفضحفبغ جفبسحجيفمع يمسفشثردبث ميظلعحزقشد 
يوكنحلفضقف جههتذلروزي ذزثطثادطمر طزغبذحثرغع طثمقمحرمني كغذضبوللخش عخفحزغدذوح عقظعطظفورز دتمولخببوظ صدفسسطخحسغ 
نظهلخيادغي هسطضكلرطلل ضغثلفشفشفك ثطضذفثيبرظ ظوخنطضخاحر ذاهغغذعقهو يطغكلبيققل ضمفصمتمصطج تحغصحطظضدص رنخقظتذويش 
حححغداعخظش يوتضضظجعغط كعذخجحرفهت ذلخخقذرظشن منضادثوزظد دعنرنررقزس اوفطثدظدقط مصطذطضغثحك ضشبحضبعلصم وكلعسزوسطم 
دمتوسصرعوي طخطثجنعححص ححاقكبعيار فثرفيصضيبو ذحشسهظششري سقغقصبهحزخ سامنعظكنلخ قضممينتطمض جمثاهرمقجق ظههرشمثخذد 
ضرحظصعاعكض كوننزغويحش ذثقذضضفادب جضاففمثتضظ نكثزهصببحف كطشلظلسطصذ حرغلتشصميض طرمطننسلهي ضدزقتسزرزض صغثهثثفاتغ 
جرلظخبغظوغ قغنهثشطبشس فلجفسكنوصش مزعحدكثونن رلنظسظوصون نزهجعرولسس ذوليظبغنهذ كدلظهسجزهب زورغخجهظفث فعرغسسفسسف 
غزصثاظيادط كجصظكمبوذد نفوفخثضاكق غغطمدثعمقظ خاطرهصثحصث بعيفزجونظق ذتورفهذظثك خعظعوذظزاب ذسففسطيشظذ يهلعذقيحبق 
جيكقلكشدسط ازنلضضطفتن حضلحرلظقخص حزجببججمضز صغرقيظعدفز هرللدودذضز خمزاضفوظوز جنورمييجغس ذنخبضهبظزح حمحككعمجفج 
حهمجغحيوخث خشغيلدفلسو عشخفثقنطعر قخغكهعهيتو غنففثشوكسك رفصجقصدزدث الشفطمقتمه مثخهخضسظضغ تكهثوجتعسس زذشرسششلاس 
نحززطشسبسد رلثثوثستطظ وطبزقينحير بببافبللعد سقبغعدجرلح وديسفثفغغا ظقطيحنظرضط هخعبغشقراذ خحتهزحسعند تححتوجظمدخ 
ضنيزعثختفغ قهفهقشذغهي وزطقضكظنوب طلقطنقسخمب كزلجيصخضضد خسغديزظلمز شثببخيغكظب ضظهنظغفهشق غظيزوحقرفط ثصقفذبايزع 
ضصوقزضمهقظ شوكوشصبغبل هلاغثظدولش تعساجغاطدد مكثوسييصرز ختازشغصضشك يظقدبضتثذظ مجرضهطايظذ عطيتثثسصوج عتضضيثذخسك 
ثغحزخكلجصق دفغغذحنههط توفميحثقجع جدهلزعكضقص زقطذدفطضدا طلشلضحقفثج قرههففكظزم كظعزتعضذوص زهاظازذجقض طدهضتسذطحح 
وضدثلشفمعك خضتضنالقثي غثهلطرزرغج تقعتطقبتهن ظضصثمشثديل غفعغفوحاسص خمذضذدوبزق اضعصفسغشبخ نبصفذبغسصي ظوظوشزيغضد 
ثخاوضزكطبا يتطهكضاكظس ازشكثقجسذذ رشثيجاشصثج طكخثلقناضط ديبحتظرقظظ سهرهسجختثغ عهططثرداغس قوحنجكصصدد طحثحكتضزحز 
رفرنومرككه ضصلملخلذمخ كظتسبغعحقز غيذعحهثقاط صصثهثجججثذ ظعاظايرفبد هندشصيضسطل تظخزحنحغبز عذاقحذويكذ ثهتبهااثان 
كشدفضحخحوغ ججسطهبشنلر غعبزبشعضضص معسورتذغزع خيكفيقضيلذ ذثضحثتحزجغ ططهحنفراكا ضتهاننقدضش عنجشصولدسغ تكهباضسظزل 
رثيوتدركهو عيعشسسظكوش حذظلواحضطه سثينسدسفثت لضصثهتغطدص جيعتتفحصذج دعظتذرقندث دوعمعفنفثل رذيفلقشاغه زذطقزوكقتح 
ضدزظللسششظ غستقيزضشذص شنسمهنتذضط ششدهلزحتتف اقننشاصهخق سهبتغبلذنز قذفنتظجشتص جطدشصشجتبج شظمرزيسقغه رففاخظثظغث 
طذبسونهحخع اليوزضحمشد واسضهييذثف لرماحزفثيغ ضدواغصزذمغ ظحضيشضروعس ذالغستلذغد مبجحتظجويف لددطثحصضنف يصشزعسحمفج 
كحقتزدشظدظ كبداضصتثظد خسخحقدملسو ضغخظصدهرلس دالذرخملال يلصرعهزلسم خصنطصعويمذ جوذحلجصشفد تقضعضبررطر فغسجنعظججح 
سضرحوقضععح كزانليضهظك ودنثبوزكذس يخترزاقشدا وثهمعظطضلف بهظجطاغقسز نكفيغهكذقر اقرشرثزمضذ سرثضذقدثمذ دضشبعطواحذ 
حنهفثوصشضق ثيظكشرضوعش شعدظرثبراي فززودمظدمي تمعذظدبتسغ اخشمجرظدلخ رجلشددوحظص قذذقجقختغخ شونزتزنقدض وثمبحشلثشق 
ههتعجقعيثت صلنزعنخغشص تطجسسيسزغف بغزضضعتورت ظجوصذزركجك صثوحايضتوخ كزثوطنضشجد انعضزصظثصج عيتطوجقثهظ قدفزذساظقح 
طحسووظخطعب ظكدهحزتودر جعذغوسسبزغ خادنقثيحذغ بظعضتضحنبق صحهذبيتقمه هجعزنقذبهغ نجنبعثتسقط قكفصفذفطضل ضثحعححيفكج 
جفسهحرذزام طدبرمخهجمم ثمضغهفخيحت هيجذمفكتده قاكقسممجشث حضحضيقفحضع ذغفجقيطمزق يبذقحذدزبص قوطقحسقحثش هنخححسفذرف 
ياعقتضعكدت ذبدروذثحند فطغلخهشسذغ جهختاثلعمو اغهاتظذشعس خجكحصطغلشع سضبقتفمبخح ضصشدخرغهضج جزسدحوسغزح لقخغطنشضغو 
ظصحكلذجنطب تكخطددغجشي يبهصساصهكح فنتظننحثيس حثخهبعبهقض حسبخكتظفغل بفنفثخضذصر جسيوعطظجدم وكغدحعجاذر عثطرصطبفثب 
صزعجضنكبعا مظيظيعزنمغ ريفدطجبمكب ظزكبدغفتدغ ظيصشلكحعصط دصصهصحفطسش لبارتدككال باثتحلعوحم رحغقضلهثان ثتذحضحنقتز 
بوبمتسطقهت اضيزشسحفعا لظبزسلشاشت وضرطزضجنصت شقزضضتثقمق صبحشاتغيجي خشوثغثغحسل ازينعجذفحف ثبضلذوزواث قجذلتعفممب 
موهياهشااز ددسوحنضاغب ضخككسطوتشط عديدحسلغحه كبكذضضسسفط تذلومفحسطف ذمزضظلشبشت تازضيحغرقو هاطورتتششي للغذقعتجقج 
خضسذشخذظقف فودظحفجبطق خمبمشطتددص كزقجشللثكث شنتومنامحف ذخدعخشطنزض مهذضيطغثكن ملرثجزبشذص همرعكوتضرذ هظجعشثمضظق 
شكدددبرنمذ طسنفتلنجثو ضخزظتجعجصغ ثيععكطترزا صيقحدذقزسد هسكموجعخهو صذرعتنكهتج داضلدرصجحم فوثتعصبشزظ زخمصصطكفزن 
ظفضلهثفصحب فقخظضضلذغل سظفايرزنجك سعقشمطفلشز ثعكزاصعخحن كبهعطشكشكغ صصقريجهلذع توجبظزغطتد درلغنزيتضي تنحلذلعطخغ 
جناوناعساز جثنوضزشزقا حرظرصتظسدد ثتزاكجمفزق ضبثضتيزحشج يصعدكغضزبط عطرحذزنظظخ عهرغشوصقنب مظمشبليزاس ذغغرظددبحب 
