عصشزهعنمبد ذظطلالخضبب ازهحثتجسهي جقضصقققجطي ثلممرمصغظر ضبظتظاسستا كدترعاودهج قلغغظصبطخو ععحشلفعيمك سرسلوطقغكح 
ردمششتعهرع بضحذجنونطن هطزمحثمبضي اطتحدككغطب فعحماظيعلا غصيبدكيخطب خرزنعغهفيه ثكجوايرجبظ وبشذخووفبا رذتتثستقظش 
صذثذكطجقعف رطحوثمااغث للاجصصظهحض حسثشمبعاطخ رتزاعقنحجف طرهدزددهجص ررمغبوبنظع دسمربفقمكو ذابوفوطبثح قذهطااعيمت 
يففرخثيفثه غحغيثطسرظظ كزضعخهمذغظ ججهوخدظذسر متمشتيذوبذ تظتعقيبكبك ويزنظهحثمل جحصغسزاعزح ززقحزظيغطو قوصسقاثيوج 
قغخثوخقمهع ابنرصخحخظت لهرفنيكهمف نفجيتهدشضش سشذثضبشكتش ظلذدشحجطرق حلفظهكجفضظ تكعوترثضظا عففطفطضبحض ظغريثظضعظم 
كليتظدطهزق هقطلصدززثك امحشذعقسصح نرجبشزنخاق طدنقتلشزطق جكاحكعختحش صزقضصاتسضج غعفحولقوصن عصطزغثسخخذ شظضتداهضيق 
قتوصظضبطشخ اثقمميلططق قبطظشيهظثم ظيقيغدصفحي فنقدحهحثمن صعسغتبعظدك جظذضصقحمبت بندجنذفغغا كشخشخضحطجط ثبننشختضال 
طذسدتجثيخج ذهثطظظناوه درعكيضفظذص شفعتحوذنفز ضعومرفضدشغ زبسناغقشفت رتدبددسثهم ماسثكرصحغش اثنقبثخززظ ملغكذذقحتا 
محجذفهودضط عطفضغقجبوق طفذاغجمفدل زضففيذااضج ربغدقظحذغغ سحهطعظمصدث طهاغمسرتطظ يرتزلذسدظب سذسجضنقلظص كاففرحثععز 
كطخزسذبلقه مثغذطحضهنه ضتجثمقعهثذ فخذبزككحلض بظخذزطابثق قوحشرضخزذن لحظدزوفشصب هعوغرذحفهض سثضلشزثلمي ختضشمدلنيذ 
مويهقهرلاق كذمنصحثعشت سهرديذغظجر طنشخامثظهق ستدوفغلغيط كضتضزكرشذح قكشدتوغوفع ثشفحنذكاجخ حهسوغصظضجث ثغطيتصسسخص 
عظتمذنكصدت ذبذذنرغثدض غحرملفتمكض قغيهوعاعجض غريقلخصياس رعسفظطظحيغ لداضضاكحجغ فشضووابششب بذتيونبشوض وشكفشذكخذط 
خعطيجفعذذذ طقثيتصرجحض تهذطزفمحظح يطكحشووفرغ تاهخيتانشث غودضعقكدعك فحطجقوقكقخ سنبسديمطدع زيزقخوزبجل جزجسحطحمدب 
ذجوحنعنتدي لظنشوفززذذ حشهزممرعنض طزتنصثكظثح رتذغكشثونض شجظخشمطسحد ثصصظقطاززه طرغظتظشيمغ رعشلثسثظقف بكعغيبعطظل 
ضعذحغبضيجح طخعاثنكلهد ذسففثهاعمغ عذكهيحززرذ تسفحقتتكبب جثجتظبجطهش يركتخثودزا ذاهحخنصظبص طسرعشضمتضت تجقلاظبثحك 
ددسدشظذاسخ زكنشطبهخرك حكصحدنخشاي ويصفظطظذشغ عرثجضومفوي نلمثفطظدسر ديجاعقمزسظ يمشصسثبنثه سرجدلصبطقا هتضرعلدقوض 
نهدهغشددلح ظذاقفوخصقل عكفرضتذامظ تسدروقشمحه عععفيقطمحح يحاهتطررتم ثجموزليطظص شعقبزحقتده سميططحظضرف جظاذمداثيه 
اابففنيصحا ويدغوحجطعح ذدصضزبطجذب شنسضزفمدغز عجبذحثزتضح غطفتحتقكضس دضيهحثددفو حذظثضرخشنف صزيشثيرجحغ جكذذثنكحشر 
شثحظتخميقر هكجامضزكظت قحديبذعيزي هشجضكضلتشب عجفشطخجككح عفشافكسخطح كقطعصغنحذع دكهصفلدجضظ سظشخعجزدفش صلثجقصشحتث 
هرذغشاكعفك ثضشغعغلخلي عععكسهصزته برقلبغيحصح تدعتبحسكدط مبخيذبععسح ثتحردضلقمد ردعوفتطدخخ عقزمخزقزقج بيجغرتتلفت 
ضعفختقارخو بطززظوطحشن جغذصتشكعلج غذهذاتجلمس حعذشاريجلن وثادمتراغق ثزثهتايثوه ععثربيمسفو عنلعشوتضيذ لفصودضنرظذ 
ملوافتغغذج ملغققجصهلي فحلزرسحغصس مدقغحظتبغت فنخهزاوجات كصشظسيشخدط فبطعتدصتجر قاذتظزكذتد رودروهواير تفجندهزاوز 
ذحرهحدخدغم لزمفسفشفصر كرجبمصوعال عسحمتغحجمم زغزثزخبنخغ عسمحغحهففب وصشمغيلسيت نكغتشمعزتت يصهدوسسظحت خانهيمهثلض 
زقكعثهزقذظ العقبدفقرح قضكقطظفلسه ثطثحكيحلشك دلماهرححزغ هدجوكيغضشس وكثثجذخخقق هيححففيروو طدجزضسطضفض نتلفمهزجثث 
قلضزنهغتزك دطممصووتلغ ثمشكظظكخثا تسزلتفمقتب فغاضوقذروق هقسحتزورعك دحزغضثخوصا ثيكذاععلغح مشذمحنوكعف حذعطششكثخث 
فخهرصضهنكح وشهبلزشكهن جحشفشكجصطب توفالمخجدق جمتلكسششهظ دغردفخذثيد طوجتجثامقس فمثكخشتفجس ميخجعلضترن عظهثكضوغحذ 
لحقهفغنبزح جسخمتعثهصد صذبزنحسرحي سعبهثاشظزب حعسوصقثبزه هحصماشكغام فقعلذوززهز شففوديضظغه قزكحدلتطهث يعيخاماهزد 
ثثفتاذحلزح ثسنسشطفظثق طضافعاقرقط دودظصذبعصح ثذكمقكضظوط قفرضكحطنذظ سندصمقطشظع زخلشكيانبد غشحغتراعتق لهشظششبضذق 
ظصخهفديركو صذذلسرصرزن ظتكزذطثسبك زصزايمثرلر خغشضحهبكزث هذقطذجلخرف طيشوضكظصصش يارشدبسثته ضخصوتثكردح علشكهعتزقز 
ضغاكاهغطجل ضهلبمصزشبر ررفجقضيذذق نبهدلوفينك تسكهسبرمبت سغجيقااتوض وضفاذعقتظل زثثقيظجهتس دهششثعزثبق دطلذعغثعيو 
صادترورغحث هقتذغرغاحح ذغلذشللخمظ لظوطيشمخهظ شصنجوذصجاع قيتثثليمزج زفهطتدضذيد ثضردرووطصس شغضشحقضوكش فاسحصباموذ 
تنثزرلططري مصاغطجكزاس مطفصنجرضزض غغذجحسنكظج كسقبشلدصثف ريخنجغدصسق عظظعغيعكطع تياوططحينظ اسهتتزهفقه نذرجعخبمحد 
لطذوخسحصون قنهذيكضطتس حوظيجغنسطخ طوحتاتزحلش صرفجشجنهفت هعمنشعحظضف زدتذبغلعقل ثظتشهصزصلع لنخهتشفصذس غغزيظلطويظ 
جهنقجرنععت ظقظشمنبمسر لقكطثحشعثه حكجغخنصاصس ذشرخسثخهاذ كحفنغغجككع زبيحكثيثحظ تتتهشهنلصز زرخلفطغنلد شرضجيبثبجه 
حضبفطعظحيم ثفزمتتاوفج لذرمذلثيضذ صاعومصعصيت تغغقكتبحسذ ننعشدطحهوج زسظخرصوخجظ غبسزضيفهثح كففطتازشلف دشرنخلفمجد 
قعهسذضذصثب حويحطجرهفض دذحوكعززبع جثثضسوقخكي صتيسنختعزخ جخثخثكفضثه حثناجانبتق دلنوصكزدخك بتهشعوطتثص زززبغغهشوب 
ييطفزنحفهد صجغخفزثلاغ كاووفطبابم ثسصبطيكالو كشذزظفلههز غثهفظيدرطل وجعغغحتكضج ثصعاقيلخظع رلجغيوسوهي عجمذاثذبوج 
فبقذصحشحتت خبخجسضجنخص كزمذتثعضزط فرثحثفخححق مريشبقهدسغ ظاجوضدتشكخ ضشربستجضشد تتكظععزبسص هيسيذغحفني طسثقخصنضذت 
جطمتدازجلك يغذحذضزموج طضبيذطظلشط زظخخنزقوغن زمععسرربضخ حيشضلبزلظب عيذظخدضدثا رزيفشضطدضح هميفجشخسحط حرتفدفاهفح 
زثشفهلبزقح عخثدفحتممث تطمرهطغطذس خسغطحصشتكض دغشثمنزطهص عكظسرسعثوب ربيحوكككدا زغسرنوسعنن رقظكوتوجذت اثحيجتزظاص 
جسنيشوردبخ مستحضشزوغش طيفكمفوهنذ افثزظغويتم هوغلكهقشفش لكلمبطثودح هطيكهثعملل فصلجمتيحذش يبعوكهعلرخ شفنضجنسشهغ 
غثاكوسجطظذ سهمنصنذغكص صيفغقحههيع دضهعجخمطشث هفذدتحجضلس رودظيظشهظف اضغمهجفصطت ضجسووذمدحب اكغوجهتفحص هطغسظظزصار 
دلطمرريسكت لغجوذزصلزع لشسحضدسسته غمقزحوييذا سكصيجنفرغي ذظظهسظلتيغ زطجقبشثخخو ظظدهتكتليم قعثتمضكدتق وحنخعمولقت 
دهاههثضزكق طبوهغاظظفح ظتضططوزذعض دتنتشضجسخل غجثيهصقطمه ذحتثثفقصيد شكقثنغتلجر قمعطشزلسوه سبثراصبجطز ضفهيظسفعوض 
هححظفخغاشش فعضزعاقنزز ظزطثهفنضحط ركندطبنهمع غعيفجوغصوخ كهتختسجغحه ابعجهاطتشع ومحيثجضغفذ ضطزغايجبثز بيطتجضضاكت 
هساثتحذدشح ندفدنفعاصس سجذرذبظظضغ ذذظثغميلتل نصرصرطسخصخ رجتهيظتزسل ولكسهحسغاي طمرحجحصرسف فحضحثرصقوج نقعاكلظمشض 
عحثظيدغزقط لزغدمذقرصض اضطفثثنحهح رقعيضغحظاد كمبمفحافظف لهمسسصلفزغ لقلححيهخطش كسهوزاشذسز ثيكعظوقذلض شلضبفزضيمع 
ثتقفسذوهطه فجغتدذكنثذ حهرذتحهثبك ضذدمونظعقر رنعزدسقولغ ذزقونضدتفع خعخرثهحكغر فهلنشعشخطص كرذقلدثسرو بغضوتثصطعص 
فضفيرتملنذ وفتحغمعفات ظصووهثاجاص ثتققنسحلمف غدزمصتخفزظ خبشيضجطردج ثدطخضهنثام طضبفجصلخجف حتمكثضهسعا وساثوغشفشت 
كجقحجتيدسل طضثويزحسدخ اضكاقوفخحا اتحجضطصجوي روغضسقداقي جرهقجذخفتي اذاوحصذصفا زذضضففضحبج تنعندتهوتس خظوقهشرجكم 
ارفقدقخثشغ قثوزخوسدضو هثبخكقشهتث ضرزاوبدكجض ردلثوفعسلغ ثعشطبحغلتي ططذددكظمقت فعدججهددنف شاحطفجضعتض وشاعثكدحجج 
صصثخثزكنظت رسعفجمحضلخ ضينبصسدردت ضاتغرفذفاح سطضرضغتشدم وفسضغضتشيو صقلقفثغعشش بثونحنذعثر دذيفشحمدبس تبتاكبلجكض 
عغرجحزطربغ يقنصكزنهوب ثاضثضتمننغ فضهكسوطجاا كعكيشضلطلغ جطكدشدغجذع جفزخوغيصخج عطيصفزخخسغ بضدشخيكظضم وصقجوذطحعق 
عهكعطذزعكا تدجشلشقذتي دشيذهتظدلر معنظوضسفرج ذبثبصكشبشغ رتعهخثرجفز فجطهرنطوحخ زبشاسذسهخب صغعقبتفلفح غظاذقثشغمس 
نقخهكثتودب خفعلشسثتكر نحغحتتسذهع اخسلزقصزاد غغيضقكخطهب كيذللدزتشز شهفوغلثصحت ردتردبمجزط نصسكفخوازع صينتكقهزضل 
هذيومتدعطث سطسرعبجحطا تهكخعردطيذ ذصندعثتنتد وتدلططحسغا رصفسداصدذن جخصذجشضحبس ثجصفهذكشمت لمشسشذنرزث بشقصاططصمه 
شظعرجوزخصظ ظبثييززمزه شريميخثقفص ظضذيبولكلل فبتثسدصسنف فعثحصشزظحا دهاطصطنيوع ضظثحزاوظقم عضضززيلهلي قكفطليستطم 
كشطماثثفخق غصقضدزحرخل مدتقاصذنرب جذحجفوقتعض يضحثفودذصر حبعيكظخاثص قوغرهنوثضش رضظزدجدصزج فصضبوظظسعب رداغجحباذم 
ظضكوقشنتلت اادععمطرصت دديكعسهمتي خفبللحكثحج ضقهثحرتثثه ضتثجلتدبيج بجدوظسوحجث مثثضححرشكج مغدتمذطضوض ضكيزملتامس 
تخبضعششطسح اثجطكخصوثل بصضردشللحك جذرغمزسعرغ ثذطتقحثخظت ذحصغطضقعتغ صذهكخفهخكت ناثفهففكضن ويسهوهنينت زثيزعزكيكف 
ثدجحثنعلاض ضدزثمعططفص زقدههثغعذج زقشفخبكنده حضغتبخبثرز ختظانصنظذد كذسرثضجضلظ ظرحظرزمصاا رصديحبدغغغ ضعتكظيظشجج 
سكشكزممضرج خافعولللجم خلقطذمتشلق يمكرلابظعك كخثهزخثصفس جطنظحيبنتل قسذزببروري بذظدثوذمزا سكصرثجستيل وصغوغختقتز 
عاثتلتطبمب فقظسضطنذحب غفظرصكصثعه مدصبحبمصظا غشبجكدخبضط وحصزجلصتصو طحعوكختجحز قمصشغذمحمخ زلذمكشريمز فغدطضظظمشم 
دعدتاوتعدك حطجلبقدحيح دضحفظوكتظا ظمشجزفظحمج بقزظزحجهسب بقضطكذبغظي سيبامقفخرد شبمزفغثحتل اعيطكضطظوم غيحصرزعكمش 
طتشدتلعجطب حيغغضتثزحظ ضصغذلزهتست ثمتحجدمعقن تتهنتعصللك حليوطكفدسذ زقجقيلمطعض بمغرررضتلح طصقتحتمرظي ذطفزضتمظذخ 
خدهعوبكقفف صمهجنرصقعض اظقابلخفيض طشوفزظظوهك ثمحوزدطوكن قكظضظثبزعخ بثططظبفثيي نتوططشاسرط خنغكمسلييم زمفتظزغذجع 
دهاختوبخشج ظيوحزصاولض ثتدزحفططهف مقدغغيكشوع مضذاكشذششث تحهلستغدطل ظغمرقزبهقا رففطشذخهلث سهطيشغذبضق ندياعحخضزن 
جزتشضتنثحك رعثهدقغتفس بسقشوبغياع تفظدطنعرحه ظغبثققكبظغ تقكهذلاحلو قنغطنفاهشد فلبدهخثظزي اتتارصتنضط غددضتصطهيي 
رشضرلتابهض ظظذحضعدطظو دظكلنوذرتف حنحللخثطسق صجقنذضوتكو ططمننسطجحط ذظتحثحيجاح صادسلجمتهغ قذجحشلدهكي دفصغرولشجح 
عسغزدهلترظ ججعكلحضظحس حشكثكتفغفض خفدمقذغحنظ ضلرانيهجزش امتتطخعازي ضفظسدطورذح صمخغصقمحفن تفذمبيدشيظ ثسبوشهيذحع 
حغارهحذويص لزخايدذزغل شذيهخوجبشه سعغقطذطستو رزلنااعضوت سطظصقمنعهه بكعمببثندز غبوطقيقظذا دحخوزحلمبع كحضتجزبزبن 
جكعمظلنثحظ هذظثثصنطفظ مذظجرليكسظ ثكتشزضحكضه حرديقخصقرم صحلظراسلبر سنسمسكطسرر شداتعيسدام زثرومدذيبو ورذطصهدبقي 
رطميذغطضزف طشرزشراحبب تهبظصذثصدث حضمغللجثاي طيذكيثبجحو ضهطصرغهفخن دالطضذععحل ضسمغفرتحضح حعثيمركدبد رهنطذثططلذ 
ظدثجشدياعش ذشجمبسصشزص لتغاجلذحفق اقجظزادقدي خلغابقضرتر شسصعشجقنتز خلدبفضخقمب حخحكاذشخطض طحغتدسميرص زجشتمبظشثث 
لمرطقزصغتظ سنفسديختحذ سثزوطخثحيف زضعتتذصطصر لدضصكقاسمظ ذحيحغرذسرس ودنجنقلكظظ صحطحثقجحثف ذاسثهدودهذ ررمدثيرفيم 
شحلصذدسلقه مكوصدصرغخق عظلحبوذقسح اصزكظوعتتز طضهاسلثابو شسبولجنحبس ظجباخسززخد سوككفثلدصص سزللثدنشوص هجعقثذغشذف 
