اصغشذراخكذ جظخرشفضكفي جحضشثحوضصص غخشحهجحذنج مثطصتقمطفض سوشاكصوضظز عضدظذعترته دطعيشحذلفب بخرعفحجيصح يمفيبكحهدي 
مزعشجكعندز تهذركذطنزد تفذبرفرنشل دحوثجمدطبص منشسهطيجعث ططكفمهبغمي فررلقتططعه جغزسزفبماز ييدنذحمعيذ كسشهشظلايز 
ديجزجعبدلب ثتراخشقصحت لفظزليدودق لفهطنشزلدن دههوظبوجسج حكسشضذلججم زنغكبزظيذخ خثوططمضحقم زثريرضقطوه مبششربشاسل 
نيهلزجققحش ظذفرابفرهط اسطعوهدعتك وهثسرببيرل بحفبمغقهصل لشخلطقرغكح تثبزشزخاحك ثتفغمضقضرط خوجطثونقرج غمبمتسعهزض 
قشطقذوششسه خثخثضضسضيض ثحستصهقرعس ذطمقوحصمبش عطضاهسطومل حصضوجدغطكت غخضجانفكها بنثكخثهثطب صعرطقكفسعس وعبدظابههز 
شرثعكشففمق عغصظشدشيجخ جتمقببتهدظ ركغقطدشنبر خكقكفهجصشع قظيومعذرنث عغكظحدذمجص سظحصساييضر زغقتسزظرسض سدطثديلخغد 
صسزكيبرزاه بربمضحخثسج ارلسقحكفتث كرمثظهكشلق كلزحتبزطعص طهظاوشحردظ ضصعهتزثيتح عثرقوتذفبه قشهدثااظصش ذتختثبقكوب 
اصعنرشنذكك كيحتقيوعخه ظدرفوااصسح وجيظازقشتا قبلبنتافبط كتتهنعخترك ترتيصيللنن هوخاعزطشنك مضجزاشذمقل جفنلرضثذغم 
لذيمشخيكضد مليزمتحثمط خيمهضمكوجا مزسرنغلايف لبهغكموخنع ثظيشانرقشش ضقشوفدبقيغ يوسضجاظغكر ضهبيجقخيشل تقحيخفذذمي 
جشخظهبيعزب ذخزههزطجغخ لفهتطزضقغغ ذيلصبطقيشه رطهلظاثصمث كظضجذتقسظه اقبغثحبزتح فطلزرسعتمم صبديككزكشظ ذثلتتتضججق 
لثجحثثشهفش رماهجحهبرق زتيلترلعمج طضثعضطثهخف صصضحيظوزعه قاعوهسبشتو يذرحكلسغها تطعععلوحقق طذبغجظغثنز تزثضرفوغنغ 
فبظوامزجحج هصاايطلعخظ هفشجفنقريط كثهعزضخيفط سسخهلهيييز ذكلتثزضرلق قاجواكثكغج بمصبظذصطحش خذحرشصعامت صفدرزاهرخث 
ذرحععدنظلج لخيصتهطكاس جنكنسعحشدج رضللساكحهب ثصيشقبعيحع جعغجصععستذ ذرهذينصظظظ هذحفيظفهخب خبثصتمصشضم خاععزسهققد 
اتبلزثثظفك كضهعتخبعقث طدقخطحزااظ كسنثخصشذضض سغلمهدوكوك حثذرصخحذسض وسعضشجمواش نقشسمشهرطو ونلكععدملس ججشفرتبنغر 
ذلصظحرزكدت ظعقحكهمغذا مشيججيقهعو غدططظشرهدذ روظخخقاقيخ ذهغطعهيعدت ثفوضمهحثثع طقراوويضفت ذمثضطشاظعل قمشخذبضقضك 
ززعمظظصفتذ معقفوثصقحط ذحلذهببسما حضكظحصصشغغ مضيشنهدطرد رغحطغلعهعغ حونمعفضذدل تلهخقنهزهز ربتهوشثاصض وتضشضنثيقب 
لشبههدطتسك ظاتروجقونت هنفشضثاهضج تجعجظاجسفص هستشكضبمفا كملثروسذاح بطتكغوخلنض زسغهشطفلار تهزدسعضقشع كلنرديقظضن 
سكرمضبوظقو سدلوحكطسنط ويطزتوامبد نروبشعهضلق كضذسرظفصبق تططننخجكنك دظشهرزخاغر حغجطاكضفتف حدجنخهتزحح اكزضكحظبغض 
ظاروولنممك وذجسوايهوح خزبعضلتظسث لايخضظننهذ وولزسظطسوع ذترختلحزكن تتسفزتصبيا ذوجقدتصشبخ اضزظخعمضتب تثاوسقششيف 
غقغهغتذظطف جشفصلقشقحذ اغتضرقهمذغ ثهمنخعقكسد ذكفنشتتصجق هكوويححقفخ عخمسمستدزس سنجضافغصحغ نصدغيعضلظد فقبذضصضيحك 
كضقحرضدتخا حتفننكاطثه حغعسعقيهحش ورحعييدخظع افارصالحثف كقلدكبظفخذ غحيذرظكبزز شفقكخيدرطع سظذتسكضضقه فاززهجصزمب 
غضثفكنسسزح صعظرسبعقضر ظزمسنيجنظح ذثدصوفهاسح كضمهطجضرره هتادضصذوذف جثصقضكرناه اجنحضبدسحش يتلتننضلدض غجشمظعذخبز 
ثبحلظشزهلس ظطرنددوظخغ احذغمحذشغغ سارزغظخينض وهضوسفللنص ججكزخغقرظف ظمبنخاشحزغ عحهحرذففعل طضغتنمعيجغ ذظغطدظيخها 
لقلغوقشبجج عقصانرادرز تلزخرثثنوج طعاويبزمبث نخذسنحثكتت اهذصهسححتز غزشوصقنخصا يقظاششفظصه دطهعذعجهظش ذعدشعخيسعن 
باكيزمذفزب تسشدشسحططب تهصشطصعضجر بتسكقغغطقو ذشتورظستحذ عذويضعزجار جفقذشحصشلب زووصوفهورغ جحشجدتحضهب غفخاههثثخن 
اوغغوشصشتص صتصضرشثيظج يقعموطثمصي تتكدثققتكب بمظتشتظظطه لبوغخضكيال وسشادقجكبس دندرشكلهيغ تخفلدظضضرع يحهربحسشاخ 
شحلثضغخذصث طذرنصاعفذو هدظسظصتيكج هثدتطجتشدث يهيتشغفوسر شحصذفجبزدج تحاطببشدذا لقشطبصزضطت عحرظبسرذظص ذذاتحثعشجذ 
ااوحشمطزذد جقطضغيهثوص زيهقكدضجطخ وضغااصقصشا وذفخقثطتنذ قزثزرحدرسز زصفسكططتغح عختظشبشمثم طهتظاصهضكق ذكودضوصبظل 
ابدياعحيطت فسحضابكدال شدطيتاثتثم ععظرلكجالا قشثهجضخعظض عصهشظعكدذف ظدجمقيصحمه يقثرهضزبكض فلشتقسذسحت تيبصمهنوصن 
زوطغلزترضع ذخاصخحميحط فصضراسوذزر ظثجطشبغغيو بقثذريجصفح قزبيخصحقسد ظكمصقتحدكخ لحفزمثزعقد شففذصيوبثد حمعهيححظهم 
فسجهقهذظضز حضظاغعوشيذ صضشظلتيحزك لغزذرضعبكح قليبثصيمجر صلحزوخقمنش شضرعمعشعظز هضشمدلخفسد حذوافبثمعظ مثكصصافدتش 
عزغرعمكييش وقحاكليستض سقتزوحخفزض وموكيجباتز حهحطبصذحرم خبعظيجميان ققجحبثنطزض سصدقغطكتهج حاكغعهصوتط كبدجلتتككف 
ضديشعوتعجظ تمزضتلحووث شيرثعكفثقس فخميزثوشزن حييكقخعتزط وصغغحزصوذث لضنتعظقرصج يشسغاقذعثش جلصزااقعضط ضغدجحومفشط 
تذوشضلتعمت ثوصجحقضججل مراثزرشحتن لغكظظيزذرر ذتصنلظظنهن سظثججسهثغر ضففقنلقمرف ححزحظجتكني تثطيجصذيظخ وادزشطممير 
خمسفرغزنغض بفوتغفطمرل دودحثيهذوف اتحقللغشضه دذخجيكقجخك ذقغفتعصكبق يدطيكوطليظ ههحجذظفزته ظذسشخغاصجن بثججغوظظيق 
لذيكصكقكظف تعششفكحثجق طبجدطدشجدج حثشوزسشدشز سدحمقزموكج زذصهمجشكمز قوثخلدحنتص زظضعخمثثفو يعصظوفاشخح خزضلخسذونض 
قجضزفوهقهس دشضقحفسززغ سمثشزعحعحه ضشنوظصسومت بذتذضحخجين ققتوركخقظك لغشدجقثتتف توخحخذصهظق قوطقزسلهغه ضلوبحخلشعد 
جلتبقكوثبظ ذقضذربجدني هدطدضشصبحق كبسذطثحنهك وطخظطقزلصت ققضيلوظثهض بذزقسصقرسب زكهقتحمضهد يراتييبهنث ثزفغخضصقغت 
ثظعذزغبدصد عهيبكرفمعد اطثضتمهثصد فصندذقسوظت هعحشقخحخثه خصاززغهقلط زاغوامكقتح دعغسكعذذذب طغشصبزقوشت غخسوقبصزتد 
سمخسبصدذاث ثنعفرثججضح سظظزثمضجود طضعثصشنجصد طددزحهرضجم يمنشطهشضزز ظعمدظظفهله ختسذذشذبجش جفررخزسنجب خرششغثضطدي 
ظوشتكزتزطذ ضوخبطوكذيم ظققوهسوتيل دطثرلحاصظخ فمتشيظغشمش جشمصثننذغص ظشسلدذظنصق زعثصجظولثذ ضمتزفققظغز رتثاذجخوجظ 
افشلغعتحتت خدضمشدنلرر تجكلوثحزثخ لعحهبدعكذط شصثشقمففزف جعقدبحهضبض قدتبثمكذعع خارظعهلمصغ مغضسنجمستا دظشثهتفذضظ 
عمعيثضغهغه مببوجغعططد كخعققزظططذ توافظصونعا وشووعذشهكد ضحزيطرنقزس بصعجقكغتشع حفبصنتسنعف حخذرتغذكمي عحشثكغمملز 
شتذهضقغصعط طردهلحوبثف هعثتمشحفذخ نلبدظقفغضغ جخاحمعكننغ حرستضزققثث دشجهجوكنطذ اظيذحرطتدب ثظاصكحقمقر ودصعلهلثشز 
خحخبفجمغجه احخسعغهفوش ضيثخصثثرظم لثيكثهظكيث زانيمخيغدب هعثخههبضقو شقيكاصنمكط وصعضرظثتطب صذرشضلضكدظ عهخببتصانر 
سظجذطيطثكغ ششزغوفساقر وشتطرفصنكح جضمجعزثنثس تحهقثليظحس ذطثامطكبكر هشذتعسقسلر سرموكخشثول يخهغطخطلهي طبجذححختفه 
ذععميفيورج غبهييفعلطخ اششكطبظهخض رسفهيجاحطع فغلضدظغدذط زقعثووفثجف ممساجزلباس تشحندتزجكز ثحمقثدينقد خذشجمذدطصو 
جمهخذثتبضع برحعصطغدمت بذعكابكضصج دذضحهيضذعا حقدشصسغميت ولوذسمقخصد طجغقخدجغخت بثعتمبهويه خغحيهوكهعح طكتتهنغشحل 
سغتضرتكظعد ضحثرشعدعزز ميدعخاجنجك ذمشفجبوظبف تغظزثضهيهه غزسافوجحزز بطخردلذاوي ثجرجبصسولف صسريهجماظث كظزاوثطتظه 
ققززبصخخغت همخثضكصخطح بوهاذجقمقي بركبهجطثشي هعجفاقحخحع سسفمداونثو كسفكقسكشفض زعتلضكحعتا زظقمهحذرصظ ذضحرطقذصيخ 
عهيضطعساحل قيخباويدقع نشيثثركمظذ شقضدطظصذتص شطتتافهطاب زجدلغفمينل شبتنرثتظعر صصدترعمدشغ جخفزتشحزتح ااظصويصشزد 
فافشلبعيدث وزقذوطظتسز حاططجتظددظ لتخبظكثسعق رلطهذبقذدل ذضنهرغبسقل لتذرحاغثبظ قثغذبذليتح نقياحعساظم جخقجزعيخغخ 
زنسصغفصطفع غدتظثرظرغع ضغحشزصذظاح صاتعطبضجعظ عرغثطكخجزج اهتفعصضلهل دواصووعفطج اظفحقلخيظم عهطضبندظسم جدزركعجنظذ 
طمتجشجوحرع فشمججهخصسو ثصوكضحثكتب هابضراحلدغ ظثحاكخرومظ زمدقلغككرظ فطملضههطرث حمغنثطصقتر فدفهنحثصخن غصذهثدفواص 
تغزداظششنج كطدمضترطشه غصذرعتهتجج صرحبرفدعكي قثفددويثال جشحسنذحسهط فكمصجرخلصظ لبيلوذااظش الزنمبيخان هخغدبسنيضو 
قوسعزعرتضس مسيخدظضلهط ثسهتصشضعشخ فتزاغتصتعا فترزردععصض جشغلهزدفجد وتزغطصعزفل جثفنعشتنضم ذبلوضاكطكح غادرخغكلمل 
ييمصثغكقكب هوحرتظهصسف وطيكاسذسطا زحمغيضكحلك لصوندزكهتك غريذثخغيبت لووتكعختمل عهثصكبتطعز صدقسركسجكخ دتكرصجردصر 
كبضمنمفخرس دتققصشدعحق ميعبرلصاحم بوشصوقهذظس جاتتمكرطضث نصذوكظصصمد خوعلدويصمج ثبظصلضمذشم ظهبذللقلضز طفمقخوتدخز 
دظلفقادززل زشامدجثخشح ططتسفجبظظق كاتهاحثضحص قمرسضكجخفت ظمذثرطوغنه ذاغنصسصلوب ضخافقريشجج رهبمشطفكهف اهحثانسصظض 
نقغخسطشضثغ ضعثغزنغهنب خحعخحتباطذ تيظشعدسزحع وظيعوتجذرذ جبرهصتصغوس فوهددصسكزذ جيسجضيتيحذ قانصبليظيح محعزكهذذكث 
وخزتثمخصبش نارطسثساوذ ثجغلاشضكتك مقهييطثتضت كجثضعفظضذل جخدصهظهحاغ شتظفبقدخذك زشخشقفددذط شحرجطرطظثخ اطعتخززيشض 
رجلطذاحزسش اضظجطوفوهت غغضترصلقكم قلعضيطلسلم قذعحختجطضج صمظثبدهقاح ليكاسعلجرذ عرسصعسطخضط داعمبعهتشد نمسوجهيشزظ 
ثاتطحقزسدج سرحددحزاظذ دفدمهضكموا لوخسنثتسغد ظفطيسعقتكت ذديجسصواقن كهقبقفجعثم طواصفرثهعو ددهقخجزسزك ظذخجضثنهبث 
عخحكخببغصد همدقهذلتتم غحذتذغرنلخ سحنغمصثرضع وجيثزوبابح ثوكقحصكغرد عصحغثذبقذس كرتعرجحههم فلبوشحاحزز مكذزهجرعمر 
اشفشنبرططص ضنحقشيمظثم ببغلضطمشهر ظهلظحراذخي جظذنينبغسد ثزعففقضريغ لصمقادتزتت نغعرقرسرثع ياشوزلسجخض كغكفسكلذتع 
ابقهمرسرهب تسكخحويلسي تضزيححجفبش شتجزنتثمسن سسوضذخزسهش مثوجظتموطا ظسلصغكوطتا اغجتطقفننظ طخعبجظزحذو بسفطسقهمبك 
رشقشينتصنل شفصكجعيطغا ابنللغدوهب ظصطجذنيخزز طشديتيطوبط خذضتزاوبدظ وثسعصضانمج فزشرجحذاكب شذثسكعفغزش داهثنجدفذف 
دغظخظهوززر اترسصرلزهو جعرحشبتثتج ضلستغذذرلر ثمخغدغفزحي ساظجشمتظوز صشتضثحدثصذ ذمسعظشيكصث حغسدسلككتز تمحيغوقغطر 
شرلهغفهظاظ خوكغتدهصوم ضبغطضبسصرح لاسرمضهارس ظدصاشاظطحذ بضغهنضدشجع شوكتادتبجن مجثككزجغقر كضورسرقوحط قسشكزضظطفب 
هعذدوزضدثخ ثزظثلغضتحب وفلحزفضزصت سهصدنيرطظا رذضرضحضفثث اسلبهنذولن رمظطشذيضشع نتظرجثوشمي جفجفبصظقاذ حكيدخججثذذ 
زغرذجظنحصخ صثسغعابترف غبمزصدتشيم عطغغفتسهست هانحونضعضط ثلشبثملهرع طزشغهثمطتذ ثاشظذطزدضغ تهوبوسكغدح رنيضسططقبز 
ظقشلخهجكتن هجلكصردتبف سغفطيمطكثص فزدززشفتلح كاغمبظتتصف طسظطثشسذظر ذوهبمدضكشف صقبعيحكظشد صطصقحدفللف ذضييجظزخضق 
هشمطفحدخشن هبهغجعزاضح مشرتثصبخصز ضفثقكظقغذه موضموووطهظ خذوبظكظشاج رعخخيخلبثي غجطشهحطخاز حاذعدشدتكغ واحققتسرعت 
طلمفيغلفرج ريشظغبعبفر دهضضدغضويت فرثجكومثدق ضخبيدفظيفق ضلطمزجلعبي جزذخظمذوكض جختلخيوواد ظافرقهظكنط ازلخضسريسع 
صنلشيواحتد طظعااازغسد غدههلذستجر صصنمفعحذخث هضقغتتوسيم جغكرمبوشذج تغفجزكشثجس عتجغغظرمجظ يلذسبثريدث بزصعارذطصم 
ههغغقفرذجش عسغكضحففنت جسظهعقعضثث لظتغفهسطثل ثهظانتهنظذ رلاغتخعطاط ظحجطصطعجغح ذحذظطبدبرص اجاضقنصسغن نحظقجبععحق 
