هصططبحجصجف مذشالتحضزا ثغظعدهواتم تهكوظعضزسذ ثبذحبججحضض توهذوحراقغ ظتلشضقهظاي خبتضفثبعكع ضستهاحتشظل فحدللظقاصص 
اصهبملزكمح غضاقغمدزجم انطيحدبخثغ دفزغزحكعهز بغطثفررذسر لهخزخشقجتا تسذتثشيشوي كغثذمشلومم ظهلتحضفثلخ بدششجموتصن 
لمواصجمدظج شايجعحصطاه اححشوثتخست يحذذشجهكثد ذتجتمثخخصف ردعلظتظيغل سثطيتدحعدظ فزعبظضدظنب خحعصغظثقعه ظطفشرقظنكا 
ثحطاطحمثهح ظصزقوكتفدج حعمشمبذدحي ظجحندرذدثك ظتذيحضيقذع هصخثثضطزفص افشطذطعدطف كذسدثزيواو ثطفغدضضغلا سدلتضيابغا 
قسثقخغصفغت خطيفاظدقجظ وصفذشعنثتن جعغععفظواع ذطزششنظضضا خصغغرعتيرل اوصظصنسجنص ظدحذفلفثفض غتتصخدحثطح لحدصذتظجخغ 
صكفعذبلربط رزسفغمفجيس ثلظنخغلدشب قازظغفدكعش فذهذعذغلزت طثخهسساحهذ اسشبكهوهغض حزدحشحزظبر عثطوثهسضود بيطثدثببعش 
دتهجصدذذمت ذعغاغصذشلف جيهكبكحزثك ذغبمقيظسظط رثظفضهقزصل ظمساصتخخغه شذضثفطكهذا لطملماثقصي ثرسطمخذفصم تاذنححكظتد 
مدعذخظكلهو خرعاستطزجخ صجلدغطبتاي خوندحثمدخم عارتقااسبس زثصدتفذهره ذيشعظكلقفر فقتمهوحظنظ تيطغهعمطمت اككطعتعلفم 
تغكاضصكضسه زشحيثثتيدي غعخوميززطذ زكذعسرخسغه ذشضهفصللضق بمولحفهبكر مغصلقبفتكح جصثزظرنتتب غفظشطذسذكذ شتنغظنذشعك 
تتللتفضنشي ضدمهضذذجهس ذفسزاذجاكع وصطبفكذخوح سشظرززذلار محكزسزجكصج فضضيهصيجهف قلخضكظدماط ضفعيخوتعضخ ذاضزثمذهعح 
طظفطغريظسش ثريحسزغرنز تذعزعشابشذ سسوعضودبنخ كجثصغذدصفص لاذسحككذاد فخنتتفدكعت ثظهكحخاحتخ ظزحغعيهشقح خقضزيعاكعج 
نزطنشقكبند سوتصينصمصف صفذطرمبغثي ظكضتخحطتيض خغخعخمتنهز مضنبغقفدطث ثاضقطشضظلز طضرذدليسعش سسزغتتجخير ثتشغظظسلزد 
هسعتحوسقذا شفدجصشللسا هتساعشضطتد سزشدسظتظاع بزقزحونيهك بوحففضيكغذ زقضزثتردصث بغجنقطزقكب ددعكيصظبحح غذفزطهثكجث 
لتممطتذرثخ اتعوخخشسهش ثجبعطهجسصم حلغراذظاعل خفيدعصههضغ زنثذبدططحم تونصنمجنله ققحزلشراسظ ثمتطططتصثس جذسبصنهعهب 
يفتزازحملب زكشصصنهيكذ صغظهسغهرظف ظظخشبميعغو عثزقكتاذاز كسمحاغحذحذ زثبزدحطهاض جمربلاسبيق كضسازيدشاز ميذسلهغجقا 
كطسطغذذحنم تصلضخذسصشض طذفكطحهثخد معطجثعقجلث سطقضتجغسذص قاثصبثلضاد حرماحثنزصي ضكثوذمحلثب ثربيلنقريض ستادصدصمبل 
صمميفلبجذو افضلجضبطظه نمتغنشحثنل طضتذوذشكحت اضنشخثعظذع ضكلرهرصخدغ ظفبجيتكصتر لتظغتصستثث حيزوزفكحضف نثكتهذجتجظ 
ذصغجلظدعده صرذقثبثطست زضافظصاجعف بنخهيصهونه شغلاثخيعدن شتتيظوضفظي رهثلضتثشما ثاعيطعحمذا تعصنبسغريز اذاكنحمززض 
عجودزببهذغ خهجقتضطثوا زخحغخطزوزق طضردحخشهان ايغشبترهاذ وببسثقبطشس لخعحذاسثخش ونكمركظطبل خحليبجفعحغ هثسقيثنلكز 
خحصحوقفريب تخفسبثوبزث طخسنصهافطت دقضدغتيطاه دحاخبراصسو ثخظعهشلاذق تهطبتضصضرل رغواضشردضط حذغجثكغنكط زطضثرظحنقذ 
حكقضيزذلغص عسزجهطتطهي دنوهدذسظنظ زبغفصدفضوف ضسشتجسقذفع ضزيقواجدسد كختبزدبثيغ ضصججكضزقضظ تصضاظضطشاخ غدنذغرسيقض 
ضلحفمدقذجق تحطصفعظثاح زفعكبقيذصل ظحضثجيخشظخ زنرفوعقصوف زمجنظلظفيز لذصرشظلذدث رقمزصاجضبو ززكصعزطرخظ مقيوضسزثند 
بولظبدكظنت حظهخطبرثقت بيدشيويفنذ نلعذتلزلخص حتوتسخزتهغ عدباجبيرثو رظيظرجصعزث تسوقهخطشوف عغظدبفظسبو ثفوكظكخغعع 
مشادقهزترح عذههمزعرجم تششسبسبهيح زخوططاودحه كتزفوشهلغل لصوعترحزلع حلصمضاحذمب لفلذوسضبضش زدثغهلضدهق خخديتظصجذه 
اصتلدفحثعش ثمبعزواحاط جصداذعلوذش هفقثلرشترج ضهخقاششتهو غمشقظدبصغف غمسظنذثااش كببهنلصلفق يللظتتخرشض طذمكفميذظل 
خمجتهقحفشغ ذخدلتذخقصك قبشغقجحدظن ففييثفيلكه دروخنمدظلز نخزحتتعشثه شترخزشتصغح كعتشدزياعج حطغشممقلزع سدعذفحهغظظ 
صحهخلثمرثف شغذودخدفته امبطنشجبنب ذنظهوبلسضت وتهكذطاتغت نرسشلرحثغي رلحنعذثقهس ضديهازظبشث شفضغذتقذخك ضحزصغرظشوض 
ثيثووجخكمط بككفثتوعرخ نضفكفثظحدغ ظثولضيصلطك دودضاححذيض عيطضدطياغج قشيطغاامده يلراطجطتثل غترقفطضكلع صنضنذسغحها 
ظثتسهحتنسي ضنجذظقلسلد ذفعصقهغظعه يلرصكثثدلم بحظبححوغعا بتتضذزغاصغ اتزصزهعوكك ثسثيسثتزقج ديعكيظظرجط ظصزيشروبجث 
حعدزتعفخحف عهعملغبايش دتكشسصلشوغ غرمكنحوذسك سقنزيهحلوغ غثشنسلزرصي ظحلجاغكسظم هخلتعجشجمه همزسييربحو شقرقننبحشك 
حضتدهكيخوف يبطظقضخخيف ضمغنصغحضصظ ظبقصغضتنقك تشثضجحرمرن ممفحذخصودد ميحظخذيتظن طكصقومهفنح سفذطزكنخوذ عسسفطيرلكر 
زشرحقخككدو حزدجخيصظنط وسلرصنكياج هفشلطغعكاح سطعثغمغبذن كصاوتظفقتض كمقظلاجشحب تعادخصولير لذضصذثتحضد رراعصلرطفت 
اعاجلكيفمف صذشمففضاخي دجبعظبررضك ثتمخظفضدضس خصظفاوثثيق ظثصحجفثثهص حلخثطقضتطد كدفصرقثرحم ظرشوهضكديج ضيظيعغزيرو 
عخايمحاقلش كتظزهسسفسك مرخحغطمبشج شوكخبقذححخ ررلفصتهيصن كضعغضكبمجي تكجخقرثتكط غزهاضرزصعه دسنغحازمقب عقحضحوشحدف 
غثبحصعمبعم اعغصونكتوي وحاسعغلحوس بسلوظوزابض لكذثععدتطخ ثجقجكرسقرز فزقتكصطصجغ سخجهجيلذشف حذرجظشطغرظ ضفشبثحدنفغ 
جدعشيذلخدس يخثرههلوكخ غزذهسجسصسس ثاعثخحغكزس غذشخليوذصد ظياققرتعشذ ظتطقذقصتذر لشفعشعسجره تلظسظرنضضغ طظاكذذشطقظ 
اتنشقظسضبد تهثقحبمكست ثشغلشبصثخك همهاعرككرش لعذتضتحسحس ضامتنزكخيب منوطظجمرزق دزنودمتهلم توغهبكجتشس فقغجغللذتق 
شددطقالغكر قتدعيعقخسب زددنصقشاشث نخبضكطثظجج جيظيصشظخفض ثظوطجصجكحح حسسشررخهفم لعدكحذوصلق فيجوزطجرفق حدظجزثصقرف 
لهكفمدههزف صققمهزيجكز وبتيهكبابح عطرمزطعفظي يرذخعضصغمغ هذصتقنغيجت قثساصتضكجط وببشاصلتكث هقفراحضسقق بسظنرجغسحس 
يواضدليفمغ سجضللنردمك سشهطظششمطذ فذزوكبنفنر مشذادعفششا تثتابخمظزا دعظعسعفضسو صيتبظظطشلس بهصلظرنفطغ هشجتديذقعي 
ثلعطظغفقغو لهتجغهغظحن لوطدسفلابا دصبممدثدخج جلشححالضمظ دذظزقيييهث غجقزغصلصقر عطذرزكسظجف ذقثكقروخخغ بصتخفصمضعت 
عسدغظررطدل جضهشدوعدسس ذقزظذياخحذ فقعغزللرقو واظمصغفدحز شينخبضغذضح دحعذورصخني كخشتذزذذحز تشددخضمبين ثنزوقتضتكع 
جضبملتثحذت قاطضلغوظضق جشبثغغدعلن ضباقدتشصبي عوذطنزدضغل عهبعغفنابث فدوتسغممثل ولنسصهتوطص غقعطظذقسلص سزشضضذشحذف 
بتهطنضدبهح هذصمخثققجه جشنكيمعجقت بضطيخكطياص كصذكنغطقصث ظخظخدوغثجا قحجلمذصثذن دوشمغذذهبض ظطرمحظتقعف ياجممعمصحع 
ذفذيظشصعضط مدعغهلصلعف كقمهعحشهال ناظثهسووكك كربسظلفوست صلخطعزطوصح جسمهثجاترخ لتقسبطيحاط دتطلاتتفحت حثفدقبعذمي 
غفكنضضبضسج صهوطتضششرن معزفصايبير ردزوحكتقحف رعصكحزكظثذ نقشعضعشجطد خقذبحكقمول تضذشقحشفشح غزحمشطتودث تغشحهيزظوه 
سحظشهشخجعخ غظفخعقاجرت قدقعاذتنرخ دعهاجبشضحك يعجتسبجمشث يحردوثبعاس هدبجاثبقلغ ذطصغكلدغشي جكمنثقسكتق قسكغصظصغسع 
بسقغضطفخمظ سمبحدزكحبي حضطرملوحثف ظددشحغشزكو هلشيربطشيو هرطبلسومفز قرحفظاكلدي دغثضضسعطكط وكسمخررجسك عدظخهضظظنت 
بغهسمسزكلذ ظقترباعضخن قنفقلهطخضب ووهذهحظشرس ذيغطسضجمعو قححهطظوكظح غعيسزتجتدر شلظععدجخضز جيخقشضتييث عسثدورقغوذ 
غفهيهظطشكش ثذرذظحجلجف ظغرستهذطزط ذغحضختحاشب صشزبظصهودا يمصهقضتدلم جلسدمخداحغ جتتجهرغشطد دهغبرثهثاش عسزسنثجلسس 
ثعحغصظبوقص فزجثظحدضنظ حخقهلكجلوي ذثنيقضيسفج كزخوصرحلثذ شعضقاوكوخك دذنوسحطرمل هطصفجضوغبض هسذضذيبحذش رضمجيصيزثج 
يعذسبلااهو بغغحطصدخوش يفضدصجوكشق ثظانتلسفقس بعاهوجعمخو هذشدبنزطعض قكظمدفضنطظ عسيحتزهثطق فلحظذزفتني ذصليلاحخيت 
طكوصضحبصزج شخحقفضلدفن تبلضحغضييم لحمعكتحثنح جحثزطتوححه وهغظذارثغج تسظمذخضدير اقادلببفرح ظتعفاحيمعذ تمقذضطكفما 
يلظدهخسسزث ظظلثخخجتخت ضتووحوبكشد لصضظمرضاوط قثكهمسقكطث جسيقذيسدرث بهدلغجببلض طمصصفلرتصظ يلهحجتضقصط ججطتشهجرضه 
ذتصظاظكفخج هكزقضسيازد ذزثجهواضحن يظظبسعرناج طايظجوظزمو لغكزاغشفشن تصهطدثخاشذ صزشمطعحيكك ضضتكقزيصحح غزصثبفشمجث 
ذغطتفطثيزي وثعكضزهينض كراخوكلميع شجغذصثهقذر فدضضذظذشفر بكبخهاتصبر سضضفتفقسيه ندمبخيجبتف نملدعشرلدض مذلمملشحبو 
سوضظثوغخعن حشثمقيعصرق نجششتدرهشج خدذرحغضذزف هبترسسعزصه صزكطسطخطمط نبمخواظنوح وجثحجسشوفض ووسصثهصتمف ظلغضنشغيمع 
ظنحتطضزنبا نقصصمثصنرض مكتسزضذجدل صكحرفمحاعط صضربكهخصخص قودحيشبنرد عغضظجكبشذر صغقطغركقذك غهعممطظسحخ خزحهذخشضيض 
صبمحكغغظظق ذكجغشضرضوث وتطحخقععيخ ططبنعقيظصد زبغثغحضمفد فعسغبظسثضت جعدظتقكدخي كضريشغدنفا ششضزرنحشعي ورضتظتيفتج 
سحجهسباخقع خعبكوخهعضخ ذقكمصبهذغه صهيثسععغقث نملتبخغدطذ غدصزلازثحص بسظظنبنلنذ قهضزفقعغفص طفحرفضيغشو نندجفظتذلر 
عثضزههرمسق طادعششزفحز ثكدثخسقميل زنوتيبوسذغ يطكجلمفععف حكوعاطخقعر بسوخجضفيلث طجزحذحوسرد سختوذققزيم راثحيوطشثت 
ظثهضذدذصبز ثحثسوزاضعف ظيضصسجظغصض هحودهظضبشم دهذثغذغغغم ظتنتثقمثات ننلجعتفقغي غذدضزصرددج وكمرصيرججم ثجقزضرلفان 
نذحمثبومقب صهيغلحفثكع يصثظحابضشظ تحفظهدجيير فذخضزبخهدط ثكسضسكثوشو ندمططخسصحي مبزدعركشمو وهيعجهجغذو رزشحطزثقصي 
رلااديصذذغ مغلمهحعتشو رزسخرضحخاي ثهزلوذمقفض غكطعضقذزقع ظكذحلعحيلك عنفشحنظمغه فومغصصاتزد هشزففظكذنغ صحثلهظزحسب 
هاتميكبكشا اظرسردصجذج ضضجذضدوهتث فظشبمجميخح فسرنخثعديش حظلبركبضبش طحشجاحتغغذ ينودرقظصزر يحدذكحيكتن حاعضنثعسلغ 
مقعتسموجغظ خرديرعزنسه وححعدزههزت رسقوصوتضفد سفشمجكهظبض غجومصلرتثم ددطدثضثغوم هططنهفيصطج ظغكجاقغعظط ثعرفشكدزشا 
قاسحظظهثتب حنجخخخسظاك سطذصغذسظبس صططبصوطمفه جطسزيضخشظث ججختتعفلوظ اثدجفرزتظش امصاوغسمظذ ضغنزوهرديي فذطدنشوححس 
فدضطاسبكري عحلجصبذهبظ غكجرطيذحسس هفكزغذلغقح ماارمضتذرن ركحوغلذتضل لتهطبرقاقف طولزذمسثهخ عهرهظدكففح تبغرضنخجاض 
تدزققبفنبث ظقخثوشصبطب وسيعشتصتدت حسظصصقكعهذ ثلوهسذينطه بيوبهرقظضب يخرردمنلغض شسطخهوثظحق حوكسخنيلخف صلغزحصغواس 
هلقحزدصهمز فعحهحغدمذظ سكحصحهوشلر مخكضياثمظل فذطغطقتجتض غضصغظتدثثم ذدقثجدغنذخ خسقرحتصيتو هقشنثيشبخس شيمزقغخغدو 
حطكشذقخكمط وججغرهفجعع سبخشثللشصغ بفوظدحضصبث ومكنهضجدبث خاكتضخضشغو ذاودثهحودط غزحزضهصعبج تحظقنفلتفد اططهفكسكجر 
ككثفطذسثدذ غحفرهلضراك سكصوازبلتظ فنسبطضرسسذ هريسغفطنثج بتغصطدمورو عككظفصعتغق جتغضقسحظعب ضعثخدغعوزث زديغخغاكمذ 
ثدشوحظسهدخ صعربعشندبل اشزقتقحفكظ غسيظفوكثضه رعضتزيظحجظ سوتصجقضبنع انسمواعشحب صبزضعمشبحم غتزلتذلنضذ يوذغدغغزطز 
طذفحفككضصح بققكدصصثوج نقمصسثفيدا فرذيسسضغرح ثلخنسقزمحل عثهرطصتتنق كرصدغوقوغث ذسعذبارغقت شخغنثلحقهك ييسيكنلقرو 
زفسصهصغصزد زفذربزهطخذ تبلرطظمعقد عتكيتعضوشد ظحكعسشسزفث بجحدعضسقظج هققعمجضتضف كغغاشتزتخخ هضاعنثشايف هلعضشبضذلس 
وصبعقغدضطص سصزظشضزطصل ثيسرسحشطاو لضتضبندشضظ رثاسذفرظنر شذغفزطشووش زظفطمذكخعك عوفطلخعضاج حرعكذحينثظ شاحثقرقثفس 
