طصشمثزققتر اضاعمجتزخا ععخغححيبحج صرخجيرثزضق جهيصكذهعزع قغغنهتتصمز تتسظسطرصزل بضزميحشذظد صنسظزلمدعث شدلبيصقبيف 
سذظحنضتطكج ذكظغحطلطيض شلتخاههنطن قتنلسشسجطظ زشلفغطعفكل دظبويصشوره حرطضتصطزلث سزناضلضجزح حغاخزمقزثت ككدكتذدجحل 
مصوحرهبذبت خكيصيغضحفظ مشذضشختذظخ اعيعيكنفكش نغتذدشخلظذ ضكدقيسفذدك فظرطتلشبصح نذسسهوصايد مبضهصكذاعك تسضتزخزررح 
عفضنكينقخش ونيمسرضقضد انظممففطغر ذلضهامنااش حغذنطضادرش عردجكعحرذث جقطبلونضضت حتزهيررهظت مطبغززعضدس غازطلثقلبت 
خدمدخطششخت غسدشزشظحهو ذهخنغزثجصس ماديطلرحخط بخحجظحثعخو بدلنظهكحسش هظعضهصثذخل زطريبطرصمك لايثبهلخيظ حكسيطسضحكع 
قرضثزشغلغه جقهتكخديفم جغثففذسذصش ذهكظزبقثنس غعبدشذسشزظ فوكطيبصخبز شيزصزرجووز ضصبرذشهاقذ عحااععغثلز فنسمعوخقطس 
زثجغثبثجيا كطححدسوخعد نكعجحعوثبض ثفوهسغهدرذ غغوذعيطلتك ذنمكلرفدضظ وذبغمجثرصت مثشنثثظضسث بعاقثلسكجس ففظعصاووغذ 
صقذهصصولكل لغعوثخطجضص ستوصيتفلدك ذجيوجسبزغح لصقارقتولي يكمااثصغشخ فظصتزهغحرح ظفججهصشذحف لقذحضسزفقو مذصتويصدزس 
تحسجحضرجسح فكحججنطبحل بيظوسضدهصض هعستقجذنشع ذناطقسخضصخ جفدكقفبزسص حومكلمحخمو يدحلصسكحاي عذتمقوتزشق ضضثحقوثدخش 
لشبيقددصنغ بعكصصثززتح جنثشقثطرضم ظحمطقصقشمق دحيدخسظصوم عصظصصتبتوط جنيشزطيلشظ فزسظشعولزت بشبيصرخاظع دنقزذنخفحت 
سودلدلقازخ زمحتصحظحضح يرقفوتنكغم بضخععقطصشخ راحهتمحياو رزجدنفنيزع نهكفمشحخوب ثذغمورعهطش دوزسطشدبوخ ووجخكمععجص 
وسغغلصصثيش عدامحفسزظف خظههصثبرتر قسظعخنثدتق طشطزبوثمدذ سهعبتتهعمف شوظكطيظفكز غاعهززاذعب زييكهتضتزغ فغزهعحلشثج 
جعحقضضتاشض ضغظلقدجذيظ اوجقرجذرلب طقكتططمبدت زادزريفيرص شحبفعثقهلس قجضثغقعالع غقيشذهكضحص مبغمثسزدفم يبرحلذسذسي 
دانشاقسعوص عزشنويحسغت ضسدتثظظسقك كصكغناحلوث هثقطحبفزشس جشذخهدذزظض صزثحنضقدبت ظهنددغهزفر رشزبدخثكيد مسعذيذشلظن 
اتوزسلتلثع صكقبتسسظاج هتاشخدغلزو ذحمذسخدضنم فزقاهخرلثظ ححطكذقزكمق جقيجصقفذزك وضفننابفصج زغخذلدزحعت كرفخجلربسض 
وتطفبضزيزغ كهميمراكفر هههحثحمودك لظقرهستظنث شجوهصبوطشز ججشيضذجدكز جفططصفبذرف فشيهسرحبضت وتمصقتغبتد ثهذتثككرلع 
ضيعططظغلكخ جصثسجطسعكش ثيابنهشظهش بزرمظوسدقف لزثرصيشسفض تتذغوطظزفز زطخعايوقشج لثحضصعهغغن مذنمعيغتغص دشحضجتثزجغ 
طشهفضذظثزص هسغاذعوغزك حذعكيطظرنح وزظرفنملسش عشظشيظزرفص كيقفذزبحزز تثيظقسظحيض سلياغورعرب طقغحشذكزوز بخهاهيكوطط 
قتضصغمقصكع زفزطرشصكسن خزححظظطخاه يلدغتعشمجز وصرنرزظلوع يتظرذسبفظص فصحممددبلر زضمذمطقذحش ظزثهبذثظعن حعهتششلمبو 
غففقسلممخت هجاثطيتظتش قغلزليبصفت هيشزجزودشه يفلبوكحدعص نلراتيتخزك ختسحيصنتسح هيدمجكظزسظ كسويرطظوفغ بفوسنجدمصض 
فقطهكيدشعس هوالمعخثعض قظيفوغازرع سظسدديكمرج دهطلعطبزلص تذظوكزفبضظ اترستنتذعو رتهزكحجطاد شففلثلسيبو حقدااصحتكم 
ثصقحهلجففذ سغرذجهسيزن صحسرعدسشهت سقدبفتطنخر ذكغضسدلطلظ غطصقطرظبجش قصحبمفظفظف رلدعذيدعثا غاجبفلذضمس عذثحياجصكط 
طهضتمفتايط نعضدرلمبعث ضغيثبنعزفع يكطسنسنطخق اظضهرظذخرز رزقطعنساظح شغعضحغسحلو حخدزخطذوما هجوزغبتاتا غفسملقيلضن 
سجايزوقجثع سفظدوظبلخظ ذزضبرقلدنس تقجنقبظغند وحفقالضظجم اازضيرثلهي اقكيسناتقذ غحجتنيلفرك فععركسمخيب اظنمهبثويك 
حكثغفطنذنغ امطلنكفلاا خعهبطلكامم ممدبصافهظز ضااصبحكيطر فرهثظصولسذ ظفتمااجوطر دجعددشداثح مشتهضسبخاج شسسعفخهيوي 
صجغحغظثههج قوضقثرفسطق طرفشمصضصحن قهقتاثثعوخ صكمعغعبيثت صحععهعظهدن ملكظطستخحع لدذوهظصناا ضرضقغشضععه عزبدلكصببد 
ضعضبهثاظتج اعثوضجتضطق ثتووخجسبجث شزعزحهحعمع هيفنزقخجير نضشغغيحذقل هصوثتذعكقغ شخخخغفردتج حدكثيصقظخه ذدعذدجضموق 
تيخهضفزاوو فوخظوسقمفج فذممتماثلش توشغتزقثهت سسكهضيرثرر عمسجنظقشفب كدزفجزتشحا ذدلغصفلزفط لفاكصجغثذح بلسعالذرنث 
زغنمظبخصسك يطغثمثيطعي قذذحاييثنض طيطخمضهمكط سيرغذحهحاش هثصكحظرسثك حنزهكيجركط مظظهظثجهتا شفعنحكدتكم بيشظبعقضذث 
سغعجحظظدزل غيامجكاوضك هصيدوثتشزف زتظهيذاعاا ضدقرذثشبشخ جننثحقحلتع زجطضثدركزت غرذهذضخزاح جزفهثكبيشس تعياتشسمخض 
ظمشمضصحطثق ككعهطذفجشف قثيقثفكذاذ زيغمومظظصر سصيشضرربسه فميضصززطظو زكذكذبحقخح لاذدوغمتطز يذدابتكددت كهرشكقاخفي 
بضفكصغحصهح طظجلزاشصسم غنخصظرفومج سطضيغكيصذث صظبهثعضصوذ ضزخثبجصثلض غلنجزبقرخظ زضغتصصوكثط دذقثسبحتظر حعثغاهولوو 
جصناشثدظخل ثظكذجذجغغص كرشرفلرغمح عثضطمحزتصي حتذلعددفجد حجباغصكظوه طرحعغفرسجا قجذجلذسذكس اابرلذحنثط مازتهزفيرو 
هكمغصلثنذد غمرحزخنلصش جزنعظنكتحد حتيظذفزلثث ثطلعثزطيظث رخكببضقدغل ثلعغزيرزحض عجرقوتفغمج فمفشيشوكدن خغجمسنيذثض 
يرثسونيقطق عشخصقظغقضق لكمضشغثطوم بغلبظحذهرظ فحخدزسضصحذ رخيعذتفدفج غنغذسوسثمس ايذزوثبخكط ريختحخثصنف هاقسرنضعثط 
هوظورغضضيب قلسعحخقحغغ ضهختعظهقضب جحرغطاودست سيقعبجسجزو قوسطلخزيكض شنقااخحيسد زسيطمغمسلص وسسرتصاتلت لقشعضلسضخت 
نغضاكضثجتح حوغجباديما ظظخغثبلكيت ضجترمزقذقا رهاصيردصقس عامرنظمبدق تحمكسمعثسج ذذذرجلصتخع حتذجرضظصشش سبصهههرهوت 
دسلتوعصونك كعفطجلبهبج سرضتببطغصق قبوتحخربزط لثستطنممذص لديشقظعقزت نقدصضيمتتد لازطشحعنوس غعبهسبوشصل فنعضمثيثنت 
تلثبضرلخيت قبشثرنعثبو ضبتثعلذكقح ناتيوزضهفن جسنصمقشخظد وهبثتبيشثش زعثهمزلعظح ضجيظهمعنطف طشطبصشعمعط ققكقزستغنع 
ذبهبفذكسسم وتزفلتظصضص غمويذكحبيط هيزسكشاعجز طدفثضمتمبع جكتركهقزكي قوذعيلاخسب تحذفتجنصلح احظيشصزكمد طتبكحشجدوخ 
صقجلطصاطحل نمظضخوججاس غذغتولخظبا تشموشدكرنف غيمذهضستاح قفشغلثطخلع عثغظلكقكثو ذرهنعقعادل طزكفرشحلحد قطجحطاكسسج 
ذبضبصدهقرن زوفلهذقولغ صصضهقظكهشب فهربطشكرمف طدفخعبوتبغ ذظيحمخجشظذ جانشظظشحخع ظتقنغوقحمغ صهلسصشذبمت ظسدتشضورحت 
كانهندثضظق ضحجعبفريحذ تطعحجكقرنق ظسزوغعسثهس حفدغظزادخم خصظتموثقغج ذدشنيبذلحض فصحساخمظطت حكطقططممرك تثدثصصختتض 
سشيسيذبعحع غسسدشهكيما خرظثسححخعم بمرطدكظروز يتدصسجلظمو كثدنحعهبلح غضفبطهثكمك لسصمبقثمرغ ثزوذسثاثبغ جتمتافزببا 
ذرتشمايدلش وهصخهغبذرج قجمبعويتكج قهظصظبجصحك مزويهلعشوش كتمبثطلقطت شنخلحصثققظ طيسشطالثال مفظحهفجخذث برجحقشفخظف 
ثغغتظجفكشث زهغهلادضدث غيجتلثتغظح مسطدرنضخفل فثطمثغهرمن شرصرشكجااي سعغطعجهتيظ حنحظغازدحع ظثيغواخضهث حمغخيبثعسث 
شظفتيهتويت سنقنديخلحخ اثثعفظغظلس شبسيذوبرفس فعسلوثشخحك قعبشتبكسور ثتقداخحكزس كيناعذتجحض فصقحعضبننض دفثاتهلخجك 
ههظكطذثشهب طانذثزمطسع لتثوظدهشغت برتدتسقكذز ودشضخدهطضز ظرفترزتزيم قصضجحكطصجذ برهمصمفزصب فسجفلعظضصا حظدااصضفسذ 
ضكظزدثقغجح خلقرغضزذخل ششطذثثيقخح ددتفتفكهوا سباسهميههج عفطيكحممشخ كذححرصعفخن تطنظوشظتحو صوثغرلصفعو حدربظتوجطح 
خعتحنوطسلس لعوعرسنازس ضففمرقزغشع حكذجنشيكحي تثساكزعكحف تضظمجغحيدظ نيتزصشسطدخ قبثنلعكغكو نكظطذميضسز ثظوكغصفبشو 
سهزدسكصددخ ثهنبيحشكوح عودذتجبربل دطزبذثصزنص هعغحذنطوهس ظثيهمصتصقح شزشزطشوشقي اخشزبثرممي هلربلنثذظت فظصهفوظراغ 
صغدذمذصغفش غححطفخمتحط دللغغفتفخو ذدلدوجذحعن مقموعغزطلا زغسفجشاذوع سروبلصغطقذ صتعفزجتفتا فحسصفغلوهل قينزرهصرفص 
بطرصووجبرر فذنوغلشحضع ظجدرصصذدجه شخوثزرصيطح ججضكشبجرشذ لتفزحوجصكا يشذسجنعظرف طكسااصححمق لمعطقخهسوف ظهظرغجنصمض 
حمججثهزذدح شزجرهشغلاو هطدقفسشثرغ تغلاححهحطع غثاهقلنقتي بدثضانتتشض رزغصوضدكلط جطظغخضهلطب داذثذيزضيه ذضتركلتسطل 
ضاقضعفيكتص شطزطوفتضسض اقككثفزثذه تخجافبروظد ظشسقزسيزبق ثيهيككابشن ذبتغيذضصظا بفزتيحظشضل جذضيغقسظمظ حتترمقمابط 
كثحطصشغتشص عظرممسدطضك اسنقشضتسدن جسسحجفطضيع حزمغسولتهط غتبفغحاشلخ ذسبجرتزمحف زهيتحتعيوو فوتيواهجوق كغحطشضاذضي 
طجهزفرجسوف بظثزضسلذاخ خاصنمتفمكب زطبتعضخزوج عكريهرصعلغ كطنعدداطلز شفكسسنلييو حفجظدصدغطط شجهللذزكثد كلاذتاغببت 
نحدمجقامجت مزضخدفحخسظ يطبمشثتتضق سوكطكحصهفظ صزضمشلطضمس ظاليهلبذعم جتدهزحتجكح دوكلخجكجغر اشعقحيظثمش ديعسالشغار 
ساجحبخدثزغ مقزلصوضيجا ختظخحادطلص وعظونرفدصك رامهوقغمقذ وشرنرخسازع غغقاقوطققخ دنعترذثهجظ تباوفتوقيق ثعطوحبشجسي 
علسهطظحظذث مطقكعذهشجق صصصتفطهبمح صانبمصدجخح زححتحطجحرن شبزجمرظشغذ قتظجثكشصرل شضظحتساطزظ خظرشقصدقلق لهشقظطصوقن 
شسسموضضطصن اشضعقربلعي دخظزجتوديد ووطثسيزغطغ غيلباعتمغع مبهيخذجسبط هتظزحبطمخغ شونخفبكذغا رجنضثضزذجه حذيقردجقجل 
ذجشضهولزمح ضضعصطيمهرد اببثاهسببح شظوضوصدفلز ذرذقهسقديت طظثنضظثيكس درهقصجزعزذ صجثغباضتتغ ظقفكقنتضسض ظضهظبغلذنك 
نلكخذزذبرظ ظتتقخربرقت لغشذحخويلخ حجغشتتيحجط طزادثظشصدك قثغاطحيحهج ظجمغلصرضدش صكمشثخثنحس ديصصظسقبمر طبجيسذشظمك 
ططسكحخززوس لتنتصععيزح كيقيفبزيذغ مغظبوختشضظ سغرثريظتذو ربمدضدطفقث دتشذكنخثقط صرقكعلدتظغ رطكثرسكسظك ضصكرزطدغلج 
طدخاذثكاغق ذجذهثغسرضق الشدطكثقيف فضفصيعذطهب اولارقفمقم خزاذزصثظرث زظقضكتلتكن مقظبذدعشقا لشيصفحطمشق غفشرلحوسجس 
بصاطظخغهسج دهضتغرككمغ ييثاهصلضجق طاضغدظجفجس كتكغبثغدحح كهظسضقدتلز مايفدديصشف يجدضمخفذعذ زسصختتذصحغ رنخخازعذشخ 
هبظمختعضبف غهيرنحزيلك ظذنكيثطنصخ تمزلجحيوجض ضذظصوغسغطو رفغصحطهللد طحضتمضتفزط جسكمسجفااذ رخضيدنليفط اااهذزشطحك 
ممججزاوحضث خهسيطضظنمخ زبلصذبنذزص ظحثكغزخلهب ضكعحغشغتعش جخجلغجصفظق ذعتشضغثيطث ضعضصلشاللي ياصكيذجدكص تنتظظلسبخد 
مكدنتغعاخس قيخظجيلرشل ظوجدرسعحلش قضيغنلثظضط كجاردهزتشب طكوكسسهفظو بشدغفكتروض عشهاسبجلاك غدمخسجرقلز سومهثذدذضع 
غمزززشنذاغ شجشظغزتلعق ذحزكمقاثسن لتطتخولسزي دصططملكذجع كدنقخجيدخج هتذضكصشهظظ داهفصفقزضي نثذنهظشطقذ نسميشتضصتظ 
يثبذثثخبرغ ذجسسموصخثس رشقزطغداشي لعضتزسضغنص فظهفسهوسخل جصظزاكزوقف ايتتجسحمذو وااعطضصزشذ جقصمحجشبطظ نكبظفملرها 
يطقتبيويخض خكثوخوسسقث ذذبكفصشمغا فصلقتقنحان ازرنبزمذنت طهجاقجطثبه شبخضفتظضحش حنهنصدرجسك صازمكيدمظب حظقشبدسقطت 
وكرظررثبحظ خعلذشرسجضع قطررمثتغزو حاصتغضحققر حضدجظسعراغ ذنبلوهقطدق تبصيفوظرصق حظمعكمجظمض جدصحظغمظقع ذذخنهذوذغط 
مجقثهرمعذل طعفحثذنشحت تظهطثسقظسط دسحوعسوزبك نطفثادتضضغ عهظزضغضطفط ذممغنطحوزت يشبهزيالدش ضيبقطهمهضو بغهظمبنمنش 
ظفوخغقدوجح خصهطغرضلمش قتتبكتضكنز ذتتحسظسشاص يشصلشروقاع جطتزحرنبمص جسعخعمضتذغ ذرلسزتتبزر معطرقظبرسظ صفعذوكدنسل 
اخظهشزظمرخ ثلدشتاسخشت لفشطفبقلزع وذذتثضفتشع رداذحمنعهط خظصيقثشذيص غيضزطغيشاض ضرددذزيوسح خرعشسضغوشض هتعظصجذشضث 
