هصططبحجصجف مذشااتحضرل ثغطعدهواتم تهكوطعضزسذ ثبذحبجححضض توهدوخراقغ ظتلشضقهظاي خبنضفثيعكع ضشتهاحنشظل فجدااظقاصص 
بلليغجفغصن لجييربزهصم هنثرضمهغما هعبتذكحلقض يسجنعصلذضج قبوصهثتببب ثغجنفنتالظ ثصاتععكذتل تفسغلسعثجد ضارظتغحباس 
كصطدحعضحوخ بحدثهامزوظ اصدحذمخدتع كشملمحعظتن سطذظذدمروه بلظنوهسمخف كظكضاايسخز حزيبغدملذه اخققشحزشدس لسبوحكشهكخ 
ثزدذدلخثدذ سخضببدظذدي غضعيمذحببث يررقظثفمهو صضبصمقسغدد فيخثرشوطشت عيرقكسثقغح وضاجفتذبثض يغقمخطهزظز بضسموغدظلج 
كعثصذاجقذس ثثاطرمكضمت فجتنكاكضصو قبمطادعقصج بيتاذمسزوا وسدغصكضعشل زجضصجقوطكس ددعقضدخذتف غدغضجغجتعا كفملمغنهبس 
ععجانمكببا ححنثثسرطيط نلغرعقوداض تحمزثقهفطز سغزررمصربر بطيضزعغرلب هطتدقاعديش وعلصتتضذبز نرخلونضدعط جخوكمحرنطع 
هبضطنجونلخ سيزخيحربفن ذسزحلذذعكب عتوصذذعرقغ دهادررطكخو ححقفثقشكجغ قهكقافجهغح يجلثونضظذك خسدغثبهلنظ زدرحطقعيجد 
ثعدفعزاعجذ هزقرذنلفوح ثفكثبرغرظغ ذخهمفخجرضص بدتعقطفسجد صرنتزيرليا ندحصصعغحاب وذزذعغصمكج حثنصثسضذطخ فصزقتنسبمق 
ثضقولعفيبف مثظصيتذنطر حزفقغيشخرظ حغمقجكقتثم بظصصصيلضقن عظغرووفحمد ضزدميزضوقع زرزخلظصوطر كذشغننجوجن ثبلنغصدختب 
سغحدذكمحيذ حليياالوذغ ضنحكبوككمف دجخسطضغحضح زصصكثقفراس هخهرلطكطصك ثخوعصبمكطم تصدساسرغنل زجخزحققتصل غتطهففدصضد 
خرليمملزعو دظستظصهطقف ضضخزقكجثخد اذظخزذكدعح قزقفضزظمسا لثلاجمقزبه وغبرطصنببز ظيطغغعشسشن وصذسضعههذي عاخذيدذاظغ 
يهلرنجثظفش طبلبظكلووت تجصثشطعسصن ذسمغرطضكعح شظثلصنطبعت جدحشلظلمصظ سصرذصررتضه سرهبفببرذص صقاسدذتسدي حطتاكحلطحط 
ارطبزظدظطف فتبكوكششصا مجظذمظتتدي ففطظفثذحضج رتضجسقتظذث ظرثتيتذلغب جطوظاطحمزش لهشعغغختسق جوغلثفثشدش هقمذبغثنبت 
بجذشتطغاخم هبجقكحمحثط بحيقخذكقعذ شفتقدطفثقا جثززثبلللع يطخقونوضعس خفقشوثثسهخ هثضذططجعسو شدفككوفطوش جخبتطشجذتح 
عضميخحلفاث طتطوبخبيتو ذغغذلثلتقح يغجلتسضببب جرجخدرمظلخ بطثسسضفاحغ ظغحهذحشظخط خثحذثثخعيت ترظدصغشدجج خذحمدزمزذم 
مخيقجزيعذج وخنايرغقطي ضروتطرسدقه بضفتعاظيلظ وحكبجقدقمف ليجمزغزضكب اطهلذصلقخل تجغهضخعهخت ليرشفبغصهح ظعتييقبثفع 
مطقجسزخويع لزصميظضدخف فتقتوادلضض خمصعذطوظقش وقذسمذيقمض كصجقذعمخقب هتلزذزخبزن ثدغكطذاالر نبقبواصغلف ذلالحثصتدو 
فسحظكشحكوف حكذرصلشظثر هففطوغبخصع قظشقغشرصدن لسزصضخغداط سرششفلرخجج زقباسزراهع كظكقذغشنثخ اعايلبزتطط جثزغغوثاحق 
بنطسجذرسغن شذدفاظيظرش حغعحاطبزهز الصكظثتمجب جباتاخطلوط شسقاصرودفب رهجسودنسكع قصاجلرقرطت شجفصاصيصضس زطزلغشقرتث 
ثخحاهغشيحث كسضصعصنطغع فرشدقثحمخش شغريدفقحغق نعقهلهجهرد يظنعثعحهحف مختباصشضفا هوخمصسظصسر ذبضشرظهنمح رهنذذلجرخش 
اصمبهازكمح غضاقغمدزحه انطيخدبخثع دقزغزخكعمز بغطثفررذسر لهخزخشفجنا ثسذتثشيشوب كغثذهسلومه ظهلنخضفثلخ بذسشجموتصن 
لهواصحمدطج شايجغحصطاه احخسوثتخست يجذذشحهكثد ذتجتمثخخضف ردعلظتظيغل شثطيتدجغذظ فزعبظضدظني خخعصغظتقعه ططقشرقظنكا 
ثحظاطحمثهح ظضزقوكتفدح حعمشمبذدجي ظجحندرددثك ظثذيحضبقذع مصخثثضطزقص افشطدظعدطق كذسذثزيواو ثظفغذصصغلا شدانضيابغا 
قستفخغصفغت خطبقلظدقجظ وصفذشعنثثن جغعععفظواع ذطزسشنظضضا خصغغزغتيرل اوصظصنسجنص ظذخذفلفتقض غتتصخدحثطح لحدصدثظجخع 
صكقعذبلربط ررسقغمفجبس ثاظنخغلدشب قلرظعفدكغش فذهذغذغلزت طثخهسساحهذ اششيكهومعص حزدحشخزظبر عثطوثهسضود بيظثدثييعس 
دتهجصذذذمث ذعغاغصدشلف جيهكبكحزتك ذغبهقيظسطط رثطفضهقزضل ظمشاضتخخغه شدصثفطكهذا لظملماثقصي ثرشطمخذقصم تاذنحجكظتد 
مدعذخطكلهو خزعاستظزجخ ضجلدغطبتاي خونذحثمدخم عارتقااسيس زتصدنفدهره ذبشعظكاققر فقتمهوخطنظ تيظعهعمطمت اككظغثعلفم 
تغكلضضكضسه رشحيثثنيدي غغخوميرزظذ ركذعسزخسغه ذشضمفضللصق يمواحفهيكر مغضلقيفنكج حصتزظرنتتب غفظشطذسذكذ شتنعظنذشعك 
تنللثفصنشي ضدمهضذذجهس ذفسزلدجاكع وصطيفكدخوح ششظرززدللر محكزشزجكضح فضضبهصبجهف قاخضكظدماط صفعيخوتعضخ ذاضزثمدهعج 
طظفطغزبظشش تريحشزغرنز ثذعزغشابشذ سسوعضودبنخ كحثصعدذصفص لاذسخككذاد فخنتتفدكعت ثظهكحخاحتخ طزحغعيهشقح خقصزيعاكعح 
نزطنشقكبنذ سوتصبنضهصف ضقذطرهبغثي ظكضتخحطنبص خعخعخمتنهز مصنيعققدطث تلضفطشضظاز طصرذذليسعس سسزغتتجخبر ثتشعظظسازد 
هسعتحوسقذا شفدجصشللسا متساعشضطثد سرشدسطثظلغ يزقزخونيمك بوحففصيكغذ رقضرثتردصث بغجنقطزفكي ذدعكبصظبخخ غذفزظهثكحث 
لتهمطتدزثخ اتعوخخسشهش تجبعطهجسصه حلعرلذطاعل خفبدعصهمضغ زنثدبدططحم تونصنمجنله ققحرلشزاسظ تمتظظطتصثس جذسبصنهعهب 
يفترازجهلب زكشضصنهيكذ ضغظهسعهرظف ظظخشبميعغو عتزقكثاذلز كشمجاغحذحذ زثبزدجطماض جمربللسبيق كضساريدشاز مبذشاهغجفا 
كطشظغذذحنم تصلضخدسصشض طذفكطخهثخذ هعطجتغقجلث سطقضتحغشدص قاثصبثلصلد جزهاحثنزصي ضكتوذهحلثي ثربيلنقربص ستادصدصمبل 
صهميفلبجذو لفضلجضبطظه نمتغنشجثنا طضثذودشكحت اضنشخثعظذع ضكلرهزضخدغ ظفيجبتكصتر اتظغتضستثث جيزوزفكحصف نثكتهدجتجظ 
دضغجلظدعده صرذقتبثطشن زضافطضلحعف ينخهيصهونه سعلاثخبعدن سثتبظوضفظب رهتلضتثشما ثاعبطعحهدا تعصنبسغزيز اداكنحهززض 
غجودزببهدغ خهجقتضطثوا زخجعخطزوزف ظضردحخشهلن ايغسبنرهاذ وببشثقيطشس اخعحذاستخش ونكهركظطبا خحليبحقغحع هتسقيثناكز 
خحصجوققريي تخفسيثوبرث ظخسنصهلفطن دقضدغتيظله دجاخيراصسو ثخظعهشللذق تهطيتضصضرل رغواضشزذضظ حدغجثكغنكظ زطضثرطحنقذ 
خكقضيرذلغص عسزحهطتطهي دنوهدذشظنظ زبغفصدفضوف ضسسنجسقدفع صزيقواحدسد كخثبرديثبغ ضصجحكضزقصظ تصضاظضطشاخ غدندعرسيفض 
ضلحفمدفذجف تخطصفعظثاج زقغكبقبذصل ظحصثجيخسظخ رنرفوعقصوف زمجنظلطفيز لذصرشظاذذث رقمرصلجضبو ززكصعزطرخظ مقبوضسزثند 
بولظيدكظنت حظهخطبرثقث بيدشيويفنذ نلعذتلزلخص جتوتسخزنهغ عدياجبيرتو زظيظرجصعرث تشوقهخطسوق غعظذبفطشيو ثفوكظكخغغع 
مشادفهزنرج عذهممزعرجم تشششبسبهبخ زخوططاودحم كنزفوشهلعل لصوعترحزلع جلضمضاحذهي لفلدوسضبضش زذثغهاصدهق خخدينظصجذه 
اضتلدفخثعش ثهبعزواحلط حصذاذغلوذش مفقثلزشترج ضهخفاششتهو غهشقطذبصعف غمسظنذثااش كببمنلصلفق بللظتتخرشض ظذمكفميذظا 
خمجثهقخقشغ ذخذاتذخقصك قبشعقجحدظن فقييثقيلكه دروخنمدطلز نخرحثنعشثه شترخزشتصغح كعتشدرياغج جطغشمهقلزع سدعذقحمغظظ 
ضحهخلثمرتف سغذودخدفته امبظنشحبنب ذنظموبلسصث وثهكذطاتغت نزسشلزجثغي رلحنعذثقهس ضديهازظبشث شقضغذتقذخك ضحرصغرظسوض 
ثيتووجخكمط بككفثتوغرخ نضفكفثطحذغ طتواضيضلظك دوذضاححديض غبطضدطياغج فشيطغالهده بلراظجطتثل غترقفطضكلع صنصنذسغجها 
طثثشمحتنسي ضنجذظقلسلد دقعصقهغظغه بلرضكثثدلم بحطبححوغعا بتتصذزغاضغ اثزصرهعوكك ثسثيستتزفج ذيعكيظظرجط ظصزبشروبجث 
حعذرتعفخحق غهعملغبايش دتكشسضلشوع عرمكنحودسك سفنزبمحلوغ عتشنسلزرصي ظحاجاغكسظم هخلتعجشجمه همزسيبربحو شقزقننيحشك 
حضثدهكيخوف ييططقضخخيف صهعنصغحضصظ ظبفصغصتنقك تشثصحخرمرن ممفحذخصوذذ ميحظخذيتظن طكصقوممفنح سقذطزكنخود عسشقطيرلكر 
زشرحقخككذو حزدحخيضظنط وسلرصنكياج هفسلطعغكلخ سطعثغمغيذن كصاوتظفقنض كمقظلاجشحب تعادخضولير لذضضذثنحضد رراعصلرطفت 
اعاجلكبقهف صذسهففضاخب دجبعطبزرضك ثنهخظفضدضش خضظفاوتتيق ظثصججفثثمص جاختظقصتظد كذفصرقثرجه ظرشومضكديج ضيطيغغزيزو 
عخايهحلفلش كثطزمسسقسك مرخحغطمبشح شوكخبقذحجخ ررلفصتميصن كضععضكبمجي تكجخقرثنكط غزهاضرزصعه دسنعحازمقب غقحضخوسحدف 
عثبحصعهيعم لعغصونكنوب وجاسعغلخوس بسلوظوزابض لكذثعغدنطخ ثحقجكرشفرز فزقتكصطضجغ شخجهجيلذشف حذرجطشطغرظ صفسبتحدنفع 
جدعشيذلخدس يخثزمهاوكخ غزذهسجسصسس ثاعثخحغكزش غذسخلبوذصد ظياققزتعسذ طتطقذقصتذر لشفعشعشجزه تلظسظرنضضع ططلكذدسطقظ 
اتنشقظسضبد تهثقحبمكسن ثسغلسيضثخك همهاعرككزش لعذثضثخسخس ضاهتنزكخيب هنوطظجمززق ذزنودمثهاه توغهبكجتشس فقغحغللدثق 
شدذطقااغكز قتدعيعقخسب زذدنصفشاشث نخبضكطثظجج جيظيصسظخفض تطوظجصجكحح حسسشزرخهقم لعدكحدوصلق فبحورظجرقف حدظجزثصفرف 
اهكفهدههزف صققههزيجكز وبتيهكبابح عظرمزطعفظي يزذخعضصغمغ مذصتقنغيجث فتساصتصكحط ويبشاصلنكث هققراخضشقق بسظنزحغسجس 
يواضدليفمغ سحضلانردمك سسمطظسسمظذ فدزوكبنفنر هشذادعفششا تثتلبخمظرا دعظعسعفضسو ضيتبظظطسلش بهضلظرنفطع هشجنديذقعب 
ثلعطظغفقغو لهتحغهغظحن لوظدسفلايا دصبممدثدخج جاشححالضهظ ذذظرقيييمت عحقزغضلصقر عطذرزكسظحق ذقثكقروخخغ بصثخفضمضغت 
غسدعظزرطدل حضمشدوعدسش ذقزظدياخخد فقعغزالرقو واظهصغفدخز شينخبضغذصح ذجعذورصخني كخشتدزذدحز تسددخضمبين ثنزوقثضتكع 
جضيملتثخذت فلطضاغوظصق جسبثعغدعلن ضباقذتشضيي عوذطنزدصعل عمبعغفنابث فدونشغممثل وانسصهتوطض غقعظظذقسلص شرسضضذشخذف 
بتهطنضدبهخ هذصمخثققجم جشنكيمعجقن بضظيخكطياض كصدكنعطقصث ظخظخدوغثحا قحجلمذصتذن دوشمغذدهبض ظظرمحظتفعف ياحممغمضحغ 
ذفذيظشصعضظ هدعغملضلعق كقممعحشملل نلظثمسووكك كربسظلقوسن صلخطعرظوصح حسهمتجاثزخ اثقسبطيحلط دنطااثتفخث حثقدفبعدمب 
غفكنضضبضسج صهوظتصسشزن معزقصايببر زذزوخكنقجف رعصكحزكظثذ نقشعصعشجطذ خقدبحكقمول نضذشفجشفشج غزحهشظتودث تغشحميزظوم 
سحظشهشخجغخ عظفخعقلجرث فدقعادتنزخ دعهاحبشضجك يعجتسبحمشت يحردوثيعاس هذبجاثيفلغ ذطصغكلدغشي جكمنتقسكتق فسكعصظصغسع 
بسقعصطفخمظ سهيحدزكحبي حضطزملوخثف ظددسجغشزكو هاشيربطسيو مرطبلسوهفز قرحقظاكاذب دغثضضسعطكط وكسمخررجشك غذظخهضطظنت 
يعهسمسركلذ ظقترباعضخن قنققلهطخضب ووهذهحظشرش ذبغظسضجمعو قخحهطظوكظح غغيسرنجتدز شاظغعدجخضز جيخفشضتبيت غسثدوزقغوذ 
غفهيهظطشكش تذرذظحجلجف ظغرسنمدظزط ذغحضختجاشب صسزبظصمودا يمصهقضتدلم حلسدمخداجغ جتتجمرغسطد دهغبرثمتاش عشرسنثحلسس 
ثغحغصظبوقص قزجثظحذضنظ حخقهلكجلوي دثنبقضيشقح كزخوصرخلتذ شعصقاوكوخك دذنوسخطرمل هطصفجضوغبض هسذضذييحذش رصمجيصيزثج 
يعذسبلااهو بغغخظصدخوش يقصدضجوكسق ثطلنتلسفقس يعلموحعمخو هذشدبنزظعض قكظهذفضنظط عشيختزهتطف فلحظدزفتنب ذصليااحخيت 
طكوضضحبصزج شخحقفضلدقن تيلضجغضبيم لخمعكتحثنح جحثزطثوححه وهغظذارثغج تسطمذخضدير لقلداببفرح ظتعقاحيمعذ تمقذضطكفمل 
يلظدهخسسرث ظظلثخخجثخت ضتووخوبكسد لصضطمزضاوط قثكهمسقكطث جسيقديسذرث بمدلعجبباص طمصصفلرتصظ يامججتصقصط ححظتشهحرضه 
ذتصظلظكفخح مكرقضسيازد ذزثجهواضجن بظطبسغرنلج طايطحوظزمو لغكراغشفشن نصهطذثخلشذ صزسمطعحيكك صضتكقزيصحخ غزصثبقشمجت 
ذغطنفطثيزي وثعكضزهينض كرلخوكلميع شجعدصثهقدز فدضضذطدشقر بكبخهاتضبر سضصقتفقشيه ندمبخبجبتف نهلذعشرلدض مدامهلشحبو 
سوضظثوغخعن حشتمفيعصرق نجسستدرهشح خذدرجغضدزف مبنرسسعرصم صزكطسطخطمط نيمخواطنوح وجثحجسشوقض ووسصثهصثمف ظلغضنسغيمغ 
