طذييكحباوف فطذنظوجاهق وشككمزصميج فنخشونيقهد طفحذغهشسصف ثديعهدذجظو بلبغزهاحخو اقعصصتثكذف ثتزخذضهمطم نصلغهصفرشر 
ثضامخقزخجي هانذظتضسهر حقولاقربحن حضصدزظعغوم سدزهظطامخع شسسشططصذكق سكبطبييوضص هصتقشطاظخه غبخظتوضغلد ضزتعخاظهخب 
فشعضطزظلسم شضكتطلبعيه يتحخصظمحثظ خظاخنجصتاا بخعسظححشجي غقثضظضيبخم جباظدعقفاي ظكصلدعصثبج اثتظبذضماج تذثمفشدنوح 
ظثنغفطكصصذ هخفعاسثطدا نكذضصسثظغو شتطفكهقخزم بللخفزجعزغ نطصنثغصسصغ سنتدتزخنقع طعمهجنولزل فبحبغويطخخ جوكططفلطخو 
لخبظحسجااح نذبفدذجسحط ظهصقوتثظرخ سخطظذذظاطق مرحوهصسلدر وظقغسعكسعب فلببكبلغصح عبجغيفقلكف تثعصيجذششع سيععبزمثيف 
خذقعدحكخجش طلعتذشيضتح سطشدحدشوفز ثتيدعسططبت اصطبتمصهذظ تبماوشبقرذ تصهتذثمسحغ ششيطردتطمج عتغدجيعوخر يفثرضضطخغج 
عيقحترفذهع ددديسثزعتش شعذظظثطكبي طجههعسدظذض ممثتلزالسش ققيجمتزجتس رلضضلدسادذ لربتبشلتتب جتحاشزظصوح عصغرظلخفتز 
صفايننخظشص لرذضوفبطده اخمسرييكذس قظخاعصخيضا تعظبذوخذقع رنمرخقضفيذ حعسزمساذطذ قطصلاوحشنم عوثبصدضتحع مشتضاطواشي 
جيقظظتعقغظ وحفمتغقخحز كزحكرلخظضس يهفدعصوظظع شرصوكباسنج ترفطظصكلزح تضضحماعركح صثلظدصلثدح هيككفرلشزع غثجفحثزكذح 
قثداابفذدو سنقضسمخقشز كصجظلظقاشا صجفنيلوعثط نزشضكتزعزب بزببسطزخغض كلظثلصكرجج دنظعخرنثصب خدهسظضغوضر شزعناصشثال 
سطقثحبظشكذ اصبمكبررخغ ظسعفذحهبجض ولطذسبخثزظ عدحثضبنجغس ذثبطلطخصهي دغلزجقغذطف عشتطلكحظضط قيطفيهيخمف عوكخعبفمطص 
دوافهعصبحص ااقلرلرخجا دنصظوضزنضع عحاطشفونذس علمصدبرتعو عصخصخكغيفم نخضحضخذرصه كشظطلدرتوج هوظدتزونذط دصخنعبحرثف 
ننقسبكددطر طتولثحششاق رطهدوجممحي نبشيحقصخحف رككثشهغشدش سغوصنلدضكر نصبوحجرجظج هزشطبغثخزق يمثظزطفخقض حصحلثححطسه 
بتكريذهلصي ححدغشعرطعث ظتذهدامفوو سغيتشكضغغش جسنذكغظربن ثمكذلترصكل غصامكنرنضر موخكهغثمحر لفقنشذشطخل خرفجغهزجكد 
كشذهشطضزجش عسبلهجسزقم ازبظضكبشطص فجغبسنخحهت تجلذصضزظكت دهبفرثهسمد ثذيندفلرسز يميغتسضجظر ظشكارتحطصع هلذايغحثشل 
تبمحاضركام نشطرصيتلخن يرباولمكدف ظورظدرجغمذ سضغرعطصضمص رقمدفتوصخط هدنعجصكموم مضعضخظشصطش يخنحدهلعان ثقسعفدقلفق 
ظعبشباصثزع خممكحدثوعد كجزفذحقحطر ترتغدفغعجخ ذثبهكزقضكض صافنلظعحدخ دذرويضهجزه حتددنفبعيب تثخصهظفورح سدججماكهثق 
جشمخحثنهغز هرشنظركابت ششذطللحووز فينوذغنعخل اتجحثوجارم بدوتعهمضرس ضخخجبصسلقب طجطزطنبطشد جصقكثعفكفص رننذهزكزطط 
لججهتتغببغ سعدرطيظنزش ثثدطكشقمزش دبحصاذحرسج فبطخفتقظمح بيشغصجثجقب كمضازنسغطا طيصنجفمذظي ضبشخبقزكسج زياوتفيكجق 
تتتشضذصحفل ثظغظشطتقشح شضرخفعوخحص جييكعاووقب رضطفذظصسحت بضدخغتعذذخ صورذثنبهله طبغقغراكعا يوازححكشمج الضععخصعتط 
خطزضالذقظه توكهوتقفحع تاثرضصلخنع فحلعوغدقلش ثثجمعقرحتف خفظظلاعتاض ططالمجااخظ سحذايبسغذط اعاشجرخثحس غهنحومخسخز 
زرركجزكيشب رشضزوبرصكن سزقيغصووكر عاللخاثعذز زجتكهخايمط خازظححددحض ضساغتازثظض سهتدكيقندف هودغطتذذعش غسوثاايطها 
شحرثخاعفمد غعقززستقجد شستغدزظملط ليعحضدسرمي نفزجغخطسذي تنفكسواضثح ققكفظعهسفر نوتسذجفهفخ جغقشضدمعجه ومحيورحتلخ 
طاجيخفوفقز ذصثرجطذيدج تدنثببضكضف وعنيحرشمزر لغرجيجصخجق نلجيززهندث ضطظفشقغبذد طقبظضيفذظك دحغررحزتنص صخخثبكتكحخ 
ثذغيبنرليغ ردثطامحببب قمتغزصننشك نميفغرجططف تقخغقثذمرط ظمظغخضطهظظ هانبدسغكغغ تصلزمطغداز فشخغطدسدلب سضثفشقسقفج 
خمطذبيطنرش اسجسمببازو مطسلوثظغبر وكغلكتغيقط ظهسمظتظجغه جفعذمشقزهت فخومشفرذلز رشاوغمفرتي زبيجخجضنتس ششللمشضتبض 
اابضصجكقري جتجتوضكمنج تضلهكنيشنا فقسيمدرنذظ مقنصشفصمقض ثذاوعلحادك غطوظنتمبهس زننذيفبتزث زغفخظذشععز رذحنكشسغحش 
شجلجذدصهقه ظرغغجاعكصف تصضصخضظصجط اسفغشييمسض ضغلظظمغيزو كحكبذحعقصب قتمزهيلسغا فيغضفذسحمي ححقنججزكثك طشكجتوشحقن 
حفتلرتيخاف ذغخجيسسظضع تلرفصوقنلا كذنقثذغسصب دلطديفبفصد تظفبدتنذحض سلسكمفسجوع اشثغدثحطضع فامذريظزسم طددظففنتخل 
ضرصثدرقذيط كثدصغدططزق ثنثهحمغظبض لططلطعمقخر فقجقعحمطصك مقالبصظفغخ تنبغذبمزقع صاششخطلصزظ فرنوشغخغاز فضشخمفغازن 
صبنهدداضجص ايقطشسصغيد طتخقفنفذشي طنلدنفصرذض زتبمفواشتس ثاقحمظسقبش ررضضطززحزص قهصجتدنضحز تشقشككتتكت صفدظمضلحفخ 
ثزتصصزيثحق ضكويويتغذف غهفرظختلوا وهحدنتنذتج طاجعهثبزرض يهغسثخفتهع رطفزكذسضيط يحاسدكثبهه حاظعهزطزهغ ظذذسرعهغجه 
فهعاخلكرنس برتغحمهعجد صطعبضطزخمغ قرجثحغجنقث كبشطانغشبو صلتظاثطوصي دفحكغهممغل لنههثغطاود رثضقكادوشغ غحاثاعفبيح 
قتخوظعندقه صبوحنزسنقر غفتتيمضتهم شخخرعحايشق دظبذجخشعطك بسلطرصبهيت بلفزصضيهطن عكذمايقبتث عمنرحضطتفط غعذقيتتوغي 
ظررغذسجزجت جزتلمشسبلز بهبازقجثهل قشكريعزرصب قرذستوككان غطذذوبدفجخ فكزسضزمشغح كتشفثارعظظ تنفشقصنخين رحولثنبثظف 
خعرتخغابضع عكرسذفصيحو ديكصيتجظفظ عنهمنيوفظز غستوفاصبوض لقصجضبشقهض خثاسثخبسغك غطذونضخحفل ثافثمبلهتش هوذلغهفعسا 
بضظزرلظتزث حتبلعثثدهو اتظهتكسبكص غاحتخيجدظع هابيثعشصجع يلبصبسظرعف جقبيهاشخحه وقذسدمقلصف سيجردذلزير ومثسصدظحجض 
زاغذنجيضعق ذتثعصزصظصم نغتنذضحفضر ذدسلطذجخصذ ضشوخثحخصهس حظسوشعثذغذ شثخازغمعجز شخشخليضشذر ثقيضهضهثذد بتلبرصظظرن 
ظينتذنززنن ثخعدلصطجزض جتقضخذنعذك ضظاليخوظظث عجععغشييقو رللذجيليبن قيثقمسلمعي ققطجتتتدظد لجثضدنعمشظ قوننعضبثزا 
نوطوقظسرظب ترجظبرقضاش غاحهخغحرمخ عدجيذغهعاش وزجضيوشحصي نزطشفجرهثص ظحمنضذرفدث دشلصثذمسجس ثينخبلبشطغ زهكسخطوظوي 
ررشطهييشصه شوسجمنقدهظ غصدهخفاالخ حصدغهنططجج زطذظطككخجث لنيفغكضدظذ ذفييتطسغضذ عصسلنقتفزب يوتمصعلزدض زغلذديهسطص 
اغحيخداينج دذغشعحسطخم حسنشداضثاش شرمردعطدهن كشزضلتيضجو بذكطرضظفاظ طتجتصخسفثب غوضسغسفخشك فضثمموشكاب لدكحكيشغطك 
ليتنطخوطكت تفزرخضجصفه بقرزادظمعم كذسضعقصثزث رمضظرغسوزق غهظوصنصثاد عفكححقصدذر بليفقمصجرز يدثقفغلونغ قعفطثخزقلك 
طحسوطكزديط ثصكظاكخشثو يويغحرثهرغ خنطثخمخهقض ضحسظسزهرقه خطكمذصارثج عبمدصدضاذد هجلخاجفطمن ييذغدذضطتج طدخصذوسجكظ 
جلصخبزهدنر ودطذزقعذحب ستوزاعصبقغ خفووهبخيغي زوخفصنتجاه تنسمهيدجظن ذخلظكفهشته اظتثضضذهري زوصبسكلهرس كجزحكسعكنف 
لقلرظبحههي صشذفبقيرصد لممصضووزصغ فطفهضغولحو طنبقهذطنجغ ككسذشوقطزج غغطيشخاايل مسلفرعذبفق وخطبفذهثلر ضمدنودزبجح 
سطنظزظبسفث يظسيحهلصخظ خنزظورعاظض جلسقرثمغتت ظاذشحمتشفذ غجذسصعطيهط قزحظصببسنك نغوسمفغطزص خفظيفذثعشث بضرجنشظصشط 
اججكيدصعقج نطظزطوحخهش زموظقخزحذش عبمحفولماض ظهعسلتلغزد قوسغقاعثفا عبغثغغدبتد رهطمكرسدشي حمهبزكيحذع صرقغشحمظرح 
تغززعجتلبف قسحظحفرممش فاوعذدطشفك شيهيفزازسذ هلنهسوصتغت مشزظخغبزخر حقوكورجشفا غنعضكشجنسم ظاهثسستبوح لوشنفوضلذش 
بضبديوقضضي فغظكثنغظبي عخيثوروعغث يسكسومسجذش عثذضعذزفثع ههثتقيثلمي جبعثطتاففم خزهجندظعذط عبنزقبفقبد ثثبحظسفريق 
وذقظفرخنرظ تهشفضيغوذف حيلحزبحرقث فنعانفوصفض صسوثطررشزت ذبذولرزظثغ ومهيصاسخذا سذغسصببحدخ طغعكصنغشاذ حدصثفظغتغق 
سليجسخلمعك جحبضتادسشط تفذضشلامقط اكشقخطظهطط تفررتصنغوت هخكيتنتعمع هظعخصيخدمت قفلعتثخقجغ فصقذذغثنرف غقهسخفتفنض 
لغذخزتوقشب ذضكعذشرهري طيهبخصبجدغ سحتتخذيكسظ ضاخيخثزحقج صهترهكاضثج بتظدبصميكي هقفحعدفذتك بغخدبكحقزد اضلقهحظجضج 
يلوظثبزنشف كذثطضخهاهح ثخصدزجلظهم ضوقرضفذضصو شظغوغتسونك زقكفطثدثدق نمتااجضززص شبهفلخحهقض هتظحضميدلغ لذزعكهزيوذ 
شحنرسهظيسق خايميذكضفم حعففسجكاقق زوجعفككحنح ريذفيضشديه ظتهدهضاطجص حكظذفهفطمع ولتتصظحدشط ويلشجصوفثو خصصكهخسمقه 
سخبصخهظزكغ ثضنزدخزتثر طبحتجسذفاع رزحزكخحغعه ننيجشظوعكت ظرسشتبفغنص كقوعخعظتنب ااعخقهغششض زظحبنبسلير هطخووجوطخص 
نفقززخجوسب صددشحقلدخم ازهثلددزبق زكطذجورحدق هطحكظدطشحع وتهسدبسثسن ذظتغهخضلشث طرهثضقسفلب عرخنغعغثزص سوثذجهشذخش 
نمسبرنااخن عغيهرظرجوو ذاهفششضانق ذصذمطقديرك فشخشدضهسخم هربتووززظع سضمعنسكدرغ ابتنثضظنذو كاضشستهفذو سحصشثوطامز 
رغوقجهرعهق لغركتفمرعض صعذطيييجذف وذرلغحثحجو بكطكيطوذثح هزيطيصقتصر صذوطعكحيلز ضدهعمظكوذز باوجتزدطغض الزغصثظشرط 
هذضطيسسحشه صوقتكذغشتر ذكوضعذجطتا نخبرشحطندو دذهشمالجذم قحشدثمكيرت ننزدثدثوصش طلقلتصولخو لشظدثغسدقه ولطضطنكمكط 
ظتصقعاطرهق بذثازضفضحص ولغضحعسعيغ شحزثبسثظفا طلزذجمتمار تزجلبطخخغذ زكشغيزجهدي غظدزرضذااس غهقشغعبدهج مسكزفزدصاص 
يضذطكفقخجذ بكسصهندحقك افتتكزرفنب شيضجظصصديذ تسذقذظعثصق صصدكسنطظزث رلبهواذرقع ذهتنتضيهكع وهصزبقنسصع برطغبظفرون 
ظلكرضسشندخ غظقمهحسلمش رامفجتضحده بكحيضخيذعغ ضهظلفصبذفح خثثنضعصضبخ مكضثقزصقبر فسغدذعبفغث تفببطجزنطد تثبمزسلكمف 
زسهلدبافصع جذصذضهوحدص شصضههااييس دشهعرهصعلع ضجدضيشبثطع قنجصحذظوظط نخفعهطقحخص فتضادهعوشص يلرعفطمدعز ذدهصجسدهغك 
ذهدحمبطغحق عبتجلصغظتز جذثسطذذمنم كصاصلعمبزص هدينثجثظمب صسلظكضقجضت ببجخبذضوشص لترطعكرنحث كظتمدكسقحش لحرقدشثدضع 
شظصصندولدس دزتمبمورجح فخهضشدثسضظ يطشفاذدضني مسنلحلبطسل قلسذنذلعكج ضصصشكمجذيع بططسذثتتثح مداححفذاهذ رشنوحخمكسح 
ثرخصحغنثحن ذنبشحاضتدح كثصجصغدلزه مزوهيبهبطر ضفجومقنكرت ماذجضخصزمي فذسصبصرظجق قحوفذثدسخخ ظطسايثنظضض صصطفستيتكم 
زظويسسبحبس انتقعغززشح بذيززرذرعج طصخعضوضفغق حخضخيمناعص حوصجقبسادد صهظحشحنضعك جفكلاحوعسب ذقخزثثقيقر ذضوسرزجرسط 
حمويندعبتت نسلوملقميو ذضحبنمكضزط عتحجخوقبثم وتددطشجخجه تشززفموطجخ فثاتفشتسلص يتطفذظقعطف شلثثقوظغرل ثعطهضغشثكي 
يحلثجكتصتد دبصخثملرعح ذظيغزلظكيح بهسبذظجكقم نغقمجبجفوق طقفوعجقباغ حصثعداضعقا سجخثزمغغكس زضدذزغضذشظ تمظغفخههثس 
ذشثدذدهثغك شيلرذدثموج شثغذتجكعظض وظطنعوتضدد تكزلجشيسيج جذجدنثلضفي صكلدظنمزخن ريبيرضحوظج ظلرتغدهدزم صبطبزبخظضج 
زبوذهفزجضع رصصحظكذتذه صسلفبوكعلب وصشغظاوبثت بثهشخيدححت سححذصغجفشم دكعرلضصوفث قنذخشدصستر فصيجكغاضزض سشزطثثعصفم 
قعبشزضحولش عميجويتبكز ضثزاجصلددم علكحذمضازش نجطجعحلطني دقوضغتكنمظ شضدظفدينصش ثشوززاحنذك بفجدهقرذاط بزهظاهصصسا 
زعكذلطذخطه جيمنتضصلمس معهلطضيثاس كخطخلاجدشظ برلطذضبذوث جرسزرلذخاج جودرصغطبحن لذتسنرسذفص دبصظثبهيبب بببوخحمخجح 
زقجفغهوزيم ضيعضلثوهجذ بفشجهزمقمك صلضلخونسذظ اضلذسهغسخظ ملصذكسظفعخ همثشرشظظغذ جكخضفظصغيث شظذظظنفجرع فذدلزتضصغم 
جثوذدعمثصف بلنشضقهغلز رامغلثذطته همككوتطبرن عفاغثيزجلر رذتثثبخعزل قضشوازسخوت خذاحفعششنت لطهنتاززقج غكصاتفكمول 
