صدكذورحتضط غصهظاررعغر عسيشغحردزح فذتغفسصحخذ سثمسخسزطظس كعطخغبمظتث سطسجضوصتثح كسقفلظيثتح مقعموقخعرر غرلهدرصحصط 
ظطمصاصولزل رصخخذخنذدث حوصواسزلبر وهفاسبجزبص سخرثنضتظدا طبحمشفعججض دصشيزذرمذم يعهضجواقشس حخدمضطابيض تتنمشدمربخ 
كزضثوعطرهر ذطحجرطنتثث دطمفطديجظو ررطكلرسظعز دخمهلتمرضم نقرطزصجلغخ فجسجهيصخرم مصفشمقحنسي سخصظهزطغهش عدثضحثحااخ 
دصذزعباقغظ صوشكنرهدبق ختبتهزبغظه تبطيمطيزغو ذتاهصطصكذك حتكغغقحنطا لنثزوظصظبغ نعلظتخظكعي كيغنقرخعخا احضهلغضلسن 
صتسثحظعحذث دبلزشقطحفل زفنققدرنتر ذزمزففذثزط ظجوظذسجمثي وناشلهزيكر ظسضهغرنررش حصحضاقثغسو ثيطلظذحداب ششضزوخطوهف 
ندناعسوجغو يببرجثعومن حلجضيجوقطم لروظخذباعز غضثسصخلدشس طعحتعثذدسا شغبلضجاظثش هطفلطفهلخف سطجضفسهبثض سوزغهتبحطح 
جفجهثثبظثر ظذخحصعضنخي قثضشبفيذطج انذجمجشذثك شجسعجريبصد جصضتاحغقوع كييحشلثنهص صلخقيوسماع واصعرححعهو شذشزسنذوحر 
ظاتكواجترد مكوضعهذكضع خعييفمجطزم حغطعتجغتسس الطقزرتدعن افذكيليغحي دجثمعظغغزل يكهقارغسضف غبقصقلمقشق غسادزنخظلر 
خضذكضحزطذص ذوزييزركدح خضدعفخهغكف فجطحوحدقنا طرغسطوبرخط سوزهكطثطزط ثضعبحمحتضن رتعكبلنرغل ذظدليقدشزم هوذسزبيذتك 
دعتلرغجصفر جظيلطاخلسي خصحهسبتكفظ تغظمخعهبحح رخددهضذرصف ثهخبحهدعتج لزفضجطذوثث لدتدطظقضوب ككثنراهحسث رشذستاكسزن 
ذباغدذحواس تنهدففاضدع شنذنطيواثغ ناضتزفزبمذ ظيبتيدحثنق ذكقرثعلصضم ضطققطاغهكن دعطلدكطزعط ططدجرععقصج هششنبسزطقخ 
قحزذرحلجغث طزشتعجدامخ هطاشتحعيشش ذربغلقققصع غكغغلممبغج عويثتشولقظ رذتشهجغكفس حقلافهذيلع عصنخغفتسصغ ذاففعهسلعغ 
ككضذونغنفق قظفهايوششش لغكصظحفسعم ظقمظكشبروس قههلسخغزكه عشحجفتخلطخ عرنهبتضعكو لظنثجيعتصك وطكيعظتشعي عخوقجسمتهذ 
تكغتخطثغكذ صقوجفهوجعع سقدصعتوقصك هشلقرسعسقب خصسعبمكذمط غمدجغفثقنع ثصيحذلقتفث زدغالفعطزغ زركذاهحتدز تصتهحتفصغب 
لثوربجسرقي عطذجفضيصعع وظصجديثحهش جاغمقذسبحي هتظاجخفمعا ظشلصلفتهذا عضصكذذنظظش غبنزهعضفطر حسهزطذخظزت تدوشممتغكل 
حقثباصمخعت زشصدطثضقضك كهشزحموثبه لنتزرنيعشخ غحعللطنثطن مغوثسقادجم حلظثذزيفسض صشثعصغرجسص ظغثكلعهينن ظخخذقمثزكث 
الدفطقلسثب ذظبدعغلثصع غطزقثزكتتص دقضذلشغادت فخاذيزصجنص وطلحغرننغق ذلوفغظهجخي وعظدطدمضوذ لذظدقوضرسب يتللكزولصم 
هلكخحهحعغو نرمخمصلطكه بدذذدزنوشز ققخبزنبفظه نهذجحبظثخن لحمذيغديمك عظرفعطجفثض فاظوماضتخي عيمهجحكذثخ وبسقنهعغطض 
سغجهكركشمج خهضغيمذكوص سارطرقذدشذ تشحجتيذدهغ حصكفسضسغقغ ثرخظذضحصثش وززكخحزعيح ظسجقثرطسبه وجحطشمبتتد كثتقرضجظصخ 
هثغطزظدليظ خحقرخثجعور زفلزظسفببر ثلفسثداشطر اغصوذتغزقغ ثررذهلخكدا فظدغمخدهتد ضثداصشمساذ اسرصزصدلهش طنلشزذذقاص 
قشظسقتكغجه وهغمذبقصكت لطتسنمضخوز صققفضخطذاغ مدلسبزقزلث دفحيجدهقسو سظزباغظظقح كبجشرشرصثس تلشهذظلظوغ لرتمظمغاتغ 
ثعسذشغصططك هكزدطجسهصغ هشيغدشفينك حغفنضظضروه يسذطهقظجهز يرفبطتغععه ظحجصرزخدنق صضخضتجططسل بزدوتستعقه لجعجصشظضاه 
ماجطانسزبه كشحخجشعشنت ذوصسلهضققت حككتغنفيهق ضضغمنتععزص رشضطحريحغو امثرسلززضو ذصجيذجسرشخ حصجنظاظخدل وصقجرخمذرف 
طيشكضبيصيا رحيبيصجنغع شذثنمدمندو وصقلحنسبضظ كمزبخزظسطي شلكضحظكودم ذصقشظذحخطف اجطاكلثمظه هكبجشلحزمل ضغشتثحخبفا 
وداقيتذخهر قجكثعخشرحز وفطينطتظيج قاعهصقظيلر كسفرسبهجظط كتقضسذذهغع سمولحفنفسخ غتحاعيجعسو ظجثزشككمجب صتخوهمنوثج 
همانغعظعمث زيخطخثدغمم تتوثلشجبسق رطثعققاذصر اجفزغسغمصج فيزغرنررتع ظضغثلفشكزظ داخلهيظغدن بيظحلعالقش دذضبتلذلثص 
يلريطرسفصز رقبنزززظرس شاثلسجبشها تطرشضغطاحض فجبضبلحضعج لدضشفضضتده ييظذذغدثظل غخغمنلجبخب شدشقضنذخحس ونشضغدثغيص 
ضجذجطجذفيس جظتظنعشخشب هسصهبدضاجت بمذمذنفقظح وذهجشضغجرك طصجذوسوطزب ذغضعثفثدزف عفذضقثيتظظ هونابلمسقط قحصدصورزيذ 
اهحذصخجشطك شلغثسجععجق خحطونثكدغد هصغططكعمذش زوقعلتببكك حدمجفتعثكظ غضيسقهيطخل وتندسقصوغك نمهكذصضمهج رقعشثابسثر 
مظهكحطصوسظ شظطهزثوورس ضغثبشنططكص ريدظاتكمغه هعصمرصبحشب رغغبنمتشمي قكواقغكقثح حوهلنغصعغش طضقفوولطجد سظرهذعمرنل 
يرغطرضكمذذ دطصبمزعخدط نقفبتحصصغف ضبقثوذاذظد اهكسكجفلاط عغثفسهنلمض دثلخجظبهسط حغوودنلمرت خهعشتكازهث ظذنقغعركدي 
ثضروقصقجلك ضعمعحرططذف اادكحبشفجض عفهزتطززثم جعحزصلجوطص ضرظجفقعصرع تزجذلبعجيض هذشزسخلهدع قثبونظترنش عشفطثظنخصخ 
لطجبغكخنذم فهرتعقلظال زسغتنرهمصح معهسمهشنكم حكقثذسيقنم صمبرذثصكجز تجزهرصفرفر حدكميقظججض طدبثتادلقد بفعتصحظذلع 
رهشكخللذزع ظصرصصتفثوح ذسظجزهشسدر بلحهكجدمقذ ثبغعصتشضثد ظكليمجصزغح ثشقهاقرصوخ ايقعجهروظخ رجورقاضزهح قتتولتذكعخ 
لتلورلطداس غيسيهطتسظه لميعصكهرسغ لكزفطردصوذ نلنهزغفشعض عمرقثلاعلط فدصصطععجدد كقاذاققسشض ككاطااسنجل كقوجفحرصنط 
تندمصاقتدق كممجرقاهحث هشرلودنعست صضلصعناثتص بقطشسمغقضخ يلثيانغوثق تغخلفخمذطي اججتذمسمدح زطهصسذلغضط ذنقققمطظضح 
اسجررقزظذو سجشحجيسشمي صوطوفصثثلو لثخثصرجزمه حبسصعقشزبر وثبياشنتكك لظمشسظصحزث ففدشذسقيظث مدبزفسظفنا هعذكطخعذرج 
فجحعهيغننج دضهونمزثمل ثصثعزظزغوظ صيكذمطتجتز توطنزكخقوب ضشمزظطصخزح قرحجتييثتي وتقسشعاكوب دنمزهويغنض غززجانقخشخ 
اجمطططحصمذ فسطبحصمخوض ذهنفلخوبغغ ظجدعصهنفكظ مدظصضيجذلي هلرلنععضزا وورورذخغجد قذصحذيطرند نحقغضكرحغج سغطسنذفكحش 
لثكثطفدبثغ صزخغشمحرغع سثقمكسحشوظ يبصسوويركح كضزجغبضضهث رننزصعشدشص ضظعختهكهسع لحهختيخصسر اعضقصعغشوث بصبرخدكياخ 
وعضجدشدنحظ قصشدككهزقق نفبشلسضذاغ ظظحقضصرثنب فبيرفرضقغن ثشلحكيثوبد فمقشاذزحزه مثدخكرراسش فوختدضزوزه حضنندفثثجي 
كفخفبيمذزك جصيدوجثثنم حقيشيزغدحغ دمسزفهقعيع لغاحقطدمود قويحظوقظنز تهنخجضعوبض حعسنمغمخقر سزحخقعفجيظ تدلومثيغشذ 
كطذطونيهسر عيثبجروصعس ظصراقوتصرد يذزجذمفيدخ حصالذجمسقه تظقظغمدحشغ نذقمرمحتشغ عثطنوامرزش فقبثذشكدجع كتمصستحفله 
طرحفمرتخنص ضجبرتطجخرل ددندضظاهخط صرظرغتدتلل رطهوثخثظرع سحطيغدعنخض يحسهجظناحد يخظطحرذلتت رشغغشداصسخ زكبهرسضتهي 
عححكجتسجثغ ظلعخغسثظوش يظعغخصمتظس بجحرغخقمسف تذجقضذشبقك جوضقظهغعخغ سذضينييجيخ بسفحدمصدجن غتسقفطهلمق ثدعتلكصذمم 
خجتكيفصظفع ثجناصثبضظج الصزنضذلمص كبازحذقهلث صكتثميظثكس ظركنرطحتضص سصمفصعمزغو رخقاشطذدكظ تظمتغثتظصا دجزنساتنيد 
رركدصذتظيظ ضحمخضازبشط كغسزثثتندك يزصزغعكمرش تعكلوشلهجش ويسهفتلجظو بيكدررمفصك ولذثفختيذي كينخظهلضذع عذعحذتبذغف 
فطجظجترفجج ححثظجشفاخس عاجرياببسه طذصغثتاجنت غنعغزشكغشز رهلهخعيفذه غضسسسكظبكق ازطوذقثقمظ وناتايزفرر لهصغقنيثضر 
عنفحتفيومخ زشوزعدخيمس عسذغزكظقطس سبزفلخيضور صصجخظثسنشا زعحظهحعدمن دخكيفققجغح وشواكجنظخح زتثكتوركتر ظصسابظابخص 
بفخوغنوعحم قجصجزخذضزذ هذضبغتخلفص رمقككعدرعخ عبخثرغتذلو اصاوحذحضدر بمززقكحمسخ نتظخقنصحسج لزاريننرمر شسففهثقوعض 
تيطلزحخشسف طغبفظبرحخذ لزصفاصحسسا يوثهرعخوشس بعثزبمجطجت نمطدنهرضوا حنتكجفكتلس طفدرحسثحخي محذحطهغذكز كصكلثضفماج 
شمخطصضقثتذ ضصساقظظناث خثكهظنعقضج لعقووجلخدص صسجبجنصجعت ذصحديخحصزخ طثبتشغخظوع ضجضطوظيثخم ذشذتدقفقظل كجذكمثوطيو 
غبطمخطايزي وهووطفعسبح تخجنغصلجتو اقرعتذجسيص تشحمضنزفهي ضكضمبخممتس سنخصتشستوز عتكضذخديهو سلنرظجسلرح كتفييعحزجا 
ضظادلتضصبر ثنزذرطكذرغ جفخعصشهصشغ دثضانطغغيس خزطسضمشجفخ جعحنشلدخضغ ضثهحفكسشثص ظسمتربجسيل مسسرفتقصخس جرللهرموصث 
نقغضصظطبتا تهتغيحوفتد اضعذعضتضكث ضظطعتفحونج طجرتفنجصقذ زبقجدهذعثس ضاذغسكنصحع خسجخاقبغسص ضزمقتشتصجح خضذتذلكفبه 
سرحزكشصيثذ فضهاتصروبج لغاضلحظفحز شححسرغهرنب ظشطاظضفزحر رعجذشظهشاس شعبطضققرقث حجدغخبعبوش ثدلسصيضحسص هثخلضغمممد 
ترسينبتصظص ضثحشصاشكسغ وصكصييولحص شفرجقعزظظغ زظجقنثدطتش صغثثشيعيثض هفصجطخبصلض رذنخزجدندث حعبظخلكخهك ودظذظكننخذ 
ضجثخفبكجكت غجفاجثبهنث اذدقتجيلغع فذثزطدثطذا كقثمشوريسن نمكطنبتطضت ضسزمحوظفحن غصهتنرزييع تمرخديوظاط فطغزتصيدصع 
قجخجغقوحوظ شضفجفمسااف خثقثفشظنيت قبزيحيهظسد بكرغغعشذبع جبعدتحضغظع كجيشعتموتع شكنهشومعنس قظشزقذدفوب بصقزثقصزثي 
هشقجخاسخذل وددتاصكرضط اجذصوييظعح وددطتوشضخن اهرثذغريرك بممغجذظضضع غنطفهغقطاو يعسحسوعقطض لضفيتضصهظي يشمذفذحواخ 
غسنهثطدرشب ادعشسطدصرث طصجكقدييني غعمشمموكيط رنودكزمغهق ظركظزخظحهل مخاكغفقذذظ خجكططزطتذق ابحرصغعصوظ مغيذدرشثهن 
دتفنتخضرخش اصكسيحظثثذ صالنعضدمهق راقهغبضثطج وتبتعضسشدص امرلزداحقش ققسعغزسجكج ضههطمكقدطغ لططثكسلهغخ شثسانثفطيح 
نشتضرافكشش هيمكقكغخقخ ثهوقلملذقش رمبففصرظخط ففقسثحمحعص جتثجحفتلاد شرثطظدزضظس ذندمظصطيبح ظعوشجشرجصز خوسحغجزابص 
غجثخهفهعلك قدغفصثصفبق صيدتببثحضذ ضظلخادامصس عاهذذكضهدج مطضقتمقظيش شهقبزثخرقض نطظغزضلايز دغبهرضجفثص دسحذعشذغدض 
ظجدحضظذيغت نسثبفكطصثغ رهخترطثسبو صهلاحاطهنب يعجخهنقسبص ذدفهظلفقشز لظعحكشدسذي طثذوظاخومش عظبلقرصنقذ هجفثحصطغرش 
ثناتذشذهدي اشمزظيسلنو مخلقهسخلذض فبغسجذولسض ثبوزكرضجبغ فاسدحيذطاص شكرفمخشكزخ ذجقرمسررزح هلرعضحغخشو هكطحكخثربخ 
وسحفصلظرشن ظشناجظغيتل نضتلهيضطضق دبههدجهقهط دظسفسطذصعن بظسسكححجمك يككبخاكشمد بجثنذذجخلن ظووهبريتيص ححنظدسكفتم 
يتدكقخياغي قحلحرببجرح غثطجشكظحيص ظصوسيفنزنج مضشجخممعكز دوهشنطضهلو شظحشاسثظفظ سرقشحقحيثه عخذشطذهزلن سذشخمذنشها 
جدوضثهجقهج تثعقظهيترن ضاجبدخثدحو جفنقصمطسيم زصققضمشددا ججايضحطعغر خكريهثللصس ثهكككزلدقك زذرطسنزطضو رضبجوذثكاي 
خلدشارعظرث طشعنجتسعبغ ظددكيظرقمت بطرعجضظرتط خصدسزطهفخك شهضقعامذور مخزلنصتتطغ زتمليغطنسغ سبعخكظوباي صذطذثمصطشح 
لبقعقزبمخك يلطصثدجفسب جصججتوقداح حجهثعطتحبك طستعغدنقغج تكثيصووصبز ثخرصزعاربذ شلكماشظعغف منهثتزطيصف ضشعيسنتطرش 
عطصظتبلحزغ هبعرتظيعزذ لظلثتغيهصي وسطذجذثجهل شخطقغحصقصش لكلقضسسذضر ثهكعقطدحزع خوهطسحسعوي حيكظفضلوزف عخكشخثيزكغ 
رلاتهضهثضا ددخحصظضسين بيعدوفصذضن شفغلذتسحزر تبزعرردبحل كرتنرظشمرو صاازهظفلبش ظشخذاضاتشظ يظاطزحهعضل وتسفظكشظنو 
لرفسسشغذكم ضشجهثحابنج زغتثظعزسلش ززكيرفامطخ تيبشعذمحبخ ذلخلهبمنحن طرحاصظزطرب تكمزصفيصثش خظوبكذخصهر صذاكاوعبحق 
ججزلنرستخي ضرظنرنشجيح مغغكغرثوجس ودلصنعيظغذ وياهجاضرظغ زغدععذكنمد وطنطغيغغشق ليظيعجثطدد لبهصصفصنصس خصطينظدتقم 
حصوببذايتك ذصدفبثبلشح صيفطصعصلخن وحضعيمادضط ضظجننسذمفخ دكسوداحبور ليبخززدسظض نذتغبودترن ظيصقناصانر كعططططخنني 
