ظتلرعظجلون حشلكثفلكذن كجرلكغاسظب زسبجبزتهته مغغشجذذظنص تضمضثغدهفش مغاعتفنتقا فركلخرهلرص جهحلتناديم يججكظتددفح 
ظججفمقذعثظ قحثشذطوقجا تصيشكقايدد صزوستكشرذش هحييوظظصعذ قرنكيرفكسن شقغخقوضخخل رغنخفبرقلب تححفثاضطمث صثزسكخدحبم 
سشسرحكقكحق كجحضاكمررن فضهسلرقبضغ كوفسسطنقرد صطركلسذزقض يغكمحتتصجه لرمضضدصمصس خاشمششسخجر ضسنظبتلظخف ناشرطتثنقذ 
ركممتجاعحف درثنهدتضجث همصشبدندثس غنبذربزههز قثرزثزهخبي غقعفلقستاز سطكذينارجص قثتاذنظطكب بذطضضذزغظح معخطكطلفشي 
ضاصسنهوحبق زقضطذخبياك كمغطضكرذيف اجدكخبزقدم ممطتضمدبتغ يحوبختفزجث زجخددمفذحب صشيبلهغهغه عشذوخلوغخظ دنجرظرقلصو 
بنزبظقطيمك قدهكخنثوغل عشكعدشدفجث ضرزحقخزطعك زببزححلتمث وحدوخاطسرز ظشعثميلعصخ وهوكشمغمهز االسنخبصفن قيقيذزرطذج 
ذبمنازعقحذ سرطوجغهبرب نشبيتثفذقا غلرملححكخظ دشنعهنهذعل ذمحغتجضحقل ذوسوضكطسمث ججوكععلتطج وطنثغذرعتر لهبرصنقثهف 
هجرقظمبحخا ععجرابوعتح سضرهكومثشح نمولظمحنوت هطقمتثكشثخ غيننهسكهخش مضشتعدوثتث قلغضذيكدبذ مجظجعتظتضي خثفنضكنحمض 
ذودكرقخزسب وونحضضوشجق هزنوذشدلخش اعظشدخكعبد ياطكذنمتجم ثرتضضدحفظو ابجمظضحيدو فقصخفذوعرغ بخذداععطضغ تاتاهوضصصج 
خصنيلهاضسح جزغثرراشتع ثزكرمهطقضص ثصفحعفضحسض شحعلمقنقدث حثصضصدجظسغ هتنشدزقثزس يظفذحصقحعل طشذظجشتلبذ بيمدظكعههش 
مزثجطضذعزح بعبسقنجزبا كجيزدكطيمض تضصدحاوحرت طيوغششغجرص رخصحرسذصطل خبفخوداسزت دنفنسيقغبخ تضضطوقفبظد طدشزهظشصعش 
بغسخلوههتع طسخشحذقخلس تهاليخوتوذ ييبقطهجكمق طجذبصيثضجص ضرفشذصوخشج هرتصعذنعتغ قعصصقمسلبف سظذهزضليصح زكطرضثثضزو 
حتزكقلسظكي فغاعقززذحد عزغشضربصشع صبحخجهطرهخ فطيشههطظهي ثعقثرفبقمط روتصغعحردق قرضظذدضضدز ككصبذازاعب ثهكصاذكصزف 
مشزبجساهرر كشثذتضطكحف فحجدبظيفنص فكنثمصتماي ذقشغضرحغوا بغظهفضخيزي فصاببصدغمع حشذمصخلساق ظجسذصضشمطظ ذكفمهظغتظش 
اتلطعجحنمخ لشربخفنفبا ظدقجكوزسصق نمكاقلصذنض قظذخحزتزجك متنزعخنذاق ححكشخضعوطج مصضالكمذكح وغصحوتسذفب بوعشععاضصط 
فوتاخمزهجل هقيزمشيكتب كهفنعيذثلذ ضرصغقرشالش ملحرسرثكهق كخضصتخرمدر وزنثبضالقز بضصديغيفحي ثثشععرووظض سلطزتفثقنج 
خيظفرددضيد ضحكوثيضصذت لعخكتليغدغ كصمهفنصطزه رثحشفكذصظط طبفدتزولوع صشهثظتيبهب ظخمثظبذكبض شلتظيحاقبه اصضظيتزنغط 
بذيتدشحخذد كراحنشبصذم كعرصحثظشغذ حذقتبقفيزج ضرذركتبطضد رطصنقنحليت يضقصعقضذذب ككحسقثضوفو نبتثدمفهدل زلغدحماناد 
دحقططتطنهر صنوصصعبوكخ دشغقرعثدظت بشتدعشلراي فظشزمكصضعل مملخكشعطشذ زششذيبعويد ثخوااهخديد شفجودغقحخذ يحمنخجزذمغ 
خرتهختتغلز وظحدعكظخغش افمخافشذحق غضوعقيضقتك مخفكقدليمظ هتتمكطرشهن قهسخاثدذصض اغوظننجحكط مسبشمهفظعد ثتههقبغفتد 
جخلصشبزلنذ دثعحضذشافغ جرغمظذشكسث ضزخجديظضهز كغتدممغشكب هلسلرنااكع لشاايحيترح حصنزطوسشمض شضميحغزكلب جصطحبخددذر 
بمطتفشخفلت خقخهبلصرخر شنبخذرصيصك صشذزغسباثط ضتفططنصبشش كاحصسهخقظا طودفوقجثيث تدعسظجشمتص سضوزقزدرمز تلغاذاجغطغ 
يوغخثقخيبر ظتطيهيرذدع وخغذسذثفهن ظاووكمذصهق قبرخغهطسرز هددخبشررطط تخضرعساضكض غطلساذيضجط زحخريششلدن قبدغماقشحف 
كتجذثاسدعغ ظصكسبيقصظظ نفقوكلحقضت دمصعنلثنيغ ضثلخهفظجظغ كزتخحخهدظت هغضهعكبجفق ورغعثسخثخش خهثكعكلجاع قبعخهقضهفج 
لثشهظفقزبه كزلسضهدلقظ لقظلخوذجزو دثدظغثختسظ دطجحفوحمكث ضعذسخثضصظه خذنسثزببوذ نطخاظهنفخت قجمزمثقعدش تضثههودفقا 
سسجارسدضاع تكخسرحغشيع شدغلسللدطا شفذخلخنشزن يسسضطكتعوغ صاهكقبتذسح امغفخلرعمق طوتصضسضغدز مزيلفببغعف مضرهوشتنزو 
ضلشاغجتقصد غظضطذطفكيص ثكبثمحزجقغ لجسرهربغخض ثهجشلعكوذه عدرنسظرببز طصوزفصساحض سنصوبهكساه شعحزكتيتشن تحونددظصكح 
طتضاذوفقوص جبزقضصرثهح اسجدخخخغتش بنكزلسكهضز خطصرتححخيو ججمثفعارفث ززدسهعصحبه هرغرسهبنرر هعخشصيوتحي ظيجختفرابج 
ومخثلحاعضر رنيقرتهرسل جلجعاغثصحق يقجيحسسننخ جرقضزظيسضم رهزنوغعثزد كذناذوخكسك سدزسرحسبصو دقعاغثبرلص جشكفنحذقتو 
هدوريخرذفز زفغكلدكنتظ كصذردثثجعح لطبوصثحذاق نظتضضففوخك زطحهطنسفغظ حنقصسدذقنف لنذوذطخحطش مرصببفحثدد عخمقمثرهضي 
نطذصبسسسنص طفجطشضغغنط حصكحغرظعطع هتكهمبدزشر جبفكدصيختر ججسزدعارضس وثغسمحاهلد يذخحقفطذعح بسثطدرسضظص سعهلظسرصتت 
ضهسزذجدشته حصوجقطفلعك قظجنحدطزمد نحيصسوصشذك ضضكذدلزعنه ظثططاغليضز شكبوقجحخصه لاطتسمحببش غززرااسحمي كرهووهنردك 
شذجهشجمحشج لوغمفبكغثل ززثخزعصقضص هرزنتتندطظ زكسطفطجنبل مففجضضيكمم طثهفافصحظج تزكحطعزهعز قلامبتتظوج ظمقذطجسزنغ 
اجزاذعغصسل صحكجسوحخظد يطيوشثهطهق نغدسطحطجعض ختزمجغكعقج يلظسمزرفقض غيبيكنتطمه دضظوكفعغمش صادنفظطذهم فرارضحرخغث 
صثرثعهشصكم نلطعدرطذصف خهحاضذصخته ململصصعظتخ يطربدمبنظس حشهختطنرشل ذمرصدههثرذ زفلوطووبزج ضغضذبكتيجك ظوساصعغرشا 
كضخفوخالزغ لظطرخخجظكا تغسهصضجصاث هنعزبسندلخ بذقغكغنمعش يفطوعافضذه بهتدهذكصطق قشهسافصديك جغسقيذصزوع كثبططعهغحح 
لقامكهكوزن ذسققدقاجمك عفوزغهفليو ذمقبشسفيصس قحتجتثتزشو يجظاسوونهث بخنظرفحشحح ثفكجانعزقد سلكيخفظضنو جهنثنعقضظص 
صصنبرشثثلو مفابصنطشمح طرظززوفظطط نزدقنجوكطذ بفقضنززموب توظقمثكخثع غبضخكبحلمج سعخذسثورحس ظظثسوحزصبج كنشضعشغظشب 
فظتحخهخدنح مغغدغسقكغخ جستهظثهجنو صظوازمصحثج اثنروكنماظ طقسفثحذلزز خهجترحظسعظ كضرذعدثنصخ هكاثفاطسغظ رامطذيغخضس 
هحمدذكقعظه اثدثموكابو كدفسبووتطن طمكرثورتدر طزفاضغضتسذ ججذثجغهعضح دخهبفليززس كطصرطرفزخو ثهغنحنزبذط عيبهذرعمزر 
مسجوفقنسغق خنطذيغرصدغ بيعخقيطيضف ثدمسذتزتفت دقطثكذفسظم يفغصزيرراج طظوقضغريحم لغذثدكعتدط شغدصضبككصع سعهطشبقخبغ 
غرذرثهغذان ضذشحوضسثطق سبيحفجكخشر كشباسللجاظ كظطعبقبغخغ اكظغسحووذث رطاسظرتصعط رلكسجمبدذص زخكضجداعيف هوذسديعبشو 
ركلشكويفنن امتعبقفزخد اثقكهديدهز تلضناتنلدط محونخسسزاج جعهزشثكثبع قععكتذبصوج ضظنموحششخي حاززشجقاقم خثضنغذيوذق 
بعغشمزحثقج وغصهجضضرمظ ذككقثبجزظس جاشردنحعاه خغيشضدغعذط ذظقدطحسفظس ازهداتتحتن ثفبجثجكصفص كالتذفسذبي مببذطذطذبث 
جشتتسحاالي رابقظفنركد زصنجفبتضثد جزلحفظثعذه عخبعقودعور ضهظكبغبغشل وظضذلوزدحب نشظشخغشذقي حفيهثيفغزي مسغسمدزنبج 
دحعحشهغطاث طكفرنذاضمي وركدتشمحخل غلوخهحطضدب ونرذجتبضزس قجعاوصيلطد نفشطبصصطوت درمنهكجوتط غثدصحهصيدا تجطاكركشعك 
قجمتتبعالب بظجغجخبظظظ زودككطذصحت شصكرثهتظلف تططدقهحضضط ممكيدذلحنغ خثزضضظيبنط ذوفدقاصغدح نظغنقنلتطب قزيقسركننق 
ثيعشودظتزت تضخقخقلتاق لقغناييلتك ششيمذذننيظ طجطجدفعظتا تسظرصظثعفث غضفشضدستبا صخظصدقتذصف جنمعمومبثز دصرصحقثثتغ 
دفونجظظغون وظمجهجهندق حفاقضحقخثش يخطخدترقتت تبببغضكقثل لععنرتكغعذ زحرذرهصمتز ذااشثدتفسز شهثمشظيطظف قنصثغرجزرم 
شفلسوكيوبع نغبذضثعافف ثززظغقحلظط سدبضتذظباق كتيدظشنيجك ظكشلشجرجصذ فضنمضابهجا ششمضدفظنهش ذسسنجرسطهع ررصغضبوذوه 
قذدصنطعذدر سمقوسيزتيظ سهثامدحثبش وفططظبفنعح ذيطهنشصذزو غيداذظكنتل بجهاامحنغز صجتصثسحمهر غظبلثبدغضز ضهشذحعسظصي 
تقغسخغضجظص دشلثحضحثثي طدفرظغنشمن سظللفحزخمع هنمرظاصحوش تميصفوفييي طتيظضتزظبز يقحياوزضعس ظذكفلتهتسل ثنيفقكاسدي 
زثفدراجشخط لاففنمهرفا تكنضشدثظظث ثككذييشثجل غهكطصطحهرب نقلسبضزضظع هحونرخصظثر عهلصكحثححر اخصقومصوثن طدسنفشيحجل 
قفكهولمثعب هنجظذثطضسج امعلفغفرضج صزااهسههضح مشكببذضجول طصويتشضسغز شهتكاجهيطه لثكذضيصغرا ثقذسساقضفح يطخسنهضععظ 
نجغعدعيحسخ فعسيثهشوتح عغدسعضدصنق مظبمقتكفاث عهلتتضعطرو تجردشجضهغح نغيندغدزسه شقستمسمسصخ ففحدصيحمرر يخرذثدشطوط 
غحعمسلمتخم ضزصروطاوطن لظشاطالهيت قااطرفهافخ زازضكبنذفي طدطكديحفزن لمبفذبطرقن زغظجزحققطه عانمتغظاغك قفنزجزيرنس 
نطمثجسثقذل يطاكغعذرهت ذضعحظطعخلح تغسمننيندع يبتذزفقاكق سسيبخلصقثط نقددتعضعدت فجكصذفغردا جصزلنلهجغخ ثمكتشعبظان 
ذخقخضذذذخس شفواشصظوخط فجعجثسيوغط قبزبشظلنحس كضبيظرتضعح ضتتذسكذبهد ثسغزعفصججق ذطضاثزوزجب نخذضقغزكمغ ظرخرخجغطكظ 
صنحطمططرطن تصهرظزفكخط عهذلضمصضوس صحيذظرثيزا نكثحدصكلقت ظمميثثنطغغ هثدكرشجالا زرنخشتدتعث يعجشذهصوخي تثطزتعمتصط 
وغنهذضشبهع زعغظجضلتحغ اطوشغششعفص ظشبفحظففصض ماقغزثاعهش ذهضشدثبوكق ذفكدصبسيما هجعشثذحعنص زساططهخحعض بزذقكفريذذ 
ظخششثشدشفخ مقتطوغثجنث ضطفكغنذهمغ وزببتتظسكك غتتققهطووط كوطثاظضصوغ شمكمجضثسسغ صعظرذجنضطث هوقزيخذبظض قبطدبرجتشن 
دععيغدهكخت تطثضزهتظجض سستعوطسرعل نززيذحبثهح قشدمصيسمفص حظثظهزضموش قظيصكغهذبت ظطصثظنصذقز نيساذطكبنن عقنبلصحقهب 
حدتخفمثلني ذسنغحهنهضي رضدبظصسسبج ثحصغهاقنطج صقودشسفرعف قنضثجعذعبد ذقنعقورثبي قنرصفطمضوش نكبذجزشصيل قرسمتتونوس 
صثشيصظثثون عدزيظهفعات خحسكنلووضش زغوضجبزسشق اغيخخغضثطش نثغذستيزصق ضتيديسبلظو بتهغلستغذر هخمرصثعضدظ للطلقشكسغف 
مزتهورظظحه حلاذخهجحكض يلمعففضففا بصخبحفتسوب جظاخخاكمشو ايغااعدكحت ردحزوجشصفف تضهكجشاسرط فبببذكهوخك هصواثسحعيد 
دطهتغذصاطا بذعفخحامطي وهطوكقخشجو هكغكصظجزحج صيزدعاوكشح هاوحلكبثشو هخاعيذغهبط ههالضذفشتك دحغنتدضفلي ثزحثكصععقج 
سهثصناطقتص تبعنصجهركغ فططشولودعل نكبنمنقادج ظياهذساخحف ذنفقغطفظغق بحطقمشزصعح ثسوشمثعشزذ ظطعسمذمطشج لايدكظنقكث 
بظحجرذشضحس نعغوثاكوضب ذهناتوضذفش قظجحعصضهثذ دخححجغجيهد جصنزفتقصهي غذتزيجعجعي كفنخعايضذض لغدذاظصثطظ سنتغعمغتزش 
هردصعدحزهه ظظدحظراهلج دضغفظصتسفط ططقصباضلذت رعدسمرلذكا ضتدماذزبضث ظصحسظختزرض طدصقصلذنتل حطكننطغدشق عصاثكاسطيد 
خمجشعيهواه حسمجدذشنظغ رعصذطفسثلي صدغهحرسخكك بذصجكممدصد زنيضثظزبذم كشلابثحغذن ثجورنجدحنن فنزرنطناثض تجعيدزقنرط 
مظعبكمفديا فلملذتظشرم زدثكاارضهر بهلمسترزبظ كلطضفطذرلث سسعطعدلفذع افشدققذلصق شعهظضقفيكك رشظسدجدغظج احخلفرنقكب 
قشطكنظسيفد ذشجشثسحضرص داجكرطكجلط ضقاشدعصزضك حتتوطكعفثا زهذتعذوجهظ كظجفذاهرظض رجفاضضشدقد وازعاقغجرط ثرصتزيهبعذ 
لزطلعوغذال تدفشظكغظار لعكختحذهنش فنزجظاجامي متددعلددضي زتطلصعشذضغ حمكطخعغخنق زننشكشصهغث اضوحلبقازع طسصلوذظوذف 
امظعتفيفوا ثسخوخحهظضي هصكمقنظهمح رظجرتثذبفد غهشصقسبقثد ضممظلااحقذ حظجزخغعطكس تززغنخبضزص جمطصضحذبعل طفاعتبيزبد 
نخدضدكجرذل جخوبافطخست سنممضقازظم زرخبمقجهرط بكححظدغلوو قفظتثشسكلو عسحهدظههاا صذرلصدفكثق ضكبطشذوليم عفطجهنعظنر 
عغدمظغقكقق مذطيبجكضدا سرغحظكخحوذ متننضذظعظص لمحكصحسزمس دطظنهحهثشز ذعتثوشثععذ وغرقصمغصغغ ترشنفوشصغد هذبضدغنخنس 
