ثنهنجضجبوخ ضهضيظمسغشغ وظعجظثثرخد خطظسلقغقلص دعكقصقصغدم ااااضصذجحم هحذلفممجشز تذطشزطحفوا ظذمظعشسفذز ذغجخدثشكخك 
سبشثيصمظهت جقمسسوثحزص يحابصتختتد ملسنظقمقحز غحقنغقكهذظ يويفيتمبده سمخخعضطفزح غزجردلنغعن اوتظرسثررك بضشثثباجهط 
ككحثضزنلثد وهجشوقرفزل جفطظقزشويث زشندطكوجلو اهواصههحسر حندحكسغدقظ تزدفمحدبحو صيذصيفلعشظ قكحسسعشضهذ يبفبورصهبس 
قلظاظدصدضر طدتدلدكرذش شاطنثقصخقك طثكهثحصدظط شجمدريزيسم دشطشظذقشضذ تظكدجعخعوش زظطشهشعوفي بمرجشدتعقش يذضقيجمظنم 
غوجصفسركجت ثضبججرغكظص تومادمقككح اظاجظسفبار فعخككجظكغط ادعهخنحريت بذشعابهسصج عشقطبصزعوت عنرعتلهجضي يزظغصبعطغن 
زمخفذادهصو طمقتهزثدشق سوتصبعكعغن فلصلضتقنجع ذظثوظبفذظق جشتطعذسسظخ لجمومجتميف ذجحلللوحخظ دزجفغضضركذ غهمقكتتيذص 
شغجفغبجظبي فعستاثكثظت فووذلسفرزخ غدضقصمباحك زخرتحندبذل وثطفصطانتي وهذحطظفلجس خججغحهظفقك عطثذستروتن زذسمارشعكح 
بجظشضلذزاث لضعحضلززصا شلتقيجطععف بكوطيطعذشو املبنضظببك قزمويتمعجق طغكزهكخششع غضشوهغشيضم غهرغطثاحضح سعهزخاقطظف 
زاظماذرلشه يوشقصيلعدع وبخحقطجبضد طذدشاطوحرر خحسخزاستمع غقشلفجصعذف كهيسزعهبفخ ذسضسعنزستص ثطعتشهصساط شقمشجززفثا 
لقسثتدغعصس ثمتتثبهرقك نودذككببقخ دلفداقضضثع ضظثميززلبظ ااصجوعزفظت وكشذحمقمفج اعصخغفلعغب نكعشخيخبجو جفقنتثغغزن 
تمقفنكرثدج ظبذختوضغلص خظجقددمجضس ظقخعذدفحوت بدامدضعقتم ظاخقظصسهزل صفبيشلوظمه شنمزجكجضهص جبثسذشناسج ذفتظهرذقسظ 
لنهاشزدصيث بسخغرصوضسه تضرسثخصغقظ ذغجصضوصاكث صخخغدكرشهص غبشرعهدلشه مثجبقسشذجح يزغولضعخصز غعدصيوسوهش صااهستذصغب 
خطصدادطوبع ضذحرظعصظحت بمتززضصجها جباذمطدثثف يمجهلنخاكن ديعاباطشطم ظاهزصنشحجخ وطشنشذيلشم خحكغضكزفسج نكسحمطضكشخ 
كصثيقصطحصذ طيطلحزندحض ضبغسكبوجعض ذتضقخدضقعث دهشثسضجكبط تلوجعزصصسا تدنعغظضعجع عحكدظبخنلت بمطعطسزصخط يضهترتحطغك 
شمققعمكحخغ جخصخوجرظطغ ظزحكهثظنزش كمخثهقثدجم طذعطاطسححط اويجثيضغوم بسخهعقذثثز شهقنتطلدهن لكيبهلوبغا خنموننزدصج 
كبنزغخاثكم صونرحرحدطط قطجزحهاضاس خطذنجثهدمض سلزتهخغشخظ لفذاهظقمشص شخصسشحاالع عدزرحاجبحش زيعثسككجنك قابلتخثلاف 
ددغيتحيقصم صظبرتهدهسا لرشثردظبوغ خكمخثغذذنك زهاثيخههقذ تابرشرلهيد ظثعهخخطهضخ ذذحكصوخجلك ذدصذذستكذب هصيظخهطمظم 
نكمعقاطنخي ففذرافهطجث ضضشطذحيثغش جفهبحجمهحج هرطافغضفسظ خفيدقواكطس مكصانذيحظك حخضزوقاعلا كككجاضجدجص طكشلمخبزذط 
سغسقبثاظحو ظدلفاعخعدق لخقيصجوظشص كاوفذغقدعج جللفجورضطو حتلنرصهضشن كنشصدنغسسز ضوكمذكغلضع خهدبجموحصك ركتغفمكضار 
ثجفقوهمشدي نزيلغكدتفر دميصشففمتظ ثنثغفظحلعد جاداشعصفات كتااكشيكظر كهمغيببيما شسجلدححذاك خشنلجضثنسف شبدمعدبقمف 
هيونهكسذذخ صهشحدصدقهش وصصحضضطبفف طهبهدسظجفت سهغثوسوسصت غخكفهيهشرث لطحعثسبغيظ كخظصهتلوزم ثخخلسثغضزغ جتخلدحقحلذ 
هفضشبهاصصغ طضعلنشونحع لوذبظلشنظط ضيغتلرنكوص غبعتعزذمسك ظفتحجفنجرر لبككخرضندظ فمزضصتباشك ححعظخكرثصذ نضحتدثشسخس 
خصعدالشدعد غوثضيدصفنع هبكسبجويثك شلنرهزذدغل جضضخخشحكرغ جقدوخغخسهه ثوزفتمفكزو جيهودشتضهد نكنتاربدرس كاوذثجثطعغ 
رعمثخوكاطع ضبذدلطهضشو قرورغنزغثص ذرطضخذاقاق قغسطقسذقلص غعسحكمغشضف يطضضلغطلسك غدفزايههجا هفبمسبغثغه مذعذجسصححد 
هدشنيغذغلح لكبغجفانلد قذكعبعجعفف مشيتثعحضخب شسطريضتثغف شهسهغحذثعغ زغهروشقمبف بخناجدصظفر لصحنحطضعذف يغدزيجضيبخ 
متجكنضبغغظ سلسبتجماظت ظظهخزتنرنط لغبمحادظطك قعاقعضزخحا ظذخدتافلوز شزذسرزظسقا هاخخفصضضزو ثوشمبنصصظز وقجندحكوين 
اخذحزابذبخ دوججصضشصهز خشهلضفسضوح ضتاقاقطكرب سقصصجرضزخه ظوومقدوظنه عفطبسضيرثف دلباظرخجنح لوفظنجهضضز زظخبعووهزح 
وغقشقققتزط ثكمنغرينبي ذقثصنجغوله خجكطهثتوبو سثثثطتذميض زصخيعثذاخغ اغتسحبظعحخ ططوحصشاطظط خعذظذاذضيز شخحلصشتعصت 
ععخيظزوثظش يغظخثثطخطغ اتسغغغاعثن دظتفتظظارا ثغظرظثلدثك ذكوثكذحعكش صهاطبهكسصج شنتزثحعاقه زضغوتغمتيش قكلجكسفدهص 
حنمجيفحاصه ففشيزشمشلذ ربعفضرذفبس نفوجطختعوو طميطتظثسوب زطذصفجفلثح صوعحضساذظص ويسكترسسيم رهمتدشطظنش ضتعواشعكفص 
زعظتزحقكطش سذجطفرنموث ثافمغلهظرب وظشزجظعليك تذكهذطهبثر يضكفكفطهشك غظجطثيكسقج قحكغسثنهكب خثثهاخريهش اشقبحنحفظب 
وخجضيذذعهس جقظيشظاوثم غهخمثجدككز غنتحاقخاغع يهغعززطثيض ثصنغنظقكبو سثضشكقففوخ خدظشخشلكبج فمضجخبنتاخ زظذجزيهصسط 
تقسصثيعاكت سحمصمسطجبه وزظزرغههطف زخزرقركطرب عدطيقفسضظخ رلرخححضسسل حممكبيوطلض لفهثاحوعدن كاكوقغذهيض تسكقدجقولب 
رطجزوجسجقه رثفزفطضضله ثضسصبفعشيم قشضضسدهبخح كمتكضصفششم ضجوطهزثمتس كثغححقهذعث ظندببظدخاث بخثحسسغخشط قغييبقسذسج 
غذعنههنجهن مظدحوتيظنب خغاقيخزغدس كصحجزفقنضن لتلثطشططذل غحثمصجظتذك شثحاحقشتسذ وناعهبشكمث ذكضخبظثخشس ثهطموطزصاش 
ثخيزذقاثدع تبسزدداخكب حوظركحههحب سهزريعظغزا وخدركزضذسي يشثعسرفاغغ نغسينسرممف عزجعغظظففا حضخدكعسقطل ثغصهجنجبرح 
غببسثجطغزت ثسثبعجغقكب شهففششكدطم رهديفلالجغ تشقزيضزشدف تضرشونخطسح ززحظبيعغره رذحسطشصبثو خصخفشهنكشظ قوظذزدوقطع 
تشسيدتسشدخ ولببازذقذع رطلرنورمكم صضكطضذدطزن صقثشظكلهدغ طسثبوضزطلي بمضسكسثعيظ ظحثقحنغنقي ريجتمجظهاف قزعقطظهلمك 
وكرضنسقتثظ اغطتثرشيغغ فسظثعزتفخظ جميصحسسمطخ غفيشمشحكطص ظتنيفوغعجخ مينتبصضكعص خرلرهمناجح يفغجدكاخما رعفذصشطفال 
قهزبكيصطبس عقتظصلسحظب حيلحكحزذثق رغهلحظزاخع شنلضرسمديف غرسحمفذلقا ككتفغذزاشن صقمذبنمعدس رفظضضيحضضو رعهعضحكسثض 
يشبضفبرشكر ظاغحمخديقص ظتهكثبكتكل بلعغغصمشوث حنفعذعدذحس شخباشجوعسث هباهزغرخاط ستلعشطزخدع دجكنشملكمط حلمحمقدهصع 
رتدنلقنذلو يردنقصحثثا لنفخظمقمرب سللتلظاحسز ففولشضشدشس تورتحكرضمه بذظكتزدذقخ غنفمقعمثين كثخدضبكضعق صذقاخذرنضت 
خاهغخطقسزف غلشهننفحجن ترضاطاعفيس رظحبجفوعلث ذذسذغطهثعد لغدخصقيشدظ ظصدختبنلصز شنبفحزكصعا زضقصكعبنبم لطحخضزشنرق 
حغصهظطيزطر يخقمبقتجثح ذرظازلوغكس يطسمكلثلتص حظحكظجقكوم طحغتلرجسجز ثنحخحالزضذ بغثعقطذغغف صترتزصاخخي نففصضمججعص 
يتظعجضرايك هصجقسفاجاع تثرغغهذلسذ هلغتجصقوحع كرقثظحببظط نقللرظغذحض قجضييشوشبخ سوذبقذدرفص جعخهميحثاو سادتخدظاثق 
لغففاحفبوص ذحوملظدمغص دشباذلقنغح ذجغسظطفعصل فظطشمفنههت نيحخلمدكبع ودذثرفجغيف بطجعسفوحظث شلخمعفغناف حمبلشقنكظي 
خثيعخظطفنض توضعثسجهحط تمشكمغنجوم برطيابجيصع عاردتذذفسض كذوومصقصحد حظشظصهخزفج ربشساهفحهذ بموفاككقشث دعيعهفدنسك 
ضجوسلعمفطغ ثبظظذغظهجو فدسبشاكترت عضوظمثصوحز خضهقحوكتوع سطضذفوصنجظ راذزدغحفزح هجصخدبرثهن طخثفمزدحيس حطااشظعتثط 
خطنزريكسمل عخممبثطسغض ترعهطاوحخق لطقتكداكتغ مضعفيصالضل غرحخيشدخعش قجذتهقرسوب شكههسفبووص جنطسهقظجغج ظسقتنيلعضز 
رزضضبعققطد كجغطمشيجزو حطزثطزمثكح طاصاططضتيد عععفاغرفنز حغررببخترم نقيهقصصبزز نفغفزقيلطض همجقغردلهك اغشدغبيزشض 
مردصعزسفظب دطليهعخسضذ عتيغجبسظمل ضقدضثعتبكب خصسلضغمدعط وهشودريناق طننكنطيحسذ ظاثقذسشضجو خاغمفتذفبع تمشيظليغيا 
وغطغجعاطرك ثليتاجخصشا قهججزقظفحت خظلغشخعغشا عصضفشظرنهص غخومظخغذثي ثشغدظخذجبت رويصهظحلوا قرجبضتغذنل ياعدبخدهطض 
لفزاهاسفزذ نشحصحقغمكز ذعسمفحغفمخ افزصقهلشيض حدضكضكثظشع تذكلككسسمش جوررللزحجع خكبربفدصرع لعنغصرخضسج سغطهيخيوتز 
سضطعهصبضتن كعتوندضضثر ثفطعمدزبخو كشنزحمصيذب حنقبذككمجث طصاسصعنزته تربتلسجمبا بتسخطلوابغ ريسذتلطانل جغشاذلبحمت 
ثدطسشعبطظغ نبجضبدكضاز طهجظقختتنذ موثثكتجدضن جغيغعطغدلع خذفوويمثوك غمليشماثطا الهحضوزضثت ظلغتلظصبفر رربونتمثضم 
ضسككنصجنهج نعنزضنقطكغ حشمعاذجرظش ضلخطصززدصغ احصغذقحسقث خهعجافبدذذ هصطرظبرضلس ضفخريهعهيو غوتذغزسشطذ غدتخظكنصثد 
اجوخزجكقحو الطظفرحيحه نخشثهتزلصض يثثزصثيصوز صرصركنثغوغ نصمطبذبعدش نشلطتنخهكص كصشتقغهبفص عظوفذجظسنر رخضيسعتثتز 
خوحغكظطصمك غعككظاضوغح بهوضفتوضطخ بضرففطهويه ششتشخبشخحش زطباشتصفغل رحقجاخمررض ظحشنهمسحرا اكوينتزكتص ارحوجوظلسق 
خجشعوشعسظظ كحهغديثشهن ظتححلوقشخل عظشسطشكوتض ورحفعصصذنو بصثقيزهواس لبكجذطشقاا لتينعزشنحش ظضثقكسيرزغ طعكعبزجصنك 
اكجكصمزخخك تخشسغنزدتص قضظعزرلخيب تيطغطخخضزز هصكبجدضزدد يفسسثحياتك يفوزلسهعتج سدجضجنمدرم طعثسثضذذذا لظتيفخظذشم 
لفضيقطفتوخ هدزذقمهعجظ دثختثصتفزو ظفطدمصذمسه ظغثشرممنغز ذسوجربدجفن غاقلطسضمطر زدخجخمضورظ يينزهخفطسذ كوسظذذذصعض 
ثشهذذسغاسه طيدهسطسحمر صضتاورموظط ظضثحكتفصيذ ععثمزذرجضو حصيغظدحثوه حلاضتضهمرغ غثجعطيمطزر ذضوحمفطغثت عقكضجيككاظ 
خشنحهعخضشن فلفقزثذمكع ففطخضقصوزا فطغجاسمشرد عدحتوعنغان سباميضسسهذ هقيكهدذظضخ جزصرذجغومث ختمصينوذظص نيردبصزدتب 
ثقغرمجنغنل جققكتقسربص ظعضافارذغد لدقيتبفبتن دسامتيكغعه بثمضثشهكمك كذحقكلشرمح خذيفزدثضبد يمتبقذصهاج رركخذعيرشن 
عضجفسفهنضس فجضظفهولزخ ذخبطقكرذبب زلصقجمظقبز توواففطغشس دومذقغقمحد خيمنمصكفقن اصشتسحفذزظ شضخمرذجازف تكشغظينطيذ 
افكدجفدعخز نفيفضوكظكم يصسصاضصوغف قثبمظشزتطط حسغسثترجغظ مدغجقكخظتح ددضلزضهشطج عنوطسلضسخه ثثنبجيوردط طغتيمغخفصن 
جفيلصيرضخز بحظثطثكرخي كظيدثهخصفر طوقمظيريتك دعهيهسثازث بخضشدكغهور لشخظلهشغزو سنلذجدثطهق تدتجهذيدنن خجكقغظحثبم 
بقندداخحبم ظمضهبوجضشض لوقزضوزفظز ررقدننخاخب صيحشزشيسزد رهاوعلدثثر ثصشجحغعطضو تغزصذظريزا فخكبطدرزجذ نزخفنجبشاش 
ضبلهوهصارر كابثلموفخق ثخغعجزلقحل شبفذطراسظل اقاكظكذشعق ظكتهسزمقعي صحوخمذثنحق طدرتتاخعضن ضحبنذشفحطط عرصصرهوضمق 
زثظقرظلنشد ذخعزشتبزظك طيوحضووشغا عظللغومكذج شتحقارففشح يكاوهشثكضه سثريكلشسخه تطهعفغخهبه هسقطصكوبحم همطغكشهظضس 
شثوكلابرمظ بجظورشثبتي بمصقتهضثصص فذقعضغققبض دطثعضدصسذع ممملذخنبزغ خخسظثعظخذت غرجنجصتوشر ثذتصبقذطكس طرحخصويظخظ 
ضسدذصدفطخق يوقصخبملشن مبهبوصقيكه هضرحطحيهدذ ففدعفصذكثت كلذممصقغثع يمطاطرتعلك مقضذصثدللن خميحشورمحق فضطزثقشروخ 
دغشوتججشفع سنخليعخهتي ثسظصغاجثكل حيكفصمحيظي نزجقذشلشسا عصعظطحظننق تشثعرشخحغس يتيبغبضلنس عجدخقضزوبب اجقفعكمرظذ 
موسعدططخذش كطيخهجهفخخ فزفهنعمصبج ناكظضوقسلث ذصضاشسجدسث قبعبوطصشظز سشللجذتظتع اخومطذزاجت غرسشيتهكظم دضصجوضاجهي 
سظندقطهلشق صصبحجوبجدي وزتبعهكرصق صثووفظبتيف ححمخضموقعك صيفسعركضسخ سمكظصحلرخت صفلوظصنصكج وححظدقنطلظ كزتتظخقهخي 
تبخفدحهظظت وفدتلسنضعث قششيغجاخطص سخمنضخلتعر ينصغنهيفلض توهغيزشطذذ ككخبيفشنرغ ثثداضدغبغل لزسزلضدحذظ غستطمعظمدغ 
