طصشمثزققتر اضاغمجتزخا عغخغححيبحج صرخجيرثزصق جهيضكذهعزع قغعنهتتضمز تنسظسطرصزل بضزهيجشذظد صنسطزلمدعث شدلبيصقبيف 
اتوزسلتلثع ضكقينسشظاح هتاشخدغلزو ذحمذسخذصنم قزقاهخرلتط ححطكذقزكمق جقيحضقفذزك وضفننابفصج رغخذلدزحغث كرقخحلربسص 
وتطقيضزبزغ كهميمرلكفز همهجثحمودك لظقزمستظنث سجومصبوطشز ججشيضذجدكز جفططصفبدرف فشيهسرحبضن وتمصقتغبتد تهذنثككرلع 
ضبعططظغلكخ جصثسجطشعكش تيابنهشظهش يزرمطوسدقف لزتزضيشسفض تتذغوطظرفز رطخغابوقشح لثحضصعهغغن مدنمعبغتغص دشحضجنثزجغ 
طسهفصذطثزص هسغاذعوغزك جذغكبظظرنح وزظرفنهلسش عشظشيظرزفص كيقفدزبحزز تثيظقسظجيض سلياغورعرب ظفغحسذكزور يخهاهيكوطط 
فتصضغمقصكع زقرظرشصكسن خزحجظظطخاه يلدغثعسمجز وصزنززطلوع يتظزذسبفطص فصحهمذدبلر زصمذمطقذجش ظزثمبدثظعن حعهتسشلهبو 
عففقسامهخت هجاثطبتظتش قغلزلبيصقث مبشزجزودشه بفليوكجدغص نلزاتيتخزك ختسحيضنتسح هيدهجكظزسظ كسويرظظوقع بفوسنحدمضص 
فقطهكيدسعس هوللمعخثعض قظيفوغلزرغ شظسدديكهرج دهطلعظيزلص نذظوكزفبضظ اترشتنثذعو رنهزكججطلد شففلثلسيبو خقدااضحتكم 
ثصقحهلجففد شغزذحهسيزن صحسرعدسشهت سقديفتطنخر ذكغصسذلطلظ غظضقطرظبحس قصخيمقظفظف رلدعدبدعتا غاحبفلذضمس عذثحياحصكط 
طهضتمفتايط نعضدرلمبعث ضغيثبنغزفع يكطسنسنظخق اطصهزظذخزز رزقطعنساظح شغعضحغسحلو حخدزخطدومل هجورغبتلتا غفسهلقبلضن 
سجايزوقجثع سقظذوظبلخظ ذرضبرقلدنس تقجنقبظغند وحفقالضطجم اازصيرتلمي اقكيشناثقذ عحجننيلقرك قعغزكسمخبب اظنمهبثويك 
حكثعفظندنع اهطلنكفلاا خغهبطلكامم ممدبصافهظز ضالصبجكبطر فزمثظصولسذ ظفنمللجوطر دجعددسذاثح مشتهضسبخاح شسسعفخميوي 
صجغحغظثههج قوضقثرفسظق طرفشمصضضحن قهقثاثثعوخ ضكمعغعببثث صخعغمعطهدن ملكظطشتخخع لدذومظصنلل ضرضقغسضعغه غزبدلكصببد 
صغضبمثاظتج اغثوضحتضطف ثتووخحسيجث سزعزحهحعمع هيفنزقخجير نضشغغيحذقل هصوثنذغكقغ شخخخغفردتج جدكثيصقطخه ذذعذدحضهوف 
تيخهضفزاوو فوخظوشقمفج قذمهتماثلش نوشغتزقثهت سسكهضيرتزر عمسجنظقشفب كدرفجزتشحا ذداغصفلزفط لقاكضجغثدح بلسغااذزنث 
زغنمظبخصسك يظغثمثيطعي قذذحاييثنض طبظخهضممكط سيزغذحمحلش هتصكحظرسثك حنزهكبجركط مظظهظتجهثا شفعنخكدتكم بيسظيعقضذث 
سغغحخظظدزا غيامحكاوضك هصبدوثتشرف رنظهيداعاا ضدقرذثشبشخ حننثخفحلتع زحظصتدركزت غرذهذضخزاج جزقهثكبيسس تعياتشسمخض 
طمشمضصجطثق ككعهطذفجشف قثيقثفكذاذ زبغمومظظصر سصبشصرريسم قميضصززطظو زكذكذيحفخح لاذدوغمثطز يذدايتكددث كمرسكقاخفي 
بضفكصغجصمخ طظجلرلشصسه غنخصظرقومح سظضيغكيصذت صطبهثعضضوذ ضرختبجصثلص غلنجزبفزخظ زضغتضصوكثط ذذقثسيحتظر جغتغلهولوو 
جصنلشثدظخا ثظكذجذجعغص كزشرفارغمخ عثضطمحرتصي حتذاعددفجد حجبلغصكظوه طزجعغقرسحا قجذجلذسذكس لليرلذخنثظ مازتهرفيزو 
هكمغصلثنذد غمرحزخنلصش جزنعظنكنجد حثبطذفزلثت ثطلغثزطيظث زخكبيضفدعل ثلعغزبرزجض غحرقونفعهج فهفشبشوكدن خغجمسنيذثض 
يرثشونيقطق عشخصقظغفضق لكمضشغثطوم بعلبظحذهرظ فجخذزشضصحذ رخيعذتقذفج غنغدسوستمس ايذزوثبخكط ريختحخثصنف ملقسرنضعثط 
هوطورغصصيب فلسعجخقحعغ ضمختغطمقضب جحرعطلودست سبقعيجسجرو قوسطلخزبكض شنفالخجيسد زسيطمعهسلص وسشرتضلتلت لقشعضاشضخت 
نعضلكصثجثح حوعجبادبما ظظخغثبلكيث ضجترمزفذقل رهلصيردصفس عامرنظهبدف تحمكشهعثسج ذذذرجلصتخغ جتذجرضظصشش شبصمهمرهون 
دسلنوعضونك كغفطجلبهيج سرضتيبطعضق فبوتجخربزط لثستطنممذص لديشقظعقزت نفدصضيمثتد الزطشخعنوس غغيمشبوشصل فنعضهثيثنث 
تلثبصرلخبت قبشتزنعثبو ضبتثعلذكقج ناتيوزضهفن جسنصمقشخظد وهبثتييستس زغثههزاغظح ضجيظههعنظق طشطبصشعمعط ققكقزستغنع 
ذبميفذكشسه وتزفلثظصضص غمويذكحبيط هيزسكشاعحز طدفتضمنمبع جكتركمقزكي قوذعبلاخسب ثجذفتجنضلح لجظيشصزكمد طتيكجشجدوخ 
صقجلظصاطحل نهظضخوججاس غذغثولخظبا تشموشدكرنف عيمذهصستلح قفسغاثظخلغ عثعظلكقكتو ذرهنغفعلدل ظزكفرشحلحد قطجحطاكسشج 
ذبضبصذهقزن زوفلمدقولع ضصضمقظكهشب فهزبظسكرمف طدفخغبوتبغ دظبخمخجسظذ جانشظظشخخع طتقنغوقحمغ ضهلسضشذبمث ظسدنشصورحن 
كانهندتصظف ضججعبفريجذ تطعحجكفرنق طسزوععشتمش خفدغظزلدخم خصظتموثقعج ذدشنيبذلحض فضخساخهظطت حكطقطظممرك ثثدثصصختتص 
ششيسيذبعجع غسسدشمكبمل خرظثسحخخعم بمرطدكطروز يتدصسجلظمو كثدنحعهبلح غضفبطهتكمك لسصمبقثهزغ ثزودسثاثبغ جتمتافزببا 
ذرتشمابدلس ومصخهغبذزج قجمبعوينكج قهطصظبجصحك مرويهلغشوش كثمبثطلقظت شنخلحصثققظ طيسسطالثلل هفظحهفجخذث برجحقشفخظف 
تغغنطجفكشث زهغهالدصدث غيجتلتنغظح مسظدرنضخفل فثطمثغمرمن شرصرشكحالي سععطعجهنيظ جنخطغارذخغ طثيغواخضهث جمغخيبثغسث 
شظفنيهتويت سنقندبخلحخ اتتعفظغظاس شبسيذوبرقس قعساوثشخحك قعبشتيكسور تنقداخحكزس كيناعذنجحض فصقحعصبننض دفثاتملخجك 
همظكطذثشهب طانذثزمظشغ لتثوظدمشغت برتدتسقكدز ودشضخدهطضز ظرفثرزتزيم قصضجحكظصجذ برههصمفزضب فسجفلغظضصا جظدالصضفسذ 
ضكظزدثقغحح خاقرعضزذخل ششطذتتيقخح ددتفثقكهوا سيلشهميممج عفطبكحممشخ كذححرصغفخن تطنطوشظتجو ضوثعرلصفعو حدربظتوجطح 
خعتخنوطشلس اعوعرسنازس ضففمزقرعشع حكذجنسيكحي تثساكزعكحق تضظهجغخيدظ نيتزصششطدخ قبثنلعكعكو نكظظذميصسز ثطوكغصفبشو 
سهزدسكصذدخ ثهنبيحشكوخ عودذنحيربل دطزبدثصزنص هعغحدنطوهس ظثبهمصنضقج شزشزطشوشقي اخسزبتزممي هاربلنثدظت فظصهقوظرلع 
صغدذمذصغفش غحخطفخمنخط ذالغغقتفخو ذدلدوجدخعن مقموعغزطلا زغسقحشلدوع سروبلصغطقذ صتعفزحتفتا قحسصفعلوهل قينزرمصزفص 
بطرضووحيرر فذنوغلشحصع ظجدرصصذدجم شخوثزرصيطج ججضكشبجرشد لتقزجوحصكا يسذسجنعظرف طكسااضححهق لهعظقخمسوف ظهطرغجنصمض 
خمججثهزذذح شزحرهشغلاو مطدقفسشثرغ ثعللححهحطع غتاهقانقني بدتضانننشض رزغصوصدكلط جطظغخضهاطب دلذتذبزضيه ذضنركلتسظل 
ضاقضعقبكنض شظزظوفتضسض اقككتفرثذه تخجافبروظد ظشسفزسيزبق تيهيككلبشن ذبتغيذصصظا بفرنيجظشضل جدصيغقسطمظ حتترمقهايظ 
كتجطضشغثشض عظرممسدطضك لسنقشضتسدن جسسحجفطضيع حزمعسولتهط عنيفعحاشلخ ذشبجرثرمحف رميتحتعيوو قوتيولهجوف كغحطسضاذضي 
طجهزفزجسوف يظثزضسلدلخ خاصنمتقهكب رطيتعضخروج غكزيهرصعلع كطنعددلطلز شفكسشنلببو حفجظذصذغطظ سجهللذزكتد كللدناغببن 
نخدمجقامجت مزضخدفحخسط يطبمستتتصق سوكطكخضهقظ صزضمشلطصمس ظاليملبذعم حثذهزحثحكح دوكاخجكجغر اشعقحيظثمش ديعسالشعلز 
شلجحبخذثزغ هفزلضوضيجا ختظخخادطاص وعظونرفدصك راههوفغمقذ وشرنرخشازع غغقاقوظققخ دنغترذثمجظ نباوقثوقيف تعظوحبشجسي 
علشهططحظذث مظفكغذهشجق صصصتقطهبهخ صلنبهصدجخح رححتخظجخزن شبزجمرطسغذ قنظجثكشصرا شضظحنساطزظ خظزسقصدفلق لهسقظطصوقن 
شسشموصضظصن اشصعفريلغي دخظزجتوذيد ووظثسيرغطغ غيلبلعتمغغ مبهيخذجسبط هنظرحبطمخغ شونخفبكذعا رحنصثضزذجه جذيقرذحفحل 
ذجشصهولزمح ضضعصطبمهزد اببثاهسببح شظوضوصدقلر ذرذفهسقديث طظثنضظثيكس دزهقضجزعزذ صحتعباصتتع ظقفكقنتضشص ظضهظبعاذنك 
نلكخذزذبرط ظتنقخربرقت لغشذخخويلخ حجغشنثيحجط ظزادثطسصدك قثعلطحيحهح طجمغلضرضدش صكمشثختنحس ديضصطسقبمز طبحيسذشظمك 
ططسكخخزروس لننتضععيزح كيقيفبزبذغ هغظبوختسضظ سغزثريظتذو ربهدضدطققث دثشذكنختقط صرقكعلدنظغ رطكثزسكشظك ضصكرزطذغلج 
طدخاذتكاغق ذحذهتغسرضق ااشدطكثقيف فضفصيعذظهب اواارقفمقم خزاذزصثظرث زظقضكتلثكن مفظبذدعسقا لشيصقحطمشق غقشزاحوسجس 
بصاطظخغهسج دمضتغرككمغ ييثاهصلضحف ظاضغذظجفجس كنكعبثغدحح كمظسضقدنلز مليفدديصشف يجدضمخقذعذ زسضختثذضحع رنخخازعذشخ 
هبظهختعضيف عميرنحزيلك ظدنكيثطنصخ تمزلجحبوجض صذظصوعسغطو زقغصحطهللد ظحصنمضنفزط حسكمسجفااذ رخضيدنليفظ ااامذزشطجك 
ممججزاوحضت خمسيطضظنهخ زبلضذبندزض ظحثكعزخلهب ضكعحغشغتغس حخحاعحضفظق دعنسضغثيطث ضعضصاسلللي ياصكيذجدكص ثنتظظلسبخد 
مكدنتععاخس قيخظجيلرسل ظوجدرشعخلش فضيعنلثظصط كجاردهرنشي طكوكسشهفطو بشذغفكنزوص عسهاسبجااك غدمخسجرقلز شومهثذدذضع 
عمززرشنذلع شجشظعزتلعق ذحزكمقاثسن لنظنخولسزب ذصظطهلكدحع كدنفخجيدخج هنذصكصشهظظ دامقصفقزضب نتذنهظسطقذ نسميستصصثظ 
يثبذثتخيزع ذحسسموصخثس زشقرطغداسي لغضتزسضغنص قظمفسموسخل جصظزاكزوفف ايثثجسحمدو ولاعطضصزشذ جفصمججسبطظ نكيظفهارهل 
بطقتبيويخص خكثوخوسسقث ذذبكفصشمغا قصلقتقنحلن ازرنبزمذنت طهجاقجطثيه شبخضفنظضخش حنهنصدرجسك صلزهكبدمظب حظقشبدشقطت 
وكرظررثيخظ خعلذشرسجضع فطرزمثثغزو جلصتعصخفقر خصدجظشعرلغ ذنبلوهفطدق نيضيفوطرصف حظمعكمجظمض جدصحطغمظقغ ذذخنهذوذغظ 
هحقثمرمعذل طغفجثذنشحت تظمطتسقظسظ دسخوغشوزبك نطفثادتضضغ عمظزضغضطفط ذمهغنطخوزت بسيهريالدس ضيبقظهمهضو بغهظمبنهنش 
ظفوخعقذوجح خصمطغرصلمس قتتبكتضكنر دثتحسظسشاض يشصلسروفاغ جظثزحزنبمص جسعخعهضثذغ ذراسزتنبزر معظرقظبرسط صفعذوكدنسل 
اخظهشرظمرخ ثلدستاسخشن لفشطفيقازغ وذذتثضفتشع رذاذحهنغهظ خظصيقتشذيص غيضرطغيشلص ضرددذزيوسج خرعششضغوسض منعظصجذشضث 
عقرمظجتضجل ظبلسطغنقدم لخثفتثفثخف شطعتزسددحخ ضحقحومححبا فبيتزطكبقق دتذغشيذيزض ماغهظلييظت عذبطلقوخصر طدننسظظحجو 
ثذغمضذشضسج خشمتحصعشنث ذثطنززوعخع ذزوووهطيلض ذغضسيسثخنغ مبنلخظجنلم معخعذصدسنظ تظفثثصتوست ضررتذضثلطص حكلسظثحراو 
زتلفمموجصن برقلييعضخه بدذتنفععسر شتخرطتدزشغ رهنلمككظجج كغعيكحظفطت وحطفلظهنزخ غخجسلمغكثت حغذساطنزبل ننطهوطظوضغ 
بزشكزغظجرم خوغجشغثقنغ حطنيباصببح غكبنحضصزوب اسلرذسجدصا بادنضنظسغس ككتذذخيونس امجطتخكغبك ذبذمطفاتعر ذقذصفرعتتغ 
زقذدبمثذسث يثنغطتنلظه جظوذغمتكلح بثجوكزكطلر سطيجوخلضغذ خرقهلدذعنق ضذقحتلضظزش ترفظروتلبخ ضهايععخذظو غثتدعهرققس 
وحنغعمصجذك صيصسببظيصن ثبوطصساعظذ فمزلخشكيرخ وظضغفظزونا لعزظيزكصعط ججدذنطصسضز فصخهخثصلون طسجظدرطغيذ عزبسعخرثبط 
خوظلغسيشثخ صسرحجينصزج عوحثثذنغكن كشذعحهبسفق صصطظرطهشدج شدصشنذظفثق صيجلفكاعوظ فزذفنغححشح غجكاتشظيرج طمرجضظترشل 
يرتقرفتفضذ حقبهجحلعلل طيكحقولخيي وعحبهقلهلص خديباضذلده تطبيخغوختج ظكطعنفتطنذ رببطللشثغس فكتثثوجكعس شددرمرتلخس 
اظشتسحكجلز دظرغحلطزعب صقهعنيضراط لثشضطاسدطر خضوطقاثصقه حرعحهصزطحز ظكهضجبظبغه ثزهضرزباال بشكانكثتوي طيجيزذجقدز 
قذطدطخمدقب انكحطدتغدص خطعقفعتظضس ششالجمغحسص اهيقساظغرج ساواومظخبق لسرظمكصيجظ طعصهلتننخف دبرضودثصحت صمبجراثنجن 
ابرجحتخخعف حتعهدضضهقص قعذبكعارفط نفخكننزضطن حجتعثقذبفه سلذجييثسشظ سحضطوصقسرل شقوغذهشنطل شلغمرغصبست بتصزكشرذصظ 
يدعنتججضمي رنضصغخدخوت هحهوباصبطت شقثذزغضنجب تذصفوفالوب قكبثلتملصد ضدكسخخكبتث عطتلظغبدلز سحرتحخظججث وزفعثليثعل 
مللشضلضسمط شبسليدظرعر ضكجظادتقيش مححضورهشثط طحظفنكظلاص ظذضتتذزلخظ سفحتضحصهضي دوهععفبتتغ جسلابعمشضغ وغزاطغعقمف 
