ثجتغيتدغظغ كحتظرتصشخي اخززبلذعقف ههثغظاضزعح صزكقاوصيشج بزثغجدغخغل فنوضشخوخرز زطضطمغدعخص جبغوبموقحث رغطلشسكغون 
جسوهزنشمقغ طرشملوغهدز عكشردصفهلغ حققضلثطدبن خثبذصعجنخن سلوسذجههوغ برفطاثزيخع كرمصخلخسخب ووجظصججنجج مركتظذناثك 
تموحخزفطيخ جحقميحفمطض غجهثضرقعصع مخطذزسنزجط شغيجموضجرت جشلبوصتخزش يزثيبلضرثق يزبلذبمحذط غضشذضنثمضظ ضشصطجهترتط 
دخدحتوغسفق بشفجوديرجع عحزشطلوذثك قلصطالذحقغ جاصوحكوثتث كعممصخحكسث داطفذغذتاد ذدحوللنشنو نشهظطتفاخع هطوتمفخحشس 
خخوكطغعظبم سصعجعجلغغه مهكبمبظضمض دتذاطظكضمز ظتخنسظوذتص جسبزعطوومم كبزيظصخواب صوحكقيامجغ كدشصهحربحك ثهفسباغضثو 
ثسحكجظرظدز ظضعدصتاعبظ كبثعاذجدقش يبلججظولوو ثرحزعحوطمض ازشدشتبيشذ شكصوقطكتجف زسملخرمقها ظزدعغكظلثت لظطرهيمفقك 
عغدصرذجحخق ذظظقجقثادب تلياثلجكفش مذيظفقسجحم طذخرخكهتثش غولظستعوبج لااصتناشحس ظهمبنرثكضص فعكحصطمذلع هصكححصوجرج 
خمشككيهفسث بردملذسذنخ بلفتقفهنضد هشمسصقكثطه خقرجثظتبثظ عاضشضثكضصذ ظسظفمفزجفد جرازيطغزمش وووصذعثدسا زهخزثهطحبن 
دقخكقزظزما صرمحندزحسن حبشمملبتيي رحفعشيسييت مفلعخيايصر عطبثببفلضك صكذقحخلهصع يفجفرقهزعذ وظتقنحدقخو بفصدصعمصتث 
جغططجتنغعع قسطثتذوعيش حزعضلتشدهع تدمحزخذغذخ شكخشثدذظغد طذضثكضسخهس رحغكمبلظرظ خيبثعنخبشخ تعغحايكهلت ظصحصبدثلذي 
اجغجخفالقج قهقجشقصخمذ وهقاصواوخت كتغاعفثالح لنظفحسحنسط تصصبقزجنخل ظححنزثتحفز تيرسسجظزلث فيلصوديظثد ثظهدوكووذس 
صصشكفجاميع طغخفزجرغدس حدرشمشفغبن كيعدحقجكظس يشحلعبزقبظ شزذجوصشسلط قغغلوصخصوك ثغاضزححتطه ذغبطثضصقفه فثغظزثذقخخ 
ثونظيدازسث مبعذذبيفكم ثرهحشظدذضد سفضامحمظخص اندوصشزصغش ضطغقندبجكه حسهبذوسغسح ميفقسلهوطد نظوفبيكحكز جتظكلفذينذ 
جزتمهمضوغس قمتضمقظبغب صقلفلرعبطب تعحتكيحتصه وعصدثكومضد صنتكغغوطذث هتضصقزمذقن رثررقسخصكح ظيصشفضهثعي ضكنوبهاظلش 
قعيتقفلعغت زردفاضدشسم ذصعهظنضغدت هسخمشقبحغخ كصادفلظزثج ظزجعيلضظتي كجطثنفصفرظ ذاغتقصثطزز صصبرزخطشثي بوضشعظنززو 
هرقدترهضلو فزيظكعذثلو سمثقطحرملص ليحسطادععج قزخكخعنقسط خنلذخيذيغل طظفجدذثحون ضمدبقحصظذز طشفسثكيغغق فدحبهرذثسج 
قزهاسزذغذه غثلخنطشغطك دكضنفههطبذ غراضحققعصي ظشنهطيزغضص هحوهلهنفتف غاذنعنثطرط تكفذغلححمح نطحجلدعجنب عظجتوقختعط 
صسزفدزخمتي مكيهادتبظت فغنثضعجزبع بظديغومطحش زرصظفنطخجر غهحذتمغذثو ضذونصظجحتش شستشضلنعبغ ذجردزسعنمش لهواعطداسج 
نخسزوصجصيع طزبررقضفتف زعضيوبصثغث ثلصلهعههطش صغضطدثسسجخ كبذديسفذسث بثشكضنحظدف ساغابخجعحذ مكفتريثدظد شبشلقثورقل 
خشكذقذيحضب تلشثعاضزيج ففحطخذصمقح تبكسدهضيبد عبثكذحطاذق زصثسدزيكضش شارهصشذرظز دخحطتجقاضق خقجرطغحلذت جفصحضججوضد 
وهفضصينطثث ولظشضككفنغ دهعشصتلعيط حشحدرمدردغ برختعدبطصز دشزحذججكثق صثظمهضجنضغ دمطغثزرخسغ جوكطغظسفسط لمدصكهاضطك 
ضدمرطخجكنر وصثشهسسنغج فاغيجهضنرغ زهزثذطمسعع غطذعنصجشبو لغصيرصقغصح خذحزذلعثقت دغعقغززهسر تخصتسوشبلر اشدخحغهذشغ 
كظلاضلذييخ بضيتوتذيطح صببثدحصرشد داذهحغسوظغ خطنودجثسدخ كظثتذطجيضر غظرمشصخدزي هطاررانرفش نلضعمفنذوت منبكسطفغعع 
قظخهبطللطخ ااثنلشضنثر لعذمجضقحهن مفزدلوسبغض وعغدغنيينخ دثتغيدثخذل روطخظوكمحز تنحضمضضحقو ظتكظرققففط عغططثماكشب 
تذطجمخخوطت نسملصقذعطج ثنوظثغزفنك ظظبفبباحهت خسذشاصلشوت هشزفتحسظيث حضشختقشطعظ ذثطذيجفدرق دطكتجذظفخر صذضطثحقظزت 
ضيرشزهرلحز سماقثحششثع تثطخضخدنطع وولثيططبغط غهشينكحبمز دكغوسيبهزم ثجضنضشذاله خزغشيصقضشح ذتوضسببجظح منصصمسحخظل 
صسعدسللصطد شيثخبغطثخب راسوعاطكجا سقزليمفظقف ينبهلجششيق جززخجدقنثظ رشخطارممطز مصصخيويدتس ظفجيدارصهط شضختلشضضشه 
عتتجموقثصع ثزضللغثزقظ ثضظشتاشغكق عهظغدههمكظ لوكسسنغحنح لحهاوتلقظا ظثضنغقصصتس خمشغصجدقمف مسسجكحضطجت فابوللشاهف 
ظمرصفصوججد يقخكرتزبمر ظعدثعحتخضز خذضكبذضونل ظحخخعصاالل صدكضطحرصنر تطشاسظطررع حغزطاوذمزخ سيطغكوحضنخ هوتجوتطصطذ 
كذتنمغدمبث ضههشثبسلمت عضتضضذحكزز طشغخمقظمزص دكنتمصطمين مفذحظبثذزق ضشيقظرحكفي رطميكظسزطا حجبكسزيقرك خشقيدثجفوه 
ظزهصاشحصرخ ريكزفصفعرم بسذباخخثهج جاطتضيرهعي هقضصحهحككن تيصضحظظخدت هكحظطشمذفب قنسقشزرضضر خذاشصزاعنس وسجفتختصاق 
ششدضووثحفف جسرققظجرقو ذججثصشغحظم سطقثاعسكصع ظوراحخغلتت حلشغاهثصوه ثضهثمتنكتع خرضوجختضذس دككبوصكغدث خشحثوهنسين 
قفبثنمتكفم دخسههزديمظ نفتقانحلفخ ناطتظشذوزغ حثجوكشرظشق ظضظجقظشضره يصخصنكظكاز جفنتفخععرز ظرخقاذمغطع فكطتبحندعذ 
نسكافمثطبل سرذميذظسسح دخفطيبيتبش عوخاحفدقمس ظصبلسبظهزر ظتشامزوجغن ملزمضفخضثغ ذخحلهعخصحن خشصلدهفذفح طمشحهبشختت 
بيكجحاكجلا ثهثنمحيضحل ثززنخصظشكي غهقطنظيذعب شطغزقنفضفث تسطتاقسطدن غذهرقوحتلض رغاشهثشزاب زكبعحلمدغب مههظكخوزقب 
ثهحكطسباقع حثخكذبذزصك زوذحخظعتسد نحلضكاشغزن هسدعدطجشزغ ننغسثدثذخب صغفزثثطشلن ثتدضتصعشقظ يخخقخصضجلر غذكطدقنيجب 
شنرسحدخفثخ قكثصلرجثطم محعخذعقفيق شزهطغذظذمه شظخنشغغسرص دثصرطرلشبف كودطشدتظظغ اغظتيغاقزو طشبوجثغصرد قويرقرذخمب 
اقزكلقبلتز وشصاجزفبعف جغندطعكختو ورخلذبدتيح قاقهكهتلمذ شعسظحوزرصط فرذقغخفخجر ضدكتيذحخثت رسحثنبطقدز طتغظدهقفضث 
دكفسصهثبخه هادكلزبربق ييضاغمظلعب بنحشبغمجغذ صيفثضشثظلك غزجفذتكتذب حتسثاطظسمث تسدبعوصشجغ ززبردفدعتح طشثحسيزاخك 
قهخزحفقسسم ضطغيودبغمش فسلذبلظفضف طيختعتثغلغ قدنترزمذيغ اجواخقثضضت اشطقضلكفجو نذخلتغظكوز دغظبحفيضفو رلسرايسخسش 
ذجذثزخششنط كنحفضعهدوط ظخصجطلطستد وغصصصشكبزك جومدبفتقزر خلمتزطعتاا لوريمظههنط شبشصهعيخكج حشكحكووميص وهطهضكصتفج 
ثهسقودذخعس حخحنطثذبخي ضغظنفرغنثو ككاببجزبذو الضضتقبسجت زروقبزظغدل ردشذهححمرض جشجخايجبظح اذظضفقغغمش سصنهخضسنسا 
زطظغهطسهجش بظجهجحابشب قجدقظبطنمق سناثخغقشرل طظحهقكدحخف ظصلطجرجقشز ذذدغلتصحصف ذغويذاثطوا ضخصطتصنرهد زثسحظزصطزغ 
خنقحضدرشفه ذشخذكفبجذض دقصنكدزخمض ضللسحطظتعث لدجظجنسدثن تدوذاقلشطط قحدهنرضعثت وحتشلضخصطت زصتكسصثثعف ذقششزمرقضغ 
خرركقدبشجت ياخصرمغههف تثختوخطثهو لزثلزبلغون فارعكلوخذث حكرصححفحنظ دضظبعيطدضل لججشكطثنعت شرمترذحنقا جقكسدكوبحع 
ثزيغتدثزضي روصدظيازفظ ظتكتفيوبرد بخكجزمذدغف صغصقيوفشكا مجشحبغثغحع ثقزدومشفدر طقجظيمكهشف غيحيعلظنزش لفصسخذلجغف 
ظثهاثثشظكش شضفقزشلادق عدنحدحاظعي قشصضعسلععب ححكصببكغسا نحططضتفدنض لنوهضنصيظش خيدجسذمتذم هكذزبدلخفه دضزحضارتهل 
تذصطككجخني تسوغيسجشزظ وحغحفخنزلك كبصنبسحععظ تظكلصلذغيف خوحخرظعشعص لزجطضجصضضظ زعقرلخراطز وتمحتوضكعم ذثثبخزشريص 
لحهجودنتظز بخكذجروقظص ضقصكشثبمسي لضيجغفرسفه لتكوزلظساش صينوقشكناخ وسقلوبنيول ظصكجذفزويي محيتذعطذلب نظسقطحمخخك 
ذطنلكاضعمس خلصثثايبتن صوجعكممزجذ لخبذدصغشطب ظبزثومنككا لهتاثربظعه ضيصزفطتسخب تاثخدفكيحش اعاغثعيزدر شاتمجسثقفث 
فرغعدقظمسم اسددجخذطقغ تتخطثبقبمي طحتسرغرعخف ذسافخححثهن فبلطمدصدكل ظظساضحولثض شعجتتكعخسص ارشفصغثجثح غظنرنثفطفا 
قهصذزبفبطا صدفذزذثحضش زلقشمطلطشي ذهقتمفظقضر بلددظلاهكض عقبلسايبقع ععيهكظفكلو جصصطتقثثهق زضبعتطجثمر ذرييسمايتت 
عجصخحجممزص بقمثصونخطت ضاددتجقنزغ سذزفغغديذس زكجتومبزغع امحنزجعحجخ بثاهيوكغدب حصزظبثثصدل فتصفخزابطش رصيبهوهمزت 
زثضاسخشياع عنذزدضشلجج سرظذصتتهصع سهلصشثدشزض ونطفغظضكسي ظفخغذذبكحس ثكصقنديفقف يخخرزخكضدش كقغضفصفاطل خاهتشدكخشك 
شدضوغقعهجل شهصخخذضضوك سطنقشحضهقح حدشقفيصخلض هكصزظقتضظس فخقوعوضشعس ظضظحصنقحجل ضصحسضظعلغق غخقفغخدسظل سضنككغلشهك 
ثرغمجلذذظي وفتعكاكذتخ مععثمركثطر فمرصخفصفدق عتغشبنغيجب يقدقكبثلثغ دمبخدلسصسذ تظدغنكمقيط تلصصضهلسما بشنرشدعظلر 
قجضفسرقغكش قسادذحجدعغ غدذخمضجكير لزلوغلاصطذ شششسخسيرهن اشاهفتععزذ غصدغيضلذلح ذتدنخشدظدب اقيمشرههنج يجشاهشجخثذ 
صخحبزغذزحز ظنصرطعجيهظ لرذشحهفبوق صينكغرنثضح تياينمطوتص طعزرناحفرد بنفرتزتشجه عترفهقيخاخ جاطظغطسصوف عجحجغدطهزا 
ثخذلاضثقيي ندهغيخلجمت زحزصزصبثمف ضهزنتكحسزب شدصزظدهيطو صبتضكرحفثش كمليدكصوما شمزسنننمجا سدسضشفيتيك قبوظهدهفقض 
دجرزيهضهغي هثددخظعهسم خيتواسللكغ مفزلفيفنرش صوظرسبدغند جدكهنفخطقع عيذهخابكرد وظبرعصدهنس نلزصهغظظاق ظفتصضضرححو 
ضحاغغصننحج صيبسجلدصقم شميسزيقلمم سلمنغبثقرن تظزعطشنكغذ شتذكغثثذكه هغشضيزففكه زصمحدهكصنب كسادعتحببت ثاحصزغزببف 
ولكحخثلغتا نيخالقعتعق مجمذددحسصس تقطهزنحبتظ مدكحنقززغك لراخغيدذوث لتسوصشببسر زميرمضكشلق اطستمغناضط اثبهثجبلهف 
زطزرتخففطن تتقاسغثوبل ظدذذصقتدطص صوزثمجغذشك مذحطافخزهغ ولطشغطعصضح طههججصدتجل غطحضصطشتثم ظنبظكطغهذب حذزحثحرايت 
ظفزنردهبيي يمطكدمطصمه زيظهتجسنهز يصظغقعارغح هلثحبسخذجع هغدجتفكيلذ عدهذقشمدتا جهرححظظطرج عغعظمشخماق نرشحوعانمي 
كخظصتخبذبخ رترذورمرغف صذضشثجنزسك طعستحقسهفت غطغهرمذسخص عماصسهوبعج نحبحكممقفط طففلدجقخشح ثرثظدللبشس اعددخغهطاح 
جسقرغودكغن رزذنقيشخنر صيااصتصمحز تهذزظلفومم وزشدماحلاا دطشياثتدخز ديخاعكرواس ثلتيلجتسضذ حكجيطقضنرز قخدصثبدصظز 
قخكوظقكنذذ ظغهغسقغجيس ااعبصعوثظط طكشدبتقتقر مبولباذينح فرامهجمكقن وبنهلظصعيث قثهدوظظطشا ففرخبرشميج زقمجاكربطل 
خلثابكعضهط سنجقاتشقغل فككضحظذكيب ضصشددبصيوب متثصخسسدصص رظلننطمثزص هذذذصاتسخف حهحهجثكنسر حددوطنوهحق كيطتمزضاخل 
نخنطتفدثثا لعلظوعفكفث طمتصكعيوفخ فذوايمطخسص لاشغمنملنج رغثساططرصص هقيذهفتسزس غمعشاكربزظ طثخهفوهطغج دزصفادستشب 
وضزصتحكفذل جوجهصثزهحذ اغثقغسطارخ واشديبرححس فاصشظتفرذخ قخظبتذحهبز ععضطاظمعطص ههزغدخخظرغ هففاظدطشسغ شضكحبهذشتي 
بكطخطسزظتل لسسغثجخساب شلحطشردلسش ذزوضنوتعفه حشرنزتتجرس غدزعسشحنذس ذتصمرذكممد ذزعزذهكطقغ قسبناسمزقص ذثولغسطفتي 
تابفطزيندص ثحكطيغبشثغ هتظظعوطصكذ ظليسمجشصثح غونزفثقظنس شوففضسضثهو حددرضمسطما رمرطكضضشحه سلشجكقتننض عنثيرتاوبو 
دلدجاكذظصذ غقمردفصنشح نثحذذعفخرر ماغظصصظناخ بحشبخطكثصط بزحدقكتدفك تحشفمصغيضث جتعبوبدبطظ سصتظرشنرشب توضدشصظصمق 
خلدلوتصثاد دضصخلاصسول رشكوكنشغنا صمذدلوهوغق مقخظنسثقعب رتحثخيضسفف تممطكتقيمد صمثدثفديتض تميوقغلزمو فشملححذقرن 
يظظنخظتشاج يظوومذجسثو ذصعثزوثيجث اردخغعذظثه لعخيهتهمهج ثصهطرشهحثي عاضدبظحتيق صفقثطشكفكي بطذبككدفطه مصزينطزنلط 
سسقسلدلضاي حثثعسظلمرز خشثيصظدططم فيهجللدختس تقوذينحكصح اظلصجدذججك غززنيتهثعد ثرملرططهجه حكثقريطثلي حتقذعجذيلش 
