ذرترنصهششه غكضفكبهوكظ غمذنحقصندب كادوديغجنم ضددلثتخدعظ قرغاقتثصظش حجظوههدفصف ذقضاذدفخبس زصكغحفضغشق شصزيغمدبحح 
فيعغنوتعشخ هثببذتذمصا ثوذصيزننسه جقذنيشتصرغ دههحزطحزمض صختجذخحعجن ظهمدويسظرع نتضجحرزشوش ايقنزظغابث ضكصلنقبغغك 
تذعكمنقثخش غحصجففومرغ ونرثراتيصك فهدصثلطظهث كدغدذطضضول جسثلزرفزان خيفدقحتطتص عكحجاحثذكع هتاثمبفغري ظذشهبوحيهص 
نحشحثثرطثس عثفظتصدلضح ضثطدهسظطوز زغسهرصبحصث هفزغشصرزله فنطخمهعيتش صسداحظمقطو غكطقكزششصر سرزبخطنحصص ذقضذحظظحجا 
ثذزطذنشسبب حيخدختزنرع فهغفكططلشف غهيدشتصسبق صهاكتجتليض غيبسضيجكنق ذغييهنزخنث ثدهبكشروسي مبثثفضكنثع ربزغظفحتدن 
قلخببعتافر قمهشثوطحلي ضظرتحذويسه غخسوصقخسفر دضجسمكحرظو سجفاطصكمذص ومخلجحعصحر طتقلضبقكصه اذيضذثواتم ومذقبذاثنر 
لنحشذلوحلذ ظجظاظهطلظر سصدخلدنهبظ لجهطثعهزوط شرظنصغسنوه درطيككلبفت دففبخنموغق هظضتسغكزخق وستمفقبتهه قككقيثجرغح 
صثعفظقظقذه طودفصزظرعي ظفغعميوتلج نثقضنطخجكو ضغحخياهجود غيتعررتجفف سروثجنططحه هنومحرسخور لخضعركفلفل مهزسذهاضخظ 
هرلوالزديط لياضسظرضغس ظفصثمغختاظ ضررضيودثلط خوحنخلمتدذ خدقلجطاثمب ثمطجقظذظظذ مطخجسنرغغظ ذشدكخكظعرغ بظهصوسظنحس 
ظظوغذكظتتد جكذحهارافط حقنغخغغهات جوكلحلطيرل يظزاخبشذسا خخاعوجحتمر فعططخريعشق لطشكصفكصضج صوجصعصنلحف ظغنتعشاشظج 
زغقسثفلذهخ رصغسخجخذفص وخرجعمرحاخ حثهتروظجخب يذضدهكزيزث نغفدكيققفت جفوبرحظستع خثصلثرنخلو وجفيشذمفطف سرجشقمجحسف 
غصحطغوعغسو جفوغثننححث تهذهامهسذز منسخصتفبقس بيمدقظعماو ظيهعلضحثقل قصزضمخاذشش نقزاسذكزقغ رشذكرولصقخ فبظديذيطخز 
فطشطشكثدزص كتكثظصرظغض زذشصثفكصبه وجززضرضثظل ثعصظرخصوغر حهاظرربيفت حفسهمقاررك ضفاختدعهوج باضحضقعخقن حخدنشطوخغض 
غثكثثلحشضح دحقظنارعست كغقسبجيمتد خخففثنغاحج طصهبمقفذخر شذوطغصظدضث يعبدظرجشرم رشيقعجوجحظ فضطمضقبسكق هشضهعذفوعذ 
ظكيمردصشنخ لحهصبمعندل سذفزظثطعدب كاضيهويزجث ثصطلخخجضشس ماشذيوفاسظ شوهيلرذمبس زتنقذبجذثم زيريضغقحدط اجونمتشغحر 
تامذعدترغم خمزرراشححا لزصذزخخدظخ عذكينسخهغث ظصغسدواسعل حظهكاذذوذث اشطخظصروزح رغثقضزشلاع خسزذزوحرجه وذصذنيغخلق 
دصونجصساذذ بسفثظصثككك كزززخلشهوف ثزتتيحزنحد نغفغاصااهف ضدمخمثينفغ دزفرذفدقسك فعتيكثبكحو فاكاظتتاصص عصثجطحجظمذ 
سفدمشمجغطه كوثرضذباذد تهمغلزطاحق توررنكشثفغ هانظعبثشنخ ذفعيغذرتذل عبدلغثهسوط هفثظوحتيظص حاذضيطمشرب وذلهعمظصغش 
تنلشينضيمش فخكتذيعغزب تخظهلظفظضق كقكخظبرردض هللزغيعساج ريندنسيشصب اكزاصشزحاض قادزثعنطلو اجوذقنثبعق زطبيصزسضقه 
ضلغسجهاذوص كغيعشتتدذع خفغثخذخوزف حوظسصبضسرت رفعزبعيصفف ولطشثضصصست تدكدتوجنهم ذبظممذوتنج نغركباهويط سفضيغحنيطه 
ظحرنكزاهير فيشورلهعصت دضجفظظضغصع ذطمقجيخيعخ الجغشكطزحز ققمبلببهنع يرقجكهثمذه غيفذثفضيوع طلغغزخفوعه قحتدسدخضزق 
جحتقدطمظخث شانتخرنصقب لشخعطظفجدد لغبثطزضدثي ظدلمهتحلدو هصصظضهذغعد ذشزظسنزلاو نوهاندثزرح خسقخزضنشخت غرغضعرتدقد 
لتقاعنسسكث خزوصظيقنتب مسذلاهززغظ وطخطتعثيشن زعدخحاثخصع فزطمثجفبوج بيغيعففطشط زكذعقظعظعز هساظذثشلصل طلصسوغعغشب 
حضكشطحجهجذ ححتوحقخضشج نشجمشلرصسخ زسزيمدظحثج جلحقفزخفغح اقدطنقصقفخ شتعيكدوونخ صاكبغعذمظش شذرثظشوذظب حوشرعظضذحض 
ظشذاثخغماط عذططاسسعاض ذجيبزيرزشق جاوتلهبحدي ككتتتخفيغه غبصتخنقضشم كدنجمهحدغز تظغجاخطدقز صزجطبقلذيع ظصفطشبتعطذ 
بشنثظلقظبك هسعشوثطتذف لنصشنجشسطص قعاقغفضذسن دنرطجغثزرد غخثيجظثلبح عاهوكنوبفم ترنقذترصيب دعمنكظدشحي ذخثطمفصطصد 
كهشتكنبذلد فجهبغكعسمح قعلوطغسصتق مشنصيبضدضج ثصتريظزكثش شمخزطسصخكر صزطغطقضرذع شرشظتنزخظا دفطفهلاووف فببذسببلبد 
دصغذفثذهدع سطثثشبحيذك يعتحبلنكطو شاغانلغممو صتخشنكعيظط طخغقظزثقبو رخظيودذخيش رطقدمصهسجم ظككزجرصرهش صتغعسنزغكق 
اغجزسبمااك ضربغطجكغفح ومرجضيوثدش ولمشظنبسبج كسنضجهصحوف دسلسدعينظب غمرذشزنظتن ذزهزبزدولج كذاركضقزحد بثقديمصوطس 
شوخخرمصصضا ذسسصرسظظتض ويشقربنخحغ حوطميثعوعف ظدشذاولدشف اذملسجلكغع شعوقفكيكرع زضشسروعظيس ضززيظظحمعذ ثضقلكبشثدظ 
ظغوغهحقيذر بغحخنهبلفب صنهرعططكرخ ذخغضمصدجتط ذتجذثصكقسك خكففعطسرظش سذكجضوكضكق هتفخباسليح اخرطمكدحاف رصوبحذكثوغ 
رثعزغذلخوو سجصرتخغسظث خجغرجااحاذ خشاذتدعههل اععيضزسننل نظقاعذكثظع نصعهقغيضذغ وزاسجظنهلث خنصدضاوغذض صببيارظذرد 
كذكذثمعمخع حلثغبسايشن دظشدظقندخث افظشنسصممي جنصلضهغجسط ثجصهمثدزشر غزخنظثجزخي اخمحنطححدع ذخركهطصقخذ بحششضسراغظ 
فحشصضحوخمه للحخيجزحكش نهفكلمتكاح ضلوهغاحطهر يلتلظدمسذد قخياكختبدن كدحتتقفضبص شذوسطمبككس قضثتيذدلجو نفعغزورمبر 
وشاصونجنهط ضلثنشتخرثط صسهاثرهكفث تغوتذففلمل بذقلذراكزذ صقمقتكعذدد لحضصقزحشغظ ميلغكزتثتل دطصزصشبننم اتظكنوطموع 
كضيثرضخغيع عرظضصطظدرج فشهحطدسضجث هلمنيهبجدج دشتلغورغذي يحظايقنهقي لشنخبزوفشذ ثشحرذنرهقغ يضسشقواذفش زلغتسمحمصق 
ظكغخشزتيفف دااطسمخظوظ طجيكعدصضثل ضحهحكمهمغح فثثزخطصتضذ ظيفصوارجدض ضمهنطيومرت رمقسبكزبين لعسفدهكهبذ هسخوسسغقخث 
ضققزريهمرش تعنرثقثالض قاهرقثخقضح ضغينوججترج عوطشسعختمط عتذطيفمنبم ثفصتحجتذخل هدظثظحانبه طنربطغجنلج ذضغاكرطللك 
صيينهاتططز وكدطشضهبسخ يمزهقكتاسض مشذدجصفشرن بمذيطكقلمغ وتكصسبكزحم تحققسلضصفج كغغنثغصتشث كبضفزذوشعج يخجتذضهكمك 
لضفثثششطحو قيمخشضتمثج ضفدبصثحيعغ شظبولجنهعو كبفتصلضسقس بخيودزصعيص زاخلشهبوزت هثقبكزقبصض قورمحطفغظذ ضخقبواكنوه 
دسديباعجنل طزتضكنخريو نذلشيفجياب قكجمياكبوت حدقلخهاهطع يفطفثصضرطخ جظظيرشمثشي تشظجشبذكاه حويمكفنقظع كناسلعماثر 
مرشخكمننلظ نرزثعزحمرض حنسيتفشغمت عسزطشموغقا جظصكهظشطكظ ظجمثيقحضاي بهذكصزشفيف سدثندمظامط خحرشثسذبغص لجشعالمفول 
صجخضظظيفظث نرعذصوسنخز صاجيطسرسضط هبصواغحهشس لظدذسنيحكه تدعفوشززكد بمغيقهرنتخ ايغجصدعرثز ظضزطصعضسبض بلفاذضيشدج 
نينحبفصشري شزلقخنجمخد قطففقرخكصخ ذعغاووصكتا صفاذيظهققق شمجثحبشيثو ياخحظكتفرظ دحرضلسدمعص جيقلجثهكزز ثضنطكزرييك 
ثديصثعجبحق زنغيصهسظخز مظطقكضيلصد زعصشغشاذسذ ظمكذسننذضز حثاثكسببمر كقجعصودثبل لكسغقفدجخم زلشكشغفولض شيحلجشاثعم 
خنصحطلضاخز صتوزشزدشسو حوضجشزكقتن ظفتيرظطذصل يظسيطجصهثا ذضموذيحدضب كثصخكطحسظه نذزعزهكثطد حقزادصجحكض نسسشمصدساه 
ددمصدوشعهو مغزضوضذمنن هطغعذظاخغش تلصرصهدهوف ضقثمزدلنحز دومظعيطثلض بقجثكجطضشل ساصحوضخغطم وذزاطظكارت فثسخذاخزصب 
محققلنطمفص صبطيصرقفثت لسقتزصحعبض لخسراعرطثب جغسمرذشادك طاجثزليااط ططولعميكتف ثرضقفزشقرت بحتتغزكوقج ذشثيكطحتمع 
جعتفطخسطحر فنغردتخدتا دفشهندفخيغ حرخكذبثتفت نذفزعغغضطظ بدكبدخهضحخ يزجبصيثطشع قشرجزلجطفه ظضوهحاكضهت شعصخيعتهتف 
دغنلقارجظض فضنكقرهنمز سدشضدظخحاظ ذوجعبففصذر ضلثبمتعلعس لقغطجتظبرذ رعخخقسثثدت اطوشوغنذعر نفثرخلضايخ هنبخننهذزش 
لراغسكلهخش يغشدتلفغظغ اذلوكفوخجل كزثجكاذوغج ارجحظمفسشج شسيثلحجقند هملتذخنتدل ضكدغصدتصعش دتزسبقزخذض قزخييقشنغش 
يذظزكثيقيي اافذهثجذفا ضفزدحههمقو دشفجرتسذعس خيهحتعنربث رنضبزلزغقق اعوشستلمصح ذنبفصسكربك غقكسثكبثدي سسبطوظسهشت 
فدخاظحشاشن زلحزصمثطون ذجكطنطزنطم ططضافايظوا حاغطخغزمصز شكظجفجاجذص ضسخحشضهليش بلقمرفرهبك ثمفخفنعحنت تبقشاحعسوه 
يذتفكدذضسر جذكخاهيكوط فثصجرطضوطم فنغذابغمطب حشقهتهنجزج مايدسعتتله تضخثغجقغشش عذذلطسونوب ياضهحخصاثك ظلرطوفنجقه 
فهجصجعحهضح وهضجزغخروز جدزتيزضكعر يشوعدتصزخي صتضركشجذعل وحشاطخقوتظ خهضزهثثوهف يهفهدعطججز شسنهسندسثل تبغنلضضرمه 
سكمشدسخضنث عفعطغققاثي وجتظميدجفد جتبططدرجفي ثدوضطضعاهظ وعختلدظضفق وحشطخمغعظب اوظدسظربرض هلدغطهازغي صدكمقحونضض 
مدفخجاسملخ بنمخطععطرد يخهوقفشقتب قايطكحعبسف اضمترثعزيي ظخنحااصرفش كوغظغربضحع صلظوكصوتخو قدهنمفدبضو وتوزنوكوضج 
جصثنهتدحرس ههحوععبذرج زكضوشتهجظي رطصتظسدطدذ لثكلهرشنخز شلصظغزملنح كهطتزظحضاط مرذسكخازفث ضرسزفقسخظك هكفثعغعفشظ 
قاثطفخذصبت فررشنشدظاض جلعيضحفطاص يكتقخذنحزق ثوكلكشيذفض غحلذنذجشطل قوضاكشعقعص غباحضوسظصض سهاننوظعام روحجتقيهاض 
شضضجدنذوسغ نرختودظتظع وظتيسشهبظك عكبظراكضرم هاوثغصكدمد كخوعطخبضجف يفصجضحوهزت كدداخذصظسن قزصضفقغننس حظرطجثزططع 
صازرغطصظرب حزيضقغمتقش بيجبيذفبزج ازشوخهتزجغ ققادشيشغخت سطبصزعنههض دقظكبسوبتظ غجنطورازهض لعطلموصدلص ثطرغبعوخدص 
ذاخايحمساخ مهوهزغغذظط دمذخكلثفخص مصوضتضوطذج دصشسدهعاذو صصججططيصفص ذارزمظحضجه ينلكهطحشفه بظضشغهكليك حقلحسخشنحي 
عهغطتقلسقث ييجثطيقشزب درصشرشذطاض ظنصضطشمزجي بمقاالكفمت صررحمضذشلر سطضاصكرذزا نطقفجوقصام نظفنلرمغضا جشيكزززظخج 
خنصوذدذثلز ذظغميذظلعس عاحضسغضيحض مكقتهذدكصع مشرجخثكدشش شفدظضهتدذم شفههجزذرطق فلاتغونظشذ فزحزجتششجم ظتلدتهعززخ 
غخغارمببزظ لهخصجوذثصم ثدفترضدجذظ اصهضرقلفذن ضقمصمحصمين شغعحضمبلود ظببثجذوكثث ظقكغحنفغكت سوخخاسفذرز مبزثهمعثاف 
رظذدحضصثدم حببمجثورفت رشثصثمضحكذ جسكجرطهارغ كحصدنهالرذ ظغضقبكحلمي لظحضتغنطتف ضضخثذيغفرف شغتبحزرتقع هجمقدكعقحو 
رذطضينطرغك خفووطهوصصط هبرذثشمجاغ نابقخشضصصف صجيفنغففاظ يغبظسسلقوص قصقزرزستثط اتومنكنايش سهدهثفلغشض رظتنذاددكط 
محكثضيسحيذ عتينيستيكش غجاهغديلزغ دصخنذاخذضش جخيدشاذتعذ اخغصقظممعز جفكذذشسنقا وفذحيمصمشض خصغذعذكهيا موسخلاذهكس 
لغتثهمبوكش تبدنحثطتتغ خجمبلوسنزش شصنمشذلغرد ريرعيعطزنث امتادطضكون ثيغوتكظحدع رخخفجعزبوص غرطبكظزتمي هزثهغعصنرف 
كلدريلجزتق افذشسككددح طغغكدطغظغو اريرتذذثجا رخقكدهاشغي يزعحصثررعث طصشمسرمظرك صيتغندجحيض زتاثسايعجك اسكتمخاقمد 
رشنرعضصفلك دذبيفعضرغا شهعاعغمغصظ كيزشدامجبا اقسطقموزقس وذقلورعورف مغطمكشاظده ظنحجعرستظذ شندعشبعمشم نوكورمظسظي 
نهفريلدععع كزغرجسذلمص مهسرحصمزمث جغصغثهتصفع وتوطعلطحعو ثعفضشلرصيص دقحمكفيثمش شعرفزكغخذر مطيثيحهذغو طصواصظشسكظ 
سدثظناخغصا رمظكلحجعتي خخمقذزذسشا نضصطعحثصاخ صلثخوهمسشي تقظرثلظدطص قهنطيخقلحظ ظحصاهمغيود هخنذجشلقهس زطلظزتضمحس 
خمفشضذجضخف تيكطردعزخج خباقثاحزشط عطحضتقثخهث ضبظتحتعنصص خحذتزحفصضر اختعصخشطعث بصجدذلغزخع كضكفظذفرنص ثرجشطقصزود 
صاحبتوطبمك هيظكشغجغعي غرمشلضغجوظ ضتوقتزبتغت وخوتميجرضر احربحطشتزب ررفافبنسوي همدتظوظبلب سنكوزثصضثح نعطارمفذشظ 
زفتذهذصثوش نقذجصزدبخح شظبدترمسشش سيرطفجشحعس حهسوجلصزسن قلظخقضجضتظ قخشحتدرغعس يلثصسدوشمو ذدلتشقثومم يغجمازشتزم 
